	poeder/noun	laag_DIM/noun	berusting/noun	theater_zaal/noun	lijden/noun	veeleer/adv	die/det	klank/noun	toon/noun	zucht/noun	schoen/noun	streep/noun	knal/noun	opgenomen/adj	koper/noun	enigszins/adv	teleurstelling/noun	o/noun	sfeer/noun	zo/adv	klinker/noun	het/det	leegte/noun	oppervlak/noun	bewust/adj	signaal/noun	kleur/noun	huid/noun	haar/noun	klop/noun	papier/noun	razernij/noun	geluid/noun	verf/noun	zang_stem/noun	en/vg	punt/noun	kunststof/noun	gelatenheid/noun	indruk/noun	verkeer_ellende/noun	kort/adj	slag/noun	herhaling/noun	voorstelling/noun	kijker/noun	ellende/noun	blazoen/noun	Marat/name	wat/adv	blad/noun	beetje/noun	beton_blok/noun	glans/noun	te/adv	schoot/noun	trom/noun	poging/noun	oog/noun	e/noun	blik/noun	klik/noun	explosie/noun	verdriet/noun	ik/pron	tamelijk/adj	dreun/noun	Ahmet/name	ze/pron	ritme/noun	oog_DIM/noun	lethargie/noun	variant/noun	zwart/noun	werkelijkheid/noun	klap/noun	dikwijls/adj	gevoel/noun	pijn/noun	miserie/noun	schot/noun	heerlijk/adj	kreet/noun
ellende/noun	0.8813367	0.8448555	0.7660472	0.898868	0.5858239	0.7677806	0.7515614	0.80693847	0.85571784	0.7612579	0.8922759	0.88582057	0.84586024	0.88593996	0.89193445	0.7763282	0.62876534	0.8704572	0.8342947	0.7979285	0.8900271	0.83556795	0.69839793	0.83779	0.85002714	0.8769943	0.86826503	0.8376103	0.8660721	0.89888376	0.8871367	0.74988496	0.81299	0.8500893	0.89992315	0.7274978	0.9397336	0.8897082	0.806234	0.8628365	0.73846436	0.8936726	0.9212924	0.80247223	0.87203526	0.843938	0.0	0.9260483	0.9457143	0.8243916	0.8879933	0.78605855	0.90388346	0.81946254	0.84876984	0.86563665	0.9303105	0.8366723	0.8207564	0.9112875	0.8178946	0.89789116	0.7584553	0.5286242	0.784106	0.8119272	0.8386433	0.9036946	0.7365762	0.84959304	0.9122288	0.8261261	0.8504141	0.8566393	0.7358503	0.82600814	0.6816821	0.7268834	0.5939736	0.46661615	0.9214377	0.84324145	0.78040236
blazoen/noun	0.90340894	0.89890206	0.8998198	0.92695636	0.9098654	0.8818197	0.88761103	0.923027	0.905725	0.9328213	0.9130025	0.88756007	0.92582977	0.9204956	0.9147183	0.90292794	0.91184956	0.93474543	0.92175543	0.88771665	0.9195758	0.8714584	0.8920506	0.91914064	0.8872534	0.89113474	0.9024258	0.8666402	0.9032268	0.94096506	0.92454004	0.91104144	0.9249562	0.89548856	0.9586155	0.8516108	0.9429234	0.9378844	0.94804883	0.8841978	0.95075184	0.92742765	0.9374486	0.9000356	0.94469506	0.92599595	0.9260483	0.0	0.955055	0.9120454	0.89363694	0.9152977	0.92332345	0.877541	0.9088567	0.8828169	0.9174013	0.88523483	0.8985883	0.96003103	0.9089167	0.9323481	0.906469	0.9030362	0.9264183	0.8947039	0.8793433	0.9183033	0.90961725	0.94037616	0.91133696	0.9484934	0.88525057	0.9043167	0.9296492	0.89095145	0.90616417	0.9052342	0.9264531	0.9141994	0.918669	0.945191	0.91540575
Marat/name	0.94736636	0.95838934	0.9187878	0.95887977	0.925354	0.9120779	0.923444	0.9333785	0.9326991	0.894356	0.9164725	0.8878234	0.91137815	0.9408006	0.95191395	0.9107535	0.8883587	0.9484088	0.9363959	0.9257795	0.95060897	0.92712396	0.9371542	0.9558186	0.95011497	0.95805395	0.93089104	0.9277753	0.9213557	0.87245524	0.92884386	0.9253438	0.9416523	0.953511	0.928656	0.89208424	0.8877641	0.9488257	0.92271215	0.9119735	0.960184	0.9466113	0.91291094	0.9156124	0.9337152	0.93639255	0.9457143	0.955055	0.0	0.9047195	0.94367254	0.92050505	0.9427469	0.8612946	0.9098794	0.9252752	0.93393373	0.90787697	0.92922837	0.95324683	0.92963684	0.95576674	0.9319459	0.92503726	0.90461797	0.9043494	0.9128006	0.9576292	0.8928093	0.89799476	0.94933325	0.8876685	0.9138883	0.8953261	0.92348945	0.93231404	0.8936755	0.9426437	0.91966504	0.93362945	0.90928066	0.92626953	0.92881626
wat/adv	0.8430121	0.78843564	0.8243996	0.8733522	0.8635821	0.64289653	0.7506182	0.6767771	0.60346174	0.78790635	0.7865012	0.832734	0.8309349	0.86870587	0.83210576	0.47618878	0.82193553	0.8794914	0.6934779	0.52224755	0.82425165	0.83557355	0.8015141	0.7710361	0.80473936	0.87204427	0.7325162	0.7437281	0.7328524	0.8771039	0.84069383	0.87400025	0.70418	0.8042141	0.83873844	0.66099644	0.8829689	0.8000362	0.89114547	0.73013556	0.91794145	0.8655167	0.9211476	0.849395	0.78587717	0.78802955	0.8243916	0.9120454	0.9047195	0.0	0.8285563	0.3462401	0.8900648	0.79800206	0.4619317	0.8214588	0.8763424	0.88270104	0.7649253	0.90024894	0.68064904	0.8642561	0.88489467	0.83250105	0.669086	0.5009646	0.8140517	0.91464996	0.6750949	0.68126345	0.83184075	0.9071458	0.7428155	0.79195166	0.78134704	0.88638604	0.6757096	0.7757249	0.8286177	0.8214071	0.876375	0.66563237	0.7720837
blad/noun	0.7955089	0.753031	0.92490625	0.89541477	0.91771734	0.7862857	0.80812156	0.8155736	0.7935586	0.86479366	0.7977575	0.855628	0.89777493	0.8185508	0.8127619	0.8223797	0.8839326	0.8780961	0.870241	0.800222	0.8399778	0.84186304	0.84983253	0.77601266	0.8645354	0.9243731	0.73050505	0.7630954	0.7729608	0.9249184	0.738501	0.90112615	0.81096274	0.7428602	0.931781	0.733175	0.94362974	0.805832	0.90702945	0.9121216	0.9391313	0.8578038	0.96962416	0.87957495	0.837886	0.8325208	0.8879933	0.89363694	0.94367254	0.8285563	0.0	0.8632558	0.9096654	0.8469213	0.8665642	0.87487024	0.90246487	0.8960818	0.8416853	0.88308865	0.80031884	0.8674456	0.8984288	0.88490677	0.88815224	0.7898654	0.9088119	0.90219474	0.7983309	0.8588424	0.88817394	0.9377476	0.75810987	0.84518397	0.83327675	0.92604953	0.79303855	0.903187	0.938565	0.89877677	0.9228456	0.82432914	0.8084446
beetje/noun	0.8412243	0.8048055	0.7903476	0.8896083	0.83068424	0.70043063	0.7451861	0.7546902	0.7158113	0.7750202	0.8182104	0.8608364	0.85095435	0.88157636	0.8660399	0.47284228	0.8064923	0.86941254	0.7578167	0.61089796	0.867061	0.83995396	0.77448034	0.83172166	0.8292841	0.8826902	0.79413414	0.7892131	0.7707968	0.86588216	0.8780297	0.8682489	0.74743676	0.8437835	0.894945	0.6940371	0.9317679	0.86581457	0.8837562	0.794191	0.923286	0.9111653	0.9394032	0.84787	0.8445813	0.79040116	0.78605855	0.9152977	0.92050505	0.3462401	0.8632558	0.0	0.91477656	0.8297734	0.627141	0.83985615	0.9097141	0.8915412	0.7695383	0.9044397	0.6905118	0.87876207	0.888192	0.7683134	0.55833524	0.6436967	0.8642024	0.9092907	0.61182714	0.75035876	0.83764935	0.9102826	0.8103231	0.8323	0.79123	0.9061157	0.67016184	0.7185552	0.79556936	0.7845189	0.89435756	0.67897177	0.763614
beton_blok/noun	0.8577418	0.80991566	0.9450838	0.90892035	0.9331994	0.90408677	0.86425257	0.9007497	0.93599945	0.92306316	0.8420141	0.86197037	0.7992065	0.9241784	0.8632124	0.9097905	0.9140392	0.94100153	0.92947066	0.92425644	0.75308317	0.8475022	0.865061	0.81837815	0.89468974	0.93502045	0.8850218	0.87615955	0.88093156	0.90681046	0.8294009	0.9079201	0.860712	0.78100556	0.9479788	0.7905891	0.94765174	0.79300606	0.93492246	0.936923	0.84830654	0.93482494	0.8945693	0.93790674	0.93569523	0.9428102	0.90388346	0.92332345	0.9427469	0.8900648	0.9096654	0.91477656	0.0	0.9205649	0.8859684	0.8345518	0.92178047	0.90307677	0.9053813	0.9152279	0.86176735	0.8876055	0.79462636	0.89590937	0.94041103	0.8986765	0.87420464	0.9368816	0.8665515	0.90725935	0.91814196	0.9276084	0.9254921	0.9000259	0.9093713	0.7827331	0.85951227	0.94955677	0.9316854	0.87433445	0.8371236	0.9025712	0.90776813
glans/noun	0.8440529	0.75808316	0.84410995	0.8819931	0.8662997	0.7713777	0.7743845	0.72119164	0.77511877	0.7807561	0.8097635	0.7963998	0.87758386	0.840039	0.8596712	0.7863491	0.8213178	0.86226165	0.78133047	0.83235574	0.8603202	0.82240546	0.8220165	0.81053674	0.88304687	0.8881303	0.65965104	0.7786249	0.7699791	0.9019402	0.8446953	0.89715374	0.77672374	0.7517034	0.8793246	0.7372111	0.85360897	0.82688963	0.87031555	0.8385929	0.9351172	0.8959198	0.91290146	0.85446316	0.7892313	0.85787934	0.81946254	0.877541	0.8612946	0.79800206	0.8469213	0.8297734	0.9205649	0.0	0.8426885	0.8673033	0.8925595	0.8703263	0.8332321	0.88407063	0.7837018	0.8898102	0.88523936	0.84507775	0.87331986	0.7785843	0.82458156	0.9307482	0.8214373	0.7963651	0.852645	0.9112158	0.81103146	0.78053516	0.81248647	0.86270666	0.8235046	0.78128487	0.8431064	0.8388348	0.89751697	0.787472	0.8249994
te/adv	0.8447277	0.8389003	0.86397046	0.8951658	0.87222105	0.6979149	0.76375616	0.77906394	0.7275697	0.8384434	0.8302634	0.83778477	0.8504752	0.89487994	0.83146125	0.7129168	0.84338236	0.885671	0.8262933	0.5215517	0.8358587	0.8679104	0.8360528	0.80294746	0.8011695	0.86071813	0.81532913	0.7766551	0.8084681	0.888293	0.84805727	0.8825959	0.7874942	0.8255443	0.8719939	0.70759183	0.8800933	0.8377858	0.89892995	0.792214	0.8961132	0.87127614	0.9326052	0.8512672	0.85225976	0.8374758	0.84876984	0.9088567	0.9098794	0.4619317	0.8665642	0.627141	0.8859684	0.8426885	0.0	0.8616233	0.89675534	0.8909452	0.81843114	0.90592504	0.76939815	0.88273513	0.8698399	0.8502605	0.7595879	0.5529072	0.8713978	0.9310534	0.74115086	0.7869078	0.8791742	0.92980516	0.7773883	0.84039676	0.80738807	0.88946354	0.6790717	0.8444654	0.83099616	0.84163696	0.87791604	0.79153347	0.82447034
schoot/noun	0.83116525	0.85123104	0.8764538	0.89455813	0.8935114	0.83512807	0.8271952	0.84473157	0.8669633	0.8064921	0.8018657	0.84525335	0.66770315	0.8720335	0.88039476	0.84275097	0.86120063	0.8918191	0.8752285	0.8602344	0.88396466	0.8445625	0.8407577	0.8578745	0.89184326	0.9106706	0.8483938	0.7894261	0.78830886	0.87259555	0.8504039	0.85546714	0.8305866	0.81734824	0.89753485	0.72220147	0.87341005	0.84715635	0.91259533	0.89255106	0.924621	0.89403623	0.87661356	0.8905895	0.9039343	0.8696891	0.86563665	0.8828169	0.9252752	0.8214588	0.87487024	0.83985615	0.8345518	0.8673033	0.8616233	0.0	0.90003675	0.82700527	0.78729457	0.89808965	0.7532044	0.8865379	0.78751767	0.8390776	0.87074137	0.8321689	0.83629453	0.8950505	0.7684941	0.85746545	0.8246627	0.9321607	0.87759995	0.84451824	0.88720655	0.7896271	0.8094373	0.8765692	0.8591385	0.8643053	0.5820784	0.79560184	0.8080443
trom/noun	0.94754624	0.9137046	0.91417176	0.93458337	0.9325907	0.8956349	0.89599305	0.7959002	0.8242455	0.8548326	0.90486604	0.9031697	0.8812466	0.890774	0.9275186	0.9110065	0.92960155	0.9040193	0.9071826	0.88092256	0.93333024	0.8880658	0.9011128	0.91281396	0.9333293	0.91358477	0.8579997	0.91515493	0.9116203	0.8871196	0.9363919	0.9253192	0.80579436	0.90564734	0.92110723	0.8140415	0.9472196	0.91109514	0.9228104	0.9484678	0.9269772	0.9169645	0.9277732	0.9038897	0.89025176	0.92357594	0.9303105	0.9174013	0.93393373	0.8763424	0.90246487	0.9097141	0.92178047	0.8925595	0.89675534	0.90003675	0.0	0.94495666	0.9323974	0.95541745	0.9044992	0.91724676	0.90856963	0.9194297	0.91102976	0.89285594	0.8596741	0.92102146	0.8769868	0.80574703	0.92552555	0.9555866	0.8931381	0.907192	0.90731865	0.8879534	0.89362305	0.88480306	0.914579	0.909448	0.9276063	0.8862625	0.85276574
poging/noun	0.9093458	0.9129453	0.8970926	0.95770323	0.82680136	0.801119	0.8368783	0.8819185	0.8697538	0.8443183	0.91076845	0.90305394	0.8027785	0.89948684	0.891652	0.7910597	0.81507105	0.9410224	0.899199	0.86101174	0.93524015	0.84544605	0.85776675	0.9136305	0.8463132	0.8290399	0.9410828	0.91635245	0.935198	0.9307971	0.9185684	0.82379204	0.882254	0.9164967	0.9299488	0.77645665	0.9021195	0.9394676	0.911601	0.8953975	0.9240928	0.91517395	0.8254044	0.83335006	0.8969556	0.8940135	0.8366723	0.88523483	0.90787697	0.88270104	0.8960818	0.8915412	0.90307677	0.8703263	0.8909452	0.82700527	0.94495666	0.0	0.9126943	0.92606485	0.8862385	0.9258668	0.8401933	0.8497864	0.9222919	0.81235176	0.8792894	0.9170875	0.8287905	0.88682556	0.9091718	0.9022851	0.8561232	0.8909935	0.83316875	0.8684879	0.8054832	0.87885976	0.894111	0.8860982	0.7452554	0.9374242	0.83788925
oog/noun	0.8312079	0.78902006	0.82198596	0.9042632	0.85017365	0.8019201	0.8371585	0.80459476	0.79664856	0.81691873	0.78772557	0.7772739	0.8336445	0.9042368	0.9173121	0.78606486	0.8485548	0.88942134	0.87089133	0.8063032	0.82795715	0.88114893	0.7927195	0.7582189	0.8701137	0.87967944	0.7431239	0.6190011	0.5981268	0.8908267	0.8521762	0.8325224	0.7875748	0.75367993	0.87872946	0.7338097	0.9389953	0.8505376	0.86619866	0.81382096	0.9423473	0.90521693	0.95102686	0.9026965	0.8913454	0.8169555	0.8207564	0.8985883	0.92922837	0.7649253	0.8416853	0.7695383	0.9053813	0.8332321	0.81843114	0.78729457	0.9323974	0.9126943	0.0	0.93526196	0.53118134	0.88496757	0.8736751	0.76940763	0.8294998	0.7939813	0.8695619	0.9150008	0.75593174	0.84355974	0.67375004	0.9218951	0.85156775	0.76502645	0.8154466	0.9015661	0.79346514	0.82313025	0.78571385	0.85559165	0.8805162	0.8375782	0.77416086
e/noun	0.898101	0.8920221	0.9332223	0.9108394	0.9249867	0.84608316	0.8571454	0.7958644	0.8632746	0.88882506	0.8849654	0.8850745	0.91124487	0.83957624	0.8542553	0.86815023	0.9100052	0.75078857	0.89673126	0.88831025	0.81639236	0.86689854	0.9190926	0.894733	0.92274356	0.9361181	0.8414198	0.9004205	0.90796924	0.9339223	0.88755316	0.93032116	0.8559559	0.87907714	0.9638521	0.8046652	0.91857284	0.8823539	0.94532216	0.93012923	0.9162599	0.9146138	0.9036655	0.8990071	0.84128433	0.8982835	0.9112875	0.96003103	0.95324683	0.90024894	0.88308865	0.9044397	0.9152279	0.88407063	0.90592504	0.89808965	0.95541745	0.92606485	0.93526196	0.0	0.8694912	0.8733915	0.88905245	0.90400213	0.9266041	0.85588276	0.9170084	0.93803436	0.88016087	0.8499895	0.9175485	0.9576409	0.83924985	0.86514866	0.91499454	0.93952405	0.84326404	0.92676556	0.93498135	0.9174128	0.91489303	0.8550662	0.8537138
blik/noun	0.78805625	0.73488164	0.7937048	0.86800355	0.8647032	0.7160799	0.7937436	0.71030235	0.642823	0.77202207	0.7713284	0.8224149	0.83388615	0.8525554	0.83860075	0.6895976	0.81691766	0.8564908	0.75206065	0.7219572	0.8415362	0.84819096	0.73006463	0.7498577	0.8460654	0.8631164	0.6926694	0.7242232	0.69149464	0.8972814	0.8083287	0.82190704	0.68086314	0.7190809	0.88085747	0.64492023	0.9479543	0.8078546	0.84042156	0.7782115	0.93029755	0.8998493	0.9516835	0.8598587	0.79883605	0.7694227	0.8178946	0.9089167	0.92963684	0.68064904	0.80031884	0.6905118	0.86176735	0.7837018	0.76939815	0.7532044	0.9044992	0.8862385	0.53118134	0.8694912	0.0	0.86379445	0.8622379	0.799183	0.7992016	0.6840562	0.87769353	0.9137217	0.707515	0.79471266	0.7506577	0.906596	0.7846434	0.77068114	0.7546253	0.88994545	0.7448029	0.76114726	0.83606106	0.84610474	0.85665524	0.70615983	0.70915693
klik/noun	0.8752631	0.8822887	0.8959316	0.9072065	0.90132	0.84549785	0.8169025	0.8257877	0.8736942	0.86575043	0.86009276	0.89616704	0.8519874	0.8623798	0.8749049	0.87209517	0.9015955	0.8857249	0.8972992	0.8425527	0.8697329	0.8449441	0.8606489	0.843292	0.89567685	0.8767809	0.8472311	0.86707294	0.8840865	0.90615034	0.8465719	0.9093643	0.7981212	0.8760851	0.9286563	0.8042209	0.92855424	0.88052297	0.9298991	0.93215495	0.93623865	0.9387264	0.949058	0.9012921	0.9192591	0.8939181	0.89789116	0.9323481	0.95576674	0.8642561	0.8674456	0.87876207	0.8876055	0.8898102	0.88273513	0.8865379	0.91724676	0.9258668	0.88496757	0.8733915	0.86379445	0.0	0.8549265	0.8865125	0.86949384	0.8401537	0.85886616	0.9454389	0.8172374	0.8598412	0.89846736	0.94394004	0.88126904	0.88508296	0.8761897	0.8583674	0.8252604	0.8984811	0.8958963	0.9143441	0.87458825	0.8654772	0.8549252
explosie/noun	0.8038324	0.848847	0.8815024	0.87358665	0.8332906	0.81911844	0.8158365	0.80439585	0.85793644	0.8399819	0.8932525	0.88265705	0.6011652	0.8799964	0.8675322	0.83563995	0.8188604	0.9134471	0.86515415	0.86491126	0.8763813	0.80210936	0.8195976	0.796147	0.85810816	0.8403381	0.8411902	0.84589493	0.89000386	0.9082643	0.8764174	0.8187839	0.743093	0.8080456	0.92989886	0.73377705	0.94443285	0.86909217	0.8856547	0.9111075	0.837648	0.86849487	0.8868132	0.8134913	0.8676682	0.8916703	0.7584553	0.906469	0.9319459	0.88489467	0.8984288	0.888192	0.79462636	0.88523936	0.8698399	0.78751767	0.90856963	0.8401933	0.8736751	0.88905245	0.8622379	0.8549265	0.0	0.8032367	0.9131789	0.83987415	0.81386906	0.9181203	0.83874476	0.8485701	0.8831406	0.913105	0.84702265	0.9011375	0.8413948	0.7289315	0.7878492	0.8602183	0.8346171	0.8350329	0.83057046	0.8823073	0.77980196
verdriet/noun	0.86958706	0.84744465	0.6232691	0.92218864	0.6362421	0.7550234	0.73156255	0.77714854	0.78891706	0.7151526	0.88566697	0.903428	0.8601703	0.85986936	0.910209	0.75400794	0.49573207	0.8514924	0.7804872	0.7939878	0.89623517	0.85245323	0.6388095	0.84642226	0.83784986	0.8716798	0.8418356	0.8208551	0.85947967	0.89828575	0.8897835	0.7003006	0.7989507	0.86020434	0.886676	0.70654774	0.93252534	0.8857186	0.73481494	0.8388637	0.8841469	0.88096154	0.9332225	0.8246144	0.843074	0.8325961	0.5286242	0.9030362	0.92503726	0.83250105	0.88490677	0.7683134	0.89590937	0.84507775	0.8502605	0.8390776	0.9194297	0.8497864	0.76940763	0.90400213	0.799183	0.8865125	0.8032367	0.0	0.7712084	0.7961166	0.8371568	0.90157515	0.72568166	0.82814586	0.89283687	0.8354548	0.8575913	0.8535199	0.75975907	0.8408831	0.7021095	0.5337603	0.52416384	0.68410814	0.9270697	0.8040459	0.6958125
ik/pron	0.8847926	0.9081932	0.8363778	0.9279519	0.8305517	0.80515975	0.6989548	0.8564263	0.84239554	0.82395005	0.81887853	0.8789084	0.8493919	0.9222309	0.8614775	0.76887923	0.79966956	0.88101757	0.83263195	0.6030623	0.9135451	0.8928155	0.81070375	0.90768373	0.8349586	0.888948	0.8945913	0.8736538	0.85278827	0.85529304	0.8822438	0.88115835	0.83491963	0.90138197	0.8887546	0.812845	0.9225105	0.91932446	0.8518446	0.85562724	0.9190472	0.90303123	0.92551214	0.8804756	0.89691544	0.7436377	0.784106	0.9264183	0.90461797	0.669086	0.88815224	0.55833524	0.94041103	0.87331986	0.7595879	0.87074137	0.91102976	0.9222919	0.8294998	0.9266041	0.7992016	0.86949384	0.9131789	0.7712084	0.0	0.8210202	0.8705126	0.8564426	0.32746673	0.80936044	0.85516965	0.90212303	0.91195166	0.8773222	0.85113025	0.9037746	0.6963316	0.75374687	0.72704536	0.790013	0.9049319	0.75125617	0.8269128
tamelijk/adj	0.8201054	0.78999007	0.7952175	0.8497573	0.8156923	0.52807444	0.7127838	0.62452865	0.5650511	0.81323206	0.8289308	0.84247696	0.86495656	0.7540555	0.81793004	0.5446824	0.81448317	0.8463091	0.69316715	0.5344301	0.82733387	0.7845204	0.7545852	0.73715657	0.7932323	0.83788556	0.71216345	0.7649386	0.80456847	0.8907439	0.8018609	0.83864653	0.67138076	0.7768751	0.81065285	0.639742	0.91272444	0.7924135	0.8610234	0.71927035	0.92865074	0.8161603	0.92883384	0.77265686	0.71329874	0.79314035	0.8119272	0.8947039	0.9043494	0.5009646	0.7898654	0.6436967	0.8986765	0.7785843	0.5529072	0.8321689	0.89285594	0.81235176	0.7939813	0.85588276	0.6840562	0.8401537	0.83987415	0.7961166	0.8210202	0.0	0.85105854	0.9182382	0.7830094	0.708886	0.88112116	0.8949844	0.64664984	0.76694715	0.66593957	0.8940468	0.6303792	0.76833236	0.86980075	0.8632106	0.8814531	0.7130885	0.7319504
dreun/noun	0.88375854	0.8702278	0.8968205	0.91331154	0.848763	0.85811204	0.852484	0.8289106	0.84684837	0.8338344	0.8735364	0.8241286	0.74898326	0.91037804	0.9040369	0.8279187	0.7653991	0.90069854	0.8651165	0.84199005	0.882745	0.8611599	0.8444426	0.8558776	0.9199629	0.88098997	0.8667351	0.85011184	0.87561536	0.77731764	0.9049873	0.8912378	0.8006448	0.86494726	0.91784585	0.80648565	0.8616151	0.8732594	0.91996396	0.85394573	0.87177396	0.9229833	0.81290805	0.8954953	0.8941073	0.8564622	0.8386433	0.8793433	0.9128006	0.8140517	0.9088119	0.8642024	0.87420464	0.82458156	0.8713978	0.83629453	0.8596741	0.8792894	0.8695619	0.9170084	0.87769353	0.85886616	0.81386906	0.8371568	0.8705126	0.85105854	0.0	0.89674765	0.85394233	0.8335061	0.9030683	0.8875982	0.8967152	0.8782505	0.9132621	0.55199766	0.8465356	0.8491087	0.79703754	0.85140496	0.829944	0.87621045	0.84258044
Ahmet/name	0.9369436	0.9515123	0.91525483	0.9459206	0.92868954	0.9183857	0.8984264	0.9347997	0.9325207	0.9336719	0.9342381	0.92632353	0.931666	0.9175294	0.93701774	0.9185684	0.89194417	0.9296744	0.9443325	0.9040999	0.9450779	0.9071716	0.9408895	0.9510858	0.9309871	0.96360254	0.94460636	0.9447369	0.94998693	0.9368818	0.9143457	0.90400875	0.94515586	0.9249893	0.9430449	0.8452748	0.91155404	0.9493881	0.93735653	0.94267064	0.9366522	0.9337886	0.9427072	0.91892254	0.9448344	0.92850196	0.9036946	0.9183033	0.9576292	0.91464996	0.90219474	0.9092907	0.9368816	0.9307482	0.9310534	0.8950505	0.92102146	0.9170875	0.9150008	0.93803436	0.9137217	0.9454389	0.9181203	0.90157515	0.8564426	0.9182382	0.89674765	0.0	0.80682564	0.9377439	0.9129087	0.963243	0.9378154	0.92484945	0.95876175	0.9227933	0.8699959	0.93779147	0.9271988	0.89463973	0.937078	0.91140175	0.9239755
ze/pron	0.7574317	0.7985998	0.83609396	0.86079353	0.79511964	0.7727597	0.6427799	0.7963079	0.7864579	0.7904958	0.70563483	0.8402942	0.78980243	0.86268103	0.7668828	0.74038243	0.78887653	0.84333783	0.8326708	0.6066388	0.84933144	0.82931364	0.76729363	0.8080246	0.77156866	0.82391644	0.81428254	0.7392456	0.73119366	0.831623	0.74132	0.8172512	0.77248704	0.7856478	0.8873974	0.6519939	0.8964309	0.8283617	0.8571882	0.8446736	0.91073984	0.86931455	0.8898729	0.8325989	0.8573159	0.7147962	0.7365762	0.90961725	0.8928093	0.6750949	0.7983309	0.61182714	0.8665515	0.8214373	0.74115086	0.7684941	0.8769868	0.8287905	0.75593174	0.88016087	0.707515	0.8172374	0.83874476	0.72568166	0.32746673	0.7830094	0.85394233	0.80682564	0.0	0.7833694	0.770632	0.8745086	0.83945614	0.8018989	0.77770936	0.8342498	0.6262277	0.76029974	0.7290719	0.74549323	0.85243934	0.7346952	0.74448293
ritme/noun	0.8655113	0.8112712	0.8276553	0.8829998	0.85489345	0.7248057	0.7489458	0.4403059	0.6013882	0.79609394	0.8607292	0.84421885	0.8268738	0.7610974	0.8891694	0.74500155	0.8500329	0.8524829	0.6480142	0.75307155	0.8131271	0.84655166	0.78875256	0.77252203	0.8538245	0.8415039	0.654004	0.808058	0.8273189	0.8885521	0.8679953	0.85049385	0.56091064	0.7905525	0.7850127	0.62814075	0.91774297	0.81549597	0.8438004	0.80975354	0.9301806	0.8530115	0.91396207	0.7852302	0.67898273	0.8089738	0.84959304	0.94037616	0.89799476	0.68126345	0.8588424	0.75035876	0.90725935	0.7963651	0.7869078	0.85746545	0.80574703	0.88682556	0.84355974	0.8499895	0.79471266	0.8598412	0.8485701	0.82814586	0.80936044	0.708886	0.8335061	0.9377439	0.7833694	0.0	0.8746684	0.83718896	0.7447151	0.8201937	0.7701959	0.91190755	0.74666905	0.7475227	0.85196173	0.87535524	0.86943495	0.6744697	0.73787117
oog_DIM/noun	0.8467836	0.8340653	0.9174162	0.90856594	0.9116999	0.86865747	0.87710243	0.86159	0.8699369	0.8682467	0.8458466	0.8654721	0.8698653	0.9036219	0.8851965	0.8587604	0.9159798	0.9102671	0.8858029	0.8611709	0.88383406	0.8900638	0.86783975	0.8553741	0.8997805	0.91029525	0.8266338	0.76326084	0.75308955	0.91818273	0.8793302	0.8995295	0.85680777	0.8228107	0.935456	0.75630635	0.9428365	0.8578584	0.9063616	0.90994394	0.9654348	0.90675545	0.9148508	0.90219724	0.908338	0.86228144	0.9122288	0.91133696	0.94933325	0.83184075	0.88817394	0.83764935	0.91814196	0.852645	0.8791742	0.8246627	0.92552555	0.9091718	0.67375004	0.9175485	0.7506577	0.89846736	0.8831406	0.89283687	0.85516965	0.88112116	0.9030683	0.9129087	0.770632	0.8746684	0.0	0.9453346	0.88835275	0.820603	0.9057158	0.9049899	0.84465635	0.9034949	0.88687986	0.8898999	0.90697926	0.83783674	0.87735015
lethargie/noun	0.915376	0.9221093	0.8612177	0.9273031	0.8681041	0.8708003	0.85049915	0.837469	0.86796665	0.88597906	0.93835247	0.9286692	0.8914982	0.9131936	0.94392616	0.8853412	0.82547736	0.92983073	0.8542768	0.9072814	0.9180771	0.91759056	0.84107316	0.9241813	0.91128474	0.91831005	0.90658545	0.9351585	0.93725044	0.9231125	0.948967	0.8624086	0.87118447	0.93237156	0.9272971	0.8689472	0.93994653	0.9331338	0.846838	0.8579399	0.90888554	0.9502256	0.9619914	0.86819816	0.89485437	0.8814752	0.8261261	0.9484934	0.8876685	0.9071458	0.9377476	0.9102826	0.9276084	0.9112158	0.92980516	0.9321607	0.9555866	0.9022851	0.9218951	0.9576409	0.906596	0.94394004	0.913105	0.8354548	0.90212303	0.8949844	0.8875982	0.963243	0.8745086	0.83718896	0.9453346	0.0	0.8864628	0.9221709	0.880941	0.89990884	0.87372494	0.83506703	0.8626167	0.83232766	0.93325925	0.8869443	0.86592954
