	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
kerk_toren/noun	0.87339365	0.9535993	0.9208472	0.9697204	0.8839238	0.95008045	0.9931998	0.96261114	0.8316087	0.9435152	0.49021947	0.96679944	0.8548661	0.9472518	0.87344974	0.87152946	0.9668641	0.81423414	0.9495091	0.9598628	0.68694305	0.9654949	0.9783339	0.97087395	0.9290376	0.9718075	0.93720615	0.9408778	0.9066328	0.95026004	0.9447649	0.8950476	0.9390542	0.97210693	0.96995175	0.97533	0.615981	0.9706194	0.97249365	0.9839645	0.95365626	0.91830796	0.97171855	0.9593418	0.96508265	0.94026124	0.88720196	0.9326314	0.9522205	0.9107306	0.8889077	0.9550014	0.83836335	0.96079844	0.96510065	0.95207685	0.8776697	0.78604156	0.8557427	0.93897885	0.94687724	0.9422985	0.909133	0.91589993	0.90855074	0.9225062	0.9820332	0.95520467	0.9815688	0.9284814	0.9507231	0.9582689	0.9395884	0.94973326	0.9351489	0.9635389	0.9140264	0.90729785	0.9359585	0.9530674	0.94829834	0.9280649	0.94322467	0.0	0.96164715	0.95470077	0.90418214	0.95167166	0.9549262	0.96958756	0.94318944	0.9158683	0.96035707	0.9888203	0.90769285	0.9665233	0.91550314	0.85862	0.93328345	0.94801736	0.4068187	0.9667903	0.8353976	0.9491848	0.898773	0.97986394	0.8659937	0.93136203	0.965686	0.91611874	0.91497344	0.93833196	0.9479813	0.9638471	0.93702614	0.94332594	0.95257133	0.87935203	0.9396304	0.9669846	0.81197625	0.94854176	0.98339325	0.97921765	0.9558518	0.94808453	0.83845764	0.9366537	0.97728705	0.9599443	0.9544849	0.77971846	0.94449234	0.8685019	0.88279384	0.9394447	0.9605406	0.9641395	0.95241946	0.86267376	0.85202163	0.91117233	0.9603257	0.9546184	0.90402734	0.82604957	0.96725935	0.9139974	0.98873043	0.9713614	0.91417855	0.97523755	0.89807975	0.92093474	0.9665605	0.9390729	0.7344912	0.8775216	0.88272744	0.9214216	0.43448752	0.9021606	0.9657395	0.89247906	0.8181329	0.98325455	0.9840016	0.7600591	0.9577746	0.92454934	0.7331117	0.7374047	0.94666386	0.9394714	0.9468245	0.98945016	0.9372907	0.965799	0.93041223	0.9301746	0.88510096	0.6520132	0.96227205	0.92848355	0.95035887	0.8930567	0.91353667	0.94228584	0.9278935	0.96054447	0.93526703	0.9309303	0.98150545	0.8978985	0.93004835	0.99162453	0.96172744	0.95757294
voldoende/adj	0.776205	0.71896416	0.73825586	0.8096291	0.70632344	0.7530284	0.77954316	0.784601	0.6701231	0.65740615	0.9851648	0.65485096	0.903046	0.8225152	0.5788709	0.9546189	0.80642164	0.7839471	0.61466265	0.85187614	0.772933	0.8371407	0.8262062	0.83893603	0.6851267	0.8811469	0.64892226	0.8176069	0.9175217	0.7097835	0.8683811	0.6738275	0.83603674	0.83621997	0.779509	0.83447707	0.8947585	0.8230498	0.8583053	0.87263256	0.56906354	0.8040504	0.8129215	0.74588835	0.5900208	0.78712463	0.8552829	0.66906023	0.9060289	0.8197184	0.6834482	0.63420117	0.8847574	0.90793633	0.8817872	0.760023	0.75599724	0.8975386	0.8542559	0.6784367	0.773952	0.8372699	0.7601715	0.79864085	0.9154102	0.7962225	0.8716184	0.69080806	0.8874171	0.7103908	0.79017764	0.7568086	0.6919421	0.8128673	0.722539	0.70327735	0.882441	0.7915741	0.76474315	0.7858233	0.8728858	0.7987762	0.891808	0.96164715	0.0	0.64077854	0.8385459	0.7143423	0.6214044	0.7224067	0.70663655	0.6925254	0.7476765	0.9484972	0.69292855	0.7697511	0.7549858	0.87683797	0.77148914	0.81900084	0.8805895	0.76646507	0.8502727	0.84582007	0.8829399	0.9007777	0.99061036	0.91859716	0.6098475	0.73594576	0.6205763	0.60515594	0.63252836	0.82334054	0.6054519	0.68435085	0.8206273	0.69044495	0.75338864	0.5483955	0.6449512	0.9030196	0.8735068	0.87221885	0.8806201	0.7610821	0.7142596	0.65887535	0.8706891	0.7617905	0.59180385	0.91472465	0.8764551	0.73930204	0.8996842	0.8197626	0.76624644	0.89645004	0.5167661	0.909391	0.5858866	0.4909485	0.7875241	0.68593144	0.89753515	0.54870284	0.71481895	0.55352986	0.7153622	0.6577569	0.85802394	0.86691886	0.7242229	0.67524	0.852697	0.8484757	0.915562	0.87829334	0.62578046	0.9759396	0.92078865	0.8878995	0.875023	0.8790027	0.8640164	0.81250125	0.81137544	0.8016151	0.8420975	0.95546925	0.89564437	0.7895971	0.5480157	0.6827209	0.9020433	0.884279	0.7192971	0.9151138	0.649704	0.61276424	0.7868265	0.8132646	0.83095074	0.6809102	0.78380466	0.71274513	0.84216106	0.7479075	0.78965855	0.8193744	0.9262159	0.8772004	0.7117678	0.8966965	0.47595316	0.99126846	0.8675009	0.8751811
kan/verb	0.5549399	0.47420806	0.87438774	0.8670377	0.8324506	0.69560087	0.85767657	0.5910734	0.7087183	0.60669506	0.9467308	0.69735694	0.88579166	0.6197225	0.64514804	0.9196375	0.9008185	0.6321727	0.85301256	0.6627898	0.82227707	0.7788319	0.7598332	0.8683512	0.76352286	0.88454026	0.62280464	0.7634754	0.7211186	0.69255596	0.75202227	0.8206781	0.6957637	0.7591164	0.7417139	0.8147743	0.74980587	0.85324484	0.93879485	0.8924853	0.7854451	0.8540519	0.8031239	0.5415864	0.5168963	0.7366158	0.8810777	0.7091615	0.8802276	0.82953167	0.634828	0.65316904	0.84883726	0.8584781	0.8622832	0.79859483	0.45896256	0.8047341	0.7975123	0.7408991	0.75217485	0.80072844	0.7579988	0.753886	0.9358511	0.7893468	0.8604852	0.5799161	0.90353125	0.5781218	0.87928593	0.7369778	0.6752136	0.59546006	0.6853088	0.7867748	0.90639055	0.8225751	0.63963044	0.80907774	0.9164495	0.7633869	0.78819394	0.95470077	0.64077854	0.0	0.6033629	0.5608778	0.4520123	0.79566	0.77717054	0.7575989	0.7077403	0.8842196	0.69725263	0.85397613	0.7286136	0.78252685	0.67024684	0.7793193	0.78536755	0.77428895	0.7363583	0.6150681	0.8460696	0.970998	0.95157635	0.8409988	0.6883802	0.648862	0.7260058	0.78495204	0.8423319	0.84269685	0.7657652	0.6690717	0.77081585	0.61469364	0.79663455	0.84967303	0.68199587	0.82517195	0.8785861	0.81290925	0.7873447	0.6944407	0.72152275	0.6785257	0.8892076	0.6948034	0.65726006	0.88431317	0.8818731	0.8527143	0.7488035	0.76455945	0.5787897	0.85626554	0.7778647	0.82236266	0.6786535	0.81993246	0.6785568	0.7402977	0.7954429	0.72829914	0.8455812	0.7597413	0.58917314	0.6919053	0.5057179	0.61282	0.77634144	0.8495178	0.69855195	0.6838571	0.77148235	0.87775284	0.671163	0.9137751	0.9129009	0.7707526	0.8766477	0.8619425	0.8759765	0.7921523	0.76897526	0.858596	0.8890086	0.82164484	0.84998894	0.68295145	0.8247119	0.6688028	0.9200471	0.85716736	0.801969	0.9188565	0.7738181	0.7517212	0.70279884	0.7347803	0.54584444	0.528317	0.68817526	0.7672682	0.814868	0.7540178	0.6387174	0.69712687	0.8908813	0.8073015	0.7337222	0.8607676	0.67651474	0.9655787	0.8469625	0.90385497
pas_aan/verb	0.4696312	0.69227946	0.80929613	0.7604473	0.82680404	0.83302224	0.8964424	0.7795137	0.8295443	0.7627443	0.9040405	0.82857656	0.80040205	0.6632303	0.7306599	0.91995996	0.93428797	0.5841596	0.9108747	0.7458223	0.75578314	0.84740794	0.9334264	0.8656886	0.7867855	0.8837457	0.73494947	0.7449155	0.6673787	0.83995265	0.8014391	0.9501387	0.48274255	0.70099354	0.7217579	0.82782876	0.72552395	0.8283023	0.9328265	0.8112365	0.94529307	0.9189235	0.82749754	0.7495544	0.6669669	0.8153381	0.9546441	0.5183868	0.9342014	0.78695405	0.5798238	0.6673752	0.8194885	0.83762604	0.83979106	0.9099621	0.60219765	0.8188835	0.78531426	0.8736913	0.64784783	0.7104867	0.84252167	0.88871443	0.8259851	0.80328894	0.8619968	0.7167344	0.9444167	0.6501862	0.94076884	0.8716124	0.851589	0.8535447	0.66854554	0.8741387	0.82066375	0.74990463	0.7078949	0.8277237	0.8976274	0.8720939	0.73916453	0.90418214	0.8385459	0.6033629	0.0	0.69468886	0.6408776	0.6881708	0.6931405	0.8808817	0.9139405	0.89796937	0.77243865	0.9454216	0.8114023	0.6869385	0.7392955	0.82298416	0.68909764	0.8413991	0.8872924	0.80980545	0.9628209	0.95467436	0.9060515	0.64666915	0.8430923	0.70228446	0.84759265	0.91304344	0.85600245	0.7743442	0.8380064	0.87653255	0.7428013	0.7931146	0.7259003	0.9642946	0.74873817	0.92268366	0.83649606	0.83169067	0.8165316	0.909191	0.6555028	0.8717412	0.9121897	0.68437135	0.8104445	0.7712159	0.85403836	0.87882966	0.8262771	0.89608	0.8234943	0.79829085	0.9259225	0.88260984	0.81510615	0.88894117	0.8026465	0.88840055	0.7229623	0.6718018	0.8806206	0.8713344	0.77514267	0.8339522	0.7547188	0.65193856	0.8178736	0.8536726	0.85598934	0.7980997	0.7491429	0.70301354	0.8148731	0.7682011	0.82987654	0.8443434	0.92296416	0.78345805	0.7284864	0.75709355	0.85751224	0.7639136	0.8929213	0.86174965	0.75654614	0.63082874	0.8908904	0.77494216	0.87140924	0.91074455	0.8242761	0.91006094	0.7649379	0.866239	0.78047323	0.7097826	0.73328465	0.760168	0.828691	0.8628931	0.9360161	0.80959237	0.82640225	0.79082716	0.85682684	0.913228	0.90654695	0.6899468	0.82676435	0.8494252	0.9524174	0.90348995
niet/adv	0.71939874	0.79454887	0.86024207	0.89345175	0.88755864	0.8488674	0.94554764	0.798514	0.63090277	0.646634	0.9778648	0.68926585	0.96288127	0.7798233	0.69864213	0.87043345	0.9322192	0.82587564	0.8442707	0.635173	0.9144776	0.8888333	0.9064167	0.9035812	0.8793517	0.9239841	0.665198	0.9096886	0.80582273	0.8141342	0.86409104	0.889665	0.7622027	0.82120264	0.8218614	0.9311348	0.8644247	0.8386867	0.93243587	0.8680792	0.89662385	0.9159526	0.8568361	0.8413071	0.5266417	0.8561962	0.9098984	0.8458587	0.94355667	0.8794482	0.79946804	0.7752182	0.8785938	0.9149426	0.91373914	0.92654294	0.5879927	0.91569334	0.8587098	0.86945283	0.7265581	0.8531192	0.836764	0.79041946	0.9028055	0.903968	0.8542454	0.769571	0.91912395	0.55890083	0.8781802	0.7792028	0.71125233	0.7496022	0.75527585	0.8743793	0.9175739	0.8599316	0.8076043	0.7327492	0.9155178	0.86216354	0.8695593	0.95167166	0.7143423	0.5608778	0.69468886	0.0	0.7186253	0.8574077	0.8750439	0.80157125	0.8330715	0.930272	0.7067226	0.93617594	0.92064893	0.86907375	0.772709	0.83945733	0.85828197	0.8149768	0.8353966	0.6239009	0.863553	0.98106027	0.9611577	0.91009694	0.78997976	0.54464865	0.7935178	0.8918627	0.9340614	0.77024573	0.8169595	0.7551545	0.82688123	0.5789995	0.807218	0.90761465	0.8458952	0.8853273	0.7608656	0.8698536	0.9288306	0.8782644	0.90145683	0.8211665	0.90284085	0.88874197	0.7198964	0.878335	0.9157176	0.8561364	0.9352013	0.8673923	0.77790356	0.8953481	0.82146955	0.8584833	0.67895716	0.9306248	0.7787408	0.7613121	0.8581368	0.8685288	0.92074853	0.75830376	0.6809492	0.77666336	0.7052665	0.71185815	0.9385737	0.89225835	0.83559614	0.75384414	0.8638193	0.87939775	0.7724323	0.9005953	0.9233811	0.8564214	0.91981494	0.8994152	0.9271035	0.91345257	0.77080935	0.9378589	0.9537273	0.9057196	0.931061	0.9101826	0.84015805	0.799551	0.95600694	0.97139484	0.9266026	0.97556746	0.80125535	0.6985836	0.7982615	0.8360956	0.7511686	0.7947836	0.8526864	0.741325	0.84877026	0.7686655	0.8769841	0.84939027	0.88806087	0.9368361	0.85550594	0.8106489	0.6747892	0.9300364	0.90074205	0.92196196
moet/verb	0.46185255	0.5507516	0.8947626	0.7800105	0.63147426	0.70815086	0.72715586	0.56582385	0.7598593	0.7519836	0.93592644	0.7687948	0.89805675	0.6362276	0.52306795	0.8849226	0.7442659	0.6023652	0.76469415	0.7165476	0.7644776	0.8774743	0.8615804	0.853271	0.76402664	0.7992046	0.69339365	0.7402501	0.71928465	0.57132775	0.7715382	0.753369	0.60280806	0.6788109	0.7440615	0.7399377	0.80576754	0.7456324	0.9379759	0.8447765	0.7609784	0.81558275	0.7793088	0.57562315	0.6554658	0.8007115	0.9403626	0.73885906	0.7901034	0.6424781	0.40883017	0.6167904	0.84453785	0.74264026	0.877479	0.64079624	0.5012719	0.8035654	0.80373836	0.7477857	0.7944691	0.76886374	0.83172876	0.8223594	0.8541377	0.7671219	0.81073844	0.612504	0.79705906	0.6901258	0.8179807	0.7941591	0.6738915	0.77664787	0.6540212	0.7784266	0.8241924	0.6955794	0.72309434	0.7323432	0.862411	0.8060813	0.819766	0.9549262	0.6214044	0.4520123	0.6408776	0.7186253	0.0	0.6984801	0.7829906	0.67447644	0.7407161	0.93905723	0.5511001	0.6778394	0.8040779	0.67735386	0.53176427	0.855991	0.7918414	0.66869205	0.7318214	0.8048996	0.85457563	0.88905597	0.8812221	0.78453046	0.7282522	0.7509135	0.7459198	0.77084374	0.6285745	0.7460277	0.55769885	0.6985549	0.748732	0.7531924	0.83265126	0.64193654	0.65748537	0.795853	0.85269284	0.8208654	0.74599206	0.6835795	0.6141176	0.6268331	0.8064349	0.7626153	0.6432372	0.81360584	0.87194085	0.79403025	0.7596762	0.8257302	0.7978196	0.85634065	0.72298145	0.8347225	0.5742408	0.6967831	0.70522726	0.79903054	0.78351045	0.5696734	0.77598226	0.73173153	0.7014482	0.6679165	0.49716455	0.64694345	0.76447827	0.7371019	0.91350925	0.783355	0.8513587	0.8147388	0.6079354	0.83717734	0.9062738	0.75451064	0.817525	0.887552	0.8278657	0.7782553	0.81867445	0.76591885	0.7769071	0.7255019	0.8816448	0.81374115	0.75225174	0.6861068	0.8293911	0.94946384	0.8270899	0.84854543	0.619405	0.6623355	0.6978564	0.6836763	0.60468984	0.614881	0.762238	0.82611126	0.8002118	0.7749015	0.5506897	0.7555241	0.81006086	0.7315317	0.7772743	0.8077008	0.7132846	0.9683761	0.8614917	0.73712635
norm/noun	0.7257887	0.87110555	0.8630784	0.8821813	0.9579298	0.74814326	0.9719221	0.93207604	0.8505208	0.92178273	0.99052787	0.8342849	0.9178012	0.7958778	0.81331694	0.98076373	0.9724467	0.8058402	0.9748532	0.87858707	0.69251895	0.7205702	0.8345001	0.90044653	0.7986833	0.8391363	0.8384627	0.79632527	0.78954905	0.9291073	0.83229464	0.9129797	0.65283346	0.49633062	0.79297113	0.84006053	0.8861474	0.9247308	0.8585175	0.63409424	0.9465056	0.9167181	0.7081411	0.89153725	0.87922764	0.9072034	0.9328914	0.64312875	0.9944389	0.8692674	0.6402299	0.58337915	0.9727391	0.8795564	0.9624056	0.94395846	0.7978297	0.9433094	0.93765116	0.991284	0.8572787	0.7530261	0.807629	0.98094434	0.7072245	0.7563522	0.94344	0.8393802	0.98150754	0.8946204	0.9073273	0.9431428	0.8674443	0.9674658	0.58572483	0.84899586	0.9228347	0.70674324	0.7527852	0.9099102	0.9981164	0.93462014	0.80812764	0.96958756	0.7224067	0.79566	0.6881708	0.8574077	0.6984801	0.0	0.7317457	0.96570605	0.89247465	0.9512969	0.7838572	0.96092933	0.6229819	0.8546532	0.8848593	0.98973995	0.7626505	0.8597607	0.9442142	0.961258	0.993939	0.94634265	0.8803227	0.88213974	0.91313386	0.7635852	0.9878844	0.99698853	0.8897507	0.6964697	0.82201886	0.9599234	0.5911862	0.85642016	0.7271593	0.95160526	0.7484373	0.84345526	0.76913196	0.8448757	0.96153647	0.9332113	0.8640405	0.9431719	0.95599496	0.768829	0.79702824	0.9719676	0.9659739	0.8187698	0.8814077	0.93263143	0.95609	0.8202557	0.9860222	0.7009764	0.9395488	0.9433165	0.7239827	0.8970522	0.9051045	0.8510694	0.8227073	0.98304075	0.6904727	0.82212377	0.77835083	0.7973418	0.7629603	0.8706172	0.9696115	0.9755751	0.8275747	0.76289123	0.9761819	0.68539345	0.9697187	0.85456216	0.5632597	0.8798037	0.71414065	0.8867075	0.74831116	0.82263905	0.9478354	0.9544507	0.8890249	0.90112925	0.96827656	0.7665161	0.8610748	0.8249624	0.85961634	0.96225333	0.89845634	0.8669157	0.76613563	0.8636812	0.88647425	0.80736136	0.97787726	0.97222346	0.972439	0.69893074	0.80939114	0.8807589	0.59871244	0.9536553	0.97874486	0.78235596	0.86709046	0.9929826	0.9617395	0.837434
verbetering/noun	0.7374318	0.738129	0.5391784	0.73922646	0.8519837	0.8564916	0.85869914	0.7568197	0.9040394	0.86916006	0.94501835	0.67649657	0.834821	0.7367387	0.8532342	0.95973754	0.92670965	0.7895198	0.9141681	0.89096004	0.65686166	0.94929063	0.90808904	0.6952899	0.9399847	0.9188668	0.8314023	0.75197953	0.7121085	0.7924621	0.67947996	0.99336624	0.67822814	0.8461918	0.8652456	0.7450967	0.8664655	0.8987244	0.9616592	0.8584517	0.96419716	0.9404328	0.85593855	0.8351362	0.76640034	0.86009246	0.952186	0.17991751	0.8538743	0.81299746	0.7780873	0.55641246	0.9235917	0.8978781	0.871439	0.79287744	0.7263081	0.82830894	0.7772634	0.8873924	0.8317918	0.7735121	0.75588477	0.91294974	0.9318787	0.58416915	0.95282274	0.78128827	0.91851354	0.78507245	0.9511962	0.8721398	0.9059639	0.9366958	0.65930575	0.7336557	0.856667	0.9096509	0.8082547	0.833767	0.9830406	0.90863913	0.9172067	0.94318944	0.70663655	0.77717054	0.6931405	0.8750439	0.7829906	0.7317457	0.0	0.89644825	0.9769966	0.97010934	0.8196409	0.8636209	0.7128347	0.7525152	0.6817737	0.8638944	0.841424	0.8536364	0.87713337	0.8929516	0.8511133	0.92160594	0.95335495	0.81766695	0.92094487	0.730986	0.8952381	0.8782208	0.82644624	0.859256	0.86725825	0.9320729	0.7673777	0.9063288	0.5419485	0.9867051	0.7209295	0.814296	0.9162911	0.8576531	0.6959077	0.93030775	0.73328006	0.9227858	0.86870766	0.7744724	0.724246	0.87324476	0.8608993	0.7261056	0.8875307	0.87907445	0.8924451	0.79721606	0.9286806	0.89281964	0.9472271	0.7671949	0.91242194	0.8972057	0.763559	0.8012798	0.8834138	0.85649836	0.82095593	0.85447013	0.7961612	0.78655183	0.71779126	0.8646261	0.8759	0.9070443	0.8326603	0.7949049	0.95996934	0.95483905	0.9191442	0.8438102	0.9353308	0.7944935	0.8569575	0.824877	0.91762304	0.89493066	0.82260597	0.9483006	0.8717577	0.71017945	0.89386004	0.60193586	0.73637927	0.98909384	0.7122713	0.8726205	0.8411653	0.8395618	0.792063	0.8073946	0.80181754	0.8554985	0.78471845	0.88230574	0.9172995	0.80009586	0.8942902	0.76717675	0.9609326	0.8149065	0.9435957	0.8853865	0.78403234	0.9991079	0.88642114	0.8962894
pas/adv	0.64015913	0.8144143	0.9157197	0.7217652	0.63457084	0.76506543	0.72738373	0.8323144	0.65991664	0.5209552	0.9453597	0.69823277	0.92805374	0.7734158	0.62962365	0.89594334	0.7139255	0.822315	0.58457077	0.86851895	0.9392824	0.9681321	0.88373387	0.8701797	0.8220845	0.93234485	0.62184215	0.63715875	0.9125794	0.61654377	0.86328346	0.5281893	0.88996446	0.9559819	0.74617016	0.74571246	0.9397318	0.8545878	0.7786792	0.9611718	0.5067111	0.8918977	0.93460774	0.82500994	0.7006512	0.7128974	0.7675481	0.903677	0.83913636	0.72237784	0.7632605	0.88840145	0.82534355	0.8589921	0.8768674	0.7066418	0.61559415	0.5555536	0.9587979	0.68564284	0.843443	0.8213848	0.86920863	0.6239272	0.9365066	0.92311937	0.82848006	0.7091353	0.90286225	0.74325806	0.73595726	0.6273652	0.5719372	0.89749575	0.8969342	0.8184706	0.9189144	0.8528851	0.6344813	0.76868653	0.8287703	0.4676866	0.9452217	0.9158683	0.6925254	0.7575989	0.8808817	0.80157125	0.67447644	0.96570605	0.89644825	0.0	0.73297334	0.9050308	0.4767459	0.50273776	0.87760025	0.83154106	0.742008	0.66395354	0.9561788	0.6926003	0.6459774	0.82559747	0.65551263	0.89161545	0.8062874	0.85075897	0.58360493	0.7506661	0.4945606	0.6653024	0.69925606	0.8855193	0.45370227	0.44178683	0.96066654	0.75354236	0.96767604	0.5381485	0.6902999	0.80616915	0.93972707	0.8484435	0.7900436	0.7386858	0.80574393	0.67590195	0.85511154	0.7426535	0.7912741	0.83079994	0.88607895	0.8488294	0.86183274	0.72302663	0.8716711	0.9150693	0.5769038	0.98328507	0.5038477	0.5920124	0.7229451	0.75776863	0.9191805	0.6536449	0.7329695	0.57463294	0.79292524	0.49480045	0.86766624	0.8954798	0.90522134	0.53920174	0.84695524	0.849433	0.9720319	0.9730608	0.52527344	0.8888597	0.9532394	0.8595055	0.9657797	0.89499044	0.83291215	0.82335037	0.9507052	0.7406679	0.83537966	0.8532646	0.97766864	0.8694384	0.57405216	0.77422965	0.9466357	0.9076894	0.8737636	0.83022344	0.677596	0.6114886	0.6608579	0.9409688	0.853718	0.8470162	0.72944117	0.55605525	0.5950135	0.8718487	0.7780239	0.80136466	0.89058006	0.8880718	0.7390361	0.9589695	0.6586838	0.9441548	0.85705966	0.9217559
ploeg/noun	0.8704954	0.85596275	0.85542804	0.8627682	0.7890497	0.5856466	0.8715984	0.9271969	0.7435663	0.69583523	0.8740088	0.68264335	0.9304805	0.8431627	0.7941568	0.88685846	0.8569627	0.8745394	0.7545033	0.83971304	0.95835716	0.8089101	0.92707825	0.8968429	0.67344475	0.93809783	0.6533216	0.83463514	0.89602536	0.83254915	0.714052	0.5420444	0.8113115	0.80454636	0.5955539	0.9015019	0.9384691	0.8610817	0.6693784	0.9079339	0.56542003	0.79121834	0.9027325	0.62136793	0.6387067	0.7193011	0.7394872	0.94595194	0.95663995	0.82522726	0.82594156	0.8142117	0.92787194	0.89610064	0.96606785	0.9017171	0.7972851	0.86406094	0.92171407	0.8507782	0.86030376	0.89016426	0.6719177	0.7302238	0.85591257	0.93513566	0.50690114	0.71657825	0.90530497	0.8690866	0.6191708	0.3708703	0.74404526	0.8375671	0.8331083	0.78284246	0.9457649	0.9052424	0.7628057	0.86315966	0.71411484	0.8465157	0.79234505	0.96035707	0.7476765	0.7077403	0.9139405	0.8330715	0.7407161	0.89247465	0.9769966	0.73297334	0.0	0.81088984	0.66714287	0.9020281	0.72156286	0.9023518	0.9090637	0.77390283	0.90694875	0.9105127	0.85467947	0.82258123	0.7568054	0.97193134	0.88831604	0.92062974	0.49729067	0.66944814	0.6841979	0.8011345	0.8149616	0.89961565	0.58102816	0.6703576	0.9134772	0.7442236	0.90680635	0.6070374	0.80812144	0.80612504	0.9129256	0.86141443	0.926808	0.5613153	0.88787454	0.6779337	0.9226001	0.5882324	0.7736987	0.8631314	0.89569175	0.8055271	0.92312306	0.4955325	0.68705547	0.83523285	0.79788375	0.8289403	0.67630875	0.77450186	0.7991191	0.5110761	0.891854	0.72527957	0.84230924	0.73040795	0.7452047	0.8206805	0.9065394	0.8474787	0.9017735	0.75123	0.74867964	0.8454763	0.88130033	0.9389376	0.7044556	0.9226095	0.971372	0.74762404	0.8649715	0.9525472	0.9433649	0.8266	0.78520846	0.9033609	0.9387527	0.9087316	0.917005	0.87932163	0.688632	0.67374194	0.9436407	0.9220388	0.8163383	0.8991525	0.8568554	0.7132468	0.6605967	0.9443283	0.90250593	0.78894067	0.8716902	0.67398226	0.61241287	0.73548174	0.79964226	0.77570915	0.87861484	0.91048145	0.8837187	0.8995569	0.76610684	0.9609128	0.97706217	0.9206788
