	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
vanochtend/adv	0.76951206	0.8606256	0.7011078	0.79270303	0.8546932	0.6834341	0.44116795	0.93236136	0.8849515	0.8583817	0.9569142	0.80630475	0.9097993	0.80752736	0.81949186	0.9231342	0.3076414	0.89145344	0.89165306	0.9021087	0.93335223	0.9375973	0.94003797	0.65507066	0.74773586	0.95192444	0.67746353	0.7609786	0.7321974	0.8864264	0.6786542	0.87226224	0.9139215	0.9396924	0.88980937	0.4509483	0.9147366	0.38898212	0.92022383	0.9204874	0.9194589	0.86883056	0.94962287	0.846435	0.77716655	0.85832	0.8618027	0.81672686	0.93557036	0.7695413	0.8397603	0.87087333	0.9412216	0.27415615	0.31332743	0.88623667	0.8014048	0.69070613	0.95376146	0.88022166	0.81214774	0.783635	0.91389465	0.8680507	0.97495735	0.8857107	0.89518714	0.8469486	0.29367208	0.8915502	0.93345433	0.8869501	0.88193095	0.97433954	0.97231084	0.6159652	0.81862366	0.8188611	0.79104245	0.6250566	0.90398103	0.757035	0.92748713	0.9577746	0.8420975	0.8890086	0.8929213	0.9537273	0.7769071	0.9478354	0.82260597	0.83537966	0.9387527	0.73110366	0.7192391	0.69345355	0.95046985	0.89588267	0.8974579	0.8617916	0.937871	0.8783324	0.9237323	0.976817	0.8588866	0.2772987	0.9336916	0.9303537	0.8848402	0.845783	0.87599736	0.9303368	0.58766896	0.9164711	0.7191277	0.86479264	0.94554836	0.9283409	0.9264449	0.94893384	0.7404448	0.91587794	0.8832676	0.913208	0.4992047	0.8150436	0.7248224	0.8509015	0.34217334	0.83489907	0.882735	0.8336321	0.5187938	0.68755114	0.93727624	0.9259242	0.92703366	0.85256946	0.8628907	0.9546049	0.8998083	0.7345952	0.8768448	0.9120699	0.90870225	0.88826925	0.9213145	0.8876566	0.8737754	0.7580431	0.9180875	0.82107776	0.91654676	0.8330838	0.90556157	0.9456587	0.96082586	0.9164604	0.9099568	0.9173302	0.82958543	0.47852772	0.98667055	0.8610968	0.9110396	0.8870225	0.9502735	0.90962255	0.0	0.9157131	0.9168493	0.842605	0.89197963	0.79970586	0.52972764	0.9398641	0.7335839	0.32376713	0.80493534	0.7837795	0.84684426	0.9488746	0.90306914	0.883883	0.9250585	0.8434176	0.8907438	0.7949329	0.77393955	0.6474203	0.93400896	0.9291581	0.9472772	0.91648483	0.6967523	0.8910806	0.9502086	0.91611415
naai/verb	0.600955	0.8475348	0.90011764	0.9279851	0.914781	0.91000026	0.9787513	0.7750671	0.86653924	0.84129643	0.924477	0.92122024	0.93391114	0.9125135	0.8468616	0.945365	0.8976457	0.8764493	0.7757746	0.6969873	0.93772566	0.9860515	0.90672046	0.94763726	0.89707685	0.9611746	0.92163324	0.8758852	0.95620126	0.7758504	0.9705384	0.8864253	0.9729982	0.9216892	0.9253299	0.7613992	0.9132492	0.8773942	0.92535377	0.9351383	0.9258263	0.88561696	0.94312465	0.77853125	0.91740644	0.8506646	0.9205287	0.9269521	0.86347896	0.5972062	0.6615248	0.88029337	0.8053002	0.9321922	0.9748574	0.6948211	0.7776421	0.8379413	0.8385249	0.83695215	0.9383123	0.88405156	0.84334564	0.8714679	0.93422747	0.91578484	0.9699342	0.8747054	0.9558726	0.88628435	0.9113473	0.91695696	0.91903085	0.90057814	0.9241478	0.878759	0.95863307	0.8441225	0.86786103	0.9238658	0.921738	0.819572	0.95713735	0.92454934	0.95546925	0.82164484	0.86174965	0.9057196	0.7255019	0.9544507	0.9483006	0.8532646	0.9087316	0.9278789	0.76144	0.93728876	0.95539397	0.88889503	0.84852785	0.8411023	0.86615455	0.93904334	0.77739185	0.9249986	0.89377826	0.914174	0.9239869	0.90846646	0.91736716	0.93057835	0.8263733	0.7486473	0.9006559	0.9253207	0.78265154	0.7965741	0.93403727	0.8851375	0.96894246	0.9409802	0.8431015	0.8658743	0.8682618	0.8423069	0.9563785	0.8693683	0.8855097	0.6615956	0.956133	0.872847	0.9565067	0.89740485	0.9640793	0.9268061	0.83596474	0.91439617	0.9466386	0.9086522	0.92921704	0.89461136	0.8566169	0.9189323	0.84397644	0.9209211	0.84157443	0.9364558	0.79571205	0.88655096	0.90673876	0.88866675	0.88373214	0.9477119	0.9104622	0.9348086	0.95163536	0.9015798	0.80552125	0.8572351	0.8123881	0.89562106	0.9553964	0.94125843	0.9718695	0.9095403	0.8749311	0.9643263	0.93792176	0.8862854	0.9157131	0.0	0.94296	0.9105606	0.8000119	0.9071073	0.9428875	0.9528875	0.8561568	0.9282995	0.700845	0.9483593	0.7666179	0.9022752	0.8915093	0.8413444	0.9164188	0.8025577	0.83510685	0.926743	0.8199445	0.92779005	0.93546355	0.6012796	0.8785348	0.73430145	0.937134	0.99422044	0.94100255	0.9818114
electrisch/adj	0.77950984	0.8706762	0.92553145	0.8877498	0.8421737	0.9606036	0.98414963	0.86402553	0.8595079	0.9439336	0.6339759	0.9199475	0.78459865	0.8731156	0.8417213	0.6962686	0.96451706	0.76958025	0.9250937	0.91337997	0.42396337	0.93257105	0.8834381	0.95060915	0.9025665	0.93130547	0.94220006	0.8884282	0.7315965	0.83858395	0.9083563	0.9528608	0.64289844	0.91831756	0.9209863	0.9142111	0.6135443	0.9600917	0.9939728	0.9670214	0.95413196	0.5875376	0.9372498	0.9290942	0.89729	0.8470755	0.8648842	0.83861595	0.98006994	0.7594211	0.83853054	0.8223013	0.5237192	0.9366249	0.96214163	0.9507629	0.86616963	0.8842055	0.8802802	0.8262836	0.91085005	0.675689	0.92033577	0.90644306	0.93701434	0.92648405	0.9389169	0.88163805	0.98606575	0.841174	0.9700039	0.92574364	0.92800134	0.92923754	0.83544713	0.8407967	0.62909853	0.8673345	0.94835776	0.900164	0.92005855	0.96618056	0.9284041	0.7331117	0.89564437	0.84998894	0.75654614	0.931061	0.8816448	0.8890249	0.8717577	0.97766864	0.917005	0.9321575	0.8897136	0.9855014	0.88702214	0.92631537	0.87381107	0.91404325	0.59613526	0.9342723	0.9020691	0.9034746	0.9221172	0.95662856	0.9633003	0.85483384	0.9201844	0.90595835	0.881209	0.8581152	0.79586923	0.89799994	0.90066034	0.93133104	0.87910724	0.9205493	0.8303645	0.9723007	0.9134533	0.9532154	0.91535175	0.91413176	0.9133564	0.88034356	0.65783143	0.8876053	0.94381535	0.89982975	0.7942124	0.4832813	0.9480079	0.7691745	0.84117997	0.93070114	0.8844023	0.9456764	0.92099166	0.9461494	0.8767908	0.8615682	0.8389112	0.9683394	0.7929306	0.7312484	0.85536104	0.91721946	0.91238064	0.91421515	0.9349047	0.9495237	0.9165044	0.9311681	0.9679902	0.7935561	0.7388642	0.9051836	0.97015697	0.9574574	0.48517072	0.9569845	0.96415824	0.8960645	0.93375254	0.8457025	0.9309929	0.7983032	0.9168493	0.94296	0.0	0.6800648	0.893606	0.94672906	0.92707187	0.9821591	0.8716522	0.95439935	0.9294213	0.856486	0.9239877	0.8780456	0.8987094	0.82949007	0.8348675	0.90495324	0.9234915	0.9276993	0.8123647	0.90640795	0.9608083	0.87240666	0.8904151	0.82862806	0.9229539	0.8700554	0.96961796	0.9511083
schade/noun	0.6942255	0.6823127	0.6789931	0.91486114	0.8521927	0.7384691	0.89689845	0.79597414	0.86801493	0.7612928	0.6963178	0.7931848	0.78450876	0.74002993	0.7085211	0.80316544	0.86540025	0.61700195	0.8542954	0.8225143	0.72346145	0.7064649	0.7207476	0.79179555	0.7493443	0.83251977	0.7748814	0.8585276	0.76556754	0.7331526	0.8339212	0.8968956	0.78374726	0.840556	0.8081964	0.8154112	0.60736656	0.90708363	0.9643727	0.8331876	0.87964994	0.86756635	0.7395978	0.7197112	0.8093048	0.788311	0.85843116	0.68783784	0.87241244	0.788804	0.7096218	0.75452346	0.7464773	0.8085239	0.8235602	0.7938621	0.7478156	0.837883	0.73771566	0.65946007	0.8458712	0.80089915	0.810509	0.8375759	0.8761962	0.74916244	0.8733181	0.7623404	0.9024907	0.76843435	0.8781842	0.8017485	0.93362975	0.8539258	0.7764584	0.8272204	0.76725626	0.81401837	0.7907857	0.8771653	0.95588464	0.8722811	0.876143	0.7374047	0.7895971	0.68295145	0.63082874	0.9101826	0.81374115	0.90112925	0.71017945	0.8694384	0.87932163	0.9256071	0.8131832	0.9428757	0.75041187	0.6698061	0.7379092	0.72838366	0.6643672	0.8375707	0.9146606	0.75753987	0.8841066	0.8752276	0.9344969	0.8054124	0.80691135	0.85185194	0.7882678	0.7374624	0.78751624	0.7990296	0.82148254	0.91348785	0.8088172	0.8392534	0.85651124	0.9712541	0.7436544	0.8999616	0.9000851	0.8182065	0.8000257	0.7828559	0.7189646	0.8078209	0.9145894	0.69686186	0.71854895	0.6899357	0.8110649	0.719102	0.8907374	0.81158113	0.75049627	0.70891136	0.92802334	0.9291301	0.86753476	0.78255117	0.8695081	0.88495904	0.7445337	0.610876	0.73580027	0.83937716	0.8585095	0.8254394	0.84230965	0.82641846	0.76457834	0.8040738	0.86105174	0.6567589	0.6873374	0.7467916	0.87893176	0.86978877	0.5795826	0.82401186	0.88459074	0.69622827	0.79663336	0.7343403	0.8532554	0.7977258	0.842605	0.9105606	0.6800648	0.0	0.778886	0.74275404	0.8373958	0.74024916	0.6928705	0.8635448	0.77257824	0.8560333	0.7851595	0.741891	0.6454861	0.6510523	0.66865766	0.7732805	0.9204734	0.75477046	0.792557	0.8297092	0.9097748	0.87805974	0.7432971	0.8717026	0.81137544	0.96121544	0.8423315	0.8934684
kwetsuur/noun	0.8054997	0.8577731	0.9024303	0.83850837	0.7423485	0.8405128	0.8608376	0.73138094	0.7460009	0.71996486	0.91801417	0.7188647	0.91681194	0.927346	0.618832	0.95176667	0.7180227	0.9015525	0.24832278	0.90075386	0.9619492	0.9351224	0.66913426	0.91143584	0.8397343	0.93719935	0.59905756	0.84334344	0.9615996	0.68109107	0.9277083	0.5689163	0.9018583	0.92807204	0.81726193	0.8449061	0.90049523	0.8908831	0.96926516	0.93439555	0.46082807	0.8286238	0.95904356	0.88165355	0.705763	0.8243782	0.74951285	0.9302948	0.75919616	0.8219994	0.7639742	0.8762573	0.78908026	0.92503947	0.9568367	0.596804	0.8808487	0.75886613	0.9575263	0.4565847	0.86381495	0.90043646	0.8520344	0.5290654	0.9620899	0.94733495	0.811805	0.75575954	0.94067556	0.8053936	0.66674316	0.6306088	0.7387067	0.9067376	0.91379285	0.8178931	0.94359004	0.92858285	0.83389187	0.8091063	0.77009547	0.7656312	0.89627147	0.94666386	0.5480157	0.8247119	0.8908904	0.84015805	0.75225174	0.96827656	0.89386004	0.57405216	0.688632	0.86958647	0.7416167	0.7768796	0.8970713	0.868803	0.814581	0.6165722	0.91890275	0.87895435	0.78729844	0.8941661	0.74192286	0.9474964	0.8911957	0.9467338	0.5070646	0.78090125	0.35983825	0.4647417	0.5992142	0.9454168	0.6573627	0.5733126	0.9718416	0.8205372	0.92016184	0.5406958	0.80431724	0.77199316	0.92697394	0.76721025	0.8763001	0.71999526	0.8138828	0.6963484	0.92737055	0.78795207	0.86037636	0.95263577	0.9397024	0.74512935	0.9539138	0.66147494	0.7941435	0.912433	0.44144648	0.9687195	0.56174725	0.5379976	0.8319266	0.7417642	0.8569394	0.7256401	0.49058133	0.33434647	0.86810386	0.6564379	0.92570364	0.9388099	0.92745596	0.7087289	0.78551704	0.79809606	0.9132079	0.9484749	0.621995	0.92122614	0.9537268	0.918119	0.9622603	0.8136271	0.93009925	0.70041317	0.90475553	0.75907266	0.89197963	0.8000119	0.893606	0.778886	0.0	0.8484689	0.9748625	0.9600097	0.6900972	0.9307428	0.63097227	0.7369672	0.81151503	0.961956	0.8726563	0.7901784	0.69085705	0.4475295	0.7357166	0.8917918	0.80732787	0.83371735	0.88975966	0.7406335	0.5612869	0.88657576	0.7391864	0.882978	0.77456427	0.9701603
redelijk/adj	0.77860177	0.6325872	0.55731726	0.88345265	0.7389152	0.5686904	0.8023535	0.7732109	0.8185154	0.7923568	0.9807036	0.67478734	0.8867007	0.61505175	0.84450823	0.9189954	0.80377555	0.7739895	0.93559605	0.75383675	0.8177202	0.8386846	0.8321345	0.79076993	0.8329977	0.80443496	0.61389965	0.7776362	0.8353863	0.7815305	0.6488918	0.8154552	0.804613	0.66949725	0.5937402	0.812733	0.90210646	0.8188188	0.8707837	0.82729864	0.839216	0.89597154	0.80942583	0.72528076	0.6976992	0.77401185	0.85774183	0.5215854	0.902988	0.8403336	0.718079	0.53560376	0.9033552	0.7640251	0.7645598	0.833674	0.69267726	0.87380254	0.7868106	0.9033096	0.712198	0.8100915	0.5548241	0.899344	0.76375693	0.7276621	0.82286155	0.6780753	0.8260524	0.7156563	0.7946293	0.7046565	0.7638392	0.9047588	0.68287957	0.7114526	0.9335385	0.754634	0.64815485	0.76358503	0.9504372	0.9094092	0.6762161	0.9394714	0.6827209	0.6688028	0.77494216	0.799551	0.6861068	0.7665161	0.60193586	0.77422965	0.67374194	0.8293786	0.65226644	0.8046836	0.71128225	0.77940303	0.72814286	0.92532474	0.85182625	0.77113324	0.8965945	0.90277725	0.9259393	0.82644784	0.94092906	0.92833775	0.74374044	0.6728469	0.8891154	0.86289537	0.8361051	0.77140474	0.7079773	0.87189865	0.721763	0.8485243	0.7008948	0.89175814	0.6850829	0.84926176	0.84881663	0.8928354	0.68019265	0.7683657	0.7993744	0.8064092	0.8339341	0.57951236	0.6956578	0.88319266	0.80225873	0.7718132	0.8467664	0.7570372	0.9271956	0.7724277	0.94220066	0.8220237	0.8136531	0.82117736	0.71925473	0.8357042	0.83137274	0.705925	0.8991479	0.9004676	0.75236857	0.73597026	0.7890435	0.7562165	0.7069491	0.8354167	0.80206096	0.817123	0.8741429	0.77114755	0.84455407	0.9170057	0.93437713	0.7086344	0.8583714	0.80513084	0.8253629	0.72824955	0.82965624	0.9089853	0.79970586	0.9071073	0.94672906	0.74275404	0.8484689	0.0	0.7345199	0.91106814	0.63126075	0.84101075	0.8377861	0.67055035	0.68595636	0.8138484	0.74558794	0.8685121	0.76607454	0.8992657	0.87995714	0.7789077	0.85993767	0.6836939	0.8697651	0.8700882	0.8796902	0.9064581	0.6293213	0.9347353	0.92213595	0.8049959
Amerikaans/adj	0.91016865	0.87440586	0.5271958	0.9415992	0.8212372	0.65834355	0.6088469	0.9157277	0.94112384	0.9517607	0.97581744	0.7440666	0.9658176	0.8177922	0.88954854	0.8531256	0.52050185	0.92434216	0.97154516	0.9803514	0.89822966	0.9015486	0.9437338	0.5902436	0.7108055	0.8394071	0.73775077	0.8102096	0.73735976	0.85412025	0.5179572	0.90354764	0.8599419	0.6607685	0.9318669	0.7142462	0.9442039	0.6490036	0.94105023	0.6615867	0.98232085	0.87045205	0.76708484	0.85533917	0.9022505	0.92816174	0.9306518	0.7308146	0.8963724	0.8921764	0.7131361	0.70609653	0.9968234	0.5735175	0.52037585	0.872599	0.81196666	0.90390414	0.928221	0.96339315	0.9493671	0.73190033	0.77190846	0.9679185	0.8201482	0.63896346	0.9412082	0.8401931	0.5444261	0.95915884	0.9653849	0.98671174	0.8896246	0.9358274	0.8072066	0.6157687	0.8204383	0.6605396	0.8900087	0.59185004	0.8874159	0.92293847	0.86688113	0.9468245	0.9020433	0.9200471	0.87140924	0.95600694	0.8293911	0.8610748	0.73637927	0.9466357	0.9436407	0.76149976	0.78264594	0.6985065	0.887622	0.8684271	0.8820921	0.9332471	0.90004253	0.90295553	0.9282745	0.97211313	0.9406797	0.46361476	0.9572213	0.957181	0.97746396	0.8447423	0.94488454	0.9775183	0.72715783	0.742151	0.750647	0.9099864	0.6318501	0.94068635	0.9820966	0.9485684	0.750996	0.9270141	0.7929739	0.9212641	0.5913055	0.9481199	0.8438513	0.8053791	0.49107498	0.87383807	0.8241835	0.9336924	0.5658446	0.68521905	0.9005614	0.9885281	0.971989	0.7507118	0.9527606	0.7299517	0.969208	0.8056821	0.8951502	0.970656	0.82068104	0.8769382	0.8959363	0.96669865	0.89939994	0.8940738	0.8500378	0.91404206	0.8217314	0.8630272	0.9719183	0.9233977	0.9035359	0.6881734	0.95017713	0.91965497	0.9383437	0.5278394	0.6675525	0.7330358	0.7964708	0.86333215	0.7867263	0.8469939	0.52972764	0.9428875	0.92707187	0.8373958	0.9748625	0.7345199	0.0	0.92303616	0.8058765	0.70311487	0.8031695	0.73543155	0.89035285	0.93729067	0.8115768	0.915279	0.9305238	0.9466897	0.9632598	0.5339632	0.8826567	0.69874024	0.8371315	0.9266013	0.97973603	0.86772573	0.78140306	0.9808976	0.90434986	0.901039
eer/noun	0.91644865	0.9150828	0.8161732	0.9218651	0.9621384	0.71527827	0.9726926	0.9774272	0.95011985	0.8400035	0.9474824	0.9264029	0.9604636	0.9468706	0.9707893	0.9851634	0.93624073	0.9702803	0.9728247	0.94516194	0.97273713	0.4736187	0.7759929	0.8029207	0.6719685	0.87022865	0.8466829	0.8872797	0.9742228	0.9024432	0.9583715	0.9397698	0.9609942	0.90460074	0.85398275	0.8102531	0.9791906	0.9357894	0.8502764	0.8720581	0.8933609	0.92267376	0.6319004	0.7771589	0.8705487	0.808069	0.86894536	0.9086732	0.9942333	0.95211196	0.8431004	0.8863604	0.9855242	0.8859403	0.94632536	0.9678681	0.935898	0.92372966	0.9646166	0.9695333	0.97012955	0.9231026	0.79438794	0.96945745	0.87956303	0.75625986	0.8192446	0.8990923	0.9855633	0.9500116	0.88903433	0.87803715	0.9138336	0.97001743	0.83624583	0.92765427	0.9882083	0.89561754	0.9123758	0.96340793	0.93091804	0.85199785	0.940015	0.98945016	0.884279	0.85716736	0.91074455	0.97139484	0.94946384	0.8249624	0.98909384	0.9076894	0.9220388	0.95229864	0.6999014	0.9383147	0.83487123	0.9166031	0.9711751	0.9446692	0.85908353	0.97215503	0.9404403	0.9322252	0.9684791	0.93755233	0.6715359	0.9424428	0.8493535	0.94940317	0.9606724	0.9716196	0.95211816	0.7437594	0.7466508	0.8377035	0.7428022	0.9439979	0.9772033	0.9379245	0.8570469	0.9945257	0.9002162	0.9468672	0.9366017	0.8534909	0.9796188	0.8399388	0.97094405	0.8589877	0.9065814	0.9494414	0.94781154	0.9422525	0.9686916	0.89072865	0.90544677	0.6976788	0.9875085	0.81755126	0.8501142	0.9449726	0.9189008	0.8161691	0.9881614	0.9478928	0.9386873	0.9663601	0.9325053	0.91517216	0.9262794	0.9280985	0.81431836	0.7981178	0.8356453	0.97368693	0.9621685	0.93442345	0.96266496	0.6267718	0.99246866	0.89510024	0.8351895	0.9221045	0.7291219	0.8836244	0.8606366	0.64359677	0.9398641	0.9528875	0.9821591	0.74024916	0.9600097	0.91106814	0.92303616	0.0	0.79200685	0.9481316	0.93548316	0.94341826	0.785029	0.98363996	0.9392573	0.9678947	0.9795225	0.9667567	0.9656825	0.66859543	0.82932544	0.8671044	0.77113813	0.99027723	0.98756516	0.9249793	0.88808364	0.86417407	0.98199064	0.87788516
spectaculair/adj	0.8331537	0.7574934	0.7150451	0.9204903	0.904392	0.5953559	0.6951912	0.84120506	0.86156845	0.80269766	0.9031425	0.68205154	0.8641941	0.6705483	0.7356347	0.93400097	0.7090931	0.8050487	0.7928006	0.93663466	0.78025335	0.8212422	0.869334	0.7191751	0.8640655	0.9671964	0.6291491	0.7334459	0.81226206	0.8105472	0.7758572	0.84341586	0.85216707	0.8937363	0.8396668	0.8401688	0.8692038	0.8415266	0.95005363	0.93413943	0.8265214	0.8433498	0.8381102	0.7763902	0.7982267	0.85967183	0.82319206	0.69605064	0.93075556	0.8211481	0.8058253	0.7714959	0.80681616	0.7550575	0.77226937	0.86016864	0.8321705	0.8001191	0.9298158	0.80925715	0.8012963	0.75340164	0.7566708	0.94460857	0.9587828	0.8759935	0.90402573	0.66362834	0.73639274	0.7991937	0.94662994	0.807037	0.8507495	0.9660452	0.7181467	0.6363077	0.9177994	0.8163315	0.8405739	0.84317315	0.9484684	0.79673547	0.9362646	0.9372907	0.7192971	0.801969	0.8242761	0.9266026	0.8270899	0.85961634	0.7122713	0.8737636	0.8163383	0.84996325	0.77248573	0.7984901	0.75137824	0.73104054	0.7193488	0.8448906	0.8302478	0.9108975	0.9580284	0.939277	0.9704647	0.80679965	0.9026517	0.9042137	0.81353545	0.7583711	0.7975981	0.837072	0.7931255	0.91117585	0.79192317	0.87592775	0.8466779	0.9369264	0.6055027	0.9183279	0.7209985	0.8988317	0.9507333	0.9300449	0.6895294	0.691183	0.67361087	0.7760442	0.7220709	0.8354356	0.664274	0.7882507	0.73065495	0.8489197	0.85791564	0.730654	0.9191837	0.9040203	0.9550899	0.9630611	0.8763376	0.7191782	0.8113524	0.935191	0.752631	0.78018534	0.84823185	0.89844215	0.9322572	0.79962564	0.8993307	0.7024337	0.8004885	0.88648933	0.81623286	0.9546803	0.8896619	0.9057093	0.8930271	0.94094366	0.86821145	0.681265	0.9398518	0.9510158	0.8265503	0.7938094	0.9221617	0.7738749	0.7335839	0.8561568	0.8716522	0.6928705	0.6900972	0.63126075	0.8058765	0.79200685	0.0	0.7885616	0.78144854	0.78780454	0.73485565	0.92614776	0.8154255	0.80499256	0.87427354	0.8496021	0.87729764	0.8138419	0.75675184	0.7010378	0.92182684	0.8427446	0.83440566	0.82873046	0.68022174	0.9859195	0.9587453	0.9284127
effect_beurs/noun	0.8421351	0.91354287	0.832106	0.8686296	0.88933235	0.74753904	0.60303557	0.98070514	0.920484	0.81407046	0.9702682	0.7901059	0.9255809	0.8622529	0.8753331	0.8862339	0.568114	0.9245633	0.91708064	0.90533525	0.9449326	0.9176672	0.9646575	0.6289043	0.7993444	0.96107036	0.79463124	0.7283362	0.8206501	0.9069239	0.7268455	0.9312275	0.93645954	0.8896162	0.8850546	0.5524944	0.9222958	0.4357952	0.8727585	0.84204304	0.9426203	0.92476803	0.95341116	0.91737276	0.8389324	0.9312197	0.7990012	0.8804917	0.9741281	0.8476824	0.8616665	0.92459065	0.9616701	0.29692644	0.43357927	0.88805175	0.85182995	0.7033452	0.962242	0.9285979	0.7946975	0.794422	0.90330833	0.86950094	0.98046607	0.90829396	0.89782876	0.9152147	0.344747	0.91038465	0.92814374	0.8890482	0.89047843	0.97408396	0.96506804	0.7746084	0.91610956	0.8645866	0.83149564	0.7462816	0.88038516	0.8704127	0.9053501	0.965799	0.9151138	0.9188565	0.91006094	0.97556746	0.84854543	0.96225333	0.8726205	0.83022344	0.8991525	0.79288954	0.77513623	0.8272185	0.94900227	0.87135786	0.9639071	0.8280183	0.9712398	0.89692265	0.9100109	0.9720984	0.8491107	0.41878676	0.9405769	0.97113985	0.89969724	0.8776179	0.8817501	0.93605137	0.68702626	0.9094211	0.74287	0.9193752	0.92695373	0.92928725	0.9330833	0.95382	0.9055166	0.951416	0.87523746	0.919408	0.46675414	0.86590856	0.783583	0.8541588	0.27540475	0.8657399	0.92085576	0.9149569	0.26108044	0.8329884	0.9362269	0.9299462	0.93014383	0.83317375	0.8814519	0.9311052	0.92088383	0.79939854	0.92249334	0.90214306	0.94751817	0.92591333	0.95802504	0.9066217	0.92013687	0.83575654	0.91398865	0.8793819	0.96342117	0.8621985	0.8795615	0.9669041	0.9619835	0.8903204	0.93797046	0.9311667	0.9532324	0.57587737	0.96469045	0.8522581	0.95777154	0.8900712	0.9203059	0.9423787	0.32376713	0.9282995	0.95439935	0.8635448	0.9307428	0.84101075	0.70311487	0.9481316	0.7885616	0.0	0.82138854	0.8930799	0.8866831	0.9665833	0.9040899	0.91487205	0.93629396	0.8386093	0.8988553	0.901517	0.8217089	0.7134173	0.92589515	0.96513426	0.97717047	0.9154511	0.7583889	0.86605555	0.9576807	0.9259117
