	eind/adv	immers/adv	William/name	Maurice/name	elektricien/noun	morgen/adv	aantal/noun	als/prep	na/prep	daarom/pp	daar/adv	eerder/noun	stelling/noun	werkwijze/noun	Guus/name	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Wereldbank/name	sociaal-democraat/noun	zaterdag_avond/noun	Zoutleeuw/name	Eddy/name	Bush/name	inwoner/noun	namelijk/adv	Anderen/name	mening/noun	totnogtoe/adv	ook/adv	Ier/noun	maand_blad/noun	tegelijk/adj	atleet/noun	Erik/name	al/adv	Marc/name	passend/adj	volwassene/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	Patrick/name	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	Koninklijke/name	zij/pron	weekend/noun	waarde/noun	Ann/name	goed/adj	ING/name	Dr./name	hierbij/pp	Veurne/name	wetenschapper/noun	KNVB/name	afdeling/noun	ondernemer/noun	voortaan/adv	kwel/noun	Kaplan/name	Orde/name	Lint/name	devies/noun	morgenavond/adv	vrijwilliger/noun	Raf/name	Deinze/name	Wesley/name	strategie/noun	Karel/name	gemeente_bestuur/noun	vasten/noun	premier/noun	discretie/noun	in/prep	ze/pron	credo/noun	Ajax/name	nadat/comp	tijdens/prep	sport_raad/noun	Academie/name	Gilde/name	ploeg/noun	bovendien/adv	u/noun	filosofie/noun	vandaag/adv	inzicht/noun	sport_vereniging/noun	omdat/comp	jaar/noun	student/noun	het/det	visie/noun	behalve/comp	numerus/noun	reder/noun	rij/noun	opvatting/noun	brandweerman/noun	laureaat/noun	haar/pron	gisteravond/adv	Belg/noun	VK/name	drie/num	wielrenner/noun	Uefa/name	zich/pron	misvatting/noun	daarin/pp	voorzitster/noun	Alfonso/name	vader/noun	Berlusconi/name	door/prep	Verhaegen/name	zienswijze/noun	Genève/name	Centrale/name	vrijwilliger_werk/noun	Jack/name	lid/noun	provincie/noun	held/noun	rit_winnaar/noun	winnaar/noun	zaterdag/noun	Stive/name	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	principe/noun	ideaal/noun	supporter/noun	Rillaar/name	achteraf/pp	kommer/noun	J.J./name	voor/prep	zondag/noun	Spanjaard/noun	hij/pron	muze/noun	René/name	keer/noun	evenwel/adv	lang/adj	ANC/name	Oscar/name	persoon/noun	renner/noun	aanvankelijk/adj	beeldhouwer/noun	week/noun	sport_laureaat/noun	standpunt/noun	omroep/noun	PSV/name	WTC/name	officieel/adj	lijst/noun	medewerker/noun	maatschappij/noun	Zottegem/name	daarbij/pp	aanvoerder/noun	Van/name	mezelf/pron	sportman/noun	traditie/noun	wij/pron	overtuiging/noun	decor/noun	Lierse/name	speler/noun	judoka/noun
het/det	0.8448976	0.7673645	0.92366993	0.922008	0.8861797	0.8308965	0.8351952	0.8457464	0.85108095	0.81454384	0.8291216	0.82925665	0.8276584	0.7895311	0.88083774	0.8871864	0.78546315	0.88836354	0.892064	0.83222485	0.8408969	0.86292624	0.85486436	0.9505324	0.868582	0.8717119	0.7636291	0.80175555	0.88501203	0.79205275	0.84116447	0.8858109	0.83443195	0.8028474	0.86857224	0.9462263	0.8873905	0.959724	0.792971	0.89912045	0.8579669	0.8001374	0.9150394	0.9492286	0.78990746	0.7494994	0.833713	0.8934314	0.8746008	0.84111106	0.8577156	0.8385843	0.9376939	0.81450814	0.86454415	0.8958683	0.81701845	0.84642214	0.81619895	0.8459201	0.7939369	0.8295486	0.7681681	0.86909074	0.88388604	0.88897604	0.88336307	0.8499326	0.84553146	0.8536683	0.93672246	0.86986196	0.94697267	0.82277983	0.9193662	0.80322134	0.8805733	0.8858735	0.8586312	0.71058106	0.8588666	0.85078865	0.8972481	0.81317157	0.8203696	0.8418127	0.861779	0.8536129	0.8624404	0.7836082	0.92422295	0.82907796	0.8057255	0.8375985	0.8355522	0.80900395	0.8990179	0.87011844	0.0	0.8179116	0.8126239	0.9080776	0.84973264	0.8881904	0.84285486	0.8432438	0.86326563	0.87473285	0.81329113	0.90678173	0.9468951	0.87009394	0.8854248	0.8650378	0.869025	0.86034346	0.8196956	0.81981117	0.8986196	0.929666	0.8318316	0.7644129	0.91514856	0.8268545	0.822517	0.8549859	0.8311286	0.92473096	0.8247991	0.7683021	0.8877831	0.9215847	0.9026782	0.9160785	0.9484325	0.83926266	0.872028	0.8118223	0.8181144	0.84225976	0.8610046	0.87143886	0.91482323	0.88103694	0.8919232	0.8889897	0.77083886	0.9162403	0.89887786	0.8691183	0.8761141	0.9256931	0.9098123	0.76969093	0.8780979	0.8537522	0.9459676	0.8794348	0.88848394	0.80754423	0.86677706	0.8635009	0.919024	0.82585514	0.828003	0.89989036	0.84081835	0.77079153	0.8449594	0.8451595	0.8193332	0.9019391	0.84586746	0.8923851	0.967847	0.9197705	0.86795026	0.84057325	0.85248935	0.8690376	0.77984536	0.90156627	0.88152105	0.86209494
visie/noun	0.93470967	0.75604427	0.8839582	0.9229117	0.92626494	0.9223191	0.8595611	0.77157396	0.95015	0.76263	0.92920744	0.8655268	0.6332303	0.6112039	0.8637013	0.94901335	0.85326844	0.86170936	0.8886513	0.8413451	0.77920544	0.94038516	0.92208064	0.92382586	0.80574185	0.91835755	0.7663375	0.81584793	0.5379679	0.81036156	0.7885555	0.9097779	0.8339318	0.73446256	0.89538217	0.9214053	0.9323571	0.92023885	0.7619494	0.88878775	0.84438866	0.8521855	0.9499234	0.91505367	0.87190616	0.8757255	0.88140094	0.8440671	0.9472699	0.7764814	0.94972456	0.7055378	0.919618	0.847966	0.89181966	0.9057182	0.7799636	0.9418239	0.767082	0.87226677	0.88079244	0.79364693	0.84700733	0.89619684	0.82183886	0.9287425	0.9310458	0.80821776	0.91426563	0.8834322	0.9273023	0.9521507	0.96313834	0.57897174	0.8923087	0.8480117	0.851561	0.83601147	0.81089395	0.8830329	0.85334903	0.7141845	0.91072017	0.9203654	0.92858803	0.854446	0.89482087	0.9062449	0.8683902	0.74780047	0.941284	0.57321715	0.89246684	0.50819796	0.83234715	0.8191024	0.96593326	0.84837735	0.8179116	0.0	0.7753431	0.9155693	0.8902309	0.9624502	0.38132983	0.92442286	0.8866156	0.8568035	0.87691593	0.92812335	0.9710049	0.9369767	0.925946	0.88900554	0.8153122	0.75954664	0.7433398	0.8692651	0.92052794	0.8986727	0.8039227	0.81235164	0.91424865	0.6132642	0.89038837	0.9025898	0.8069219	0.9161928	0.8786457	0.8827605	0.8282275	0.9441264	0.9348224	0.97315097	0.95955807	0.80004156	0.86140656	0.73054063	0.6120869	0.700856	0.5743712	0.9133478	0.93358827	0.8603266	0.8934762	0.9160505	0.82405126	0.97165984	0.9282154	0.83218646	0.8341185	0.8965991	0.9556822	0.762238	0.9291288	0.82963574	0.93071204	0.87079763	0.92285323	0.8266188	0.8465911	0.929073	0.9492309	0.4849401	0.8112738	0.9255853	0.9223869	0.8834505	0.8513253	0.88781416	0.70481026	0.95216936	0.7987831	0.9127673	0.9404862	0.8562994	0.8534321	0.65796125	0.776825	0.5620717	0.7837233	0.9353523	0.8646196	0.88649887
behalve/comp	0.9319684	0.74937785	0.8137409	0.8626348	0.87100387	0.7903788	0.78599536	0.7053664	0.886966	0.833659	0.7809026	0.7849188	0.8345746	0.78312624	0.79086536	0.8474649	0.8007158	0.7796397	0.90067005	0.8593914	0.83647674	0.8444813	0.8869773	0.90558785	0.87337196	0.84659135	0.70581746	0.7854886	0.823474	0.7677705	0.67848706	0.82575893	0.8117345	0.69408196	0.83562887	0.85922194	0.88056624	0.9095495	0.7754458	0.82118213	0.7480981	0.90208596	0.881934	0.9133598	0.8390758	0.8229327	0.7557958	0.8838338	0.85570383	0.8029104	0.86974883	0.8181931	0.89379925	0.8362039	0.84930307	0.82579696	0.8016616	0.9025663	0.7975962	0.852888	0.8229983	0.79976135	0.73944175	0.82708013	0.83851635	0.90109026	0.892809	0.80122316	0.7972799	0.8376472	0.8994699	0.9208892	0.9219502	0.824383	0.8687713	0.8910673	0.85492396	0.86225605	0.85415477	0.7643052	0.80231214	0.807006	0.8648174	0.8240144	0.83085126	0.8748399	0.8534875	0.86403614	0.8837283	0.718446	0.8884851	0.7618749	0.8098062	0.7792294	0.8185998	0.7749568	0.9199154	0.8021585	0.8126239	0.7753431	0.0	0.9384749	0.8438405	0.9130872	0.7556565	0.8492761	0.83080924	0.8162497	0.7904211	0.84198475	0.95931464	0.8309126	0.8271483	0.86793494	0.83176315	0.79424274	0.7754583	0.89081275	0.8539069	0.8483463	0.8277468	0.7717958	0.8992763	0.8286875	0.8283488	0.92048943	0.8193128	0.8294695	0.8479097	0.84397197	0.79254127	0.9109385	0.84247196	0.8500993	0.9446596	0.8163411	0.8922789	0.76816934	0.7848573	0.81790286	0.798791	0.87057924	0.920442	0.8414732	0.8352807	0.84117895	0.7677231	0.8716544	0.8599849	0.82920337	0.7714733	0.8443188	0.90435237	0.8278164	0.90497196	0.8632705	0.86136305	0.8432444	0.865383	0.80687857	0.7857787	0.87581074	0.93013954	0.8261273	0.82980675	0.8781311	0.84228384	0.798836	0.7943906	0.8178117	0.82179356	0.92167723	0.8204095	0.87711024	0.93296325	0.8770193	0.80540025	0.8103179	0.842788	0.8218709	0.7261658	0.9309274	0.85891086	0.8557518
numerus/noun	0.9105568	0.85859805	0.97039294	0.97779346	0.9296628	0.9296752	0.8260412	0.939845	0.94437045	0.82742214	0.9447551	0.9170823	0.9203818	0.87810844	0.9596605	0.9637267	0.924367	0.95411026	0.9418495	0.91327536	0.9178884	0.97287184	0.9448786	0.98311365	0.9403959	0.8936622	0.8536829	0.884105	0.9333075	0.87855124	0.89903593	0.97974837	0.9387479	0.8939209	0.9108378	0.9866242	0.8998865	0.97679985	0.89819026	0.90872955	0.8858396	0.8671142	0.97047985	0.983628	0.8614806	0.91901773	0.8697772	0.8956714	0.94132304	0.8711643	0.96736455	0.9145662	0.9686138	0.93132305	0.91416097	0.9440734	0.884419	0.96492606	0.86641926	0.8596395	0.9012182	0.87984097	0.82600075	0.95203835	0.9208429	0.92781043	0.9664211	0.9169816	0.96059954	0.88510764	0.97892785	0.98134905	0.9791609	0.8901499	0.9749113	0.8594018	0.93125534	0.94287235	0.9311085	0.9437841	0.9087576	0.92350024	0.94563264	0.91604954	0.9531734	0.9303104	0.921669	0.9474149	0.9620663	0.8572345	0.96880925	0.87502795	0.91914785	0.8960475	0.8983525	0.8617724	0.9015796	0.7924489	0.9080776	0.9155693	0.9384749	0.0	0.91166437	0.9694203	0.894025	0.89677316	0.93815917	0.91814566	0.94533837	0.9517963	0.98549724	0.94461083	0.94692695	0.89265746	0.88284016	0.92000186	0.91108906	0.94219476	0.9639232	0.9629583	0.9141454	0.9141228	0.9642632	0.918383	0.9383086	0.9382198	0.89037734	0.9615836	0.90919244	0.8913565	0.94558674	0.96621144	0.96529955	0.9799764	0.96435595	0.8959999	0.9005105	0.90488714	0.8993949	0.8520833	0.9467686	0.9506978	0.96627396	0.9338551	0.9656517	0.9784439	0.87752414	0.97765714	0.9643792	0.91298354	0.9549336	0.9795029	0.9450705	0.87907314	0.93283254	0.9229928	0.972419	0.900103	0.9233357	0.8883876	0.9555951	0.9205458	0.97040427	0.9056241	0.894112	0.9616871	0.952598	0.8771966	0.8969606	0.9085789	0.89635175	0.9726355	0.90744764	0.96732825	0.9770747	0.93554556	0.94710976	0.920279	0.8966717	0.91921556	0.9624604	0.9737871	0.93288326	0.935001
reder/noun	0.87180907	0.76143634	0.8627866	0.863029	0.8596268	0.9010262	0.8203318	0.8720733	0.8886769	0.79962707	0.85199356	0.8475616	0.88520706	0.8283379	0.8522102	0.91543657	0.8172889	0.8684523	0.83833236	0.8232677	0.80750906	0.89326036	0.8662524	0.86908615	0.86503494	0.8451493	0.7725021	0.7974245	0.9076931	0.7865059	0.8180037	0.852431	0.8332552	0.8325863	0.8088738	0.89529276	0.8613649	0.88794374	0.8675918	0.8770691	0.80694896	0.77689666	0.87508875	0.88865596	0.8599299	0.80446154	0.82455033	0.88400733	0.88827515	0.75198764	0.8940469	0.8608665	0.8729772	0.8799929	0.7938765	0.8730462	0.8545345	0.8861658	0.7767714	0.8041204	0.8200043	0.6782912	0.76837516	0.9014446	0.8583755	0.87820476	0.88029134	0.83632725	0.8750816	0.8202454	0.8765618	0.8944411	0.921541	0.8640901	0.87730485	0.76649773	0.88823956	0.83542573	0.82147706	0.86490303	0.7827085	0.84751105	0.8896345	0.8202679	0.9126695	0.850991	0.87997836	0.85371387	0.85056216	0.73832476	0.9261822	0.8787681	0.86644804	0.8718941	0.8176507	0.7705706	0.8758089	0.80609536	0.84973264	0.8902309	0.8438405	0.91166437	0.0	0.9299522	0.8723437	0.8427645	0.8711957	0.84399	0.85417193	0.8419288	0.92942667	0.86860514	0.83259106	0.8310328	0.87310356	0.8618463	0.87530845	0.87951255	0.8845376	0.8216374	0.83088356	0.79720026	0.86794305	0.8590296	0.8457656	0.8729758	0.81957376	0.8731315	0.88166845	0.78304875	0.85850394	0.9166727	0.8935889	0.9356078	0.92851937	0.8029436	0.85346186	0.8358072	0.8682644	0.85948324	0.88434833	0.8308718	0.9078932	0.8605257	0.9153827	0.89553714	0.8063295	0.93677276	0.9012195	0.8052239	0.8511661	0.85295296	0.9145073	0.8120823	0.89666396	0.8528726	0.90132654	0.8459904	0.8384949	0.8356979	0.810169	0.89199114	0.91767156	0.8808857	0.8016019	0.8898081	0.8749566	0.85005724	0.9033908	0.8279768	0.7194767	0.89652294	0.8539195	0.875177	0.901687	0.8658876	0.82230276	0.8485637	0.81108016	0.90458226	0.8859302	0.9073014	0.82618463	0.83742553
rij/noun	0.928704	0.85008585	0.95717645	0.9208952	0.92257994	0.8061869	0.8799238	0.87957066	0.7190615	0.95548236	0.8757183	0.906968	0.8795171	0.9640585	0.9233654	0.9188074	0.8663357	0.9042084	0.95854783	0.97445214	0.89235026	0.716819	0.9161458	0.921024	0.9572194	0.9113719	0.92167974	0.8957086	0.96818066	0.8402875	0.9428839	0.8590925	0.94977707	0.88286674	0.8310722	0.8990338	0.7890104	0.92264134	0.92045504	0.9112543	0.9048034	0.9303084	0.6934049	0.9242585	0.88818806	0.90480846	0.9099202	0.9618237	0.9149829	0.93289644	0.72855604	0.94687957	0.8814182	0.9206089	0.9178785	0.9507542	0.933688	0.91016555	0.9622207	0.9461658	0.8635297	0.9442177	0.9013443	0.8922105	0.9562762	0.9636331	0.8469187	0.9358941	0.78982	0.9155474	0.8953321	0.7832074	0.86840093	0.95624894	0.9588193	0.9443649	0.9468727	0.974819	0.95117486	0.82778376	0.88406485	0.9383863	0.8036871	0.8196452	0.8765739	0.9033841	0.9410864	0.936439	0.66584826	0.9158447	0.90748876	0.96590024	0.8861764	0.9711742	0.90557086	0.93904847	0.81690776	0.93517363	0.8881904	0.9624502	0.9130872	0.9694203	0.9299522	0.0	0.9663228	0.8679916	0.7888191	0.89829975	0.81227934	0.7646104	0.8285151	0.70443463	0.8899325	0.8406171	0.91814655	0.946433	0.87087584	0.9397294	0.9078279	0.9582775	0.92301106	0.887013	0.8818492	0.9598039	0.91999704	0.98011947	0.94200134	0.9484988	0.92941123	0.9453747	0.9048155	0.828223	0.74280703	0.81001854	0.9366316	0.9201615	0.9854513	0.95366573	0.92386276	0.948649	0.9558343	0.83853304	0.8538436	0.9311221	0.9202883	0.95140654	0.817839	0.7651711	0.7736809	0.8816675	0.92549723	0.93877053	0.601198	0.88271934	0.83194304	0.93355095	0.9100403	0.9123335	0.7801027	0.9026623	0.9362329	0.81756294	0.90056586	0.96345323	0.97102594	0.77365845	0.88114834	0.9325173	0.81805825	0.9299348	0.9522099	0.81268424	0.9191507	0.8570553	0.94813913	0.95440376	0.8623399	0.9525715	0.87877375	0.9530752	0.85804677	0.7598819	0.8203703	0.7961897
opvatting/noun	0.96503305	0.7261572	0.89701694	0.93821394	0.9290124	0.9081367	0.847666	0.74746263	0.9377321	0.7811309	0.8936211	0.8329772	0.6012907	0.6123354	0.8800165	0.9527116	0.85133016	0.8431603	0.9149742	0.8467053	0.7088647	0.94926226	0.9561656	0.9662503	0.7622076	0.9111193	0.7254585	0.7833549	0.44928503	0.83290076	0.7757135	0.8871956	0.8068664	0.74942315	0.89374006	0.9474746	0.90255094	0.9622723	0.79282916	0.85812044	0.81777155	0.90280926	0.95638555	0.96314895	0.88192415	0.885563	0.83711153	0.85937417	0.9544671	0.74654317	0.9594279	0.6637138	0.95091546	0.85195804	0.9216565	0.8953592	0.7630182	0.9572383	0.74227417	0.8575698	0.8927401	0.79516816	0.8460955	0.8983452	0.81461	0.90110266	0.9423933	0.7882147	0.9141001	0.9103439	0.95915025	0.9746018	0.9694438	0.68196374	0.91764086	0.88898873	0.8190651	0.78850365	0.79301834	0.8674294	0.8474789	0.7022203	0.9240657	0.8957012	0.9176997	0.9024377	0.9252699	0.9148989	0.90395486	0.7479396	0.94625515	0.5534967	0.88573897	0.6021755	0.8496304	0.7689612	0.96743023	0.8299037	0.84285486	0.38132983	0.7556565	0.894025	0.8723437	0.9663228	0.0	0.9179512	0.9041329	0.84817326	0.86136645	0.90126514	0.97745246	0.94055885	0.91397387	0.8784989	0.77216995	0.67553174	0.7344117	0.8967084	0.92170525	0.8745512	0.75374985	0.7871774	0.9296062	0.6170693	0.8838589	0.9055551	0.8022271	0.9200178	0.8353673	0.88920516	0.8006839	0.95137656	0.9285833	0.9783818	0.9684634	0.76066494	0.8508844	0.6759467	0.49942923	0.6349572	0.5419749	0.8981941	0.94669133	0.831083	0.8875365	0.89048326	0.8289082	0.9764871	0.9018848	0.8408122	0.83841175	0.9278902	0.9464118	0.76411855	0.9228741	0.7960942	0.9402107	0.8478128	0.91804135	0.8003919	0.8781716	0.9275924	0.9508506	0.44304013	0.8063363	0.9251525	0.91012573	0.8690825	0.8632747	0.89035404	0.6745865	0.9677469	0.7840465	0.9135408	0.96245533	0.8614705	0.8516923	0.5724025	0.7789149	0.49325174	0.8289489	0.96011686	0.88959306	0.8879741
brandweerman/noun	0.8427802	0.8461652	0.8476001	0.80292344	0.77079344	0.855072	0.82978237	0.8495409	0.79561996	0.86058587	0.8078202	0.8182082	0.8760464	0.86585623	0.8300937	0.8538845	0.7708274	0.88091195	0.77427983	0.8813618	0.89358103	0.7257818	0.77430296	0.8014366	0.87474996	0.71122026	0.8596083	0.7675364	0.92521596	0.8043535	0.8782883	0.84990585	0.90977424	0.8032367	0.73204553	0.8470087	0.80883867	0.8131153	0.8566339	0.8094537	0.78226435	0.80826193	0.8708965	0.82341444	0.79179704	0.8235221	0.7883407	0.9427265	0.886249	0.75235975	0.8074057	0.91120315	0.81252563	0.9273144	0.90480447	0.8324831	0.75615245	0.78541946	0.8124105	0.8811239	0.8408071	0.8178005	0.7877927	0.8904325	0.84118074	0.8823687	0.81258327	0.8659545	0.84343976	0.6157876	0.8179375	0.79391354	0.84001833	0.9294599	0.8401267	0.8076755	0.8923354	0.8842963	0.8780838	0.81086063	0.7759006	0.8898355	0.8970773	0.6801199	0.8051828	0.80536187	0.8772483	0.85429263	0.84052515	0.83679855	0.86758554	0.91486907	0.8512863	0.9164234	0.79710215	0.8127049	0.7724986	0.73232424	0.8432438	0.92442286	0.8492761	0.89677316	0.8427645	0.8679916	0.9179512	0.0	0.7954991	0.7995097	0.7489135	0.7901567	0.8795858	0.74878347	0.7618044	0.8863003	0.86740917	0.86650866	0.8638528	0.8342437	0.889701	0.7626448	0.8729786	0.72746634	0.7990861	0.9107242	0.84634346	0.9248768	0.83709055	0.8131454	0.75052476	0.86701155	0.8401411	0.8735154	0.8713205	0.85589373	0.8639655	0.8695792	0.8837311	0.8977905	0.9003121	0.9140727	0.90813154	0.7480813	0.85443693	0.858454	0.9074805	0.89320076	0.84406805	0.8591417	0.86227596	0.7765261	0.8519361	0.8145341	0.8219744	0.848638	0.8502629	0.8714969	0.876758	0.66480696	0.7490169	0.86289966	0.7778784	0.8340569	0.87888694	0.919379	0.9013705	0.90072453	0.743129	0.855719	0.8634785	0.64669347	0.8924497	0.8184399	0.7288737	0.8333427	0.8435155	0.8980024	0.8345798	0.91515857	0.8617465	0.90369564	0.87368524	0.85699177	0.8219575	0.7943117
laureaat/noun	0.79219794	0.86091584	0.794372	0.72157615	0.8563091	0.7950022	0.88666767	0.82215786	0.8454938	0.90969115	0.93057483	0.88277656	0.8788365	0.8873896	0.8123809	0.8179872	0.8033638	0.92534536	0.70139873	0.8834504	0.87463576	0.72594273	0.7154657	0.65916824	0.90928626	0.78358203	0.89445907	0.8968199	0.90384424	0.8172111	0.8879806	0.84776795	0.8088833	0.8909746	0.71201694	0.70245206	0.86058414	0.66064274	0.85681784	0.845878	0.8051399	0.77414745	0.61658823	0.6867428	0.7941444	0.823088	0.8898346	0.94842327	0.7926436	0.86659694	0.7173954	0.90745795	0.68969595	0.89161515	0.8907058	0.74972975	0.87426996	0.744924	0.86735207	0.8900563	0.7734717	0.8514733	0.80776054	0.9026507	0.86822516	0.7974985	0.7299607	0.8916197	0.73987633	0.7982907	0.6740974	0.6902311	0.692767	0.91435635	0.69254565	0.8001701	0.9212085	0.87188166	0.8888736	0.7983951	0.8939471	0.88965404	0.865488	0.8581403	0.8134221	0.6575936	0.72433275	0.74483514	0.7454864	0.9145703	0.81532055	0.879139	0.81811714	0.9223982	0.7947855	0.9354638	0.82980615	0.80144334	0.86326563	0.8866156	0.83080924	0.93815917	0.8711957	0.7888191	0.9041329	0.7954991	0.0	0.9000246	0.80404246	0.72314966	0.7255876	0.789184	0.7008923	0.7944266	0.9270787	0.90292716	0.87020636	0.7066419	0.89933556	0.8352517	0.89484984	0.839042	0.6975957	0.8788497	0.8462843	0.908285	0.8507556	0.82133055	0.7814003	0.8182848	0.82572186	0.7556212	0.4840343	0.75845397	0.82835287	0.9434184	0.8470635	0.93093866	0.9063186	0.92168325	0.9174599	0.82774323	0.7594376	0.8964034	0.9143759	0.82789123	0.7943087	0.7272092	0.838162	0.8686773	0.8286193	0.70444936	0.79114616	0.89033556	0.9138134	0.9008707	0.7514289	0.82632875	0.70546806	0.9305537	0.71302193	0.84623826	0.6458635	0.89192355	0.878955	0.8652792	0.84631884	0.81131685	0.8112435	0.7591257	0.92556906	0.68305564	0.9116921	0.7390188	0.6912061	0.94393086	0.7112565	0.88725895	0.9049071	0.91764945	0.85390955	0.7949598	0.77487564	0.72573066
haar/pron	0.92836607	0.82660043	0.8750458	0.8812494	0.8529739	0.87258226	0.92088956	0.842358	0.90668386	0.72222054	0.74033976	0.8344161	0.8521264	0.83171815	0.810703	0.935594	0.8707123	0.69344115	0.894216	0.89229953	0.84282184	0.87708336	0.920091	0.9158642	0.8078511	0.9078404	0.74991965	0.6334512	0.84760237	0.8346786	0.7551898	0.84176224	0.89893186	0.7782946	0.8502114	0.92639536	0.84184235	0.92980564	0.8239814	0.80300033	0.79423213	0.8609711	0.9525544	0.9385815	0.9130744	0.9164303	0.88092357	0.9328432	0.95783126	0.52279294	0.9114529	0.92826337	0.8490271	0.80358773	0.9152062	0.88647914	0.80901635	0.911422	0.8304218	0.8499842	0.9469933	0.84495914	0.82507807	0.9017564	0.82102597	0.9100966	0.90864587	0.8618677	0.8923111	0.8544695	0.92004627	0.9492563	0.9345589	0.87773144	0.9000851	0.84815425	0.8792248	0.8537952	0.82954	0.89424485	0.41680914	0.8671916	0.89633703	0.7708607	0.87380123	0.89945054	0.9400246	0.9163563	0.91611266	0.7720504	0.930738	0.8572663	0.8865888	0.8568437	0.8838124	0.6960798	0.93191195	0.8459233	0.87473285	0.8568035	0.8162497	0.91814566	0.84399	0.89829975	0.84817326	0.7995097	0.9000246	0.0	0.8819826	0.87255096	0.97925866	0.85978246	0.8314258	0.8838658	0.74567306	0.85327655	0.7674405	0.85599446	0.86412334	0.6246246	0.8134142	0.7274416	0.89833695	0.8644068	0.882727	0.94474626	0.8396856	0.84240174	0.9205933	0.93145883	0.8082922	0.91216385	0.9268793	0.9526403	0.9065991	0.79699314	0.905059	0.7006686	0.828166	0.86349976	0.83443534	0.8121032	0.9255096	0.73997366	0.89661825	0.9006847	0.88478047	0.9528421	0.8710549	0.48642606	0.753545	0.8813574	0.8437526	0.81343776	0.8430091	0.8288567	0.89998865	0.82274324	0.877044	0.79697275	0.87728226	0.88933134	0.9467551	0.87062967	0.8776104	0.9141736	0.87540907	0.87397647	0.9052934	0.8760845	0.87509084	0.95167804	0.78858817	0.9053257	0.9629979	0.60864365	0.8091383	0.8794879	0.68880117	0.84342134	0.8743116	0.9277407	0.8485875	0.83940893
gisteravond/adv	0.782054	0.85361683	0.83041036	0.80939114	0.88663995	0.5257468	0.8879066	0.81964487	0.65019405	0.8584013	0.8472409	0.58968186	0.80178905	0.8420603	0.7269616	0.5978056	0.27203834	0.91073376	0.679868	0.8252003	0.74502134	0.44297224	0.8223821	0.8277675	0.7014187	0.8060511	0.87864035	0.84236133	0.8790462	0.7689116	0.8984226	0.7870511	0.8744631	0.8669905	0.8235531	0.8032583	0.82126623	0.81253016	0.88055104	0.9291775	0.87437534	0.8057766	0.699893	0.78163826	0.8443033	0.7941231	0.84671205	0.90536976	0.79863584	0.79613805	0.719119	0.9237228	0.8397624	0.91674197	0.8312947	0.82076466	0.83995587	0.81799626	0.8569977	0.6930702	0.8288407	0.8613225	0.82973623	0.85830677	0.8561402	0.8276917	0.80456656	0.86689353	0.5070981	0.8770796	0.82721424	0.7993597	0.8198072	0.8605138	0.7879126	0.8107666	0.92106265	0.61551726	0.8667662	0.7270992	0.8618024	0.85687035	0.5998458	0.53886974	0.67170805	0.82802653	0.8004724	0.8541822	0.71718836	0.8830387	0.84769076	0.9139176	0.5152579	0.9454795	0.88707846	0.8443272	0.89590496	0.86291784	0.81329113	0.87691593	0.7904211	0.94533837	0.85417193	0.81227934	0.86136645	0.7489135	0.80404246	0.8819826	0.0	0.7960283	0.83005226	0.7641073	0.81089675	0.6842588	0.8198769	0.88400346	0.8073598	0.80037165	0.8119197	0.8514278	0.7335785	0.74919975	0.8056592	0.84499484	0.66994655	0.81548953	0.9140117	0.7994054	0.78750545	0.8319632	0.85825974	0.8619893	0.7496942	0.6460811	0.9235768	0.8904957	0.6654678	0.8323011	0.9087171	0.89496964	0.9245915	0.6744871	0.830519	0.81780386	0.87975407	0.84580755	0.83795464	0.7053567	0.74108994	0.76088995	0.8959464	0.8040002	0.8334331	0.7709217	0.90692884	0.8440486	0.8650745	0.8618982	0.8509651	0.7142278	0.843654	0.6184102	0.8869064	0.77161205	0.8450609	0.606954	0.830035	0.690796	0.85145664	0.7662006	0.8950562	0.82324016	0.83339727	0.65684927	0.7864745	0.93440694	0.86580765	0.92003095	0.893714	0.8833914	0.8872464	0.7434527	0.74375844	0.77997136
