	eind/adv	immers/adv	William/name	Maurice/name	elektricien/noun	morgen/adv	aantal/noun	als/prep	na/prep	daarom/pp	daar/adv	eerder/noun	stelling/noun	werkwijze/noun	Guus/name	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Wereldbank/name	sociaal-democraat/noun	zaterdag_avond/noun	Zoutleeuw/name	Eddy/name	Bush/name	inwoner/noun	namelijk/adv	Anderen/name	mening/noun	totnogtoe/adv	ook/adv	Ier/noun	maand_blad/noun	tegelijk/adj	atleet/noun	Erik/name	al/adv	Marc/name	passend/adj	volwassene/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	Patrick/name	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	Koninklijke/name	zij/pron	weekend/noun	waarde/noun	Ann/name	goed/adj	ING/name	Dr./name	hierbij/pp	Veurne/name	wetenschapper/noun	KNVB/name	afdeling/noun	ondernemer/noun	voortaan/adv	kwel/noun	Kaplan/name	Orde/name	Lint/name	devies/noun	morgenavond/adv	vrijwilliger/noun	Raf/name	Deinze/name	Wesley/name	strategie/noun	Karel/name	gemeente_bestuur/noun	vasten/noun	premier/noun	discretie/noun	in/prep	ze/pron	credo/noun	Ajax/name	nadat/comp	tijdens/prep	sport_raad/noun	Academie/name	Gilde/name	ploeg/noun	bovendien/adv	u/noun	filosofie/noun	vandaag/adv	inzicht/noun	sport_vereniging/noun	omdat/comp	jaar/noun	student/noun	het/det	visie/noun	behalve/comp	numerus/noun	reder/noun	rij/noun	opvatting/noun	brandweerman/noun	laureaat/noun	haar/pron	gisteravond/adv	Belg/noun	VK/name	drie/num	wielrenner/noun	Uefa/name	zich/pron	misvatting/noun	daarin/pp	voorzitster/noun	Alfonso/name	vader/noun	Berlusconi/name	door/prep	Verhaegen/name	zienswijze/noun	Genève/name	Centrale/name	vrijwilliger_werk/noun	Jack/name	lid/noun	provincie/noun	held/noun	rit_winnaar/noun	winnaar/noun	zaterdag/noun	Stive/name	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	principe/noun	ideaal/noun	supporter/noun	Rillaar/name	achteraf/pp	kommer/noun	J.J./name	voor/prep	zondag/noun	Spanjaard/noun	hij/pron	muze/noun	René/name	keer/noun	evenwel/adv	lang/adj	ANC/name	Oscar/name	persoon/noun	renner/noun	aanvankelijk/adj	beeldhouwer/noun	week/noun	sport_laureaat/noun	standpunt/noun	omroep/noun	PSV/name	WTC/name	officieel/adj	lijst/noun	medewerker/noun	maatschappij/noun	Zottegem/name	daarbij/pp	aanvoerder/noun	Van/name	mezelf/pron	sportman/noun	traditie/noun	wij/pron	overtuiging/noun	decor/noun	Lierse/name	speler/noun	judoka/noun
Belg/noun	0.8831503	0.7987648	0.84058654	0.7639756	0.8308555	0.8183714	0.87014127	0.8254098	0.82366675	0.8805545	0.8525341	0.8793173	0.8693794	0.9042628	0.8349682	0.92841685	0.8161922	0.82225037	0.83585083	0.90220404	0.83539	0.79947186	0.8325125	0.70549196	0.89471024	0.6944555	0.83691704	0.8401318	0.90157944	0.75642	0.821733	0.65370554	0.87735134	0.85853326	0.6754011	0.7138486	0.79808754	0.70856726	0.9215628	0.7877437	0.75736624	0.9292759	0.7008234	0.7557327	0.89682484	0.879184	0.76955986	0.9227643	0.9349203	0.8162699	0.8277112	0.8916285	0.74247044	0.86332166	0.88927066	0.8345126	0.8909899	0.8630744	0.8597171	0.9172828	0.9198996	0.79894584	0.86099464	0.88423055	0.8630286	0.93101424	0.81999046	0.8458903	0.79590374	0.8150605	0.75890434	0.80647695	0.720175	0.9302723	0.80152404	0.929171	0.9095335	0.8827779	0.89578444	0.8337939	0.81123865	0.8826625	0.84263986	0.8305027	0.8659187	0.88929975	0.9331857	0.8993927	0.68391097	0.84168833	0.8402997	0.9291163	0.8469272	0.93060756	0.8617077	0.8336999	0.7671124	0.7479609	0.90678173	0.92812335	0.84198475	0.9517963	0.8419288	0.7646104	0.90126514	0.7901567	0.72314966	0.87255096	0.7960283	0.0	0.8082583	0.7564474	0.6383104	0.8347531	0.8738905	0.8813625	0.8718151	0.8820997	0.8544091	0.77740115	0.85754716	0.82889694	0.74847126	0.89481556	0.8684596	0.9508823	0.8477757	0.860006	0.80849874	0.8799099	0.8246112	0.7282733	0.6812571	0.8686157	0.7396189	0.82258844	0.8835465	0.8773004	0.88659364	0.9058429	0.92651147	0.7575229	0.8437016	0.87442154	0.89486384	0.9272205	0.83311725	0.84023285	0.56670594	0.8003861	0.8769189	0.7761537	0.7148384	0.8637142	0.8698405	0.8791378	0.7813962	0.7595595	0.5844312	0.86562204	0.79743105	0.85652363	0.88094825	0.9221303	0.90059084	0.8184122	0.87944204	0.89896536	0.82202494	0.7877207	0.88880336	0.79193294	0.8838737	0.7474891	0.742979	0.86537826	0.74805117	0.8819467	0.78981555	0.87965804	0.91325796	0.80544144	0.73814946	0.7010436
VK/name	0.88710165	0.89687854	0.8026122	0.7612153	0.9130085	0.8014213	0.9733081	0.9295138	0.8037722	0.9654722	0.957564	0.93964386	0.94143236	0.9673518	0.8618121	0.8012955	0.8651819	0.9629087	0.8126099	0.9755313	0.92729884	0.6439486	0.64677894	0.64725626	0.94427705	0.88496536	0.9657854	0.9628133	0.9843742	0.88466835	0.96551245	0.78545487	0.9234412	0.9717037	0.8653979	0.71915567	0.9409935	0.60854685	0.95995635	0.913062	0.9408143	0.8635019	0.6300533	0.6064488	0.8415344	0.8917891	0.96263236	0.9694631	0.8535027	0.9629781	0.68727136	0.961609	0.7063283	0.9472698	0.9317455	0.744159	0.94608325	0.5838236	0.9737886	0.9085225	0.7841831	0.9581031	0.92936313	0.9287227	0.920438	0.8393838	0.5753996	0.9333112	0.70612323	0.9311391	0.5575516	0.40045035	0.47233158	0.96229064	0.7494502	0.8864299	0.96664494	0.9496731	0.9569027	0.879647	0.96234447	0.93808377	0.74466544	0.88410586	0.9390011	0.819138	0.86377996	0.80329967	0.68654513	0.945018	0.652491	0.96224016	0.8942404	0.98581284	0.9119186	0.96037215	0.9071616	0.9572317	0.9468951	0.9710049	0.95931464	0.98549724	0.92942667	0.8285151	0.97745246	0.8795858	0.7255876	0.97925866	0.83005226	0.8082583	0.0	0.86632985	0.8231835	0.8270564	0.9758283	0.9672245	0.95219576	0.85712326	0.87399477	0.91977316	0.9520455	0.921476	0.6403704	0.94251955	0.92538416	0.9483424	0.9367486	0.8575452	0.9365593	0.9212703	0.9233036	0.84608996	0.75763047	0.69387853	0.773325	0.9678939	0.9257805	0.9768456	0.97368467	0.9625051	0.96981925	0.840042	0.50214875	0.95635176	0.92626405	0.8606137	0.9264278	0.62457705	0.85917896	0.9416847	0.9434421	0.7542971	0.8882029	0.88564193	0.96604335	0.95851076	0.83896655	0.936804	0.82663953	0.9266615	0.86378556	0.8925849	0.818275	0.9699613	0.957358	0.7051246	0.8529759	0.946108	0.938661	0.85561585	0.97509277	0.3943392	0.97763383	0.66847324	0.54550314	0.9802886	0.8796355	0.9730694	0.9230501	0.95584804	0.9562364	0.5590563	0.7888807	0.8411826
drie/num	0.8261438	0.81368	0.931453	0.8778132	0.88007313	0.83846414	0.7080405	0.83269835	0.6692189	0.9148164	0.86698437	0.79969376	0.9112113	0.91474104	0.88996506	0.8397633	0.79002273	0.881853	0.9426622	0.91068345	0.8996779	0.7005478	0.8257739	0.9079481	0.9222778	0.78527915	0.86970013	0.8608767	0.9181406	0.7882777	0.9016402	0.83997357	0.9182124	0.86973006	0.77216136	0.9007188	0.73125553	0.9153224	0.8925392	0.8160938	0.820857	0.88870305	0.79523104	0.90340173	0.840809	0.8586182	0.7659566	0.93232095	0.9157759	0.8126559	0.71974635	0.8860179	0.8781664	0.88489866	0.8716147	0.91474855	0.83449996	0.791067	0.8974758	0.8707366	0.86395526	0.91193634	0.80676913	0.8847612	0.87811315	0.9187483	0.84096324	0.8913491	0.8072469	0.8218924	0.8787665	0.8002432	0.8457023	0.92263716	0.9275827	0.8954257	0.8771763	0.93967557	0.9034872	0.7930438	0.8207506	0.90585405	0.7956518	0.6393594	0.7629882	0.8920087	0.9074649	0.89050317	0.7107278	0.86101913	0.89069784	0.9326562	0.86472666	0.944954	0.84502697	0.8207473	0.6402588	0.8240416	0.87009394	0.9369767	0.8309126	0.94461083	0.86860514	0.70443463	0.94055885	0.74878347	0.789184	0.85978246	0.7641073	0.7564474	0.86632985	0.0	0.82957745	0.8223945	0.90150714	0.92833847	0.8694319	0.9183477	0.8739804	0.8457438	0.89075327	0.7854183	0.8730602	0.9197699	0.8626674	0.9515574	0.888223	0.90375364	0.829065	0.8510496	0.8895029	0.8295526	0.7807801	0.8335541	0.9339836	0.89081967	0.9642342	0.9269694	0.93652844	0.9072068	0.92304695	0.8379431	0.85418016	0.92592907	0.8962646	0.9289199	0.7793367	0.8059436	0.7713574	0.790466	0.9115493	0.90720904	0.6432973	0.8313017	0.7147856	0.8839957	0.8888596	0.6864069	0.7269394	0.8581102	0.89701957	0.61894137	0.888446	0.9371585	0.90400964	0.774334	0.85830045	0.8752293	0.84466314	0.8564569	0.9118441	0.8276042	0.79484534	0.84991854	0.9452101	0.93655163	0.85296994	0.9239349	0.8747121	0.9276023	0.9084813	0.79503334	0.76555616	0.7808849
wielrenner/noun	0.8846344	0.84116703	0.7964439	0.7283685	0.8384668	0.843359	0.9094663	0.81541944	0.846776	0.88475037	0.8901717	0.8314652	0.8979807	0.8888715	0.77426696	0.88986737	0.78129345	0.88679695	0.8137353	0.91893023	0.8220047	0.82248193	0.8278398	0.64557326	0.8918846	0.8816978	0.8470879	0.8430203	0.9350929	0.8184068	0.85880876	0.8100444	0.86774933	0.8977981	0.6122594	0.636561	0.8617621	0.7007796	0.8848121	0.8525819	0.6429566	0.9204437	0.67224073	0.7170511	0.8985802	0.87768	0.88576734	0.92533547	0.90808463	0.81274396	0.8410244	0.9280995	0.7539005	0.8556007	0.8940349	0.80298007	0.85901433	0.82861924	0.8064093	0.86225176	0.9149233	0.83012867	0.8673271	0.8932807	0.86371326	0.8947929	0.81504434	0.88556397	0.83895063	0.84258413	0.7394757	0.79579324	0.74724984	0.9191495	0.77953184	0.9261188	0.9017288	0.81762743	0.8959979	0.8496464	0.8204462	0.8668053	0.8222336	0.79554224	0.827818	0.8429545	0.89264333	0.86232173	0.72819924	0.85825014	0.86587745	0.9151952	0.8450906	0.9324912	0.86219084	0.8611461	0.85923386	0.84319854	0.8854248	0.925946	0.8271483	0.94692695	0.83259106	0.8899325	0.91397387	0.7618044	0.7008923	0.8314258	0.81089675	0.6383104	0.8231835	0.82957745	0.0	0.8452415	0.8938997	0.90383524	0.86846906	0.8474296	0.84004855	0.7433851	0.83366597	0.79504186	0.7384187	0.915987	0.8429967	0.93102604	0.8587261	0.77897894	0.85961413	0.9059288	0.7570219	0.6514908	0.66476226	0.86106414	0.7025366	0.87638354	0.8318595	0.8884561	0.8770447	0.9111519	0.8845216	0.80715823	0.83563197	0.87507635	0.9047696	0.8573141	0.85884887	0.83354044	0.7475139	0.7677903	0.8369819	0.7455299	0.8349459	0.87499416	0.8870852	0.8738104	0.7098315	0.83219475	0.48316365	0.88750166	0.69210386	0.86133564	0.8708258	0.9279847	0.8814458	0.8373746	0.8836747	0.8692906	0.88165194	0.8075837	0.87364566	0.7809174	0.87169164	0.69439673	0.74088734	0.8636175	0.63455546	0.8861073	0.8635531	0.8932127	0.89082676	0.8414568	0.7842086	0.69483304
Uefa/name	0.8275105	0.78643066	0.91141564	0.8794307	0.90308636	0.7024009	0.8698671	0.8375138	0.7854899	0.77220726	0.90239966	0.77990216	0.8653432	0.82703424	0.78219366	0.8006829	0.71896565	0.90303165	0.8371669	0.8213843	0.8199945	0.7487755	0.8753897	0.88785875	0.81107444	0.8803665	0.82969886	0.8621785	0.90970564	0.7953928	0.86421543	0.8177812	0.89663476	0.87916577	0.7864671	0.87789965	0.8407688	0.87844735	0.8588935	0.8999074	0.8172972	0.74085253	0.68639195	0.86981905	0.88506216	0.8847504	0.88602364	0.90203595	0.84694	0.76297355	0.79814065	0.90602726	0.89774585	0.9043289	0.8562477	0.8835738	0.84856457	0.8480064	0.8463159	0.53693044	0.8467195	0.84580594	0.78933257	0.91186696	0.87793326	0.82490623	0.84307337	0.8867593	0.66664666	0.88533133	0.8731997	0.7962632	0.82458115	0.8707217	0.86540484	0.7461611	0.91747844	0.81984675	0.8707646	0.8248087	0.8562811	0.87215555	0.6105614	0.75031316	0.8118321	0.7958926	0.87840503	0.84238327	0.70314825	0.82735634	0.8481583	0.87904453	0.7498474	0.9082065	0.8505529	0.79085606	0.90095323	0.87528193	0.8650378	0.88900554	0.86793494	0.89265746	0.8310328	0.8406171	0.8784989	0.8863003	0.7944266	0.8838658	0.6842588	0.8347531	0.8270564	0.8223945	0.8452415	0.0	0.84680176	0.89842844	0.8142516	0.86180264	0.8515282	0.9256853	0.780549	0.83739704	0.8358647	0.8231972	0.77254415	0.7962947	0.86239135	0.8934314	0.8320996	0.84675026	0.8840899	0.88324904	0.7227625	0.7676566	0.9250365	0.89119196	0.8434969	0.86478674	0.88537705	0.8096278	0.9172661	0.7060336	0.871539	0.85016805	0.9199714	0.91129684	0.7924276	0.7815113	0.7764402	0.80658937	0.91189253	0.86854	0.8530918	0.77743447	0.9244613	0.8455904	0.88368106	0.88268435	0.8260503	0.80869114	0.9020609	0.78501314	0.8668071	0.8235334	0.8296946	0.6073699	0.9025491	0.71673965	0.8575206	0.89057416	0.85971147	0.8163754	0.872176	0.7219035	0.87766963	0.8898293	0.8660002	0.90557355	0.8062688	0.88109356	0.9302756	0.7050025	0.68191195	0.79075056
zich/pron	0.92311037	0.7665954	0.92669016	0.9358114	0.9169487	0.8621972	0.8473605	0.79399043	0.91933876	0.72560155	0.8273471	0.82193947	0.7891818	0.79419386	0.8850956	0.9327431	0.8119384	0.7877901	0.903728	0.86900574	0.79966587	0.8920129	0.9320488	0.9504686	0.7943142	0.89495003	0.7419019	0.7108071	0.79248625	0.8096657	0.76996917	0.8653354	0.87217075	0.8097708	0.8726749	0.93736297	0.8524171	0.9472582	0.8575898	0.8340529	0.81302935	0.86656785	0.94566816	0.9449203	0.88019687	0.89144945	0.81681985	0.8829941	0.9508189	0.64198434	0.9133215	0.89716345	0.9425597	0.8530005	0.89609826	0.9299549	0.7925058	0.9121632	0.7800373	0.8410765	0.9185984	0.7857518	0.78521514	0.89632696	0.8536903	0.9126309	0.8972689	0.84472454	0.8739898	0.84299135	0.9473286	0.9478876	0.9410232	0.79008865	0.9319909	0.8524968	0.857721	0.83245075	0.8471769	0.89579546	0.71018076	0.84283495	0.8981106	0.83954513	0.90423775	0.8861925	0.9352006	0.9126593	0.8792223	0.7556832	0.94609064	0.84442884	0.857306	0.8456751	0.8720667	0.77215743	0.94693124	0.8505037	0.869025	0.8153122	0.83176315	0.88284016	0.87310356	0.91814655	0.77216995	0.86740917	0.9270787	0.74567306	0.8198769	0.8738905	0.9758283	0.90150714	0.8938997	0.84680176	0.0	0.8276072	0.8052021	0.89452803	0.9104452	0.91171855	0.79233015	0.7816299	0.911015	0.80992675	0.86953723	0.93047357	0.81726205	0.91304845	0.8642515	0.89437973	0.8692495	0.9197225	0.9338444	0.9550902	0.94161826	0.7265047	0.89561117	0.7387457	0.81122035	0.8309363	0.8314706	0.83093905	0.9243638	0.80093485	0.88612854	0.92714745	0.8512642	0.9514282	0.87200624	0.688707	0.8660625	0.9297321	0.93225	0.77520376	0.89397	0.84437835	0.9366421	0.86158186	0.8826274	0.7624887	0.90712976	0.8818186	0.9598582	0.7692906	0.8381885	0.9028597	0.8836159	0.8801093	0.8583849	0.8797803	0.80626595	0.94408536	0.7860813	0.8996557	0.96169066	0.74379414	0.85436034	0.845104	0.7306801	0.8129414	0.87959456	0.9259982	0.8742141	0.85882324
misvatting/noun	0.9500086	0.7571253	0.90927273	0.92799306	0.89665264	0.92938405	0.84566534	0.81429744	0.9223134	0.81052166	0.855472	0.8537809	0.7546706	0.78706	0.8765584	0.94597596	0.8880142	0.85706794	0.9244834	0.88612324	0.84701586	0.92093074	0.92557317	0.94766796	0.8560741	0.89306104	0.73271006	0.8032126	0.7807913	0.8374729	0.7729255	0.91509855	0.87642765	0.77942634	0.8753566	0.92022276	0.8668386	0.94285905	0.83902216	0.83164465	0.82198536	0.918144	0.94181556	0.9467113	0.8874456	0.8758362	0.8340309	0.90588284	0.93762934	0.7893841	0.93270975	0.81415784	0.94509524	0.8467502	0.91457707	0.8867455	0.79563075	0.9429601	0.7623203	0.89150023	0.92398185	0.8091642	0.86461663	0.8959676	0.8368714	0.93812853	0.9295528	0.84865564	0.9163349	0.8674972	0.937261	0.9525749	0.94880015	0.7716757	0.9132078	0.90933335	0.8879544	0.89069355	0.85635275	0.8858272	0.8122313	0.83692235	0.91227835	0.893662	0.9307032	0.9152471	0.93807465	0.92607874	0.90032256	0.75389177	0.95361716	0.7763374	0.9136442	0.734003	0.8896996	0.78063637	0.9444359	0.8489779	0.86034346	0.75954664	0.79424274	0.92000186	0.8618463	0.946433	0.67553174	0.86650866	0.90292716	0.85327655	0.88400346	0.8813625	0.9672245	0.92833847	0.90383524	0.89842844	0.8276072	0.0	0.83660114	0.90260065	0.926882	0.89439374	0.8669108	0.8306539	0.91369754	0.7945665	0.92103064	0.93757504	0.8360314	0.9050732	0.9039692	0.9081131	0.8309159	0.9406324	0.92030996	0.9566443	0.9449452	0.78012466	0.9155106	0.7525143	0.74690455	0.799003	0.7706343	0.88795197	0.9405111	0.8004182	0.8780122	0.89533365	0.8489024	0.95970994	0.9120673	0.82803786	0.87198913	0.91301996	0.91846645	0.7837462	0.90568745	0.85057664	0.93536186	0.8719245	0.9035656	0.83053553	0.868243	0.9306855	0.9557695	0.7977898	0.86383367	0.9193152	0.91230774	0.8934972	0.903421	0.89361936	0.79766977	0.9483735	0.8068565	0.91005605	0.9396944	0.8406467	0.8458208	0.78011423	0.78534365	0.7307447	0.8429794	0.94399315	0.8858352	0.87631845
daarin/pp	0.8845074	0.71960294	0.8664352	0.8904607	0.92826426	0.8168915	0.8254517	0.77247155	0.9069175	0.7158821	0.79547656	0.772188	0.74694204	0.72223324	0.8340341	0.899298	0.76544094	0.8563778	0.86011946	0.8013826	0.7975837	0.8860225	0.91592664	0.92058784	0.79671985	0.90675724	0.6902762	0.7766104	0.7768413	0.74426466	0.73373425	0.87419426	0.7975024	0.7453386	0.8445982	0.9127816	0.8526346	0.9341919	0.804506	0.86735547	0.8139992	0.82140386	0.9035443	0.92231655	0.8783184	0.90619016	0.84984666	0.88257855	0.9263365	0.67173773	0.89140844	0.832995	0.88678336	0.85125357	0.868451	0.88433754	0.66924655	0.9139719	0.7315072	0.8327158	0.88753945	0.80739146	0.7470827	0.90494514	0.8067616	0.8771732	0.9055862	0.8540046	0.83883286	0.84559643	0.91696936	0.9258212	0.9323726	0.7600305	0.892899	0.80559295	0.88904184	0.83507013	0.8149346	0.7802349	0.7486546	0.82339394	0.8926911	0.8460872	0.88303876	0.8478817	0.91774094	0.8954196	0.82900757	0.7169547	0.93268085	0.77438515	0.7798183	0.793478	0.84083265	0.80543864	0.9318559	0.8700642	0.8196956	0.7433398	0.7754583	0.91108906	0.87530845	0.87087584	0.7344117	0.8638528	0.87020636	0.7674405	0.8073598	0.8718151	0.95219576	0.8694319	0.86846906	0.8142516	0.8052021	0.83660114	0.0	0.8457798	0.90000933	0.8957732	0.7948544	0.768329	0.90555674	0.8032491	0.815027	0.89633733	0.835669	0.8717365	0.85046047	0.8533099	0.8831656	0.91294104	0.870273	0.9166831	0.92732114	0.8112666	0.8312584	0.78258735	0.7935133	0.803146	0.82206213	0.8986679	0.91781175	0.7965957	0.91715	0.86281645	0.80579233	0.92849666	0.85982466	0.7247708	0.8568741	0.9051816	0.8741786	0.7274382	0.904884	0.8220486	0.8966591	0.8426351	0.8681696	0.7768968	0.86265934	0.8441638	0.9454917	0.75101364	0.80378866	0.88890564	0.8963866	0.8093587	0.7574802	0.84950626	0.81365144	0.93634415	0.6811755	0.8926852	0.94262695	0.84187263	0.86252546	0.862664	0.7455363	0.80330193	0.82211006	0.9101599	0.86448216	0.8577099
voorzitster/noun	0.8256749	0.8818312	0.81111556	0.74513996	0.8676989	0.8445477	0.91106045	0.8444216	0.9056803	0.844266	0.9207059	0.8534504	0.86049634	0.82039845	0.82332075	0.8671742	0.70465815	0.9089441	0.6235699	0.85137784	0.8026962	0.87390566	0.8196837	0.7041873	0.860313	0.8737423	0.92006296	0.85648537	0.9011743	0.8419134	0.8998778	0.88065016	0.807366	0.9043227	0.87677467	0.76432025	0.9259796	0.69772947	0.9091176	0.9206358	0.9043996	0.78097737	0.84261286	0.6816058	0.8243373	0.8852346	0.8940662	0.92703426	0.7843234	0.8300118	0.8551415	0.94114506	0.643444	0.9407881	0.88381046	0.796654	0.89112544	0.8120123	0.8629164	0.86396056	0.69618	0.8522444	0.8094624	0.90352654	0.8748703	0.7177511	0.77699244	0.89244044	0.8637995	0.80183864	0.7450166	0.8222923	0.85338485	0.87050563	0.6739522	0.7793944	0.94136673	0.7491652	0.8953388	0.86705333	0.8738372	0.88358074	0.90390724	0.83888304	0.8758782	0.7531408	0.77365	0.77836806	0.8926517	0.8976971	0.8631914	0.8923222	0.7983259	0.9355741	0.8376426	0.89285636	0.929438	0.8611348	0.81981117	0.8692651	0.89081275	0.94219476	0.87951255	0.9397294	0.8967084	0.8342437	0.7066419	0.85599446	0.80037165	0.8820997	0.85712326	0.9183477	0.8474296	0.86180264	0.89452803	0.90260065	0.8457798	0.0	0.8783962	0.8627833	0.8246351	0.8131184	0.7903166	0.83716816	0.82976115	0.77783567	0.84102374	0.8380751	0.63974	0.84601825	0.90748096	0.8812085	0.8573679	0.89590937	0.9084563	0.9373021	0.71156585	0.9135232	0.9067989	0.91395354	0.9031811	0.8754582	0.86516994	0.8787388	0.9274316	0.85167986	0.8631819	0.90129083	0.9236889	0.80870813	0.8798216	0.71098757	0.94700384	0.8607061	0.94497913	0.82690114	0.84554344	0.90554446	0.9024428	0.8974576	0.8165574	0.8821835	0.87584025	0.7917474	0.8652205	0.93009853	0.8797011	0.82099336	0.7740166	0.7666327	0.90492004	0.82602495	0.9281137	0.814988	0.7345375	0.9398813	0.8505728	0.90239173	0.90784144	0.9190951	0.9232628	0.8909809	0.9043283	0.83534026
Alfonso/name	0.9229476	0.887809	0.7775126	0.80930054	0.8836291	0.8661115	0.91780615	0.816778	0.84668195	0.9140073	0.8975731	0.8711711	0.89746475	0.8919227	0.8152695	0.9145365	0.8221145	0.9163853	0.9063462	0.9055427	0.88638365	0.84967333	0.9125172	0.84422326	0.85962915	0.909626	0.9041808	0.8771321	0.93791133	0.8735932	0.89592844	0.8247015	0.899374	0.8913107	0.87947804	0.8176927	0.8864962	0.8391626	0.904449	0.91650814	0.8887362	0.90892124	0.86862075	0.8454721	0.90842366	0.90399116	0.90877336	0.9513065	0.912788	0.843065	0.91289234	0.94054246	0.86123484	0.88486993	0.8899338	0.86056626	0.909119	0.89287317	0.885218	0.8541738	0.9204111	0.91011596	0.91626465	0.9262806	0.8540475	0.9142464	0.8453341	0.898211	0.8425046	0.9144849	0.8385008	0.85740364	0.8217908	0.93096584	0.79447407	0.91573566	0.9368839	0.83241975	0.8883984	0.8602009	0.8535555	0.8822384	0.7854904	0.79800606	0.8857158	0.91009337	0.9245962	0.8932338	0.83119726	0.88904095	0.8772914	0.93937385	0.87409216	0.9170631	0.92684525	0.90086764	0.9134111	0.89825755	0.8986196	0.92052794	0.8539069	0.9639232	0.8845376	0.9078279	0.92170525	0.889701	0.89933556	0.86412334	0.8119197	0.8544091	0.87399477	0.8739804	0.84004855	0.8515282	0.9104452	0.926882	0.90000933	0.8783962	0.0	0.8145135	0.8100996	0.84648085	0.84918594	0.9189703	0.849344	0.929068	0.89743817	0.81011975	0.92499113	0.9134791	0.857391	0.88026905	0.8683083	0.8989519	0.88296294	0.9190382	0.88409907	0.9024178	0.9061288	0.9277882	0.9216688	0.86923236	0.8732936	0.90912783	0.94060856	0.88547313	0.89340246	0.9061095	0.76298547	0.80209374	0.8717679	0.80722916	0.90387666	0.8842759	0.9334022	0.8884118	0.7794232	0.91190284	0.85702616	0.8939609	0.8589703	0.9030889	0.92377883	0.9245348	0.91737604	0.7899021	0.89731354	0.8675476	0.9307519	0.8889182	0.91230774	0.878186	0.91111773	0.815023	0.8485802	0.92281276	0.8713899	0.90462464	0.8926634	0.9308347	0.86978406	0.82221735	0.8490842	0.8855101
vader/noun	0.9210783	0.90519345	0.7091583	0.7100668	0.7736348	0.90594465	0.9090495	0.794798	0.87117964	0.8974559	0.8229259	0.8669802	0.9025927	0.89568007	0.7498406	0.9345457	0.8462467	0.7943104	0.7892947	0.91251826	0.86265075	0.86626685	0.8811167	0.74452174	0.8357276	0.89902955	0.88954663	0.78367406	0.9128057	0.8982038	0.8978275	0.810766	0.89552116	0.8883106	0.8571151	0.8105271	0.89532626	0.77855545	0.8995189	0.821952	0.8725466	0.93781203	0.8769773	0.80088586	0.90143025	0.9145859	0.8851953	0.95699525	0.9370208	0.7076261	0.9336111	0.9352637	0.7537685	0.9104516	0.9400881	0.7619542	0.9010271	0.8885583	0.83935	0.8969754	0.94671166	0.86697507	0.9080074	0.9273922	0.8267803	0.9060241	0.8763925	0.868575	0.9026407	0.8961718	0.81683475	0.91011703	0.8483554	0.93671745	0.73924816	0.9360775	0.9076999	0.8234419	0.8951755	0.8918921	0.68790895	0.8525957	0.8952356	0.7646427	0.8710692	0.9036105	0.91525924	0.9166791	0.9237401	0.921321	0.93867683	0.87731975	0.9090262	0.9068533	0.9209847	0.80846024	0.9061885	0.85066116	0.929666	0.8986727	0.8483463	0.9629583	0.8216374	0.9582775	0.8745512	0.7626448	0.8352517	0.6246246	0.8514278	0.77740115	0.91977316	0.8457438	0.7433851	0.9256853	0.91171855	0.89439374	0.8957732	0.8627833	0.8145135	0.0	0.8754045	0.78108114	0.78619456	0.89952314	0.87884194	0.9301042	0.8871792	0.6928569	0.90002257	0.93498516	0.70448905	0.89767045	0.8826016	0.93469274	0.8747066	0.88850516	0.8593552	0.88351536	0.85565925	0.933808	0.8441243	0.8548087	0.8730712	0.85651326	0.92467976	0.83487535	0.9236315	0.9368472	0.84584916	0.6703282	0.7337791	0.69724196	0.9259388	0.93805677	0.9045845	0.888315	0.8313496	0.8563144	0.8887706	0.89141214	0.70261264	0.9040606	0.93778574	0.92798	0.9308335	0.89969075	0.87349606	0.8863697	0.9422974	0.83174443	0.9103776	0.89154106	0.9022443	0.7834904	0.8014652	0.85587704	0.8083304	0.8416066	0.86118454	0.8512709	0.9250299	0.92708397	0.89753646	0.8419744
