	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
Thais/adj	0.8778183	0.81802744	0.8780356	0.7824859	0.8409336	0.8670713	0.91283405	0.8972613	0.8675669	0.84446996	0.82874906	0.8318417	0.8904881	0.87073505	0.82029545	0.8117402	0.88342375	0.7817373	0.854762	0.86703837	0.899708	0.88636017	0.85565567	0.82451713	0.73193514	0.90209043	0.8432979	0.90396523	0.82191485	0.7136252	0.8337052	0.82224715	0.7968955	0.90833944	0.80453706	0.85565925	0.8231487	0.8273393	0.785723	0.8526291	0.84222496	0.8137787	0.65458405	0.8399039	0.8638841	0.8241712	0.84377754	0.81837213	0.8706648	0.7793658	0.913112	0.83996606	0.78997284	0.84881854	0.90405214	0.88859284	0.8982382	0.90572155	0.8375691	0.80816865	0.9183849	0.6247965	0.86056614	0.8824713	0.86916804	0.8799604	0.8071821	0.797099	0.77560127	0.79701304	0.8196904	0.8008026	0.85650015	0.81189245	0.8546798	0.8193053	0.91954815	0.8668597	0.77260715	0.8631058	0.8764055	0.8224282	0.83278024	0.8365717	0.8637368	0.91128844	0.89421904	0.8516466	0.89359474	0.8696403	0.89095396	0.88836354	0.86137867	0.8271059	0.8828483	0.8440294	0.83784497	0.8795681	0.86541295	0.83751786	0.8990425	0.8769735	0.90827084	0.8745571	0.84663093	0.91034865	0.8486363	0.9081129	0.81106716	0.81184894	0.8848584	0.8421238	0.8891264	0.87140656	0.83320117	0.77267647	0.86784613	0.8083818	0.0	0.8364229	0.83095825	0.832022	0.83251566	0.8901229	0.75927055	0.8451086	0.86418223	0.879681	0.8339123	0.81309915	0.88332844	0.85386586	0.8457855	0.7676977	0.79550046	0.8767229	0.8513914	0.8305752	0.84099525	0.8378358	0.9073138	0.8176427	0.8743217	0.8803409	0.8366432	0.913024	0.8442129	0.8922386	0.9018581	0.8415244	0.9179917	0.8398049	0.8444331	0.8160769	0.9019327	0.88937557	0.9088279	0.85224444	0.90386987	0.81482404	0.900987	0.81485844	0.8252054	0.85958743	0.89924705	0.89027953	0.8071478	0.8199323	0.74288535	0.93430835	0.8145864	0.87221444	0.82173395	0.83909816	0.9065761	0.8826518	0.89485395	0.8634623	0.92641234	0.87631816	0.8640054	0.899862	0.88381976	0.84826076	0.9000913	0.9112724	0.84050715	0.8814434	0.82847965	0.8662226	0.7918629	0.8694087	0.701181	0.82141095	0.8180363	0.84189487	0.870905	0.90121543	0.8978719	0.85656345
laat/verb	0.9045609	0.8026844	0.88984203	0.7529343	0.8772294	0.863097	0.931992	0.90374815	0.89089143	0.7092134	0.89685	0.90173596	0.9524244	0.88618696	0.76122904	0.82598853	0.90144354	0.84908783	0.8139945	0.85530627	0.9541713	0.8691287	0.92660534	0.8369973	0.8169692	0.9200814	0.86174786	0.8847718	0.91221106	0.87070215	0.88032526	0.9219417	0.7795296	0.8437418	0.8390565	0.783433	0.9121087	0.86860526	0.75150543	0.9080585	0.9062097	0.8059067	0.89365184	0.85275126	0.84205824	0.8860558	0.8542156	0.840912	0.87679845	0.87278533	0.9489306	0.90892196	0.9181627	0.92877704	0.92436844	0.9303968	0.91909873	0.9650884	0.8437739	0.8866914	0.90088475	0.89385504	0.879652	0.9163072	0.9233882	0.8260891	0.8621688	0.875206	0.8724	0.85252404	0.8807599	0.8144091	0.8761283	0.93667126	0.90217805	0.8852752	0.8880783	0.8727138	0.87703454	0.86979103	0.9065232	0.8667872	0.91142553	0.90521955	0.8570605	0.8951756	0.93698287	0.936037	0.949992	0.8411648	0.8730022	0.91271037	0.88581514	0.79390055	0.9386171	0.8852522	0.9091349	0.8735078	0.88191926	0.8614918	0.93083405	0.9446001	0.9386724	0.86678445	0.8910541	0.92806184	0.7967627	0.93703794	0.87509406	0.8879591	0.90158665	0.86942786	0.8935109	0.92637265	0.8648842	0.8373687	0.88624585	0.89231926	0.8364229	0.0	0.88336486	0.8976438	0.91535014	0.94365263	0.84791344	0.8724982	0.9081979	0.88053733	0.93589616	0.9181542	0.94303507	0.7911887	0.81336564	0.8329811	0.8725054	0.8726281	0.8207322	0.8333574	0.8768321	0.74940985	0.90369797	0.87324154	0.865084	0.87441117	0.87456536	0.90544826	0.9010241	0.89987034	0.8572664	0.8825715	0.9238751	0.90165675	0.88494587	0.8581699	0.90475756	0.9449122	0.8936327	0.8967796	0.94589347	0.8767022	0.88881814	0.88809794	0.8852154	0.92218345	0.9454421	0.87453675	0.8623712	0.84981894	0.84469914	0.91421705	0.8890349	0.9235806	0.78596824	0.91198134	0.93482375	0.7532646	0.86597955	0.8745079	0.9410316	0.84634185	0.89796805	0.9114935	0.8496617	0.8564491	0.96609086	0.9473658	0.87966347	0.89956146	0.84163404	0.90127605	0.8725204	0.910106	0.9218776	0.9059972	0.86660874	0.82733715	0.8520692	0.87263083	0.9239261	0.88532174
Sint-Niklase/adj	0.7770208	0.7998166	0.84511137	0.7727483	0.7267058	0.7810929	0.6913192	0.9045882	0.826452	0.8248016	0.83027005	0.87308043	0.77090496	0.8875479	0.8430262	0.8782083	0.90838367	0.86824167	0.849316	0.87381756	0.8111131	0.64019215	0.7812823	0.6656749	0.7795981	0.7098838	0.90370053	0.9161048	0.8106806	0.82071966	0.85774183	0.7958019	0.8535657	0.8948235	0.80270946	0.82658863	0.85251355	0.89489067	0.8132531	0.8797698	0.9077754	0.8498395	0.80573386	0.88473713	0.87154526	0.7779152	0.8644013	0.85661024	0.6272273	0.8802365	0.88881975	0.7399583	0.7735245	0.89338976	0.78215414	0.8934489	0.6766433	0.8071631	0.8702599	0.8627975	0.8074878	0.85610616	0.7427115	0.9091947	0.9129036	0.88623136	0.87352055	0.87423486	0.5768978	0.88610584	0.8266762	0.725246	0.77081513	0.8582117	0.9209201	0.7735028	0.8812981	0.9035404	0.85860944	0.6274484	0.894425	0.8936477	0.87422335	0.85674524	0.8846442	0.8634226	0.814547	0.76428574	0.8079928	0.91428363	0.8759849	0.7064698	0.8923501	0.8163505	0.8597386	0.89459395	0.8796359	0.9084099	0.89543205	0.84115326	0.7856308	0.8849307	0.7829187	0.88037735	0.8510962	0.94060385	0.86947966	0.9011976	0.6079241	0.8404318	0.89912546	0.9026264	0.9138453	0.76526403	0.8399308	0.7857076	0.89036095	0.8792203	0.83095825	0.88336486	0.0	0.8730755	0.78847015	0.88452214	0.9176101	0.8249085	0.8948065	0.87539667	0.8265338	0.8058984	0.87649775	0.8851706	0.8628543	0.77850175	0.8507445	0.90784717	0.8897171	0.88312125	0.85283625	0.8958079	0.7617203	0.85289156	0.8841251	0.90660316	0.8294289	0.91739595	0.7847414	0.9044666	0.88858205	0.8567229	0.9454847	0.833615	0.91867965	0.87695986	0.9074473	0.89301854	0.9061899	0.6920007	0.90314984	0.88230234	0.90770566	0.5915645	0.84480464	0.68585086	0.8541588	0.92385423	0.8514524	0.86815786	0.7985571	0.86396056	0.8339823	0.91455156	0.8540677	0.8410775	0.89738417	0.85894036	0.92550695	0.8533356	0.84119064	0.89345497	0.8087041	0.79203486	0.86563635	0.8427739	0.82275033	0.7834608	0.7100118	0.87215006	0.8462854	0.8743129	0.7845788	0.84906405	0.8306937	0.9072461	0.8860725	0.8721328	0.9178588	0.90137327	0.87881273	0.85644555
gereformeerd/adj	0.9325777	0.82829934	0.8626996	0.8519793	0.86655545	0.8947318	0.91434	0.8823479	0.898397	0.8795513	0.8666222	0.89277756	0.93607646	0.8298711	0.8428554	0.79166025	0.8545259	0.840689	0.8531531	0.80446935	0.93694	0.89871746	0.927416	0.8769866	0.8667643	0.87775165	0.7484416	0.91664577	0.8876736	0.8607032	0.896927	0.8498624	0.8125711	0.827692	0.87396985	0.8280664	0.88552713	0.8288817	0.8419261	0.8120642	0.7514818	0.8149473	0.88092005	0.8529218	0.86205924	0.893005	0.8399675	0.8427908	0.8972096	0.8889214	0.9245946	0.86702263	0.8474362	0.91977036	0.9232374	0.93849635	0.9113572	0.92846876	0.83815503	0.86383677	0.9526454	0.8449401	0.92848045	0.8089775	0.88107634	0.87010473	0.815297	0.8234483	0.8711583	0.7988181	0.808879	0.84914327	0.89719236	0.8867133	0.8179091	0.86473465	0.9290443	0.87464345	0.82106876	0.8873279	0.84406936	0.852798	0.90565777	0.8596405	0.8076719	0.8982798	0.93767166	0.85556805	0.9385241	0.838946	0.92625177	0.8869588	0.7923358	0.83327925	0.9278517	0.73952115	0.74012816	0.85254085	0.86210525	0.8366791	0.87795126	0.90661144	0.93361604	0.7870995	0.85948217	0.8993692	0.81135476	0.9339878	0.8902966	0.84854686	0.93413	0.6821047	0.86128324	0.87890464	0.85674816	0.8695857	0.8222502	0.76641303	0.832022	0.8976438	0.8730755	0.0	0.9279405	0.9294067	0.904848	0.8084342	0.8721702	0.9138187	0.79035544	0.846114	0.9169654	0.8586943	0.80662864	0.82686466	0.81314206	0.8668957	0.8158379	0.80933803	0.89838654	0.7856383	0.9103006	0.8271644	0.8066647	0.75372285	0.85797787	0.9128927	0.8955853	0.87207144	0.9062343	0.87509775	0.93616927	0.9109368	0.8807555	0.8414863	0.85062885	0.88829654	0.9263699	0.88420224	0.93161196	0.82230175	0.9295311	0.8824067	0.78638583	0.8765235	0.9136778	0.8950411	0.83426625	0.62796044	0.7862412	0.9385315	0.8647341	0.87432927	0.83547604	0.82331383	0.9212437	0.83590126	0.8766027	0.8768133	0.9379012	0.8244601	0.8810687	0.9298485	0.7732312	0.9041474	0.92670584	0.85628164	0.844314	0.82388127	0.87244236	0.8743794	0.8769215	0.8855014	0.87605464	0.7157292	0.7106493	0.8777836	0.7363919	0.82558995	0.925058	0.84335995
donderdag/noun	0.6593088	0.9070977	0.88934666	0.7716445	0.9130716	0.8858696	0.89273393	0.93427205	0.8643406	0.8922235	0.91204536	0.697153	0.32968372	0.9480161	0.8789851	0.8629018	0.95484906	0.69725066	0.88969123	0.8957597	0.31226456	0.7532313	0.10402185	0.83817863	0.48835492	0.82270974	0.86940324	0.9366909	0.8167088	0.8143953	0.88676256	0.8509112	0.9215776	0.9411182	0.84664696	0.93604374	0.88982654	0.89360887	0.82490253	0.8542536	0.96670926	0.91436774	0.85349756	0.95056766	0.8670701	0.88446313	0.93064094	0.9307561	0.8092527	0.8799807	0.8749964	0.84767777	0.8561411	0.87083673	0.8735893	0.93824595	0.7138504	0.35309577	0.8928622	0.85372007	0.6649469	0.84875053	0.5800053	0.9350467	0.9044744	0.9592672	0.9380142	0.952154	0.7934127	0.9126269	0.9256832	0.83690494	0.64991003	0.86620635	0.9307788	0.9012966	0.80777967	0.89760387	0.9172769	0.833554	0.9183711	0.7947476	0.8753897	0.903003	0.92546844	0.92217016	0.5397579	0.6943308	0.2982067	0.9410981	0.89710337	0.79604745	0.9580861	0.92938036	0.72022474	0.9355593	0.9236574	0.9763853	0.9296427	0.8433418	0.8250418	0.8103734	0.4662546	0.9375275	0.92355335	0.9580343	0.8691538	0.8817947	0.79960936	0.9169253	0.9202624	0.9444734	0.95569557	0.82271606	0.928012	0.55894303	0.9466165	0.9162673	0.83251566	0.91535014	0.78847015	0.9279405	0.0	0.8772402	0.97198915	0.92006224	0.9279294	0.8167378	0.8512295	0.8720062	0.8160425	0.9013863	0.9183614	0.83581424	0.95825356	0.9198456	0.93801033	0.95320433	0.8229492	0.93288904	0.8610547	0.89928764	0.9164216	0.9627056	0.86445034	0.93035394	0.90864193	0.9162401	0.87644476	0.86969984	0.9363047	0.58973944	0.9188581	0.91020274	0.8365827	0.7402657	0.9139303	0.72046536	0.90161926	0.93377316	0.88309157	0.79850423	0.8810667	0.7127011	0.8439691	0.9319295	0.8550953	0.9295688	0.8578724	0.84890115	0.87680036	0.9209457	0.84008753	0.8812802	0.8875933	0.9492787	0.9589753	0.9315627	0.8594227	0.8838458	0.8951369	0.6037033	0.8747162	0.5715122	0.360286	0.8471384	0.8722802	0.8892379	0.8738033	0.8360256	0.65380096	0.89213234	0.87614983	0.9493747	0.8965123	0.89916754	0.9540177	0.954394	0.87257177	0.8934954
titel/noun	0.8724818	0.835223	0.91871065	0.8822502	0.92659795	0.90705216	0.9297404	0.8101434	0.83517355	0.8357917	0.9221934	0.8885903	0.86739224	0.9223044	0.92512035	0.8684122	0.90240544	0.85505784	0.9091075	0.877951	0.888533	0.8974211	0.89453137	0.8507151	0.8456228	0.9208319	0.8976592	0.79416585	0.8706118	0.8870583	0.70312726	0.8964965	0.87912494	0.9296756	0.805518	0.8659618	0.6777896	0.87259126	0.8795894	0.8087947	0.94770163	0.8743465	0.74596834	0.8748325	0.8502109	0.86179173	0.8542402	0.83703387	0.8832222	0.877721	0.52021044	0.88419074	0.87451184	0.7016434	0.9220398	0.53331274	0.87517816	0.87009746	0.87430155	0.895442	0.77995586	0.83501476	0.74069124	0.89744836	0.8399502	0.9048247	0.88351727	0.87321246	0.8521462	0.8885147	0.92666405	0.86943185	0.7447294	0.69733375	0.9076172	0.90588653	0.69009167	0.92012596	0.8889241	0.9081291	0.92496145	0.9308783	0.86065996	0.8014055	0.8302873	0.84831655	0.8780996	0.75167376	0.90306616	0.9078425	0.63928515	0.82150877	0.9261315	0.9021087	0.8395004	0.8773448	0.8571154	0.91920596	0.9505392	0.81529063	0.8389987	0.88384193	0.93728995	0.9014617	0.911232	0.95932883	0.9185703	0.6553968	0.8760049	0.89502543	0.7019586	0.9042219	0.88090825	0.69410694	0.86144125	0.8177459	0.9174841	0.91728824	0.8901229	0.94365263	0.88452214	0.9294067	0.8772402	0.0	0.9374349	0.91079074	0.84346426	0.8206851	0.89808726	0.9126638	0.6896735	0.90697074	0.87017465	0.86252034	0.91427577	0.90238976	0.8974874	0.9350284	0.9451882	0.9236909	0.90794885	0.8444072	0.91470003	0.8683263	0.81696105	0.90302503	0.9412719	0.79653835	0.9525506	0.9245879	0.87176096	0.771006	0.8235885	0.8721702	0.91006523	0.86994004	0.91461515	0.8787805	0.81599516	0.8263114	0.7539251	0.87571824	0.905955	0.8831711	0.64831674	0.9136479	0.8718106	0.90603864	0.91877985	0.6507502	0.90829664	0.9453131	0.9019979	0.86786294	0.6402182	0.91621894	0.9646514	0.79361945	0.83726305	0.8852343	0.71614665	0.85971105	0.91470253	0.8523661	0.8841136	0.8948639	0.9107538	0.9090455	0.8925477	0.84732354	0.8669382	0.8422024	0.8799989	0.88257563	0.9004454	0.8994397	0.88856035	0.9330305	0.71602046	0.72633183
groente/noun	0.96469194	0.82431906	0.9031125	0.84667623	0.88646674	0.8649439	0.9610424	0.9538574	0.93029267	0.8594652	0.8933959	0.9411154	0.9741794	0.88712025	0.854948	0.80296993	0.9114742	0.94000256	0.9019532	0.9038019	0.98418057	0.9440045	0.97918975	0.9212754	0.97129166	0.9725881	0.9164038	0.93518364	0.8850354	0.76538694	0.9265241	0.8751732	0.7771659	0.91148233	0.86480135	0.84686685	0.93324566	0.91337824	0.891449	0.91396964	0.89533675	0.8002616	0.8977613	0.86271465	0.91782665	0.9183041	0.8484959	0.8748796	0.92872334	0.8564561	0.9686614	0.90576947	0.90547544	0.95003754	0.9561641	0.9348646	0.93794626	0.9776067	0.9114748	0.90116185	0.9620839	0.90563554	0.9318813	0.88903093	0.88993686	0.8725572	0.80008054	0.8796792	0.94128245	0.8616573	0.86436653	0.831612	0.9328664	0.95314133	0.9010726	0.846556	0.9455305	0.9032612	0.90194356	0.9176063	0.8280339	0.9720841	0.8846641	0.9286727	0.90961087	0.9392441	0.9438031	0.9506201	0.98188376	0.824931	0.92697394	0.9504702	0.8779998	0.7855382	0.92903787	0.87956303	0.92265093	0.85838187	0.9011193	0.91658175	0.95671046	0.94690484	0.950425	0.9078307	0.8934896	0.9512733	0.8999403	0.96304893	0.91523933	0.8584242	0.9220853	0.88858044	0.88904387	0.9287231	0.82865053	0.9698765	0.8848819	0.92522454	0.75927055	0.84791344	0.9176101	0.904848	0.97198915	0.9374349	0.0	0.863349	0.90275586	0.95319724	0.93316007	0.92121047	0.9511218	0.88707143	0.8441711	0.82409173	0.8646604	0.8493438	0.8618251	0.8627168	0.9738944	0.8697973	0.9404644	0.8574727	0.89364064	0.88948405	0.9110034	0.8854362	0.9090251	0.9510049	0.91596144	0.82961535	0.9290462	0.9608296	0.92868644	0.9051244	0.92339814	0.95899004	0.9481892	0.9477037	0.96160656	0.8958473	0.93109655	0.9098555	0.936983	0.914797	0.94984245	0.9118732	0.9172768	0.8734097	0.8303191	0.9601877	0.85616183	0.94621956	0.8985955	0.9116371	0.95502853	0.8662021	0.9200667	0.88206285	0.9633841	0.87502337	0.9303234	0.9500584	0.93412083	0.96275425	0.9726666	0.98064834	0.90337396	0.9143623	0.9036974	0.914152	0.9652644	0.89333314	0.74169946	0.8793008	0.88726556	0.8870223	0.87922376	0.9091677	0.95477504	0.91932285
vrijwilliger_werk/noun	0.8967912	0.72980857	0.8634201	0.78619146	0.8918397	0.82947654	0.91198504	0.8602694	0.91441095	0.83879197	0.76972425	0.88210577	0.92396903	0.7842981	0.838071	0.7908789	0.84697175	0.8816628	0.8552854	0.8534802	0.9383423	0.8607314	0.92448616	0.83726704	0.90274787	0.92727035	0.8583883	0.9224434	0.7825172	0.8597234	0.8721129	0.81573915	0.75427985	0.86164373	0.7716142	0.74092877	0.8535717	0.89355594	0.83653355	0.84619415	0.7409075	0.7941252	0.8563857	0.77054596	0.8584396	0.82345647	0.7788969	0.72973514	0.8038104	0.8281238	0.9220979	0.80742455	0.8480981	0.90794367	0.9077031	0.90347606	0.8703209	0.93824536	0.8809577	0.89043045	0.90043616	0.9113344	0.88036054	0.83917505	0.91622454	0.8178836	0.8283949	0.8123124	0.8499408	0.7959125	0.71104956	0.72698057	0.8908716	0.83322275	0.82868767	0.60327065	0.90097994	0.8260306	0.808646	0.7969662	0.82610863	0.92587924	0.85868984	0.84027946	0.8423313	0.8912285	0.88860595	0.8921237	0.9376492	0.85136235	0.8631909	0.817408	0.7905319	0.70920426	0.9051731	0.75456405	0.85386395	0.7774648	0.87099653	0.84643173	0.91490966	0.88524413	0.9124828	0.8069219	0.7364433	0.89037734	0.8652538	0.9222141	0.86536825	0.81957376	0.94200134	0.8022271	0.84554803	0.8507556	0.8897815	0.9140117	0.8360314	0.8871792	0.8451086	0.8724982	0.8249085	0.8084342	0.92006224	0.91079074	0.863349	0.0	0.78182125	0.9028659	0.8440387	0.8215103	0.9148478	0.89179695	0.81739384	0.846153	0.7878752	0.8608211	0.8481045	0.76706177	0.93016624	0.8136512	0.8641248	0.7983116	0.81038463	0.806785	0.86213726	0.8886342	0.7424334	0.84105426	0.8551416	0.78869474	0.94425243	0.9161921	0.9093068	0.8766328	0.892671	0.9381121	0.92645216	0.8967535	0.9364809	0.88224113	0.9100016	0.8247137	0.8183341	0.87893176	0.8957438	0.9068507	0.8701261	0.7949485	0.8167856	0.9095565	0.7995387	0.8924173	0.84812176	0.8537762	0.89979935	0.8165532	0.8760663	0.8750098	0.9257277	0.84152746	0.8141235	0.90837175	0.83743197	0.91414225	0.9448799	0.90025306	0.7672017	0.79795873	0.9078272	0.89285016	0.8665248	0.8864638	0.8932175	0.8518182	0.8091495	0.8142514	0.81401896	0.84946907	0.9064865	0.85677016
inzet/noun	0.93778485	0.7750429	0.9129424	0.8544987	0.9174526	0.8641325	0.94851667	0.8398609	0.8684332	0.8525284	0.80987614	0.88106906	0.95784473	0.6968671	0.9273544	0.7910073	0.79770815	0.8749796	0.89014226	0.82511544	0.9599258	0.9004587	0.9420408	0.811104	0.85713	0.9267105	0.82756025	0.9241891	0.879559	0.8964102	0.87198794	0.8889515	0.83900833	0.8517354	0.80562735	0.82854587	0.7959997	0.8850421	0.84744763	0.91813743	0.8043732	0.82999426	0.8520173	0.7624776	0.8901166	0.8786232	0.84533596	0.7833762	0.872172	0.87726396	0.8693973	0.89296657	0.8944865	0.8945272	0.90047556	0.8345593	0.92421085	0.9675724	0.84485847	0.8325562	0.88817155	0.9009895	0.8820465	0.79010963	0.92997766	0.8258321	0.8560809	0.8543187	0.8609639	0.8479543	0.8227081	0.8569397	0.8602806	0.80835736	0.86162984	0.76379424	0.8283663	0.7887871	0.86909723	0.8712892	0.87301093	0.8881658	0.8511535	0.857118	0.85181653	0.87963575	0.9219275	0.89817953	0.966377	0.86488634	0.7383306	0.87295413	0.79403657	0.75066835	0.9198304	0.8629591	0.895273	0.7093111	0.90046155	0.85682386	0.91517764	0.9271286	0.96454585	0.7323282	0.8602893	0.9208464	0.8679776	0.8645505	0.90291333	0.8708266	0.8846961	0.79586035	0.8580284	0.86373377	0.8740711	0.8557502	0.8465629	0.9123719	0.86418223	0.9081979	0.8948065	0.8721702	0.9279294	0.84346426	0.90275586	0.78182125	0.0	0.9371137	0.8713913	0.8976588	0.86110634	0.84523505	0.8475891	0.88224494	0.8555961	0.86567634	0.8622032	0.8283669	0.91729003	0.82415664	0.8753015	0.8120608	0.81485313	0.78912616	0.7881185	0.9184022	0.82519966	0.8218876	0.84662586	0.9001967	0.9699423	0.89888376	0.905621	0.91012794	0.9152552	0.9452618	0.9125904	0.950824	0.91573036	0.85592216	0.9050787	0.87084	0.8483794	0.92439586	0.89944535	0.923764	0.8999888	0.8599447	0.9062143	0.8403779	0.86692554	0.85329545	0.81368387	0.905025	0.8227179	0.8343011	0.9149415	0.84146583	0.9198199	0.8062852	0.7727363	0.8821991	0.81662023	0.89565444	0.9697338	0.9379175	0.86145055	0.8757212	0.8883207	0.9112624	0.9125614	0.90792954	0.94852066	0.8632819	0.83849704	0.8747448	0.7163873	0.8885687	0.8657802	0.81889683
eerst/adj	0.69863856	0.86200947	0.89885527	0.7828731	0.9211228	0.94560206	0.9634692	0.85127115	0.868294	0.8300446	0.89098537	0.7165356	0.7501148	0.9336488	0.8310056	0.8717429	0.92875457	0.8327857	0.92845017	0.92560035	0.7421483	0.8936497	0.8258664	0.8738412	0.8351536	0.92659235	0.8695991	0.8527438	0.8208051	0.8661458	0.9022958	0.89657706	0.8772091	0.94762844	0.8389027	0.8580756	0.8702843	0.86898565	0.8526073	0.86552525	0.9367267	0.8691239	0.85184026	0.9142412	0.7242936	0.8658896	0.92649686	0.85499895	0.9166625	0.8796541	0.80376965	0.9116389	0.9121059	0.82592756	0.88560236	0.8306742	0.8814871	0.78087497	0.9124193	0.8992043	0.75763077	0.8922759	0.78381896	0.9357367	0.94085425	0.9195678	0.9143345	0.87576956	0.8817716	0.8800909	0.9242889	0.872128	0.783461	0.82402813	0.8165136	0.8931954	0.8086337	0.9309413	0.8661355	0.91396034	0.9267842	0.88477314	0.88610804	0.8191368	0.9212396	0.92120945	0.78236336	0.80608726	0.7462928	0.93600976	0.8212117	0.85591745	0.9108782	0.8996515	0.91813695	0.9018129	0.91802716	0.9350222	0.9143056	0.82427704	0.90475065	0.7514775	0.85553753	0.93542457	0.8893941	0.9386708	0.82663584	0.7903819	0.8909573	0.9274518	0.84874725	0.9366226	0.9109732	0.8296484	0.9007681	0.84106535	0.9352103	0.9213066	0.879681	0.88053733	0.87539667	0.9138187	0.8167378	0.8206851	0.95319724	0.9028659	0.9371137	0.0	0.8759457	0.8892809	0.81494486	0.90479857	0.898234	0.8450123	0.92968583	0.90671223	0.929909	0.86882156	0.950764	0.9332415	0.8975403	0.87249756	0.9115802	0.9183557	0.9026755	0.9155445	0.9121154	0.8303165	0.95532	0.89085215	0.9532426	0.70213175	0.8863498	0.9108311	0.9150738	0.87507874	0.9431746	0.89288366	0.9019636	0.914981	0.70540607	0.8578393	0.9289975	0.89339936	0.83205926	0.8524319	0.81974494	0.9053623	0.8656153	0.8232605	0.8992483	0.9026351	0.89389014	0.91630346	0.79931116	0.93636894	0.933311	0.8636979	0.8887198	0.91215646	0.87661624	0.85260886	0.9326282	0.771169	0.77644426	0.93413115	0.9172217	0.8773769	0.870889	0.8694551	0.784462	0.8611883	0.91715753	0.91253334	0.9026257	0.92615575	0.9378424	0.94178915	0.88938147	0.8065595
