	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
Oudenaardse/adj	0.792537	0.83463603	0.8330518	0.7880614	0.8133451	0.81352353	0.72270787	0.9014395	0.8557596	0.8541795	0.86711824	0.89486134	0.7972683	0.92475706	0.86176646	0.87579334	0.9191723	0.85885966	0.80302393	0.8501427	0.83917207	0.7177031	0.7994993	0.68169975	0.7364219	0.72360957	0.8726446	0.9111965	0.84346724	0.8517815	0.86125135	0.838229	0.8759433	0.90565085	0.8220417	0.8852232	0.8679869	0.877128	0.8424071	0.8897168	0.9244254	0.87280977	0.7758871	0.89319634	0.8750563	0.839563	0.8816047	0.8781321	0.7313999	0.8953973	0.85393023	0.80271024	0.82599926	0.8771846	0.8674995	0.8997188	0.745479	0.8200494	0.83395493	0.8661005	0.8429224	0.81632406	0.76645905	0.9200026	0.92968494	0.91924524	0.8884158	0.8940308	0.5369463	0.88332283	0.87508506	0.8019929	0.81244016	0.8554729	0.9294561	0.8241179	0.8761701	0.92023015	0.85462576	0.74796337	0.91689485	0.869504	0.87387574	0.89485383	0.89213103	0.82596064	0.8582554	0.77890253	0.83645326	0.9131654	0.8638331	0.7563159	0.90677	0.8656344	0.8688196	0.91274476	0.8723597	0.92050064	0.8979311	0.85357964	0.79828584	0.8941372	0.8205088	0.8898804	0.86693096	0.9409182	0.8571303	0.91273224	0.0	0.8716816	0.8870988	0.9133617	0.9248273	0.7491959	0.86752653	0.80199766	0.9058733	0.85894436	0.81106716	0.87509406	0.6079241	0.8902966	0.79960936	0.8760049	0.91523933	0.86536825	0.90291333	0.8909573	0.84975433	0.86206186	0.8633176	0.8987483	0.84593266	0.81302	0.88028234	0.90722585	0.87816674	0.90875185	0.8635393	0.9103588	0.8145602	0.86990255	0.9083027	0.90821195	0.8345265	0.92496794	0.8448969	0.8859171	0.8833789	0.9035453	0.9532115	0.83693314	0.9068793	0.87506837	0.9370474	0.90187746	0.91686034	0.7397279	0.8767247	0.87187254	0.9026081	0.6259468	0.7947815	0.74395376	0.82148796	0.92017823	0.8371352	0.8845628	0.8308867	0.8623965	0.84998256	0.9262048	0.86441225	0.8385427	0.8573513	0.8744696	0.9212458	0.8701941	0.8293824	0.87560993	0.7954699	0.85173285	0.85965645	0.8554764	0.8329758	0.7693001	0.8149409	0.91037613	0.83718026	0.83979523	0.814639	0.86399126	0.85263383	0.91326815	0.8989203	0.8651587	0.9070792	0.9223981	0.8038892	0.8447717
reder/noun	0.87180907	0.76143634	0.8596268	0.7728219	0.8785919	0.83889234	0.86111873	0.9098266	0.86175656	0.8497693	0.8203318	0.87180203	0.94070077	0.85328317	0.85199356	0.79625356	0.8913559	0.8475616	0.865343	0.88520706	0.9370768	0.8117776	0.91543657	0.8530979	0.8172889	0.83833236	0.80750906	0.8866648	0.81827563	0.85284084	0.87207156	0.8451493	0.7725021	0.9076931	0.7865059	0.8180037	0.83639276	0.852431	0.8267953	0.8332552	0.83989024	0.8325863	0.8231746	0.84317994	0.8613649	0.8486773	0.8675918	0.80694896	0.77689666	0.8979883	0.87508875	0.8599299	0.80446154	0.8828392	0.88608414	0.88159424	0.90402424	0.9461252	0.8382936	0.86055243	0.90450335	0.8172943	0.8940469	0.8608665	0.9067074	0.8799929	0.8487245	0.8429982	0.83477515	0.7767714	0.6782912	0.76837516	0.8750816	0.867519	0.8664177	0.8202454	0.9109191	0.8640901	0.8778903	0.76649773	0.88823956	0.83542573	0.85873824	0.84916013	0.84751105	0.8848691	0.8714557	0.9100932	0.9226867	0.899817	0.85056216	0.850991	0.8530569	0.73832476	0.9261822	0.8787681	0.8177552	0.8718941	0.9031625	0.8751508	0.88190395	0.8758089	0.93769187	0.8902309	0.7934844	0.91166437	0.8710738	0.90612835	0.8716816	0.0	0.9299522	0.8723437	0.8563884	0.8711957	0.8859302	0.85417193	0.8618463	0.8216374	0.81184894	0.8879591	0.8404318	0.84854686	0.9169253	0.89502543	0.8584242	0.81957376	0.8708266	0.9274518	0.88166845	0.78304875	0.8935889	0.8927615	0.86828333	0.8464277	0.8397306	0.8940623	0.8608283	0.8029436	0.85346186	0.8358072	0.85303295	0.89756656	0.85948324	0.88434833	0.8308718	0.9153827	0.81759477	0.89807737	0.87960273	0.90912485	0.95316356	0.8736166	0.9012195	0.8511661	0.8893945	0.9034213	0.92752886	0.85970306	0.88322425	0.89453095	0.9145073	0.8539606	0.8478062	0.89114296	0.9049309	0.89666396	0.84509665	0.86206573	0.851983	0.9099951	0.8459904	0.8970624	0.8356979	0.810169	0.8863513	0.8565688	0.8847528	0.90711796	0.91767156	0.8714837	0.8889264	0.9342948	0.8808857	0.89199114	0.9368192	0.869455	0.72772	0.8016019	0.88519835	0.8827588	0.85005724	0.9033908	0.83159196	0.8485637	0.8585708	0.8660541	0.90458226	0.90149593	0.86889756	0.83742553
rij/noun	0.928704	0.85008585	0.92257994	0.8900041	0.8173034	0.9116463	0.9590136	0.8203468	0.8090227	0.87487227	0.8799238	0.82280874	0.9083793	0.9684839	0.8757183	0.84002393	0.9035339	0.906968	0.86417866	0.8795171	0.9187798	0.9481469	0.9188074	0.8232993	0.8663357	0.95854783	0.89235026	0.7791743	0.90476304	0.883911	0.92045736	0.9113719	0.92167974	0.96818066	0.8402875	0.9428839	0.89013016	0.8590925	0.9081242	0.94977707	0.9667548	0.88286674	0.81928504	0.9403846	0.7890104	0.9251266	0.92045504	0.9048034	0.9303084	0.93105406	0.6934049	0.88818806	0.90480846	0.79563487	0.89804673	0.7168	0.8669288	0.91311467	0.869963	0.9190459	0.82758844	0.9220866	0.72855604	0.94687957	0.94373214	0.9206089	0.90234816	0.92250866	0.8552066	0.9622207	0.9442177	0.9013443	0.78982	0.788536	0.8808674	0.9155474	0.6518093	0.95624894	0.89493215	0.9443649	0.9468727	0.974819	0.79014546	0.9118868	0.9383863	0.8682425	0.8848556	0.7798594	0.93869644	0.9289052	0.66584826	0.9033841	0.9689825	0.9158447	0.90748876	0.96590024	0.95738477	0.9711742	0.927216	0.86239314	0.8960509	0.81690776	0.85728455	0.9624502	0.910773	0.9694203	0.95956194	0.71964383	0.8870988	0.9299522	0.0	0.9663228	0.9262038	0.7888191	0.85804677	0.81227934	0.946433	0.9582775	0.8848584	0.90158665	0.89912546	0.93413	0.9202624	0.7019586	0.9220853	0.94200134	0.8846961	0.84874725	0.92941123	0.9453747	0.74280703	0.8433095	0.8988008	0.8359593	0.92594594	0.8986642	0.9264301	0.9201615	0.9854513	0.95366573	0.9090311	0.92914444	0.948649	0.9558343	0.83853304	0.9202883	0.9662628	0.7856596	0.97467726	0.9364405	0.947938	0.7812397	0.7736809	0.92549723	0.9555476	0.89954513	0.85494816	0.8667265	0.8538867	0.9070799	0.601198	0.8873087	0.9520566	0.8658018	0.76063067	0.83194304	0.90212715	0.9350422	0.86520445	0.619975	0.9123335	0.9437504	0.9026623	0.9362329	0.62252986	0.92286485	0.94781816	0.8337332	0.90056586	0.92434776	0.7397231	0.8320148	0.96345323	0.81756294	0.9242899	0.9673607	0.93897367	0.97102594	0.7719183	0.7467629	0.9325173	0.81805825	0.8685837	0.9525715	0.9385168	0.89730275	0.9530752	0.9626425	0.75510544	0.7961897
opvatting/noun	0.96503305	0.7261572	0.9290124	0.8374178	0.90020645	0.8948916	0.94491047	0.8590832	0.94050133	0.88189024	0.847666	0.90049386	0.9743449	0.6279937	0.8936211	0.7206302	0.8452513	0.8329772	0.8475523	0.6012907	0.9624731	0.8785388	0.9527116	0.9098742	0.85133016	0.9149742	0.7088647	0.9295228	0.9300636	0.8710026	0.85721064	0.9111193	0.7254585	0.44928503	0.83290076	0.7757135	0.8291702	0.8871956	0.80687475	0.8068664	0.5603988	0.74942315	0.88913506	0.68584645	0.90255094	0.8609316	0.79282916	0.81777155	0.90280926	0.7763754	0.95638555	0.88192415	0.885563	0.92567855	0.9506575	0.9480038	0.9480923	0.9777002	0.8547711	0.88083607	0.95144314	0.8637852	0.9594279	0.6637138	0.9011846	0.85195804	0.7604349	0.73732984	0.9053127	0.74227417	0.79516816	0.8460955	0.9141001	0.86752945	0.7981516	0.9103439	0.94870466	0.68196374	0.8596062	0.88898873	0.8190651	0.78850365	0.9462593	0.8541272	0.7022203	0.9305618	0.9597797	0.9149599	0.9730102	0.715544	0.90395486	0.9024377	0.587672	0.7479396	0.94625515	0.5534967	0.70130825	0.6021755	0.8426187	0.79866886	0.9220242	0.96743023	0.9783921	0.38132983	0.88293386	0.894025	0.7160103	0.94028026	0.9133617	0.8723437	0.9663228	0.0	0.835637	0.9041329	0.8289489	0.86136645	0.67553174	0.8745512	0.8421238	0.86942786	0.9026264	0.6821047	0.9444734	0.9042219	0.88858044	0.8022271	0.79586035	0.9366226	0.8353673	0.88920516	0.9285833	0.85610646	0.73358285	0.8604883	0.77482355	0.85998356	0.767097	0.76066494	0.8508844	0.6759467	0.88581485	0.75340164	0.6349572	0.5419749	0.8981941	0.8875365	0.87971026	0.8609084	0.83603346	0.8479284	0.94516236	0.92770517	0.9018848	0.83841175	0.8541488	0.89623344	0.95441884	0.9251803	0.9610901	0.7908718	0.9464118	0.92771864	0.765982	0.92055726	0.9634134	0.9228741	0.878687	0.6563841	0.87044454	0.95965964	0.8478128	0.85895056	0.8003919	0.8781716	0.9356463	0.7999123	0.8542231	0.8503887	0.9508506	0.73585033	0.88436866	0.94511545	0.44304013	0.9275924	0.9795831	0.9121083	0.8812375	0.8063363	0.90647316	0.930704	0.8690825	0.8632747	0.92221284	0.5724025	0.61490595	0.7854285	0.49325174	0.67630196	0.9456959	0.8879741
sport_mens/noun	0.94909275	0.78910553	0.8732211	0.85012436	0.91880023	0.9102731	0.94506013	0.8640322	0.9110148	0.8592571	0.8662772	0.90444946	0.9690692	0.870618	0.8527943	0.8447806	0.88238513	0.89917356	0.886851	0.88010985	0.97069377	0.9261469	0.9625302	0.9046832	0.9188888	0.95264506	0.8829292	0.88265765	0.8847524	0.8984846	0.8442384	0.88753116	0.77541333	0.8511168	0.8458985	0.7713297	0.8387053	0.9080734	0.852771	0.91677076	0.84796995	0.8276346	0.86096585	0.8425448	0.86616105	0.8831457	0.8582717	0.6316198	0.92542386	0.89401746	0.88802916	0.9126742	0.88604647	0.9074965	0.934129	0.8417963	0.91328454	0.9769539	0.8705245	0.88465244	0.9300496	0.9049073	0.9109605	0.86090755	0.92460877	0.8131676	0.84277594	0.8044022	0.92834294	0.787505	0.797353	0.8492561	0.9087316	0.8632436	0.86597294	0.8261291	0.8997472	0.8974417	0.81043494	0.90560377	0.88889503	0.93769664	0.89420664	0.81670535	0.89419717	0.88747954	0.93432885	0.92143166	0.96802616	0.88180304	0.8447714	0.87066126	0.8527157	0.78590983	0.94456995	0.8686096	0.8475847	0.8422365	0.9003781	0.8641697	0.88193625	0.9006446	0.95745623	0.8673261	0.83803535	0.90258116	0.870479	0.9082694	0.9248273	0.8563884	0.9262038	0.835637	0.0	0.88451993	0.8731813	0.9074376	0.8452493	0.8976227	0.8891264	0.8935109	0.9138453	0.86128324	0.95569557	0.88090825	0.88904387	0.84554803	0.8580284	0.9109732	0.9005517	0.91283953	0.88518655	0.8539939	0.83913094	0.84368414	0.8165446	0.8553913	0.8192278	0.80246997	0.9419993	0.7926063	0.91895187	0.8449609	0.86812294	0.87047887	0.8679652	0.91832715	0.8804024	0.87271214	0.8856821	0.8476771	0.93342793	0.92305225	0.9051892	0.8786953	0.91336834	0.9076664	0.92937547	0.9403233	0.92215747	0.84955645	0.89988357	0.8932434	0.8816252	0.9324654	0.8952938	0.9017413	0.8908152	0.8396872	0.877862	0.9006787	0.84634805	0.93837994	0.8864509	0.8751575	0.8649823	0.8183907	0.8863381	0.85836595	0.89461994	0.8537138	0.8399807	0.9416418	0.8759883	0.91532445	0.96876043	0.9527898	0.872661	0.8755556	0.9008692	0.9150928	0.88428384	0.87321997	0.9203846	0.8688061	0.8466758	0.8875335	0.85353315	0.8510884	0.915401	0.8070923
laureaat/noun	0.79219794	0.86091584	0.8563091	0.82099605	0.8818705	0.836812	0.67568386	0.85508525	0.8786955	0.86102587	0.88666767	0.8694104	0.7723249	0.92841023	0.93057483	0.8679	0.89364153	0.88277656	0.8358724	0.8788365	0.7949877	0.780711	0.8179872	0.80159396	0.8033638	0.70139873	0.87463576	0.8235061	0.76062024	0.8160131	0.741475	0.78358203	0.89445907	0.90384424	0.8172111	0.8879806	0.63142765	0.84776795	0.8026315	0.8088833	0.932388	0.8909746	0.7512538	0.87734425	0.86058414	0.88983595	0.85681784	0.8051399	0.77414745	0.8558898	0.61658823	0.7941444	0.823088	0.61780655	0.8754808	0.6816483	0.7696504	0.79573244	0.8011833	0.8610971	0.82742167	0.84336096	0.7173954	0.90745795	0.9005011	0.89161515	0.8570484	0.8616513	0.69900566	0.86735207	0.8514733	0.80776054	0.73987633	0.76400536	0.8909756	0.7982907	0.7656473	0.91435635	0.83433586	0.8001701	0.9212085	0.87188166	0.8291275	0.8557964	0.88965404	0.72840214	0.81126404	0.69571126	0.8096678	0.9331581	0.7454864	0.6575936	0.93276274	0.9145703	0.81532055	0.879139	0.8013541	0.9223982	0.92940027	0.8355614	0.6580076	0.82980615	0.8378284	0.8866156	0.8453217	0.93815917	0.90679944	0.7522433	0.7491959	0.8711957	0.7888191	0.9041329	0.88451993	0.0	0.85390955	0.80404246	0.90292716	0.8352517	0.87140656	0.92637265	0.76526403	0.87890464	0.82271606	0.69410694	0.9287231	0.8507556	0.86373377	0.8296484	0.7814003	0.8182848	0.4840343	0.90277225	0.86605054	0.7634952	0.89593524	0.9163488	0.9042118	0.9434184	0.8470635	0.93093866	0.827156	0.82445496	0.92168325	0.9174599	0.82774323	0.9143759	0.87516665	0.8304273	0.93371123	0.893412	0.94145167	0.8044872	0.838162	0.8286193	0.9154492	0.8363819	0.929589	0.750235	0.6852241	0.829481	0.79114616	0.7501347	0.8515563	0.7512815	0.6132033	0.9138134	0.83806056	0.8884969	0.8906059	0.7841424	0.82632875	0.9425	0.9305537	0.71302193	0.6750133	0.9163459	0.9618085	0.8352233	0.6458635	0.89471745	0.6150544	0.7963962	0.89192355	0.84623826	0.80599153	0.66577387	0.8127972	0.878955	0.80041546	0.81582177	0.81131685	0.8112435	0.8737805	0.88725895	0.87379444	0.89606965	0.91764945	0.92401767	0.7003459	0.72573066
decor/noun	0.92400676	0.816888	0.9039513	0.84879625	0.64658093	0.87787575	0.93618506	0.82914615	0.7745349	0.91308314	0.8968036	0.89760166	0.89199865	0.8315093	0.82193065	0.8200815	0.88564944	0.90606177	0.8532856	0.8542135	0.9223918	0.9103293	0.91646075	0.86788726	0.9178062	0.9365275	0.88060933	0.87653875	0.8855634	0.71028936	0.85505813	0.9209976	0.79201436	0.92576015	0.8558581	0.83732605	0.8513988	0.8830457	0.8874479	0.87423086	0.8350588	0.69366115	0.895543	0.7853147	0.93133855	0.79816234	0.7289095	0.86162615	0.8943019	0.59893227	0.92102945	0.81211746	0.7903023	0.87448746	0.88404036	0.910258	0.80466187	0.90660745	0.86807984	0.86903083	0.9070329	0.8528614	0.83567476	0.89353704	0.8654002	0.8766912	0.76726747	0.78535223	0.81736964	0.8727445	0.8872358	0.86076474	0.82495785	0.9031727	0.8447045	0.88842785	0.8799519	0.8445712	0.85368943	0.90196526	0.9016944	0.9432477	0.9344913	0.81673604	0.8192408	0.92507064	0.93300176	0.83153695	0.9290345	0.6889537	0.88473094	0.881202	0.8516587	0.8003829	0.89713645	0.8271809	0.85968506	0.82407844	0.8504387	0.7560154	0.90316427	0.94733244	0.9067863	0.7837233	0.87932587	0.9624604	0.89425117	0.91392255	0.86752653	0.8859302	0.85804677	0.8289489	0.8731813	0.85390955	0.0	0.8872464	0.8429794	0.9250299	0.83320117	0.8648842	0.8399308	0.85674816	0.928012	0.86144125	0.82865053	0.8897815	0.8740711	0.9007681	0.93205434	0.9234255	0.89179516	0.83625174	0.76643103	0.7681906	0.8655883	0.90871197	0.7976389	0.84807396	0.96143335	0.8752926	0.9231884	0.598103	0.90519524	0.7879987	0.86403424	0.87765217	0.90094006	0.85599387	0.9403325	0.8655729	0.9112363	0.92157614	0.9024931	0.7856072	0.92132074	0.8888853	0.8857584	0.8012826	0.9049021	0.68491566	0.94005954	0.841311	0.89464116	0.751546	0.9067861	0.90740544	0.863126	0.8845358	0.734884	0.8988217	0.90197176	0.92062247	0.8741186	0.76984704	0.9149269	0.9044967	0.91135144	0.61053956	0.9227061	0.82246816	0.8377359	0.8423803	0.8977172	0.9457059	0.9197969	0.9366796	0.91027117	0.88469696	0.7752072	0.9199848	0.91626555	0.87516516	0.745557	0.7601707	0.8511007	0.8558919	0.898545	0.8274831	0.9261107	0.87237656
gisteravond/adv	0.782054	0.85361683	0.88663995	0.79120415	0.8513981	0.86385125	0.79979324	0.8829924	0.6732292	0.85476846	0.8879066	0.6735661	0.75489676	0.8895912	0.8472409	0.7321657	0.8869741	0.58968186	0.8115567	0.80178905	0.74208426	0.76610154	0.5978056	0.7346029	0.27203834	0.679868	0.74502134	0.85207117	0.8329521	0.7641578	0.8401112	0.8060511	0.87864035	0.8790462	0.7689116	0.8984226	0.8033192	0.7870511	0.7146208	0.8744631	0.9208852	0.8669905	0.7625559	0.90909076	0.82126623	0.86186814	0.88055104	0.87437534	0.8057766	0.9007199	0.699893	0.8443033	0.7941231	0.7714969	0.870324	0.8424122	0.85200673	0.79126346	0.76157653	0.82550323	0.7682127	0.7621075	0.719119	0.9237228	0.91321564	0.91674197	0.91002643	0.8962669	0.7575253	0.8569977	0.8613225	0.82973623	0.5070981	0.8007966	0.90994716	0.8770796	0.65733445	0.8605138	0.8700876	0.8107666	0.92106265	0.61551726	0.84991705	0.827047	0.85687035	0.8341786	0.8312395	0.78812724	0.7506178	0.9227009	0.71718836	0.82802653	0.8961358	0.8830387	0.84769076	0.9139176	0.8607976	0.9454795	0.8759882	0.7737201	0.82342947	0.89590496	0.78301156	0.87691593	0.9006934	0.94533837	0.791243	0.7688911	0.80199766	0.85417193	0.81227934	0.86136645	0.9074376	0.80404246	0.8872464	0.0	0.88400346	0.8514278	0.77267647	0.8373687	0.7857076	0.8695857	0.55894303	0.8177459	0.9698765	0.9140117	0.8557502	0.84106535	0.78750545	0.8319632	0.7496942	0.8039024	0.8752608	0.7672627	0.9224771	0.8967007	0.88247	0.8904957	0.6654678	0.8323011	0.8487098	0.89688325	0.89496964	0.9245915	0.6744871	0.87975407	0.8699557	0.8200103	0.843996	0.93326855	0.92771393	0.6703431	0.74108994	0.8959464	0.88236195	0.8637321	0.8317856	0.7389339	0.8397747	0.8597156	0.8334331	0.804845	0.8698221	0.844797	0.8411041	0.90692884	0.841489	0.8533566	0.7698691	0.7227837	0.8618982	0.86233103	0.7142278	0.843654	0.76304376	0.9025487	0.93632925	0.85229677	0.8869064	0.883626	0.79392344	0.7221407	0.77161205	0.6184102	0.7780787	0.70171237	0.81564575	0.8450609	0.78591734	0.75075233	0.690796	0.85145664	0.8512372	0.92003095	0.8139613	0.841136	0.8833914	0.9005608	0.75097847	0.77997136
misvatting/noun	0.9500086	0.7571253	0.89665264	0.84305465	0.89564335	0.89601904	0.9452782	0.9061639	0.9213797	0.8510102	0.84566534	0.90365666	0.96604836	0.79039747	0.855472	0.79014194	0.88117546	0.8537809	0.8521077	0.7546706	0.95593154	0.9142214	0.94597596	0.8880096	0.8880142	0.9244834	0.84701586	0.9198462	0.9230654	0.89382434	0.8633827	0.89306104	0.73271006	0.7807913	0.8374729	0.7729255	0.868364	0.91509855	0.8402192	0.87642765	0.7462363	0.77942634	0.9017806	0.7312385	0.8668386	0.8498218	0.83902216	0.82198536	0.918144	0.84727687	0.94181556	0.8874456	0.8758362	0.92155933	0.941466	0.9313218	0.928948	0.9702213	0.86881053	0.88925403	0.9438433	0.8921811	0.93270975	0.81415784	0.904299	0.8467502	0.8164141	0.78392994	0.9151283	0.7623203	0.8091642	0.86461663	0.9163349	0.9121258	0.8549815	0.8674972	0.93306303	0.7716757	0.86618805	0.90933335	0.8879544	0.89069355	0.9214396	0.84606117	0.83692235	0.9291376	0.94433594	0.9309158	0.9551665	0.83327806	0.90032256	0.9152471	0.7765729	0.75389177	0.95361716	0.7763374	0.8033965	0.734003	0.8841904	0.83638614	0.91210073	0.9444359	0.9681524	0.75954664	0.8440602	0.92000186	0.85540307	0.94069767	0.9058733	0.8618463	0.946433	0.67553174	0.8452493	0.90292716	0.8429794	0.88400346	0.0	0.89439374	0.86784613	0.88624585	0.89036095	0.8222502	0.9466165	0.9174841	0.8848819	0.8360314	0.8465629	0.9352103	0.9039692	0.9081131	0.92030996	0.847046	0.77336335	0.8852047	0.8167099	0.8219127	0.74640995	0.78012466	0.9155106	0.7525143	0.9139251	0.82170904	0.799003	0.7706343	0.88795197	0.8780122	0.90869105	0.89568746	0.8347786	0.8954065	0.92949533	0.9323604	0.9120673	0.87198913	0.8705125	0.92344016	0.9388052	0.92711216	0.9463198	0.8293276	0.91846645	0.9049468	0.8752858	0.9234824	0.9541571	0.90568745	0.8784704	0.7882681	0.881762	0.94227827	0.8719245	0.891535	0.83053553	0.868243	0.9220242	0.78835106	0.88385475	0.85367095	0.9557695	0.80841964	0.87869686	0.9478413	0.7977898	0.9306855	0.9616537	0.92744654	0.8984263	0.86383367	0.90015054	0.93269724	0.8934972	0.903421	0.91309667	0.78011423	0.79987776	0.77743214	0.7307447	0.76001453	0.93230146	0.87631845
vader/noun	0.9210783	0.90519345	0.7736348	0.830045	0.9371371	0.9185063	0.7924687	0.8297646	0.9380008	0.85630345	0.9090495	0.9284689	0.93813956	0.9330414	0.8229259	0.88364387	0.85964966	0.8669802	0.8523211	0.9025927	0.9359399	0.9352689	0.9345457	0.8697089	0.8462467	0.7892947	0.86265075	0.9107848	0.93756825	0.8645259	0.8475196	0.89902955	0.88954663	0.9128057	0.8982038	0.8978275	0.8782296	0.810766	0.7966523	0.89552116	0.9085102	0.8883106	0.8816988	0.8914502	0.89532626	0.9464566	0.8995189	0.8725466	0.93781203	0.91528875	0.8769773	0.90143025	0.9145859	0.8709999	0.96429527	0.9168051	0.966586	0.9465096	0.8330858	0.7897984	0.9479294	0.8297024	0.9336111	0.9352637	0.8728212	0.9104516	0.84477097	0.90384513	0.8732847	0.83935	0.86697507	0.9080074	0.9026407	0.9386856	0.89736736	0.8961718	0.9574666	0.93671745	0.6997699	0.9360775	0.9076999	0.8234419	0.9167159	0.89352554	0.8525957	0.79731005	0.95744264	0.84007883	0.9348269	0.9325138	0.9237401	0.9036105	0.9061669	0.921321	0.93867683	0.87731975	0.70483696	0.9068533	0.9484299	0.8321309	0.81381226	0.9061885	0.96861595	0.8986727	0.9283019	0.9629583	0.8162254	0.9423945	0.85894436	0.8216374	0.9582775	0.8745512	0.8976227	0.8352517	0.9250299	0.8514278	0.89439374	0.0	0.8083818	0.89231926	0.8792203	0.76641303	0.9162673	0.91728824	0.92522454	0.8871792	0.9123719	0.9213066	0.90002257	0.93498516	0.8826016	0.8627926	0.87069124	0.8497856	0.89386547	0.89770603	0.857926	0.88850516	0.8593552	0.88351536	0.9226465	0.8642922	0.933808	0.8441243	0.8548087	0.92467976	0.92131364	0.84351194	0.95411956	0.9022334	0.9265084	0.89550877	0.84584916	0.7337791	0.9232257	0.81039965	0.9063958	0.92679226	0.8808725	0.80615246	0.9259388	0.8820803	0.84931475	0.9326935	0.88065714	0.9045845	0.6751772	0.774344	0.8465944	0.9424923	0.8563144	0.88683987	0.89141214	0.70261264	0.9400845	0.9138615	0.9343151	0.90985286	0.93778574	0.8737136	0.8923547	0.9637012	0.92798	0.9040606	0.93129057	0.74559975	0.9386972	0.9308335	0.8689965	0.8649359	0.8863697	0.9422974	0.90897983	0.8416066	0.8448523	0.89767766	0.8512709	0.92203784	0.859469	0.8419744
