	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
gestrand/adj	0.8753674	0.7859702	0.7983433	0.8787512	0.76292217	0.8708255	0.9127521	0.8666949	0.8641221	0.8771545	0.8406534	0.91475093	0.8797975	0.8143526	0.91075516	0.86438566	0.8003151	0.8899797	0.7244466	0.84442824	0.88057464	0.7962705	0.84364116	0.76614535	0.9040756	0.873601	0.8840396	0.90285	0.81224203	0.8731664	0.8431634	0.6818217	0.87629515	0.8891914	0.83771056	0.8682364	0.8499217	0.9251105	0.9087492	0.9159322	0.8261704	0.8702072	0.81158197	0.88758206	0.7939062	0.8401801	0.9375256	0.7832813	0.7885311	0.8983563	0.8665985	0.9202977	0.857599	0.84823394	0.81424755	0.78021765	0.8276028	0.8309349	0.8729254	0.8553324	0.90090084	0.86279404	0.79078853	0.8681465	0.8942587	0.9093101	0.87361777	0.8182529	0.88084847	0.88532645	0.9185167	0.7845398	0.8876639	0.886791	0.8589107	0.838427	0.8875902	0.86003274	0.87469906	0.81060666	0.82697403	0.84377503	0.6269617	0.8586393	0.9349976	0.7818682	0.86242664	0.82282645	0.8702603	0.900407	0.834887	0.83452195	0.88001066	0.80837715	0.8616231	0.89949787	0.86351013	0.85588586	0.8394811	0.81223637	0.824942	0.8833801	0.8113551	0.9071231	0.8791057	0.77627075	0.8892927	0.921599	0.7249809	0.8414102	0.8871075	0.84904087	0.8984389	0.88513815	0.9076776	0.90702236	0.83650565	0.8268546	0.8995948	0.86718875	0.9191376	0.8621048	0.8433297	0.8302777	0.8997683	0.87515616	0.79412764	0.87246567	0.8320013	0.8888991	0.7661554	0.78624594	0.9081516	0.8627194	0.8690371	0.9194303	0.8741071	0.8743201	0.84387964	0.81701714	0.81263196	0.9040779	0.8381281	0.8964707	0.84697545	0.9231705	0.9134002	0.8504097	0.87139904	0.89382505	0.88221383	0.87752855	0.8822513	0.88747346	0.8933121	0.808079	0.89568347	0.92262584	0.83171517	0.89358187	0.89650965	0.7817383	0.8857559	0.0	0.8911194	0.7827287	0.8826909	0.88953245	0.89266276	0.9029081	0.94690734	0.8727836	0.92238134	0.8607106	0.84987855	0.8041847	0.905964	0.80822045	0.73081505	0.76938426	0.9028685	0.899004	0.8702812	0.7241783	0.86518884
bouw_op/verb	0.8769405	0.8700845	0.8670591	0.81678027	0.8702062	0.8830894	0.80031556	0.9033468	0.87179273	0.8906318	0.8829645	0.8179432	0.827649	0.91393876	0.8737505	0.7570512	0.7975965	0.8890634	0.8860382	0.83306825	0.89970493	0.87378913	0.8349159	0.83273596	0.88927704	0.8629197	0.9016283	0.8599655	0.85294765	0.8503303	0.9027154	0.8785138	0.84526867	0.8078055	0.9162937	0.84374154	0.840511	0.9050593	0.8020732	0.8976094	0.9075835	0.8257977	0.9046507	0.7617569	0.8540999	0.85270417	0.93933904	0.8148086	0.835661	0.85242635	0.8986532	0.90088713	0.8713773	0.8794293	0.8739771	0.9046012	0.8599908	0.88181055	0.88090473	0.8530569	0.86343396	0.88612926	0.87365496	0.85415006	0.8354371	0.8411749	0.78091145	0.83913285	0.83076215	0.5380099	0.8628547	0.8684832	0.8882314	0.81334394	0.87556887	0.8510251	0.6850773	0.8368192	0.9593279	0.91199577	0.8749285	0.8615371	0.8914076	0.93099564	0.9047491	0.8632778	0.8736052	0.83220303	0.8404294	0.9202933	0.83875066	0.8385904	0.8076381	0.91362554	0.8830582	0.9251292	0.87306225	0.9345886	0.819206	0.90565693	0.77150357	0.8196174	0.86325157	0.85951185	0.8931059	0.89635855	0.9097829	0.9413388	0.8914031	0.8903442	0.8349336	0.8926545	0.82936496	0.8357643	0.86222637	0.8510547	0.81547564	0.88421416	0.9075334	0.84571	0.910963	0.8957792	0.9280121	0.8128041	0.78174275	0.8182662	0.8673798	0.9257251	0.9096804	0.8206974	0.8479536	0.8288603	0.8877503	0.854427	0.82511693	0.9162809	0.90587425	0.86812866	0.85286003	0.85792273	0.9068607	0.8364742	0.8734087	0.84540284	0.87812203	0.919525	0.85547554	0.81917953	0.8798704	0.8936132	0.809052	0.8709806	0.7994081	0.8862673	0.8975538	0.8868699	0.80711615	0.8666253	0.8263421	0.8670611	0.8879461	0.91820705	0.88401556	0.8911194	0.0	0.88088703	0.8979872	0.9279869	0.8965158	0.9125256	0.9348171	0.82413673	0.74294513	0.86444783	0.8502422	0.88771504	0.9239761	0.92898977	0.88905025	0.85595745	0.8703877	0.88635564	0.86649394	0.9381042	0.9350163
boer/noun	0.8230883	0.8174995	0.74834967	0.85983366	0.8419783	0.80374134	0.9274374	0.83025557	0.78827673	0.85398495	0.87618047	0.8631045	0.8982565	0.7370144	0.89422864	0.8106143	0.81096286	0.86906767	0.66323006	0.8097998	0.88425684	0.8471996	0.8099228	0.85628414	0.8741947	0.89522266	0.8477391	0.8804991	0.6659337	0.83656746	0.92835724	0.65415376	0.8746536	0.8041866	0.77311254	0.8550576	0.8283082	0.91159314	0.89620787	0.909796	0.7088693	0.86378306	0.75338215	0.81485236	0.82875395	0.8594257	0.9084872	0.8242831	0.7777498	0.8794003	0.8997593	0.88433737	0.8146851	0.8427263	0.79482603	0.84731495	0.77150464	0.6019016	0.8384329	0.8242407	0.8630205	0.7852946	0.7919965	0.8535853	0.8994818	0.85207415	0.8086727	0.8820518	0.8605337	0.87800324	0.9059673	0.7639523	0.89609224	0.8321421	0.79829067	0.8566694	0.8596213	0.901942	0.8662339	0.7437397	0.84997106	0.8136487	0.6944367	0.7874897	0.9331305	0.87356853	0.9038136	0.7941164	0.88168997	0.8614924	0.78213966	0.92756015	0.8259849	0.7624151	0.8651395	0.86717767	0.8593055	0.86119425	0.87118816	0.7308925	0.73305964	0.8453025	0.81133807	0.86665404	0.80162704	0.7894613	0.8801309	0.95113456	0.7367289	0.80434656	0.8028184	0.7829819	0.8866718	0.82435834	0.92767066	0.87866366	0.8461846	0.74317664	0.84181386	0.8578669	0.9117382	0.887232	0.77309906	0.81545687	0.8542512	0.7485876	0.7993794	0.8025929	0.8153872	0.8479706	0.6337299	0.71218836	0.8908161	0.8268387	0.90693504	0.866129	0.8499705	0.77041966	0.8430189	0.8189255	0.8203454	0.8542064	0.80318964	0.8862796	0.8530417	0.90164673	0.87429893	0.8137255	0.8896056	0.9261093	0.90575355	0.8791032	0.9212167	0.8988264	0.8471315	0.78730327	0.86113465	0.9137567	0.8779932	0.8908926	0.930629	0.776127	0.82113147	0.7827287	0.88088703	0.0	0.83871305	0.86751485	0.8577521	0.87056106	0.90973353	0.8233077	0.8957139	0.8404511	0.84653264	0.6933532	0.9262509	0.8278861	0.90395325	0.77464336	0.9149173	0.86239994	0.8158825	0.76969194	0.8408394
zelf/adv	0.8280525	0.8348823	0.71120197	0.8625947	0.8870396	0.69305277	0.8719476	0.6664119	0.77391946	0.703354	0.83361316	0.86624897	0.87174946	0.8217932	0.70763326	0.8035907	0.7919692	0.9215102	0.8516575	0.8315989	0.817499	0.91597	0.752019	0.85237837	0.71274585	0.8126638	0.89790505	0.74416393	0.83582354	0.64244187	0.8874527	0.8438158	0.8526314	0.8013136	0.8507089	0.7995115	0.77521104	0.76406187	0.8586382	0.8863871	0.73033345	0.7385373	0.79051155	0.85628295	0.8459035	0.7960889	0.74897605	0.7767071	0.7827284	0.76973915	0.83373225	0.7363385	0.76727724	0.8743545	0.8936255	0.840119	0.6788651	0.8500657	0.7904028	0.74175966	0.77946097	0.8395361	0.8138898	0.8996462	0.7429378	0.8359618	0.8334693	0.81079835	0.8227598	0.8694211	0.81778824	0.8104833	0.80257565	0.8421145	0.65918624	0.83731484	0.8750446	0.8742352	0.8754877	0.848188	0.8396338	0.8502638	0.8336798	0.76234365	0.8519436	0.88560957	0.8902955	0.6377423	0.8587577	0.7030834	0.633796	0.8544712	0.8023975	0.86976254	0.80239564	0.8781395	0.78499347	0.8938967	0.83935165	0.84607315	0.73625714	0.7684306	0.8675647	0.822628	0.8273782	0.856182	0.65575093	0.93196267	0.79408133	0.7890749	0.8518988	0.8854418	0.73190737	0.74925447	0.89168924	0.81103104	0.77109945	0.82112145	0.7659867	0.88781816	0.8625864	0.80862373	0.8495863	0.6822307	0.80145943	0.8196244	0.8419341	0.830719	0.80819774	0.8203125	0.77153695	0.7671461	0.77985835	0.8041327	0.8375823	0.716298	0.8507463	0.85551214	0.7729846	0.77427846	0.8670664	0.8156304	0.6262841	0.92461073	0.7509589	0.84248173	0.77743655	0.82638466	0.7969624	0.9291357	0.81928277	0.8090209	0.8111691	0.88755983	0.8810562	0.8536838	0.8293072	0.8510628	0.82774365	0.73482203	0.933666	0.87924725	0.86794186	0.8826909	0.8979872	0.83871305	0.0	0.73513037	0.8698828	0.85082185	0.741219	0.77730036	0.8258498	0.8181488	0.8648453	0.85067976	0.8864423	0.7955512	0.9449544	0.80210084	0.9246171	0.88670653	0.86269796	0.8682208	0.85887873
meneer/noun	0.8341799	0.9201761	0.88299847	0.8973336	0.9063862	0.8250411	0.9040375	0.80160797	0.89675105	0.68854284	0.9041721	0.9012603	0.8397831	0.8440425	0.74805367	0.90377104	0.87077355	0.94381416	0.9205094	0.8408229	0.8005104	0.92490584	0.8248515	0.9185736	0.74214715	0.9209945	0.8848785	0.77321315	0.93755275	0.789507	0.9194502	0.90104705	0.9006229	0.93998295	0.79573786	0.81703216	0.82692856	0.72623605	0.8612454	0.92573506	0.8126479	0.86218035	0.8464956	0.9490025	0.8725676	0.8192221	0.8359997	0.85365564	0.8181259	0.86279464	0.827591	0.81728566	0.8354012	0.8571189	0.9381438	0.8889443	0.8208462	0.8943193	0.7628571	0.76878023	0.7636875	0.7510778	0.87008744	0.96638095	0.8522867	0.86186945	0.93086654	0.90650004	0.86495185	0.939791	0.88123125	0.9185307	0.8110425	0.8590997	0.6364707	0.94873184	0.92851734	0.8803507	0.77928984	0.80016553	0.8706808	0.9077205	0.87091523	0.9031526	0.8243416	0.89287	0.8640472	0.8261566	0.83956707	0.7722436	0.8361305	0.9029376	0.8919915	0.7801391	0.7456503	0.9055308	0.83380014	0.8922023	0.8144903	0.8164995	0.8830222	0.87115514	0.9461952	0.89386874	0.9116064	0.90527344	0.73758036	0.9506712	0.8432846	0.75141805	0.94685686	0.9144224	0.7403164	0.7845861	0.94631374	0.84654784	0.7479352	0.79046327	0.8584045	0.89685637	0.903632	0.7891437	0.800805	0.764558	0.8883004	0.88697225	0.92462593	0.7597985	0.80344546	0.91082394	0.7704044	0.8487811	0.72602797	0.8662261	0.8536922	0.77595925	0.8612647	0.91384256	0.8274712	0.8913657	0.90416014	0.9044016	0.7554127	0.9479744	0.73780483	0.68983763	0.73790276	0.8866188	0.7434205	0.95639366	0.88472825	0.8018387	0.88684225	0.9276305	0.8961285	0.8980284	0.85816884	0.8959454	0.9065694	0.7174631	0.9103964	0.91161335	0.9202487	0.88953245	0.9279869	0.86751485	0.73513037	0.0	0.88454545	0.87531674	0.7821379	0.8477205	0.9177087	0.7467287	0.94601136	0.88457173	0.9185936	0.862076	0.9163472	0.86404574	0.9505643	0.92606705	0.90251595	0.8619267	0.8427586
taal_grens/noun	0.8658105	0.92757136	0.8449036	0.8789235	0.9102675	0.85352135	0.91678405	0.8728776	0.88570434	0.85147876	0.84980035	0.8860491	0.8610764	0.88093877	0.87011516	0.84935033	0.8485906	0.9022265	0.8392281	0.8870569	0.87677205	0.8016599	0.86962914	0.89420587	0.88780403	0.88026285	0.8763159	0.7918474	0.8723288	0.7952766	0.90399176	0.8734309	0.9078855	0.8872449	0.9065019	0.8998161	0.8344619	0.88862133	0.8605012	0.88273203	0.8567671	0.8773363	0.88371396	0.8524183	0.869524	0.82778776	0.8957355	0.8739867	0.8122535	0.88381493	0.8756993	0.87877256	0.859054	0.8733771	0.87468237	0.86405706	0.8363551	0.8561399	0.85834235	0.854959	0.8628671	0.8876809	0.88439745	0.90554863	0.8728265	0.8201083	0.88101983	0.8796322	0.87260205	0.89513826	0.90275687	0.8746933	0.89322966	0.8664768	0.85239416	0.89054406	0.88623947	0.8818018	0.88902473	0.82813895	0.8632444	0.83595794	0.83211285	0.8482925	0.88281345	0.92606395	0.89570504	0.8499851	0.884244	0.85888827	0.83880645	0.8558502	0.8868854	0.89774925	0.8807459	0.9174733	0.83705044	0.8926222	0.8544252	0.89522076	0.8136734	0.87776154	0.8710878	0.8479817	0.87612677	0.8591583	0.8729634	0.9126381	0.88066167	0.8404307	0.8807322	0.85677224	0.8424379	0.8382988	0.9063824	0.8349529	0.8309107	0.89712495	0.8833904	0.8542828	0.89941376	0.87567973	0.894455	0.8861053	0.85076743	0.8764453	0.87751114	0.8946212	0.8722074	0.88505036	0.838168	0.8694091	0.8712131	0.8544495	0.86953247	0.8965995	0.901592	0.8887865	0.8754934	0.8339657	0.90099776	0.8936222	0.82617056	0.8513661	0.8109422	0.8772582	0.8747226	0.8522098	0.8778491	0.86402625	0.8942279	0.891322	0.88144326	0.90819556	0.88724864	0.87655145	0.84823495	0.90457517	0.8797956	0.8727313	0.8885098	0.9084571	0.8713653	0.89266276	0.8965158	0.8577521	0.8698828	0.88454545	0.0	0.92125344	0.90299696	0.8318666	0.8824317	0.85968363	0.8837308	0.8892559	0.88773954	0.8925689	0.8742813	0.83276916	0.8955254	0.928656	0.8753822	0.8444251	0.93090045
verstoot/verb	0.86624354	0.86132866	0.8482263	0.9154118	0.827397	0.85265446	0.89022696	0.8489423	0.9187825	0.84422976	0.9184121	0.9261841	0.9084565	0.87618726	0.88329625	0.8744714	0.853192	0.92793244	0.894479	0.88452095	0.89463484	0.9144747	0.890169	0.8561905	0.8748795	0.87539697	0.8855256	0.87436414	0.9121805	0.8442849	0.9169373	0.8709202	0.8801099	0.9038211	0.80419314	0.8985021	0.8229841	0.849369	0.883592	0.9241432	0.73690295	0.8870816	0.7285148	0.9021813	0.85099876	0.86756533	0.8937916	0.84309983	0.8236599	0.87729275	0.89737654	0.90042645	0.8598235	0.88286793	0.9116795	0.8923607	0.84461415	0.83449566	0.8075879	0.8681907	0.8590784	0.7943013	0.8937659	0.9634057	0.91011566	0.87993276	0.92394614	0.8972328	0.8774941	0.91191095	0.9083897	0.93072027	0.8763964	0.8890167	0.77992	0.92010856	0.91525745	0.87526053	0.793913	0.84278345	0.80671495	0.9174149	0.8626558	0.92459136	0.89550954	0.8432847	0.9114829	0.8535221	0.8832648	0.8414252	0.8788902	0.9368484	0.8560094	0.8051296	0.87116575	0.8977709	0.92150295	0.91949207	0.87196827	0.72149295	0.86622447	0.8645328	0.9184496	0.86907506	0.91576296	0.8739412	0.8748435	0.95372605	0.7852125	0.87604535	0.9267517	0.89093846	0.8400383	0.8642576	0.9405236	0.87776434	0.8216757	0.7885623	0.8490752	0.8468134	0.90703803	0.88717663	0.75562733	0.8469687	0.900696	0.8581656	0.9143442	0.7324183	0.8081953	0.9245221	0.80676675	0.90112054	0.85911953	0.90656537	0.87759817	0.8970029	0.878953	0.91823214	0.82406056	0.8504211	0.86437	0.9235347	0.8629346	0.8837216	0.85524654	0.9022816	0.85352075	0.853341	0.8627738	0.93690807	0.9088771	0.844121	0.9394933	0.9246832	0.9179952	0.8725421	0.86561286	0.9300957	0.90314656	0.87242275	0.9082517	0.8346381	0.9132143	0.9029081	0.9125256	0.87056106	0.85082185	0.87531674	0.92125344	0.0	0.89384687	0.8861828	0.89093375	0.8455088	0.90598357	0.83081806	0.92535484	0.88900477	0.9206825	0.89462185	0.93598646	0.902042	0.86316836	0.8800404	0.89864
niks/noun	0.9439953	0.94044155	0.8977107	0.90524036	0.92737556	0.7349646	0.9095615	0.7614652	0.83411753	0.600022	0.8910815	0.89828336	0.8470864	0.8992755	0.6319163	0.9451658	0.86994094	0.95120895	0.9519558	0.8632494	0.82298213	0.9357561	0.8702211	0.9363648	0.66802406	0.84926003	0.9429809	0.6805924	0.9332801	0.6836597	0.927621	0.93904114	0.929792	0.91471916	0.95689255	0.7837155	0.80813605	0.70860523	0.92660934	0.927795	0.88466465	0.9165373	0.89072406	0.96139634	0.9030248	0.79255116	0.14758962	0.84049165	0.82612944	0.87240905	0.8673583	0.72927725	0.75177205	0.9027154	0.9178507	0.89317226	0.7834364	0.92256445	0.8087789	0.8240664	0.7660157	0.8524352	0.9038012	0.9704018	0.7760647	0.802385	0.94629425	0.85965717	0.921772	0.9240383	0.83424246	0.92696214	0.862755	0.87102664	0.7087706	0.9342389	0.94023013	0.9079842	0.9575092	0.86232364	0.9238597	0.86819315	0.89072067	0.9114734	0.73292434	0.90231085	0.9387145	0.7087759	0.91536283	0.6070463	0.7855781	0.8759046	0.9162643	0.9124929	0.809129	0.9359555	0.83160406	0.9165325	0.80810726	0.91943675	0.8388691	0.88886005	0.9383771	0.8870563	0.90803295	0.9277979	0.7427879	0.90905493	0.92620623	0.78528583	0.9447491	0.9497484	0.61334854	0.65910566	0.902802	0.91564214	0.73166955	0.93037885	0.77185434	0.91174674	0.86054087	0.8188668	0.91179615	0.7614442	0.83595896	0.86702275	0.9452847	0.9093023	0.9184234	0.8725151	0.8248028	0.8820651	0.6799129	0.9304859	0.8468532	0.6815985	0.9114508	0.9214129	0.8805188	0.8981184	0.9195774	0.9192027	0.78390396	0.91983074	0.6906676	0.90799314	0.6701592	0.928222	0.7907884	0.96496797	0.8843724	0.7265671	0.87978405	0.9198464	0.9106222	0.9471408	0.87838674	0.80364645	0.9178925	0.60635084	0.9080475	0.94045025	0.89738476	0.94690734	0.9348171	0.90973353	0.741219	0.7821379	0.90299696	0.89384687	0.0	0.7098019	0.9058234	0.78627026	0.94174016	0.9227814	0.92175186	0.88016057	0.95451987	0.9040328	0.94909734	0.9311106	0.8953637	0.9200772	0.96586215
veel/adj	0.90524894	0.8444543	0.8331662	0.6663734	0.8896814	0.67216134	0.8761574	0.77499616	0.7640595	0.7222339	0.83305204	0.74410474	0.81781995	0.8377662	0.6595514	0.8572163	0.8091749	0.8978547	0.870739	0.82904434	0.76149195	0.85307103	0.7956531	0.8246496	0.71943367	0.76722443	0.91353136	0.66987395	0.85592294	0.6099767	0.89492846	0.80830705	0.8565941	0.815994	0.92666435	0.80600774	0.7262352	0.77552795	0.82530016	0.8660125	0.8014454	0.8435999	0.8012412	0.81993186	0.83038104	0.7270923	0.722081	0.81567425	0.7434796	0.7640985	0.79146194	0.6952312	0.6630268	0.8286234	0.8538914	0.8695925	0.7285254	0.8080588	0.819015	0.75170046	0.6219765	0.7805474	0.8188943	0.91288394	0.6889128	0.7044401	0.91038746	0.7227808	0.85692203	0.76859975	0.8320118	0.7505751	0.8725079	0.76263976	0.7277887	0.8224776	0.8729383	0.8684498	0.9456458	0.8174437	0.86912763	0.7688352	0.7713995	0.8851501	0.70762336	0.8968557	0.8891081	0.69127053	0.8696799	0.7035854	0.74755824	0.7815257	0.7959959	0.86334145	0.7915706	0.8909466	0.7585907	0.8834983	0.7845762	0.8486005	0.5509206	0.7137965	0.8633219	0.77717376	0.8458823	0.83969986	0.6936162	0.9173784	0.8724506	0.76338655	0.82456285	0.9014958	0.62571514	0.63640267	0.8803597	0.80305123	0.55474365	0.8837862	0.7423657	0.8188292	0.8441006	0.74503505	0.8651817	0.6950823	0.68758	0.6971447	0.8721343	0.906073	0.8586689	0.72592217	0.68640304	0.7909193	0.65434706	0.8722671	0.8110945	0.6900811	0.88653797	0.8333813	0.8130762	0.7913188	0.880361	0.7921666	0.8051541	0.84629935	0.6731238	0.8825014	0.6575486	0.8736272	0.7411791	0.9510436	0.8466221	0.7036946	0.8030165	0.8534804	0.8630311	0.86761343	0.7411413	0.7831841	0.8317111	0.661165	0.8765668	0.9011498	0.8592612	0.8727836	0.82413673	0.8233077	0.77730036	0.8477205	0.8318666	0.8861828	0.7098019	0.0	0.81668246	0.7503636	0.8436312	0.8930256	0.91670716	0.88765657	0.91401714	0.7964409	0.88647765	0.91098404	0.79037607	0.8512509	0.9619478
structureer/verb	0.8457793	0.88182473	0.83286214	0.8434439	0.89889526	0.842469	0.8709152	0.8670211	0.87274563	0.8910252	0.86790526	0.79575	0.89343077	0.91680145	0.8598728	0.71548593	0.79685783	0.9124817	0.8988613	0.87043357	0.8963506	0.8967813	0.8072964	0.8598916	0.851647	0.83962727	0.922383	0.8021662	0.88067627	0.8069321	0.90355754	0.9047228	0.8568497	0.7840497	0.93494827	0.8402661	0.8557048	0.8499504	0.7706518	0.8854408	0.89703614	0.82128876	0.8988367	0.7807739	0.85391045	0.83786047	0.9049416	0.8475677	0.82156986	0.8123964	0.9032752	0.8887285	0.8252041	0.88572574	0.9048424	0.9082223	0.8268683	0.8797763	0.8766243	0.82780373	0.808371	0.9033983	0.8613975	0.89717895	0.80240333	0.7996107	0.82242644	0.8623042	0.86113775	0.7563456	0.8243679	0.86381376	0.8729316	0.8186148	0.8591737	0.8308261	0.80434626	0.8820695	0.94111073	0.9055942	0.89661396	0.87472874	0.8884925	0.87463593	0.8758191	0.8816835	0.8751331	0.79869723	0.8605552	0.8600297	0.80403554	0.8198495	0.7554848	0.9304277	0.8860787	0.91070426	0.84699166	0.9210931	0.8584931	0.91452163	0.7563435	0.75639486	0.86477804	0.8413405	0.86363053	0.87631154	0.8664027	0.9343808	0.8882434	0.86459816	0.84063137	0.905134	0.83514047	0.82062644	0.904248	0.79968053	0.7932727	0.899877	0.8705983	0.8742834	0.8640494	0.8923926	0.9208746	0.86718476	0.766625	0.7996018	0.8891247	0.93182045	0.90107805	0.8222116	0.84061646	0.87120926	0.85082346	0.84970546	0.87439454	0.8825829	0.89107347	0.88738996	0.8149471	0.8107145	0.9106396	0.8439473	0.8415799	0.87678826	0.84617746	0.90494573	0.82584864	0.8591747	0.87763417	0.85822517	0.8111855	0.84388673	0.8118063	0.8884659	0.88555086	0.8825289	0.7616162	0.892938	0.82272196	0.8346698	0.9091584	0.9226658	0.8839002	0.92238134	0.74294513	0.8957139	0.8258498	0.9177087	0.8824317	0.89093375	0.9058234	0.81668246	0.0	0.8432187	0.87988645	0.91196126	0.9159536	0.9087576	0.94220644	0.8725599	0.8969419	0.8713385	0.8670045	0.9199358	0.9524962
om/adj	0.89561456	0.90521973	0.82720435	0.8412273	0.8439927	0.81309724	0.8922791	0.7825529	0.8486373	0.6708964	0.8523991	0.8738828	0.81716144	0.87274814	0.72348386	0.8919109	0.8401215	0.8924706	0.88970965	0.7749849	0.73629755	0.8424207	0.8342385	0.86672986	0.72319484	0.8923961	0.90473956	0.75879157	0.9029246	0.75846815	0.8348338	0.86563796	0.8990449	0.88705194	0.8996773	0.74812055	0.7505649	0.75182533	0.84431314	0.9161492	0.83351004	0.8430224	0.82771385	0.93014383	0.8185092	0.7703867	0.83421886	0.81506616	0.8000748	0.81091344	0.7522681	0.7363314	0.7876884	0.76948035	0.8742275	0.8092446	0.7875421	0.8496906	0.7852974	0.81530803	0.69758964	0.7645095	0.8261417	0.9336281	0.7824334	0.83043325	0.9229404	0.7856641	0.8772329	0.87709016	0.88614935	0.8668797	0.84463054	0.8523351	0.6716105	0.91616964	0.8769457	0.848618	0.9183802	0.85206336	0.85324	0.8462601	0.8276967	0.8950561	0.73415995	0.8404203	0.8460965	0.7787181	0.81481314	0.73299575	0.78694	0.83228815	0.8346814	0.8175818	0.78019583	0.91575485	0.844939	0.88215965	0.71133804	0.8394728	0.81591874	0.8239563	0.89413244	0.82672346	0.87180173	0.8834726	0.80060315	0.9313165	0.8739811	0.7469051	0.9229765	0.8916616	0.6935692	0.7066928	0.87532943	0.88121635	0.64662415	0.90511024	0.79992056	0.84128803	0.89627767	0.7387022	0.8193269	0.7970953	0.8526947	0.7953779	0.9016467	0.85584086	0.82832515	0.8275956	0.7496666	0.8477004	0.7001326	0.9067551	0.7738951	0.73580676	0.91541636	0.8948593	0.8315747	0.8768538	0.8751218	0.8511698	0.81685436	0.8764337	0.71647227	0.8746189	0.7095598	0.88249683	0.6890265	0.93152833	0.8518227	0.7141013	0.8602383	0.8922983	0.8886896	0.8802944	0.8278874	0.8428941	0.86327004	0.7167151	0.8963934	0.88276076	0.91645193	0.8607106	0.86444783	0.8404511	0.8181488	0.7467287	0.85968363	0.8455088	0.78627026	0.7503636	0.8432187	0.0	0.92228085	0.86984277	0.92468905	0.8835218	0.862678	0.85175544	0.91012704	0.9071276	0.83978665	0.825456	0.92837894
