	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
man/noun	0.9270693	0.783515	0.69669175	0.8535547	0.7588389	0.85996276	0.9048756	0.8615425	0.8745283	0.8549604	0.9121671	0.9163463	0.88637143	0.7376532	0.88866746	0.926938	0.79837525	0.89546496	0.8590028	0.8629849	0.82234335	0.8695536	0.8099674	0.8518153	0.85661256	0.9247678	0.8866079	0.8861076	0.8047839	0.8969904	0.89364636	0.766297	0.8602685	0.93391955	0.6911726	0.8370662	0.81327635	0.916086	0.91184545	0.93723416	0.6992944	0.8937081	0.60875595	0.9288831	0.8784468	0.84002924	0.9152932	0.7579596	0.7393215	0.900284	0.82776105	0.8916562	0.8875249	0.8561555	0.85611755	0.7734654	0.8710571	0.791143	0.80951923	0.846406	0.8401111	0.42083484	0.8683039	0.94460887	0.9133634	0.88636357	0.9449212	0.8476617	0.8707642	0.9377766	0.8829458	0.8865155	0.8861398	0.85996854	0.61651725	0.9477515	0.9288806	0.877275	0.6948458	0.7242657	0.83010405	0.83786374	0.79568547	0.9266528	0.9191775	0.8630928	0.88467884	0.8690907	0.84676224	0.8815008	0.876292	0.9132309	0.83975023	0.0	0.8509962	0.79753095	0.9006098	0.8496476	0.838886	0.29960442	0.86653256	0.8648522	0.9104518	0.8931305	0.946826	0.74719954	0.8722881	0.9327494	0.62717795	0.79135865	0.9471921	0.86247987	0.8603946	0.89187	0.949797	0.8607059	0.7691487	0.7403075	0.9029647	0.8577974	0.932544	0.81985056	0.41938937	0.78661656	0.90693516	0.8538496	0.89424515	0.6231706	0.7268155	0.9258752	0.577955	0.7976974	0.87062067	0.89459884	0.87167335	0.8992249	0.86218596	0.8981279	0.80106115	0.86643165	0.8589317	0.91635215	0.8864357	0.88525003	0.81611764	0.9455868	0.887074	0.8153899	0.8276229	0.9463125	0.90238494	0.83380544	0.92724675	0.9450646	0.8847957	0.5614561	0.8841673	0.8779056	0.8897797	0.8466878	0.90688103	0.5703707	0.89988977	0.80837715	0.91362554	0.7624151	0.86976254	0.7801391	0.89774925	0.8051296	0.9124929	0.86334145	0.9304277	0.8175818	0.913807	0.74535537	0.9383099	0.7595694	0.8707607	0.8135954	0.9275349	0.9251651	0.86911505	0.5328023	0.882442
want/noun	0.88333124	0.87085676	0.8446897	0.8209659	0.871179	0.80571747	0.85096854	0.79172605	0.8705219	0.7613907	0.8894219	0.8539974	0.8270221	0.8265653	0.7859314	0.8516277	0.8467945	0.90456903	0.880492	0.80755323	0.8255975	0.90266824	0.7650218	0.89523417	0.78641653	0.87873745	0.8724232	0.7685853	0.89573085	0.7753232	0.89432627	0.8409444	0.87160957	0.8699367	0.86295694	0.85987085	0.7977277	0.801532	0.83228135	0.91807425	0.859151	0.82282	0.8492405	0.87184685	0.8273636	0.79223824	0.83481	0.8346243	0.7734962	0.83381206	0.84103227	0.8228251	0.7927121	0.8271379	0.895619	0.8735665	0.8118477	0.8615348	0.78597146	0.7860439	0.7782312	0.8445232	0.82829154	0.9093529	0.8006674	0.85685384	0.90155834	0.8603926	0.80958545	0.8423784	0.8734585	0.86306274	0.8439402	0.8396993	0.7672087	0.8933417	0.87182504	0.85029835	0.8636492	0.86253965	0.83713824	0.8561493	0.82854515	0.8968512	0.8069542	0.85686845	0.8858883	0.7861089	0.8374815	0.7955208	0.81258976	0.8404854	0.82873535	0.8509962	0.0	0.89680773	0.8226781	0.87957126	0.8278501	0.8324178	0.7895062	0.8455236	0.8712966	0.89288855	0.87651545	0.8732021	0.8153362	0.9106438	0.87040836	0.79931414	0.8988763	0.8827347	0.7501327	0.73835707	0.8762717	0.84837663	0.7276398	0.87687695	0.8371466	0.8821912	0.8791216	0.82277596	0.8494836	0.80156565	0.82891643	0.82378256	0.89571	0.85534763	0.8056978	0.85444903	0.8247247	0.8487979	0.7536696	0.85113466	0.8556392	0.81180036	0.8773808	0.86950034	0.8087996	0.86453426	0.8829167	0.87078005	0.81723094	0.90005267	0.79359937	0.7987726	0.7563696	0.87209415	0.79881257	0.9163049	0.8660557	0.78891814	0.8117924	0.8833546	0.8733282	0.88526726	0.8221954	0.8389224	0.8677775	0.77853227	0.84401125	0.8902872	0.87811714	0.8616231	0.8830582	0.8651395	0.80239564	0.7456503	0.8807459	0.87116575	0.809129	0.7915706	0.8860787	0.78019583	0.90936655	0.87177706	0.91686964	0.87244177	0.8965692	0.8240534	0.9211672	0.9151095	0.869766	0.8702621	0.8833984
straf/noun	0.88482946	0.772497	0.7605361	0.8152419	0.8580781	0.85216963	0.9209307	0.8322367	0.84711856	0.8788235	0.91063994	0.78135514	0.9062923	0.8945168	0.9072253	0.8780672	0.86130273	0.8919504	0.88944453	0.92206955	0.9448263	0.9153195	0.8784138	0.8706524	0.89344984	0.8712473	0.8958194	0.8901638	0.8228669	0.8622964	0.9307375	0.89501274	0.69367385	0.82958335	0.90234077	0.9296729	0.85007685	0.9288107	0.9174688	0.9209754	0.85170734	0.8378008	0.8525616	0.8654867	0.84795964	0.908018	0.91908467	0.857585	0.81797177	0.896818	0.95204186	0.91574156	0.88541865	0.90630203	0.87696344	0.90799487	0.7810678	0.9161336	0.88733864	0.9338684	0.9160823	0.84416866	0.89619756	0.8843052	0.9166263	0.90982455	0.881948	0.88656306	0.9269953	0.9178078	0.79241157	0.83154535	0.93131053	0.89507115	0.85989463	0.86772573	0.9169616	0.87724215	0.88839936	0.9032978	0.90200174	0.86746037	0.8799067	0.8639543	0.9207464	0.9355874	0.9068592	0.8366094	0.90452075	0.8736063	0.80776405	0.9276783	0.8581506	0.79753095	0.89680773	0.0	0.8768532	0.93222445	0.90788406	0.8650998	0.7718398	0.8818619	0.8522446	0.84477603	0.6922288	0.755408	0.94591904	0.9552446	0.8458956	0.9061595	0.8796913	0.82038873	0.8928503	0.86235386	0.88634014	0.9043115	0.87043005	0.907977	0.9033344	0.9447547	0.9275128	0.94650346	0.8506328	0.8127946	0.8969586	0.90494716	0.8026195	0.88500625	0.8847987	0.86780095	0.8739737	0.88451827	0.9218073	0.89063597	0.93453234	0.8923505	0.8836384	0.8602668	0.82929647	0.89090145	0.74908006	0.89538574	0.86331713	0.8897996	0.9346442	0.83626187	0.91965175	0.90404606	0.94005316	0.93861127	0.8904233	0.9334979	0.92996573	0.8772594	0.89973676	0.7961178	0.8968112	0.9070558	0.89907134	0.9180276	0.8811959	0.755525	0.88940257	0.89949787	0.9251292	0.86717767	0.8781395	0.9055308	0.9174733	0.8977709	0.9359555	0.8909466	0.91070426	0.91575485	0.845428	0.86018974	0.92714435	0.74764216	0.9515367	0.8967481	0.90293014	0.9269797	0.86075723	0.79891473	0.9018315
alvast/adv	0.78575736	0.9025252	0.78828514	0.8424445	0.9018747	0.8174671	0.8369568	0.7496785	0.81012297	0.7828851	0.8263631	0.7936715	0.8030075	0.84711415	0.7292192	0.7741664	0.79494894	0.87685996	0.8710176	0.8659119	0.8570551	0.8943165	0.8281072	0.8444607	0.7885029	0.8758468	0.8548241	0.59753186	0.8639884	0.69658345	0.8725319	0.8553338	0.8635408	0.8500824	0.89003503	0.8426222	0.7793846	0.86455077	0.8687751	0.86859155	0.82287914	0.7717415	0.8829663	0.8439861	0.8296353	0.7559991	0.83995456	0.8313549	0.77066064	0.77733505	0.88119906	0.7821645	0.8127253	0.85025734	0.8814138	0.8651009	0.74706495	0.92969275	0.8884976	0.7292329	0.81352246	0.87351406	0.81462556	0.82050645	0.75544167	0.8062001	0.84913206	0.80234504	0.8211338	0.8257579	0.8353621	0.7428355	0.8789023	0.8389009	0.83055705	0.85401154	0.841005	0.8796734	0.9036985	0.77949065	0.88786864	0.80850744	0.78691465	0.6213933	0.85296154	0.8710014	0.89396626	0.72076106	0.8558001	0.7699405	0.74507153	0.7756076	0.8432419	0.9006098	0.8226781	0.8768532	0.0	0.88680977	0.7821977	0.92281914	0.6883781	0.82101583	0.85621536	0.84282076	0.75862455	0.87459016	0.7883952	0.86729926	0.87192184	0.76704836	0.89336884	0.85479337	0.67602587	0.69194376	0.8010713	0.8840791	0.8175991	0.87811595	0.87328887	0.9014062	0.90966856	0.86133695	0.9059277	0.70973396	0.8003272	0.83593416	0.8313213	0.90411144	0.82822543	0.7905473	0.85425586	0.77749574	0.7511064	0.83057964	0.8183174	0.76956874	0.8467161	0.8505801	0.8337355	0.83414745	0.85914356	0.8288396	0.71999824	0.881608	0.8351013	0.78687185	0.7786526	0.8417491	0.7655013	0.805152	0.8178177	0.7843922	0.75168896	0.8433399	0.863912	0.89223254	0.8458317	0.7765217	0.8453001	0.80184805	0.76991624	0.92210996	0.7673876	0.86351013	0.87306225	0.8593055	0.78499347	0.83380014	0.83705044	0.92150295	0.83160406	0.7585907	0.84699166	0.844939	0.8904025	0.9350115	0.8812252	0.75141436	0.8764876	0.8284419	0.88209313	0.90461206	0.9222827	0.84511256	0.8651187
valk/noun	0.9402418	0.9009671	0.85672504	0.89251024	0.9171445	0.8766157	0.92942464	0.870268	0.8942706	0.873474	0.923137	0.9530848	0.897259	0.8999357	0.8927994	0.93490344	0.88435	0.94249916	0.87528616	0.8658074	0.8767704	0.8961297	0.8828369	0.8881041	0.9005174	0.9395406	0.9379934	0.8758744	0.92351484	0.8476742	0.93731624	0.84782034	0.9242107	0.90810007	0.92315483	0.8881502	0.86302173	0.935941	0.91465026	0.93718934	0.8984169	0.9228332	0.8664782	0.94483167	0.8876423	0.8719363	0.90943563	0.89265865	0.83043426	0.92875904	0.87674236	0.92159843	0.8772061	0.8957051	0.90109676	0.85982275	0.8846862	0.8807697	0.8731727	0.9004151	0.8801246	0.86251885	0.8863295	0.94636905	0.91943544	0.91436976	0.9342798	0.89185643	0.879199	0.9228437	0.9331946	0.8888053	0.90628666	0.9073612	0.8380351	0.913304	0.9108897	0.8964199	0.90400475	0.86979514	0.8900853	0.89312255	0.85190475	0.9193615	0.9112103	0.9061635	0.9012231	0.86373127	0.8882652	0.896901	0.8736607	0.91915953	0.9090502	0.8496476	0.87957126	0.93222445	0.88680977	0.0	0.8625466	0.8689985	0.8700223	0.9167008	0.90700686	0.9224117	0.9367751	0.91015106	0.89264053	0.9637228	0.8916177	0.87463063	0.95590454	0.9466654	0.8949086	0.88368315	0.96229404	0.89135385	0.86522	0.8809566	0.87073654	0.9074691	0.9095411	0.8675891	0.86185133	0.88572156	0.8851428	0.8844645	0.907806	0.8992257	0.8510179	0.9183185	0.8421241	0.8819303	0.8806511	0.91056514	0.9038094	0.9296039	0.92056775	0.91903675	0.91599995	0.892545	0.93171334	0.9005609	0.892113	0.94046664	0.84350413	0.94848543	0.876304	0.93149054	0.8767321	0.9177633	0.9383883	0.893769	0.93037033	0.9419533	0.94415146	0.8841958	0.878674	0.9079836	0.9282939	0.88906085	0.9266969	0.9144007	0.9187354	0.85588586	0.9345886	0.86119425	0.8938967	0.8922023	0.8926222	0.91949207	0.9165325	0.8834983	0.9210931	0.88215965	0.94331396	0.88853556	0.9315068	0.8769243	0.9197044	0.89353615	0.9167757	0.94085723	0.86905265	0.8822342	0.954488
weer/adv	0.9440271	0.91431755	0.7883181	0.85655296	0.87933826	0.82509404	0.85507494	0.729508	0.84092784	0.5402019	0.74553055	0.91509056	0.8137422	0.8943144	0.6904428	0.93201506	0.78457534	0.9085299	0.90538603	0.80714893	0.6482191	0.77429724	0.851066	0.863399	0.7100046	0.8881675	0.9238755	0.78583926	0.8997866	0.76272154	0.8440019	0.84601897	0.858376	0.87693226	0.922681	0.63978964	0.7569447	0.85264397	0.8705907	0.90936154	0.89793205	0.88602114	0.8627751	0.9240217	0.861395	0.7333349	0.835809	0.73718584	0.80333674	0.82196873	0.69235206	0.73834294	0.8045929	0.8202029	0.8408484	0.752496	0.7196654	0.8826355	0.870499	0.8430977	0.74814206	0.77711487	0.84200686	0.9099048	0.78388065	0.84808135	0.94632965	0.65043724	0.8715991	0.84553635	0.85124207	0.85749745	0.8732709	0.8573344	0.69525516	0.92722905	0.8856467	0.7595578	0.92722744	0.8406031	0.83626586	0.86130667	0.7908505	0.9138074	0.82762104	0.88111985	0.8091542	0.7133119	0.7865529	0.75850224	0.7182459	0.7848865	0.87800306	0.838886	0.8278501	0.90788406	0.7821977	0.8625466	0.0	0.88440174	0.79169387	0.8497126	0.9015672	0.8783643	0.90096885	0.9031435	0.7836595	0.9081578	0.88564974	0.75904936	0.9209171	0.9065999	0.62097996	0.6910082	0.8234421	0.92115355	0.704609	0.90591544	0.7028005	0.8461785	0.8994338	0.6556159	0.8537284	0.8293236	0.8530841	0.8036594	0.8427163	0.8964574	0.85322165	0.8801468	0.8101041	0.8616411	0.710037	0.92901516	0.7177366	0.7842217	0.90094364	0.8632419	0.8673116	0.85986054	0.8821353	0.8677741	0.8110439	0.8616561	0.6817508	0.9544301	0.77605915	0.9203378	0.5675993	0.92651683	0.8694776	0.73662806	0.8522675	0.8836518	0.8608719	0.9247726	0.853026	0.82599914	0.8703147	0.70605904	0.873379	0.9333263	0.87496656	0.8394811	0.819206	0.87118816	0.83935165	0.8144903	0.8544252	0.87196827	0.80810726	0.7845762	0.8584931	0.71133804	0.89485157	0.91420513	0.89830226	0.73782325	0.83815926	0.8469137	0.7896071	0.8941472	0.90319616	0.82188237	0.94777036
vrouw/noun	0.89478946	0.8299696	0.75743145	0.8341371	0.7648611	0.82636464	0.8744315	0.85998476	0.88149047	0.8661314	0.91321844	0.9012449	0.8756839	0.7280773	0.89528114	0.8906791	0.8168034	0.8867781	0.8417828	0.8573393	0.8500398	0.8935635	0.7744734	0.82702386	0.8790793	0.88998014	0.87432295	0.86223406	0.7795199	0.87586457	0.9076961	0.76503265	0.89084595	0.91324645	0.57896584	0.87965035	0.82122815	0.91691417	0.8995777	0.92798996	0.5371268	0.8740967	0.46907628	0.88049406	0.85079193	0.8439339	0.9263938	0.7933885	0.74854374	0.88835144	0.85955584	0.9057126	0.860181	0.85764444	0.8668065	0.8257939	0.86530703	0.71019614	0.7722951	0.81712353	0.85417974	0.47687	0.8348061	0.9513397	0.88462394	0.8533879	0.926146	0.8861962	0.8345786	0.91509485	0.9229421	0.91585296	0.8522206	0.87164176	0.6586821	0.9324397	0.9133984	0.8654719	0.64991003	0.7221773	0.79134494	0.8431847	0.762092	0.94039035	0.93256956	0.8388069	0.91773623	0.87146425	0.87785405	0.8763483	0.8751248	0.90774775	0.83235323	0.29960442	0.8324178	0.8650998	0.92281914	0.8689985	0.88440174	0.0	0.8460773	0.8559847	0.90806985	0.8871378	0.9414655	0.75536525	0.84543425	0.94124186	0.5809696	0.77847785	0.888933	0.86406726	0.8758147	0.88681984	0.9513571	0.8167466	0.7823075	0.64322585	0.89709634	0.83160937	0.9260193	0.84505576	0.34746236	0.79812443	0.88909864	0.7787873	0.8941194	0.5226631	0.6223837	0.93020386	0.5914935	0.81377363	0.8844285	0.8634932	0.88654065	0.91121954	0.8319473	0.8416151	0.77689344	0.8408768	0.8489159	0.88548195	0.85551286	0.88173765	0.80921376	0.94389117	0.8757125	0.7008009	0.85783076	0.9445287	0.89126706	0.81213725	0.8969134	0.92688924	0.8626765	0.6747444	0.85688645	0.89496756	0.88646054	0.8679668	0.91308236	0.58931077	0.88067424	0.81223637	0.90565693	0.7308925	0.84607315	0.8164995	0.89522076	0.72149295	0.91943675	0.8486005	0.91452163	0.8394728	0.913878	0.7109957	0.9388525	0.8530676	0.8813313	0.8148472	0.93679845	0.93854725	0.82150286	0.66536754	0.8618649
bovendien/adv	0.8564894	0.78987837	0.6321593	0.6631777	0.9076298	0.6105504	0.88405824	0.72266793	0.6861266	0.73995006	0.74926275	0.6875623	0.8285566	0.8160283	0.67087126	0.73430514	0.74496055	0.8690058	0.7949215	0.7952006	0.8156514	0.82119495	0.7340575	0.77237284	0.7794769	0.6749197	0.8575332	0.5992875	0.68245625	0.56189543	0.8727866	0.81079507	0.77420336	0.5947746	0.88802373	0.7938613	0.674368	0.85199165	0.81341356	0.8493231	0.7602426	0.7346449	0.8054276	0.6572965	0.785731	0.7561768	0.81335926	0.78772247	0.6992334	0.66466206	0.8390024	0.7930547	0.6742499	0.8453213	0.77173865	0.8106193	0.58271754	0.799822	0.87053263	0.7479995	0.6499093	0.8269768	0.76436555	0.79947233	0.68909585	0.7083944	0.7616988	0.6786017	0.8368496	0.70633066	0.76645577	0.6071465	0.8971274	0.70461226	0.75000405	0.69150734	0.8166858	0.83896494	0.94276	0.83032095	0.84384274	0.72807807	0.7180674	0.7442662	0.74963987	0.90168583	0.8747722	0.57869875	0.82357895	0.6577866	0.5881285	0.7501216	0.6975461	0.86653256	0.7895062	0.7718398	0.6883781	0.8700223	0.79169387	0.8460773	0.0	0.6627145	0.7678405	0.7749932	0.62911564	0.76666075	0.80945575	0.9245255	0.8175552	0.7355168	0.6476965	0.8323214	0.6543125	0.5370223	0.8496737	0.79617804	0.64794195	0.86737525	0.72476995	0.8417033	0.8268937	0.810153	0.8848438	0.6954682	0.6784324	0.69592226	0.7173608	0.921321	0.8513077	0.6741947	0.7149664	0.6330858	0.73496616	0.74323475	0.8534225	0.7521442	0.8075102	0.7024162	0.73068523	0.74738884	0.768611	0.7637275	0.7018608	0.8312381	0.73487365	0.794451	0.67565477	0.7581846	0.79675156	0.9103615	0.76564145	0.73004496	0.71491337	0.8009502	0.82827145	0.7856029	0.77068317	0.7684027	0.8057365	0.7237512	0.8762456	0.8427757	0.80549014	0.824942	0.77150357	0.73305964	0.73625714	0.8830222	0.8136734	0.86622447	0.8388691	0.5509206	0.7563435	0.81591874	0.69887805	0.86607784	0.85532856	0.7709816	0.92380345	0.79246193	0.8061197	0.8829018	0.7997813	0.7573521	0.9111543
manier/noun	0.9194511	0.8388131	0.73375595	0.7679811	0.90796006	0.74093354	0.8611644	0.8525083	0.86435455	0.8123746	0.87476575	0.6561143	0.89195347	0.87730706	0.747033	0.82962644	0.7010248	0.89951295	0.9004728	0.82393175	0.8594408	0.8572191	0.7912767	0.87164664	0.8182055	0.80387855	0.9265185	0.77905667	0.87737375	0.7466342	0.90021044	0.87878025	0.79190004	0.678898	0.91919595	0.8347149	0.8311018	0.8436228	0.8036573	0.8860628	0.82968533	0.7939662	0.81441736	0.8194243	0.87451464	0.81718165	0.88623685	0.72281206	0.77007866	0.73993754	0.88226056	0.87871724	0.80743897	0.8815304	0.9046723	0.87504375	0.77103657	0.880669	0.82867146	0.75156105	0.62132645	0.8158332	0.84014344	0.9250568	0.79708505	0.7235552	0.89194685	0.7813287	0.8294911	0.7562534	0.76256096	0.860745	0.83030516	0.7531227	0.77001154	0.87428665	0.8625137	0.88632095	0.9440804	0.866372	0.87763095	0.8197128	0.8223152	0.86781	0.779922	0.9137558	0.8404298	0.6546992	0.8767003	0.7787037	0.69907206	0.79869056	0.2568996	0.8648522	0.8455236	0.8818619	0.82101583	0.9167008	0.8497126	0.8559847	0.6627145	0.0	0.8911081	0.83174646	0.76869977	0.858376	0.81006783	0.9436236	0.82762957	0.79487604	0.8350739	0.9058047	0.7341327	0.7472473	0.8782243	0.7008877	0.6709493	0.88815916	0.8614102	0.79593974	0.8736876	0.85494685	0.8656713	0.8338764	0.74402606	0.7574002	0.91132027	0.90759593	0.88146037	0.8608272	0.70994014	0.79959893	0.7449165	0.8472787	0.9025743	0.8263703	0.8870097	0.8854728	0.74846244	0.7526784	0.891047	0.79288185	0.748002	0.9044828	0.8099413	0.89943224	0.7374469	0.8215411	0.8083644	0.9206193	0.81126714	0.8322714	0.8536277	0.87878305	0.8719527	0.8129393	0.72617435	0.8836103	0.84768564	0.7118858	0.89651376	0.88675785	0.8679312	0.8833801	0.8196174	0.8453025	0.7684306	0.87115514	0.87776154	0.8645328	0.88886005	0.7137965	0.75639486	0.8239563	0.8662083	0.86505985	0.918718	0.88931394	0.94176096	0.8706999	0.90787345	0.92613953	0.8573084	0.8758513	0.94595504
humanitair/adj	0.68448395	0.8185518	0.77118313	0.86586297	0.8147	0.76193464	0.8898176	0.85500944	0.8422932	0.9036849	0.87006825	0.7573749	0.8949699	0.74973166	0.8980344	0.6841876	0.7711714	0.75448895	0.7488389	0.8757915	0.92743015	0.8937147	0.8133285	0.8316455	0.91184604	0.80118835	0.81432074	0.86306083	0.8492751	0.8275498	0.9089888	0.79044247	0.78997874	0.82242644	0.89550066	0.90982926	0.87421185	0.90157527	0.8688981	0.8888499	0.8661764	0.8124969	0.8810266	0.6738614	0.82292426	0.8449228	0.91216993	0.83397985	0.7720002	0.8274342	0.9485399	0.91911685	0.8008137	0.86231387	0.90522426	0.9389285	0.73145777	0.81300867	0.84890646	0.9002798	0.92096907	0.9406088	0.8705967	0.82790804	0.8830095	0.85814995	0.7653731	0.86180395	0.8723905	0.7710195	0.84751797	0.77204245	0.9366887	0.83778405	0.87844485	0.68779707	0.80093086	0.84565485	0.9614293	0.90037173	0.7954955	0.86591786	0.82478505	0.7937528	0.9080813	0.8968523	0.9233193	0.81774783	0.8918212	0.85617125	0.7911489	0.9113208	0.8447868	0.9104518	0.8712966	0.8522446	0.85621536	0.90700686	0.9015672	0.90806985	0.7678405	0.8911081	0.0	0.79861635	0.728938	0.81808066	0.9063823	0.93851835	0.82254636	0.846432	0.7308763	0.71842265	0.91008407	0.82321715	0.8722116	0.84899086	0.87095314	0.8699517	0.8627002	0.8559467	0.8850884	0.9332726	0.94361144	0.7818942	0.8314531	0.8555646	0.7330023	0.9421086	0.8892234	0.77383566	0.846322	0.8773171	0.92087835	0.7809868	0.9102001	0.8925086	0.8600332	0.88446337	0.815837	0.80627906	0.7405694	0.8652522	0.8178676	0.89351463	0.89753515	0.83629125	0.873497	0.8571873	0.9382049	0.89519656	0.8544605	0.9097768	0.88678926	0.88702345	0.9033745	0.8285814	0.866874	0.8968095	0.8386582	0.9380176	0.91278493	0.80006313	0.89570177	0.8113551	0.86325157	0.81133807	0.8675647	0.9461952	0.8710878	0.9184496	0.9383771	0.8633219	0.86477804	0.89413244	0.806466	0.8021072	0.8977491	0.77765405	0.87218094	0.83456707	0.91963315	0.8833167	0.8702127	0.8838771	0.7716685
wil/noun	0.7879971	0.8935604	0.85100293	0.7741177	0.8342261	0.7876462	0.89457	0.8308155	0.85271853	0.8474617	0.8757686	0.81135386	0.89262784	0.83105814	0.82069856	0.82519174	0.7399402	0.7993533	0.9180426	0.88808894	0.91034305	0.89765656	0.84403324	0.8704903	0.84493935	0.85885006	0.8547448	0.8392261	0.88909423	0.81279486	0.9085519	0.88722485	0.8201321	0.83598256	0.9077815	0.9027303	0.8089359	0.80593747	0.8512783	0.9011287	0.85345674	0.84664047	0.8837843	0.8358127	0.8655696	0.8203043	0.8843664	0.78326786	0.7924542	0.82300484	0.92948765	0.84019816	0.7997174	0.8440067	0.9151596	0.9275404	0.7526928	0.84932125	0.73642576	0.87296623	0.8656888	0.87244046	0.9318084	0.9426898	0.8283665	0.71736425	0.8914418	0.8596859	0.87428683	0.83143795	0.8738516	0.89464676	0.92660916	0.83348143	0.7949302	0.8171277	0.89454573	0.88146067	0.91102815	0.8862792	0.77984023	0.88790196	0.8928113	0.8870488	0.85675913	0.8691493	0.9128318	0.7833244	0.88566506	0.7867266	0.76841986	0.87970674	0.8284893	0.8931305	0.89288855	0.84477603	0.84282076	0.9224117	0.8783643	0.8871378	0.7749932	0.83174646	0.79861635	0.0	0.822435	0.89011425	0.87127304	0.9293219	0.861395	0.79341215	0.8793885	0.75914264	0.7857059	0.77644783	0.86637974	0.8073245	0.80950606	0.8635305	0.87072587	0.8298894	0.90139514	0.90482444	0.90272266	0.77976704	0.67379653	0.7952752	0.87899756	0.87913567	0.8725113	0.78264976	0.8238799	0.8797734	0.8268335	0.8783672	0.87995094	0.81222475	0.9069699	0.9263941	0.83189833	0.8574908	0.8850982	0.874907	0.75620633	0.8519199	0.84291875	0.8374397	0.82367647	0.83449554	0.89180946	0.9496508	0.8774303	0.8470975	0.8782394	0.9089863	0.9084637	0.86821544	0.84109867	0.851271	0.86808205	0.88204014	0.880578	0.8880402	0.874847	0.9071231	0.85951185	0.86665404	0.822628	0.89386874	0.8479817	0.86907506	0.8870563	0.77717376	0.8413405	0.82672346	0.88451034	0.81851697	0.9385877	0.86942846	0.91715205	0.8525193	0.9204627	0.9378361	0.89827514	0.89559895	0.8562361
