	gericht/adj	bijzonder/adj	commentaar/noun	Magda/name	dit/det	nog/adv	gegeven/noun	signaal/noun	begin/noun	wel/adv	reactie/noun	Dekker/name	Bodson/name	Faber/name	dat/comp	teneur/noun	strohalm/noun	Priscilla/name	tegelijk/adj	Christian/name	integratie/noun	Koffrie/name	ouder/noun	tendens/noun	zeer/adv	buitengewoon/adj	zo/adv	brief/noun	dorp_DIM/noun	aanblik/noun	wanhoop/noun	weekeinde/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	De/name	buurtbewoner/noun	woordvoerder/noun	hacker/noun	uitslag/noun	oppositie/noun	erg/adj	boodschap/noun	het/noun	feestganger/noun	blik/noun	verandering/noun	iedereen/pron	realiteit/noun	ze/pron	einde/noun	constatering/noun	terugkeer/noun	bewoording/noun	trip/noun	Midden-Oosten/name	student/noun	titelstrijd/noun	echt/adj	men/pron	opnieuw/adv	ontzettend/adj	voorbeeld/noun	ontwikkeling/noun	analist/noun	geluid/noun	gelijkspel/noun	Wotte/name	auteur/noun	verwachting/noun	Freddy/name	mevrouw/noun	Demol/name	ik/pron	perspectief/noun	wending/noun	zege/noun	dat/det	Cédric/name	steeds/adv	Buurmeijer/name	Declercq/name	rots/noun	verklaring/noun	u/pron	mij/pron	hij/pron	we/pron	markt/noun	even/adj	me/pron	weinig/adj	toekomst/noun	gestemd/adj	rest/noun	teken/noun	veel/noun	kant/noun	Wijk/name	ondertitel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	wat/pron	aanvang/noun	indicator/noun	herdershond/noun	ABVV/name	Rob/name	Hezbollah/name	vertrouwen/noun	Van/name	iets/adv	Wall/name	minder/adj	wij/pron	Standaard/name	geschiedenis/noun	team/noun
men/pron	0.82648116	0.80070764	0.8232132	0.8669078	0.763103	0.6700474	0.7570796	0.7592909	0.9325015	0.5853207	0.7946898	0.8840106	0.79501176	0.8196417	0.5162264	0.8010557	0.82722235	0.88072115	0.7272558	0.95432067	0.80644137	0.8413814	0.74255323	0.74329793	0.73360205	0.8143322	0.6762558	0.8821535	0.90633905	0.82021403	0.82443535	0.9093022	0.8724725	0.8693328	0.8745039	0.889084	0.9248128	0.971882	0.749299	0.90738976	0.77130353	0.8362923	0.7876827	0.7239665	0.77144766	0.7044642	0.81745225	0.80880594	0.74499476	0.5029417	0.72259223	0.4212575	0.8937598	0.7756195	0.8299707	0.777268	0.85142463	0.8720241	0.81834304	0.8613575	0.69276553	0.0	0.7897754	0.74620247	0.8421676	0.8232184	0.75386393	0.7955745	0.8718912	0.8162768	0.82702136	0.86202854	0.93338215	0.80921286	0.83861005	0.48156834	0.7900424	0.8288516	0.90074974	0.6257678	0.9343264	0.68612605	0.85786504	0.9198943	0.8676455	0.7862648	0.5139512	0.63230014	0.52041614	0.39634627	0.8540649	0.69722235	0.64333135	0.6578072	0.7632176	0.84510326	0.8518481	0.8261558	0.76394606	0.8640414	0.87144744	0.8442892	0.9504543	0.8918211	0.8156722	0.86628693	0.61710155	0.9126836	0.8062689	0.8992205	0.8178991	0.9475666	0.80974543	0.81557524	0.96487904	0.75726926	0.9053263	0.76868796	0.40028912	0.89441186	0.89254457	0.88863504
opnieuw/adv	0.874659	0.86945796	0.87708753	0.8682542	0.7900204	0.7167133	0.8940028	0.873206	0.80362743	0.84665424	0.86640525	0.82288617	0.82349384	0.8257627	0.85472727	0.88039154	0.84209776	0.88584626	0.7716845	0.87476635	0.9002712	0.87147945	0.9047861	0.8246208	0.8734476	0.86857677	0.86336076	0.8696408	0.8793813	0.8516867	0.8310454	0.68002486	0.80384475	0.92415917	0.9074093	0.80664074	0.80643255	0.88850534	0.7743016	0.9036566	0.8048544	0.8284973	0.79538786	0.8851625	0.8959689	0.9117279	0.82080567	0.8764067	0.8524133	0.79602486	0.8673286	0.7227242	0.8184062	0.84915453	0.78051543	0.8310218	0.7620871	0.85182685	0.8501193	0.7074598	0.80788124	0.7897754	0.0	0.8642134	0.93109596	0.89692146	0.8661266	0.8695264	0.7553895	0.8172742	0.9176899	0.80504596	0.85862994	0.9064481	0.80003905	0.80877876	0.8697159	0.8476732	0.73193944	0.88301325	0.83220816	0.765463	0.9120418	0.84588045	0.8247922	0.86924154	0.8542464	0.86600506	0.6949824	0.65981185	0.8244643	0.7382166	0.84042895	0.8224752	0.855642	0.86133105	0.8434967	0.8824077	0.85514635	0.83837914	0.8324141	0.901456	0.8540856	0.63874376	0.7202439	0.88772637	0.8877946	0.7884028	0.84817153	0.8876109	0.8105493	0.8973082	0.80295837	0.83023024	0.8874526	0.831248	0.78443444	0.80865306	0.737432	0.83013344	0.9084489	0.7360077
ontzettend/adj	0.8802979	0.56003606	0.891502	0.91916263	0.8554382	0.77135944	0.86983883	0.8716155	0.93993384	0.5848517	0.79561836	0.8854096	0.9205554	0.90086216	0.7585551	0.8370776	0.88516164	0.8910166	0.6863797	0.9567748	0.8929956	0.92465675	0.7760408	0.85600877	0.59986484	0.6082342	0.5153136	0.9071495	0.9063953	0.7588305	0.8037745	0.91065735	0.9115348	0.8774139	0.8930818	0.95883274	0.88162184	0.9827448	0.8603692	0.9765831	0.8609191	0.9197458	0.90459144	0.3779602	0.8225054	0.6562978	0.87536246	0.8018016	0.8605493	0.639145	0.799765	0.61181045	0.9389059	0.7905396	0.9046898	0.8394518	0.8371498	0.9248994	0.8765392	0.8975076	0.5453164	0.74620247	0.8642134	0.0	0.89813435	0.86022305	0.9053328	0.7682623	0.89682823	0.87103826	0.8900617	0.92353815	0.9575846	0.8040061	0.91709304	0.5039743	0.8544514	0.7856339	0.917694	0.6628624	0.9251955	0.67831725	0.92704254	0.9462038	0.8671401	0.90368116	0.7092852	0.6259555	0.7065403	0.649856	0.90246636	0.6716515	0.6157207	0.7038125	0.90483195	0.86601585	0.9046143	0.86751735	0.7207897	0.83407336	0.91605467	0.8563297	0.9422501	0.9198835	0.8488537	0.82849485	0.7103664	0.94501567	0.8994979	0.8834393	0.9389381	0.93782425	0.9293139	0.8487511	0.9777794	0.701944	0.90953326	0.7066669	0.66807246	0.9446711	0.879091	0.8912811
voorbeeld/noun	0.8176512	0.80560267	0.8682837	0.9384954	0.848114	0.8795126	0.78955764	0.7935333	0.94519365	0.8666805	0.8186154	0.9305586	0.9287745	0.9014815	0.8585224	0.8492466	0.8810183	0.9495475	0.8198207	0.9157797	0.81406236	0.93397593	0.8975211	0.77941364	0.778735	0.81288403	0.84332	0.8659843	0.86517143	0.8404492	0.8746381	0.9025214	0.89886755	0.75627565	0.9041283	0.85164565	0.82035196	0.96931314	0.90894634	0.9061356	0.85555637	0.8923871	0.9207549	0.85287064	0.86800516	0.88202286	0.89649975	0.8909925	0.83891445	0.90106803	0.8352078	0.8963308	0.93708783	0.8121833	0.8671949	0.8118388	0.8462944	0.8469039	0.85316366	0.90657437	0.8655529	0.8421676	0.93109596	0.89813435	0.0	0.78139055	0.8916305	0.8488757	0.9137495	0.9158462	0.7336865	0.9073559	0.9497676	0.907653	0.93432	0.9070294	0.7695636	0.7875526	0.90639013	0.8548535	0.95874524	0.8698765	0.9463897	0.9530108	0.883381	0.81064457	0.8771901	0.87804896	0.88030463	0.890302	0.87522215	0.9043364	0.9146815	0.8417264	0.87495077	0.9190946	0.9173832	0.8180026	0.81097704	0.9024881	0.9136182	0.8431388	0.9598784	0.9421241	0.9192027	0.7587244	0.8646142	0.95803607	0.7727884	0.9032587	0.9237202	0.9343576	0.89870304	0.883065	0.9643909	0.86759657	0.9172851	0.8660778	0.8526848	0.9315493	0.76150644	0.87060744
ontwikkeling/noun	0.6611123	0.76683843	0.8840383	0.9229082	0.79800975	0.89945567	0.7108456	0.7631594	0.92297935	0.8894711	0.80195034	0.93575966	0.8918344	0.8775035	0.8571877	0.8312917	0.91278607	0.9362554	0.7810013	0.96454334	0.5714414	0.9115671	0.8644334	0.593011	0.72446287	0.7440518	0.8557891	0.92742854	0.91383606	0.85184544	0.8670571	0.9168771	0.9442115	0.90455526	0.8781009	0.739364	0.93225265	0.98809063	0.8996614	0.9489722	0.83971596	0.8513427	0.8805431	0.8303669	0.8496576	0.89877385	0.9405674	0.8823186	0.5813044	0.875555	0.75255746	0.894996	0.90479654	0.79935944	0.8028442	0.83156395	0.8597195	0.7233461	0.8345867	0.8795174	0.8675022	0.8232184	0.89692146	0.86022305	0.78139055	0.0	0.8127059	0.7988631	0.923529	0.8916534	0.8600474	0.81309444	0.96611154	0.95391035	0.94128716	0.9235759	0.63509583	0.7650752	0.9291524	0.82547915	0.9671826	0.75136876	0.90200883	0.9547623	0.9142008	0.82745993	0.92820454	0.888179	0.9037303	0.8674454	0.7012772	0.90088177	0.9050818	0.81767005	0.6547673	0.85483825	0.83836776	0.79945487	0.8211013	0.8930036	0.90818673	0.87213564	0.8781581	0.93356276	0.8653447	0.8603897	0.8644228	0.9386652	0.6745824	0.9437776	0.8879275	0.9541837	0.8484664	0.8563645	0.9887333	0.86513263	0.8418962	0.8008274	0.8258162	0.92737466	0.71514726	0.8827188
analist/noun	0.888847	0.8667526	0.7879837	0.9117331	0.79732484	0.8726661	0.8621362	0.7949495	0.8970259	0.848608	0.76599634	0.82816404	0.78133357	0.82258505	0.71100205	0.8061662	0.90304583	0.9402548	0.8496158	0.87266576	0.8926576	0.66981256	0.9012336	0.7823947	0.7926378	0.8036516	0.8533446	0.883531	0.960985	0.8823682	0.9027824	0.88947284	0.8157859	0.8872549	0.93963134	0.8137284	0.9018511	0.86964124	0.83565897	0.68543077	0.8533712	0.83004344	0.85343814	0.83052087	0.89842963	0.8830397	0.9149119	0.9124589	0.8543546	0.84217983	0.8921037	0.86072063	0.94211566	0.8202061	0.8807433	0.8182393	0.90926474	0.8751638	0.88745147	0.91433245	0.8899189	0.75386393	0.8661266	0.9053328	0.8916305	0.8127059	0.0	0.8862727	0.9122404	0.8359217	0.80439156	0.5957782	0.87628037	0.8649883	0.8717394	0.8464982	0.85766816	0.86001	0.92850775	0.83045244	0.9024444	0.82005996	0.8654489	0.85981363	0.92977774	0.80172604	0.8657212	0.8684093	0.8121662	0.85117406	0.6972311	0.9080844	0.8808542	0.8421314	0.8267277	0.73467946	0.9070781	0.8192238	0.8332583	0.90558785	0.7800058	0.91902673	0.57979745	0.87629694	0.87291753	0.90951127	0.8701376	0.9212764	0.6807732	0.9648804	0.8382601	0.83725333	0.88859177	0.8080251	0.86000943	0.71090925	0.5755194	0.81557083	0.8205992	0.89881873	0.9320587	0.88565737
geluid/noun	0.837697	0.75388014	0.8262136	0.93505347	0.86432815	0.86178684	0.76681936	0.68824965	0.94646305	0.80868995	0.7718269	0.92843866	0.9222808	0.9155634	0.87356323	0.78770393	0.9098261	0.9336548	0.65280527	0.9576535	0.86558264	0.93266875	0.8841938	0.77331394	0.71728706	0.7555421	0.7459096	0.9050209	0.86628616	0.6885952	0.8088571	0.91451967	0.95473856	0.8491701	0.8523985	0.92484796	0.8767983	0.9854465	0.84761417	0.9716756	0.8299947	0.8979604	0.887562	0.73978287	0.7557902	0.8468226	0.8340515	0.69795597	0.81929356	0.79271126	0.7857759	0.76188093	0.93612593	0.7973088	0.88788664	0.7405677	0.8847624	0.894355	0.87635064	0.8987754	0.79255515	0.7955745	0.8695264	0.7682623	0.8488757	0.7988631	0.8862727	0.0	0.94063675	0.90507686	0.8780229	0.86946195	0.96191484	0.8784596	0.92353606	0.81240845	0.7591405	0.70445776	0.9386457	0.79639494	0.9556119	0.75185025	0.96235776	0.954463	0.7701677	0.86252815	0.87460023	0.8184805	0.8268701	0.83422744	0.8421133	0.7493682	0.8054111	0.8238902	0.87848186	0.7815477	0.88196	0.8392	0.7866594	0.82264256	0.93098056	0.83781236	0.9222498	0.9537265	0.82511896	0.81484807	0.83749753	0.930098	0.8179326	0.86543536	0.91234004	0.9496577	0.86848956	0.9060847	0.98583996	0.7492862	0.87262136	0.79478264	0.8401572	0.9401151	0.8678347	0.90664035
gelijkspel/noun	0.9488425	0.8834096	0.9410985	0.9385828	0.87747175	0.8393686	0.94106233	0.9137137	0.94335735	0.87977177	0.92294556	0.8613126	0.9325721	0.91360635	0.89379793	0.9023404	0.82338583	0.94471115	0.9315579	0.89416146	0.92231697	0.93741935	0.9511934	0.92419946	0.8703613	0.8807713	0.9046409	0.9731582	0.92694086	0.91323996	0.9095072	0.78044504	0.72979057	0.96517396	0.9496718	0.8540493	0.7417105	0.8560269	0.9142602	0.97364306	0.93176836	0.71053416	0.91914684	0.87025917	0.9423112	0.89052105	0.9319037	0.9281794	0.9408843	0.8926795	0.92667615	0.8882383	0.88454497	0.8113828	0.80713445	0.92188084	0.6746997	0.93361074	0.953274	0.65942353	0.894439	0.8718912	0.7553895	0.89682823	0.9137495	0.923529	0.9122404	0.94063675	0.0	0.8037152	0.9600616	0.88378906	0.8662764	0.95192695	0.81991136	0.88797456	0.8578203	0.84473574	0.34768987	0.8694231	0.8019006	0.9217873	0.95128673	0.85298365	0.9168192	0.90710944	0.9198426	0.8978586	0.8793298	0.75920147	0.93936723	0.88128	0.9023067	0.85839546	0.9125325	0.9059237	0.9228391	0.92761374	0.8916811	0.92798376	0.85404074	0.94033754	0.88522184	0.84850216	0.91972566	0.9562131	0.9421855	0.8317281	0.9301599	0.9487761	0.90715665	0.92818654	0.9236569	0.84393734	0.8517707	0.9088425	0.9048046	0.8713292	0.79514897	0.86790013	0.9542423	0.7347168
Wotte/name	0.9061306	0.8803457	0.8709048	0.86940736	0.839957	0.83170694	0.89802533	0.8860104	0.90026057	0.8492984	0.8703085	0.7714913	0.7777911	0.75828546	0.81281793	0.8690059	0.87908185	0.9082017	0.86008036	0.8108691	0.90070176	0.83921826	0.899084	0.8832501	0.85321903	0.8705472	0.8494766	0.8890075	0.940278	0.9114373	0.87311226	0.81122124	0.61580205	0.88805807	0.93113005	0.87646455	0.78280085	0.8518633	0.8863811	0.84892	0.9032983	0.8565972	0.8714508	0.8695806	0.8975846	0.87533295	0.8878768	0.88520694	0.8791694	0.83477706	0.8804134	0.8050183	0.890451	0.80668104	0.8402653	0.8416421	0.8459297	0.92200035	0.88628876	0.82504755	0.87300134	0.8162768	0.8172742	0.87103826	0.9158462	0.8916534	0.8359217	0.90507686	0.8037152	0.0	0.8596968	0.85726285	0.85374665	0.85857296	0.7750598	0.8114051	0.8551361	0.8525959	0.8192147	0.8471952	0.8586537	0.87399906	0.8857528	0.8679751	0.9049162	0.8573674	0.8454718	0.8309595	0.7246393	0.791155	0.92572516	0.8907504	0.8405844	0.83294135	0.8662756	0.8650904	0.9016963	0.9175743	0.85272366	0.91040087	0.760203	0.89751345	0.92073685	0.8288135	0.90870124	0.91571	0.86161864	0.87240916	0.88615775	0.92586863	0.86187035	0.728415	0.8829995	0.8534974	0.79994905	0.8732961	0.9019632	0.89519256	0.79406196	0.8975617	0.94107527	0.7360418
auteur/noun	0.8817561	0.81363314	0.7622324	0.8001585	0.85326433	0.91917324	0.8217052	0.91147673	0.93858284	0.89428777	0.8388799	0.7995277	0.8531559	0.7345715	0.83838385	0.791165	0.89537925	0.87925243	0.798023	0.72024554	0.8745903	0.91934824	0.8250811	0.8327982	0.81528443	0.80007887	0.8501052	0.7331356	0.8603474	0.8751209	0.82789624	0.89529645	0.7022025	0.36465728	0.90254897	0.88858277	0.6919993	0.73986435	0.83614457	0.764751	0.83230186	0.8808898	0.8869595	0.891881	0.86238027	0.90521336	0.87655634	0.88243324	0.9052339	0.8875234	0.83156973	0.8559081	0.94256955	0.8052512	0.89379334	0.77147025	0.89372253	0.879869	0.77222824	0.8989372	0.8917452	0.82702136	0.9176899	0.8900617	0.7336865	0.8600474	0.80439156	0.8780229	0.9600616	0.8596968	0.0	0.937622	0.78453803	0.79751164	0.8272935	0.8971535	0.7969784	0.80534595	0.93730086	0.88752794	0.831424	0.8781996	0.8951865	0.7302799	0.884002	0.81257355	0.82383037	0.8783468	0.77798855	0.9108982	0.9097073	0.92451733	0.9118538	0.8607415	0.94297266	0.8883159	0.94548744	0.8843615	0.8609701	0.900002	0.81123483	0.6526537	0.973879	0.904463	0.89698035	0.4718554	0.87105244	0.93461066	0.847216	0.88506246	0.81738263	0.6851337	0.8753171	0.93706864	0.74647456	0.9032062	0.87076646	0.90450215	0.86967814	0.7227876	0.66885126	0.8005204
verwachting/noun	0.86028683	0.8686031	0.8682145	0.94629633	0.75757045	0.82873183	0.83805716	0.7901623	0.83583677	0.8782191	0.8318013	0.90339005	0.86164594	0.90583885	0.843962	0.82757276	0.9070765	0.9433501	0.8383003	0.95866084	0.86363477	0.77502525	0.92193824	0.76953024	0.8295666	0.80868465	0.88331425	0.89046234	0.93847674	0.89917177	0.8781187	0.8539828	0.9262189	0.9434876	0.9248842	0.7881224	0.9074216	0.9796817	0.91691923	0.8841944	0.90019727	0.8473055	0.8959675	0.8713911	0.8692581	0.90616345	0.91621953	0.9074216	0.842673	0.9162627	0.83029985	0.8948978	0.88818735	0.818874	0.89033425	0.8478774	0.89988124	0.88976026	0.9079518	0.8765769	0.9022965	0.86202854	0.80504596	0.92353815	0.9073559	0.81309444	0.5957782	0.86946195	0.88378906	0.85726285	0.937622	0.0	0.9608754	0.9364559	0.93447113	0.9136747	0.7946273	0.8668741	0.9144164	0.8348196	0.9573143	0.8427208	0.92405325	0.94795763	0.90011775	0.8113497	0.92096096	0.9184499	0.8807635	0.84683424	0.77251124	0.9025206	0.91731876	0.85099804	0.8194989	0.77970964	0.87473994	0.8353821	0.8557327	0.8989674	0.87717485	0.9116387	0.57186794	0.8206629	0.86158276	0.9154633	0.89393145	0.9053584	0.7339772	0.9521583	0.8862421	0.94442195	0.92074454	0.7165953	0.9802717	0.7029534	0.7236233	0.81596696	0.8545643	0.92414165	0.92753327	0.8932794
Freddy/name	0.96567553	0.94891983	0.8887399	0.58868563	0.94719845	0.9490218	0.9506081	0.9534106	0.9590441	0.9629547	0.926546	0.6945692	0.79422736	0.8235082	0.922278	0.8949916	0.89763266	0.87087435	0.93936205	0.45921105	0.95311147	0.9215579	0.9214546	0.93067867	0.96420366	0.94574004	0.9539765	0.87264574	0.9421786	0.93037003	0.9019098	0.89197695	0.6097067	0.815951	0.95761347	0.91224456	0.8266535	0.440368	0.812832	0.7273153	0.9187823	0.8503223	0.8711145	0.9741308	0.9477798	0.9835289	0.941165	0.9449059	0.9785544	0.95219076	0.96321374	0.91710484	0.9694391	0.92495394	0.87946963	0.8900418	0.8458044	0.9518054	0.92083406	0.84419173	0.95694023	0.93338215	0.85862994	0.9575846	0.9497676	0.96611154	0.87628037	0.96191484	0.8662764	0.85374665	0.78453803	0.9608754	0.0	0.7755324	0.6299863	0.9379609	0.95116735	0.9248708	0.81133956	0.96494997	0.6044831	0.96466446	0.9399279	0.4688542	0.9246366	0.90173966	0.92374486	0.9382885	0.8485701	0.9468596	0.9560318	0.936428	0.94108546	0.9461801	0.95715255	0.8856155	0.96650434	0.95698684	0.91659725	0.9676325	0.78137803	0.9123873	0.94726795	0.9057535	0.9186577	0.9391387	0.9655732	0.89389235	0.9550465	0.9357079	0.6951381	0.6214409	0.92600006	0.93842626	0.42990077	0.95475113	0.9324384	0.9405132	0.9409835	0.7869215	0.94397616	0.8258272
mevrouw/noun	0.9318067	0.8943817	0.82809484	0.76704925	0.90956837	0.8830819	0.9076619	0.90664744	0.9453739	0.81986654	0.8305898	0.76022667	0.85362893	0.7205916	0.78999585	0.8501216	0.91781014	0.82326305	0.8792568	0.8280825	0.9293414	0.9216001	0.76337314	0.9118438	0.90369815	0.8476617	0.8193354	0.69002736	0.8938473	0.8316226	0.84590214	0.87176585	0.828555	0.80768347	0.8922171	0.9558286	0.8809923	0.7211354	0.80696654	0.7196519	0.89761883	0.9173596	0.87980306	0.86303616	0.85557485	0.8679165	0.87053823	0.8603045	0.9467341	0.769645	0.9163082	0.6840459	0.9643843	0.81025064	0.90452385	0.7966533	0.8988776	0.93051106	0.8862711	0.9377988	0.84049827	0.80921286	0.9064481	0.8040061	0.907653	0.95391035	0.8649883	0.8784596	0.95192695	0.85857296	0.79751164	0.9364559	0.7755324	0.0	0.8393137	0.7145312	0.92369324	0.84811187	0.94507533	0.82946837	0.8672492	0.8866627	0.8913299	0.80062973	0.89398795	0.8163776	0.68194354	0.73122656	0.6986203	0.81945264	0.95526016	0.780625	0.75649345	0.91202927	0.9539266	0.88443565	0.92296857	0.9070953	0.8172204	0.9225896	0.7404903	0.8447069	0.9784068	0.88924617	0.90830034	0.84271497	0.8167424	0.9239454	0.93651587	0.9047952	0.8865532	0.6718983	0.89683414	0.9126937	0.71739596	0.8518349	0.92344385	0.94282943	0.79122233	0.8665925	0.91918015	0.9325967
Demol/name	0.92275774	0.90404856	0.8796463	0.7379653	0.9020898	0.8564891	0.9193729	0.935106	0.9355599	0.88282853	0.9172172	0.7713952	0.80913115	0.83846104	0.86405605	0.8961083	0.8918103	0.90041035	0.8985414	0.6354226	0.9236705	0.8890819	0.8996903	0.90922785	0.9088901	0.9181892	0.90794134	0.8916583	0.9288182	0.9005101	0.88739246	0.8945255	0.66272765	0.8777055	0.9469264	0.8774984	0.8049391	0.61411154	0.82092917	0.7870824	0.9045729	0.8438194	0.86415863	0.9102249	0.9288653	0.93684196	0.92387223	0.9149132	0.9405412	0.8725415	0.92758137	0.8352401	0.9219295	0.8958752	0.8537763	0.8822463	0.8132101	0.94659853	0.90965164	0.8186679	0.90190923	0.83861005	0.80003905	0.91709304	0.93432	0.94128716	0.8717394	0.92353606	0.81991136	0.7750598	0.8272935	0.93447113	0.6299863	0.8393137	0.0	0.8449391	0.9208176	0.888339	0.7902215	0.9061157	0.677989	0.9066494	0.92317617	0.6004665	0.9004868	0.89008707	0.87157184	0.8807469	0.76572555	0.83835506	0.93701017	0.866709	0.882927	0.8685367	0.9151329	0.88235265	0.92890626	0.9272302	0.89374673	0.9332433	0.8229637	0.8908144	0.94117063	0.86979115	0.8983201	0.9275803	0.9138516	0.86526203	0.9260071	0.92644334	0.7728511	0.74287134	0.89439464	0.8963052	0.5835004	0.9258807	0.92443675	0.8850077	0.8357694	0.8359111	0.937347	0.79370975
ik/pron	0.91664714	0.80011106	0.87222946	0.8870526	0.7977979	0.59614205	0.90369856	0.8678278	0.92885506	0.46522492	0.81632155	0.82365906	0.8543953	0.8621643	0.5923001	0.84366286	0.8576192	0.8541837	0.75874156	0.96084243	0.9196644	0.8712472	0.71395457	0.8739977	0.8059474	0.83077	0.5853977	0.89250654	0.9136019	0.8033323	0.81535184	0.90412337	0.86064935	0.87823635	0.8884523	0.95932084	0.89950705	0.98250425	0.81167793	0.95476794	0.8669462	0.88498676	0.88309306	0.64477825	0.8077543	0.65405273	0.8413805	0.8117096	0.8665402	0.4112599	0.79879797	0.32076526	0.90599966	0.8275388	0.88534737	0.86132103	0.8533416	0.9464819	0.8624563	0.8660673	0.48669106	0.48156834	0.80877876	0.5039743	0.9070294	0.9235759	0.8464982	0.81240845	0.88797456	0.8114051	0.8971535	0.9136747	0.9379609	0.7145312	0.8449391	0.0	0.8753355	0.82451844	0.90890384	0.556652	0.9079876	0.7453109	0.8731448	0.93271714	0.8916966	0.8910362	0.43235475	0.40355694	0.4063241	0.33132917	0.922545	0.5814157	0.3885492	0.7131057	0.8419693	0.8436926	0.8601189	0.85861737	0.7476474	0.8728097	0.8868174	0.86851066	0.9636924	0.85777634	0.85728055	0.86331487	0.54217494	0.9317225	0.91734344	0.889439	0.9077661	0.9266114	0.90652233	0.827033	0.9677922	0.73034084	0.935783	0.801012	0.3647204	0.9283353	0.90204936	0.88021195
perspectief/noun	0.70697904	0.7510867	0.84937966	0.93697554	0.81904554	0.83406687	0.7628383	0.7627185	0.9117881	0.79463077	0.82733846	0.9117432	0.892742	0.87050843	0.8290972	0.81548804	0.87205994	0.9298585	0.7289506	0.9392478	0.7221228	0.89779663	0.8856634	0.7470528	0.70224047	0.7278975	0.78085506	0.9108013	0.8960826	0.7764019	0.81785494	0.8889333	0.8775344	0.83438	0.9181255	0.8210404	0.85247844	0.9696961	0.9174969	0.95713925	0.8717531	0.8604647	0.87857705	0.77447593	0.810799	0.8069998	0.9050517	0.7543937	0.7316923	0.8649986	0.6874335	0.8477156	0.87328786	0.77568346	0.83764225	0.7766038	0.8546194	0.7727746	0.84191614	0.84631836	0.81480944	0.7900424	0.8697159	0.8544514	0.7695636	0.63509583	0.85766816	0.7591405	0.8578203	0.8551361	0.7969784	0.7946273	0.95116735	0.92369324	0.9208176	0.8753355	0.0	0.7011348	0.86810917	0.78653777	0.9268491	0.7716821	0.9243639	0.9348357	0.87491316	0.8247785	0.8878791	0.8546294	0.8579632	0.81065905	0.79669386	0.87108505	0.88338983	0.76855266	0.7049112	0.8580698	0.9011247	0.7459065	0.7557026	0.81928635	0.9003711	0.82373136	0.91534066	0.931198	0.8597646	0.7935312	0.83743894	0.9320934	0.7421843	0.9330184	0.8947792	0.9373812	0.8845155	0.7662337	0.9612777	0.78532517	0.8757927	0.7908153	0.7957222	0.9218655	0.7401547	0.838519
wending/noun	0.8754126	0.7148724	0.79259455	0.8926137	0.77735794	0.8573808	0.80685055	0.8019834	0.8506588	0.78762007	0.77033424	0.8923981	0.88473856	0.8746028	0.800336	0.7865011	0.85890806	0.892336	0.7339668	0.9107758	0.86686844	0.8949969	0.8857078	0.7855186	0.71959126	0.696473	0.7518838	0.88141936	0.90207994	0.7474395	0.794133	0.85183907	0.87224877	0.8373464	0.9338182	0.8955214	0.8002905	0.93879956	0.8954149	0.9356885	0.8682661	0.81302124	0.8790893	0.7224859	0.79933536	0.78099024	0.89199746	0.8103931	0.74539554	0.82619846	0.76165056	0.8147528	0.7740912	0.7497175	0.8227612	0.76373154	0.83625007	0.8490372	0.90552986	0.8295096	0.7617374	0.8288516	0.8476732	0.7856339	0.7875526	0.7650752	0.86001	0.70445776	0.84473574	0.8525959	0.80534595	0.8668741	0.9248708	0.84811187	0.888339	0.82451844	0.7011348	0.0	0.8228706	0.776103	0.903224	0.83419293	0.9328287	0.907027	0.85410434	0.79728144	0.8656538	0.8197681	0.79597074	0.83663046	0.9033481	0.8294445	0.8430203	0.7935175	0.8624777	0.8314042	0.88594437	0.8118479	0.75316906	0.8464069	0.8712308	0.7818466	0.93458056	0.8677651	0.89210844	0.7725859	0.8566244	0.8547945	0.8494716	0.8863822	0.9082099	0.89200866	0.87476075	0.86766356	0.9343748	0.8038836	0.86844015	0.8087338	0.83897775	0.9230003	0.7945317	0.8830513
