	gericht/adj	bijzonder/adj	commentaar/noun	Magda/name	dit/det	nog/adv	gegeven/noun	signaal/noun	begin/noun	wel/adv	reactie/noun	Dekker/name	Bodson/name	Faber/name	dat/comp	teneur/noun	strohalm/noun	Priscilla/name	tegelijk/adj	Christian/name	integratie/noun	Koffrie/name	ouder/noun	tendens/noun	zeer/adv	buitengewoon/adj	zo/adv	brief/noun	dorp_DIM/noun	aanblik/noun	wanhoop/noun	weekeinde/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	De/name	buurtbewoner/noun	woordvoerder/noun	hacker/noun	uitslag/noun	oppositie/noun	erg/adj	boodschap/noun	het/noun	feestganger/noun	blik/noun	verandering/noun	iedereen/pron	realiteit/noun	ze/pron	einde/noun	constatering/noun	terugkeer/noun	bewoording/noun	trip/noun	Midden-Oosten/name	student/noun	titelstrijd/noun	echt/adj	men/pron	opnieuw/adv	ontzettend/adj	voorbeeld/noun	ontwikkeling/noun	analist/noun	geluid/noun	gelijkspel/noun	Wotte/name	auteur/noun	verwachting/noun	Freddy/name	mevrouw/noun	Demol/name	ik/pron	perspectief/noun	wending/noun	zege/noun	dat/det	Cédric/name	steeds/adv	Buurmeijer/name	Declercq/name	rots/noun	verklaring/noun	u/pron	mij/pron	hij/pron	we/pron	markt/noun	even/adj	me/pron	weinig/adj	toekomst/noun	gestemd/adj	rest/noun	teken/noun	veel/noun	kant/noun	Wijk/name	ondertitel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	wat/pron	aanvang/noun	indicator/noun	herdershond/noun	ABVV/name	Rob/name	Hezbollah/name	vertrouwen/noun	Van/name	iets/adv	Wall/name	minder/adj	wij/pron	Standaard/name	geschiedenis/noun	team/noun
brief/noun	0.87695134	0.9051568	0.7354976	0.80768067	0.8925309	0.91113913	0.77217305	0.8100434	0.90735185	0.92770314	0.6821407	0.8752292	0.8591876	0.7442156	0.7699452	0.8208812	0.90572786	0.9109108	0.8342681	0.88388246	0.92965287	0.9060669	0.82308066	0.90280205	0.90338427	0.85639393	0.90214455	0.0	0.91717714	0.90226847	0.87854695	0.82944435	0.912145	0.7948133	0.9001656	0.8899288	0.8914782	0.8489032	0.71644855	0.6868262	0.8456164	0.9007992	0.8007437	0.9398264	0.72158366	0.956135	0.8622162	0.8495089	0.9298623	0.8960682	0.9188771	0.8247535	0.9372847	0.8299488	0.90047777	0.70778084	0.9060533	0.8800239	0.8716092	0.94282913	0.9462377	0.8821535	0.8696408	0.9071495	0.8659843	0.92742854	0.883531	0.9050209	0.9731582	0.8890075	0.7331356	0.89046234	0.87264574	0.69002736	0.8916583	0.89250654	0.9108013	0.88141936	0.9637426	0.9236799	0.94755405	0.90636194	0.894622	0.89296556	0.9099054	0.664723	0.7914842	0.8688856	0.76347774	0.90602297	0.9331036	0.909035	0.8948833	0.9159323	0.94020724	0.8883375	0.94296354	0.9090229	0.88816357	0.93421715	0.8438494	0.8345421	0.9598801	0.78867316	0.89660573	0.70562875	0.89958584	0.8899636	0.88913196	0.9177622	0.8128847	0.8182384	0.86262	0.8877098	0.8620187	0.9220561	0.87641436	0.94615173	0.86747015	0.75319564	0.8755162	0.93573093
dorp_DIM/noun	0.89642286	0.9084718	0.9462061	0.93468255	0.9462556	0.9108754	0.9350387	0.9326274	0.9258751	0.93979996	0.9245121	0.92393875	0.9379569	0.903219	0.9590089	0.917951	0.92561233	0.91103363	0.87859315	0.8909888	0.9323367	0.9738023	0.85500944	0.90050256	0.9117035	0.911505	0.89797175	0.91717714	0.0	0.77228796	0.8494723	0.79653555	0.92551136	0.79439396	0.90306437	0.90686125	0.882723	0.95344543	0.8604907	0.9390562	0.88132936	0.94484085	0.89977795	0.9143929	0.9221742	0.9577761	0.8371163	0.86406326	0.9305803	0.898571	0.8824974	0.8535007	0.91678625	0.90808916	0.86415076	0.9016266	0.7712611	0.84182674	0.84907424	0.8777952	0.9169444	0.90633905	0.8793813	0.9063953	0.86517143	0.91383606	0.960985	0.86628616	0.92694086	0.940278	0.8603474	0.93847674	0.9421786	0.8938473	0.9288182	0.9136019	0.8960826	0.90207994	0.90523463	0.9549429	0.9294901	0.90181136	0.9670151	0.93546927	0.6452224	0.9447313	0.9283197	0.92779696	0.86074114	0.90402883	0.90108925	0.86628497	0.92778975	0.9260415	0.92659277	0.9054035	0.8656142	0.9297097	0.8810647	0.83434117	0.88865995	0.8644947	0.9680269	0.9000385	0.79735994	0.87952846	0.9431162	0.9192671	0.9141312	0.8543321	0.9161473	0.9437006	0.8310474	0.96083164	0.96276814	0.87060744	0.9338858	0.8981154	0.9263329	0.9375116	0.83701813	0.8590874
aanblik/noun	0.86388123	0.767089	0.88893986	0.8972396	0.8585354	0.86554295	0.871976	0.87229735	0.93198097	0.84093946	0.8146398	0.8980192	0.9126546	0.8867307	0.8604413	0.8214704	0.89840126	0.8939398	0.694767	0.9332623	0.90945166	0.93397754	0.8662733	0.83888674	0.767132	0.7723756	0.75079703	0.90226847	0.77228796	0.0	0.78321683	0.87618726	0.9276831	0.85488147	0.8755661	0.9117404	0.87949634	0.9450396	0.7974125	0.9455395	0.8506804	0.8937361	0.9130517	0.7490274	0.8553797	0.83299345	0.7829562	0.68544245	0.8712399	0.79776394	0.8389187	0.7714043	0.9237299	0.79679257	0.87591773	0.82245374	0.8348453	0.8724468	0.84944403	0.88568413	0.7926122	0.82021403	0.8516867	0.7588305	0.8404492	0.85184544	0.8823682	0.6885952	0.91323996	0.9114373	0.8751209	0.89917177	0.93037003	0.8316226	0.9005101	0.8033323	0.7764019	0.7474395	0.89417267	0.82681984	0.9154784	0.8254596	0.94365567	0.92380077	0.73016906	0.89642704	0.8587388	0.80979145	0.8206761	0.8515167	0.87801313	0.7483797	0.80806446	0.8163424	0.87987727	0.837296	0.8588569	0.84292483	0.76518226	0.834226	0.897767	0.8525319	0.93895924	0.9342651	0.7840082	0.82696307	0.85696244	0.89917654	0.85891193	0.8523426	0.90653616	0.92250663	0.8699726	0.90043074	0.9476516	0.7953895	0.8818724	0.7923572	0.8496853	0.9378005	0.86594075	0.90316606
wanhoop/noun	0.8445258	0.88887143	0.8886257	0.8858939	0.8958975	0.86499333	0.89832425	0.84273785	0.9468187	0.8764659	0.82158864	0.89675003	0.9142855	0.8524314	0.8234058	0.8431606	0.8803712	0.87286234	0.7560518	0.8849049	0.87825644	0.924437	0.79388285	0.8190979	0.8486981	0.86047214	0.8252591	0.87854695	0.8494723	0.78321683	0.0	0.87897015	0.8814651	0.794273	0.9291728	0.92623365	0.87166655	0.936823	0.82543844	0.9320903	0.8473642	0.9235487	0.86435425	0.85032856	0.8192419	0.8929497	0.8565813	0.75876856	0.82579184	0.833032	0.77049446	0.7451976	0.8529271	0.78805	0.8295373	0.8096163	0.87708545	0.81530017	0.8834183	0.88176477	0.79573286	0.82443535	0.8310454	0.8037745	0.8746381	0.8670571	0.9027824	0.8088571	0.9095072	0.87311226	0.82789624	0.8781187	0.9019098	0.84590214	0.88739246	0.81535184	0.81785494	0.794133	0.9012403	0.8528152	0.92182094	0.75949323	0.9528584	0.9067657	0.8047621	0.8514087	0.8753006	0.8120549	0.7519641	0.8518304	0.8806801	0.8110045	0.8102091	0.83717775	0.8536478	0.8650094	0.9049547	0.76678807	0.8321676	0.8933577	0.87959915	0.8663206	0.9567461	0.9328274	0.88786286	0.8443696	0.86363035	0.93404007	0.865581	0.8588561	0.90584266	0.9049344	0.83721066	0.81038976	0.9275239	0.8448699	0.8732835	0.8633156	0.84450173	0.9264132	0.867955	0.90027267
weekeinde/noun	0.88998806	0.89228517	0.865222	0.9071896	0.80957997	0.8559478	0.9224512	0.8967069	0.7765218	0.92979586	0.8344039	0.8462292	0.8925272	0.8252121	0.84410745	0.8612374	0.8949126	0.8873376	0.8406331	0.87833476	0.9121835	0.89004177	0.8945399	0.88126326	0.90835536	0.86271036	0.89576316	0.82944435	0.79653555	0.87618726	0.87897015	0.0	0.7977876	0.8856818	0.9124037	0.74503875	0.7658595	0.910899	0.81727815	0.81489265	0.82071596	0.7987425	0.80187297	0.9231742	0.90375173	0.9447425	0.7957346	0.9372577	0.9014596	0.9007952	0.9268916	0.8468307	0.86469674	0.8447405	0.76977843	0.7946539	0.727433	0.8000251	0.8308161	0.6883885	0.8811121	0.9093022	0.68002486	0.91065735	0.9025214	0.9168771	0.88947284	0.91451967	0.78044504	0.81122124	0.89529645	0.8539828	0.89197695	0.87176585	0.8945255	0.90412337	0.8889333	0.85183907	0.75117105	0.9236305	0.8601092	0.86771053	0.928845	0.90411246	0.87420684	0.8604239	0.9181419	0.9280044	0.77383685	0.84365803	0.8937767	0.88013136	0.9339478	0.9064273	0.8944176	0.88788843	0.8939019	0.90745664	0.874195	0.9211009	0.7880148	0.8887717	0.84070224	0.4910313	0.71391994	0.9019035	0.94123477	0.7722919	0.9164397	0.8761939	0.8660712	0.857729	0.7946706	0.8998423	0.90406	0.9145349	0.8427425	0.90014505	0.88212454	0.86110073	0.84062576	0.73292875
coach/noun	0.9273655	0.91598034	0.8517316	0.72627664	0.9230947	0.90576774	0.9580144	0.94119596	0.93459064	0.9040022	0.9207634	0.7539584	0.7893311	0.77167654	0.8791477	0.8921563	0.87976813	0.8750811	0.92274696	0.6279239	0.9266511	0.89963055	0.9043687	0.9150257	0.9004425	0.90458745	0.9232467	0.912145	0.92551136	0.9276831	0.8814651	0.7977876	0.0	0.7798756	0.9509116	0.8781832	0.6567741	0.5764793	0.84466124	0.6964363	0.90473807	0.8461255	0.8927376	0.9252335	0.9423018	0.95519197	0.9315953	0.93576235	0.9467211	0.8821381	0.94404125	0.8646168	0.92561096	0.8364872	0.77805257	0.86817765	0.7736478	0.945496	0.8809934	0.74550974	0.92563456	0.8724725	0.80384475	0.9115348	0.89886755	0.9442115	0.8157859	0.95473856	0.72979057	0.61580205	0.7022025	0.9262189	0.6097067	0.828555	0.66272765	0.86064935	0.8775344	0.87224877	0.69250613	0.93089163	0.70254683	0.92499506	0.90101725	0.6241245	0.9030922	0.90333515	0.91143435	0.8984062	0.7787943	0.8475438	0.9270217	0.9179885	0.90064555	0.8774402	0.9006235	0.8997619	0.92687064	0.93268526	0.8818714	0.9252243	0.73641	0.8973584	0.9689152	0.8511826	0.9177389	0.9301521	0.94011676	0.8637353	0.9378179	0.92471653	0.7500024	0.6309867	0.9157817	0.84266865	0.5075633	0.9360534	0.9229893	0.9228132	0.8523636	0.82429487	0.90479374	0.5606348
dichter/noun	0.9057064	0.8430794	0.8485723	0.84965765	0.9105814	0.91415614	0.89559877	0.93042	0.92468125	0.9185308	0.8873186	0.8347328	0.89284486	0.8217143	0.9126612	0.8487114	0.90010864	0.87743586	0.8197087	0.76677173	0.8991072	0.94864374	0.8297665	0.8796177	0.8531971	0.8442273	0.86108714	0.7948133	0.79439396	0.85488147	0.794273	0.8856818	0.7798756	0.0	0.9236207	0.9093813	0.74763274	0.82286084	0.8751501	0.81605065	0.87013614	0.93830204	0.9142795	0.8927324	0.8672725	0.91304237	0.87580717	0.86388016	0.9140368	0.8709442	0.8319793	0.84960794	0.92781556	0.83019614	0.89462286	0.807809	0.89055854	0.8993873	0.8105671	0.90343326	0.8649602	0.8693328	0.92415917	0.8774139	0.75627565	0.90455526	0.8872549	0.8491701	0.96517396	0.88805807	0.36465728	0.9434876	0.815951	0.80768347	0.8777055	0.87823635	0.83438	0.8373464	0.9418354	0.90676737	0.8816008	0.87796336	0.9374936	0.8019188	0.85330033	0.8661801	0.86127865	0.8638272	0.80281925	0.91776323	0.9160718	0.9090417	0.89865535	0.8968632	0.94496435	0.8978589	0.9277326	0.8652401	0.8507216	0.9102618	0.86110413	0.7042438	0.98267484	0.93242687	0.8956562	0.62217945	0.87946606	0.93411374	0.9036149	0.85507363	0.867933	0.73396844	0.90476847	0.940801	0.81800056	0.9037717	0.92283523	0.916921	0.8932612	0.85514545	0.7163423	0.84041244
aangeschaft/adj	0.90401447	0.8986911	0.94821066	0.9527712	0.90714866	0.87142557	0.85497534	0.88848877	0.95340914	0.9073282	0.9327066	0.93315387	0.93640435	0.9166072	0.9182348	0.9183422	0.9342532	0.9325804	0.85443	0.9428581	0.9321168	0.93413675	0.8930592	0.9053217	0.9050028	0.89218056	0.88301104	0.9001656	0.90306437	0.8755661	0.9291728	0.9124037	0.9509116	0.9236207	0.0	0.91416746	0.9276186	0.9694161	0.8902408	0.9590469	0.8683817	0.9379753	0.9491759	0.9142512	0.8942796	0.92407256	0.86962336	0.8810588	0.92239535	0.8841428	0.94994956	0.8362419	0.9555756	0.90485334	0.92854226	0.9058125	0.89860237	0.9129568	0.87862647	0.9391342	0.9083342	0.8745039	0.9074093	0.8930818	0.9041283	0.8781009	0.93963134	0.8523985	0.9496718	0.93113005	0.90254897	0.9248842	0.95761347	0.8922171	0.9469264	0.8884523	0.9181255	0.9338182	0.9393487	0.914893	0.94704086	0.8764999	0.95762897	0.9542873	0.8847564	0.92308885	0.89316785	0.9127006	0.86812043	0.89137334	0.8375418	0.9021713	0.91986275	0.92227805	0.916013	0.9085229	0.8955234	0.91873854	0.91089064	0.9247719	0.9421392	0.92244446	0.9371872	0.9157992	0.8898613	0.8726731	0.91431886	0.9434582	0.91622674	0.88824385	0.9438739	0.9475389	0.91803944	0.9197683	0.966518	0.8666595	0.94325995	0.8668968	0.8931598	0.9302293	0.9122156	0.90668964
Europees/adj	0.7804882	0.86731297	0.91741663	0.88122267	0.79777646	0.9069642	0.8484452	0.8375368	0.8620937	0.93974024	0.8825327	0.9065734	0.86833453	0.8455806	0.8658741	0.8637466	0.87246823	0.9458806	0.84538484	0.90818274	0.72479594	0.9052227	0.92402524	0.8019979	0.87740767	0.8467283	0.942927	0.8899288	0.90686125	0.9117404	0.92623365	0.74503875	0.8781832	0.9093813	0.91416746	0.0	0.8571338	0.957019	0.8872694	0.86456025	0.87723136	0.8351069	0.77357423	0.94819313	0.930078	0.9634713	0.91447675	0.9512777	0.79600734	0.9323119	0.8798269	0.9362585	0.8928525	0.84308475	0.80575097	0.85055923	0.8341651	0.7497157	0.8681359	0.7295807	0.916777	0.889084	0.80664074	0.95883274	0.85164565	0.739364	0.8137284	0.92484796	0.8540493	0.87646455	0.88858277	0.7881224	0.91224456	0.9558286	0.8774984	0.95932084	0.8210404	0.8955214	0.8296728	0.8886874	0.9082365	0.85041445	0.90536034	0.91978383	0.92050564	0.84126997	0.9485925	0.9570298	0.90632105	0.88509554	0.763571	0.96186	0.9653491	0.88623935	0.80754024	0.83650357	0.84205335	0.8698443	0.90138817	0.9395673	0.8700871	0.9151419	0.84828955	0.8356353	0.8777391	0.92997617	0.93508124	0.8503932	0.74761534	0.9200685	0.79173964	0.9240372	0.83057046	0.8184516	0.95829725	0.88369304	0.830283	0.8705795	0.85914373	0.9076072	0.84194434	0.7685568
debuut/noun	0.9394421	0.8197464	0.8826338	0.88078046	0.84556246	0.8876754	0.9339023	0.9372837	0.82462496	0.91073996	0.90918744	0.80134773	0.91339684	0.8272184	0.9390879	0.8818947	0.90236896	0.8833712	0.8842913	0.75397575	0.91812354	0.9264305	0.93629944	0.8935659	0.8383058	0.8253055	0.8993875	0.8914782	0.882723	0.87949634	0.87166655	0.7658595	0.6567741	0.74763274	0.9276186	0.8571338	0.0	0.7686882	0.9315188	0.88165814	0.9153948	0.81795955	0.9546334	0.8530504	0.9198428	0.92330056	0.90022093	0.9104275	0.93903637	0.931316	0.9144592	0.9150661	0.87728477	0.83870846	0.7467947	0.8590428	0.7303407	0.94032633	0.91326654	0.7008664	0.8451463	0.9248128	0.80643255	0.88162184	0.82035196	0.93225265	0.9018511	0.8767983	0.7417105	0.78280085	0.6919993	0.9074216	0.8266535	0.8809923	0.8049391	0.89950705	0.85247844	0.8002905	0.6713816	0.91810834	0.741881	0.9361831	0.9458776	0.79806185	0.9002697	0.9138672	0.9244099	0.91770774	0.8265441	0.89694047	0.9160523	0.89840305	0.9114044	0.8615343	0.92117673	0.878393	0.92260146	0.9254767	0.8455152	0.93938017	0.83511317	0.7445961	0.9085343	0.8275995	0.87773746	0.68874353	0.93384403	0.835585	0.9068217	0.8985091	0.9008398	0.7359631	0.93068886	0.8971214	0.77994823	0.9110937	0.8666376	0.8691095	0.9150223	0.82781553	0.8285489	0.7041478
De/name	0.98067164	0.9789843	0.8515307	0.64506626	0.975129	0.979387	0.977107	0.9770122	0.98232216	0.98971295	0.9318318	0.7237042	0.82427734	0.77706856	0.95526004	0.9192641	0.9199717	0.88572323	0.9735284	0.5163491	0.9729415	0.94832397	0.97221124	0.95973754	0.9900276	0.96870214	0.97619456	0.8489032	0.95344543	0.9450396	0.936823	0.910899	0.5764793	0.82286084	0.9694161	0.957019	0.7686882	0.0	0.85889494	0.62217677	0.9489422	0.86123484	0.9404124	0.9913003	0.97384864	0.9948385	0.94898343	0.9818272	0.9877094	0.98838234	0.9834175	0.97984844	0.98779464	0.9219571	0.8759353	0.9228822	0.8345805	0.96889305	0.94675016	0.8675554	0.99254346	0.971882	0.88850534	0.9827448	0.96931314	0.98809063	0.86964124	0.9854465	0.8560269	0.8518633	0.73986435	0.9796817	0.440368	0.7211354	0.61411154	0.98250425	0.9696961	0.93879956	0.7800792	0.9886507	0.55579233	0.99349546	0.92415786	0.37430394	0.93976223	0.9341863	0.91744924	0.9797976	0.9469084	0.9826748	0.98660153	0.9698495	0.98411685	0.98251057	0.977738	0.9190395	0.98431766	0.98502284	0.9308216	0.97552335	0.73505473	0.89385533	0.96087825	0.9202039	0.9156999	0.9257727	0.98662686	0.8565522	0.9591031	0.9622908	0.746915	0.56021583	0.97371167	0.9619848	0.24370813	0.9835416	0.9509031	0.97539276	0.9813852	0.6651534	0.9694825	0.8650387
buurtbewoner/noun	0.852443	0.85636765	0.8425504	0.7907471	0.88470167	0.8681573	0.8775004	0.84531087	0.93503225	0.85546094	0.73642147	0.90046024	0.8450513	0.80802	0.7781279	0.81157035	0.9094848	0.8790363	0.80880713	0.8859723	0.87466896	0.9090471	0.6833009	0.8652398	0.84562624	0.8550776	0.85866916	0.71644855	0.8604907	0.7974125	0.82543844	0.81727815	0.84466124	0.8751501	0.8902408	0.8872694	0.9315188	0.85889494	0.0	0.84235334	0.79500973	0.88893676	0.7340383	0.8711618	0.87271106	0.91591954	0.7490227	0.86563873	0.8688662	0.774812	0.9118357	0.71787655	0.9311947	0.84387434	0.86324173	0.82196313	0.8840421	0.8914708	0.74978995	0.90172803	0.8840828	0.749299	0.7743016	0.8603692	0.90894634	0.8996614	0.83565897	0.84761417	0.9142602	0.8863811	0.83614457	0.91691923	0.812832	0.80696654	0.82092917	0.81167793	0.9174969	0.8954149	0.92712116	0.88337684	0.9093691	0.8124094	0.89445823	0.8327309	0.8592676	0.8262995	0.7956916	0.8232979	0.7409977	0.7895359	0.9103837	0.83728564	0.8214704	0.8072441	0.8939652	0.8867477	0.90352035	0.8911435	0.8615287	0.8905483	0.8333782	0.9200389	0.9712262	0.85787916	0.7831199	0.9176463	0.88477683	0.8511416	0.8901452	0.87179625	0.75322324	0.88457394	0.8249375	0.91886234	0.8681033	0.9124768	0.88192147	0.84532	0.753164	0.8896549	0.94811666	0.89891684
woordvoerder/noun	0.93269473	0.9707435	0.7361145	0.76793975	0.90253	0.937271	0.88684344	0.8950029	0.9344368	0.94818884	0.8086428	0.7515495	0.8216295	0.7083319	0.7694858	0.89687234	0.9293324	0.9321536	0.92851305	0.7271648	0.9103367	0.83466303	0.957474	0.91324127	0.9698997	0.9224328	0.9314915	0.6868262	0.9390562	0.9455395	0.9320903	0.81489265	0.6964363	0.81605065	0.9590469	0.86456025	0.88165814	0.62217677	0.84235334	0.0	0.8816481	0.8898601	0.84726596	0.98136944	0.9106262	0.97028446	0.9433199	0.9788519	0.9571934	0.96785295	0.9603677	0.9295527	0.9709227	0.86631453	0.8641976	0.8087232	0.9311695	0.8868152	0.92384356	0.9455912	0.98570436	0.90738976	0.9036566	0.9765831	0.9061356	0.9489722	0.68543077	0.9716756	0.97364306	0.84892	0.764751	0.8841944	0.7273153	0.7196519	0.7870824	0.95476794	0.95713925	0.9356885	0.9474488	0.9224252	0.82352823	0.95265853	0.88473004	0.70782626	0.9557888	0.7500891	0.9422957	0.9535886	0.85334224	0.9671901	0.9188577	0.9588058	0.9699061	0.959908	0.9259412	0.8658019	0.96488947	0.95002156	0.90370697	0.95985425	0.70008785	0.91486835	0.9150604	0.8831777	0.95152295	0.94601554	0.9419865	0.93212855	0.9204191	0.9579983	0.77670103	0.67424685	0.85926294	0.92224	0.6300609	0.9264614	0.86316687	0.9841187	0.9491849	0.8703734	0.93540186	0.9115258
hacker/noun	0.7670407	0.8491613	0.869704	0.9069795	0.8648731	0.86107594	0.7192749	0.8169867	0.91414434	0.86552846	0.83816063	0.89780307	0.8748877	0.843882	0.80258256	0.8631144	0.8828039	0.9130295	0.7594538	0.90147126	0.86878836	0.8876503	0.856411	0.809844	0.82905644	0.83636606	0.8328118	0.8456164	0.88132936	0.8506804	0.8473642	0.82071596	0.90473807	0.87013614	0.8683817	0.87723136	0.9153948	0.9489422	0.79500973	0.8816481	0.0	0.9133607	0.84156334	0.8555681	0.82164025	0.8811599	0.8091025	0.8715161	0.8613936	0.82800704	0.8609723	0.75653136	0.9346861	0.84794885	0.8910642	0.8344717	0.89034986	0.8452532	0.80592144	0.89445543	0.8471215	0.77130353	0.8048544	0.8609191	0.85555637	0.83971596	0.8533712	0.8299947	0.93176836	0.9032983	0.83230186	0.90019727	0.9187823	0.89761883	0.9045729	0.8669462	0.8717531	0.8682661	0.9217406	0.84436613	0.92096037	0.77276844	0.9328187	0.9186929	0.850962	0.83213055	0.8477819	0.8623365	0.7805191	0.82628953	0.7868329	0.86432225	0.87345564	0.84541833	0.88617116	0.88262105	0.9005561	0.8916657	0.84463763	0.9028332	0.8984932	0.88006383	0.9339521	0.8616421	0.8491666	0.8622993	0.87299997	0.90684354	0.84506285	0.86869293	0.8846551	0.9169902	0.76017976	0.9014282	0.9553268	0.8679213	0.867415	0.85819525	0.80156404	0.87420493	0.8634356	0.85056543
uitslag/noun	0.948054	0.9033615	0.8499884	0.88932216	0.8270575	0.85310566	0.80532515	0.85113466	0.8987208	0.8666615	0.7954039	0.7931104	0.89029145	0.87584656	0.8018705	0.84501064	0.8825827	0.93934286	0.8948768	0.86222446	0.9285365	0.89172155	0.93413126	0.83849525	0.85909665	0.86816925	0.89104575	0.9007992	0.94484085	0.8937361	0.9235487	0.7987425	0.8461255	0.93830204	0.9379753	0.8351069	0.81795955	0.86123484	0.88893676	0.8898601	0.9133607	0.0	0.8595021	0.8793824	0.8995906	0.8667374	0.9372329	0.93555874	0.89740646	0.8828412	0.9023478	0.8844	0.8436421	0.83542573	0.8548933	0.84413415	0.8452406	0.91736573	0.93831694	0.7366183	0.88746065	0.8362923	0.8284973	0.9197458	0.8923871	0.8513427	0.83004344	0.8979604	0.71053416	0.8565972	0.8808898	0.8473055	0.8503223	0.9173596	0.8438194	0.88498676	0.8604647	0.81302124	0.6418538	0.8213742	0.7796917	0.9155395	0.9301944	0.8412112	0.9416587	0.8258614	0.86845577	0.8755917	0.86375177	0.8472005	0.92224336	0.8896734	0.904776	0.87296176	0.8835847	0.8690592	0.92419326	0.8892056	0.8512521	0.93156457	0.86197555	0.8850609	0.8850361	0.8328587	0.91439974	0.8995378	0.8667225	0.80038726	0.82061905	0.95121527	0.82710856	0.9206413	0.8991992	0.8952191	0.8632164	0.9190378	0.8371122	0.88427615	0.84276116	0.84837794	0.90791374	0.79843104
oppositie/noun	0.8128612	0.8814553	0.83209956	0.7644499	0.8759715	0.90287584	0.9170296	0.80537045	0.9065276	0.8896562	0.73324966	0.91120887	0.8363745	0.8004948	0.75349694	0.7904092	0.8907461	0.9301622	0.8232243	0.90058213	0.8297123	0.9196539	0.8554844	0.8086486	0.8497133	0.83578557	0.8953182	0.8007437	0.89977795	0.9130517	0.86435425	0.80187297	0.8927376	0.9142795	0.9491759	0.77357423	0.9546334	0.9404124	0.7340383	0.84726596	0.84156334	0.8595021	0.0	0.9043947	0.86380494	0.92023516	0.8950423	0.91671	0.8150331	0.8567563	0.8726292	0.8141384	0.89067024	0.8212509	0.78135127	0.73683083	0.9049834	0.7905774	0.852283	0.89989084	0.9091532	0.7876827	0.79538786	0.90459144	0.9207549	0.8805431	0.85343814	0.887562	0.91914684	0.8714508	0.8869595	0.8959675	0.8711145	0.87980306	0.86415863	0.88309306	0.87857705	0.8790893	0.93445575	0.8792417	0.953557	0.80590105	0.8454471	0.9100735	0.9166278	0.79431903	0.886298	0.8694517	0.7660514	0.8557652	0.88204587	0.9168714	0.88892037	0.85847545	0.88541955	0.8444209	0.9080814	0.84735644	0.8834584	0.8663174	0.8697885	0.9146778	0.961256	0.84414715	0.90985334	0.94713247	0.90235656	0.8893865	0.9031898	0.9492448	0.6749046	0.89314073	0.7010113	0.8621338	0.92171484	0.9083082	0.87702894	0.9065677	0.7884701	0.91044843	0.8929365	0.8684748
erg/adj	0.8739183	0.4147023	0.88397586	0.9291129	0.83529145	0.7720897	0.8418482	0.83753026	0.92839336	0.5735724	0.76331514	0.9240041	0.90212756	0.8999113	0.7714015	0.8161582	0.8697746	0.9056743	0.6848489	0.9650223	0.88334846	0.8871332	0.8270448	0.812788	0.30323905	0.5100887	0.45731336	0.9398264	0.9143929	0.7490274	0.85032856	0.9231742	0.9252335	0.8927324	0.9142512	0.94819313	0.8530504	0.9913003	0.8711618	0.98136944	0.8555681	0.8793824	0.9043947	0.0	0.7950647	0.60297513	0.8738566	0.7861185	0.8315983	0.6949614	0.776841	0.6917243	0.9265927	0.7444427	0.87511337	0.7766747	0.84553874	0.88609457	0.8835467	0.89929	0.5828116	0.7239665	0.8851625	0.3779602	0.85287064	0.8303669	0.83052087	0.73978287	0.87025917	0.8695806	0.891881	0.8713911	0.9741308	0.86303616	0.9102249	0.64477825	0.77447593	0.7224859	0.8787749	0.65962523	0.9398768	0.62927026	0.92743367	0.94871515	0.8666664	0.87218016	0.784125	0.68978846	0.77970016	0.70090365	0.87223	0.6613116	0.6794364	0.6479813	0.8554224	0.83608747	0.9126232	0.8532153	0.73797727	0.803725	0.9138239	0.87659645	0.90099084	0.9399082	0.83872354	0.842691	0.7706308	0.9456333	0.8359896	0.9082949	0.9314313	0.9613962	0.92281616	0.8951733	0.984177	0.6187296	0.86500716	0.58174944	0.70158565	0.963345	0.87116027	0.8958335
