	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
sereniteit/noun	0.888057	0.9190068	0.8741611	0.78927934	0.818311	0.80931026	0.83023244	0.8862049	0.89716816	0.969274	0.9109251	0.8672184	0.8697434	0.8881879	0.9258901	0.86614	0.8787858	0.875527	0.8567123	0.8828097	0.8907976	0.8619378	0.86532414	0.7939304	0.87100494	0.8995745	0.7016673	0.89755887	0.8874662	0.87811697	0.9070189	0.89676636	0.82686096	0.8569784	0.86727655	0.79252124	0.8922878	0.8626897	0.8959105	0.9248111	0.88853437	0.93454415	0.82240367	0.852056	0.86337274	0.9153347	0.0	0.86563027	0.8788345	0.8823217	0.8793065	0.8819359	0.9116013	0.8981149	0.92397773	0.82015514	0.730157	0.9085761	0.8450916	0.8513035	0.9395828	0.8644199	0.80084014	0.8063247	0.91913813	0.9307431	0.9266381	0.8511132	0.79674035	0.8585962	0.88042843	0.8330258	0.8679849	0.9208481	0.7783718	0.9138535	0.8398147	0.91194206	0.8542752	0.9210729	0.90777117	0.91462314	0.81086135	0.89072317	0.8420918	0.7910981	0.84614104	0.8797692	0.9191282	0.9018382	0.9002348	0.9141511	0.8635913	0.87413377	0.90663594	0.93391544	0.7099091	0.86068845	0.8797555	0.8937247	0.89030135	0.92819595	0.8553407	0.9315551	0.8170036	0.8438328	0.8408117	0.9099387	0.8304349	0.920689	0.93548334	0.87281144	0.8177519	0.8411265	0.9294175	0.9182092	0.93411916	0.9108137	0.8971114
ding/noun	0.7818272	0.89282113	0.7645912	0.775658	0.7493887	0.8516029	0.8738232	0.8348676	0.8603734	0.93407357	0.87787956	0.83807886	0.8780579	0.89557683	0.86285555	0.87570673	0.66565186	0.88223726	0.9074379	0.7880695	0.92747474	0.76595294	0.7614081	0.7039843	0.9011617	0.9206196	0.83759546	0.84812397	0.9041628	0.8726641	0.859939	0.9008071	0.7716611	0.5736916	0.7909046	0.9020881	0.79579616	0.741641	0.906175	0.9440023	0.91688347	0.87863255	0.75767756	0.68031085	0.8139054	0.8943547	0.86563027	0.0	0.8400508	0.886851	0.7575308	0.8613941	0.9088729	0.8885793	0.81809235	0.7246145	0.73319876	0.83511746	0.8573079	0.47118247	0.94767845	0.88331074	0.7975848	0.7341413	0.86938745	0.8919548	0.9344512	0.87165105	0.91961414	0.87840885	0.8797869	0.81132954	0.8561717	0.91654384	0.86938757	0.9373212	0.73739177	0.8957738	0.8437214	0.8870617	0.8748659	0.8130401	0.8098228	0.92542493	0.8677777	0.74946743	0.81332016	0.8682639	0.9385161	0.94782543	0.9064009	0.9043855	0.89859897	0.7198307	0.85955846	0.91425	0.80336535	0.8816025	0.8149431	0.82199895	0.9331829	0.9554519	0.6947081	0.88774705	0.8722055	0.8540303	0.8354008	0.9226954	0.849668	0.8763986	0.94022155	0.73599035	0.82129514	0.7444756	0.874682	0.8254707	0.8856081	0.91509646	0.82997656
symbool/noun	0.7137917	0.8418466	0.77993727	0.6903033	0.72634673	0.6677164	0.7601465	0.8623713	0.83942676	0.9065683	0.9053506	0.85618794	0.71320915	0.8716943	0.8301904	0.8247986	0.8964543	0.72162056	0.8193164	0.7846447	0.8580899	0.6663754	0.7530389	0.7003571	0.67326176	0.8882181	0.7072012	0.8037065	0.7514467	0.81756043	0.88899744	0.8498869	0.82012355	0.8368931	0.7942621	0.70713305	0.77172124	0.86507654	0.8563272	0.853305	0.8313009	0.88337404	0.7761594	0.884992	0.78261113	0.87247235	0.8788345	0.8400508	0.0	0.6901143	0.74691546	0.71371305	0.9029867	0.9025763	0.89441997	0.6987555	0.6039834	0.8549804	0.82667875	0.86345184	0.8647779	0.7695205	0.684142	0.7309793	0.84246683	0.92833716	0.9235081	0.7879672	0.91171217	0.81259024	0.8066012	0.70326734	0.85240966	0.8819243	0.7993362	0.7340654	0.7948767	0.86664236	0.8096992	0.8318721	0.84564495	0.84852123	0.7728664	0.7023683	0.8244549	0.7419714	0.8603369	0.78439844	0.9221604	0.7265458	0.719404	0.8685827	0.7381872	0.8258245	0.850719	0.906123	0.79864824	0.80888176	0.82536596	0.7588877	0.80334926	0.8892115	0.7685065	0.8910937	0.84535766	0.8306167	0.76816475	0.8859165	0.8036816	0.83710384	0.7785775	0.8624961	0.8150139	0.76652455	0.93042874	0.81878495	0.8737557	0.87182117	0.7157313
vaderland/noun	0.8030604	0.880653	0.86826104	0.7843662	0.80032575	0.7487136	0.8141963	0.90640175	0.842856	0.8987622	0.89130753	0.8572956	0.719771	0.86662924	0.8547256	0.88042873	0.87728184	0.86801666	0.832209	0.83324647	0.80627203	0.8267238	0.8376806	0.76521456	0.8088324	0.85114557	0.79629993	0.8432271	0.77718186	0.8636601	0.92636317	0.82294613	0.68740845	0.8497315	0.83559525	0.75791836	0.82706815	0.86664885	0.8602996	0.8570411	0.92066383	0.908841	0.8294632	0.8955822	0.8325803	0.8433769	0.8823217	0.886851	0.6901143	0.0	0.858348	0.7560071	0.88548356	0.8803525	0.9044343	0.8135234	0.77270675	0.85566753	0.82859683	0.8737518	0.85509056	0.8512745	0.82395715	0.84738374	0.87720543	0.965019	0.92882025	0.82885367	0.8928135	0.8328282	0.8807288	0.8549641	0.84944993	0.8537641	0.8550036	0.7060422	0.87646085	0.8934318	0.8303767	0.7169088	0.8036075	0.851216	0.86250055	0.68555504	0.89065814	0.7906131	0.84830385	0.77975047	0.9132037	0.73148894	0.79884005	0.8279021	0.762412	0.8828348	0.907722	0.93866616	0.83996016	0.80537105	0.82186437	0.7958232	0.85117835	0.8876148	0.81360745	0.8447741	0.8788768	0.9059266	0.8349831	0.89809364	0.7988597	0.87060934	0.8561859	0.8822656	0.8602049	0.84354085	0.9190511	0.87278897	0.9127207	0.85155517	0.8073775
boodschap/noun	0.83087593	0.8780464	0.82234865	0.7560137	0.7714082	0.83836436	0.8219131	0.8762912	0.8158569	0.9189736	0.8937961	0.8940198	0.85180795	0.8783335	0.8537075	0.8767181	0.8292745	0.8500093	0.86604166	0.8708029	0.9016638	0.81177616	0.7296078	0.72241235	0.89891636	0.8476566	0.82329684	0.8042278	0.89847475	0.9154571	0.88677377	0.8995966	0.7721101	0.7423502	0.83478135	0.8314245	0.81666327	0.8815379	0.87334657	0.90950733	0.90685976	0.90616393	0.809394	0.8496831	0.7795626	0.88356835	0.8793065	0.7575308	0.74691546	0.858348	0.0	0.8376034	0.88944453	0.89364696	0.74203074	0.7837906	0.7879187	0.81298	0.8119663	0.76977515	0.9069264	0.86167884	0.8463487	0.78129447	0.84834987	0.92756516	0.9100993	0.8495804	0.92991537	0.88098574	0.87642014	0.817136	0.86420375	0.8825973	0.84121966	0.8935227	0.738565	0.8972402	0.8974458	0.8812404	0.87075335	0.82001567	0.8614805	0.8901127	0.87076813	0.76967996	0.82092905	0.76328754	0.9448701	0.897486	0.8922215	0.8673505	0.8838989	0.8055669	0.8382294	0.92310673	0.8077213	0.7942689	0.83402455	0.7948623	0.8991104	0.9117284	0.7429688	0.8742334	0.8908435	0.8751385	0.8490428	0.90767	0.8687989	0.89124763	0.90633184	0.766791	0.8911118	0.7658864	0.91842484	0.8368352	0.86941063	0.88515514	0.74729395
paradijs/noun	0.71690935	0.8057657	0.87384504	0.7555976	0.7646088	0.8018393	0.795715	0.849237	0.8788933	0.93992645	0.83537984	0.8394066	0.7838858	0.89127916	0.7253009	0.79927856	0.8629315	0.85903215	0.88020355	0.7136524	0.89401263	0.7929241	0.7871873	0.7578372	0.7926386	0.9174624	0.77363724	0.8545045	0.76317537	0.7734016	0.9084954	0.8729567	0.83607113	0.84496695	0.8095075	0.7953669	0.7958251	0.8777075	0.8915524	0.82150733	0.8662718	0.83899975	0.8336048	0.90752316	0.82591534	0.88014525	0.8819359	0.8613941	0.71371305	0.7560071	0.8376034	0.0	0.8864094	0.8928343	0.8520671	0.72220874	0.71917903	0.8710482	0.82185316	0.8557384	0.9334026	0.81596637	0.67012036	0.7779354	0.8582858	0.911025	0.8901229	0.80872804	0.89576304	0.7984123	0.70516145	0.80583024	0.84009737	0.8836984	0.8471103	0.84309447	0.80647886	0.8227088	0.6437724	0.8556522	0.85153484	0.8768537	0.8114939	0.81709296	0.81061834	0.82999104	0.84671533	0.848328	0.9170949	0.8491168	0.7869239	0.8958773	0.82819545	0.8691542	0.82790387	0.92345935	0.7901367	0.8760117	0.7845434	0.83652186	0.87711227	0.8746017	0.7809742	0.8971368	0.8974265	0.77383083	0.7950597	0.8768967	0.8204198	0.89174134	0.89417017	0.86651444	0.8153108	0.8237454	0.9177728	0.8245037	0.850327	0.878802	0.7510584
minstens/adv	0.9019166	0.8581689	0.8069912	0.8697331	0.8361938	0.9029157	0.9027922	0.9020353	0.8613939	0.96644914	0.8554149	0.892304	0.879699	0.88899493	0.8784712	0.91440296	0.78249663	0.9105042	0.9020982	0.8811828	0.87099516	0.911257	0.8765365	0.81991965	0.8745677	0.87543654	0.90103364	0.8950966	0.8447557	0.8717538	0.9222089	0.9090219	0.78963774	0.8642549	0.8956965	0.87953836	0.76514834	0.8847014	0.9309667	0.85051036	0.90646815	0.9344814	0.9028932	0.9106629	0.8783353	0.8852667	0.9116013	0.9088729	0.9029867	0.88548356	0.88944453	0.8864094	0.0	0.8166816	0.8465387	0.87599987	0.89303213	0.9058792	0.90654504	0.887043	0.9384957	0.9106006	0.90260977	0.89770335	0.84715796	0.8977645	0.9139105	0.8670603	0.87762445	0.8830199	0.8786614	0.90836084	0.8569193	0.8262834	0.882021	0.91181946	0.8837582	0.8641632	0.92594	0.87938297	0.8651864	0.89677584	0.8713064	0.8922598	0.9217518	0.9241401	0.90584147	0.85530674	0.91595864	0.8560905	0.8614041	0.8874558	0.86026853	0.87817425	0.8679341	0.95725816	0.92299795	0.84985316	0.8866469	0.8849152	0.9293866	0.86596423	0.8170334	0.7908687	0.9420505	0.8617606	0.8341596	0.92734504	0.88069546	0.8840051	0.8465306	0.83572614	0.8916871	0.9135571	0.9469901	0.9147344	0.84280556	0.8127876	0.7479793
nul/noun	0.89395785	0.8695453	0.7616873	0.87027156	0.83668673	0.9059	0.93204087	0.90749925	0.9021553	0.95117426	0.8619269	0.8787428	0.85991305	0.9075813	0.89302754	0.8950203	0.85286427	0.9292486	0.93810666	0.8923618	0.92743605	0.902518	0.8907443	0.8255123	0.91556007	0.92311764	0.89920974	0.89549434	0.9187107	0.8891259	0.9653276	0.9399939	0.87454313	0.8388035	0.906576	0.9139347	0.8955182	0.89672375	0.92507493	0.9266278	0.95039535	0.95076144	0.8792995	0.90642893	0.85732293	0.9321543	0.8981149	0.8885793	0.9025763	0.8803525	0.89364696	0.8928343	0.8166816	0.0	0.90678084	0.872668	0.8872766	0.91879374	0.8858498	0.868568	0.95732605	0.88707757	0.8915599	0.8739242	0.9196057	0.9304313	0.94280744	0.8574192	0.77555877	0.89498776	0.9034203	0.8780615	0.93136007	0.92828894	0.8775798	0.9422252	0.87975657	0.920114	0.9388201	0.9488365	0.9030564	0.87104917	0.86279964	0.91080046	0.8840934	0.8738201	0.89307535	0.8985977	0.95079917	0.9214737	0.8969908	0.8927636	0.8801246	0.8937471	0.86427796	0.9189164	0.90673	0.8944034	0.8474699	0.8921553	0.92101943	0.92212796	0.88798356	0.84416515	0.94579375	0.886132	0.8896487	0.9321574	0.86254036	0.9169939	0.86316615	0.8001809	0.873554	0.9062461	0.9485691	0.91774464	0.90192825	0.899624	0.865534
tip/noun	0.88784665	0.8908905	0.8346251	0.82346004	0.8667346	0.9204885	0.8905092	0.90057546	0.8933737	0.9323638	0.878174	0.86430436	0.8779848	0.8499253	0.80955917	0.9093568	0.8666763	0.9117564	0.91452366	0.8523742	0.9072912	0.86896145	0.8132962	0.8230508	0.88454014	0.89630437	0.8947257	0.8163664	0.87399244	0.8955653	0.93727374	0.90768355	0.8058264	0.8360985	0.86050737	0.93100536	0.8157375	0.8888778	0.925148	0.87563527	0.9278098	0.88865685	0.8631212	0.83285654	0.85410285	0.8627747	0.92397773	0.81809235	0.89441997	0.9044343	0.74203074	0.8520671	0.8465387	0.90678084	0.0	0.86504006	0.88321066	0.89814484	0.8740169	0.85113734	0.9280036	0.89121383	0.8801064	0.8640551	0.819275	0.87859905	0.91098773	0.87956953	0.92736775	0.88525844	0.8294406	0.8809907	0.7466395	0.8022999	0.8788881	0.9173967	0.8586024	0.84156203	0.8895205	0.86543024	0.87891585	0.78397477	0.9244931	0.92534506	0.89284754	0.8782473	0.8424517	0.87142277	0.9662122	0.93220645	0.91122866	0.9163456	0.89437217	0.7736519	0.7766817	0.94903046	0.88575506	0.84775937	0.83455724	0.7410426	0.9000606	0.9109288	0.80169255	0.85929614	0.92793566	0.8677291	0.8752955	0.90177846	0.90754104	0.8816295	0.9195235	0.8597384	0.9164456	0.8515384	0.92519015	0.87886184	0.83536255	0.8183608	0.749528
tafereel/noun	0.6489191	0.8094169	0.76474315	0.6894878	0.6183761	0.88277084	0.70971787	0.8223381	0.8154668	0.9296062	0.858653	0.7656254	0.75688225	0.7735107	0.7974159	0.7528614	0.8402351	0.7346648	0.7735617	0.7484558	0.90338045	0.7199068	0.61275774	0.6010193	0.7686939	0.94236004	0.7459719	0.82852775	0.80649054	0.76849437	0.8375562	0.80337757	0.84982526	0.70415884	0.77808905	0.88634044	0.70964384	0.7467873	0.80553055	0.8521147	0.81007653	0.84973115	0.6666445	0.86018753	0.7110474	0.8694495	0.82015514	0.7246145	0.6987555	0.8135234	0.7837906	0.72220874	0.87599987	0.872668	0.86504006	0.0	0.6365626	0.7715829	0.730059	0.749681	0.9330046	0.75713366	0.57525826	0.6343391	0.8464631	0.8951301	0.9115606	0.815939	0.8846128	0.75185156	0.74633527	0.6737108	0.8214934	0.9262006	0.7992009	0.82753164	0.6468177	0.8401063	0.7606466	0.8465746	0.81965756	0.81689316	0.78819585	0.8681145	0.77418274	0.7224337	0.80775446	0.84760636	0.86339504	0.89332914	0.8398411	0.9105605	0.8645508	0.7660825	0.77669275	0.90253824	0.6255188	0.8036795	0.78770906	0.8331418	0.8697978	0.88250417	0.6642044	0.8583	0.84401405	0.82599217	0.7800431	0.91467017	0.7529841	0.8727266	0.8851675	0.7928141	0.8536756	0.6738402	0.8468187	0.6673726	0.8483356	0.90713966	0.7809328
schoonheid/noun	0.69421905	0.84661573	0.76369953	0.6349069	0.6096914	0.707347	0.7475823	0.7680043	0.77207756	0.92240703	0.8917153	0.83648384	0.7642244	0.8344854	0.8456113	0.72366077	0.8158652	0.7759707	0.78927386	0.768342	0.9197586	0.56821865	0.708642	0.60632515	0.7719053	0.8999226	0.6080192	0.83854145	0.81155	0.78938055	0.79108673	0.7648927	0.7947421	0.74627113	0.6982553	0.77446306	0.75682557	0.7921613	0.77486086	0.87744755	0.84043264	0.8685512	0.6366253	0.88702345	0.7194506	0.8820005	0.730157	0.73319876	0.6039834	0.77270675	0.7879187	0.71917903	0.89303213	0.8872766	0.88321066	0.6365626	0.0	0.8132044	0.7301117	0.7561544	0.9424805	0.7612448	0.5874981	0.5840565	0.82436895	0.92290485	0.90599436	0.7982412	0.8405069	0.7811616	0.7775948	0.6382084	0.84760606	0.91769993	0.67440057	0.83226633	0.70179385	0.85615873	0.72946	0.8309771	0.8198104	0.81022143	0.5910492	0.8560296	0.7514289	0.645963	0.7206545	0.83526444	0.878011	0.8655752	0.81040084	0.8657603	0.753085	0.73100287	0.845572	0.8727554	0.6678449	0.8424276	0.77862006	0.8058421	0.83085513	0.9068437	0.7094662	0.90292996	0.7549838	0.7713533	0.7154457	0.8136562	0.7579707	0.8422728	0.85208035	0.79333913	0.6644085	0.6094583	0.8736851	0.7468655	0.880567	0.9092099	0.76497126
refrein/noun	0.8287527	0.8841453	0.8651376	0.78982496	0.7543019	0.9061005	0.7476735	0.8731544	0.75626683	0.9377224	0.894045	0.83559734	0.8709382	0.84266275	0.861927	0.7772405	0.83832204	0.8835549	0.7332783	0.87163436	0.93457747	0.8746872	0.7473302	0.76391435	0.9113494	0.94289786	0.8033293	0.8475411	0.9285093	0.8812956	0.79274684	0.7567629	0.8514783	0.77522826	0.84487695	0.9236834	0.8372965	0.874043	0.7815164	0.93381864	0.8990198	0.9073595	0.5925229	0.92583793	0.7412313	0.8969959	0.9085761	0.83511746	0.8549804	0.85566753	0.81298	0.8710482	0.9058792	0.91879374	0.89814484	0.7715829	0.8132044	0.0	0.76849324	0.84577423	0.9362471	0.8589128	0.83505195	0.68865764	0.88281965	0.93285924	0.9195237	0.8757821	0.8874144	0.8398756	0.8936272	0.8061251	0.89991343	0.9408712	0.8287972	0.9116839	0.7427934	0.9129282	0.8937323	0.8848764	0.87975496	0.8321106	0.8513669	0.91729546	0.871989	0.84528255	0.85126984	0.8894343	0.91014045	0.91966367	0.9314534	0.9181411	0.92577887	0.90926266	0.84451365	0.881594	0.81681865	0.87974	0.8361371	0.89186376	0.9059131	0.92427015	0.7785875	0.87954146	0.9059823	0.9010729	0.8586607	0.9080379	0.85569334	0.91055727	0.90478766	0.80413723	0.8957188	0.7136153	0.7543727	0.8019635	0.91339093	0.94133955	0.8484742
glimlach/noun	0.8160934	0.817981	0.8578155	0.7560922	0.73232234	0.8838763	0.74405825	0.8735289	0.7789904	0.9406315	0.86287063	0.83746076	0.7911971	0.85577524	0.8539146	0.8272029	0.79589844	0.7969974	0.82526684	0.85441905	0.9177215	0.8793364	0.78095067	0.7078005	0.89338577	0.91328377	0.8168575	0.86392075	0.90523845	0.8514869	0.8459642	0.79585725	0.80650365	0.74640787	0.82725275	0.8896235	0.8456565	0.86396015	0.8348605	0.9300243	0.8851793	0.9039657	0.7434626	0.922485	0.7675361	0.86605525	0.8450916	0.8573079	0.82667875	0.82859683	0.8119663	0.82185316	0.90654504	0.8858498	0.8740169	0.730059	0.7301117	0.76849324	0.0	0.81541264	0.9443659	0.7882564	0.7940237	0.72465324	0.85171366	0.8685	0.8858702	0.87803286	0.85874164	0.8055162	0.869567	0.77972925	0.8733728	0.92169493	0.8549153	0.8376721	0.7844943	0.89966077	0.8452761	0.85806715	0.8671593	0.7029513	0.8368848	0.8966768	0.8157477	0.7237276	0.75638926	0.88523126	0.93255126	0.9385352	0.89790726	0.87266725	0.8776888	0.88110065	0.85563284	0.8760933	0.77899766	0.87034816	0.79908764	0.80854946	0.8730379	0.90410835	0.7723445	0.8921541	0.8509426	0.8771161	0.79955614	0.90784144	0.7573786	0.8991624	0.8651267	0.729715	0.8353153	0.8213601	0.8629081	0.7506485	0.8596352	0.92662203	0.81320584
iets/noun	0.80556154	0.90021944	0.81112903	0.7716254	0.76210046	0.8397788	0.8616775	0.85040146	0.8321492	0.942568	0.8805793	0.86911184	0.87762	0.88842255	0.8849004	0.8589175	0.70114917	0.8675022	0.88744885	0.8231376	0.9237344	0.83418906	0.79564786	0.7114133	0.91181195	0.91253144	0.84062815	0.82443076	0.9064279	0.877656	0.8628587	0.8947909	0.763971	0.63003004	0.79956734	0.8878111	0.82480836	0.78229296	0.8945316	0.92760247	0.89630944	0.902928	0.7678921	0.80229616	0.7838616	0.9043537	0.8513035	0.47118247	0.86345184	0.8737518	0.76977515	0.8557384	0.887043	0.868568	0.85113734	0.749681	0.7561544	0.84577423	0.81541264	0.0	0.9452775	0.8655001	0.8248334	0.75003374	0.86544144	0.8949721	0.93154377	0.87974054	0.85795796	0.8720592	0.8834644	0.8283418	0.8278392	0.9101925	0.8386862	0.93731654	0.7673943	0.900689	0.85009485	0.89214414	0.8749068	0.81614536	0.8274137	0.92669773	0.85306555	0.7471622	0.77464724	0.8788517	0.91251224	0.9339591	0.9065628	0.89955115	0.88689	0.7540623	0.8486409	0.90615195	0.7414719	0.86651886	0.8054386	0.82507896	0.8920524	0.9348804	0.7330749	0.89238816	0.8553527	0.83696985	0.84590065	0.91345966	0.8467083	0.8952715	0.93911296	0.52585745	0.8392335	0.78491455	0.8906588	0.8394003	0.8757436	0.916804	0.84067863
afgezant/noun	0.91792417	0.94893175	0.9161458	0.91629195	0.9242069	0.9135065	0.91981065	0.9625952	0.94006807	0.9299263	0.95890844	0.95666295	0.8318114	0.898156	0.92690545	0.9551773	0.96082795	0.88769543	0.9487901	0.93749523	0.838557	0.9381673	0.93413913	0.92059	0.9135725	0.85341716	0.9416888	0.9349888	0.8759488	0.9416967	0.96766174	0.92146057	0.87092066	0.9367651	0.9138719	0.85025907	0.9281912	0.9697479	0.9267035	0.93583465	0.94143045	0.95057464	0.9383638	0.9286848	0.92768395	0.9219754	0.9395828	0.94767845	0.8647779	0.85509056	0.9069264	0.9334026	0.9384957	0.95732605	0.9280036	0.9330046	0.9424805	0.9362471	0.9443659	0.9452775	0.0	0.9392891	0.9245719	0.94591206	0.94515747	0.9841889	0.94735587	0.8965727	0.9568817	0.938207	0.92551625	0.9510741	0.88716066	0.87420976	0.9303825	0.79691726	0.94963044	0.9234206	0.948658	0.9229033	0.94654644	0.9508214	0.9180346	0.8207086	0.95781285	0.9586081	0.96515507	0.79638135	0.96488696	0.8609843	0.8874259	0.9141255	0.88148034	0.944734	0.93790495	0.98011404	0.925588	0.8362355	0.94672054	0.8569322	0.9442969	0.9435426	0.920932	0.9280987	0.94286203	0.9477804	0.95409775	0.9537509	0.94254327	0.9352008	0.913975	0.95440227	0.9600141	0.94470054	0.9469631	0.94690716	0.9696024	0.91354513	0.9334606
blauw/noun	0.8294137	0.76871437	0.8353284	0.77932227	0.77783644	0.888144	0.8215674	0.89201105	0.81918454	0.9451466	0.81392884	0.8239981	0.8026322	0.87550676	0.8495449	0.73266643	0.8680029	0.6911305	0.840498	0.79651374	0.93216705	0.8502876	0.80860263	0.759475	0.8818953	0.8900496	0.78797907	0.8622832	0.85927653	0.7622651	0.8727184	0.8594841	0.854333	0.8333362	0.87239575	0.88953865	0.8506336	0.88994575	0.8415709	0.88848007	0.8583994	0.91358185	0.77082247	0.93420297	0.78491044	0.89087033	0.8644199	0.88331074	0.7695205	0.8512745	0.86167884	0.81596637	0.9106006	0.88707757	0.89121383	0.75713366	0.7612448	0.8589128	0.7882564	0.8655001	0.9392891	0.0	0.7147971	0.7401787	0.82189184	0.8472592	0.8568052	0.82666343	0.8877009	0.8230531	0.79252243	0.47028702	0.8584817	0.9239989	0.8126392	0.89223236	0.73751515	0.84960186	0.83241665	0.90575176	0.87402815	0.8849865	0.84187454	0.8844351	0.63767534	0.8550281	0.85287416	0.892102	0.9138254	0.9051653	0.861851	0.88860965	0.8884521	0.92084485	0.8120481	0.8319366	0.7919746	0.83683187	0.79080766	0.8350823	0.8767554	0.84048116	0.8015642	0.85789055	0.887691	0.782452	0.8103204	0.932256	0.841424	0.90792304	0.867583	0.81699693	0.9027227	0.79671836	0.8740637	0.8677769	0.784655	0.9175936	0.7116592
landschap/noun	0.73386776	0.76823556	0.8077695	0.6847787	0.69973814	0.817618	0.7617183	0.86199903	0.8151912	0.919104	0.8737639	0.82186514	0.7650241	0.8591713	0.7169242	0.6688105	0.8899716	0.73867	0.8032877	0.65092087	0.91984445	0.6316363	0.7234495	0.6861553	0.59498745	0.90335625	0.704099	0.8510126	0.65032226	0.5884865	0.8172539	0.8185924	0.8706171	0.7590776	0.79554546	0.86368746	0.7584961	0.84456027	0.8172914	0.77161264	0.73521924	0.83797646	0.6670644	0.89861166	0.75069565	0.9075491	0.80084014	0.7975848	0.684142	0.82395715	0.8463487	0.67012036	0.90260977	0.8915599	0.8801064	0.57525826	0.5874981	0.83505195	0.7940237	0.8248334	0.9245719	0.7147971	0.0	0.6255005	0.89329237	0.90839505	0.848502	0.7652775	0.8746191	0.74901414	0.5941862	0.5921668	0.8355311	0.92826355	0.7513497	0.8634653	0.6656284	0.83288944	0.6839185	0.9048587	0.85602057	0.87034637	0.78943825	0.83551294	0.6823157	0.7929367	0.8584353	0.8588009	0.8916291	0.8221129	0.8036639	0.9115993	0.8096109	0.8190191	0.78307277	0.87704015	0.6588725	0.8534416	0.79128957	0.8210236	0.8474707	0.89175594	0.76279855	0.9037539	0.8643344	0.66046906	0.75345856	0.89972275	0.82245564	0.859193	0.85796756	0.80690986	0.87329245	0.68257165	0.8648547	0.7954774	0.8457793	0.9071092	0.7656133
klank/noun	0.7433003	0.8142417	0.73017704	0.6526268	0.62854093	0.82826734	0.57160664	0.81110805	0.60941243	0.90602326	0.88274777	0.77205455	0.786354	0.74082315	0.84123635	0.5826944	0.8312053	0.7532191	0.60524046	0.763344	0.9129942	0.69235873	0.61741716	0.5966337	0.84273785	0.89236546	0.5656598	0.7982853	0.84921134	0.78417134	0.66085696	0.6683607	0.85072947	0.7083699	0.73053205	0.879752	0.73488355	0.7923043	0.6044007	0.8800911	0.8242759	0.858382	0.3840536	0.87485325	0.5377623	0.88977516	0.8063247	0.7341413	0.7309793	0.84738374	0.78129447	0.7779354	0.89770335	0.8739242	0.8640551	0.6343391	0.5840565	0.68865764	0.72465324	0.75003374	0.94591206	0.7401787	0.6255005	0.0	0.80789423	0.86031854	0.89576334	0.8159156	0.88975227	0.8042927	0.80009943	0.5623297	0.7749561	0.92388004	0.67791796	0.8705026	0.37999225	0.85022	0.7911095	0.8945439	0.85130453	0.81640595	0.7089995	0.8591773	0.7028307	0.68813884	0.8061658	0.86735713	0.8911943	0.8688331	0.85142124	0.8860892	0.82590234	0.774095	0.76461023	0.83100325	0.5821583	0.80921555	0.74342465	0.8172473	0.8671732	0.88524	0.70072913	0.86586213	0.8212996	0.75101846	0.74357855	0.87244266	0.79553264	0.8551765	0.86182606	0.7130515	0.84564924	0.37382233	0.6881607	0.6962563	0.81249344	0.9158492	0.74645007
