	kinderachtig/adj	word/verb	die/pron	flyers/noun	surrealistisch/adj	zulk/det	aantal/noun	tv/noun	stem/noun	affiche/noun	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	combineer/verb	Australisch/adj	vol/prep	detective/noun	verblind/adj	plaats/noun	flankeer/verb	geplaatst/adj	wereld_top/noun	ernst/noun	lijk/verb	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	samenleving/noun	sla_gade/verb	centraal/adj	laat_los/verb	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	niet_commercieel/adj	radio/noun	ingehouden/adj	PROV/name	minachting/noun	symboliek/noun	die/det	gehard/adj	storend/adj	vol/adj	begin/verb	priem/verb	kaars/noun	licht/prefix	slechts/adv	ben_uit/verb	verholen/adj	moet_in/verb	plafond/noun	studio/noun	en/vg	gekleurd/adj	1ste/num	beperkt/adj	accent/noun	nostalgie/noun	prognose/noun	enig/det	drijf/verb	jazz/noun	in/prep	wat/det	hang/verb	schemer_door/verb	ironie/noun	tafereel/noun	mild/adj	pose/noun	helder/adj	precies/adv	welk/det	3de/num	Euro2000/name	waarvoor/pp	Aalsterse/adj	omgeving/noun	zweem/noun	schrijven/noun	vrolijk/adj	zie/verb	eenzaam/adj	kijk_terug/verb	wereld_pers/noun	terloops/adj	verander/verb	loop/verb	met/prep	blijf_achter/verb	reeks/noun	op/prep	verwondering/noun	door/prep	maak/verb	dergelijk/adj	macho/noun	één/pron	tafel/noun	vooroordeel/noun	ingebouwd/adj	licht/adj	gebruik/verb	discriminatie/noun	waarschuw/verb	ander/adj	licht/noun	publiek/adj	ere_plaats/noun	hang_op/verb	alle/det	voor/prep	humor/noun	onder/prep	ontlok/verb	van/prep	de/det	kom_over/verb	hoon/noun	Nederlandstalig/adj	ragfijn/adj	richt/verb	Romein/noun	eentje/pron	Istanboel/name	goedmoedig/adj	zijn/det	Engelstalig/adj	introduceer/verb	verdwijn/verb	fel/adj	loper/noun	auto_wrak/noun	politicus/noun	drama/noun	zelf/adv	zend_uit/verb	een/det	waarmee/pp	sta/verb	vleugel/noun	honderden/noun	rood/adj	mikpunt/noun	geluid_effect/noun	lawaaierig/adj	buis/noun	geest/noun	onderwerp/noun	ondanks/prep	2de/num	voer_op/verb	industrieel/adj	weiger/verb	varieer/verb	productie_huis/noun	hang/adj
vrolijk/adj	0.7455317	0.8831513	0.73751116	0.8511672	0.64078546	0.7338461	0.92236507	0.7934926	0.76814914	0.72267365	0.7379482	0.86417854	0.92413205	0.8269448	0.71514153	0.85426354	0.5511139	0.7763749	0.7931849	0.9529654	0.8116324	0.84101313	0.8898263	0.78299654	0.7562085	0.9166983	0.7673344	0.7478832	0.7186654	0.7803812	0.867888	0.71707094	0.88346994	0.7416171	0.7802731	0.7640303	0.91021335	0.90261126	0.8316212	0.6921318	0.9634702	0.8629559	0.7499446	0.771081	0.87156904	0.78998035	0.7691426	0.81214815	0.8442565	0.72738385	0.82726765	0.8905196	0.8224275	0.8877718	0.8436379	0.77000606	0.7945999	0.5949305	0.5816803	0.94552296	0.915623	0.7142546	0.6987717	0.89923173	0.8613418	0.7579513	0.6849878	0.8252668	0.73759794	0.69566727	0.8769811	0.6863699	0.6125971	0.7181066	0.7181981	0.6481693	0.81836575	0.84550434	0.93926686	0.8776495	0.8613361	0.806608	0.8188737	0.79443455	0.80062073	0.0	0.7513797	0.71726567	0.79286474	0.87479174	0.7395374	0.83834	0.8216681	0.66717446	0.86913764	0.8210085	0.8144179	0.74814594	0.8061572	0.79601943	0.8544414	0.75962687	0.81066763	0.7743255	0.81822026	0.8390739	0.6986985	0.8599273	0.91056913	0.9081544	0.83774555	0.7404616	0.8804506	0.8732801	0.7114073	0.8409339	0.86648476	0.61766994	0.85723686	0.7710419	0.8493637	0.80329466	0.7081646	0.86999375	0.783049	0.77434754	0.89359593	0.838812	0.70234174	0.8650142	0.770351	0.7548522	0.78178245	0.7739403	0.8333967	0.78280056	0.79032093	0.89376825	0.86140156	0.7378279	0.85706043	0.876168	0.63951766	0.74975646	0.7938425	0.8022927	0.8011166	0.6806177	0.90340865	0.81585467	0.7944212	0.762227	0.7388098	0.7952504	0.8144302	0.948669	0.78652906	0.87194496	0.9272695	0.7521265	0.87882215	0.7657375
zie/verb	0.88200945	0.91635716	0.7962234	0.86970335	0.7893618	0.78104395	0.8495338	0.77604586	0.88843554	0.7888086	0.86130965	0.90322304	0.9225383	0.85055745	0.85386914	0.9005607	0.73607635	0.8996217	0.79373986	0.94530386	0.85767347	0.85196996	0.92142904	0.900424	0.7714186	0.9219825	0.8605007	0.73425674	0.7466477	0.82845914	0.88854194	0.7750385	0.92699665	0.79872996	0.91366935	0.78132325	0.9434275	0.9137664	0.865026	0.85548794	0.97008854	0.8944707	0.8419053	0.79341054	0.89945394	0.84208125	0.846092	0.9082336	0.8154036	0.7806183	0.8798994	0.85001904	0.88397384	0.92209584	0.8597948	0.79919565	0.8565061	0.7762036	0.7535938	0.95958304	0.887572	0.87196785	0.8516709	0.8846896	0.85672516	0.82069623	0.9075349	0.79265505	0.8175596	0.7170619	0.8626203	0.88569	0.7394787	0.89607096	0.83608466	0.79448175	0.85401577	0.8444214	0.9553842	0.9184429	0.88726	0.8851262	0.8737	0.89321	0.88722956	0.7513797	0.0	0.80220157	0.8660752	0.8972756	0.8516691	0.8619379	0.8207866	0.7890713	0.82163185	0.8682296	0.8444427	0.8613885	0.84717745	0.84840643	0.83681405	0.8723774	0.8543109	0.87518084	0.86066544	0.86879253	0.7989098	0.8802141	0.9094465	0.867199	0.82189834	0.7722126	0.90468067	0.89951926	0.7423191	0.8522861	0.86577505	0.88455135	0.86145234	0.86637497	0.8223549	0.8018607	0.83992445	0.91193616	0.9021053	0.87153774	0.8795648	0.89628	0.79833204	0.87909746	0.8848429	0.82217956	0.86878586	0.8662562	0.7820953	0.851141	0.8285111	0.8738934	0.91183186	0.86482203	0.88781005	0.8293575	0.7389647	0.8458911	0.805297	0.86259	0.8159613	0.7819514	0.91571	0.8674739	0.89484334	0.818719	0.873876	0.8809599	0.8591734	0.9630004	0.8111113	0.8878816	0.9347445	0.87155306	0.8939985	0.78789854
eenzaam/adj	0.8299207	0.8622755	0.6917918	0.9154499	0.76309454	0.7716886	0.86825866	0.8425251	0.8316315	0.8652287	0.8043778	0.9114475	0.9024937	0.87800246	0.8289014	0.7939555	0.6821272	0.77833736	0.8002695	0.87842464	0.8355011	0.8608202	0.8817004	0.8558452	0.7823909	0.87636286	0.812791	0.80151135	0.8228519	0.81139445	0.85227585	0.727204	0.8717914	0.74797344	0.89928025	0.799716	0.8862755	0.9148787	0.8902893	0.7766895	0.9533628	0.8494743	0.8168834	0.7898305	0.8519306	0.81571925	0.8601264	0.85258096	0.8592635	0.7743144	0.91076165	0.8573992	0.8378235	0.8848304	0.8227368	0.8085842	0.8169459	0.6719162	0.7448766	0.9414363	0.9156903	0.83917165	0.76592463	0.91338235	0.85477656	0.69776714	0.8277382	0.80233455	0.835813	0.7842471	0.89664334	0.78952104	0.71887994	0.8094535	0.7876072	0.81887186	0.8493449	0.8717693	0.92496896	0.9174955	0.8644308	0.843808	0.77553296	0.87156665	0.80706114	0.71726567	0.80220157	0.0	0.7933389	0.9093073	0.8352387	0.8794321	0.81958294	0.78445745	0.7582676	0.86949176	0.8048721	0.814242	0.7697066	0.8749663	0.8699552	0.79150116	0.7886902	0.8564793	0.8104757	0.885862	0.8479041	0.8866157	0.88511056	0.9010033	0.83334124	0.8202634	0.89061403	0.8687533	0.7608503	0.8575568	0.8339019	0.79570264	0.8372324	0.850726	0.8369778	0.78703535	0.7537974	0.8714777	0.8694091	0.8601692	0.8906535	0.81758976	0.7473873	0.8567099	0.8602527	0.7387668	0.87750137	0.84445846	0.7929022	0.84625554	0.80045867	0.86270195	0.8479713	0.7809118	0.858853	0.9203963	0.67718184	0.8214902	0.8038137	0.8181311	0.7543193	0.8018282	0.88512486	0.88190204	0.81918365	0.80246353	0.78120446	0.8486344	0.8290246	0.9206101	0.8291583	0.8950582	0.9034512	0.8197987	0.91224504	0.7782075
kijk_terug/verb	0.86004364	0.90356654	0.81732935	0.9493189	0.83127284	0.8127443	0.89928746	0.86034685	0.8504175	0.89092135	0.86375225	0.9205017	0.93226737	0.8932933	0.8383475	0.83986706	0.78146344	0.8605983	0.8645483	0.9181344	0.9071771	0.8777864	0.8623332	0.8436515	0.80704683	0.9439383	0.84005606	0.85779595	0.8740121	0.8670273	0.87152696	0.76123255	0.9172788	0.84524196	0.86160755	0.91832155	0.89428014	0.93897796	0.8980522	0.7976156	0.9277481	0.8548186	0.8606213	0.79520607	0.895426	0.8978344	0.86809003	0.81838334	0.9139166	0.9095923	0.9191145	0.8943574	0.8816266	0.8226595	0.9100338	0.90396744	0.88519466	0.7923003	0.8574444	0.8846848	0.9214952	0.84504235	0.74347293	0.865753	0.8217324	0.84978807	0.83271587	0.8511144	0.862259	0.9047407	0.85429573	0.7724597	0.7907162	0.8060705	0.83789945	0.84078336	0.86158264	0.90189123	0.8973449	0.8518666	0.8799499	0.8665877	0.9085021	0.84336674	0.82620883	0.79286474	0.8660752	0.7933389	0.0	0.90157664	0.847208	0.9090924	0.8813884	0.79555655	0.84294623	0.8330998	0.8849379	0.80584514	0.8602194	0.8493643	0.8780976	0.8552676	0.8634695	0.9235362	0.8431737	0.90417475	0.85898656	0.9191072	0.9187153	0.90189147	0.92158777	0.89737296	0.87902254	0.8583955	0.87845314	0.86709994	0.83897007	0.7930395	0.90587986	0.8075373	0.8174973	0.8191834	0.80402017	0.87307	0.87830627	0.9105216	0.8916866	0.8592247	0.82938886	0.890152	0.9050986	0.7429422	0.8571266	0.84099174	0.8981812	0.8879061	0.85822296	0.9398379	0.8382999	0.80904967	0.87176055	0.876648	0.7720094	0.8310921	0.90033334	0.8783045	0.90731764	0.91383034	0.90257245	0.90322196	0.92539525	0.86166203	0.83936054	0.84846926	0.7750033	0.89754814	0.87218136	0.9006631	0.8954002	0.86197424	0.8968904	0.91252804
wereld_pers/noun	0.8886893	0.8808691	0.8491623	0.9119495	0.9015589	0.85491943	0.9446441	0.84079814	0.9161964	0.8754967	0.86496085	0.91105604	0.9305326	0.86085993	0.94177	0.87521523	0.8357734	0.93571436	0.93592554	0.9495405	0.9144522	0.9158166	0.8497826	0.9132292	0.9201696	0.92108023	0.9348054	0.85211504	0.8790786	0.899296	0.91841245	0.87954557	0.9333113	0.91669464	0.95168567	0.880321	0.90147513	0.94836813	0.86505324	0.87716174	0.96930736	0.877332	0.89342856	0.8947205	0.9001772	0.91384226	0.8907844	0.88308346	0.89438206	0.9126216	0.9133692	0.92156404	0.91780937	0.9281791	0.9075346	0.90185237	0.8610617	0.8825178	0.884488	0.95925903	0.9456675	0.91312075	0.90859824	0.9220057	0.888485	0.8984276	0.9249091	0.8708217	0.9079884	0.88609266	0.8996047	0.8934113	0.88607335	0.90296835	0.9131066	0.9176849	0.9220335	0.91943	0.9579871	0.88425344	0.9055619	0.90263236	0.90189075	0.9178225	0.92725205	0.87479174	0.8972756	0.9093073	0.90157664	0.0	0.89087117	0.9335487	0.90837854	0.87195146	0.9188045	0.9031718	0.8430119	0.8902481	0.8498355	0.93594795	0.8804477	0.9181157	0.93276924	0.922313	0.91536987	0.9060985	0.9399579	0.94070864	0.91917765	0.89919984	0.91898	0.9016961	0.8689254	0.9139912	0.89342546	0.8721161	0.8901316	0.9139668	0.88867635	0.85580206	0.8977279	0.8517699	0.9236641	0.8759859	0.89780575	0.93292165	0.884139	0.9095205	0.884036	0.8832383	0.9194395	0.8546044	0.88392985	0.9129664	0.926627	0.873616	0.8826523	0.9285079	0.862394	0.9081039	0.9242381	0.8972385	0.8693386	0.89040923	0.8989448	0.91654885	0.8531245	0.90672284	0.8858566	0.91984653	0.91260993	0.85042405	0.89388275	0.8749678	0.898428	0.95763886	0.903749	0.9321474	0.8998231	0.94584465	0.91074806	0.8960929
terloops/adj	0.777948	0.8077502	0.7543038	0.87869614	0.7381749	0.7045516	0.85251564	0.8290548	0.84662116	0.830099	0.7883704	0.82323706	0.8966655	0.7981608	0.8141561	0.8548943	0.75592077	0.8141575	0.8701012	0.9197044	0.8995943	0.8677185	0.8790778	0.74099547	0.80692387	0.8970773	0.84512705	0.8642025	0.8216986	0.7677394	0.83483005	0.80666506	0.8651129	0.8026477	0.79784137	0.8814836	0.8891934	0.91436535	0.81315	0.7673163	0.9651413	0.8201043	0.75519437	0.7435576	0.9132835	0.8084327	0.8806729	0.87479836	0.89136577	0.86758727	0.87106127	0.8485408	0.8771166	0.83766425	0.88063633	0.8689445	0.86037517	0.75053847	0.7832659	0.95031834	0.87838745	0.7973371	0.8077497	0.88252884	0.8022894	0.85048896	0.82002735	0.8532372	0.81626695	0.8864294	0.8221313	0.69152224	0.7321297	0.7747614	0.7430134	0.7285381	0.81268775	0.78343946	0.95406103	0.87877613	0.8382059	0.86304986	0.85926515	0.8016763	0.74351835	0.7395374	0.8516691	0.8352387	0.847208	0.89087117	0.0	0.87908244	0.9238999	0.77637285	0.88193977	0.79600716	0.85323524	0.77607	0.8160854	0.81553245	0.75811195	0.86632127	0.8396927	0.88980114	0.83025825	0.8606557	0.8526793	0.875264	0.8542806	0.8816452	0.8280261	0.85759974	0.8377547	0.8926704	0.8222271	0.80964696	0.8605125	0.7011085	0.8896987	0.77404714	0.8092394	0.8096391	0.7814689	0.8743732	0.81687886	0.8277256	0.8703612	0.8621505	0.8078022	0.89205414	0.8227581	0.7575605	0.81244576	0.8036971	0.8941552	0.8648955	0.8636893	0.9217346	0.8224755	0.7461586	0.82429695	0.8692511	0.7223115	0.7447296	0.8812925	0.88333464	0.8580301	0.89473784	0.88469523	0.8489186	0.9132163	0.87116146	0.82156944	0.72871614	0.8301309	0.941532	0.85917145	0.8830872	0.8743326	0.8113251	0.864447	0.88318455
verander/verb	0.87085724	0.9028763	0.821576	0.9383358	0.8233692	0.7644429	0.88254905	0.93234026	0.9190308	0.90982443	0.89972997	0.9185498	0.94533753	0.91874874	0.8094165	0.9068021	0.8538615	0.94637364	0.87195474	0.9460241	0.91764665	0.92226607	0.90914595	0.8703733	0.7792008	0.9179165	0.85601306	0.9031419	0.8927328	0.875083	0.8057876	0.8987961	0.8956057	0.7556781	0.8598531	0.92748606	0.90048134	0.9244576	0.9428969	0.888345	0.981274	0.8648635	0.8471546	0.74275786	0.9240984	0.856521	0.9294363	0.9033128	0.9097387	0.9028477	0.91523063	0.9069782	0.8922539	0.9375316	0.90483284	0.9160326	0.94430286	0.8038879	0.83585495	0.9532309	0.88493335	0.8394351	0.8767907	0.92494553	0.8916136	0.8347478	0.8945173	0.83827835	0.90318817	0.90111965	0.8638963	0.8727236	0.8768213	0.838041	0.8564283	0.773105	0.8274992	0.7507317	0.94596255	0.93321675	0.85431194	0.90774155	0.86762047	0.9072939	0.88269883	0.83834	0.8619379	0.8794321	0.9090924	0.9335487	0.87908244	0.0	0.9031635	0.87043715	0.88673365	0.93583924	0.8944451	0.88467115	0.8793988	0.8690778	0.7806198	0.89765733	0.9295002	0.94888276	0.8562522	0.8789752	0.87594813	0.8393212	0.86041665	0.9156404	0.7516696	0.8763926	0.8628857	0.9433233	0.8816341	0.86320513	0.88890576	0.86415267	0.8996984	0.887075	0.7969917	0.7880671	0.87659854	0.9225559	0.91592836	0.9163128	0.8394928	0.8659262	0.9000411	0.9195881	0.8877747	0.84641755	0.91523856	0.7918913	0.81335324	0.90497214	0.92364603	0.93667215	0.88957214	0.90232426	0.9181531	0.9394805	0.8095488	0.79367965	0.9070108	0.91189903	0.91865194	0.90501595	0.93130755	0.9386712	0.91946447	0.9162593	0.82569456	0.8612849	0.84535676	0.95537156	0.86278915	0.8355223	0.92895937	0.77529085	0.92912793	0.9121503
loop/verb	0.9269247	0.9061185	0.8529942	0.8959093	0.91765726	0.8889495	0.90143573	0.8998843	0.9285288	0.89035267	0.9168625	0.9058716	0.9163776	0.93567824	0.85648733	0.89050573	0.7881772	0.9181565	0.8749374	0.9270614	0.87924355	0.84300035	0.89961636	0.9384054	0.87279296	0.9296928	0.8847221	0.84909356	0.9050359	0.861309	0.95646375	0.83055604	0.8939254	0.81585515	0.93886566	0.83664614	0.9544389	0.94420975	0.92024356	0.9082681	0.9680033	0.9391878	0.9197421	0.85601956	0.92487794	0.89001715	0.8190601	0.7678584	0.8433783	0.83221155	0.9274938	0.8829167	0.8775721	0.9592269	0.8304385	0.805021	0.90507203	0.7685276	0.80666184	0.909071	0.8990898	0.8914805	0.90608335	0.945923	0.93036926	0.82563996	0.9440315	0.79724187	0.86015165	0.7298418	0.9451206	0.946612	0.861866	0.91329575	0.89403963	0.884061	0.8754035	0.9084999	0.92688054	0.90952677	0.90517455	0.86730766	0.8705187	0.9347359	0.93225336	0.8216681	0.8207866	0.81958294	0.8813884	0.90837854	0.9238999	0.9031635	0.0	0.8068924	0.8512757	0.9260159	0.764651	0.93325025	0.841378	0.8852777	0.9011103	0.9030147	0.92091453	0.8243582	0.91834694	0.88668025	0.87270164	0.8728751	0.9466019	0.90395933	0.913964	0.84545887	0.95044327	0.87615776	0.80439085	0.88775116	0.87980735	0.91294503	0.82910526	0.92046106	0.89615774	0.7867064	0.8924542	0.95587397	0.93188757	0.89554626	0.9001306	0.91021985	0.8059516	0.89338607	0.9156609	0.85616946	0.93503106	0.9056886	0.8136132	0.8918506	0.7536045	0.88749665	0.9579178	0.9493473	0.93918383	0.90438056	0.7613888	0.87651765	0.7661042	0.86538893	0.8229359	0.7772258	0.92568886	0.93143046	0.8637157	0.8008643	0.9147465	0.9362394	0.8962225	0.924283	0.90500677	0.91691214	0.92524827	0.88045895	0.9383137	0.8013078
met/prep	0.79699737	0.7955079	0.67684984	0.8182152	0.77752286	0.7068178	0.78433436	0.80998	0.8244851	0.7751502	0.7701733	0.8353801	0.87907994	0.7912605	0.7128903	0.82089865	0.59557664	0.8059301	0.83154285	0.88133174	0.81396997	0.7810478	0.849797	0.79865944	0.82847625	0.80057305	0.77062833	0.81480443	0.8371105	0.74487865	0.8526604	0.7922024	0.8574578	0.75678146	0.75734186	0.84207547	0.83283174	0.8692169	0.8225969	0.77650154	0.95048267	0.84824765	0.78180426	0.71354115	0.8560015	0.79237765	0.7517103	0.8382939	0.80951536	0.74213	0.8220893	0.80667955	0.81328464	0.8598841	0.8186331	0.7561651	0.8010217	0.52725613	0.65560675	0.9087398	0.79418063	0.766207	0.77598536	0.85186726	0.80985236	0.77572596	0.740469	0.8221781	0.74772453	0.7187464	0.8351269	0.7696872	0.77119696	0.79190063	0.80174196	0.7677438	0.8401892	0.8071281	0.90363985	0.8298713	0.7934692	0.80182177	0.8195269	0.83552635	0.7967948	0.66717446	0.7890713	0.78445745	0.79555655	0.87195146	0.77637285	0.87043715	0.8068924	0.0	0.7658853	0.78511995	0.7868273	0.8231512	0.7458282	0.8009829	0.7387285	0.81874454	0.82276726	0.70292765	0.823418	0.75697327	0.67983156	0.70271116	0.86804795	0.85715616	0.76323515	0.8064261	0.84856004	0.84062684	0.7342908	0.7635227	0.7920878	0.7397113	0.7811137	0.7964379	0.77790654	0.7265415	0.82689893	0.8904404	0.79142946	0.8014699	0.83105135	0.83077943	0.7366683	0.84746426	0.835882	0.6742355	0.81375945	0.7599023	0.80142576	0.7955747	0.80628294	0.85303396	0.83412844	0.8153261	0.85656476	0.8707191	0.548715	0.4776399	0.7695829	0.7968844	0.7642844	0.6853095	0.89946043	0.8446543	0.82305586	0.72598743	0.81196654	0.8089147	0.745716	0.9021648	0.81349057	0.7960365	0.8272023	0.7290581	0.81353766	0.76705086
blijf_achter/verb	0.9100462	0.8673382	0.75975716	0.92279136	0.89901084	0.8174001	0.75036895	0.8868665	0.89583194	0.9120866	0.8551569	0.9257624	0.89433306	0.8666941	0.87613505	0.8403325	0.7446554	0.9010603	0.88146126	0.89039785	0.89176154	0.87049925	0.91116685	0.88541925	0.83980554	0.8693069	0.84507406	0.87019277	0.9036943	0.8355907	0.85004336	0.83144075	0.8873571	0.7970559	0.8661931	0.9060391	0.85752803	0.8992837	0.91509336	0.86780775	0.95011175	0.8807273	0.8814267	0.8014461	0.89474976	0.8634222	0.8124428	0.9118422	0.9013421	0.8403714	0.92408574	0.81708515	0.8432905	0.94513327	0.8304454	0.83313155	0.8864802	0.68775284	0.8154356	0.9312484	0.77136046	0.8785509	0.8546108	0.8008802	0.8668237	0.7543686	0.90808487	0.7924461	0.80684125	0.8400728	0.8827155	0.8693854	0.8572167	0.8666775	0.9182787	0.8879058	0.8627213	0.8562031	0.92923385	0.89201117	0.84133893	0.8655885	0.86040837	0.93210065	0.9001717	0.86913764	0.82163185	0.7582676	0.84294623	0.9188045	0.88193977	0.88673365	0.8512757	0.7658853	0.0	0.8862021	0.8408009	0.8861446	0.77566653	0.8808899	0.8467811	0.9083168	0.84816474	0.87678117	0.8683673	0.8747655	0.7748127	0.8308257	0.8808046	0.83305955	0.8168047	0.8965418	0.84853274	0.88050175	0.8408715	0.77539873	0.8066438	0.9018812	0.7908419	0.8663349	0.741088	0.70273674	0.86262983	0.88503534	0.87300694	0.914614	0.8394923	0.856277	0.82575953	0.8880536	0.9300958	0.78015447	0.89001226	0.8439379	0.77996546	0.87513864	0.8510688	0.8068293	0.8848564	0.8561619	0.9024106	0.9240165	0.74071485	0.8087677	0.8281567	0.8645909	0.7518743	0.8408285	0.9057801	0.94522333	0.9037038	0.8123275	0.87827295	0.9056344	0.7508154	0.92578155	0.8181566	0.7575462	0.8499141	0.79385555	0.9164432	0.838745
reeks/noun	0.87165385	0.8047495	0.74935544	0.90323263	0.7758515	0.70546997	0.7186535	0.8241713	0.9027059	0.7608277	0.83980924	0.9058903	0.89413494	0.8320559	0.8227901	0.8301639	0.79210496	0.78269976	0.9133775	0.833523	0.89665264	0.83870566	0.8646507	0.8294263	0.82967293	0.89978504	0.8926512	0.946447	0.8930338	0.8121303	0.88429004	0.8775125	0.86976177	0.89171654	0.8704804	0.91458714	0.88129723	0.87927866	0.84948885	0.8468712	0.9328629	0.8956046	0.8330017	0.7916481	0.9173595	0.84948146	0.93267506	0.8235697	0.94570285	0.9124096	0.8702891	0.8229688	0.88482857	0.89067376	0.8925158	0.89826435	0.82921624	0.8122397	0.8413619	0.8302543	0.8724414	0.83246726	0.8673515	0.83664703	0.8708906	0.88818777	0.8354963	0.79840636	0.8663515	0.8889934	0.87155855	0.83973205	0.7319553	0.8725488	0.85260284	0.8119899	0.8619202	0.8208087	0.83638144	0.82211715	0.7771799	0.8338407	0.8841055	0.9082987	0.8214689	0.8210085	0.8682296	0.86949176	0.8330998	0.9031718	0.79600716	0.93583924	0.9260159	0.78511995	0.8862021	0.0	0.83223903	0.865507	0.7641766	0.83475053	0.71505535	0.8923891	0.71324897	0.9159279	0.8624707	0.88320446	0.86761564	0.87361664	0.87744427	0.8902962	0.8355286	0.90544295	0.8528334	0.8207531	0.8414595	0.7892373	0.79160994	0.7997123	0.9003901	0.8504412	0.7607647	0.7740376	0.85036457	0.9042728	0.77440083	0.8975965	0.8741721	0.84372735	0.8543719	0.83710617	0.8954099	0.8119992	0.76102567	0.8188026	0.9218969	0.8601104	0.85770434	0.93272024	0.87404	0.7271661	0.8959692	0.75032943	0.6442604	0.7699398	0.8765453	0.8884887	0.85500443	0.92347205	0.86132604	0.84962094	0.91666615	0.86306447	0.88168114	0.7691826	0.72784424	0.8157305	0.8077001	0.868571	0.91332316	0.79293585	0.82274234	0.89845747
op/prep	0.89394534	0.8272821	0.83036965	0.8599973	0.87861073	0.8400427	0.8608492	0.8242176	0.9014229	0.8223131	0.8601623	0.8630393	0.9039544	0.81672144	0.84503955	0.83069134	0.765108	0.87310773	0.87302095	0.80659914	0.86246955	0.80137664	0.8525315	0.89187086	0.84324265	0.8811349	0.8025612	0.8613928	0.88815427	0.84132725	0.8909515	0.8376738	0.8342363	0.83414006	0.89028436	0.85583556	0.88113856	0.8713524	0.8568639	0.865272	0.95781076	0.90027183	0.87111783	0.8025465	0.9264307	0.8462946	0.7682191	0.8288777	0.8395206	0.8234383	0.87568605	0.82382405	0.8629049	0.90239894	0.82678413	0.78958386	0.83263004	0.7701	0.7915821	0.84714454	0.82649046	0.8622668	0.8669737	0.881585	0.84369	0.8459581	0.8738366	0.77976465	0.8671398	0.78941447	0.87253773	0.88781434	0.8445709	0.8499082	0.8635249	0.85697526	0.7957451	0.8246987	0.86442053	0.8229639	0.84223604	0.8244721	0.8499442	0.90213597	0.86251634	0.8144179	0.8444427	0.8048721	0.8849379	0.8430119	0.85323524	0.8944451	0.764651	0.7868273	0.8408009	0.83223903	0.0	0.90448076	0.84253436	0.8694933	0.81158453	0.8963294	0.8891061	0.8206366	0.8846681	0.81801164	0.8351126	0.844658	0.8885109	0.87203586	0.83616334	0.8434776	0.844013	0.8317491	0.79769534	0.7979775	0.8276623	0.897326	0.809972	0.8503469	0.807251	0.71397257	0.90633285	0.89991295	0.84452146	0.89824194	0.86876357	0.8588645	0.7843281	0.82856864	0.9086932	0.75314635	0.84416115	0.8377993	0.7791735	0.83656764	0.81138164	0.8630826	0.8881514	0.88982934	0.9064276	0.8129007	0.6958184	0.82098347	0.67729306	0.85201967	0.79997504	0.80433285	0.8934115	0.9102378	0.85632116	0.81122273	0.9022434	0.8599151	0.834129	0.85799444	0.86837935	0.8625729	0.87884784	0.8010242	0.8912507	0.80139375
verwondering/noun	0.8233719	0.8687053	0.7674398	0.93187225	0.7299608	0.7254568	0.89376116	0.8695723	0.81825984	0.8617925	0.79926395	0.8965388	0.89896905	0.86444557	0.83231664	0.8928898	0.7062001	0.8364639	0.81977165	0.9293808	0.88933206	0.8991152	0.88986933	0.749274	0.7864123	0.90745616	0.8777399	0.78832054	0.84924376	0.82889706	0.8097469	0.75627303	0.90207374	0.81624514	0.8675033	0.8908754	0.8725476	0.9029002	0.87637866	0.68358594	0.9741686	0.69025874	0.74166524	0.7406267	0.90715927	0.8156929	0.8650235	0.8935699	0.8665812	0.8781389	0.89053017	0.8509877	0.88645256	0.75400007	0.8832596	0.88655233	0.89033043	0.73806155	0.8046757	0.9398986	0.903314	0.8194332	0.660895	0.8871119	0.70710653	0.76916575	0.808202	0.86669636	0.78759474	0.89926153	0.83970225	0.6350634	0.7446942	0.7527549	0.81424904	0.76705027	0.835394	0.82735574	0.9423763	0.8962262	0.8597591	0.86337537	0.839725	0.77590084	0.77893203	0.74814594	0.8613885	0.814242	0.80584514	0.8902481	0.77607	0.88467115	0.93325025	0.8231512	0.8861446	0.865507	0.90448076	0.0	0.79469603	0.88334465	0.8024759	0.8478104	0.8713889	0.91541666	0.788578	0.8848108	0.8094418	0.8931413	0.83351225	0.8877254	0.8478781	0.8390076	0.8315068	0.9090159	0.88402236	0.8226073	0.8383223	0.68471515	0.87926763	0.75259197	0.8131793	0.8218273	0.8009555	0.79169905	0.8519966	0.8636419	0.86771953	0.8600222	0.82755613	0.9047401	0.84495866	0.7674334	0.82594454	0.85816586	0.87429863	0.8324943	0.87245584	0.91418016	0.8114042	0.76585835	0.8390534	0.93645316	0.77878106	0.79011697	0.90269226	0.889269	0.88691	0.88789153	0.88445395	0.903128	0.9160135	0.85268384	0.71823525	0.81099045	0.7941772	0.95086753	0.87758404	0.88742346	0.9005338	0.8430257	0.9203336	0.86573
