	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
patiënte/noun	0.9017536	0.82889885	0.8432039	0.8362026	0.83283645	0.87993747	0.5423527	0.87328863	0.8715443	0.89969903	0.8386648	0.89377075	0.8380847	0.84950805	0.89453596	0.9146849	0.9028059	0.91011184	0.88517797	0.8231739	0.8897018	0.87278104	0.87074935	0.8861799	0.88991344	0.9057702	0.892802	0.8905354	0.87514746	0.8815548	0.8205723	0.861894	0.8462175	0.8898273	0.9066632	0.8961588	0.8794323	0.8224771	0.9184264	0.85871077	0.79231244	0.83764666	0.75509334	0.0	0.8831678	0.68636215	0.90917677	0.80505836	0.8558254	0.82587576	0.89601845	0.8919391	0.83001673	0.8701968	0.87126	0.8759147	0.87967956	0.8552227	0.81980324	0.8139661	0.90828913	0.79893064	0.92053396	0.84995294	0.88882256	0.8806069	0.89524806	0.8693415	0.91303116	0.87334925	0.88851774	0.87478775	0.841324	0.8954863	0.82144237	0.7157372	0.8405989	0.74874246	0.84030616	0.9081654	0.9098754	0.8546696	0.8576018	0.85156476	0.89014006	0.9074306	0.85244346	0.78807664	0.8850133	0.80806386	0.8774578	0.82090026	0.79131097	0.86718863	0.90995747	0.81614184	0.7877149	0.86921376	0.89047843	0.81059206	0.83530223	0.922409	0.8963704	0.8772022	0.89361435	0.902179	0.79988927	0.869309	0.92687255	0.90821236	0.84348524	0.8528316	0.9108054	0.87177885	0.8610471	0.8711051	0.8884964	0.9199193	0.8849656	0.87375385	0.8674058	0.8483689	0.8798773	0.7996676	0.8669777	0.8596123	0.85494626	0.8692432	0.83689994	0.90482795	0.8035462	0.8339476	0.8393531	0.85181665	0.7230594	0.85887516	0.83832765	0.8789154	0.90448135	0.87375075	0.8780077	0.82467204	0.8454124	0.85862005	0.8620685	0.929844	0.9055412	0.8551501	0.86348504	0.8242011	0.8611067	0.9184072	0.85964984	0.8767348	0.8253557	0.85276127	0.89184403	0.85820675	0.8179094	0.86680335	0.8174776	0.8866081	0.92035973	0.87210315	0.8264827	0.9239332	0.8971781	0.82797253	0.8691608	0.7759007	0.88348675	0.8658676	0.86850387	0.84287643	0.9003632
fonds/noun	0.8924049	0.80938643	0.7568988	0.8881467	0.8072178	0.83623695	0.79187423	0.9345966	0.8798753	0.9126598	0.8370573	0.9053425	0.8208867	0.75271356	0.93537426	0.9091978	0.81025505	0.84783226	0.69157815	0.8805088	0.8839442	0.78709584	0.8001162	0.70149124	0.91637224	0.8194648	0.83098525	0.7855066	0.8282038	0.85812706	0.76752114	0.7980144	0.8264702	0.935748	0.9399073	0.8874621	0.830522	0.8740774	0.83503807	0.8180393	0.8024448	0.90676105	0.8160649	0.8831678	0.0	0.88912666	0.92361474	0.88181317	0.87142384	0.77008516	0.8765904	0.8744578	0.86961997	0.8740818	0.90213686	0.87809837	0.89581865	0.86244565	0.86917734	0.88297784	0.89845383	0.8079738	0.8484709	0.7764543	0.52475893	0.8488891	0.8148158	0.912567	0.9424502	0.78582424	0.89452195	0.9053301	0.86953175	0.80060923	0.7876079	0.86756754	0.9015007	0.8216369	0.8986626	0.85472184	0.9518086	0.841594	0.84775317	0.6874201	0.8911842	0.3919912	0.8698803	0.88508946	0.8256438	0.8918527	0.8595267	0.9405005	0.7383846	0.84645325	0.9212227	0.70331514	0.6668147	0.8553556	0.88417006	0.8439143	0.81617796	0.92107403	0.8715817	0.88142526	0.86090297	0.920933	0.84470636	0.87120485	0.89424074	0.6403461	0.8729271	0.80040133	0.83943367	0.8068687	0.8702527	0.62266904	0.94375664	0.9625479	0.8384262	0.88453186	0.78315294	0.8603303	0.9381047	0.75330544	0.88182366	0.7833244	0.881817	0.87683874	0.9085707	0.9060682	0.8145678	0.871456	0.8629469	0.75434816	0.87848616	0.8876567	0.8642777	0.9182992	0.78568184	0.90425706	0.7963209	0.7735816	0.64136887	0.9121423	0.8868356	0.94890827	0.89292365	0.6947763	0.84593356	0.8378198	0.78450465	0.54265666	0.82644266	0.885031	0.8909854	0.69452447	0.90782505	0.8507801	0.75649893	0.9254049	0.85347	0.8053658	0.9723252	0.75289595	0.85254604	0.87595814	0.87136894	0.8422005	0.7998893	0.87160903	0.5740316	0.8109127	0.91155744	0.8922285	0.80717516
ziekenhuis/noun	0.897583	0.87349266	0.77149326	0.8298638	0.93491876	0.9558538	0.571192	0.9637773	0.92794067	0.93821037	0.8132713	0.8680973	0.81299174	0.8725679	0.82271636	0.910005	0.8551843	0.9445433	0.93921584	0.8341151	0.94224995	0.9202424	0.87171227	0.913549	0.91081995	0.87400633	0.9271981	0.87472284	0.90084094	0.9205517	0.8822769	0.86741143	0.7702786	0.92593324	0.9112968	0.88045126	0.9317683	0.89235157	0.9370704	0.7531098	0.9061326	0.7391954	0.818946	0.68636215	0.88912666	0.0	0.937364	0.82294834	0.85342395	0.89249444	0.94243133	0.92899984	0.78118235	0.9344192	0.9439604	0.95180607	0.9220381	0.896855	0.87354493	0.83918893	0.91837007	0.80913335	0.87216294	0.9103992	0.9248948	0.9040671	0.9346359	0.8871906	0.9136759	0.9038244	0.8875941	0.9237232	0.74713945	0.8891502	0.84934574	0.84061766	0.94544685	0.75868136	0.89453244	0.8787904	0.89594674	0.92893875	0.9180834	0.9278437	0.9306891	0.9427012	0.854502	0.71179825	0.8255434	0.9154912	0.90984523	0.8000294	0.9108908	0.8667189	0.914763	0.8605845	0.7685444	0.9024355	0.9108602	0.9040452	0.8407883	0.9065509	0.93513876	0.8458925	0.9027269	0.8939477	0.80585486	0.926156	0.91444105	0.9469056	0.88205874	0.7981763	0.91603464	0.91557777	0.86762273	0.9082417	0.8943028	0.92469186	0.9021254	0.92307174	0.82200783	0.93915516	0.778698	0.87101483	0.8284126	0.89683837	0.9532103	0.9326969	0.8266164	0.9188204	0.8932776	0.91396976	0.90616035	0.8465486	0.8349647	0.89295185	0.91126406	0.86650366	0.84951246	0.93559223	0.90184844	0.8540956	0.8503685	0.93248105	0.9284424	0.94741696	0.92160976	0.84961313	0.88633865	0.8461291	0.8654109	0.90643334	0.8768177	0.96525764	0.85875845	0.76603717	0.92528456	0.8870478	0.8481479	0.86326873	0.7393662	0.93782735	0.9303654	0.9550965	0.8011877	0.91905046	0.8563329	0.9075651	0.92206335	0.7443005	0.9011877	0.9085759	0.93300605	0.89231443	0.9093883
knap/adj	0.89662516	0.9080276	0.8543357	0.71697736	0.8155359	0.8319693	0.93448627	0.87297416	0.840265	0.82083714	0.8776094	0.91165143	0.8850786	0.91045475	0.73972	0.7292665	0.882997	0.8580244	0.9375806	0.84421134	0.9547218	0.89838064	0.93516225	0.92996925	0.7588074	0.92784154	0.91728497	0.9170748	0.8446245	0.9122751	0.86900765	0.90173817	0.94177514	0.7945012	0.55382437	0.8416071	0.901847	0.8829346	0.9226763	0.91220593	0.8283069	0.81011003	0.8232664	0.90917677	0.92361474	0.937364	0.0	0.760479	0.9315591	0.90236115	0.7776401	0.68842113	0.65161824	0.91423786	0.88703203	0.90614974	0.70272225	0.79246587	0.8595036	0.7735126	0.5401366	0.77000046	0.9546184	0.89275646	0.89230853	0.88915634	0.9140367	0.76784194	0.7404996	0.85324585	0.8861058	0.8493356	0.868672	0.9391905	0.8850254	0.8558731	0.89601564	0.8192359	0.83097064	0.6318991	0.71297956	0.8444064	0.84108603	0.84032863	0.8902184	0.93726104	0.9196033	0.90698653	0.89505535	0.8699249	0.89924026	0.8006321	0.8071313	0.88037074	0.6112071	0.82708246	0.80799246	0.9485449	0.86398435	0.9144984	0.75457263	0.7934839	0.92886007	0.91064215	0.9332813	0.7169417	0.8548757	0.8994328	0.879162	0.9325611	0.7229328	0.94228244	0.7643057	0.9060853	0.90972966	0.90787506	0.7133866	0.6682143	0.6959871	0.70253503	0.8664282	0.88862526	0.74295664	0.8298976	0.9109058	0.88519555	0.8527882	0.9192393	0.8956418	0.94098777	0.9029338	0.88317776	0.88356996	0.87353647	0.83309305	0.74930364	0.7814956	0.9129799	0.94598544	0.93461925	0.81498927	0.8196691	0.95366186	0.8531373	0.7299969	0.84076476	0.8223641	0.932486	0.9627789	0.94041973	0.95585936	0.9321795	0.8946046	0.8163156	0.8175524	0.94427156	0.76603484	0.6978335	0.919478	0.75732744	0.8623582	0.87882406	0.7580467	0.861867	0.8965817	0.88982594	0.9509495	0.8251466	0.86100787	0.9018356	0.9070779	0.7959921	0.8271844	0.88658184	0.9488168
daarna/pp	0.86668676	0.8444512	0.79734653	0.595978	0.8420088	0.88369083	0.85810184	0.7786494	0.77254826	0.83217746	0.7700668	0.77738786	0.767302	0.8813329	0.8397536	0.7938508	0.83668756	0.89880604	0.872828	0.7981815	0.8903498	0.6924186	0.86850995	0.89350796	0.7829617	0.85022235	0.92699176	0.9038215	0.8637398	0.9055577	0.7638066	0.72680116	0.81671715	0.84621936	0.74257845	0.819964	0.89888453	0.78051865	0.8696114	0.8527229	0.76747733	0.7309596	0.3710341	0.80505836	0.88181317	0.82294834	0.760479	0.0	0.8881286	0.8387949	0.8278681	0.8601791	0.31462485	0.9160905	0.88942015	0.90743935	0.77715355	0.6712874	0.81688833	0.21129042	0.63441926	0.7012905	0.939492	0.8252195	0.85098445	0.8164084	0.9090351	0.61295795	0.84665114	0.86803013	0.7973181	0.8220793	0.7512455	0.8497171	0.72847545	0.6368183	0.86016726	0.5449978	0.7043073	0.7826702	0.8767572	0.86444634	0.5892923	0.7766719	0.85929376	0.90155655	0.7549952	0.8790865	0.83195466	0.7215216	0.8836978	0.7180241	0.7160226	0.81121624	0.6046264	0.68034166	0.7518681	0.8882731	0.87665397	0.8368596	0.60080075	0.86932623	0.9113698	0.80636215	0.9049153	0.812909	0.67117476	0.82714194	0.8769218	0.8688054	0.6108972	0.79586446	0.8070807	0.90089697	0.7479834	0.817278	0.8509501	0.8965414	0.7168473	0.79127103	0.796152	0.70557904	0.8288529	0.67612505	0.77898395	0.7879139	0.8858469	0.8858257	0.86871773	0.87550074	0.7623213	0.8962182	0.9113744	0.88611656	0.6325459	0.7631641	0.7176842	0.75633055	0.89253074	0.91359556	0.8323674	0.63676953	0.91862804	0.8298646	0.81679773	0.93725324	0.80800635	0.75110054	0.8843162	0.91281044	0.89587945	0.86439097	0.8069308	0.7826037	0.5770663	0.8636135	0.8347532	0.77695847	0.82417095	0.8165198	0.6966661	0.8924724	0.91537946	0.8286865	0.6701723	0.8865475	0.84794176	0.8131131	0.8355591	0.7747336	0.8581059	0.85793245	0.8542503	0.81311834	0.907944
contact/noun	0.91554886	0.78958094	0.8374232	0.9188133	0.89411104	0.9274967	0.7591724	0.9183048	0.88573074	0.91816425	0.8523031	0.87760186	0.85254765	0.84509087	0.9232043	0.9361817	0.8619075	0.83640736	0.9253818	0.84010625	0.87079924	0.886583	0.781441	0.8668379	0.90960526	0.8411157	0.83085483	0.6685503	0.85227084	0.91904116	0.7943585	0.8801528	0.88932323	0.9395071	0.9369906	0.8326949	0.80893016	0.8435789	0.904981	0.84663284	0.8320801	0.8620795	0.8568826	0.8558254	0.87142384	0.85342395	0.9315591	0.8881286	0.0	0.8412868	0.8830811	0.8791669	0.86774987	0.86103046	0.8671081	0.85824454	0.90357566	0.8892198	0.85407996	0.8936226	0.9208617	0.73459685	0.82460386	0.8672745	0.92096233	0.8811655	0.85004723	0.9381248	0.93486804	0.86016726	0.9062221	0.8713349	0.89978355	0.86390716	0.7544464	0.8408576	0.8827585	0.81993383	0.92593825	0.8858201	0.94910944	0.8989357	0.9086835	0.88445145	0.86510044	0.943143	0.9155711	0.84771883	0.8893884	0.86963385	0.90914935	0.856995	0.8028916	0.8929899	0.9230613	0.8151588	0.8525835	0.7658746	0.91209924	0.837722	0.9034494	0.9048587	0.8351841	0.9010335	0.8910872	0.93303853	0.79358864	0.8270264	0.9103992	0.9281646	0.9108275	0.85819936	0.82791203	0.9298145	0.918389	0.90997803	0.9304295	0.96304005	0.8895339	0.8664535	0.92689824	0.88923603	0.9337471	0.8291335	0.9163338	0.8857062	0.90573466	0.87431663	0.8382898	0.90276986	0.86204755	0.54015124	0.88196164	0.8126897	0.84029937	0.8880507	0.8474381	0.9409456	0.8366101	0.8361557	0.9226288	0.77518445	0.79528636	0.87317735	0.8705543	0.9706838	0.9023741	0.8667054	0.8336636	0.77546656	0.83697975	0.94151783	0.8780673	0.8831963	0.85183084	0.82288235	0.93548506	0.8580016	0.8489715	0.91218793	0.84941125	0.79281586	0.9475814	0.8985229	0.86066854	0.8706067	0.8314779	0.8061562	0.86700004	0.82426697	0.92211425	0.87208205	0.90845275	0.8882666	0.8368863
populatie/noun	0.8285399	0.80814755	0.779335	0.87114376	0.7704586	0.82779616	0.72037035	0.8818469	0.85133475	0.917041	0.8436364	0.8708217	0.90909946	0.77716553	0.9117172	0.91944754	0.82380885	0.8122381	0.76690626	0.8561188	0.80413216	0.69996774	0.85122466	0.6915144	0.8868489	0.82415366	0.70875716	0.82983	0.80950224	0.90862745	0.81269634	0.87284946	0.8304323	0.8878919	0.92929876	0.8811432	0.81626016	0.77268994	0.7420298	0.89266294	0.7917069	0.885302	0.82612956	0.82587576	0.77008516	0.89249444	0.90236115	0.8387949	0.8412868	0.0	0.7936877	0.8656727	0.8561896	0.80954385	0.8358125	0.8285214	0.88031894	0.77688414	0.79492736	0.83956856	0.87798834	0.7629329	0.82737315	0.7867255	0.82720673	0.8050879	0.7334294	0.8791892	0.93870914	0.8063191	0.84620035	0.8588027	0.81828004	0.84372336	0.7540424	0.8273897	0.8571417	0.8507796	0.8833659	0.85596895	0.9512239	0.8501904	0.830989	0.80583185	0.71674955	0.802614	0.8841939	0.75064254	0.8224419	0.8494194	0.810664	0.9173641	0.7643626	0.8268384	0.88468164	0.6787909	0.7895303	0.814933	0.8805031	0.80709606	0.8462876	0.89333975	0.7983906	0.8529518	0.7636996	0.9301287	0.7820699	0.831561	0.907699	0.7270081	0.8968455	0.8330802	0.7910688	0.796384	0.8307111	0.80146116	0.9374636	0.9562693	0.816252	0.8400916	0.82427526	0.7910238	0.93535054	0.76601815	0.82091236	0.8377135	0.826503	0.82534164	0.84327674	0.8743866	0.7801542	0.7771032	0.74863386	0.8045536	0.85237885	0.8701084	0.83537185	0.88601977	0.8912891	0.83969045	0.8918143	0.72708744	0.8189274	0.8739582	0.80945915	0.9442764	0.857941	0.8555068	0.8563764	0.85039175	0.75761807	0.8561937	0.8746835	0.8303437	0.8765565	0.8378578	0.89744955	0.84472656	0.8452004	0.88250923	0.8760274	0.8447402	0.96711445	0.8015754	0.8723755	0.7983119	0.8126046	0.84847546	0.78615475	0.783746	0.8365313	0.79948294	0.87048644	0.78893155	0.78736055
krachtig/adj	0.8615035	0.77853507	0.87544805	0.87620467	0.7548284	0.8361348	0.8574397	0.8923156	0.8853968	0.9068341	0.8351433	0.8888531	0.86413383	0.8489342	0.90728587	0.93890023	0.7933291	0.8290041	0.83553797	0.8531671	0.810362	0.7086075	0.88603556	0.756359	0.885054	0.85046905	0.7534577	0.81610864	0.8099656	0.88590866	0.7470354	0.8275035	0.92641985	0.872557	0.9015991	0.8620957	0.77063787	0.71482635	0.8483661	0.88134086	0.7787467	0.88874847	0.79713315	0.89601845	0.8765904	0.94243133	0.7776401	0.8278681	0.8830811	0.7936877	0.0	0.77836555	0.8473928	0.77849144	0.74665	0.76513916	0.8668579	0.7405178	0.82459307	0.8438437	0.83667374	0.6873838	0.8530209	0.7829026	0.84114337	0.8517805	0.7629502	0.89911884	0.9216059	0.7405919	0.88359565	0.87621415	0.8692388	0.8437907	0.748436	0.82250315	0.8742093	0.8781648	0.9211622	0.87998956	0.95145315	0.8724244	0.83712775	0.78522766	0.8028642	0.9230682	0.9471944	0.83980924	0.8715502	0.8364832	0.8281578	0.91124254	0.7405152	0.8159675	0.88593286	0.67682624	0.8110854	0.78778845	0.8547642	0.8289319	0.827051	0.89146	0.7425049	0.89077395	0.85975033	0.9226458	0.86567634	0.83845353	0.8901505	0.8188279	0.82187086	0.83930725	0.8108018	0.8364351	0.82021034	0.8421563	0.9364966	0.9590426	0.87476593	0.8716175	0.6977178	0.79869276	0.9345381	0.78479606	0.85195726	0.84612554	0.8294153	0.7878014	0.8581568	0.91038543	0.816308	0.80825436	0.8229213	0.78230023	0.8169237	0.8824004	0.86929464	0.87982786	0.8599359	0.79354036	0.8925027	0.75312144	0.81350857	0.8747319	0.70462114	0.97188586	0.87047035	0.8305072	0.8232547	0.8956225	0.8520432	0.9005779	0.8872818	0.72957003	0.8685421	0.8963178	0.913389	0.8403176	0.8267588	0.92525667	0.88695705	0.8568675	0.9756004	0.7583837	0.8198299	0.82068884	0.8336237	0.8278426	0.80649406	0.8797654	0.8866067	0.7302408	0.8745812	0.84379804	0.7934992
goed/adj	0.90709496	0.79537326	0.80701965	0.89437425	0.7540021	0.78781766	0.8204634	0.7402402	0.7358352	0.8512241	0.8042664	0.90512383	0.94063824	0.8430727	0.9313177	0.88579214	0.8967386	0.8599727	0.88344467	0.8665432	0.8800877	0.85046065	0.9056169	0.8398508	0.804726	0.85702646	0.827412	0.866608	0.8225642	0.9328082	0.73256767	0.9240355	0.9504314	0.90311974	0.8795234	0.91257405	0.88100624	0.82104635	0.91422445	0.8846169	0.78663194	0.8938855	0.8651348	0.8919391	0.8744578	0.92899984	0.68842113	0.8601791	0.8791669	0.8656727	0.77836555	0.0	0.82278067	0.87908846	0.83190405	0.8689645	0.82102895	0.7060611	0.8497506	0.8121056	0.81339157	0.79732716	0.8386135	0.83111304	0.86706746	0.71144897	0.85154086	0.8625132	0.91883445	0.7083564	0.891156	0.8609095	0.893793	0.8806433	0.7700051	0.7141551	0.68169487	0.9258385	0.8646437	0.76914495	0.9396051	0.8488411	0.78388065	0.83801734	0.8221463	0.9103981	0.94278455	0.85318065	0.90294117	0.7339543	0.85825443	0.82026696	0.77631485	0.81450814	0.8330529	0.7990737	0.8770363	0.9100248	0.8608913	0.73526156	0.8289974	0.8559865	0.8430103	0.9243616	0.86229753	0.8799678	0.82936215	0.8530005	0.84707403	0.9030135	0.7877608	0.8860332	0.8236274	0.8392964	0.896365	0.86847144	0.92871755	0.9301366	0.8460748	0.833694	0.8803528	0.78613234	0.9271307	0.8327741	0.92445904	0.82015777	0.6920515	0.8698263	0.90555674	0.90265125	0.8346971	0.8587304	0.82478154	0.86109495	0.7798715	0.79028624	0.6508199	0.9390609	0.880735	0.8589462	0.9030831	0.75671136	0.84033406	0.727823	0.7849488	0.96555895	0.89360964	0.9296158	0.914453	0.90759695	0.8855451	0.92153686	0.8379246	0.73240185	0.7948134	0.8896703	0.9051626	0.82203776	0.84582007	0.88023853	0.93606204	0.79621845	0.9724015	0.7645886	0.88101655	0.88564277	0.93385905	0.64511776	0.704679	0.92116225	0.8957879	0.8225677	0.86698973	0.8964167	0.8734976
nadien/pp	0.8734167	0.83153033	0.7503791	0.5988114	0.80817676	0.8683942	0.8430564	0.80052567	0.73738253	0.8083305	0.7327223	0.78877217	0.77006257	0.8480085	0.7538742	0.73279965	0.8338119	0.8678851	0.88923466	0.79785043	0.90978587	0.70727575	0.87781185	0.90155774	0.7782474	0.85817647	0.9219107	0.8851846	0.8490674	0.9004848	0.76496565	0.7707337	0.7914505	0.83459646	0.6040629	0.8002442	0.88094336	0.80047905	0.86524475	0.7472266	0.70777714	0.63645715	0.51546645	0.83001673	0.86961997	0.78118235	0.65161824	0.31462485	0.86774987	0.8561896	0.8473928	0.82278067	0.0	0.9123622	0.89352137	0.90688866	0.67365515	0.6696063	0.7787477	0.34439635	0.4636857	0.73744893	0.93239456	0.8542379	0.8548456	0.8196839	0.9098873	0.620216	0.7681241	0.82112175	0.7908944	0.7883347	0.778013	0.8418424	0.7628815	0.6894135	0.84043616	0.60432696	0.7464458	0.6164251	0.7561302	0.8709738	0.641733	0.79539955	0.85449064	0.8950756	0.735312	0.8567997	0.8268933	0.78282875	0.86531794	0.6702422	0.72451305	0.8192456	0.4769802	0.6793642	0.7178583	0.90876186	0.8542389	0.7994055	0.5276573	0.72994715	0.92186904	0.78337294	0.89814186	0.7194343	0.63469476	0.8442069	0.86736	0.88713235	0.57768965	0.78641903	0.7521182	0.8967226	0.7883837	0.84841275	0.7335976	0.7804748	0.62233424	0.6992491	0.7707331	0.7773037	0.67887354	0.7288214	0.75423765	0.772164	0.86415166	0.9115377	0.84136456	0.8847851	0.80284494	0.916494	0.8946157	0.8818792	0.67718065	0.64181745	0.6507163	0.79997313	0.86066055	0.9208245	0.7842803	0.62031084	0.8850148	0.79237044	0.82249653	0.85870767	0.81133723	0.8045469	0.9120132	0.91005385	0.86362046	0.88808286	0.7750783	0.78088313	0.59905344	0.831693	0.753562	0.68282074	0.78541917	0.7568532	0.7397095	0.8437035	0.83322716	0.8589216	0.6778166	0.8929756	0.8752338	0.7372377	0.81007355	0.7837968	0.8753508	0.8071002	0.8872976	0.8235818	0.9025744
rechtsorde/noun	0.9081525	0.7962811	0.8892947	0.91693074	0.83327466	0.84749943	0.83276904	0.9148202	0.90783787	0.88420045	0.8548937	0.91665024	0.8766335	0.8371353	0.9553175	0.9400972	0.8799237	0.8115738	0.8473605	0.89933306	0.6992982	0.8355551	0.847529	0.7560723	0.92777574	0.7780687	0.6010216	0.7748649	0.83264226	0.90723825	0.8017294	0.8819414	0.93548083	0.9171808	0.9363862	0.87229824	0.6870065	0.8709573	0.8777645	0.8963389	0.7807302	0.9028724	0.890171	0.8701968	0.8740818	0.9344192	0.91423786	0.9160905	0.86103046	0.80954385	0.77849144	0.87908846	0.9123622	0.0	0.77616096	0.740834	0.902544	0.88249224	0.8607875	0.9053554	0.9130521	0.8199527	0.6899482	0.8023786	0.88572204	0.86903286	0.78358805	0.9425318	0.9416272	0.81084806	0.8965958	0.8614299	0.8555081	0.90695596	0.7827822	0.8584069	0.8423037	0.8764896	0.9088851	0.88755584	0.96787393	0.8979815	0.908528	0.7717931	0.81583714	0.9302946	0.9365194	0.8404334	0.89870673	0.846287	0.859761	0.9530339	0.7785258	0.8536638	0.90214133	0.8408309	0.86701494	0.6736425	0.89911836	0.7926664	0.89275295	0.89961934	0.5230018	0.908049	0.8558091	0.9387617	0.87560874	0.827646	0.91000015	0.84813833	0.8971371	0.86621743	0.80244213	0.8972484	0.9260921	0.8649381	0.95348233	0.96711975	0.9432214	0.8937876	0.9055139	0.8639724	0.9551908	0.8798062	0.9014752	0.84222794	0.82963336	0.6879066	0.8562131	0.76264125	0.8700737	0.776011	0.7970655	0.7993426	0.8487188	0.88921684	0.8548472	0.9328979	0.8037005	0.72485167	0.9300509	0.84737575	0.7710915	0.83680856	0.85459465	0.9786931	0.8886213	0.89174896	0.7245822	0.8225924	0.88809514	0.91165835	0.851737	0.90759194	0.893129	0.8743795	0.948303	0.87491095	0.8046348	0.9198528	0.9116274	0.8257786	0.9714373	0.8841879	0.86088955	0.7493254	0.7982487	0.7914616	0.8444972	0.873936	0.89952	0.8562051	0.9299623	0.8777603	0.69984645
zuiverheid/noun	0.8627747	0.82243884	0.8977171	0.9212055	0.80417526	0.8413373	0.8463218	0.86758083	0.8777771	0.9017117	0.8971421	0.89299244	0.90972793	0.8474248	0.92208666	0.9314989	0.87810415	0.8238989	0.9034857	0.8378621	0.7222017	0.82711536	0.83501625	0.84031045	0.9033538	0.8418286	0.70509005	0.8342155	0.7952665	0.8989824	0.77868354	0.9090165	0.93145186	0.902554	0.9149381	0.8760514	0.7173178	0.83420134	0.8678045	0.907897	0.7773719	0.9202035	0.84800225	0.87126	0.90213686	0.9439604	0.88703203	0.88942015	0.8671081	0.8358125	0.74665	0.83190405	0.89352137	0.77616096	0.0	0.7496618	0.87096024	0.8668946	0.8653023	0.8839055	0.89351684	0.7176397	0.7552218	0.7999363	0.89394134	0.8467884	0.76913744	0.9204445	0.93744934	0.80018175	0.87359077	0.8729275	0.8758122	0.89346784	0.7922938	0.81801075	0.84111845	0.9128488	0.9248924	0.8986437	0.9471415	0.8872303	0.86988705	0.8060161	0.7124673	0.9361905	0.9626972	0.8235507	0.8873049	0.84750295	0.86137635	0.92592084	0.77033395	0.82104933	0.8605732	0.7837783	0.85741746	0.7456447	0.8513194	0.7725396	0.881494	0.9025957	0.6734504	0.8848431	0.86338174	0.9085974	0.88057506	0.8465261	0.9013617	0.8967324	0.8838998	0.878367	0.7531028	0.855954	0.8826931	0.91026366	0.9391381	0.9517947	0.9144666	0.8551965	0.85622007	0.7991983	0.9601714	0.8289679	0.8862897	0.8381166	0.7862024	0.726867	0.844435	0.81646556	0.8721899	0.77570593	0.8410337	0.80492145	0.83126724	0.87336123	0.82536376	0.92148775	0.8805962	0.63375545	0.9209483	0.82567275	0.818757	0.8377478	0.78860307	0.9617674	0.8880973	0.91146123	0.8493347	0.8810738	0.8720187	0.94556665	0.88789046	0.8405156	0.8708223	0.90522236	0.9445953	0.8525551	0.84885484	0.89152503	0.92164415	0.8248262	0.9615214	0.85252106	0.88532364	0.72565216	0.8819129	0.77757305	0.8074547	0.89043355	0.9139619	0.81686103	0.88253206	0.8732968	0.7376522
