	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
overheid/noun	0.8890775	0.72143424	0.7676308	0.9374188	0.857074	0.81226695	0.7211623	0.91127175	0.8764895	0.9040545	0.73355806	0.88868356	0.82810223	0.7294142	0.931875	0.93766546	0.80330443	0.87687564	0.85147095	0.86480284	0.75714535	0.8075572	0.7539233	0.66300964	0.9583907	0.7253996	0.6612512	0.68419206	0.8436277	0.84520495	0.60694736	0.8571429	0.88242596	0.9287047	0.9126544	0.8092911	0.7801275	0.8546757	0.8708572	0.5706144	0.7297001	0.8745585	0.8146267	0.8454124	0.64136887	0.8503685	0.95366186	0.91862804	0.79528636	0.8189274	0.81350857	0.84033406	0.8850148	0.7710915	0.818757	0.8183018	0.9157421	0.84052134	0.84568363	0.8925335	0.915253	0.77610373	0.658942	0.781739	0.8515357	0.85997295	0.7998245	0.943348	0.9428882	0.7341237	0.9045638	0.8721196	0.8830559	0.7987459	0.6603488	0.79326236	0.8090355	0.8553734	0.89712036	0.8862324	0.9759127	0.8758613	0.92293334	0.7307093	0.8356594	0.796819	0.88036555	0.8421143	0.84819186	0.82597184	0.8387314	0.938563	0.65636	0.80321413	0.9131399	0.7240062	0.7876897	0.67710996	0.84867954	0.7000649	0.8568285	0.9328585	0.7457118	0.86519265	0.81576395	0.9048729	0.8044636	0.8194889	0.84840333	0.8335078	0.87723255	0.75796664	0.83027226	0.8549175	0.90291643	0.8277775	0.964152	0.97955996	0.9046189	0.8962009	0.9291513	0.8734742	0.9507336	0.83516395	0.88592136	0.71816486	0.8082611	0.78895205	0.88372886	0.8217739	0.856974	0.8543529	0.8260929	0.75952435	0.80994636	0.8980131	0.7712234	0.9548458	0.6168488	0.83786124	0.8629827	0.7463665	0.0	0.7977349	0.89074546	0.9792715	0.9101753	0.86397743	0.6306915	0.76259214	0.7995136	0.87596536	0.77622974	0.9021926	0.8047532	0.4416055	0.9479178	0.8688219	0.648455	0.942864	0.8862538	0.80602133	0.97796834	0.8731795	0.79690754	0.8284271	0.7158894	0.67982256	0.7968294	0.7901144	0.81755036	0.82859844	0.9019249	0.9047889	0.6316836
ons/pron	0.89744973	0.8115338	0.85042036	0.91557664	0.7345396	0.7897825	0.79909307	0.6991511	0.7126617	0.8564295	0.77577424	0.894236	0.91952264	0.8390821	0.92317545	0.8930838	0.9058448	0.84678525	0.9047026	0.87941384	0.8807781	0.86965775	0.8836998	0.90366596	0.8307275	0.9130937	0.81882536	0.8834596	0.84466386	0.8919191	0.6748642	0.90205306	0.92469853	0.9112042	0.8641361	0.90782046	0.86269486	0.8091459	0.9062986	0.8296243	0.6886803	0.88815904	0.76336116	0.85862005	0.9121423	0.93248105	0.8531373	0.8298646	0.87317735	0.8739582	0.8747319	0.727823	0.79237044	0.83680856	0.8377478	0.8497414	0.808792	0.8008552	0.8097372	0.7611273	0.7777349	0.8662359	0.85470146	0.87462986	0.88361996	0.81750464	0.8551124	0.8854106	0.9078062	0.7826299	0.86063045	0.83635825	0.9349652	0.90035623	0.7355892	0.5457624	0.5490043	0.89974445	0.8665135	0.7822351	0.94329244	0.8828819	0.75503564	0.78204113	0.8206389	0.9453992	0.9347882	0.8601376	0.9091273	0.64719737	0.86258644	0.77733696	0.68715894	0.8775206	0.81781423	0.814521	0.86300826	0.8698504	0.860116	0.5931143	0.80061966	0.8091287	0.8414514	0.89018774	0.8939359	0.9105611	0.79222006	0.48854232	0.9149946	0.9046955	0.7436181	0.89441735	0.8594487	0.9020998	0.8785234	0.894044	0.9107938	0.9467489	0.79963076	0.80176824	0.90421987	0.76753545	0.9098175	0.8107014	0.8895487	0.83766896	0.6078646	0.8258036	0.9020938	0.87608904	0.81891346	0.8935489	0.7900471	0.9495911	0.6526203	0.75354093	0.5122053	0.91965157	0.87103885	0.8127022	0.9015167	0.7352853	0.7977349	0.0	0.83633274	0.9592403	0.8829933	0.91539687	0.8519276	0.91856724	0.88621664	0.9438716	0.79358566	0.7170133	0.7514272	0.8670275	0.9096645	0.81684864	0.8286455	0.89557195	0.89982563	0.81666595	0.97051054	0.79857713	0.8237145	0.8783494	0.8933399	0.46843022	0.71528757	0.88139945	0.9089625	0.8708583	0.8953907	0.89078057	0.85515255
wonderbaarlijk/adj	0.85768217	0.8249068	0.8684128	0.8108242	0.7665358	0.7968946	0.87284875	0.83284867	0.8530739	0.87326825	0.84249943	0.8867769	0.8514667	0.82500076	0.8740775	0.86774814	0.82621723	0.847808	0.88124466	0.81881803	0.88608205	0.78311014	0.89090747	0.8335921	0.8256491	0.87845916	0.81281364	0.87048745	0.82698715	0.88363856	0.7968348	0.865832	0.92030674	0.8232011	0.8449438	0.84078836	0.83094543	0.79747975	0.8581057	0.9260756	0.79196465	0.85970604	0.8087983	0.8620685	0.8868356	0.9284424	0.7299969	0.81679773	0.8705543	0.80945915	0.70462114	0.7849488	0.82249653	0.85459465	0.78860307	0.8280034	0.83238536	0.7896209	0.8159952	0.8255812	0.8468629	0.7006385	0.89871085	0.7672357	0.8539659	0.81868887	0.82938355	0.8521309	0.8955494	0.78833497	0.8551872	0.85000825	0.82910377	0.8639126	0.7818842	0.7866521	0.8335482	0.8466622	0.8541465	0.83377767	0.90415794	0.82256293	0.8137872	0.85801876	0.6942121	0.89724857	0.9124617	0.84685755	0.85680795	0.8039014	0.8464569	0.86287105	0.77329737	0.8018904	0.85659415	0.75971425	0.8090547	0.8560241	0.8712626	0.81867963	0.8188125	0.8900031	0.82056284	0.880376	0.88886327	0.85027313	0.8348184	0.8238269	0.8782503	0.8748453	0.8409021	0.87939227	0.81694555	0.8619907	0.8542669	0.8473959	0.87786084	0.8955247	0.8529537	0.82628965	0.80502754	0.7532656	0.9126473	0.80402774	0.8539476	0.82624763	0.81501114	0.8053062	0.834816	0.8921588	0.81802183	0.7983261	0.8471626	0.7781276	0.77617556	0.816523	0.831888	0.8670502	0.9238716	0.7713532	0.8611791	0.7795327	0.89074546	0.83633274	0.0	0.9308281	0.852545	0.86924183	0.8977775	0.8704674	0.8825923	0.8854947	0.8688859	0.81091887	0.86775875	0.9276367	0.8908611	0.7876203	0.8519491	0.86968637	0.83703005	0.8456642	0.9127841	0.8358592	0.86672384	0.8167292	0.8918842	0.83760345	0.8030655	0.87083185	0.8666772	0.8049093	0.80647445	0.82401025	0.86767447
LOMMEL/name	0.90581125	0.97529685	0.8817709	0.88839346	0.951635	0.96921104	0.96331763	0.96488893	0.9488783	0.8920396	0.93181515	0.9755602	0.87871087	0.95159733	0.6817149	0.75548726	0.95815885	0.96258414	0.9650837	0.8835895	0.96537936	0.96743894	0.97889286	0.9734457	0.93644524	0.95073783	0.9847375	0.9517297	0.9474847	0.9205716	0.9542217	0.89547265	0.9539848	0.83646625	0.69060254	0.9212252	0.95729095	0.95070827	0.9653162	0.92894435	0.95656884	0.8140882	0.9564717	0.929844	0.94890827	0.94741696	0.84076476	0.93725324	0.9706838	0.9442764	0.97188586	0.96555895	0.85870767	0.9786931	0.9617674	0.9640565	0.8537043	0.9630027	0.9325345	0.942899	0.8606446	0.84172094	0.9801818	0.979077	0.95696354	0.96690905	0.9696634	0.9673645	0.7307409	0.95179063	0.9335727	0.936178	0.9300605	0.96190035	0.97095734	0.9764084	0.97362494	0.9045799	0.9274874	0.8376525	0.57952905	0.9156534	0.93585	0.96477664	0.9738745	0.8579725	0.91583085	0.9656146	0.97273767	0.9646646	0.9397872	0.87758315	0.9568909	0.97279674	0.8653004	0.9473053	0.8906191	0.97243863	0.9001892	0.9714409	0.87448627	0.8501385	0.96767336	0.9660132	0.9570626	0.68296146	0.89386	0.96054924	0.94225156	0.9520792	0.9434865	0.9594452	0.9297783	0.8788148	0.9573622	0.9498434	0.64289576	0.5483924	0.9479929	0.9102995	0.9466793	0.9766537	0.7004874	0.94395924	0.95372754	0.9668761	0.9794555	0.9559024	0.93968785	0.9543329	0.9627197	0.9823731	0.98055667	0.93988127	0.9626666	0.8175715	0.95362395	0.9706357	0.937781	0.9803205	0.76532435	0.94112325	0.9792715	0.9592403	0.9308281	0.0	0.8400252	0.93877894	0.9732929	0.90720785	0.9810333	0.97079104	0.9467963	0.9658965	0.9601809	0.94694495	0.67513084	0.8812734	0.9614316	0.7678655	0.88489914	0.9453569	0.59443986	0.9742442	0.9634407	0.97366256	0.9701683	0.9621863	0.96039134	0.93734664	0.92354095	0.9411262	0.8405468	0.93561	0.9764629
Estland/name	0.91602784	0.8949161	0.8041047	0.7854971	0.8758949	0.892483	0.9101955	0.91906583	0.86798894	0.8526206	0.8927357	0.9238748	0.8155822	0.9071461	0.80553675	0.690183	0.91897535	0.86079395	0.8731277	0.8427775	0.8131857	0.8509417	0.8839652	0.88018334	0.8605301	0.8648695	0.9006801	0.88515633	0.8829728	0.8935441	0.87645936	0.79789793	0.91571206	0.8411178	0.8190386	0.8510719	0.8589871	0.8995174	0.90521157	0.9127762	0.8478653	0.84050596	0.8419267	0.9055412	0.89292365	0.92160976	0.8223641	0.80800635	0.9023741	0.857941	0.87047035	0.89360964	0.81133723	0.8886213	0.8880973	0.87830436	0.7889669	0.8893597	0.87728083	0.8332163	0.78920835	0.7414322	0.90767586	0.8778538	0.8934212	0.9065333	0.8714437	0.8633301	0.8606154	0.86471754	0.89068717	0.85666645	0.7456482	0.9041499	0.8524564	0.86380863	0.9039949	0.8064633	0.84023654	0.73728263	0.8131433	0.83744574	0.8739581	0.84373397	0.908853	0.88738316	0.8596519	0.8981757	0.91562605	0.87642604	0.8872243	0.81107324	0.8481313	0.8753766	0.81004465	0.8472166	0.77885956	0.86313236	0.9007743	0.90073735	0.8180405	0.88975435	0.85218465	0.90863824	0.9316728	0.7960086	0.8474381	0.8717954	0.9109011	0.90699494	0.8711184	0.8808379	0.86722755	0.9034806	0.9258602	0.8812713	0.8187497	0.8093924	0.85650975	0.8731362	0.89519274	0.8951177	0.7579917	0.8409422	0.9288591	0.9009637	0.9135541	0.83436716	0.89721805	0.9239222	0.83523446	0.8471208	0.8893702	0.8292739	0.82900953	0.79412776	0.8487908	0.9250418	0.89993453	0.9004527	0.74532807	0.8517891	0.9101753	0.8829933	0.852545	0.8400252	0.0	0.852159	0.81765485	0.893463	0.94285333	0.92012775	0.86769587	0.8963392	0.8760853	0.9032668	0.81186485	0.84165573	0.85859215	0.8349403	0.8033216	0.8864469	0.8427843	0.904124	0.9001186	0.8838263	0.84773815	0.86188996	0.886315	0.8703697	0.86764395	0.83226305	0.8517412	0.90242577	0.86435014
vanochtend/adv	0.8762328	0.8558016	0.8126804	0.75960994	0.8191772	0.85151273	0.89394426	0.9203156	0.86381334	0.888493	0.83766633	0.865281	0.32579947	0.8219052	0.9095169	0.8987889	0.8919314	0.88332856	0.753551	0.78282154	0.807011	0.7843426	0.8722045	0.8119765	0.8791248	0.82235956	0.90637064	0.8176716	0.8713329	0.81338817	0.8818948	0.3756457	0.8788493	0.9071524	0.9145225	0.8386769	0.8236031	0.90293616	0.88149446	0.8865176	0.7585054	0.64227897	0.7512578	0.8551501	0.6947763	0.84961313	0.932486	0.75110054	0.8667054	0.8555068	0.8305072	0.9296158	0.8045469	0.89174896	0.91146123	0.90357757	0.87943417	0.8580098	0.8772666	0.79971707	0.89180624	0.7803211	0.89327854	0.84867406	0.70286804	0.8777072	0.8638547	0.8151417	0.928827	0.879882	0.8839309	0.8774102	0.7805834	0.8795955	0.81469935	0.8592963	0.906466	0.569368	0.7991791	0.8962583	0.94340664	0.8609061	0.8095293	0.74047863	0.924293	0.6488155	0.82004577	0.8626143	0.8820777	0.8611007	0.8645513	0.89427954	0.8646413	0.8088373	0.91500586	0.77986	0.6453347	0.75172806	0.9013424	0.89445955	0.74987406	0.92886496	0.8759834	0.91197896	0.9280116	0.89652485	0.7504665	0.84041	0.9304918	0.73684216	0.8146131	0.8156867	0.92908293	0.8829278	0.8569586	0.68150115	0.921691	0.9482774	0.8712457	0.91082126	0.75780505	0.8972377	0.9015883	0.7532933	0.8753402	0.8768725	0.90658075	0.86390376	0.85103846	0.8991177	0.7779975	0.89285177	0.887255	0.7192137	0.7877354	0.8888453	0.8957684	0.8790489	0.78633547	0.9326365	0.7847277	0.84060353	0.86397743	0.91539687	0.86924183	0.93877894	0.852159	0.0	0.7502589	0.6109437	0.8357876	0.5646932	0.75922686	0.87715423	0.81521237	0.84498644	0.9084649	0.8551807	0.81800014	0.8956785	0.4204532	0.8555511	0.90096146	0.7976832	0.7342601	0.90997434	0.6710328	0.903855	0.8475075	0.72695136	0.6044911	0.7967097	0.88149	0.8673613	0.8613149
VN/name	0.91650504	0.78877187	0.83506775	0.87657005	0.88350487	0.8467686	0.82461905	0.94761056	0.9145256	0.90426534	0.8255547	0.9324356	0.6681785	0.84996754	0.94096076	0.92882216	0.84814954	0.88479096	0.87374955	0.8586874	0.65874285	0.8570024	0.7868309	0.83461326	0.9434689	0.74364734	0.7940075	0.73807263	0.89562374	0.8634776	0.7323792	0.775652	0.9263648	0.92609227	0.93872285	0.78978103	0.7279813	0.90874654	0.9109534	0.7457397	0.77026427	0.8324292	0.80911887	0.86348504	0.84593356	0.88633865	0.9627789	0.8843162	0.8336636	0.8563764	0.8232547	0.914453	0.9120132	0.7245822	0.8493347	0.84362	0.9062434	0.8935685	0.8899052	0.89992386	0.9406744	0.81495786	0.74891484	0.8156477	0.8961824	0.9167636	0.8626753	0.93350345	0.9494955	0.832495	0.9188735	0.8597295	0.79853576	0.90122193	0.7300104	0.84704226	0.88387245	0.7420051	0.8837598	0.93587273	0.9722311	0.9110013	0.93711	0.7953717	0.89842975	0.92909765	0.8720554	0.8374758	0.8950238	0.8558354	0.88015586	0.95964706	0.79096335	0.8326295	0.94411093	0.8671882	0.81082606	0.6220347	0.91783607	0.81466675	0.8480123	0.95430756	0.70161796	0.9267379	0.87868756	0.92811763	0.78749067	0.8275461	0.92906874	0.85718143	0.89315313	0.77387744	0.90485185	0.9227361	0.9100609	0.86543566	0.9532011	0.9708636	0.92883384	0.9355033	0.9478794	0.92820764	0.9590149	0.8617383	0.9325549	0.81254435	0.86905175	0.7889855	0.86644566	0.854365	0.84874856	0.81149614	0.80881214	0.7266973	0.7908833	0.91830957	0.87939095	0.94571865	0.6721379	0.8663533	0.8920146	0.8638334	0.6306915	0.8519276	0.8977775	0.9732929	0.81765485	0.7502589	0.0	0.71409285	0.9008998	0.88145924	0.78552914	0.9539209	0.8459422	0.73244166	0.9639133	0.8719701	0.70371234	0.93332833	0.8002983	0.90243447	0.95228654	0.94136053	0.77410316	0.889178	0.5494297	0.8161951	0.872102	0.754622	0.8601694	0.82199615	0.90203625	0.8943075	0.69411397
volgens/prep	0.8730678	0.8137884	0.807177	0.9240749	0.8657675	0.8069899	0.83010644	0.91090286	0.9095876	0.9353546	0.84909374	0.9394255	0.52613163	0.79396504	0.87830883	0.93311673	0.8569239	0.8526648	0.8537823	0.7844203	0.790406	0.896537	0.7927628	0.81664956	0.92384577	0.7499981	0.8347033	0.7604787	0.9004109	0.8394785	0.8387208	0.6723982	0.9112376	0.9049286	0.88006717	0.8223486	0.72614026	0.92096835	0.91943836	0.8563791	0.6729834	0.7699048	0.8448898	0.8242011	0.8378198	0.8461291	0.94041973	0.91281044	0.77546656	0.85039175	0.8956225	0.90759695	0.91005385	0.8225924	0.8810738	0.83795524	0.9306145	0.9037706	0.8568919	0.92278326	0.9634478	0.7672301	0.8132093	0.80865276	0.88279366	0.90175515	0.87476563	0.9364949	0.88505614	0.867139	0.9223391	0.8447436	0.8695515	0.9036914	0.7772159	0.9113355	0.8616486	0.7053356	0.93975294	0.9204558	0.88458	0.9083642	0.95042723	0.77723277	0.9309536	0.86242104	0.8665122	0.84940094	0.8986783	0.8584	0.86096257	0.9531149	0.8689351	0.78453785	0.9523177	0.83819854	0.7534231	0.6956599	0.88313204	0.88399893	0.880581	0.95236397	0.8131165	0.91390413	0.86757874	0.8876313	0.74321187	0.84164745	0.90414107	0.86947876	0.902306	0.8223822	0.93105847	0.9096376	0.92916363	0.8541387	0.8562459	0.89135265	0.9492233	0.884133	0.9155972	0.9230138	0.9024668	0.86128956	0.9139667	0.8632966	0.8165591	0.82382846	0.81863207	0.8786211	0.7753073	0.8405185	0.8540341	0.6531755	0.8967553	0.8803258	0.9333857	0.95510733	0.76013845	0.8583248	0.8568171	0.87274677	0.76259214	0.91856724	0.8704674	0.90720785	0.893463	0.6109437	0.71409285	0.0	0.8596176	0.86524546	0.76552373	0.94645536	0.8639754	0.80292165	0.9601122	0.84116244	0.8082737	0.9031046	0.6796397	0.83022237	0.7576126	0.8964886	0.81190956	0.8737264	0.73518443	0.89767265	0.8772513	0.77855253	0.81841195	0.87341416	0.85202515	0.887619	0.8208267
schade/noun	0.89386773	0.7594827	0.835218	0.8948739	0.8213474	0.8810705	0.74701583	0.9115548	0.8353204	0.9198048	0.79014814	0.8854832	0.8920673	0.76423264	0.9145422	0.9528201	0.83455276	0.8621799	0.8363166	0.8406878	0.88707054	0.8631673	0.8862025	0.8091325	0.92853045	0.891621	0.8800414	0.8847879	0.8233628	0.91437376	0.84814525	0.9095357	0.7209381	0.93396556	0.95512486	0.9078838	0.81972444	0.84430104	0.85209143	0.8702871	0.7830668	0.85134184	0.85501444	0.8611067	0.78450465	0.8654109	0.95585936	0.89587945	0.83697975	0.75761807	0.8520432	0.8855451	0.86362046	0.88809514	0.8720187	0.89946836	0.90598166	0.81791973	0.7500896	0.88910544	0.9217676	0.82184625	0.8322924	0.86804736	0.8339935	0.8775075	0.83050543	0.94709295	0.9487141	0.8405236	0.86840963	0.90271544	0.9003474	0.81162333	0.8273467	0.86170363	0.8739041	0.82346785	0.9233994	0.93378925	0.97372603	0.90771073	0.9043931	0.8293417	0.8279966	0.8189021	0.9370807	0.7531362	0.7972766	0.885585	0.86231035	0.92561424	0.8075918	0.8740574	0.92064494	0.71012866	0.8182591	0.8622054	0.90659505	0.83229727	0.85769	0.9160075	0.9018209	0.8423796	0.8639535	0.9489547	0.82536834	0.8679438	0.9113711	0.7983183	0.889672	0.85170233	0.8420825	0.8128265	0.79015267	0.84473777	0.96721464	0.98739433	0.84472394	0.8618235	0.77355134	0.8843261	0.93287766	0.8313999	0.79164547	0.81330204	0.8553984	0.89072186	0.7941113	0.8738898	0.7682614	0.8563018	0.8195425	0.8445743	0.88766307	0.8904731	0.8621977	0.7673187	0.9245155	0.928499	0.9035524	0.76057464	0.7995136	0.88621664	0.8825923	0.9810333	0.94285333	0.8357876	0.9008998	0.8596176	0.0	0.8759099	0.844915	0.886173	0.8838494	0.8207081	0.95248574	0.8421136	0.7805922	0.8561002	0.8404361	0.8591453	0.9903468	0.86943245	0.84163916	0.9413862	0.87228334	0.8616032	0.84520835	0.81600904	0.86450326	0.8188904	0.953449	0.73213696	0.85050416
effect_beurs/noun	0.91317445	0.88437253	0.8463859	0.8502706	0.7930019	0.88248897	0.938337	0.92922115	0.8873004	0.9020761	0.9120224	0.9275849	0.7191584	0.86549634	0.94965714	0.9095864	0.9323214	0.88217866	0.6501771	0.86996955	0.91845304	0.8207078	0.93188184	0.7294609	0.92612624	0.89584345	0.9067682	0.87267184	0.8691819	0.8755491	0.91628665	0.7308465	0.92691565	0.9383454	0.9364172	0.9206783	0.8761309	0.91896737	0.9244807	0.92576706	0.8236279	0.89809567	0.8593725	0.9184072	0.54265666	0.90643334	0.9321795	0.86439097	0.94151783	0.8561937	0.9005779	0.92153686	0.88808286	0.91165835	0.94556665	0.9202742	0.8884907	0.8792421	0.91405064	0.8732474	0.88924557	0.85890603	0.94777286	0.8449476	0.4822926	0.9013215	0.8579459	0.9143664	0.95931226	0.9095064	0.91207355	0.9382266	0.82088095	0.8984253	0.8958212	0.92059714	0.9464114	0.7604284	0.87888324	0.88990676	0.9685536	0.86674875	0.81027126	0.7556648	0.91851187	0.5269073	0.8929118	0.8857645	0.9253969	0.9144857	0.9146892	0.9394828	0.86345637	0.876204	0.91371846	0.7797499	0.6856557	0.89927256	0.9240525	0.923917	0.7895819	0.9366229	0.91247314	0.93325174	0.9039993	0.91214573	0.870093	0.91194516	0.94642913	0.60849637	0.8684593	0.89232284	0.914475	0.9048425	0.9027895	0.4215343	0.9598631	0.97523874	0.89216703	0.929003	0.7496122	0.88592124	0.9393614	0.8061173	0.9084922	0.87923306	0.91988885	0.9129789	0.913179	0.9353884	0.8450652	0.92465186	0.9168565	0.8351847	0.8986378	0.9035902	0.9166302	0.9263973	0.87658346	0.9308975	0.7829984	0.86867344	0.87596536	0.9438716	0.8854947	0.97079104	0.92012775	0.5646932	0.88145924	0.86524546	0.8759099	0.0	0.86767113	0.8707762	0.918448	0.8950352	0.9527691	0.9025771	0.86986345	0.9166623	0.8010139	0.8591007	0.97993547	0.7608743	0.87001693	0.9169603	0.88588285	0.9252002	0.85912484	0.89877164	0.53035724	0.8072936	0.92777437	0.9092677	0.9190493
voorlopig/adj	0.91022605	0.71590817	0.70455754	0.8204381	0.80361444	0.77702194	0.8499689	0.78081024	0.7051389	0.84468657	0.77989346	0.8698322	0.70921046	0.7726429	0.91261417	0.86257076	0.855317	0.90936613	0.8576124	0.8383098	0.841846	0.82945657	0.80801636	0.88295686	0.8957695	0.8072249	0.9029023	0.80326045	0.84782493	0.8885944	0.72987473	0.75187904	0.85520494	0.9140922	0.8533587	0.8307257	0.845353	0.87748915	0.91015106	0.7340166	0.59679884	0.70860004	0.7728525	0.85964984	0.82644266	0.8768177	0.8946046	0.8069308	0.8780673	0.8746835	0.8872818	0.8379246	0.7750783	0.851737	0.88789046	0.86552095	0.8419818	0.8007151	0.8479508	0.77017593	0.88055927	0.8634513	0.8629055	0.80113137	0.88470656	0.8385358	0.8980987	0.8728271	0.8915516	0.8202043	0.8643895	0.82535833	0.86247194	0.867631	0.72789687	0.7960419	0.7370784	0.735039	0.80769	0.83804303	0.91712254	0.90339917	0.8097186	0.75501126	0.9033994	0.8653054	0.78719425	0.8590806	0.8296857	0.77554744	0.87599635	0.87904847	0.8002772	0.7906829	0.86105233	0.766644	0.73407483	0.8242911	0.87179744	0.7508787	0.75356424	0.892955	0.85851467	0.864328	0.8926999	0.8324147	0.6581353	0.83656204	0.8981361	0.8754488	0.7482408	0.6036834	0.86550266	0.89999306	0.8810458	0.85972977	0.8772689	0.91710025	0.89591515	0.86862427	0.88772595	0.8457039	0.9077596	0.8313423	0.88557965	0.7359343	0.7898038	0.85459495	0.86850184	0.89132744	0.70498514	0.90357417	0.8618453	0.76774997	0.7737772	0.71516764	0.7651448	0.9102426	0.7664722	0.8866139	0.8410599	0.7081797	0.77622974	0.79358566	0.8688859	0.9467963	0.86769587	0.75922686	0.78552914	0.76552373	0.844915	0.86767113	0.0	0.85664225	0.74355394	0.74953675	0.949108	0.867215	0.6496775	0.82989514	0.78357846	0.85161835	0.9270804	0.875713	0.68485856	0.90472305	0.85878813	0.7539621	0.8294658	0.8551424	0.81137264	0.78771263	0.92690355	0.89308614	0.80402637
wat/adv	0.8796797	0.8190162	0.8827367	0.8906663	0.5426174	0.8617516	0.86942816	0.7069465	0.6750878	0.87089884	0.8610312	0.85069996	0.9420456	0.8735952	0.9249456	0.9113826	0.9074567	0.8273394	0.8217373	0.8574263	0.9371007	0.7054441	0.92810106	0.8323295	0.8282603	0.924158	0.86869156	0.90237486	0.7987919	0.9358134	0.7618965	0.8754355	0.9284034	0.89428747	0.8936908	0.9132694	0.85661554	0.72837865	0.8701724	0.9215039	0.7173699	0.9028194	0.7942668	0.8767348	0.885031	0.96525764	0.8163156	0.7826037	0.8831963	0.8303437	0.72957003	0.73240185	0.78088313	0.90759194	0.8405156	0.86737895	0.82514966	0.726405	0.79547876	0.7288384	0.7927082	0.7374861	0.91501623	0.85083413	0.8133427	0.78115535	0.78639513	0.8904553	0.92646813	0.769052	0.84292495	0.84729433	0.9177967	0.8901961	0.76045966	0.65752983	0.7122072	0.92519414	0.87486386	0.8339641	0.9552383	0.88554317	0.6476284	0.85763884	0.82188773	0.90065795	0.9490546	0.8350186	0.8927565	0.6922929	0.83528	0.7951707	0.7495265	0.8574055	0.8461183	0.66770685	0.87562	0.9082764	0.8641929	0.70009124	0.7896377	0.83404964	0.8912202	0.865018	0.8804354	0.9011625	0.79884386	0.83780473	0.89215094	0.8383511	0.8070503	0.8870214	0.8271842	0.8421539	0.8188095	0.8413052	0.9307427	0.96147203	0.83240986	0.79859835	0.7042312	0.6858015	0.9372943	0.6994859	0.84463936	0.88694257	0.6875628	0.87156796	0.88448316	0.9103769	0.7987289	0.8572704	0.78958666	0.9408362	0.75668406	0.7505019	0.63826525	0.8809095	0.9337995	0.87142646	0.9217791	0.6668346	0.9021926	0.7170133	0.81091887	0.9658965	0.8963392	0.87715423	0.9539209	0.94645536	0.886173	0.8707762	0.85664225	0.0	0.7445352	0.93696946	0.9219172	0.829507	0.89664114	0.86339605	0.93012166	0.8607729	0.98022026	0.40375775	0.8918763	0.86570203	0.9616242	0.70204616	0.76246756	0.9034721	0.903012	0.75914514	0.8776885	0.84356904	0.9016955
