	bank/noun	overheid_schuld/noun	ver/adj	daarom/pp	eerder/noun	voor/comp	voetbal_bond/noun	keer/adv	activiteit/noun	dochter/noun	maar/adv	namelijk/adv	organisatie/noun	economie/noun	familie_bedrijf/noun	binnen/prep	om/comp	staal_industrie/noun	landbouw_sector/noun	drastisch/adj	spoor_weg/noun	al/adv	bank_sector/noun	Belgische/name	luchtvaart_maatschappij/noun	huishouding/noun	vervolgens/adv	diep/noun	Fabricom/name	die/det	netwerk/noun	nu/adv	Hof/name	druk/noun	ingekort/adj	Europa/name	brandweer/noun	volop/adv	luchtvaart_bedrijf/noun	snel/adj	secretariaat/noun	slechts/adv	afdeling/noun	tijd/noun	choreografie/noun	en/vg	schooljaar/noun	AG/name	mede/adv	grotendeels/adv	vermogen/noun	Nissan/name	tak/noun	ze/pron	moet/verb	opleiding/noun	Chrysler/name	weer/adv	bovendien/adv	filiaal/noun	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	het/det	waardoor/pp	opnieuw/adv	Philips/name	intussen/adv	zich/pron	jeugd_beleid/noun	merk/noun	directie/noun	Bax/name	marketing_afdeling/noun	groep/noun	productie/noun	flink/adj	terwijl/comp	volledig/adj	gewoon/adj	regio/noun	jeugd_voetbal/noun	ten/adv	lening/noun	vermoedelijk/adj	totaal/noun	gebied/noun	dienst/noun	voetbal/noun	zonder/prep	Franse/name	we/pron	bestuurder/noun	markt/noun	zodat/comp	container_park/noun	Unilever/name	topman/noun	marketing/noun	Italiaan/noun	top/noun	dringend/adj	1999/noun	grondig/adj	dagenlang/adj	management/noun	administratie/noun	uiteindelijk/adj	sector/noun	volgens/prep	club/noun	zwaar/adj	zonder/comp	eerst/adv	medium_groep/noun	doorgaans/adv	schuld/noun	concern/noun	traject/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	wij/pron	staat_bedrijf/noun	bedrijf/noun	er/adv	bedrijf_terrein/noun
Unilever/name	0.61875397	0.81518507	0.83179	0.8146429	0.6935823	0.913463	0.84866315	0.8709067	0.77201706	0.8174224	0.8924984	0.8101467	0.83846337	0.74926984	0.6976639	0.83375037	0.8453027	0.81652856	0.7982125	0.78405344	0.8193079	0.8370422	0.70185757	0.8126223	0.67048407	0.88265663	0.83741814	0.907709	0.8040782	0.84512913	0.8142741	0.8575336	0.92184234	0.8502344	0.9026618	0.73512137	0.9408279	0.86431956	0.763611	0.85683376	0.89030814	0.78607893	0.82464087	0.90298605	0.90204644	0.8264836	0.87653863	0.69475985	0.76740956	0.8049373	0.7240523	0.6768686	0.7536712	0.8738367	0.8224943	0.88979626	0.6316627	0.85617846	0.75837433	0.716769	0.7395787	0.86738235	0.767446	0.8580961	0.57995725	0.85881495	0.7777097	0.8174717	0.30389374	0.8370342	0.8742497	0.87790674	0.65205514	0.73676825	0.8579883	0.80341405	0.8412565	0.73290956	0.67265993	0.7922608	0.83960974	0.9138874	0.889774	0.9147549	0.8311696	0.70042247	0.895857	0.76050645	0.87726253	0.8686174	0.91507494	0.9092108	0.8206889	0.8663964	0.8313419	0.66422755	0.8488153	0.89146227	0.0	0.6126269	0.7417568	0.8857573	0.8202892	0.9110467	0.7457876	0.91921294	0.8825483	0.6738728	0.86390054	0.8370985	0.70458126	0.7808128	0.86473066	0.8972716	0.84670615	0.8827981	0.6897186	0.8169893	0.78721654	0.35640335	0.8945333	0.51677275	0.8814559	0.8925092	0.8082285	0.84525836	0.69894165	0.50449544	0.8899474	0.8604206
topman/noun	0.7275717	0.9080224	0.9232795	0.89711297	0.7146484	0.94063646	0.82412654	0.876104	0.84465814	0.73931026	0.96719	0.9228448	0.89975077	0.8640149	0.79896784	0.8671051	0.9274445	0.90673214	0.9129373	0.86538	0.8281423	0.89802504	0.80863214	0.7599657	0.73396933	0.91725636	0.8977058	0.93339664	0.8856629	0.9365044	0.8755294	0.9368328	0.8684207	0.89806247	0.93987525	0.8766961	0.9614037	0.92556304	0.7881174	0.93108976	0.8770181	0.9381835	0.84903026	0.97373146	0.8707458	0.8116736	0.9268684	0.7284385	0.8563373	0.8835054	0.8731086	0.7873863	0.81918055	0.923362	0.8933433	0.94402575	0.74821234	0.9348884	0.88108206	0.7569948	0.844223	0.8445046	0.8970378	0.9456786	0.7741387	0.9020922	0.91036206	0.88090724	0.58158565	0.86131525	0.92703986	0.90872616	0.8426018	0.6713119	0.7975648	0.846439	0.8926626	0.87260294	0.85665405	0.90069526	0.907084	0.9697782	0.943119	0.93643904	0.9223784	0.82393104	0.9233961	0.9071051	0.94717	0.9018168	0.92100483	0.9483309	0.7958909	0.95334846	0.54570264	0.84990096	0.94694406	0.9307903	0.6126269	0.0	0.7723218	0.8672023	0.83041	0.92756647	0.8038235	0.9470708	0.91102016	0.67987245	0.9028448	0.9168562	0.8707739	0.69112337	0.8802597	0.9484242	0.9283972	0.9415985	0.7545045	0.919587	0.8512008	0.5963942	0.94437104	0.70986044	0.88743645	0.9081736	0.9138602	0.9475693	0.7457509	0.70778346	0.95324475	0.89500916
marketing/noun	0.8329568	0.8926457	0.8796619	0.8111887	0.8616395	0.91593766	0.87972504	0.8876003	0.7160468	0.8968782	0.8986724	0.78654015	0.72714627	0.74520046	0.7586132	0.8332684	0.80425084	0.8782391	0.8613228	0.832598	0.84391034	0.9146842	0.8291131	0.8736901	0.84679323	0.81687295	0.8663343	0.9246215	0.8939732	0.8171589	0.72338957	0.8882736	0.9362005	0.8914638	0.91666955	0.8000909	0.9437922	0.8065511	0.85965043	0.86263233	0.79270667	0.9110405	0.7366878	0.9055871	0.81022245	0.7158636	0.8667149	0.7930767	0.7957612	0.81656575	0.8252883	0.8028032	0.8074925	0.87016237	0.83280677	0.6563399	0.80408144	0.9302006	0.7567563	0.8117528	0.8173504	0.8767884	0.91762877	0.83669066	0.8267741	0.8399092	0.80107653	0.90589666	0.7290842	0.84978586	0.87072253	0.75752294	0.69953513	0.83580923	0.8988929	0.79168236	0.83738077	0.702737	0.8399031	0.84848213	0.83886254	0.8665824	0.87363183	0.85574293	0.9096564	0.834836	0.9335419	0.9118219	0.8588344	0.74364847	0.8234925	0.86617494	0.87210584	0.8729842	0.8311577	0.7480285	0.83483243	0.87320155	0.7417568	0.7723218	0.0	0.90892166	0.89022505	0.8592485	0.9072954	0.85594046	0.89384604	0.54597425	0.73284435	0.9065567	0.7084242	0.8034181	0.86068076	0.90707916	0.8480053	0.87104064	0.84079283	0.7772499	0.895505	0.74356884	0.85859734	0.66501045	0.90494853	0.8720777	0.91143465	0.8280102	0.7826282	0.66148317	0.9091333	0.8503108
Italiaan/noun	0.8961971	0.92627954	0.9241046	0.88401103	0.83316064	0.8877241	0.865783	0.8411657	0.9355884	0.8852634	0.8733119	0.84760344	0.9088673	0.931901	0.85397506	0.91399324	0.87917525	0.9169705	0.9186014	0.9405544	0.89454514	0.82894135	0.90541786	0.88587695	0.8770833	0.90998805	0.8057601	0.84468913	0.92175335	0.85494024	0.9319736	0.88701403	0.9332628	0.9145309	0.90051615	0.86011064	0.94518	0.91619307	0.9078688	0.8330054	0.93057024	0.7991674	0.93244225	0.8951002	0.8912865	0.7858656	0.921108	0.8973573	0.88890374	0.871307	0.90646917	0.8689857	0.9071543	0.8050475	0.87595713	0.92854565	0.8661407	0.8701394	0.8565777	0.8929391	0.9077433	0.865646	0.8827812	0.87558204	0.9090302	0.89896864	0.8544976	0.7942431	0.8948017	0.8329914	0.83514977	0.9383262	0.87094235	0.91263014	0.8807843	0.9498429	0.7973915	0.92793745	0.8887439	0.7978106	0.8894153	0.8692413	0.91919166	0.9286043	0.87364113	0.9336592	0.8407799	0.8537064	0.88570356	0.9429508	0.81360066	0.8737817	0.8227232	0.8329939	0.87504596	0.9229126	0.8737972	0.94334626	0.8857573	0.8672023	0.90892166	0.0	0.8654766	0.95608264	0.8746724	0.93932873	0.85559046	0.90077776	0.9391697	0.7723745	0.9250645	0.9220009	0.8051085	0.89935756	0.84836626	0.8580937	0.91670513	0.81690466	0.91368926	0.8976154	0.8887496	0.8947425	0.86510915	0.8387835	0.89796317	0.81698084	0.84392273	0.903935	0.89506084	0.9219503
top/noun	0.8551779	0.8870063	0.8512814	0.88210905	0.8314044	0.8994826	0.8539652	0.86719507	0.8460269	0.9048973	0.93059826	0.8770644	0.840284	0.85154617	0.8689529	0.7746093	0.87183225	0.88237923	0.87764746	0.8710929	0.8559073	0.87845725	0.82948124	0.8746394	0.8703324	0.8860468	0.87161434	0.8600956	0.90408194	0.8699144	0.8581111	0.88411885	0.9017014	0.838706	0.92548156	0.8016735	0.93686295	0.8777292	0.87153983	0.886036	0.8926229	0.8375047	0.8582834	0.9045253	0.9133495	0.82245255	0.88268274	0.87827355	0.849805	0.86301935	0.8671306	0.88779277	0.81920546	0.910535	0.8859372	0.8951139	0.8902365	0.8684845	0.8626168	0.84843373	0.876259	0.77708435	0.8664994	0.90398693	0.86221504	0.8482322	0.8598758	0.8242545	0.8297787	0.85412	0.90158415	0.9098359	0.88234794	0.8447279	0.93222773	0.8999595	0.8228029	0.88153535	0.86553687	0.8571861	0.8836639	0.940545	0.8449932	0.9034932	0.8860117	0.88227147	0.90873164	0.8654114	0.8581267	0.89366245	0.83342123	0.9119442	0.8803705	0.8629527	0.8828246	0.82603365	0.8686014	0.9272289	0.8202892	0.83041	0.89022505	0.8654766	0.0	0.91182566	0.8675288	0.9061796	0.85865945	0.8079824	0.8829896	0.8732631	0.8584174	0.86152685	0.80934566	0.9359846	0.8982336	0.89705503	0.8716135	0.8773618	0.87712765	0.82887924	0.85732555	0.8114218	0.8541674	0.92656416	0.8309877	0.89133435	0.85154384	0.85847473	0.9009923	0.8921735
dringend/adj	0.88167214	0.8442444	0.8255161	0.642138	0.8791041	0.81647116	0.80678344	0.8876941	0.8425294	0.95239836	0.8894464	0.82555664	0.7788974	0.8272919	0.8965317	0.78690857	0.66450596	0.84749174	0.84639764	0.6533103	0.8034605	0.88954514	0.8075165	0.8823473	0.8727008	0.8560115	0.842398	0.9064207	0.87416315	0.7906526	0.841299	0.8028399	0.87401783	0.86324745	0.9419042	0.8606948	0.7795192	0.8132384	0.8972084	0.7607276	0.7993308	0.91696763	0.7962934	0.8711022	0.93153614	0.80237305	0.83414936	0.8884418	0.8144329	0.83369124	0.88926136	0.8749324	0.9067362	0.8370544	0.65483516	0.7963251	0.8896173	0.8886987	0.7441694	0.8862683	0.8756278	0.9533082	0.95029896	0.78144133	0.81281316	0.8109179	0.7886824	0.8145728	0.9034293	0.7252783	0.8738351	0.7692781	0.9310745	0.74488217	0.9288464	0.9005718	0.920179	0.8774557	0.84201384	0.8707932	0.7781514	0.88072866	0.8464963	0.8749984	0.8529702	0.8530852	0.8982525	0.9149541	0.85978776	0.7532506	0.9175862	0.7984046	0.90167004	0.77059543	0.8966365	0.8832249	0.7353575	0.80324286	0.9110467	0.92756647	0.8592485	0.95608264	0.91182566	0.0	0.94051343	0.5971172	0.8660798	0.7582782	0.6980739	0.887338	0.7712621	0.8268878	0.8636024	0.8731956	0.8104551	0.7385894	0.90349174	0.85277545	0.8810506	0.8797355	0.85965335	0.84498453	0.85676295	0.8974658	0.8953341	0.74181443	0.8698331	0.82768697	0.7814237	0.82551754
1999/noun	0.8121681	0.8279922	0.91293615	0.901654	0.71979415	0.85347104	0.8654934	0.9120254	0.8738861	0.8464592	0.93817574	0.8767123	0.89364564	0.8550642	0.8028586	0.8481684	0.91876024	0.8846729	0.8844324	0.84923834	0.88515866	0.77876425	0.811589	0.8262971	0.7877971	0.9062366	0.8622711	0.9007695	0.8243423	0.9040575	0.90894777	0.89210993	0.8328614	0.8950564	0.90051997	0.83217645	0.9370341	0.93198645	0.8543727	0.89201677	0.8560389	0.7918426	0.88925415	0.91680694	0.92639816	0.8875943	0.7566105	0.8186953	0.8331685	0.8640239	0.7868293	0.8021091	0.8914008	0.9129421	0.8926948	0.92256755	0.7812427	0.89669627	0.8837063	0.80403155	0.8459796	0.8446086	0.54998255	0.93015605	0.7346679	0.8383485	0.85249704	0.7782373	0.7348798	0.8204735	0.93401885	0.92772156	0.8925449	0.8532646	0.9045192	0.90271413	0.8780411	0.79906106	0.8263855	0.8372377	0.9019673	0.95714134	0.90975153	0.89349854	0.8278966	0.78848803	0.7775007	0.70767236	0.89685917	0.8989985	0.91181433	0.9175205	0.80456585	0.9326358	0.8830719	0.8623117	0.9072053	0.8607594	0.7457876	0.8038235	0.9072954	0.8746724	0.8675288	0.94051343	0.0	0.9322482	0.8897664	0.8738282	0.8902747	0.83911645	0.85709256	0.8441867	0.88571775	0.90822494	0.91133595	0.918075	0.8143844	0.8973963	0.81880206	0.7034346	0.89070326	0.75649154	0.85281974	0.92926306	0.57123125	0.94561744	0.7944648	0.75059754	0.8956881	0.89002585
grondig/adj	0.9162073	0.88670045	0.8026421	0.7656219	0.8806918	0.8066013	0.8585317	0.84599745	0.8411281	0.96728253	0.90514857	0.81882936	0.8504558	0.856604	0.8846094	0.8126719	0.7516455	0.87085056	0.85649717	0.60945	0.8094283	0.84651995	0.8514894	0.9037923	0.89106965	0.8685089	0.8036947	0.8798696	0.89081585	0.7860694	0.83879596	0.8168178	0.8923418	0.90368164	0.88660383	0.88207686	0.8247664	0.7526774	0.89054954	0.8108146	0.8251417	0.92806697	0.84986424	0.869203	0.8936022	0.8093541	0.8183115	0.8987306	0.85592353	0.7885512	0.89739096	0.8585291	0.9017846	0.82797474	0.7201489	0.8111536	0.87950724	0.86143523	0.7741467	0.8754523	0.8706446	0.9535446	0.9150148	0.83977515	0.8404953	0.7764904	0.7974874	0.78350973	0.9249362	0.7434423	0.88411564	0.814	0.90113884	0.808751	0.94501525	0.9235392	0.9108857	0.8827354	0.81453127	0.90500593	0.6967142	0.9037125	0.89104337	0.88159573	0.85927725	0.913757	0.8691782	0.8999339	0.8509561	0.81389767	0.92777884	0.8402951	0.89741695	0.7754025	0.9006558	0.8807477	0.7446642	0.7852774	0.91921294	0.9470708	0.85594046	0.93932873	0.9061796	0.5971172	0.9322482	0.0	0.84565705	0.7660447	0.699937	0.8855325	0.8248147	0.83996487	0.91732275	0.8650336	0.7842536	0.6724888	0.90518147	0.8516822	0.9259632	0.89904946	0.78983474	0.8799284	0.8850022	0.8884361	0.9047044	0.80899405	0.86415946	0.8613153	0.7890094	0.8201604
dagenlang/adj	0.87308973	0.9160497	0.8115221	0.824169	0.77940124	0.7407971	0.865055	0.81526136	0.8768568	0.8550053	0.8172755	0.78966296	0.85692334	0.86341697	0.84707826	0.8783879	0.7852609	0.87043303	0.86294335	0.87677556	0.80231094	0.79704297	0.85068893	0.8997289	0.8223183	0.87697345	0.69915843	0.7589925	0.9001507	0.79716897	0.86906093	0.80551153	0.9121914	0.83801794	0.89651597	0.82746667	0.8221663	0.7816504	0.8822732	0.8507939	0.86959225	0.8831035	0.88430566	0.8315333	0.8638147	0.6773031	0.88578117	0.88410723	0.84892774	0.7631627	0.89902794	0.8557371	0.8296627	0.67479944	0.79917455	0.8879288	0.85812664	0.7544591	0.8016136	0.86393046	0.80872315	0.92300403	0.88232666	0.82834005	0.8881834	0.79213285	0.7342888	0.73911256	0.8808046	0.70380175	0.80996764	0.9019923	0.8966676	0.84700465	0.92152125	0.91441965	0.85069793	0.86737853	0.7928289	0.65021616	0.8032305	0.75153005	0.8442506	0.9216199	0.8508257	0.90556455	0.7379664	0.8601728	0.7599342	0.88247705	0.8682672	0.76332116	0.863109	0.7959742	0.86986303	0.8512064	0.7327274	0.8588295	0.8825483	0.91102016	0.89384604	0.85559046	0.85865945	0.8660798	0.8897664	0.84565705	0.0	0.8901701	0.86506885	0.80769736	0.8812202	0.8120797	0.87704206	0.8006288	0.73304236	0.76449287	0.8639333	0.74536145	0.8466446	0.86412036	0.8315962	0.88022244	0.72630906	0.8042043	0.8693704	0.81930566	0.82834333	0.8581877	0.7742615	0.8163886
management/noun	0.64238155	0.8288218	0.8382291	0.74775845	0.800681	0.8962357	0.7936386	0.837106	0.68141055	0.8259766	0.90890425	0.7728728	0.6438482	0.68278587	0.6931445	0.731672	0.7378986	0.7970866	0.7924521	0.7303664	0.74124235	0.8796734	0.6881748	0.80936396	0.7172568	0.7889985	0.83134365	0.9112925	0.80386984	0.7643944	0.6724491	0.8685453	0.895298	0.83300084	0.9012113	0.7783096	0.90292716	0.8124054	0.76722515	0.8551961	0.7651136	0.8832266	0.71345985	0.90507853	0.8357021	0.71392	0.84011185	0.7207042	0.7267158	0.74667346	0.7334002	0.7333585	0.77725655	0.8332619	0.75209266	0.6628667	0.748443	0.91148865	0.67490494	0.72021437	0.78452384	0.8915333	0.90643936	0.8309417	0.7413707	0.8087868	0.7501054	0.8498715	0.6441487	0.7977489	0.8525748	0.7323853	0.7691645	0.54860616	0.8923025	0.77575076	0.77645326	0.75341094	0.80878156	0.8477114	0.7420695	0.8861769	0.86565244	0.86653805	0.86590075	0.74106735	0.9035165	0.88592917	0.8333316	0.698802	0.85424495	0.83081746	0.82637495	0.8317212	0.7473352	0.72168726	0.7916207	0.8440158	0.6738728	0.67987245	0.54597425	0.90077776	0.8079824	0.7582782	0.8738282	0.7660447	0.8901701	0.0	0.630908	0.8510613	0.63655233	0.7700654	0.7903344	0.8978032	0.80757546	0.82939696	0.7401277	0.7625092	0.8016767	0.5984298	0.832198	0.5226753	0.81279457	0.8326183	0.89854294	0.7879261	0.6486912	0.541891	0.8544595	0.8172059
administratie/noun	0.7634171	0.8275924	0.8675307	0.7325324	0.85652673	0.85636836	0.7675179	0.8800596	0.7360769	0.90334	0.921149	0.7602793	0.639284	0.7972934	0.8071306	0.72540736	0.7312735	0.84961414	0.76246405	0.7598258	0.74584466	0.8849706	0.7723255	0.835423	0.8095205	0.77488256	0.77993566	0.9157488	0.82190514	0.7896575	0.6791667	0.84007	0.833544	0.8438315	0.92280096	0.8426597	0.826152	0.83408153	0.84860927	0.83199656	0.620901	0.88883936	0.61015	0.8882883	0.85879093	0.7321362	0.77898693	0.8270732	0.8213086	0.78526056	0.7990981	0.8589293	0.85806036	0.834191	0.6890618	0.73508835	0.86294484	0.90656835	0.6598779	0.7676661	0.8102051	0.9153324	0.9241797	0.8226539	0.8263934	0.76944834	0.74320674	0.8501632	0.83647966	0.7165309	0.8584146	0.7190331	0.8679824	0.6781899	0.9273269	0.847846	0.86082536	0.78443205	0.8578875	0.8779469	0.7332685	0.8833338	0.8297243	0.8576045	0.86937594	0.77389014	0.89158714	0.86010695	0.8126019	0.500744	0.92855364	0.8462842	0.8001042	0.8077119	0.8295957	0.8448524	0.70321995	0.71422315	0.86390054	0.9028448	0.73284435	0.9391697	0.8829896	0.6980739	0.8902747	0.699937	0.86506885	0.630908	0.0	0.86465573	0.7037991	0.75683665	0.84745294	0.87776315	0.7964885	0.7709003	0.8088994	0.7931915	0.83298606	0.8109703	0.83235383	0.7059028	0.83059734	0.8727319	0.8992257	0.7712895	0.75248	0.67481494	0.82424796	0.81177914
uiteindelijk/adj	0.849815	0.88371015	0.8002928	0.74310464	0.7621117	0.7002934	0.8429095	0.7849674	0.9078302	0.8878541	0.74276227	0.78206664	0.9043384	0.8840401	0.85377735	0.83531916	0.7213221	0.8794297	0.86212146	0.8415321	0.8768387	0.8134309	0.85915375	0.8953618	0.8474227	0.8873581	0.6181845	0.8579537	0.8715624	0.72392106	0.9117483	0.7305933	0.85445154	0.8448544	0.8805999	0.87024367	0.8652969	0.90198255	0.87584776	0.70940816	0.901528	0.72685647	0.9126944	0.818153	0.89337	0.85916805	0.85737574	0.87783897	0.7800156	0.77847165	0.85451174	0.83330476	0.89245886	0.6858356	0.66921145	0.8902333	0.826815	0.74979115	0.7701148	0.89762837	0.88680613	0.9045556	0.8657869	0.68983585	0.81489986	0.81059813	0.7164929	0.7251946	0.8384879	0.7215817	0.8450148	0.88983995	0.8930344	0.8185724	0.9193357	0.8827553	0.874969	0.868942	0.7903507	0.8008626	0.78291386	0.8107405	0.93257946	0.904809	0.7699261	0.8400528	0.77659047	0.7941846	0.88764703	0.9228246	0.8936227	0.7958424	0.88211703	0.7041539	0.85519636	0.8760837	0.7356134	0.8513391	0.8370985	0.9168562	0.9065567	0.7723745	0.8732631	0.887338	0.83911645	0.8855325	0.80769736	0.8510613	0.86465573	0.0	0.8946349	0.86484784	0.8441713	0.8186098	0.7294179	0.7351134	0.8600137	0.7739483	0.8173172	0.82577425	0.86975574	0.83113885	0.8713825	0.81375176	0.80271715	0.7321302	0.8486131	0.8262671	0.79004765	0.8622794
sector/noun	0.681038	0.7584585	0.8085079	0.7642833	0.85000134	0.922184	0.8845241	0.91676235	0.6047977	0.93589735	0.91090286	0.747457	0.65983397	0.54583067	0.73903877	0.74049526	0.77471864	0.6833866	0.6438204	0.68739223	0.7362063	0.86695755	0.52383506	0.89197373	0.71307206	0.79732645	0.8806857	0.9033074	0.8654557	0.79125667	0.6912484	0.8441526	0.9435652	0.7579478	0.9213122	0.6301178	0.92540973	0.8031333	0.79729325	0.80905485	0.8679531	0.8657557	0.7565456	0.85419375	0.8712393	0.7186836	0.8653943	0.8011986	0.7096473	0.736929	0.7117177	0.8049298	0.70171726	0.8885963	0.7602919	0.6958618	0.8063862	0.8845183	0.60627687	0.7893228	0.7617971	0.9403973	0.87205905	0.7973578	0.6286123	0.82200104	0.6403198	0.8640216	0.678038	0.8119517	0.86611784	0.79937494	0.73542356	0.76620805	0.91533417	0.8391689	0.73166364	0.6742909	0.7330154	0.7572608	0.7916378	0.8990746	0.6631696	0.8630105	0.8684539	0.7420133	0.92246455	0.8660556	0.66636264	0.68298763	0.89928055	0.83083236	0.8656634	0.8474722	0.8831472	0.5859666	0.7541043	0.8579012	0.70458126	0.8707739	0.7084242	0.9250645	0.8584174	0.7712621	0.85709256	0.8248147	0.8812202	0.63655233	0.7037991	0.8946349	0.0	0.8297992	0.822569	0.82643855	0.83257073	0.88247883	0.7850055	0.7194047	0.7983976	0.6443354	0.81309986	0.5014187	0.86418486	0.87853956	0.8688968	0.82240874	0.6868439	0.5085461	0.82399756	0.7830244
volgens/prep	0.7945774	0.8853495	0.87952495	0.74758387	0.69699	0.9000448	0.7663295	0.804265	0.85946524	0.8477473	0.9380725	0.74583685	0.78083396	0.81664956	0.8457004	0.7499981	0.8387208	0.8502747	0.8701622	0.811183	0.79344547	0.90751135	0.8202782	0.8002969	0.77870715	0.8517021	0.8448898	0.9160341	0.8668778	0.82885593	0.81980956	0.87163734	0.806008	0.7947378	0.9243727	0.8393849	0.89745486	0.8967476	0.85913825	0.9037706	0.83281606	0.9017247	0.7997105	0.9478398	0.89395493	0.7672301	0.90729094	0.8135682	0.8024522	0.81119686	0.87192976	0.86908376	0.8395159	0.9113355	0.83342767	0.85814977	0.84860384	0.95042723	0.72729564	0.82610995	0.8795777	0.8657397	0.9466852	0.84406817	0.81836194	0.78453785	0.83819854	0.880581	0.7758576	0.74321187	0.84164745	0.8454373	0.8865558	0.7713721	0.84412813	0.8877243	0.8627701	0.88258034	0.89362663	0.86128956	0.8632966	0.9176124	0.8725266	0.9129335	0.8347716	0.8589294	0.800233	0.88537353	0.817742	0.7969037	0.9144929	0.8843784	0.8069254	0.9333857	0.73380697	0.8616999	0.87274677	0.8932679	0.7808128	0.69112337	0.8034181	0.9220009	0.86152685	0.8268878	0.8441867	0.83996487	0.8120797	0.7700654	0.75683665	0.86484784	0.8297992	0.0	0.8927216	0.8931432	0.88147336	0.8639754	0.83778274	0.7966138	0.8136934	0.76941913	0.9100702	0.7786322	0.73518443	0.88978666	0.9256547	0.89767265	0.78179806	0.7772762	0.8755203	0.87241375
club/noun	0.7661256	0.88556725	0.88808024	0.83245003	0.82121575	0.8955479	0.57531136	0.9012413	0.82729083	0.879379	0.89659274	0.85137296	0.78233516	0.84104466	0.7647528	0.83658993	0.82073414	0.8514849	0.84370863	0.90424824	0.8457716	0.81684655	0.8310134	0.8438045	0.74722314	0.86267245	0.86634606	0.86486375	0.8650322	0.85799813	0.847543	0.84613043	0.905817	0.8847638	0.91367704	0.84727544	0.87501377	0.8269255	0.800837	0.90171814	0.8099263	0.8342812	0.71353555	0.8960799	0.91669196	0.8354534	0.85874283	0.86710304	0.8349686	0.86677825	0.8951886	0.83497	0.83325714	0.85051614	0.82217836	0.81573147	0.86475116	0.87496656	0.80549014	0.7413162	0.81540084	0.8465148	0.8568733	0.85353327	0.8877429	0.8660037	0.8711571	0.77924925	0.82911265	0.7724615	0.8775592	0.81887823	0.7813411	0.8046232	0.90696293	0.886548	0.7107903	0.87501675	0.8951456	0.88227177	0.8696011	0.8984112	0.7613988	0.752336	0.90334857	0.8548425	0.89068174	0.88450885	0.8825196	0.8159306	0.54210734	0.8387893	0.8260254	0.7730947	0.86941993	0.85964954	0.84565943	0.8770125	0.86473066	0.8802597	0.86068076	0.8051085	0.80934566	0.8636024	0.88571775	0.91732275	0.87704206	0.7903344	0.84745294	0.8441713	0.822569	0.8927216	0.0	0.8982262	0.8680525	0.8747348	0.7695141	0.8546913	0.8661232	0.768293	0.88060194	0.73158145	0.85233736	0.88056284	0.9089791	0.7751026	0.81292456	0.70520747	0.8614532	0.88021713
zwaar/adj	0.90508544	0.89010274	0.8741596	0.8694763	0.8398747	0.8557033	0.88747174	0.8648399	0.88559604	0.94003093	0.9212246	0.8339108	0.89834493	0.84545684	0.89392227	0.8967339	0.8312849	0.8630626	0.8461673	0.82355434	0.84185207	0.85918474	0.8494624	0.93386847	0.8794292	0.8823398	0.8195232	0.87053096	0.90572774	0.7976961	0.9096503	0.9008406	0.9306353	0.7988087	0.89252484	0.890597	0.78540444	0.90283763	0.89336383	0.7988587	0.9345831	0.8668159	0.9156921	0.8922886	0.91641784	0.78559303	0.90389043	0.92316765	0.8117632	0.8385625	0.8749277	0.85347736	0.8546368	0.84952337	0.8299376	0.8945328	0.8560465	0.87644684	0.72569513	0.91896135	0.85774505	0.95432824	0.8973764	0.8667165	0.68129337	0.8494347	0.7030222	0.75766915	0.8886776	0.83424956	0.90632534	0.9092301	0.9009899	0.9137035	0.9450684	0.9141161	0.90248436	0.8799363	0.68622226	0.8102221	0.8621578	0.87633	0.84665674	0.89444304	0.87407887	0.9153424	0.72346634	0.8585942	0.8661554	0.9148395	0.91171324	0.7831078	0.9218122	0.86316025	0.770825	0.8938012	0.79547065	0.8724346	0.8972716	0.9484242	0.90707916	0.89935756	0.9359846	0.8731956	0.90822494	0.8650336	0.8006288	0.8978032	0.87776315	0.8186098	0.82643855	0.8931432	0.8982262	0.0	0.79874575	0.86263764	0.9047793	0.79445624	0.8192654	0.8791018	0.86780095	0.86656755	0.8349561	0.88805646	0.88403064	0.8699747	0.8742711	0.8543423	0.8535971	0.8535403
