	bank/noun	overheid_schuld/noun	ver/adj	daarom/pp	eerder/noun	voor/comp	voetbal_bond/noun	keer/adv	activiteit/noun	dochter/noun	maar/adv	namelijk/adv	organisatie/noun	economie/noun	familie_bedrijf/noun	binnen/prep	om/comp	staal_industrie/noun	landbouw_sector/noun	drastisch/adj	spoor_weg/noun	al/adv	bank_sector/noun	Belgische/name	luchtvaart_maatschappij/noun	huishouding/noun	vervolgens/adv	diep/noun	Fabricom/name	die/det	netwerk/noun	nu/adv	Hof/name	druk/noun	ingekort/adj	Europa/name	brandweer/noun	volop/adv	luchtvaart_bedrijf/noun	snel/adj	secretariaat/noun	slechts/adv	afdeling/noun	tijd/noun	choreografie/noun	en/vg	schooljaar/noun	AG/name	mede/adv	grotendeels/adv	vermogen/noun	Nissan/name	tak/noun	ze/pron	moet/verb	opleiding/noun	Chrysler/name	weer/adv	bovendien/adv	filiaal/noun	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	het/det	waardoor/pp	opnieuw/adv	Philips/name	intussen/adv	zich/pron	jeugd_beleid/noun	merk/noun	directie/noun	Bax/name	marketing_afdeling/noun	groep/noun	productie/noun	flink/adj	terwijl/comp	volledig/adj	gewoon/adj	regio/noun	jeugd_voetbal/noun	ten/adv	lening/noun	vermoedelijk/adj	totaal/noun	gebied/noun	dienst/noun	voetbal/noun	zonder/prep	Franse/name	we/pron	bestuurder/noun	markt/noun	zodat/comp	container_park/noun	Unilever/name	topman/noun	marketing/noun	Italiaan/noun	top/noun	dringend/adj	1999/noun	grondig/adj	dagenlang/adj	management/noun	administratie/noun	uiteindelijk/adj	sector/noun	volgens/prep	club/noun	zwaar/adj	zonder/comp	eerst/adv	medium_groep/noun	doorgaans/adv	schuld/noun	concern/noun	traject/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	wij/pron	staat_bedrijf/noun	bedrijf/noun	er/adv	bedrijf_terrein/noun
Hof/name	0.885824	0.937496	0.9469776	0.8464372	0.82728255	0.90064836	0.73356616	0.90223837	0.9124435	0.9563344	0.96597373	0.8832848	0.8666825	0.9334202	0.9034403	0.8836362	0.8706078	0.92397684	0.9155384	0.9138092	0.8928139	0.92823637	0.89681023	0.82956	0.8679988	0.94514346	0.8710569	0.93022007	0.8574519	0.8983001	0.9346034	0.9310248	0.0	0.9085747	0.9418762	0.8798569	0.89373004	0.9372849	0.9143595	0.9535931	0.786741	0.9621375	0.8597158	0.97328794	0.91640043	0.8881423	0.90596795	0.8767901	0.902551	0.894877	0.96010834	0.9201913	0.9290612	0.9125124	0.8551549	0.9348646	0.9235171	0.95289856	0.89433557	0.85124856	0.921836	0.88980883	0.95229423	0.9382919	0.9443499	0.82099485	0.9208537	0.8572351	0.9271734	0.85951644	0.90801233	0.90225285	0.94349015	0.8133904	0.9233166	0.9633526	0.94306016	0.93115723	0.96041316	0.95011985	0.8931475	0.95602894	0.8870994	0.93517953	0.8814528	0.9136881	0.90938944	0.9472563	0.9080808	0.8878226	0.92424846	0.929289	0.83460385	0.93311876	0.90260655	0.9425665	0.90647304	0.8631311	0.92184234	0.8684207	0.9362005	0.9332628	0.9017014	0.87401783	0.8328614	0.8923418	0.9121914	0.895298	0.833544	0.85445154	0.9435652	0.806008	0.905817	0.9306353	0.88753283	0.8897033	0.88035804	0.920024	0.92382133	0.9083746	0.90484077	0.9096975	0.8667027	0.9194498	0.8705393	0.90312785	0.89077765	0.895789	0.9303302	0.9067305
druk/noun	0.8158574	0.8007084	0.82374144	0.8068923	0.82140756	0.8990287	0.874622	0.8616612	0.82054937	0.94389904	0.90559983	0.8527176	0.82048714	0.7424685	0.89988816	0.7904056	0.8130716	0.83349097	0.83723086	0.7563199	0.8684931	0.8831552	0.776435	0.91489893	0.8230774	0.88370013	0.8617049	0.8881791	0.9224602	0.84828234	0.855907	0.86633044	0.9085747	0.0	0.9080743	0.7556188	0.9346178	0.8934099	0.8584663	0.8373479	0.90665305	0.9030014	0.8978401	0.88615143	0.90762174	0.7912593	0.9289346	0.90710896	0.7554537	0.8297574	0.7914067	0.893807	0.85436934	0.8698529	0.80526006	0.89666104	0.89190274	0.8580209	0.73405135	0.89877224	0.900745	0.94009274	0.93319416	0.8489713	0.7601943	0.87409735	0.73777676	0.8084421	0.8535104	0.79496706	0.83047587	0.90968335	0.90581304	0.84195626	0.9437155	0.8809297	0.875738	0.8224669	0.7902872	0.77983475	0.8792516	0.8964582	0.8676828	0.90139717	0.9128891	0.8425328	0.904828	0.9289787	0.8116295	0.8752065	0.89925814	0.87300634	0.9082701	0.84560704	0.8960214	0.7766309	0.80795395	0.9199992	0.8502344	0.89806247	0.8914638	0.9145309	0.838706	0.86324745	0.8950564	0.90368164	0.83801794	0.83300084	0.8438315	0.8448544	0.7579478	0.7947378	0.8847638	0.7988087	0.8383681	0.8663093	0.8559818	0.8065082	0.7872634	0.8150976	0.9206989	0.7933827	0.81416124	0.86736524	0.9050006	0.8511942	0.828239	0.81221217	0.8559143	0.9043838
ingekort/adj	0.92751604	0.88086	0.901592	0.8946581	0.88245153	0.9003748	0.90983	0.9222394	0.90074074	0.9419064	0.902506	0.8691158	0.9248575	0.9097674	0.90996045	0.9178061	0.8814198	0.9081966	0.89317834	0.8755413	0.908242	0.88099533	0.9007838	0.92577314	0.9101075	0.9125756	0.88942444	0.87905407	0.92251015	0.8610743	0.91685903	0.92043513	0.9418762	0.9080743	0.0	0.9312309	0.94521505	0.9137522	0.9249999	0.87926614	0.9275314	0.82412857	0.92451936	0.910499	0.84694016	0.8594757	0.88633883	0.90371776	0.9004878	0.88648826	0.9149514	0.87712544	0.9184385	0.90526843	0.8757422	0.9044168	0.8848534	0.9150217	0.86712277	0.9012115	0.9027801	0.8967042	0.8546543	0.9038638	0.9012718	0.89363134	0.83255124	0.85982573	0.8968564	0.9013438	0.91538197	0.9042709	0.9027106	0.91611004	0.9256631	0.94189596	0.91239065	0.8585524	0.8936308	0.88951886	0.85481024	0.89841163	0.94210136	0.9213644	0.86780834	0.89974743	0.9051278	0.86578965	0.9330636	0.9449664	0.8993796	0.8853612	0.9118783	0.88723373	0.92182934	0.91685486	0.81480026	0.9153333	0.9026618	0.93987525	0.91666955	0.90051615	0.92548156	0.9419042	0.90051997	0.88660383	0.89651597	0.9012113	0.92280096	0.8805999	0.9213122	0.9243727	0.91367704	0.89252484	0.89066935	0.88559616	0.9140513	0.84281373	0.92602956	0.9012173	0.8093996	0.89952844	0.93170756	0.9262275	0.8692766	0.8936612	0.9058194	0.90273726	0.90143514	0.9116596
Europa/name	0.7666387	0.7820331	0.73296607	0.8149011	0.80933195	0.8947099	0.8852319	0.87435967	0.72414255	0.9064924	0.89607	0.7748904	0.7647846	0.6238686	0.7684057	0.73226154	0.8056156	0.75969815	0.76499164	0.7660222	0.8029413	0.87555903	0.70185435	0.87454	0.71525896	0.8440014	0.8457432	0.84022427	0.8780674	0.81992304	0.73997617	0.8510612	0.8798569	0.7556188	0.9312309	0.0	0.94082063	0.8338126	0.81712556	0.8033037	0.88662267	0.86670655	0.8731382	0.8894787	0.8938313	0.7110518	0.89533347	0.8280199	0.7744237	0.77188516	0.79577345	0.77041215	0.793793	0.881202	0.81782013	0.8670207	0.7783159	0.84205437	0.73299325	0.78815943	0.74220264	0.9045218	0.8773716	0.8398004	0.7197061	0.8182279	0.7330733	0.8233162	0.73977536	0.808997	0.8308825	0.84649956	0.7534334	0.8641296	0.9311706	0.8872182	0.74973583	0.7226176	0.7828945	0.72876894	0.8487807	0.9072418	0.67787886	0.87159705	0.87313384	0.8383172	0.8723277	0.89161736	0.65118915	0.862021	0.8683449	0.8438078	0.8189073	0.86511123	0.91754913	0.64226186	0.8067477	0.8824616	0.73512137	0.8766961	0.8000909	0.86011064	0.8016735	0.8606948	0.83217645	0.88207686	0.82746667	0.7783096	0.8426597	0.87024367	0.6301178	0.8393849	0.84727544	0.890597	0.838471	0.8912177	0.8029268	0.7721251	0.8338487	0.6918794	0.84092236	0.6620084	0.7787931	0.8534708	0.85172784	0.82790494	0.75399005	0.6923785	0.85816324	0.8229306
brandweer/noun	0.9234975	0.9352218	0.91483444	0.86244124	0.89220136	0.8196147	0.88472897	0.9189271	0.90316427	0.9436661	0.94947	0.9070387	0.870352	0.94125336	0.8860787	0.9014878	0.80372536	0.9190118	0.9034524	0.9017618	0.8152523	0.875027	0.92137325	0.88952297	0.8977111	0.9110549	0.77942324	0.8657562	0.88425624	0.89634585	0.8916023	0.9369346	0.89373004	0.9346178	0.94521505	0.94082063	0.0	0.88447523	0.92227155	0.8190993	0.79764825	0.91618127	0.7664015	0.9177559	0.9461524	0.8266016	0.8674272	0.9052096	0.9200268	0.8547041	0.94222116	0.84722495	0.84511006	0.8425989	0.83656573	0.9018724	0.88716847	0.87149775	0.86852854	0.8104157	0.8243895	0.91639763	0.96242684	0.9129013	0.9239755	0.8558247	0.80814373	0.7484525	0.9197617	0.8282761	0.90247035	0.88123643	0.9488877	0.84478426	0.93713254	0.9317521	0.9217567	0.91450644	0.89456594	0.88218707	0.81814	0.94346434	0.7103685	0.86865985	0.9251191	0.93481606	0.74616224	0.8693317	0.8599317	0.78800935	0.90171945	0.87863827	0.92301536	0.86549044	0.7128035	0.91562	0.76413995	0.69783795	0.9408279	0.9614037	0.9437922	0.94518	0.93686295	0.7795192	0.9370341	0.8247664	0.8221663	0.90292716	0.826152	0.8652969	0.92540973	0.89745486	0.87501377	0.78540444	0.8703561	0.8371184	0.93369764	0.9159414	0.9435269	0.9301433	0.8654183	0.9306644	0.79241693	0.91039574	0.90919816	0.8893235	0.91626364	0.8747295	0.85337937	0.7476585
volop/adv	0.8810562	0.90071106	0.8054266	0.808288	0.9042285	0.79801625	0.8881706	0.88952565	0.82273376	0.9419908	0.8860695	0.8127727	0.8494355	0.8220502	0.8518746	0.85299075	0.75615734	0.85453904	0.85515344	0.85889417	0.8476864	0.78892255	0.8188373	0.8989802	0.879701	0.89155704	0.8270867	0.8234343	0.8962867	0.82625866	0.83026516	0.7261195	0.9372849	0.8934099	0.9137522	0.8338126	0.88447523	0.0	0.88558894	0.849814	0.86523455	0.88922954	0.86191916	0.8713144	0.86599004	0.7797601	0.83968455	0.8821009	0.87729245	0.83404225	0.9070275	0.86508036	0.86551857	0.820391	0.80503535	0.83475715	0.8674569	0.7686919	0.796273	0.8766167	0.86018103	0.93077683	0.9069259	0.8253732	0.86474586	0.83951855	0.8281727	0.73255837	0.862208	0.7252326	0.8324858	0.84187186	0.8461171	0.8537495	0.93235976	0.90480685	0.8533491	0.8394845	0.783185	0.7928313	0.78328514	0.8257351	0.86190164	0.8762313	0.871198	0.90916497	0.9048674	0.9089037	0.8753093	0.8438314	0.83364856	0.8404408	0.90200675	0.75512	0.93189806	0.81607825	0.78236747	0.85400915	0.86431956	0.92556304	0.8065511	0.91619307	0.8777292	0.8132384	0.93198645	0.7526774	0.7816504	0.8124054	0.83408153	0.90198255	0.8031333	0.8967476	0.8269255	0.90283763	0.8117861	0.7746917	0.86403084	0.8342096	0.9232043	0.8503388	0.87896633	0.84090966	0.8730623	0.868328	0.92037445	0.7584182	0.8603319	0.8096944	0.78922975	0.8412184
luchtvaart_bedrijf/noun	0.74431264	0.8690714	0.9107154	0.82602084	0.8233285	0.89010423	0.8261496	0.9187783	0.7762883	0.85387146	0.9307214	0.8591613	0.80873656	0.8151118	0.76522547	0.848012	0.81884533	0.79033273	0.8376124	0.8445549	0.7958193	0.85122085	0.79288316	0.8770956	0.4968602	0.89412093	0.8681107	0.92765045	0.8225917	0.8760274	0.77535075	0.8838808	0.9143595	0.8584663	0.9249999	0.81712556	0.92227155	0.88558894	0.0	0.9026439	0.88224655	0.8708577	0.8213587	0.9122474	0.90516204	0.8548773	0.8866678	0.7860635	0.84541225	0.8549175	0.85316074	0.79812694	0.8077206	0.8709414	0.8498859	0.89334935	0.7879847	0.9123258	0.8181199	0.73947114	0.75464046	0.9144865	0.86863554	0.8794165	0.8180931	0.88243324	0.8369099	0.84892315	0.7387662	0.82673573	0.90027124	0.87836426	0.7751313	0.7286585	0.9055652	0.8573875	0.8151661	0.80545825	0.86350644	0.87330914	0.8607626	0.93785226	0.87384343	0.88858515	0.9012376	0.8220611	0.8979664	0.8617917	0.8801026	0.84445167	0.9108098	0.9005905	0.82688344	0.8607701	0.84365135	0.8266771	0.86735386	0.87444025	0.763611	0.7881174	0.85965043	0.9078688	0.87153983	0.8972084	0.8543727	0.89054954	0.8822732	0.76722515	0.84860927	0.87584776	0.79729325	0.85913825	0.800837	0.89336383	0.87604576	0.8907028	0.7344847	0.881869	0.84320796	0.6690797	0.8816351	0.6473751	0.8290833	0.87224245	0.8647648	0.85858655	0.7156486	0.6249878	0.88893634	0.85610235
snel/adj	0.8747673	0.81006	0.6778532	0.76201636	0.85735416	0.6744194	0.9139655	0.8244863	0.8786875	0.9382115	0.79829943	0.7740824	0.8977009	0.7823999	0.8511013	0.8224269	0.7058407	0.8465644	0.8528736	0.7051462	0.83390427	0.8126781	0.82414925	0.92874134	0.87304866	0.8849546	0.6713495	0.8634703	0.9175623	0.7297493	0.81509924	0.7390227	0.9535931	0.8373479	0.87926614	0.8033037	0.8190993	0.849814	0.9026439	0.0	0.9265843	0.8702456	0.9403403	0.7770009	0.8871459	0.7984527	0.84680784	0.890448	0.7804007	0.7775218	0.8451611	0.8340517	0.85254765	0.71350265	0.67832756	0.87625986	0.85911083	0.65043724	0.6786017	0.9249313	0.8752793	0.94660884	0.896595	0.74750936	0.7392382	0.8400922	0.6114793	0.7161534	0.8532814	0.6919571	0.8232074	0.9009858	0.8521654	0.8742647	0.94916123	0.8996276	0.88641	0.8298913	0.7340269	0.7721016	0.73727864	0.75376654	0.90026045	0.92584383	0.88724124	0.8859222	0.8154798	0.8892256	0.8654639	0.9050927	0.89786017	0.7918426	0.92820686	0.69940126	0.83200467	0.77296233	0.61075217	0.8501314	0.85683376	0.93108976	0.86263233	0.8330054	0.886036	0.7607276	0.89201677	0.8108146	0.8507939	0.8551961	0.83199656	0.70940816	0.80905485	0.9037706	0.90171814	0.7988587	0.7199557	0.7251167	0.89191175	0.7752675	0.8760073	0.84299195	0.8033135	0.84941244	0.8795721	0.83382714	0.8515045	0.74933934	0.84942967	0.8327712	0.76752836	0.8381162
secretariaat/noun	0.8309722	0.925277	0.91608053	0.8436737	0.8810985	0.8846778	0.76012015	0.9188421	0.77842045	0.8881732	0.9397387	0.861029	0.7486452	0.9074558	0.8002962	0.809003	0.85289055	0.903164	0.8933968	0.90302306	0.8360524	0.893	0.87271583	0.7641864	0.82835674	0.8296063	0.8107627	0.88366526	0.84682983	0.8749248	0.76186985	0.87202704	0.786741	0.90665305	0.9275314	0.88662267	0.79764825	0.86523455	0.88224655	0.9265843	0.0	0.882855	0.6324388	0.9440348	0.8823793	0.76564854	0.78680664	0.80543005	0.9159634	0.85219526	0.8707628	0.8606912	0.87578094	0.86303353	0.8306245	0.7784891	0.854109	0.9077421	0.8292844	0.71849775	0.8215771	0.84072274	0.915448	0.8941496	0.9196141	0.81488025	0.8556505	0.82211107	0.85150945	0.7733653	0.88495934	0.81224203	0.8735505	0.7557217	0.8796179	0.88177234	0.849781	0.866874	0.9314594	0.89147097	0.8143063	0.89269954	0.8127917	0.83004975	0.887104	0.84719914	0.8835551	0.86086357	0.8543948	0.6273569	0.86934507	0.8828777	0.8378595	0.882349	0.83213925	0.8883204	0.7927596	0.6968394	0.89030814	0.8770181	0.79270667	0.93057024	0.8926229	0.7993308	0.8560389	0.8251417	0.86959225	0.7651136	0.620901	0.901528	0.8679531	0.83281606	0.8099263	0.9345831	0.8753498	0.850472	0.86216134	0.85131896	0.91759735	0.8658499	0.8342941	0.8011009	0.8826648	0.9300024	0.86118567	0.87813526	0.8313265	0.77765065	0.8655971	0.8030161
slechts/adv	0.87335414	0.8041665	0.85591865	0.8803097	0.8742701	0.8509606	0.8940377	0.86980855	0.8757486	0.9014951	0.6016729	0.78967416	0.90464634	0.88594675	0.829258	0.7637086	0.84481496	0.87397295	0.87024724	0.879336	0.87700677	0.73344314	0.8581082	0.91261417	0.86304057	0.86653113	0.86090356	0.8737991	0.89574313	0.78662884	0.8850831	0.82197636	0.9621375	0.9030014	0.82412857	0.86670655	0.91618127	0.88922954	0.8708577	0.8702456	0.882855	0.0	0.9153439	0.83583677	0.8880357	0.84390086	0.83162856	0.8654286	0.8554528	0.8365812	0.72313297	0.8238442	0.90242636	0.854154	0.836502	0.869488	0.8300326	0.8782635	0.7667515	0.8154175	0.8566011	0.84032595	0.5837418	0.80662876	0.8075416	0.879976	0.7640185	0.84705937	0.8223554	0.832994	0.8760997	0.90622306	0.87661564	0.9139542	0.9155477	0.90901625	0.78207886	0.80733657	0.80753946	0.7520109	0.8593218	0.88852596	0.8935432	0.9072995	0.6326764	0.75136817	0.85178334	0.47199583	0.87282944	0.8877755	0.8918505	0.8341721	0.91276544	0.82665676	0.8627963	0.8701752	0.77923226	0.8540567	0.78607893	0.9381835	0.9110405	0.7991674	0.8375047	0.91696763	0.7918426	0.92806697	0.8831035	0.8832266	0.88883936	0.72685647	0.8657557	0.9017247	0.8342812	0.8668159	0.83382535	0.87782234	0.8792929	0.74821246	0.81008494	0.82508826	0.75423694	0.79438186	0.9108475	0.8934817	0.6732489	0.8300966	0.8486495	0.7934035	0.76095384	0.85273516
afdeling/noun	0.7961191	0.92166364	0.9267504	0.8630376	0.86299735	0.9368347	0.8093106	0.94893575	0.7401238	0.87920344	0.970572	0.88248986	0.68706167	0.8409946	0.750059	0.79973304	0.89403933	0.86584777	0.86597204	0.8713919	0.80644286	0.91097	0.8466219	0.7062955	0.8022255	0.8561035	0.88323784	0.9136661	0.80256146	0.93223864	0.7263255	0.9142016	0.8597158	0.8978401	0.92451936	0.8731382	0.7664015	0.86191916	0.8213587	0.9403403	0.6324388	0.9153439	0.0	0.9490852	0.89477515	0.7388053	0.7807952	0.76577467	0.8656597	0.8335037	0.90640306	0.8517036	0.7497886	0.9280702	0.8758354	0.7104231	0.8396379	0.9500973	0.85547906	0.6024935	0.730378	0.8140809	0.8993244	0.94344634	0.87837535	0.7939369	0.8680884	0.86727357	0.76996565	0.8048736	0.9185984	0.7997	0.8173206	0.7278513	0.92028	0.8476891	0.7459996	0.7783462	0.9120199	0.90130794	0.8511214	0.93775177	0.6843945	0.79109704	0.92630434	0.8772468	0.9172851	0.87499416	0.8356515	0.5743413	0.83992434	0.9023257	0.77612317	0.922758	0.8258336	0.8249534	0.85839856	0.76232576	0.82464087	0.84903026	0.7366878	0.93244225	0.8582834	0.7962934	0.88925415	0.84986424	0.88430566	0.71345985	0.61015	0.9126944	0.7565456	0.7997105	0.71353555	0.9156921	0.9287351	0.9089126	0.79699665	0.8713271	0.92356884	0.78120196	0.8542262	0.7206221	0.878745	0.9464385	0.93227524	0.9169899	0.78378075	0.68444216	0.91963947	0.82930666
tijd/noun	0.924819	0.89796513	0.8535634	0.80760825	0.92223614	0.7429459	0.9447305	0.9117635	0.8815464	0.92499787	0.77900374	0.79791456	0.9242242	0.8765493	0.87966204	0.8407433	0.76427925	0.88787305	0.86431307	0.858279	0.8973255	0.7326257	0.8835144	0.96887535	0.9224988	0.91150856	0.8365169	0.88047105	0.93867636	0.81774455	0.92539	0.73744035	0.97328794	0.88615143	0.910499	0.8894787	0.9177559	0.8713144	0.9122474	0.7770009	0.9440348	0.83583677	0.9490852	0.0	0.91079736	0.8834912	0.8128862	0.94806	0.9137382	0.85562843	0.85213315	0.898748	0.9196895	0.7726881	0.80340767	0.861633	0.8867056	0.747843	0.77232057	0.9434175	0.89437455	0.9530479	0.73048365	0.75042725	0.8903628	0.91401416	0.79685265	0.8279466	0.9196148	0.7753613	0.88221	0.8884034	0.90277827	0.9434672	0.9596879	0.92746556	0.8847703	0.88212395	0.82386434	0.81746435	0.8583062	0.8211578	0.9009269	0.9046795	0.8735759	0.91951346	0.8820871	0.8725475	0.90385824	0.9460129	0.8815715	0.8855027	0.9401247	0.7378057	0.94194865	0.8709898	0.75705796	0.9179556	0.90298605	0.97373146	0.9055871	0.8951002	0.9045253	0.8711022	0.91680694	0.869203	0.8315333	0.90507853	0.8882883	0.818153	0.85419375	0.9478398	0.8960799	0.8922886	0.81234854	0.81185156	0.91984385	0.80358064	0.89559096	0.8929169	0.84247893	0.89294326	0.94874024	0.8676497	0.88507295	0.812774	0.8972833	0.89582783	0.7336867	0.87990236
choreografie/noun	0.9109537	0.9097843	0.8949297	0.850318	0.8879342	0.89361995	0.9176532	0.8677822	0.82703865	0.88355005	0.875953	0.7900101	0.83153665	0.88827884	0.8261124	0.8904072	0.86145097	0.90787995	0.8850311	0.91596943	0.9121703	0.87277853	0.8949599	0.8534655	0.907743	0.8916885	0.84046066	0.8681231	0.9366491	0.803951	0.843512	0.9062816	0.91640043	0.90762174	0.84694016	0.8938313	0.9461524	0.86599004	0.90516204	0.8871459	0.8823793	0.8880357	0.89477515	0.91079736	0.0	0.7041299	0.8834548	0.8791769	0.83669525	0.8287721	0.86420876	0.8738396	0.8674214	0.82779604	0.86210144	0.8207906	0.85362875	0.8570609	0.7963307	0.8756617	0.89885134	0.8668728	0.922483	0.8511937	0.9296925	0.83789563	0.8072524	0.8744105	0.9097264	0.8688173	0.8554897	0.8620428	0.8344406	0.920926	0.91440165	0.92143655	0.81390125	0.73365617	0.90483946	0.834854	0.8631731	0.882516	0.90071464	0.9168001	0.9057013	0.9259649	0.9186993	0.929611	0.88389635	0.9082292	0.87090623	0.86687815	0.8383195	0.8623389	0.8916283	0.9073458	0.8121404	0.9071353	0.90204644	0.8707458	0.81022245	0.8912865	0.9133495	0.93153614	0.92639816	0.8936022	0.8638147	0.8357021	0.85879093	0.89337	0.8712393	0.89395493	0.91669196	0.91641784	0.8121328	0.8898778	0.9035944	0.73773724	0.9303255	0.9069172	0.837621	0.86769474	0.9083803	0.8392622	0.897929	0.8495834	0.84138566	0.88020575	0.8683967	0.8787091
en/vg	0.8033724	0.87423295	0.8347581	0.81923276	0.7900513	0.8088954	0.8565792	0.81484544	0.7367355	0.7335076	0.8556856	0.74685496	0.7389722	0.752349	0.75288314	0.76827174	0.73683226	0.8480543	0.81416637	0.8039462	0.7541254	0.8866082	0.799892	0.83220565	0.82330656	0.7762526	0.6688355	0.71461004	0.8789567	0.76989824	0.7079645	0.88285965	0.8881423	0.7912593	0.8594757	0.7110518	0.8266016	0.7797601	0.8548773	0.7984527	0.76564854	0.84390086	0.7388053	0.8834912	0.7041299	0.0	0.841002	0.7796134	0.79983974	0.73835987	0.7647243	0.7749936	0.7052896	0.7243984	0.772357	0.71127546	0.81273425	0.7924057	0.6872004	0.7621128	0.7255609	0.84725004	0.87891704	0.8228029	0.8043358	0.75937235	0.62808406	0.7714442	0.81197435	0.7436298	0.8251731	0.79900676	0.7534121	0.8376702	0.85714227	0.8853935	0.7078408	0.73495334	0.75282955	0.56768847	0.7677849	0.737804	0.7289945	0.85177904	0.8500098	0.8380742	0.76177686	0.828933	0.68110955	0.7439256	0.78744173	0.6770661	0.78246737	0.82886183	0.7540208	0.76420593	0.61272955	0.7956201	0.8264836	0.8116736	0.7158636	0.7858656	0.82245255	0.80237305	0.8875943	0.8093541	0.6773031	0.71392	0.7321362	0.85916805	0.7186836	0.7672301	0.8354534	0.78559303	0.7007769	0.7590323	0.8513936	0.6418321	0.8386201	0.8329268	0.77822804	0.7666898	0.78174573	0.8036264	0.83056074	0.8209063	0.76583004	0.7603183	0.80958235	0.7686455
schooljaar/noun	0.89092517	0.8688345	0.8780389	0.79953873	0.89106166	0.7957541	0.88483924	0.9128897	0.7783339	0.92129475	0.89560443	0.8333489	0.8456209	0.8826984	0.8469274	0.8454771	0.79880726	0.888914	0.8695144	0.8182924	0.8601051	0.7749682	0.8463012	0.88509375	0.8724146	0.8804468	0.8440483	0.8958957	0.8772142	0.8609035	0.86219394	0.79887193	0.90596795	0.9289346	0.88633883	0.89533347	0.8674272	0.83968455	0.8866678	0.84680784	0.78680664	0.83162856	0.7807952	0.8128862	0.8834548	0.841002	0.0	0.8861903	0.88569576	0.8445599	0.8835424	0.8571224	0.91596633	0.8381697	0.76958156	0.6735729	0.8555763	0.8346369	0.7970121	0.80184495	0.83892787	0.9035877	0.62252116	0.8593193	0.8466271	0.82009107	0.8147805	0.75762546	0.86324865	0.7558391	0.8898059	0.83861494	0.9074422	0.7967125	0.930145	0.92803	0.83442223	0.8172557	0.8613682	0.8515918	0.8056883	0.864874	0.8341781	0.8568317	0.85568076	0.83276874	0.86229604	0.77401584	0.881138	0.79397744	0.9111856	0.891661	0.8781382	0.8042584	0.9217918	0.90877473	0.7329762	0.75535727	0.87653863	0.9268684	0.8667149	0.921108	0.88268274	0.83414936	0.7566105	0.8183115	0.88578117	0.84011185	0.77898693	0.85737574	0.8653943	0.90729094	0.85874283	0.90389043	0.87020767	0.811309	0.8979324	0.872837	0.90284795	0.8630295	0.7466918	0.83874404	0.91626376	0.9178276	0.82117987	0.8443637	0.89359343	0.80949795	0.8140328	0.8346906
AG/name	0.6867063	0.905763	0.90793097	0.8596018	0.8102717	0.90590227	0.8342342	0.9281419	0.7844826	0.8021202	0.9289177	0.84871346	0.8414262	0.87579054	0.7592029	0.85584897	0.8668051	0.88164896	0.8800979	0.86710143	0.8031647	0.8883269	0.74918556	0.77778244	0.7338282	0.87718743	0.84694237	0.9025792	0.78350085	0.8791158	0.7993451	0.8814429	0.8767901	0.90710896	0.90371776	0.8280199	0.9052096	0.8821009	0.7860635	0.890448	0.80543005	0.8654286	0.76577467	0.94806	0.8791769	0.7796134	0.8861903	0.0	0.8703257	0.8335108	0.81814826	0.7536303	0.79510933	0.88695806	0.86316067	0.86375403	0.73492074	0.91902435	0.8336644	0.6843952	0.75724155	0.8420842	0.87114906	0.89999086	0.8036504	0.84515965	0.8457497	0.8841356	0.68643785	0.8363791	0.900559	0.85607284	0.74787927	0.7664878	0.89977723	0.8571097	0.806078	0.7944421	0.8679294	0.85246557	0.840144	0.9114413	0.8775948	0.8976972	0.8768658	0.7831287	0.89650005	0.81621873	0.8614053	0.80470556	0.9050088	0.88843554	0.74651074	0.91359055	0.82870114	0.80973107	0.8601505	0.8636123	0.69475985	0.7284385	0.7930767	0.8973573	0.87827355	0.8884418	0.8186953	0.8987306	0.88410723	0.7207042	0.8270732	0.87783897	0.8011986	0.8135682	0.86710304	0.92316765	0.8752297	0.90406126	0.70433015	0.8686069	0.87262803	0.6702372	0.86798644	0.68786645	0.887265	0.92078257	0.8488471	0.893585	0.746362	0.6666149	0.9074697	0.8466861
