	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
wereld/noun	0.8830814	0.8686441	0.84907395	0.84678155	0.9126274	0.7612616	0.83957964	0.8072527	0.90052104	0.9552409	0.8739432	0.9002353	0.854011	0.88958496	0.8928808	0.8067544	0.9431799	0.81928414	0.92930126	0.87302244	0.8322185	0.9583691	0.827567	0.7284731	0.79677415	0.89853215	0.834681	0.9661833	0.82368684	0.7711672	0.82405627	0.7963978	0.72545576	0.8539279	0.9054895	0.7217767	0.78557396	0.8198912	0.83610225	0.94376427	0.82877773	0.81226677	0.8570947	0.78259814	0.8672922	0.8274094	0.83607394	0.85900736	0.8767723	0.77710533	0.84829473	0.82045686	0.86073893	0.7841016	0.7676475	0.9215691	0.82641333	0.8825385	0.8243128	0.88325447	0.81536955	0.8823602	0.81139433	0.7826547	0.80512255	0.8238114	0.8152211	0.7686903	0.89905304	0.87731427	0.9094548	0.8587178	0.9340711	0.7559815	0.77014315	0.8154167	0.79575294	0.72398907	0.83934766	0.9131511	0.95232284	0.9079103	0.83933467	0.8601101	0.78862214	0.7125156	0.8812685	0.80001056	0.8740611	0.89999294	0.86441886	0.8622976	0.8577974	0.9349645	0.8605243	0.9520386	0.956144	0.83160937	0.9052697	0.82557535	0.8264143	0.819574	0.87387204	0.8571125	0.91984665	0.85161155	0.8520417	0.80884445	0.8241655	0.7858469	0.919179	0.0	0.8384017	0.80041456	0.6543762	0.9049176	0.88294005	0.8921215	0.8832484	0.8615391	0.8754976	0.77098393	0.83000344	0.7429565	0.79231113	0.85329324	0.8127589	0.8636795	0.87224525	0.80710906	0.78784394	0.863154	0.8252431	0.83751357	0.8650483	0.910928	0.91321266	0.9235333	0.87055165	0.8417047	0.8053396	0.8629509	0.8346691	0.79725194	0.889467	0.7980044	0.7943052	0.87590265	0.84207606	0.83127254	0.8431879	0.83631766	0.85593814	0.8645233	0.92882735	0.86089313	0.8347399	0.97071916	0.9082501	0.8176374	0.87634397	0.91860926	0.86436	0.7877827	0.80628335	0.9185646	0.915004	0.84926647	0.85310894	0.97259676	0.7655774	0.8728807	0.85529417	0.7863794	0.7785764	0.80934113	0.8270347	0.85687155	0.86195433	0.8744513	0.8645259	0.9238865
haar/pron	0.7953266	0.90105623	0.81288624	0.79692334	0.798402	0.836626	0.8369938	0.8810384	0.8193715	0.915504	0.7363952	0.88349104	0.8361777	0.794059	0.8762616	0.861915	0.7949819	0.76571894	0.9126193	0.74404967	0.8686047	0.8741922	0.8221152	0.784807	0.85749763	0.54380786	0.7333374	0.887316	0.7530407	0.8550092	0.68462807	0.74991965	0.87613356	0.7742299	0.8124735	0.84293926	0.8947497	0.7216213	0.74237454	0.94650626	0.83492893	0.76895607	0.78499866	0.8425078	0.88784117	0.8345078	0.6592027	0.8431021	0.86749464	0.7749364	0.6210431	0.781512	0.9167161	0.8963301	0.9164303	0.85965204	0.72312635	0.83189523	0.52279294	0.80957645	0.79108673	0.71508306	0.7578974	0.5965685	0.86213887	0.76290685	0.75614166	0.80568814	0.85967827	0.8434472	0.8236167	0.8283949	0.8352154	0.7568512	0.71645176	0.74297655	0.7144048	0.7683055	0.8024991	0.83151007	0.8537952	0.8783911	0.80075127	0.8212733	0.6246963	0.8059759	0.80282354	0.41680914	0.7530414	0.8055688	0.6922662	0.83114105	0.6136807	0.8755593	0.8805449	0.91337895	0.91304517	0.574539	0.80337644	0.869378	0.6738037	0.48421055	0.8222621	0.6960798	0.936828	0.722983	0.87473285	0.836565	0.6997218	0.6784823	0.9089935	0.8384017	0.0	0.8063519	0.83897245	0.8823496	0.86095023	0.6246246	0.85652673	0.854792	0.8616524	0.6638912	0.7649988	0.7772474	0.8433169	0.58487177	0.79477024	0.75724065	0.7818504	0.81234294	0.7214712	0.7168023	0.79913354	0.7309459	0.7253566	0.89943314	0.87831515	0.89111745	0.82180214	0.7516544	0.7744856	0.7896276	0.5910026	0.74873686	0.62787557	0.89476323	0.8711562	0.90418404	0.42261845	0.77490044	0.3381704	0.48642606	0.7021754	0.70399797	0.827553	0.43355644	0.48088026	0.91481286	0.7855971	0.6358732	0.7975902	0.8315419	0.7998694	0.6114956	0.7453326	0.8478966	0.8641032	0.84647816	0.68164724	0.93180573	0.8060206	0.85420495	0.60864365	0.8027804	0.8406211	0.60421157	0.68880117	0.8306427	0.16091561	0.7898205	0.8007045	0.8491133
anderzijds/adv	0.87576896	0.72245735	0.8118566	0.8315009	0.87704957	0.64706284	0.80406964	0.7672081	0.7584841	0.8942072	0.84110534	0.8104652	0.7055768	0.8013675	0.8464928	0.75472295	0.8997355	0.7988001	0.9053295	0.8551935	0.72745943	0.892468	0.6491137	0.78131855	0.7717559	0.9059404	0.83547956	0.8879608	0.8094496	0.7829221	0.8294431	0.6477651	0.7615955	0.8429001	0.86691135	0.73736477	0.70631075	0.6379679	0.8442884	0.92939043	0.8137359	0.7913291	0.6709256	0.70306265	0.8545123	0.8932538	0.83426034	0.8359328	0.88375884	0.6177925	0.81027824	0.7545794	0.81236786	0.83798957	0.83042496	0.82452494	0.6432806	0.8805393	0.65737784	0.7810286	0.79852587	0.8635255	0.7289375	0.7337473	0.7594157	0.7738534	0.7754613	0.77689195	0.8719178	0.7595005	0.81465536	0.8691324	0.9179763	0.6714213	0.80431235	0.608055	0.7728742	0.7745652	0.720343	0.83647615	0.86444	0.91651034	0.77958894	0.8428266	0.72850513	0.6851609	0.7592407	0.72451615	0.79665875	0.8975836	0.69242346	0.830487	0.90474147	0.87957513	0.83615357	0.93232036	0.88777435	0.8699888	0.89498305	0.8652484	0.71620256	0.75612164	0.8026749	0.66171527	0.91558874	0.6474514	0.79179037	0.7616861	0.6392441	0.6924948	0.8844818	0.80041456	0.8063519	0.0	0.79877007	0.8076954	0.87203735	0.9018041	0.8706664	0.84100616	0.7653266	0.752252	0.69503057	0.7738397	0.78871536	0.711541	0.80206037	0.8545211	0.8774502	0.7459082	0.75628495	0.5899483	0.8213397	0.78133076	0.6392694	0.8810267	0.89666	0.937161	0.7919813	0.7533517	0.7160077	0.83566535	0.7547845	0.77548593	0.8016009	0.7519162	0.6552843	0.84272146	0.75172067	0.6703602	0.7388576	0.7443768	0.6390542	0.8059435	0.89382184	0.76510024	0.6848903	0.9110622	0.8252212	0.7126973	0.8586838	0.8643269	0.8635553	0.7115372	0.8477855	0.8668638	0.79243267	0.80236316	0.7855046	0.9297746	0.85027295	0.8313346	0.7358744	0.82149917	0.83173037	0.73630416	0.58827573	0.85737556	0.7837547	0.8248537	0.89838535	0.875367
Amerika/name	0.8289789	0.6999708	0.76656914	0.8705983	0.87719995	0.7847505	0.7701777	0.75861263	0.8838762	0.9340076	0.8375882	0.9402089	0.75856286	0.71763426	0.8902768	0.6459851	0.9155401	0.5869497	0.9148467	0.83505356	0.8318652	0.939683	0.7572528	0.61070144	0.7619261	0.8602953	0.85449374	0.9371193	0.89918363	0.7124042	0.842468	0.80673474	0.8228758	0.8884879	0.79458016	0.6402397	0.8627501	0.83197355	0.8496679	0.8849101	0.8746871	0.8138458	0.834211	0.7342427	0.80122554	0.83141184	0.8629286	0.6874074	0.8109599	0.76833487	0.87380826	0.85458225	0.42624956	0.60760385	0.7993389	0.8558394	0.8197855	0.8293077	0.7750085	0.8756422	0.85623837	0.7994977	0.85990953	0.8526379	0.741978	0.8037023	0.8783853	0.63423574	0.891578	0.84134644	0.8677496	0.81354755	0.90189314	0.706563	0.8436969	0.8344773	0.8927554	0.64396083	0.8608211	0.8795065	0.8275461	0.90468496	0.7980691	0.875064	0.8536094	0.81638527	0.79934406	0.796011	0.7430988	0.88479644	0.8766984	0.85433656	0.86032194	0.9242475	0.8812993	0.9069356	0.9266039	0.82214653	0.913625	0.81900275	0.81817645	0.80320764	0.8854437	0.8135441	0.8885104	0.8759872	0.8423413	0.75284225	0.8197396	0.87137663	0.90057385	0.6543762	0.83897245	0.79877007	0.0	0.87361276	0.9078141	0.8427477	0.87578773	0.71082646	0.7022356	0.82866514	0.8765698	0.73369324	0.8247813	0.85477453	0.8131275	0.88915277	0.8554473	0.86323637	0.77492917	0.8564564	0.7464796	0.892133	0.8723953	0.91579485	0.89547884	0.91918886	0.79728544	0.8422778	0.85953313	0.7872655	0.8155346	0.8016816	0.8871444	0.705984	0.7776066	0.8492862	0.86752176	0.85835063	0.83205205	0.78144026	0.86138195	0.89472586	0.90255517	0.8742368	0.8502391	0.9544889	0.9151097	0.814673	0.7514389	0.8845188	0.81789047	0.83752376	0.77364314	0.88921475	0.80850625	0.7531819	0.8804655	0.9534863	0.8351371	0.7183872	0.86746466	0.68113	0.83791196	0.8187355	0.8203974	0.8045885	0.8379093	0.707604	0.8454852	0.730852
genocide_wet/noun	0.91249454	0.75017226	0.87681407	0.9376406	0.8926381	0.8227204	0.8435472	0.8530642	0.8404742	0.8462767	0.871699	0.89851534	0.80254024	0.7958164	0.9165869	0.8653169	0.93320394	0.8626216	0.9333626	0.85771513	0.88684994	0.88387614	0.836061	0.8525182	0.8655235	0.9338165	0.8873561	0.8993625	0.89111435	0.92152035	0.9174231	0.79902565	0.90302163	0.8963977	0.9214218	0.8123849	0.73224974	0.8052993	0.9064635	0.95175487	0.8941305	0.8996932	0.80281574	0.7926124	0.91151696	0.9133108	0.91430163	0.81708723	0.88251305	0.8230923	0.9206619	0.9014932	0.86710286	0.85984176	0.91547626	0.81111646	0.7942996	0.8665641	0.7858075	0.8412152	0.9185469	0.8829819	0.8930602	0.88204956	0.84023404	0.8762167	0.8941324	0.8381361	0.9072824	0.834707	0.8793288	0.86718	0.9265604	0.86336523	0.93300676	0.85955364	0.91334796	0.87079495	0.90586865	0.89247197	0.8014229	0.89139515	0.87180376	0.9299866	0.8715637	0.8667636	0.8683592	0.84475756	0.7931176	0.9212487	0.8539316	0.9279764	0.9245639	0.913342	0.92028296	0.8814492	0.9015151	0.9262482	0.92602557	0.90084255	0.8667167	0.88750696	0.8608217	0.79200417	0.91854477	0.88090485	0.84523255	0.8334989	0.81238186	0.87140536	0.9227637	0.9049176	0.8823496	0.8076954	0.87361276	0.0	0.92809033	0.9121896	0.9117307	0.8651221	0.79236704	0.9002972	0.900364	0.8759022	0.83996105	0.89754117	0.88060176	0.9252342	0.8929237	0.887115	0.9040666	0.8806304	0.92307794	0.8992189	0.8400164	0.86398745	0.9164812	0.9710853	0.840987	0.892811	0.9252104	0.87664646	0.89192826	0.90635693	0.8979507	0.80125964	0.82088983	0.9151759	0.89299196	0.88652086	0.84547067	0.8264865	0.84425914	0.8575566	0.8715247	0.89577425	0.8574954	0.94160587	0.847491	0.84580564	0.92206746	0.91267884	0.921201	0.8716819	0.8871342	0.91805136	0.8281567	0.8569761	0.8883454	0.9176896	0.90026623	0.8814116	0.89634967	0.85892576	0.91765016	0.8673724	0.8190632	0.9339399	0.85490394	0.8447391	0.9287862	0.8176826
gezeik/verb	0.9078756	0.93844783	0.92714536	0.85224026	0.89621675	0.86844414	0.9049211	0.8871102	0.90136534	0.9454782	0.91486764	0.9107101	0.88969946	0.92311066	0.883612	0.91392684	0.9380923	0.91642326	0.92557913	0.8862318	0.87650156	0.9441981	0.8779166	0.88878906	0.91863096	0.8889003	0.8231313	0.94430226	0.82862246	0.91723686	0.8701378	0.8346158	0.8786691	0.8423456	0.9194638	0.91059875	0.92774695	0.8438302	0.8897658	0.95204157	0.8801022	0.84219825	0.8749418	0.87775254	0.9229739	0.86391944	0.8789362	0.904813	0.91688436	0.8865579	0.86796886	0.8927034	0.9637868	0.8949121	0.9213937	0.9399781	0.8030675	0.9240494	0.8680543	0.837648	0.9170401	0.88611835	0.8299891	0.7430723	0.8888435	0.88859105	0.77862906	0.91650397	0.9041696	0.9016591	0.89552283	0.92035323	0.89689326	0.84398663	0.83788645	0.8127208	0.7971617	0.8663217	0.870695	0.87442774	0.9494959	0.94470036	0.89916205	0.9052683	0.8269733	0.89286506	0.9140085	0.7951956	0.9059068	0.8964578	0.81349987	0.8501094	0.8958326	0.92906404	0.9190757	0.9571899	0.9357162	0.90124404	0.9108103	0.90550673	0.7753925	0.8475622	0.8699972	0.83572066	0.9513198	0.78855634	0.8936238	0.878388	0.85825384	0.82838786	0.9478124	0.88294005	0.86095023	0.87203735	0.9078141	0.92809033	0.0	0.89454454	0.91003627	0.8978922	0.9465289	0.819939	0.82424533	0.8641974	0.918543	0.744285	0.85645616	0.83208424	0.9321662	0.88633364	0.83997905	0.8300761	0.88905597	0.7682986	0.8249365	0.93417037	0.9423659	0.938827	0.8770198	0.8749763	0.8337407	0.9170433	0.7726488	0.7839782	0.83909786	0.9616465	0.87110674	0.9008115	0.79814935	0.79038316	0.88097924	0.84261394	0.7978729	0.88378423	0.90470064	0.818859	0.83282894	0.9546564	0.8173729	0.82237506	0.9046703	0.9178258	0.86876273	0.80248135	0.85378957	0.9042913	0.91114765	0.92422354	0.8336451	0.94888914	0.85760444	0.9032531	0.828455	0.88634014	0.86646914	0.87811095	0.8124578	0.8849677	0.8567805	0.9199342	0.89199704	0.9723072
vader/noun	0.6778039	0.92811954	0.83995086	0.8632984	0.71666694	0.8872172	0.8032669	0.86120266	0.8900609	0.9480101	0.7551719	0.9413169	0.83180296	0.8214249	0.9215455	0.80291206	0.6891879	0.75184536	0.9452439	0.72062445	0.9276161	0.8117368	0.8816756	0.8060969	0.8577526	0.25656414	0.7640841	0.72402644	0.905219	0.81794536	0.74021447	0.88954663	0.93123883	0.8729776	0.80298704	0.8691136	0.93886393	0.8847439	0.8517764	0.9528382	0.89112186	0.8130059	0.9125	0.9033414	0.86898524	0.86998695	0.5785501	0.7562533	0.8476854	0.847927	0.83641374	0.85322607	0.8618482	0.8774773	0.9145859	0.8539258	0.8784319	0.8021704	0.7076261	0.9115407	0.8957167	0.80535114	0.88668036	0.8433372	0.92259115	0.78224015	0.90159714	0.7976558	0.9235672	0.8454485	0.8448242	0.8266732	0.8198295	0.7057768	0.7392637	0.8956677	0.89068973	0.83656216	0.9112731	0.8603764	0.8234419	0.93361336	0.85903174	0.83041966	0.8530566	0.9126889	0.86923087	0.68790895	0.7169051	0.82812274	0.91091275	0.8624742	0.6231706	0.77917117	0.9400181	0.90707624	0.8300817	0.5226631	0.87077785	0.8715314	0.82012224	0.8391762	0.875473	0.80846024	0.7264482	0.9052327	0.929666	0.8858899	0.8906358	0.84822804	0.9315361	0.8921215	0.6246246	0.9018041	0.8427477	0.9121896	0.89454454	0.0	0.850976	0.8131082	0.90229726	0.780324	0.90486324	0.83042586	0.84734964	0.7723968	0.85336053	0.90261614	0.80062187	0.903815	0.7905916	0.8987847	0.8672657	0.857577	0.9251292	0.891116	0.7198309	0.90566593	0.85360116	0.87110996	0.878014	0.7905545	0.78332335	0.8387933	0.8438605	0.88939	0.91234285	0.92207295	0.8238289	0.86706173	0.76355755	0.6703282	0.86999196	0.8667084	0.68044305	0.827662	0.8824765	0.9447135	0.8427339	0.7620899	0.78489983	0.8062875	0.8556762	0.8573	0.7230761	0.83016574	0.929961	0.88072556	0.8991646	0.78465617	0.7998582	0.8705187	0.85587704	0.7831442	0.86779714	0.8287261	0.86118454	0.76872456	0.720175	0.744822	0.8690684	0.764838
Mondriaan/name	0.81176853	0.91111714	0.9032634	0.8786678	0.89173543	0.8972053	0.8529856	0.8311368	0.9193406	0.90855336	0.844527	0.903205	0.8707155	0.8826337	0.9194312	0.88971424	0.85594654	0.8743479	0.90960395	0.8418975	0.90559083	0.87134355	0.8743726	0.877632	0.8427303	0.9089439	0.90536	0.8594252	0.90807736	0.8838392	0.8861073	0.8422876	0.72063935	0.90989614	0.8703335	0.88989615	0.89698076	0.8679184	0.8946413	0.92465353	0.84358305	0.83374	0.85643774	0.8827296	0.80867887	0.86964536	0.9192779	0.86398166	0.90235776	0.8181385	0.87826365	0.85621476	0.9043117	0.9250755	0.86854833	0.9203905	0.83822614	0.85128284	0.83758104	0.8744595	0.91160125	0.8919942	0.89558125	0.8812259	0.91718614	0.8292571	0.9095663	0.8988076	0.90564674	0.8917803	0.8463238	0.9169811	0.83269906	0.7790567	0.87075603	0.8889053	0.8998501	0.8974122	0.9134151	0.8829731	0.9202223	0.92102474	0.8721116	0.8808156	0.88079697	0.8836375	0.91039354	0.8579691	0.7664396	0.8303401	0.91206527	0.8996783	0.9009012	0.8399987	0.90731514	0.88901347	0.89266694	0.89845425	0.86358607	0.79672086	0.90845174	0.8720186	0.8658195	0.886247	0.76034576	0.91453815	0.8447162	0.92678577	0.864702	0.8642212	0.91107965	0.8832484	0.85652673	0.8706664	0.87578773	0.9117307	0.91003627	0.850976	0.0	0.88545436	0.9047159	0.87747455	0.89896005	0.9134904	0.85390437	0.89929605	0.84916097	0.91086346	0.81277984	0.84419554	0.88524026	0.9054008	0.8769611	0.9034127	0.8953053	0.84954536	0.7909932	0.6440364	0.89171445	0.86939996	0.9033245	0.8246987	0.89462674	0.88140583	0.8853217	0.89087373	0.8867301	0.90951794	0.8899858	0.9032783	0.8729001	0.8438909	0.88359505	0.8840826	0.8041846	0.9024573	0.8884721	0.9375465	0.8860816	0.88629603	0.85940516	0.8003179	0.86853004	0.8857142	0.8059534	0.8257512	0.911241	0.87932396	0.9071989	0.83519876	0.83141303	0.8806855	0.89230937	0.87915003	0.8295546	0.8517041	0.8568593	0.832065	0.8531749	0.8134224	0.84307575	0.9198842
aartsvijand/noun	0.811118	0.77357155	0.771222	0.9090323	0.7732329	0.86596036	0.81056476	0.8067378	0.8563322	0.9069763	0.85587114	0.89164776	0.829844	0.70864725	0.9256292	0.77617574	0.8625293	0.7204334	0.93350226	0.78227836	0.8613026	0.87277013	0.8050041	0.75244033	0.85555816	0.88126534	0.8870847	0.85366464	0.92439485	0.85228467	0.87248194	0.8651216	0.8880696	0.8947035	0.7751906	0.7991332	0.89549774	0.8606767	0.86986005	0.87965673	0.8876744	0.85779214	0.8522666	0.7976465	0.86758333	0.8732742	0.9194267	0.6782104	0.8383496	0.8288646	0.8425384	0.85451466	0.7038033	0.70120245	0.852964	0.85977334	0.8645178	0.8433889	0.8200373	0.90959275	0.90697867	0.82745	0.90638167	0.9077565	0.77760273	0.79624724	0.9281719	0.7476915	0.903067	0.8309178	0.85964096	0.8176082	0.8817841	0.71198636	0.8696806	0.8745482	0.9223353	0.6353811	0.92490417	0.89611435	0.7004298	0.9143793	0.8290503	0.88293403	0.88964504	0.8689635	0.6936316	0.8398757	0.7347679	0.8648174	0.92362237	0.88296974	0.8672395	0.8728351	0.8987592	0.87059605	0.89795166	0.8555307	0.90021247	0.8720527	0.8886194	0.87715733	0.8938063	0.8765373	0.8160355	0.90975666	0.86846685	0.7959657	0.8609173	0.8882721	0.9037317	0.8615391	0.854792	0.84100616	0.71082646	0.8651221	0.8978922	0.8131082	0.88545436	0.0	0.7440676	0.89169186	0.93278265	0.79037863	0.87140834	0.8994001	0.8506527	0.9110566	0.8671026	0.88044846	0.82345295	0.8904009	0.83702064	0.91962165	0.9266514	0.89324844	0.8477328	0.9085009	0.848956	0.8831995	0.92146224	0.7854821	0.8755038	0.8995096	0.9168825	0.76562476	0.8470844	0.82032704	0.9137352	0.91113186	0.85765845	0.80961424	0.8687004	0.9164168	0.8122361	0.91844153	0.89862984	0.8453988	0.9147766	0.86946213	0.75977695	0.8772631	0.8599899	0.88480175	0.8115012	0.83652043	0.7802406	0.81201786	0.92713225	0.8577686	0.856237	0.8315798	0.8985865	0.7685399	0.8966018	0.8553954	0.8649148	0.83166826	0.83417743	0.7471228	0.88769335	0.6437505
NAVO/name	0.90131927	0.46372974	0.5746598	0.92461014	0.8630748	0.8139701	0.7963984	0.864067	0.8432853	0.8093967	0.8455905	0.91567105	0.7637133	0.64087963	0.90913016	0.782263	0.9367453	0.63911736	0.9089174	0.7992939	0.88949317	0.9100571	0.7614547	0.7415256	0.831106	0.92556936	0.89667803	0.9248415	0.9069039	0.8703842	0.89801395	0.8137192	0.90347207	0.89512116	0.8198629	0.74998283	0.8141737	0.71215	0.8715082	0.92473626	0.9057231	0.86623776	0.7823997	0.735202	0.8725473	0.90512294	0.9183267	0.7541963	0.8333531	0.7840114	0.8717066	0.87419	0.62142587	0.59888947	0.82182086	0.79774475	0.80391026	0.8901545	0.6603541	0.88439316	0.90712494	0.86839485	0.8998235	0.9088838	0.6778263	0.8078933	0.9163809	0.705788	0.9112883	0.86178803	0.8413069	0.76462626	0.9170857	0.7994479	0.9205034	0.8352972	0.91579056	0.69537437	0.9304055	0.86818355	0.69628286	0.89281553	0.8486911	0.91941136	0.86922556	0.87067944	0.7873225	0.817447	0.75081563	0.90450287	0.83347833	0.9204205	0.89154863	0.92123723	0.8516777	0.83910286	0.94017535	0.90522736	0.9164567	0.9329181	0.83103436	0.83032715	0.8956536	0.790881	0.9187366	0.8930979	0.8330134	0.67685974	0.7967607	0.9030326	0.87815344	0.8754976	0.8616524	0.7653266	0.7022356	0.79236704	0.9465289	0.90229726	0.9047159	0.7440676	0.0	0.8844899	0.92617667	0.76767755	0.8715097	0.9112161	0.8178186	0.91961783	0.8976363	0.8761525	0.828328	0.8678231	0.8852747	0.9233925	0.8575005	0.8831847	0.90476876	0.94350433	0.8140255	0.82518595	0.8969352	0.8159232	0.85853195	0.93156075	0.89742666	0.68934107	0.8077357	0.9357296	0.89650893	0.89982563	0.78560716	0.7808669	0.84265655	0.8795444	0.9123541	0.90907454	0.8460331	0.95668757	0.8856746	0.82294714	0.8567079	0.8756469	0.89691114	0.8520391	0.8704551	0.89805293	0.7910094	0.803004	0.895708	0.9412967	0.91813636	0.7599304	0.87439024	0.7912098	0.93938994	0.8155295	0.78377444	0.88795716	0.8219566	0.7790134	0.94108266	0.61465603
mens/noun	0.8708816	0.88882244	0.68336093	0.76724756	0.85543895	0.77432895	0.72946036	0.8172702	0.8442465	0.9129693	0.66112924	0.832184	0.80401003	0.90287656	0.83471	0.65516216	0.90701115	0.6965043	0.67586803	0.7308081	0.85609645	0.91828245	0.7839771	0.683458	0.83458066	0.71602416	0.73210627	0.9194915	0.78064746	0.7764427	0.73932767	0.70000553	0.81979895	0.7899989	0.79604745	0.84041446	0.82670546	0.69399035	0.785438	0.9540221	0.7385042	0.75052094	0.807913	0.815963	0.84891295	0.84694874	0.50278306	0.8620586	0.8076217	0.77928483	0.7398397	0.7605589	0.93595463	0.8674056	0.82596624	0.8453846	0.72626144	0.890439	0.6039904	0.74269825	0.82126695	0.84432054	0.6946691	0.56414425	0.8652944	0.80319357	0.7158006	0.6645957	0.90185434	0.7855153	0.86217886	0.6907972	0.90653735	0.7504702	0.77596885	0.7102883	0.6130913	0.80442816	0.7121451	0.8791427	0.9455137	0.86151654	0.83636856	0.7349334	0.59261024	0.7861719	0.8413063	0.54260767	0.8222066	0.8760095	0.7050863	0.8441837	0.577955	0.9070629	0.84236777	0.92914635	0.92964983	0.5914935	0.877689	0.8682499	0.6721686	0.68444526	0.8247453	0.66466904	0.9598444	0.69060856	0.88723767	0.78591454	0.63582516	0.63327277	0.8824572	0.77098393	0.6638912	0.752252	0.82866514	0.9002972	0.819939	0.780324	0.87747455	0.89169186	0.8844899	0.0	0.7156074	0.67351437	0.75041455	0.60638165	0.7655607	0.78371656	0.843776	0.81187934	0.7168474	0.7483736	0.5778333	0.70261073	0.75139904	0.9121093	0.90912706	0.9059032	0.7682574	0.76161575	0.76600075	0.8579385	0.62215984	0.6663774	0.6948355	0.8757932	0.80649817	0.87524676	0.65042365	0.7085682	0.57001525	0.6694331	0.66920644	0.79741466	0.90847397	0.652678	0.66550404	0.9427409	0.8312402	0.6995342	0.78582823	0.8844122	0.8096277	0.66370845	0.80545276	0.8864046	0.9044155	0.86184704	0.7521304	0.97385997	0.82407045	0.8297661	0.7142414	0.6782916	0.8167864	0.738404	0.64045894	0.6073525	0.67853725	0.8554895	0.8558568	0.9398722
