	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
als/comp	0.8757988	0.84172106	0.8556789	0.7622218	0.8111685	0.82367486	0.8292839	0.7917909	0.77271634	0.9161288	0.8597617	0.8295009	0.7962642	0.8373709	0.8347904	0.8589014	0.9007667	0.8251219	0.8793676	0.8544573	0.8014169	0.91839975	0.72179985	0.81798875	0.8493765	0.77149534	0.66532755	0.92895585	0.6386397	0.86358875	0.7371073	0.6609303	0.89825785	0.7768802	0.8624599	0.85004544	0.80760956	0.65256596	0.7918352	0.93433917	0.8199653	0.7056992	0.73868597	0.8268158	0.8614225	0.8711297	0.7724845	0.8009999	0.8791292	0.76033276	0.8094996	0.82290685	0.9057662	0.8566328	0.92641187	0.8539856	0.64395213	0.887936	0.64900637	0.7510414	0.85384274	0.7215216	0.61995053	0.44248664	0.8384344	0.8121555	0.5606446	0.86138785	0.8366076	0.7899677	0.8318763	0.8951502	0.879135	0.7949076	0.7984662	0.55388093	0.6259246	0.7952891	0.6759953	0.82275915	0.89587736	0.8472139	0.809388	0.8139143	0.5671363	0.82098293	0.82350636	0.5085058	0.80258226	0.90009254	0.52896476	0.8189494	0.80143017	0.8719571	0.8926589	0.9100781	0.9237704	0.800629	0.8794022	0.8969767	0.0	0.66821545	0.82020694	0.5313519	0.9580113	0.47332138	0.8273232	0.84328806	0.6497517	0.5439307	0.8822092	0.8264143	0.6738037	0.71620256	0.81817645	0.8667167	0.7753925	0.82012224	0.90845174	0.8886194	0.83103436	0.6721686	0.5420302	0.79746395	0.8516817	0.4738471	0.78161263	0.7143314	0.84055126	0.81603837	0.67535806	0.5917871	0.8229852	0.5398905	0.567119	0.9053826	0.9291623	0.94012105	0.69630176	0.6838846	0.7527937	0.83707845	0.5035242	0.5741841	0.61966884	0.89273924	0.8493797	0.8554661	0.5739479	0.56157315	0.7167431	0.62698174	0.55723464	0.75252974	0.8997583	0.5857976	0.64719737	0.9287487	0.7652067	0.27752936	0.83947587	0.84528506	0.7567727	0.6197245	0.8478743	0.85777056	0.8485544	0.819325	0.5820888	0.95571667	0.83007276	0.85001487	0.64953536	0.8598692	0.8580456	0.7490969	0.5692165	0.851459	0.66784084	0.8382702	0.89167345	0.9015246
ons/noun	0.86447895	0.8719131	0.82235944	0.79120815	0.84122515	0.8200189	0.8755078	0.86388147	0.80979943	0.91553944	0.8389627	0.7976895	0.8637067	0.8467166	0.88016206	0.8555917	0.8808073	0.79187125	0.8896241	0.81321216	0.84274626	0.8853908	0.8014767	0.7577713	0.84721595	0.8021283	0.7213464	0.9202865	0.7380779	0.8575485	0.73611677	0.74784184	0.8610508	0.79755497	0.83826727	0.82747406	0.8657926	0.69763833	0.7763516	0.93620247	0.8466556	0.7522683	0.7960784	0.8165471	0.87248945	0.87015873	0.77392274	0.87770456	0.8711217	0.75577164	0.6879282	0.81439936	0.9022865	0.8700637	0.8860666	0.9156924	0.7134366	0.8998369	0.6549946	0.8014691	0.829436	0.79512346	0.7483455	0.6182487	0.8135837	0.8208164	0.74741834	0.80639726	0.8696059	0.8010027	0.8642629	0.856073	0.8606857	0.78194773	0.80472827	0.70304453	0.72219193	0.7578621	0.789031	0.8664897	0.90721613	0.89178205	0.83999985	0.8333967	0.6370306	0.79083836	0.7715355	0.5743358	0.82805383	0.87805295	0.6730891	0.8428326	0.79135865	0.89107656	0.8539509	0.9440959	0.92226845	0.77847785	0.8700851	0.88669705	0.66821545	0.0	0.82273287	0.7656974	0.95111275	0.67626715	0.84911764	0.85614634	0.7139081	0.7146415	0.89303696	0.819574	0.48421055	0.75612164	0.80320764	0.88750696	0.8475622	0.8391762	0.8720186	0.87715733	0.83032715	0.68444526	0.71479243	0.74938154	0.8170661	0.66150665	0.79827785	0.8169538	0.83856726	0.81803244	0.7690858	0.71234626	0.78798795	0.6924684	0.6785569	0.9122356	0.9003359	0.91365474	0.8209482	0.739519	0.8029268	0.81524163	0.567592	0.69687974	0.6582823	0.8703032	0.8497046	0.85181975	0.4704305	0.7278894	0.42274517	0.68194425	0.6276906	0.7867628	0.8912078	0.52104354	0.36785203	0.88993853	0.7866219	0.7043504	0.8036516	0.84942585	0.8011439	0.6350675	0.84852684	0.8567975	0.8713283	0.8433259	0.657246	0.95234394	0.8503392	0.82683593	0.66475725	0.8160323	0.859443	0.69811815	0.596619	0.8349086	0.45658493	0.8502724	0.87828445	0.9036618
etiket/noun	0.8550683	0.8703546	0.8979596	0.83153296	0.8853758	0.8505925	0.8608357	0.7442326	0.8665918	0.92022395	0.864476	0.8539783	0.8315176	0.88745004	0.86404264	0.8475222	0.90696394	0.89632094	0.90970135	0.83899325	0.8791142	0.9141139	0.7738621	0.86156	0.86348665	0.8666016	0.81652945	0.9217282	0.8381173	0.8705989	0.8580785	0.7073989	0.8366308	0.77552146	0.9029387	0.8346885	0.768644	0.7974663	0.86795926	0.952354	0.7160215	0.80312294	0.7651745	0.84355676	0.87946236	0.87026834	0.84190166	0.87649685	0.91081214	0.7874679	0.87594235	0.8240025	0.9210873	0.91423804	0.9049796	0.8864339	0.74232614	0.8844639	0.7720355	0.7707014	0.89169085	0.87958676	0.7966679	0.7617059	0.8941344	0.84217626	0.82889926	0.8649132	0.8474548	0.8590892	0.8439768	0.9120611	0.9184077	0.72408473	0.86527145	0.7832645	0.7824491	0.8533996	0.8207836	0.88138664	0.8865264	0.92092437	0.8542223	0.8131227	0.82962227	0.8358552	0.8447611	0.7491994	0.82370305	0.9096897	0.7988018	0.86014503	0.8742785	0.89227057	0.8924278	0.9418123	0.95921725	0.8593629	0.7840042	0.8221054	0.82020694	0.82273287	0.0	0.77854335	0.8893796	0.8214784	0.87298214	0.872427	0.75720644	0.7663473	0.88740724	0.87387204	0.8222621	0.8026749	0.8854437	0.8608217	0.8699972	0.875473	0.8658195	0.8938063	0.8956536	0.8247453	0.8279522	0.86037076	0.7638341	0.8434772	0.78707266	0.84692806	0.8431423	0.84786797	0.82562375	0.8019185	0.8528177	0.800656	0.8091784	0.87863624	0.9078221	0.8999268	0.8464273	0.82713866	0.8424211	0.86866486	0.82725203	0.8409481	0.8240335	0.86894786	0.8591715	0.88562894	0.8319702	0.79848564	0.8215362	0.8017171	0.8293364	0.85536623	0.9029356	0.8454173	0.8187543	0.9244442	0.79686487	0.8041643	0.88227516	0.872986	0.8353364	0.8195339	0.83021945	0.8825544	0.85726905	0.8329204	0.8237066	0.9358767	0.81200784	0.87742925	0.859474	0.8600073	0.79938984	0.83685195	0.7906049	0.8754855	0.82566756	0.8633158	0.7987045	0.90667975
omdat/comp	0.8884832	0.76565707	0.7590024	0.80294335	0.82477975	0.7805682	0.7408886	0.7933219	0.7966552	0.8620038	0.74277014	0.7981231	0.47114187	0.813518	0.8613121	0.76888245	0.8978894	0.76634115	0.84691447	0.81584793	0.8453496	0.87017983	0.5755801	0.76051027	0.797996	0.7742272	0.7831609	0.8920085	0.8053862	0.80444175	0.80079544	0.5683659	0.87742954	0.80045176	0.81170726	0.789034	0.74185586	0.62115026	0.8147947	0.95216435	0.7907232	0.78177	0.63884133	0.7740305	0.8302894	0.89353466	0.77362907	0.7891396	0.78593373	0.7204856	0.83112824	0.8104097	0.8419439	0.8520984	0.8643368	0.5373869	0.6627801	0.8755088	0.54649633	0.74906206	0.85574806	0.7707556	0.6943788	0.7045574	0.8526636	0.81055105	0.7159125	0.7551202	0.86287874	0.7782889	0.82429856	0.8247742	0.9032756	0.7442117	0.8320605	0.53780925	0.7359029	0.799692	0.66002035	0.81531537	0.862918	0.8477253	0.7971516	0.80935735	0.73206425	0.7902013	0.79632425	0.5972255	0.73545384	0.8806306	0.63006526	0.8487977	0.7263707	0.8884535	0.8697753	0.8780461	0.9072776	0.7480322	0.8789618	0.8753554	0.5313519	0.7656974	0.77854335	0.0	0.92207396	0.64615804	0.80900395	0.7586503	0.6708255	0.647017	0.8543887	0.8571125	0.6960798	0.66171527	0.8135441	0.79200417	0.83572066	0.80846024	0.886247	0.8765373	0.790881	0.66466904	0.711166	0.80104256	0.78911656	0.67916495	0.78244907	0.84151864	0.85608524	0.82762915	0.67731094	0.6531728	0.78929746	0.71509624	0.6686609	0.88269603	0.9246056	0.93101996	0.6700257	0.77231765	0.7766539	0.82602835	0.7083405	0.73964894	0.7901864	0.7834972	0.7704309	0.8819227	0.7133921	0.70530707	0.63978434	0.6557189	0.7110987	0.84117585	0.90405434	0.72660387	0.71167636	0.92717814	0.7978004	0.55416226	0.8280022	0.8562649	0.8121166	0.7375071	0.8344073	0.8760632	0.79094225	0.8048849	0.7732564	0.9548904	0.8743541	0.7992129	0.71918535	0.7769804	0.86574745	0.7322058	0.6635206	0.8021432	0.6555065	0.8383799	0.87605	0.85334456
oprichter/noun	0.71916115	0.92382103	0.91862607	0.94241756	0.69926405	0.93443084	0.7608998	0.84317416	0.93295914	0.8993884	0.88817614	0.9464955	0.8993729	0.849107	0.95075357	0.90261227	0.70613694	0.8257863	0.931877	0.7480111	0.9391626	0.7846721	0.8919586	0.9118844	0.9110395	0.8917589	0.9095417	0.72395945	0.97164166	0.9187086	0.9237091	0.9134186	0.91719127	0.9417848	0.8670246	0.9019723	0.9413088	0.9562282	0.9161046	0.9100257	0.9112517	0.8867918	0.89063275	0.89280987	0.8268842	0.89404047	0.9501519	0.74001694	0.89889467	0.89733803	0.956957	0.9485959	0.8171582	0.9436015	0.9263908	0.90315616	0.94633365	0.8009406	0.9091946	0.9361132	0.96939486	0.94262284	0.9580141	0.9767331	0.9578513	0.85838205	0.9723767	0.90211	0.9457193	0.87624043	0.81892705	0.9103086	0.7616625	0.77895653	0.93592834	0.960533	0.95929956	0.9098939	0.9748427	0.88462037	0.8304188	0.97257125	0.884764	0.9303078	0.963323	0.94413894	0.9146352	0.95254076	0.68293357	0.88469017	0.96829575	0.92326194	0.91592723	0.72970164	0.93640697	0.8987791	0.8184757	0.9065491	0.93713164	0.8211625	0.9580113	0.95111275	0.8893796	0.92207396	0.0	0.9824384	0.8593795	0.96062076	0.9521394	0.96487606	0.8867974	0.91984665	0.936828	0.91558874	0.8885104	0.91854477	0.9513198	0.7264482	0.76034576	0.8160355	0.9187366	0.9598444	0.96779835	0.94233596	0.9274513	0.9758632	0.9166737	0.95985574	0.86174715	0.92730033	0.9300801	0.96249604	0.9365343	0.9780489	0.96558005	0.8535041	0.62949336	0.90696496	0.9133864	0.91274154	0.9730077	0.8510165	0.96730214	0.97367954	0.9581967	0.87163967	0.92760915	0.9286737	0.9693431	0.96755064	0.9332743	0.88693815	0.97535884	0.96516776	0.69895697	0.9716889	0.9665972	0.88598156	0.9202396	0.9446246	0.8267188	0.78110474	0.8996394	0.96481246	0.7891447	0.752291	0.9263192	0.8991964	0.9690854	0.6577226	0.8678466	0.92697746	0.9738499	0.91647834	0.89286476	0.92346746	0.96517575	0.78251284	0.92779255	0.79071856	0.9367225	0.7784699
toch/adv	0.86657447	0.9058355	0.91205335	0.7784426	0.8555443	0.8401939	0.85971326	0.86769545	0.7019197	0.92684966	0.9128277	0.74626493	0.8255031	0.8702457	0.81036097	0.9007985	0.9237878	0.8358682	0.8883758	0.88667053	0.733766	0.90165496	0.63692427	0.85319996	0.8569039	0.87802833	0.7358266	0.92351717	0.6521556	0.8870559	0.77512085	0.66682947	0.89210415	0.77549124	0.85474646	0.8927414	0.8537137	0.70064604	0.8344987	0.9294378	0.80645794	0.74171555	0.6350259	0.8516482	0.8943353	0.8571101	0.8454931	0.89137983	0.8893839	0.7315425	0.80344224	0.7713769	0.95171493	0.9208229	0.93209326	0.91710705	0.6473526	0.89929736	0.7204175	0.7361796	0.825279	0.7836213	0.5500196	0.4843676	0.844815	0.8246157	0.44281155	0.9107888	0.8379028	0.7390322	0.8118539	0.9315024	0.91738385	0.87181	0.8162371	0.37464935	0.5549277	0.8629378	0.55814743	0.8376417	0.94538337	0.9060631	0.80422676	0.87091553	0.5649203	0.7564446	0.8079144	0.5642663	0.8519271	0.9119028	0.47945994	0.78158957	0.8603946	0.89377594	0.92038006	0.9568087	0.9213717	0.8758147	0.8936418	0.8544951	0.47332138	0.67626715	0.8214784	0.64615804	0.9824384	0.0	0.85318375	0.9027881	0.5990077	0.52305186	0.90419734	0.85161155	0.722983	0.6474514	0.8759872	0.88090485	0.78855634	0.9052327	0.91453815	0.90975666	0.8930979	0.69060856	0.3959232	0.8086284	0.8565861	0.4270146	0.8126005	0.7168758	0.84782565	0.7946282	0.79322153	0.38052708	0.85100794	0.56255496	0.48790878	0.9308929	0.91505015	0.9492322	0.7191039	0.76412624	0.68284005	0.8833518	0.5156175	0.5801181	0.65525347	0.92963827	0.87486154	0.8001189	0.52563703	0.44609922	0.7537507	0.6526429	0.4753353	0.7390251	0.9248026	0.5544954	0.57385373	0.8711244	0.7941695	0.63638705	0.823665	0.88452184	0.7873727	0.6094111	0.8696081	0.8398221	0.85024714	0.84028465	0.5794123	0.96688974	0.7967555	0.8817388	0.58833873	0.9113743	0.8425617	0.75110984	0.51171434	0.8363355	0.6980032	0.8679489	0.93121517	0.95317936
het/det	0.87830037	0.81577975	0.8482762	0.84724396	0.88102806	0.8401426	0.81530833	0.8250429	0.8651284	0.8229136	0.8594603	0.8726783	0.7932957	0.8614094	0.92370987	0.84654105	0.91938937	0.8922126	0.9075775	0.88357484	0.7884032	0.9120747	0.79494077	0.8495647	0.866753	0.9254028	0.85364896	0.9289844	0.8613368	0.79968107	0.8832774	0.7636291	0.81540114	0.8916232	0.8995593	0.8507967	0.838633	0.8053348	0.85442513	0.8902598	0.8676014	0.82727915	0.80555296	0.80275244	0.79434186	0.8820513	0.9010693	0.8092829	0.8880075	0.77904356	0.87275225	0.8426984	0.88951725	0.84272814	0.7494994	0.83781636	0.88165224	0.8791723	0.84111106	0.8613446	0.8422511	0.81121624	0.8760673	0.8697037	0.8460349	0.83200306	0.864572	0.85964954	0.8891044	0.8229959	0.8539588	0.8877606	0.90991485	0.75937235	0.83505595	0.8328091	0.8833304	0.8587033	0.8798279	0.9070405	0.8858735	0.8989659	0.8295991	0.84624493	0.88099444	0.8432861	0.8697438	0.8588666	0.8121833	0.88626313	0.8802145	0.8661655	0.8952576	0.90824634	0.89844036	0.8707401	0.91882545	0.892768	0.9088784	0.8511751	0.8273232	0.84911764	0.87298214	0.80900395	0.8593795	0.85318375	0.0	0.84869254	0.83839786	0.8292518	0.8894038	0.8520417	0.87473285	0.79179037	0.8423413	0.84523255	0.8936238	0.929666	0.8447162	0.86846685	0.8330134	0.88723767	0.87440467	0.85622394	0.8582729	0.9037766	0.826313	0.88696957	0.8632792	0.85240996	0.8144366	0.8479033	0.8523576	0.84291375	0.72754693	0.8443192	0.88058	0.9055999	0.8065797	0.8640053	0.89284104	0.86641383	0.88985956	0.85626644	0.9047604	0.80066216	0.7988158	0.8525957	0.8749272	0.8341514	0.87286294	0.8691183	0.863451	0.85496813	0.88424367	0.8952986	0.8775206	0.9500403	0.86551446	0.7917718	0.8784708	0.87018335	0.8441448	0.86466795	0.8559088	0.88589805	0.8487855	0.81863725	0.8634102	0.93759227	0.83294344	0.87931836	0.9197705	0.858595	0.8392955	0.8844148	0.85248935	0.90845543	0.87443805	0.8480875	0.8597089	0.8704438
geweld/noun	0.91267467	0.7831381	0.58059937	0.90417683	0.9233898	0.7641251	0.86249906	0.8429166	0.9119875	0.92279273	0.7635635	0.9387032	0.68814206	0.8205901	0.86727524	0.7251999	0.9465188	0.7381604	0.9173365	0.8175192	0.8856557	0.9251196	0.7904029	0.6172073	0.80606383	0.8914267	0.88538444	0.9248499	0.89572155	0.8011485	0.8596657	0.82697874	0.85047185	0.8606208	0.8526911	0.6742665	0.84801	0.7687329	0.8279201	0.96351093	0.8757032	0.85106766	0.8459302	0.7545519	0.89262915	0.9035772	0.8150172	0.7740598	0.8192158	0.75961065	0.85938835	0.8186805	0.7836548	0.5517603	0.8335281	0.6742362	0.80827063	0.9078259	0.744473	0.86593616	0.85617703	0.86860716	0.90222836	0.8834577	0.677125	0.8190076	0.9357681	0.55372334	0.9236236	0.8841934	0.8661769	0.6821308	0.9296863	0.737579	0.80294085	0.8337045	0.8850745	0.7057742	0.89105594	0.86819196	0.8316694	0.9062896	0.82087415	0.8619198	0.90859956	0.7778162	0.8254941	0.82409585	0.81894267	0.90620494	0.8712641	0.89662	0.78028953	0.9551822	0.86281693	0.9000261	0.9421295	0.7803221	0.875942	0.87857676	0.84328806	0.85614634	0.872427	0.7586503	0.96062076	0.9027881	0.84869254	0.0	0.8335975	0.7892135	0.9322205	0.80884445	0.836565	0.7616861	0.75284225	0.8334989	0.878388	0.8858899	0.92678577	0.7959657	0.67685974	0.78591454	0.90829766	0.7308804	0.8013849	0.91983443	0.7875917	0.9180159	0.9114281	0.8284559	0.8166195	0.87808824	0.81278956	0.8923938	0.8699613	0.91159874	0.9410912	0.9524446	0.79992855	0.8432741	0.818608	0.8485015	0.88203686	0.8820399	0.93596315	0.72575474	0.6641284	0.9011331	0.9001109	0.882852	0.76032317	0.83753866	0.8885102	0.8811405	0.94701815	0.89936924	0.8724448	0.95769924	0.9169618	0.80123127	0.86933345	0.920473	0.880181	0.8427061	0.84994936	0.93099266	0.7349714	0.7205063	0.916263	0.98448825	0.88192695	0.8343436	0.87884855	0.65741324	0.86950946	0.81983376	0.85750806	0.85369647	0.82122445	0.84593844	0.8580138	0.7734446
men/pron	0.88225734	0.7939645	0.8386017	0.7766832	0.8556376	0.7587326	0.8220716	0.7705488	0.7309702	0.8802459	0.82374305	0.7929077	0.8612376	0.78935003	0.80353373	0.8125999	0.91428065	0.76204073	0.8685797	0.8156781	0.7606157	0.8764985	0.7118194	0.7830142	0.80517495	0.86537635	0.6933645	0.88864774	0.6796981	0.84727246	0.773705	0.66089296	0.82187647	0.7390034	0.8483193	0.7983175	0.7397994	0.6612347	0.82532007	0.9478324	0.8041819	0.74376005	0.66961426	0.7603662	0.8754827	0.873817	0.8121382	0.8976657	0.8558289	0.71872795	0.7732083	0.815076	0.9124716	0.8811611	0.86229694	0.90202296	0.6363892	0.86371803	0.44286513	0.74311364	0.83662057	0.8368596	0.6762558	0.41889662	0.8125013	0.7923457	0.66498035	0.8102457	0.8619187	0.7576305	0.78338027	0.8700792	0.8982481	0.8302796	0.8328708	0.6144506	0.6571852	0.784701	0.7239665	0.8035603	0.8682934	0.8824243	0.81512135	0.82505906	0.5029417	0.72259223	0.80039984	0.4212575	0.76485753	0.8851636	0.52835083	0.83941245	0.858583	0.9053596	0.8781936	0.92250407	0.91670656	0.8618317	0.8523941	0.88606906	0.6497517	0.7139081	0.75720644	0.6708255	0.9521394	0.5990077	0.83839786	0.8335975	0.0	0.6824095	0.86049956	0.8241655	0.6997218	0.6392441	0.8197396	0.81238186	0.85825384	0.8906358	0.864702	0.8609173	0.7967607	0.63582516	0.6843101	0.7836073	0.7964189	0.48156834	0.78963953	0.73096085	0.8427013	0.775947	0.7805199	0.59542847	0.80291784	0.73541594	0.6257678	0.89410865	0.9235273	0.90721524	0.792593	0.7467699	0.7908459	0.8281912	0.5670997	0.68438995	0.5139512	0.8658955	0.7714764	0.8728344	0.63230014	0.68190074	0.6727216	0.52041614	0.39634627	0.7193043	0.9010311	0.64333135	0.5931143	0.92351663	0.776926	0.6551218	0.826456	0.8426527	0.83080125	0.61055446	0.850006	0.84878993	0.8620721	0.81999785	0.61710155	0.94750017	0.83490556	0.84877825	0.6142202	0.8221408	0.8491813	0.680218	0.40028912	0.82517034	0.6641879	0.8090969	0.906551	0.90013516
soms/adv	0.8253031	0.9183781	0.86960375	0.78056127	0.8723366	0.82892716	0.87118715	0.77206504	0.79413706	0.9208314	0.82823366	0.7741053	0.7241497	0.8827079	0.81579494	0.86579823	0.9011618	0.8568852	0.88615894	0.8275392	0.76005024	0.92577755	0.6955465	0.80103403	0.8405967	0.8026644	0.7210016	0.9295097	0.7139702	0.84152377	0.7436991	0.6454586	0.8175605	0.67095876	0.86777055	0.82214856	0.8331329	0.7279516	0.7769102	0.9631546	0.7150233	0.6790478	0.70860493	0.82298434	0.88727725	0.8440744	0.7615079	0.88848436	0.8800373	0.69206417	0.719202	0.5744071	0.9481879	0.8698703	0.9118841	0.85164	0.6232456	0.85645926	0.7443367	0.74146366	0.7275823	0.77514464	0.5478666	0.5134574	0.89169276	0.72450525	0.60489106	0.846046	0.8217797	0.7870811	0.71189505	0.8830418	0.8862405	0.66558707	0.68128145	0.50671977	0.5550805	0.8075769	0.5012888	0.84026253	0.9458914	0.8387084	0.7288079	0.8006446	0.6566222	0.6706705	0.7943076	0.5718056	0.8230871	0.87634116	0.6707649	0.7845316	0.7691487	0.8942676	0.89948523	0.9504096	0.91839194	0.7823075	0.8471726	0.75414467	0.5439307	0.7146415	0.7663473	0.647017	0.96487606	0.52305186	0.8292518	0.7892135	0.6824095	0.0	0.9006944	0.7858469	0.6784823	0.6924948	0.87137663	0.87140536	0.82838786	0.84822804	0.8642212	0.8882721	0.9030326	0.63327277	0.48961115	0.8151176	0.79883325	0.55777466	0.7652969	0.71304476	0.8136257	0.6889534	0.69848585	0.573439	0.8089856	0.60819495	0.6044332	0.87386227	0.8830791	0.9019299	0.7367688	0.7309488	0.6271528	0.8614081	0.6513338	0.6352449	0.7238909	0.9252141	0.83210164	0.85774046	0.61170304	0.5399711	0.761835	0.6732889	0.699195	0.75367427	0.89427173	0.6129875	0.69914985	0.91874546	0.8007457	0.54147696	0.82552105	0.8551334	0.78494924	0.627494	0.8134326	0.85787773	0.7572848	0.77830374	0.68312424	0.9657877	0.6944778	0.8670253	0.64933825	0.8582786	0.68786556	0.7326163	0.7243111	0.8501411	0.7159375	0.85616904	0.7905391	0.9578606
Sperwer/name	0.91310954	0.903145	0.89248985	0.8943345	0.9085896	0.92393833	0.8454902	0.9029049	0.92494273	0.8994618	0.9006624	0.92269903	0.89606416	0.9217349	0.93086267	0.88828415	0.9170689	0.8896278	0.89019144	0.9317363	0.9085942	0.90633994	0.88032264	0.9071416	0.9102758	0.93059665	0.9259162	0.9348718	0.91172147	0.91123646	0.9373628	0.87422395	0.94185996	0.93004507	0.913725	0.9254823	0.8793682	0.86559933	0.90523535	0.9452412	0.889147	0.9062921	0.8794231	0.92283493	0.87529105	0.9428697	0.8846197	0.8819494	0.8841817	0.9156884	0.91534585	0.9229736	0.89384085	0.9276928	0.90293163	0.91646713	0.86764234	0.945612	0.8448156	0.9089655	0.9491155	0.8923025	0.90398324	0.8926072	0.90993553	0.9301547	0.91688466	0.92713904	0.9231359	0.89527845	0.9096459	0.91787606	0.9312512	0.85421485	0.94541264	0.8771768	0.8988219	0.9117391	0.90387166	0.9260955	0.9373634	0.93827695	0.9070487	0.8711303	0.9112255	0.92013323	0.9218761	0.84786326	0.8814908	0.9295453	0.9139101	0.9202548	0.91815203	0.89879733	0.9212073	0.90972173	0.9333334	0.9137104	0.8985974	0.92825454	0.8822092	0.89303696	0.88740724	0.8543887	0.8867974	0.90419734	0.8894038	0.9322205	0.86049956	0.9006944	0.0	0.919179	0.9089935	0.8844818	0.90057385	0.9227637	0.9478124	0.9315361	0.91107965	0.9037317	0.87815344	0.8824572	0.9185443	0.93837506	0.90914786	0.9102707	0.8909024	0.9336903	0.89679724	0.93060374	0.8735477	0.8920951	0.8986847	0.8856067	0.8862427	0.93677163	0.92902744	0.92828614	0.871624	0.92091197	0.95155865	0.9442295	0.9114584	0.91101104	0.907349	0.88743985	0.92924964	0.93753654	0.92484945	0.91914886	0.89727074	0.86394864	0.86619556	0.9228785	0.90941525	0.91592413	0.90672314	0.9352488	0.9250535	0.87804854	0.9133585	0.88120425	0.9092451	0.9144127	0.9134967	0.9145514	0.9113155	0.8918251	0.90431225	0.908543	0.9398294	0.8899343	0.9167825	0.9207775	0.9407543	0.9111302	0.8570636	0.88624936	0.8933722	0.91849774	0.9457448	0.9250171
