	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
blok/noun	0.8927327	0.76839274	0.8854437	0.8566922	0.8868114	0.83234143	0.84100163	0.8468133	0.8896515	0.8864312	0.0	0.92780435	0.8451587	0.7439964	0.8477269	0.90249443	0.71649003	0.7750757	0.8570192	0.7072295	0.88894004	0.8884843	0.8486439	0.9103034	0.8737675	0.8188812	0.8320785	0.85363126	0.8081231	0.8060817	0.7628101	0.8152343	0.75303835	0.8309798	0.81854653	0.6719154	0.88102585	0.7730198	0.79887587	0.84405905	0.8682858	0.7894869	0.825887	0.8927727	0.7401197	0.8465401	0.8769304	0.9398182	0.657522	0.88436675	0.9175967	0.9061374	0.83584785	0.6564028	0.85166425	0.8142518	0.76531196	0.8604049	0.8032415	0.8365185	0.7558964	0.7195052	0.87339	0.8165449	0.75310236	0.86013806	0.66151285	0.90862155	0.7893572	0.88673407	0.8473842	0.8700307	0.7255535	0.7105254	0.87310714	0.8587414	0.87623036	0.8033978	0.89145947	0.824181	0.87337506	0.95040786	0.9072168	0.83999354	0.7215406	0.7979343	0.82211083	0.8545658	0.802663	0.76171637	0.81229126	0.712456	0.88533115	0.77550316	0.88290036	0.72077084	0.7988528	0.8205029	0.8279772	0.8456365	0.71589243	0.81023055	0.835276	0.8146133	0.7066474	0.88116723	0.86392903	0.88035876	0.8483801	0.83376676	0.7873773	0.7920573	0.7315333	0.80364966	0.8219889	0.8140681	0.8290585	0.87323415	0.87429786	0.84338033	0.71358126	0.62399745	0.8322019	0.8940076	0.89690804	0.7541001	0.88829863	0.89669883
Flandria/noun	0.94350106	0.957256	0.9107687	0.88704324	0.9421308	0.96490777	0.93008435	0.9414915	0.95515114	0.95610696	0.92780435	0.0	0.95592123	0.950325	0.9336023	0.92933697	0.92620844	0.94104093	0.95530194	0.9488791	0.9346526	0.9573052	0.95643413	0.94791466	0.94687355	0.94459325	0.93303114	0.9444042	0.9560779	0.95949733	0.9510441	0.932651	0.94746524	0.93835425	0.9488357	0.9415729	0.9296424	0.91920054	0.9477829	0.9335843	0.9529722	0.953408	0.9441925	0.94986814	0.9342361	0.94547045	0.91258234	0.95624375	0.9463934	0.93729675	0.91691345	0.9484618	0.9287484	0.94109213	0.9397751	0.93449116	0.9576707	0.93965113	0.9553267	0.950565	0.94056517	0.9534391	0.9627113	0.95573175	0.9328919	0.945494	0.9441033	0.93430614	0.93196034	0.9602208	0.9582909	0.94175977	0.95619196	0.95545304	0.9455928	0.9670819	0.9377818	0.94369066	0.9382324	0.93675846	0.9135887	0.9531822	0.9263304	0.9356186	0.94656265	0.9285046	0.9368516	0.9253142	0.928672	0.92563987	0.9276433	0.9528324	0.93978	0.95170045	0.94997525	0.93342954	0.9424625	0.9454249	0.9494716	0.91713524	0.9421316	0.9482205	0.96045226	0.9435063	0.9589553	0.9120189	0.8652428	0.933876	0.948339	0.93435246	0.9498988	0.9078632	0.95088345	0.92478454	0.91997266	0.94982463	0.93959534	0.9275915	0.9194582	0.9499002	0.93675715	0.93684655	0.92539966	0.93084496	0.9507313	0.93290484	0.9524023	0.9613092
gewaad/noun	0.9167331	0.8797175	0.9123939	0.89609635	0.80708486	0.7924612	0.7999319	0.80978334	0.69338906	0.78417593	0.8451587	0.95592123	0.0	0.7697168	0.87618226	0.86600393	0.7883473	0.86687654	0.85427827	0.85471654	0.8685763	0.88678545	0.8188377	0.89012396	0.6855236	0.6926129	0.8132707	0.8552505	0.6791831	0.8377266	0.85931313	0.852205	0.7544454	0.8228365	0.94825864	0.78884554	0.64893985	0.8332013	0.805634	0.8410338	0.85028243	0.7243581	0.62825596	0.7047409	0.8225814	0.61805046	0.88962376	0.9157636	0.7534106	0.7932561	0.8812989	0.73413646	0.8411739	0.7607093	0.87364984	0.66140485	0.76138747	0.88586473	0.84215975	0.6657052	0.8019498	0.7426782	0.78867924	0.5880986	0.7578641	0.8098328	0.7553631	0.9274424	0.6421102	0.8504114	0.85659033	0.77832437	0.7051059	0.80951273	0.89554596	0.8918313	0.7458911	0.8453937	0.8508542	0.62456	0.7826522	0.92921954	0.9184076	0.87215835	0.7072363	0.65304124	0.86000675	0.8848674	0.8067714	0.6591809	0.8329322	0.7663733	0.9008408	0.8189744	0.84449077	0.7935407	0.77969456	0.88652223	0.83155996	0.9274968	0.81259435	0.78014976	0.78144455	0.79141927	0.8346783	0.8949042	0.94078803	0.8582281	0.72854567	0.82666236	0.74927855	0.8943702	0.90203524	0.80142343	0.81697035	0.7307583	0.8346218	0.9226328	0.6519255	0.62415266	0.6438818	0.8134068	0.8982311	0.8668967	0.7562418	0.6363863	0.874394	0.84964645
klei/noun	0.8596191	0.87134427	0.9192757	0.8719174	0.8309833	0.79659426	0.76451784	0.7881633	0.85116947	0.8278505	0.7439964	0.950325	0.7697168	0.0	0.85084796	0.911911	0.7085471	0.8739997	0.7599694	0.670879	0.8526859	0.8592012	0.8444831	0.8753077	0.80356246	0.74273455	0.68309534	0.7851601	0.74720526	0.708076	0.6248961	0.8581195	0.7178588	0.76362205	0.9418102	0.6758082	0.8436034	0.7384161	0.77072114	0.8598623	0.8048521	0.79527503	0.7719596	0.8904372	0.6879276	0.80744064	0.8384459	0.9170135	0.71096957	0.8685497	0.9206574	0.86153543	0.9038948	0.5844337	0.8814857	0.7978531	0.83145005	0.891852	0.8668457	0.80342627	0.66264224	0.573547	0.8597508	0.7414975	0.78607655	0.8718533	0.55530816	0.92402196	0.7860559	0.8281412	0.7190716	0.87594306	0.6265081	0.73905945	0.8698255	0.8674693	0.82436943	0.8150246	0.8904734	0.7027242	0.85707074	0.95302576	0.93928957	0.7397413	0.6475329	0.70759416	0.83637655	0.861294	0.85237944	0.6629555	0.77981627	0.69050527	0.87892056	0.8278231	0.83692336	0.73209715	0.80511135	0.8576977	0.7757224	0.9251136	0.6915076	0.7593534	0.78067744	0.74053866	0.77937275	0.8991107	0.95234257	0.8674399	0.8222038	0.8474681	0.7042608	0.8749605	0.8569836	0.8229456	0.77682006	0.8137833	0.7806165	0.94654	0.80260223	0.7704147	0.64926165	0.5764679	0.8751244	0.8367402	0.849524	0.6727015	0.88423246	0.8505784
alles/noun	0.89271736	0.8692553	0.8849017	0.84162915	0.90327275	0.865973	0.93367475	0.88116825	0.8964713	0.88796777	0.8477269	0.9336023	0.87618226	0.85084796	0.0	0.9051313	0.8918253	0.89984053	0.84459	0.82511026	0.9021082	0.8586502	0.9189546	0.90058196	0.87840474	0.7963772	0.83712554	0.8692755	0.86685747	0.86668587	0.82627964	0.8908492	0.77872133	0.8771155	0.91365325	0.84786534	0.8331381	0.86073416	0.8451023	0.6989968	0.86199665	0.8701786	0.84066933	0.91580284	0.8687856	0.86077046	0.89070785	0.90627694	0.8215128	0.8981337	0.8954903	0.9099355	0.8471736	0.83349496	0.8128774	0.79738295	0.9033623	0.8970839	0.8590365	0.8636546	0.817554	0.8153363	0.9222951	0.8247232	0.83584523	0.9024385	0.8017268	0.92947334	0.81720483	0.7663294	0.8269621	0.85971886	0.8438704	0.88951606	0.89072263	0.9229803	0.8923496	0.8702065	0.83771676	0.8427433	0.7907746	0.9415242	0.8968357	0.83921903	0.8753013	0.8364879	0.83354837	0.8663829	0.8417047	0.8207796	0.8153961	0.81227213	0.8843022	0.8503057	0.9101197	0.85389364	0.8543314	0.90679014	0.8219568	0.87595636	0.8998983	0.8319392	0.8515936	0.8400169	0.84571433	0.8604461	0.8810525	0.85049504	0.87439597	0.7884778	0.85315615	0.90392625	0.8786203	0.731341	0.84139955	0.87156916	0.8698525	0.88628733	0.86316293	0.8445608	0.81197333	0.83102185	0.7646329	0.91615087	0.8951169	0.8392366	0.89688027	0.91985595
kort/adj	0.925182	0.93619967	0.84707534	0.85114044	0.9187347	0.90382963	0.92892635	0.90371627	0.8540913	0.8787712	0.90249443	0.92933697	0.86600393	0.911911	0.9051313	0.0	0.9205821	0.93705225	0.9096337	0.92723686	0.9295351	0.90301573	0.90767944	0.92620856	0.87785125	0.84411085	0.8978049	0.91553503	0.8524622	0.8950292	0.92393976	0.91130656	0.8913898	0.9206545	0.9480981	0.9204171	0.8720522	0.9047997	0.89589125	0.86687195	0.915362	0.8739584	0.85350657	0.8848851	0.89194274	0.85068285	0.92080426	0.9331928	0.90921974	0.92005855	0.93667555	0.8787866	0.931832	0.90271014	0.9033246	0.8466338	0.8840879	0.82595795	0.84596217	0.82651263	0.90901554	0.87558997	0.9171291	0.8267286	0.82200253	0.8810023	0.8911548	0.942339	0.84027314	0.8935665	0.91321504	0.85403705	0.8203112	0.8773454	0.9234895	0.92869514	0.880814	0.8693919	0.9072929	0.82843596	0.8714081	0.89820737	0.9147179	0.90408075	0.9261967	0.87161183	0.87127614	0.91804576	0.82929534	0.87183446	0.87648094	0.8999405	0.9192904	0.9082441	0.91463166	0.8878472	0.90194035	0.90521854	0.9019928	0.91776216	0.91038036	0.90731806	0.8869725	0.899928	0.9288267	0.8101789	0.902184	0.91546667	0.8393762	0.84099555	0.86928797	0.9153584	0.9329405	0.8655167	0.8578038	0.87269396	0.8662927	0.8874868	0.80633414	0.84664214	0.8865727	0.8936826	0.8673577	0.9235355	0.86746466	0.8333225	0.92935264	0.93583477
natuur_steen/noun	0.88033015	0.8162787	0.9494007	0.90108943	0.8869986	0.8966331	0.7539468	0.8810898	0.83341223	0.88798296	0.71649003	0.92620844	0.7883473	0.7085471	0.8918253	0.9205821	0.0	0.8993451	0.8478694	0.7791955	0.9091704	0.9271774	0.79128367	0.91271967	0.8706205	0.83623964	0.8441618	0.8715733	0.7629921	0.83830786	0.760113	0.84092206	0.80599666	0.89449316	0.94349325	0.6338756	0.8424753	0.7005465	0.84216917	0.87212133	0.9217165	0.84534985	0.82985854	0.8598664	0.6166396	0.8370273	0.90437466	0.9285217	0.60923076	0.90146977	0.89785576	0.8422276	0.87465143	0.6268673	0.8791464	0.82415456	0.82697177	0.92175996	0.865005	0.83973277	0.74359953	0.66726625	0.82997525	0.80426514	0.8045838	0.91496277	0.5527195	0.9192002	0.837282	0.88639283	0.8474547	0.92251235	0.7260228	0.7716229	0.9145211	0.8900335	0.86942095	0.87277246	0.9067906	0.823888	0.9026263	0.9499406	0.9510607	0.8485171	0.5408902	0.6972308	0.8650968	0.8930126	0.86055106	0.7324401	0.84529936	0.7452724	0.8875047	0.8515744	0.89565456	0.71861774	0.7998245	0.87448835	0.87300503	0.90291613	0.6253201	0.8282633	0.8399223	0.8624446	0.7241992	0.9219005	0.939346	0.8903785	0.86728966	0.8833189	0.80474776	0.8493364	0.73008084	0.861192	0.83291066	0.86027956	0.8762814	0.9615717	0.8458306	0.85034144	0.65122604	0.54543144	0.888043	0.8873672	0.89603436	0.67222404	0.91876304	0.89804107
bastion/noun	0.9102054	0.91378176	0.9323012	0.85051197	0.90861034	0.9328678	0.8851532	0.89803565	0.92112225	0.9116755	0.7750757	0.94104093	0.86687654	0.8739997	0.89984053	0.93705225	0.8993451	0.0	0.9269093	0.9184818	0.9099063	0.9128303	0.92702603	0.95205283	0.89299065	0.89920753	0.9189931	0.9107311	0.89749885	0.9129726	0.9194943	0.8095093	0.86526406	0.9329603	0.89292675	0.8888761	0.88441104	0.9134246	0.8695114	0.8800858	0.8467312	0.81663746	0.9115871	0.9005456	0.8975949	0.9081185	0.8944358	0.8997279	0.8642534	0.90014017	0.92675763	0.923733	0.81838995	0.8836792	0.8938681	0.88061255	0.7602305	0.89429325	0.8611999	0.8856261	0.8938588	0.887403	0.8999969	0.89091027	0.78745246	0.89527154	0.88328797	0.9443659	0.89590275	0.8492715	0.9180237	0.8958374	0.8731024	0.85734344	0.896368	0.8388037	0.91768837	0.87225837	0.84855306	0.90231013	0.9041256	0.9457491	0.87507045	0.9214087	0.88282406	0.8918202	0.88781464	0.93262315	0.87604415	0.8753661	0.87842757	0.89585125	0.905491	0.89788675	0.92190784	0.8719145	0.90932894	0.78752947	0.8836979	0.9203424	0.88776994	0.897759	0.9182823	0.85313517	0.9128946	0.9255676	0.95364064	0.8775664	0.9190506	0.8561011	0.8977114	0.85688376	0.9286324	0.8888616	0.8410932	0.80651844	0.90077007	0.95732653	0.9091695	0.88396436	0.8573784	0.8577912	0.8884518	0.89062	0.91059273	0.87372065	0.90068555	0.9094075
brij/noun	0.86224276	0.9066441	0.9332443	0.90774214	0.81147254	0.8697982	0.8641395	0.823946	0.8509681	0.86189723	0.8570192	0.95530194	0.85427827	0.7599694	0.84459	0.9096337	0.8478694	0.9269093	0.0	0.7353918	0.88350314	0.86988044	0.8861016	0.87946314	0.8256126	0.79634154	0.75823045	0.82266796	0.78022677	0.78478736	0.6672139	0.90962005	0.7120892	0.83784544	0.9323232	0.7963677	0.8449905	0.8024004	0.85244143	0.82546407	0.8835093	0.8608017	0.8352695	0.90830374	0.8567579	0.85180986	0.87611794	0.8849687	0.82886565	0.90433395	0.90298986	0.8454103	0.8988524	0.77204406	0.8669524	0.81792617	0.86485535	0.8877716	0.8802395	0.8504198	0.7734321	0.74220806	0.8598397	0.79245603	0.82877225	0.90253013	0.7423469	0.9508809	0.77847826	0.8795493	0.7434782	0.8657477	0.7010325	0.8369435	0.8776803	0.9314967	0.8631815	0.82230717	0.8963408	0.75818455	0.87637997	0.9467084	0.9412514	0.7727857	0.8054141	0.78037983	0.81869286	0.91178507	0.8264581	0.80480945	0.87392193	0.79466033	0.90192205	0.8517666	0.822564	0.864749	0.8458703	0.91294515	0.8258126	0.90743977	0.85682297	0.8363083	0.8524107	0.8358199	0.853124	0.88983786	0.9367948	0.87889785	0.84923375	0.82516694	0.77239645	0.9093791	0.91081524	0.8127204	0.82123685	0.81319124	0.7955136	0.9422754	0.8625836	0.81701195	0.7810332	0.76300097	0.8655044	0.8641762	0.8620193	0.77816147	0.8812865	0.89736855
bak/noun	0.88160354	0.7606655	0.89306945	0.8805524	0.8303183	0.77493453	0.8517125	0.84882593	0.8742916	0.8648044	0.7072295	0.9488791	0.85471654	0.670879	0.82511026	0.92723686	0.7791955	0.9184818	0.7353918	0.0	0.8378654	0.8458616	0.82643443	0.8594513	0.80446255	0.71624017	0.6989827	0.7742589	0.75045776	0.68690586	0.52387434	0.8822107	0.65408945	0.6077112	0.90927655	0.6159735	0.85119116	0.78449076	0.79007685	0.8551265	0.8554534	0.89729995	0.77905613	0.89053583	0.7360837	0.8139261	0.84620124	0.93759805	0.72235924	0.8993936	0.944657	0.8999111	0.89687467	0.61970365	0.8926231	0.81210345	0.8437202	0.86554813	0.89478195	0.8039011	0.65138793	0.5799664	0.8890741	0.7251615	0.808316	0.86326075	0.62029684	0.88084334	0.66119117	0.91131705	0.57032317	0.86733174	0.63293195	0.7256328	0.8922675	0.91513693	0.86838716	0.78927046	0.902091	0.77927136	0.8711637	0.95575064	0.9294122	0.6612892	0.75865287	0.7814067	0.82310826	0.7854268	0.8273871	0.7393315	0.8121102	0.50381434	0.88159394	0.7528482	0.8321831	0.73382205	0.77228266	0.89970213	0.7983058	0.89229107	0.7977995	0.6390112	0.7596804	0.7647969	0.67896706	0.82248163	0.9042352	0.91417444	0.82266	0.8445655	0.7327279	0.86651516	0.8365809	0.80794257	0.7974017	0.8758186	0.7950411	0.9037157	0.83564925	0.80967546	0.6729425	0.61922896	0.86123455	0.8463732	0.8862516	0.7069876	0.909989	0.8981777
muis_DIM/noun	0.8767916	0.921534	0.91168493	0.9136914	0.8958363	0.8945278	0.9180173	0.9084086	0.9140637	0.83965945	0.88894004	0.9346526	0.8685763	0.8526859	0.9021082	0.9295351	0.9091704	0.9099063	0.88350314	0.8378654	0.0	0.875479	0.9368499	0.84927034	0.84761894	0.8151484	0.84135145	0.82048494	0.81837106	0.87546104	0.87654155	0.9179992	0.8298727	0.861516	0.9609217	0.89493066	0.87028277	0.90111816	0.836296	0.86269623	0.81255805	0.8877569	0.8442131	0.8869011	0.90628463	0.844334	0.83375823	0.9499936	0.9008156	0.8683649	0.9029236	0.89983344	0.89575094	0.8802956	0.87785375	0.8424758	0.90180314	0.8839533	0.9025388	0.86862856	0.86938584	0.8351335	0.9114055	0.8403201	0.861196	0.8522459	0.8855395	0.9396289	0.8007262	0.930058	0.77750415	0.8563146	0.8420244	0.91282356	0.94078004	0.92919934	0.8557774	0.91268855	0.9250711	0.8052771	0.853943	0.9517276	0.93403524	0.8106996	0.90478265	0.8560798	0.86093694	0.89489204	0.87250376	0.8988668	0.8763733	0.8181969	0.9275085	0.89647	0.8965233	0.89417815	0.88356483	0.93524206	0.7037849	0.9245843	0.9183444	0.82653004	0.8860702	0.84049124	0.9101802	0.88385034	0.9621312	0.9189234	0.8634137	0.86192	0.8620195	0.92057186	0.9411241	0.8505688	0.9026911	0.8801024	0.89988613	0.9328321	0.85158074	0.8216856	0.83989364	0.8883977	0.89814484	0.92043597	0.8662796	0.8620213	0.91891074	0.85559213
lul/noun	0.9340725	0.91998184	0.9244285	0.8874454	0.90130556	0.84498227	0.90885204	0.90434724	0.8922647	0.8564106	0.8884843	0.9573052	0.88678545	0.8592012	0.8586502	0.90301573	0.9271774	0.9128303	0.86988044	0.8458616	0.875479	0.0	0.91299593	0.89348465	0.8080689	0.77262443	0.87509394	0.8776645	0.8055717	0.86782897	0.8698178	0.9333069	0.844074	0.8732833	0.94544613	0.8801576	0.8781976	0.89461577	0.8206229	0.7829861	0.8701465	0.8724941	0.80744237	0.8836494	0.89674705	0.8167455	0.9074636	0.92595106	0.8953408	0.89146435	0.8923703	0.8794629	0.87277997	0.892598	0.83925986	0.79520917	0.9007361	0.8847868	0.9118192	0.84514564	0.88581395	0.860011	0.93208337	0.82077837	0.8822481	0.82296616	0.87272775	0.9539094	0.8015883	0.89304304	0.85832816	0.81349117	0.8198227	0.89108306	0.8639794	0.9364058	0.8864822	0.9304106	0.9265162	0.7787616	0.80916107	0.9804284	0.91420954	0.88395995	0.8940083	0.8828088	0.80270237	0.8770044	0.8620884	0.87156546	0.8748634	0.857767	0.95318186	0.8709867	0.8835693	0.9033574	0.90818423	0.94461364	0.8573862	0.9202763	0.90329355	0.86389464	0.8818678	0.874095	0.8889321	0.91077197	0.94565487	0.9271591	0.84648526	0.8076473	0.8686801	0.95823073	0.9314406	0.7943232	0.8699766	0.90572697	0.8919416	0.9267358	0.83959687	0.7842032	0.8588504	0.86101544	0.8790031	0.9122597	0.8246727	0.8619212	0.91133887	0.8777436
omlijsting/noun	0.941449	0.8593929	0.8905903	0.9353845	0.88693464	0.887303	0.87136835	0.87556446	0.8437443	0.8890896	0.8486439	0.95643413	0.8188377	0.8444831	0.9189546	0.90767944	0.79128367	0.92702603	0.8861016	0.82643443	0.9368499	0.91299593	0.0	0.9437864	0.8650694	0.8769144	0.8770562	0.89028734	0.79569423	0.8939332	0.8836247	0.89492697	0.8509984	0.91548884	0.9460221	0.8092793	0.8154893	0.86341345	0.8722566	0.8932434	0.89898753	0.8294697	0.8376341	0.88605875	0.79076713	0.8354761	0.8942846	0.9355878	0.7761581	0.8712163	0.9516598	0.86594725	0.9131709	0.82038796	0.8818027	0.8226431	0.84726906	0.8981554	0.84584296	0.8913676	0.81970096	0.8145976	0.86189663	0.8623292	0.81878066	0.92675865	0.76473665	0.93564415	0.8476711	0.8855054	0.89078224	0.88566214	0.8062843	0.821489	0.908938	0.9209597	0.8814057	0.88034266	0.89464545	0.842877	0.89936364	0.92231876	0.9498258	0.8955888	0.8024117	0.7661331	0.90956414	0.92245245	0.8249589	0.7774472	0.87661934	0.8194181	0.91363746	0.90079534	0.9017927	0.8054772	0.8249322	0.90664554	0.9040072	0.9478013	0.82137513	0.8847241	0.851947	0.8738892	0.819626	0.91167074	0.92913055	0.91983265	0.91765624	0.8563185	0.8483582	0.9420512	0.8707367	0.8619901	0.869339	0.79570866	0.87490416	0.9203566	0.86392677	0.8504834	0.7873462	0.7938204	0.9156003	0.87970674	0.9014443	0.7653894	0.9275709	0.8813286
poes_DIM/noun	0.92812073	0.9057627	0.92397654	0.9218075	0.904327	0.8769641	0.9223416	0.90205204	0.9150619	0.87812227	0.9103034	0.94791466	0.89012396	0.8753077	0.90058196	0.92620856	0.91271967	0.95205283	0.87946314	0.8594513	0.84927034	0.89348465	0.9437864	0.0	0.86019635	0.8488497	0.87640333	0.8270166	0.8454952	0.9065088	0.86657274	0.931789	0.8585891	0.8546693	0.96756554	0.8547573	0.9065782	0.91989297	0.84686536	0.88389516	0.81568223	0.89101624	0.8242752	0.932202	0.9257976	0.8730829	0.8160722	0.9430704	0.89246255	0.8712851	0.9164316	0.90244424	0.9298046	0.89803565	0.9104082	0.85297537	0.9066321	0.91119576	0.9280286	0.88756907	0.84905946	0.8650544	0.9215846	0.8366404	0.8703457	0.8197146	0.8706299	0.9033847	0.86702585	0.9078635	0.8887539	0.8934624	0.8652407	0.88427985	0.9278244	0.9424303	0.8479725	0.89996207	0.91971135	0.81688946	0.8186209	0.94761103	0.942667	0.87356526	0.88207936	0.8796388	0.90762186	0.87570095	0.8989662	0.8734768	0.904074	0.81572044	0.9478159	0.8929813	0.90847224	0.89318544	0.8980897	0.93911594	0.7944078	0.94724476	0.9231398	0.8260716	0.89532214	0.8419075	0.86649865	0.91236967	0.9574879	0.9400087	0.8928444	0.85286653	0.87851346	0.9278956	0.9299188	0.87153345	0.8763044	0.8966417	0.8964224	0.96292233	0.8833067	0.8588234	0.8485998	0.88494307	0.92099375	0.9289142	0.8735079	0.8628279	0.94752836	0.8575867
regenjas/noun	0.9171194	0.852806	0.9022226	0.88882816	0.8306955	0.7980145	0.82338	0.8391409	0.66179943	0.7761869	0.8737675	0.94687355	0.6855236	0.80356246	0.87840474	0.87785125	0.8706205	0.89299065	0.8256126	0.80446255	0.84761894	0.8080689	0.8650694	0.86019635	0.0	0.60017	0.7826214	0.8539896	0.69946694	0.8209978	0.8350853	0.8992932	0.80710024	0.7310091	0.9597566	0.8134573	0.716153	0.85404503	0.7970032	0.84458923	0.8449651	0.81903017	0.59555376	0.7829978	0.85078096	0.6438471	0.87644225	0.92854416	0.83364534	0.84584033	0.88653064	0.733052	0.86860085	0.7944975	0.8479289	0.66297233	0.83627814	0.8799516	0.8819195	0.6236564	0.7904128	0.74373704	0.88864875	0.49460965	0.80857575	0.7527723	0.80379605	0.8617587	0.57158184	0.9108094	0.81033164	0.755906	0.74476314	0.85296863	0.8753805	0.90077746	0.767627	0.8596275	0.9111975	0.633752	0.7738238	0.94031185	0.9085132	0.86219853	0.8255908	0.76317817	0.81867695	0.8358052	0.80683064	0.7682483	0.84117055	0.7239287	0.9006556	0.8204427	0.8526468	0.84685975	0.8383703	0.9170934	0.82115096	0.9242578	0.8877251	0.73173976	0.82982475	0.8314737	0.80808884	0.87251055	0.9557264	0.91904455	0.67489564	0.8384575	0.79061925	0.89952487	0.9132042	0.7735044	0.8309574	0.8473961	0.8358247	0.929777	0.6065079	0.6471896	0.74062467	0.81436735	0.9077677	0.8769346	0.72414565	0.7010884	0.8703293	0.8738977
sok/noun	0.89819646	0.82946885	0.91574824	0.8762271	0.83184624	0.75901383	0.80814594	0.83656466	0.67259705	0.7569053	0.8188812	0.94459325	0.6926129	0.74273455	0.7963772	0.84411085	0.83623964	0.89920753	0.79634154	0.71624017	0.8151484	0.77262443	0.8769144	0.8488497	0.60017	0.0	0.7273685	0.8158531	0.69465333	0.73902583	0.7626482	0.89071137	0.7453314	0.6529746	0.9532172	0.6974048	0.6709884	0.8075756	0.73947847	0.8276376	0.8136029	0.83372515	0.63457084	0.7486814	0.8150451	0.6379539	0.8614039	0.94599503	0.7700518	0.86405414	0.8623979	0.7342751	0.8583621	0.75411797	0.8541545	0.66334176	0.8497356	0.85654545	0.8842632	0.5943891	0.73634183	0.64407146	0.8563142	0.44630486	0.79350746	0.7612882	0.7028825	0.8717063	0.53973365	0.8867158	0.7416021	0.767913	0.67038894	0.80938524	0.8688791	0.8963846	0.79784656	0.8605832	0.89115256	0.59430313	0.76979923	0.96471685	0.9180356	0.79834414	0.7884425	0.71781254	0.80951715	0.78537214	0.8134808	0.7076953	0.83848286	0.6062441	0.90662825	0.76351565	0.8244115	0.8000899	0.75992453	0.91593707	0.77550185	0.9077335	0.81640565	0.65563846	0.80154747	0.78830963	0.7529087	0.84956557	0.92500573	0.905638	0.56706107	0.8118361	0.75321275	0.8879904	0.86239046	0.77492607	0.789338	0.8412205	0.7981427	0.9224731	0.5982602	0.6560252	0.6537846	0.7310709	0.88804114	0.8330095	0.73735857	0.6584388	0.8968487	0.88139474
poeder/noun	0.8587446	0.870182	0.8967327	0.85294914	0.82393914	0.83369946	0.82621545	0.80071795	0.84766567	0.8459365	0.8320785	0.93303114	0.8132707	0.68309534	0.83712554	0.8978049	0.8441618	0.9189931	0.75823045	0.6989827	0.84135145	0.87509394	0.8770562	0.87640333	0.7826214	0.7273685	0.0	0.8259672	0.7923609	0.72505903	0.6403471	0.90173006	0.7168863	0.659279	0.9468428	0.7909719	0.8453989	0.83193195	0.7978297	0.8474442	0.84559953	0.8703432	0.80179584	0.8566801	0.74146426	0.80461824	0.83694804	0.92458755	0.8195823	0.8694401	0.8882793	0.85866565	0.8888292	0.7271346	0.87425566	0.8063966	0.85740435	0.86523503	0.8475747	0.76522505	0.7155813	0.6594033	0.89328784	0.7301315	0.8079773	0.841836	0.6961961	0.8947271	0.70723414	0.89139473	0.6721486	0.8772303	0.6918808	0.84137726	0.9144305	0.91889244	0.8499156	0.7961609	0.91873	0.71068037	0.8260985	0.9627045	0.8990229	0.6862646	0.7925271	0.7677699	0.8447277	0.83101237	0.8192991	0.770733	0.81533957	0.63649	0.81859845	0.83980584	0.78164107	0.838642	0.82407075	0.86008596	0.78765535	0.9587009	0.8216524	0.7150148	0.8336275	0.7044808	0.8120595	0.84773606	0.9504014	0.8929955	0.8002476	0.83019334	0.723228	0.87073106	0.8882194	0.8430121	0.7955089	0.87209237	0.7990498	0.930887	0.84020865	0.79719037	0.745981	0.73773	0.8622707	0.8656376	0.8707954	0.7412526	0.88667893	0.90995044
