	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
monster/noun	0.9451265	0.92948437	0.96322536	0.87588507	0.81528705	0.77616084	0.7941032	0.83562243	0.9333744	0.77420014	0.8039874	0.99307275	0.6162273	0.7169653	0.8341056	0.85737866	0.9253643	0.88655305	0.9285519	0.74664354	0.57706064	0.8834533	0.9577167	0.7971403	0.87641	0.6162461	0.5356708	0.88455033	0.75782156	0.7665538	0.6867578	0.96389467	0.76640606	0.7058743	0.9397612	0.7626655	0.82852685	0.8876004	0.4588189	0.8668932	0.75823313	0.81342655	0.67648387	0.86534184	0.7787518	0.6597328	0.6014157	0.8602549	0.86664736	0.37722987	0.8247535	0.93105406	0.73882544	0.7811312	0.8307292	0.7372231	0.8754991	0.77429086	0.9090021	0.80132246	0.7777257	0.6841533	0.9102113	0.6865603	0.8498461	0.81039643	0.7724044	0.95295614	0.73613995	0.73779297	0.76586676	0.8494756	0.628834	0.7331343	0.94389176	0.99186534	0.7798561	0.8876624	0.835935	0.62581915	0.6706855	0.99925745	0.9928413	0.6045449	0.8012177	0.80912554	0.8981654	0.6521657	0.7953439	0.73766005	0.67913944	0.5260625	0.78214765	0.88835406	0.88842773	0.8883152	0.80807513	0.82438093	0.8244257	0.95016825	0.8529861	0.79613703	0.83463204	0.0	0.8456631	0.9182844	0.95467556	0.9515183	0.8405461	0.8953998	0.8161233	0.9896747	0.8455171	0.84405994	0.8714607	0.8508541	0.83573544	0.946442	0.7901151	0.64336455	0.6752179	0.73653376	0.9023577	0.9153493	0.8266895	0.6679637	0.90897983	0.81854165
raam/noun	0.9323665	0.2923149	0.8143658	0.7530848	0.74839854	0.73198783	0.77252996	0.78263485	0.9545003	0.85516906	0.50364715	0.7450562	0.8542728	0.5634718	0.76204556	0.94559085	0.46947896	0.8530909	0.7997345	0.6807885	0.9220158	0.93104494	0.41463935	0.78456783	0.85716033	0.8110328	0.75410694	0.80170476	0.7976892	0.5018174	0.60761154	0.76786566	0.59453344	0.65074754	0.87895316	0.35708374	0.90809804	0.71336377	0.8664383	0.9602805	0.96423733	0.7448027	0.77480876	0.9678098	0.28140783	0.87973124	0.83724827	0.94239396	0.24564391	0.8899262	0.96611226	0.78716093	0.92396265	0.39513093	0.92557347	0.81817764	0.8611564	0.8242663	0.9161135	0.8862732	0.6752311	0.39072454	0.83625126	0.7793303	0.7289463	0.86764824	0.3189746	0.8596773	0.79800874	0.7830059	0.76362467	0.8975506	0.6511106	0.5500668	0.7343596	0.9307863	0.8531409	0.7948776	0.9661692	0.8234115	0.84575504	1.0	0.9963778	0.9040066	0.41035348	0.63368225	0.92169535	0.80883896	0.68845326	0.5867691	0.8284187	0.529523	0.76460385	0.6415949	0.7551915	0.48118573	0.5199194	0.82122034	0.9259489	0.9997512	0.5370615	0.57678556	0.6208322	0.8456631	0.0	0.9350194	0.97287047	0.96653515	0.8369973	0.807956	0.7121185	0.8643326	0.5891281	0.85679555	0.733026	0.69614524	0.83799535	0.9208755	0.8627501	0.8841785	0.4720884	0.40029365	0.8074794	0.8890487	0.9157022	0.4900121	0.8832927	0.8739372
dag/noun	1.0	0.96022457	0.38367194	0.97866917	0.825901	0.75759923	0.9994588	0.8480964	0.9968085	0.9937039	0.9977909	1.0	0.86537045	0.8549795	0.98337215	0.9238981	0.92912716	0.89877236	0.7418544	0.7977103	0.8872642	1.0	0.98312986	0.90017223	0.89292586	0.803017	0.7991508	0.84832966	0.8198484	0.69105494	0.60815144	0.7398267	0.7857828	0.8740885	0.9665983	0.94814515	0.8852949	0.9770006	0.92225903	0.98162097	0.99699056	0.93653613	0.9009284	0.99288714	0.99943477	0.90008503	0.8135215	1.0	0.94134355	0.92461246	1.0	0.98242474	0.9662097	0.867694	0.84916174	0.8786755	0.56103003	0.930187	0.7374635	0.9767964	0.8455202	0.9161459	1.0	0.9005278	0.5496875	0.79476273	0.95625013	0.9772524	0.8232789	0.99574834	0.7002648	0.8340083	0.5685158	0.86916137	0.99659574	0.8765973	0.9175974	0.8285397	0.95551276	0.8840093	0.81093514	0.85271317	0.931882	0.8634646	0.994177	0.86507034	0.9602395	0.9755883	0.5461358	0.7716623	0.9703853	0.9017109	0.9149148	0.89104384	0.9339342	0.97168416	0.71896803	0.830386	0.93704224	0.9589852	0.9358903	0.8407495	0.57725763	0.9182844	0.9350194	0.0	0.88385475	1.0	1.0	0.8482027	0.54783785	0.6331414	0.9387864	0.8870805	0.98967487	0.8102778	0.699	0.88529766	0.91260904	0.86462194	0.8836211	0.93240017	0.7471608	0.39795542	0.9614106	0.975138	0.9992212	0.9925527
seizoen/noun	1.0	0.99895006	0.65772176	0.9031832	0.84997123	0.9542098	0.9972173	0.7249558	0.9372976	0.99974895	0.9896911	0.99048346	0.9222702	0.9785994	0.99905086	0.9907918	0.98214716	1.0	0.99699557	0.9511236	1.0	0.54785824	0.9503348	1.0	0.9487445	0.97846913	0.9983522	0.99913883	1.0	0.9492864	0.9019451	0.96659255	0.9891644	0.974654	0.8453942	0.9827403	0.99294615	1.0	0.9982995	0.97661555	0.78432053	0.936683	0.9766529	0.99555963	0.9995328	0.9050994	0.9999777	0.99262965	0.99409634	1.0	1.0	0.99457824	0.96444225	0.9902628	0.907548	0.94310856	0.8850262	0.9414966	0.9127475	0.9426864	0.9991188	0.9909104	1.0	0.9573101	0.8622037	0.98694086	0.9890581	1.0	0.9368119	0.9768424	0.9506153	0.99364346	0.9354608	0.9565576	0.98788935	1.0	1.0	1.0	0.60867435	0.9793012	0.9927428	0.9658943	0.9943408	0.9717679	1.0	0.9045503	0.9776367	0.99131215	0.95877016	1.0	0.9744029	0.97300225	0.9622696	0.9832575	0.8746894	0.9759399	0.9467358	0.9852523	0.97719646	0.3598925	0.9265249	0.97039366	0.89389133	0.95467556	0.97287047	0.88385475	0.0	0.9015142	0.94046474	0.85772485	0.847559	1.0	1.0	0.79650676	0.9999338	0.9797974	0.76882654	0.38639975	0.9553308	0.97406214	0.9998942	0.9770627	0.7593724	0.9984638	0.9379471	0.9503339	0.75451064	1.0
verleden/noun	1.0	0.9912674	0.90287995	0.8997618	0.71173775	0.9443529	0.8390569	0.80608886	0.98685604	0.9178555	0.967959	0.99270195	0.8383425	0.85638046	0.87394875	0.97101957	0.9386388	0.9107625	0.9039217	0.9813571	0.97300994	0.9895016	0.96000934	0.9371044	0.89694786	0.983638	0.9746744	0.9828031	0.96351194	0.9206062	0.9335096	0.8791318	0.94810086	0.96650994	0.9775102	0.9361723	0.95156693	0.9660862	0.95657104	0.4860304	0.8807917	0.72311175	0.9444552	0.97773206	0.9830376	0.95861185	0.9908908	0.6128167	0.9875193	0.94449186	0.99750733	0.8688569	0.77548385	0.9458766	0.70285344	0.9532789	0.8343566	0.9882117	0.8199252	0.98335445	0.8879899	0.93326676	0.89185256	0.9726183	0.78648025	0.9130846	0.9269799	1.0	0.90923065	0.5794458	0.99411994	0.91510576	0.8532137	0.9492514	0.92944956	0.9538694	0.9681823	0.9824583	0.87918437	0.9396457	0.96915317	0.84689605	0.89495623	0.9893782	0.9117861	0.8882761	0.5782069	0.83682007	0.8314487	0.88591266	0.93291724	0.98410565	0.99631757	0.91845024	0.8683405	0.90478677	0.9150032	0.9080761	0.97863	0.9938808	0.93557495	0.9763493	0.913123	0.9515183	0.96653515	1.0	0.9015142	0.0	0.98714113	0.49033266	0.8481294	0.9842895	0.9741604	0.6387019	0.9513239	0.7406274	0.7745216	0.9061147	0.9620713	0.9278656	0.94102335	0.96382564	0.84026045	0.96002924	0.98194706	0.93127006	0.76642025	0.91886663
kous/noun	0.9587849	0.9045043	1.0	0.97390574	0.9089771	0.52175087	0.5540006	0.9402556	0.37504333	0.6437335	0.93414193	0.8433277	0.7465042	0.88874006	0.9957877	0.36594218	0.94277215	0.9377069	0.8872973	0.97104555	1.0	0.8027241	0.8994494	0.9841767	0.4500016	0.47704703	0.7987318	0.98319286	0.49862254	0.8830625	0.93724835	0.9888076	0.7844342	0.6011168	0.96773845	0.8629631	0.2207408	0.8729663	0.82246935	0.85653996	0.9928578	0.6965692	0.27875006	0.61024195	0.90885776	0.37761402	0.91566414	0.99660766	0.91098565	0.82615834	0.46280545	0.83579314	0.92219096	0.8638484	0.7312037	0.30267543	0.867579	0.79982424	0.7645516	0.22934586	0.92991984	0.77827996	0.9375875	0.22938067	0.7412257	0.39766163	0.8659837	0.7392361	0.35438198	0.90338266	0.90559083	0.53986925	0.5947733	0.7428833	0.8065163	1.0	0.5187926	0.78524345	0.94306403	0.35717142	0.364361	0.93774617	0.99463487	0.9608021	0.92385125	0.5416538	0.59515166	0.81395197	0.7454617	0.7317476	0.9998938	0.801075	0.7654494	0.7392366	0.98909086	0.8889218	0.9506372	0.9380051	0.816929	1.0	0.8634789	0.76259524	0.9452085	0.8405461	0.8369973	1.0	0.94046474	0.98714113	0.0	0.8789955	0.86300814	1.0	0.9434725	0.6074461	0.9419067	0.8826668	0.88821507	0.9987459	0.35411412	0.33570457	0.90515065	0.93020827	0.83613575	0.88335395	0.5802593	0.56377494	0.98700714	0.9528529
vaak/adj	0.9949875	0.9099435	0.7033307	0.7874248	0.58872277	0.8265463	0.90071505	0.5940407	0.9030197	0.86757356	0.9853645	0.8771688	0.83526564	0.8604383	0.76112825	0.86942655	0.9294335	0.8906456	0.8478173	0.9463286	0.9334614	0.9524714	0.9075463	0.86980546	0.783569	0.9362544	0.9088945	0.97328717	0.8736924	0.7338211	0.81680554	0.789553	0.871752	0.8862701	0.9473791	0.9426394	0.85687166	0.87810165	0.86832154	0.6465502	0.87936366	0.75507945	0.90943754	0.8863406	0.94033015	0.848858	0.9625723	0.80359566	0.927497	0.9520132	0.8478968	0.8874153	0.8695537	0.8990355	0.68523693	0.8351058	0.7207674	0.8199719	0.77187324	0.9296008	0.89354044	0.8317137	0.86872584	0.8719573	0.7219356	0.86973536	0.89230585	0.9664118	0.77461886	0.5925437	0.95230776	0.87744236	0.6907228	0.8455285	0.8586453	0.95815414	0.8900955	0.82073426	0.81508386	0.80666876	0.8296921	0.7175722	0.92798525	0.94557816	0.8899393	0.77100736	0.8099148	0.9198418	0.67496634	0.824174	0.88840175	0.92350405	0.90883577	0.9014056	0.74209297	0.95862013	0.7655333	0.8672841	0.95960015	0.9611674	0.8379932	0.90276927	0.73505956	0.8953998	0.807956	0.8482027	0.85772485	0.49033266	0.8789955	0.0	0.6643318	0.82980746	0.8885301	0.7774653	0.95605654	0.7731724	0.6093325	0.80071145	0.8550571	0.8558054	0.87019676	0.9126337	0.7386706	0.7874211	0.8408612	0.8680183	0.7079617	0.96417797
wolk/noun	0.91030645	0.93639034	0.41571212	0.9249672	0.38383055	0.654757	0.8776681	0.37629014	0.8822832	0.8210684	0.8408283	0.95253855	0.7047383	0.6282054	0.84239566	0.89202976	0.8711551	0.77569556	0.6098441	0.68424046	0.7907327	0.8796587	0.8241736	0.97982305	0.79405516	0.7700652	0.5390653	0.78738064	0.7209935	0.39130735	0.38615215	0.6941767	0.59274966	0.74300903	0.8900762	0.7942216	0.8800268	0.8023295	0.87336636	0.9022509	0.9062256	0.7385847	0.80361086	0.9068694	0.7955711	0.71934915	0.7911389	0.9376809	0.82943124	0.80561984	0.9989026	0.9278438	0.897652	0.6430992	0.67666125	0.80381393	0.49902302	0.8853707	0.75780934	0.8980612	0.64736354	0.77359104	0.7368639	0.8155824	0.6100801	0.8184646	0.7777386	0.84096086	0.74909306	0.8553167	0.8058712	0.83312804	0.49877805	0.75738686	0.9552188	0.8960079	0.86643755	0.5230317	0.83332247	0.7555127	0.8481213	0.97047204	0.95306873	0.80875146	0.7469433	0.5504293	0.86722517	0.8805887	0.5216609	0.6058918	0.8322189	0.81051356	0.781033	0.8666648	0.51044714	0.88112783	0.37138784	0.7492687	0.98669225	0.99994886	0.72818947	0.88338584	0.35386539	0.8161233	0.7121185	0.54783785	0.847559	0.8481294	0.86300814	0.6643318	0.0	0.7523056	0.92811275	0.7444785	0.7745041	0.5554736	0.35643005	0.7639152	0.85006326	0.74874735	0.7565532	0.7578931	0.77934235	0.41410005	0.82258815	0.75744814	0.6973537	0.91223776
zone/noun	0.9743461	0.98796	0.7856724	0.9097287	0.97489965	0.92228925	0.957327	0.96492714	0.9307066	0.967046	0.97497475	0.98225	0.98082834	0.8678804	0.9986803	0.87399065	0.8087528	0.85817456	0.93042684	0.9562338	0.98787385	1.0	1.0	0.93573874	0.93836546	0.95593226	0.98546463	0.92751074	0.983711	0.71131873	0.79379636	0.46453404	0.91900575	0.9523609	1.0	0.90272844	0.9479643	0.6330223	0.9971989	1.0	0.93314433	0.98537713	0.95942533	0.96910864	0.9826374	0.9611986	0.9073398	0.99709547	0.8330725	0.9710277	1.0	0.9672331	0.9157398	0.88180023	0.73069495	0.9699232	0.66647005	1.0	0.7782938	0.923229	0.9805912	0.98969597	0.9643347	0.9385018	0.58075637	0.92008495	0.9767737	0.9383824	0.910396	1.0	0.9952896	0.9579127	0.7213859	0.74733984	0.96589357	0.744938	0.9821902	0.9874357	0.9651688	0.9812473	0.982267	1.0	0.9311502	0.97842103	0.9973468	0.95743316	0.9822795	0.9042266	0.6361241	0.8358191	0.7821821	0.9912876	0.9650042	0.660591	0.6402525	0.95933366	0.88651454	0.61411256	0.9787095	1.0	0.8414373	0.90833074	0.73560405	0.9896747	0.8643326	0.6331414	1.0	0.9842895	1.0	0.82980746	0.7523056	0.0	0.96346444	0.97817385	0.9872867	0.6903044	0.8731629	1.0	0.9437095	0.9909406	0.96679807	0.8564944	0.8218016	0.6527882	0.9603313	0.9862674	1.0	0.94917566
sanitair/noun	0.94808966	0.5357535	0.9657922	0.9570184	0.8853353	0.867605	0.8533136	0.95746565	0.9797182	0.95706	0.6090566	0.8321394	0.97847867	0.7203015	0.90111387	1.0	0.56998146	0.92282027	0.83546185	0.70263815	0.89850223	0.9407519	0.7065273	0.888255	0.85446584	0.9297548	0.71833	0.8725237	0.8407591	0.8066461	0.78177553	0.90096694	0.7240126	0.8345173	0.8891357	0.67848766	0.96188056	0.83786464	0.93643725	0.9611734	0.9537283	0.9326495	0.9415833	0.93793035	0.6739726	0.88572675	0.7799407	0.9299004	0.5874289	0.9008012	1.0	0.8634137	0.9709656	0.6026317	0.9779652	0.9654967	0.909594	0.85113966	0.9790591	0.9860397	0.82117337	0.66144204	0.9434954	0.92959476	0.848084	0.95866	0.5951371	0.9579153	0.83658767	0.9290874	0.8291545	0.95013213	0.87540734	0.7553145	0.8133513	0.95878655	0.9680475	0.89284086	0.9552818	0.9551076	0.89026445	1.0	1.0	0.8345911	0.49818987	0.8394729	0.9184805	0.80597585	0.9379559	0.81383705	0.86178434	0.6053871	0.9123902	0.66775644	0.9140949	0.5923997	0.74953926	0.8929579	0.85665685	0.99870574	0.53910667	0.6895193	0.9401499	0.8455171	0.5891281	0.9387864	1.0	0.9741604	0.9434725	0.8885301	0.92811275	0.96346444	0.0	0.96344775	0.92367977	0.9540237	0.93369347	1.0	0.9730215	0.9596525	0.6635239	0.4641148	0.9604408	0.9509626	1.0	0.78228843	0.9483848	0.90251803
wat/adv	1.0	0.9602824	0.845339	0.81579214	0.75920856	0.63891214	0.72912294	0.73542804	0.78075606	0.5609398	0.94604605	0.94096327	0.6352439	0.7379073	0.8843221	0.6855675	0.89161694	0.76135004	0.7721578	0.92012316	0.8835708	0.70300424	0.90915525	0.97632694	0.6460041	0.64093316	0.76952076	0.95320344	0.57567	0.7161235	0.7871922	0.8179236	0.810396	0.8686458	0.82334006	0.8281906	0.63294095	0.8373461	0.75736874	0.5507262	0.9670284	0.6492218	0.6416502	0.75743085	0.82667434	0.6780261	0.84885645	0.8836085	0.87922555	0.8272101	0.7308997	0.7965801	0.70805085	0.85863894	0.48299444	0.50066715	0.7791323	0.81208533	0.68544126	0.7255186	0.8488962	0.7685824	0.92114407	0.6189406	0.7233171	0.69967425	0.7881314	0.87967724	0.6080232	0.7726066	0.78121114	0.7177036	0.6132252	0.7306156	0.9183093	0.98793083	0.55566204	0.6571772	0.8758742	0.55359614	0.57278746	0.92033	0.87202597	0.8295317	0.85694665	0.6187873	0.490256	0.88765264	0.63575816	0.7379431	0.9608345	0.9077284	0.65043116	0.91617954	0.8031427	0.856479	0.81076205	0.8789437	0.9310699	0.84777576	0.8376608	0.883072	0.82000136	0.84405994	0.85679555	0.8870805	0.79650676	0.6387019	0.6074461	0.7774653	0.7444785	0.97817385	0.96344775	0.0	0.77535635	0.78599226	0.7816099	0.91215	0.6558733	0.5609143	0.8625544	0.8512796	0.73732966	0.7044971	0.5919182	0.66771543	0.9672321	0.9654245
blad/noun	0.7121821	0.8675815	0.97302735	0.8126823	0.92380077	0.81297815	0.8705061	0.6997168	0.94282293	0.77938193	0.7708199	1.0	0.71761316	0.62737143	0.9371214	0.9022457	0.70872587	0.6240687	0.7757909	0.9278785	0.8194161	0.89260465	0.7976599	0.8985646	0.9432366	0.86469704	0.6700332	0.87419856	0.7474915	0.7487346	0.71036255	0.8012744	0.6852447	0.83273005	0.8763414	0.5565366	0.9792712	0.90958196	0.8353988	0.7536022	0.90119904	0.767583	0.88319933	0.91814095	0.62848294	0.7936477	0.89999175	0.9416101	0.751607	0.82286894	1.0	0.91461164	0.85296035	0.60236216	0.8134041	0.848034	0.75299734	0.8106344	0.7291869	0.9713243	0.6150447	0.6900213	0.7877153	0.8716496	0.85427266	0.9680804	0.5214391	0.90643054	0.84523326	0.67390764	0.7753996	0.9508395	0.59954643	0.60949194	0.8082788	0.9553302	0.7888838	0.7551315	0.78107834	0.73695517	0.869335	0.7573894	0.99416375	0.82115394	0.60368884	0.51556724	0.8319731	0.86712486	0.8357949	0.6533952	0.96203077	0.7892006	0.6361401	0.8798452	0.9802878	0.863619	0.62463444	0.8439499	0.818791	0.9661987	0.73740906	0.9369186	0.80279344	0.8714607	0.733026	0.98967487	0.9999338	0.9513239	0.9419067	0.95605654	0.7745041	0.9872867	0.92367977	0.77535635	0.0	0.8635438	0.92745304	0.9921029	0.84725124	0.7955104	0.63632274	0.69781107	0.9110805	0.8116458	0.80335	0.54228574	0.940815	0.9984122
achtergrond/noun	0.9757029	0.92965287	0.63233244	0.99032307	0.79908776	0.7370873	0.77000725	0.7638285	0.9052113	0.9448429	0.8330237	0.92079747	0.636243	0.61223274	0.95366585	0.8870976	0.7190071	0.8165313	0.698019	0.8996424	0.8442247	0.976024	0.88903993	0.8860231	0.80684364	0.94276655	0.70325315	0.74223775	0.7421801	0.5221665	0.74968547	0.62695605	0.74465746	0.9121063	0.9081312	0.7528889	0.899605	0.78601533	0.89618486	0.916337	0.9145833	0.61233294	0.80219716	0.765623	0.8635243	0.8426371	0.8791373	0.830418	0.7855415	0.63992774	0.9726771	0.97796947	0.95977366	0.6906724	0.82428277	0.83051145	0.6548757	0.9172157	0.81678927	0.9175736	0.7403006	0.7997979	0.951807	0.7923705	0.6463307	0.8055248	0.752947	0.74210536	0.82990676	0.8183338	0.96169597	0.8425824	0.67455643	0.73393005	0.9514384	0.7933219	0.87953216	0.7407969	0.92287153	0.79576975	0.89850086	0.9751143	0.89169425	0.9585685	0.75477993	0.6062292	0.8965849	0.79215086	0.70168185	0.5461228	0.74228597	0.88457686	0.86620593	0.81616646	0.62054175	0.8357867	0.6112734	0.60224533	0.93161184	1.0	0.7293649	0.95761514	0.5806593	0.8508541	0.69614524	0.8102778	0.9797974	0.7406274	0.8826668	0.7731724	0.5554736	0.6903044	0.9540237	0.78599226	0.8635438	0.0	0.52320355	0.9603985	0.86055565	0.7199657	0.47863036	0.7640378	0.8374978	0.7275311	0.9385488	0.684886	0.82854176	0.90233594
mist/noun	0.9637642	0.9421985	0.40250796	0.86684746	0.3026752	0.7481146	0.85374177	0.46744853	0.94589615	0.82271993	0.9603322	0.9723552	0.7454223	0.838836	0.7669087	0.9334976	0.97758776	0.7945397	0.749552	0.9203388	0.9806994	0.9039768	0.96284527	0.9872869	0.92154354	0.9030232	0.6480446	0.724903	0.6940383	0.58950377	0.7236694	0.69901216	0.7244196	0.9204517	0.9563467	0.94982433	0.8682548	0.95001984	0.90453976	0.82084095	0.8278579	0.82382727	0.9018308	0.8200239	0.94654316	0.8057917	0.8745327	0.8263809	0.9533804	0.89149797	0.89782333	0.9607515	0.9745277	0.87027955	0.7506061	0.8784385	0.63178706	0.74299634	0.7204511	0.9152726	0.8835074	0.85844696	0.93334144	0.87084126	0.80887306	0.82497615	0.92877686	0.98270243	0.7880107	0.71036255	0.90805674	0.83979404	0.6091878	0.869403	0.98555547	0.88437724	0.8936627	0.6757593	0.82054245	0.7904764	0.8582881	0.93542093	0.9316905	0.90626395	0.93780416	0.70699257	0.8338969	0.95078725	0.60485977	0.73517996	0.85375774	0.94106954	0.77764016	0.93254006	0.64549077	0.9480059	0.54824793	0.6484726	0.96904373	0.8446207	0.75892013	0.9665125	0.52793276	0.83573544	0.83799535	0.699	0.76882654	0.7745216	0.88821507	0.6093325	0.35643005	0.8731629	0.93369347	0.7816099	0.92745304	0.52320355	0.0	0.60543734	0.8880748	0.79505724	0.750591	0.91590106	0.7956596	0.69788206	0.90942186	0.827958	0.792325	0.90562993
start/noun	0.99983954	0.9164218	0.6197555	0.92728645	0.73059976	0.9431629	1.0	0.65660733	0.9998274	0.9997367	0.9840067	0.92415905	0.898502	0.99539816	0.994845	0.99565905	0.9314549	1.0	0.9900265	0.96286	0.9926835	0.7576384	0.9741106	1.0	0.99404323	0.99980193	0.9486695	0.9238156	0.9584622	0.967378	0.9066531	0.9320752	0.88023984	0.9971122	0.8967137	0.960487	0.9509267	0.9999166	0.9921406	1.0	0.81738865	0.912806	0.9997016	0.9839043	0.9249848	0.9280453	0.979413	1.0	0.9406229	1.0	1.0	0.9796301	0.99994034	0.9481446	0.9173038	0.9998514	0.7967373	0.7976272	0.8769641	0.9990291	0.99488914	0.99994063	0.9863406	0.9998315	0.90949273	0.99973726	0.9843205	1.0	0.95895696	0.93622565	0.9837734	0.9924758	0.85693896	0.97006285	0.96631485	1.0	0.99988824	0.96976656	0.70369804	0.97089845	0.999458	0.67168915	1.0	0.99269736	0.99744517	0.89143115	0.9995296	0.9972075	0.9202645	0.93315923	1.0	0.9980141	0.96235245	0.9795052	0.83861476	1.0	0.88513136	0.9740566	0.9983686	0.3609764	0.86279315	0.9958258	0.876886	0.946442	0.9208755	0.88529766	0.38639975	0.9061147	0.9987459	0.80071145	0.7639152	1.0	1.0	0.91215	0.9921029	0.9603985	0.60543734	0.0	0.9807915	0.9933921	0.9629116	0.9984293	0.78288484	0.97472197	0.978842	0.9834853	0.649327	1.0
rok_DIM/noun	0.88363105	0.9153669	0.9874633	0.8451426	0.88175064	0.57830715	0.46364158	0.91240495	0.29220337	0.59361297	0.9030395	0.9176724	0.5890436	0.7769874	0.96809405	0.4557774	0.951131	0.8943709	0.8078618	0.8837309	0.93615335	0.7481717	0.8809742	0.90735656	0.38729548	0.4042555	0.7083253	0.9279771	0.50819457	0.82920796	0.88241035	0.9805399	0.6995727	0.6662278	0.8234472	0.89288986	0.39553672	0.8602874	0.72418	0.8232974	0.97818744	0.7199778	0.3795486	0.72010344	0.89248204	0.32428908	0.92152756	0.9716261	0.9371921	0.75380224	0.6156591	0.8232974	0.9360118	0.8565414	0.7200476	0.44831777	0.90253913	0.6946559	0.6638945	0.28953975	0.8047643	0.79387313	0.86273366	0.27735513	0.7721864	0.4572963	0.8177848	0.6806557	0.39589643	0.8219629	0.845095	0.6408635	0.56686306	0.66376317	0.61529756	0.9743597	0.54808486	0.9007087	0.82631207	0.37039936	0.40740073	0.83902156	0.97115654	0.92263895	0.9108068	0.69327354	0.5524267	0.81925094	0.8525827	0.7187531	0.87349266	0.7642231	0.79986614	0.7629671	0.9881062	0.8904359	0.92338675	0.9136299	0.6786081	0.98655546	0.93151325	0.8974858	0.91711855	0.7901151	0.8627501	0.91260904	0.9553308	0.9620713	0.35411412	0.8550571	0.85006326	0.9437095	0.9730215	0.6558733	0.84725124	0.86055565	0.8880748	0.9807915	0.0	0.39007908	0.8930261	0.93147355	0.96756625	0.83850086	0.42885768	0.6131554	0.90870035	0.98387843
baard/noun	0.9509671	0.9795267	0.92772394	0.87284863	0.8512421	0.3404544	0.5855095	0.8017792	0.58212036	0.43698066	0.8917827	0.97170323	0.2750237	0.6869713	0.96743655	0.39392316	0.87953174	0.84621096	0.8137285	0.91698563	0.8453401	0.7676507	0.9193337	0.98229146	0.44142628	0.46068877	0.58198214	0.9801733	0.25728518	0.71692646	0.7819756	0.9711122	0.702145	0.67532086	0.922145	0.8058894	0.32788372	0.8721292	0.48862273	0.86895	0.9277187	0.47392386	0.22395813	0.54053825	0.86827147	0.15639049	0.9255391	0.96591467	0.9253869	0.46585453	0.46147966	0.7383236	0.94547087	0.78877735	0.79966724	0.25526345	0.8042693	0.72156394	0.7920332	0.4521324	0.595338	0.8006997	0.8474426	0.22532427	0.73006666	0.27402192	0.7876949	0.85461664	0.310713	0.8225465	0.7802631	0.40254074	0.45778716	0.62234354	0.8491304	0.9892503	0.34876323	0.64925313	0.9266025	0.13818318	0.17372793	0.9249481	0.9991023	0.8436028	0.89832896	0.5718407	0.71602416	0.8149717	0.75880456	0.6025343	0.95453304	0.781899	0.81324506	0.75205785	0.95390713	0.8870034	0.8732542	0.93851197	0.8254766	0.9984691	0.866264	0.87370664	0.78044903	0.64336455	0.8841785	0.86462194	0.97406214	0.9278656	0.33570457	0.8558054	0.74874735	0.9909406	0.9596525	0.5609143	0.7955104	0.7199657	0.79505724	0.9933921	0.39007908	0.0	0.7971169	0.8839394	0.84288365	0.8597052	0.46721953	0.4611717	0.98898077	0.9757463
