	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
hoe/noun	0.8270036	0.8851169	0.7906816	0.8431929	0.7940809	0.9308661	0.80693454	0.87789893	0.48078	0.8171594	0.9391563	0.83368975	0.7253274	0.9422648	0.9222883	0.885376	0.877827	0.92351836	0.9244056	0.8827648	0.7437297	0.6800461	0.83664715	0.8663653	0.966648	0.8936342	0.713005	0.6838272	0.8135194	0.52006054	0.7418543	0.6287917	0.7562472	0.6810668	0.87431896	0.78852004	0.5303633	0.82277244	0.882099	0.94593453	0.6955815	0.8368655	0.8764138	0.85744727	0.94454086	0.67245686	0.0	0.9262329	0.84550315	0.8695338	0.65572834	0.68107855	0.8806671	0.66189396	0.7433973	0.5546322	0.8775512	0.90294486	0.89002407	0.7816521	0.9283235	0.5396329	0.7721166	0.84155154	0.6504797	0.8738749	0.9302363	0.806196	0.5099182	0.73027515	0.90013415	0.84957874	0.9198655	0.88542086	0.5732269	0.5823123	0.90718615	0.7675432	0.7720244	0.86312157	0.84404486	0.9732598	0.9133542	0.92540944	0.8564918	0.96402043	0.9557814	0.9347464	0.6104847	0.85888	0.8995183	0.64589	0.7632874	0.8063505	0.8020429	0.96751136	0.81511486	0.6825676	0.6861619	0.8011976	0.916561	0.80361485	0.81508136	0.87689257	0.9170506	0.7612276	0.6228514	0.81382453	0.7727021	0.6370612	0.8623266	0.8909669	0.6651143	0.91947734	0.87160385	0.9095128	0.8877695	0.83745706	0.6263686	0.9598545	0.83311033	0.96455365	0.9282848	0.72674304	0.92948806	0.8958143	0.9058343	0.88668454	0.8631052	0.71408165	0.7334968	0.73026407	0.8030119	0.7844393	0.94655377	0.893764	0.94906175	0.781881	0.8133039	0.7365803	0.9483017	0.7868878	0.49897873	0.7079562	0.788023	0.8993929	0.92645144	0.9054312	0.8855191	0.7152171	0.81080437	0.76710224	0.6353759	0.87665915	0.96291804	0.6237918	0.8101813	0.6999083	0.93510413	0.9532091	0.79878855	0.85756034	0.76604	0.7712121	0.8033745	0.54555464	0.89601433	0.9270745	0.73614043	0.93886733	0.8170991	0.8099843	0.8053276	0.7962773	0.84858143	0.7368689	0.8289652	0.94712704	0.7756068	0.90506023	0.74270356	0.7967962	0.658479	0.81866527	0.80737334	0.78057843	0.9644361	0.97369677
overigens/adv	0.7887957	0.91478246	0.818765	0.8318479	0.9723449	0.89172405	0.8682613	0.7469531	0.70411	0.8476418	0.6812599	0.7430014	0.8583555	0.94482493	0.8893611	0.83734775	0.8593031	0.98068607	0.87046325	0.8010305	0.8578076	0.73401064	0.86411786	0.8790096	0.93688506	0.94997287	0.9547056	0.9535882	0.8574071	0.9422878	0.59002554	0.67281526	0.8839221	0.89621985	0.8313273	0.7841686	0.7959061	0.7783237	0.8931147	0.82443774	0.92520064	0.8671368	0.89942926	0.65307915	0.7256938	0.9184874	0.9262329	0.0	0.7970372	0.94461495	0.95112556	0.93131405	0.7889234	0.82413113	0.8210192	0.8539598	0.77260315	0.894368	0.86135626	0.84397006	0.9312927	0.9035384	0.77005917	0.7445432	0.76371163	0.9252866	0.8922663	0.84999907	0.6682576	0.8237217	0.92602396	0.84039694	0.7565874	0.885989	0.75667787	0.589084	0.81102943	0.8291195	0.7852844	0.839976	0.86112666	0.93607706	0.6903599	0.88919705	0.6824119	0.98073727	0.90760136	0.7865454	0.9185878	0.8870681	0.9329457	0.7239721	0.7522156	0.7811847	0.91089344	0.8459647	0.98579997	0.9268367	0.85193294	0.89536643	0.84340763	0.92076457	0.82559425	0.79687655	0.8972746	0.76260227	0.85868794	0.9048775	0.8909152	0.96918505	0.9299728	0.8612553	0.9124711	0.8809299	0.7831636	0.9563385	0.7933921	0.72792614	0.8550112	0.8076519	0.80669534	0.90850294	0.9629224	0.6373955	0.9110052	0.9081439	0.736362	0.7422712	0.8695451	0.5995413	0.8021703	0.72647583	0.7039701	0.8235805	0.75382096	0.8443542	0.78425974	0.9449329	0.70917374	0.95718783	0.92938316	0.8362826	0.8014212	0.73117787	0.87707806	0.8370994	0.934727	0.91492665	0.7624824	0.726974	0.735373	0.6959231	0.7512133	0.9180673	0.7038771	0.87891984	0.8018162	0.6706837	0.8916197	0.86651254	0.8623119	0.78266484	0.5437069	0.70916444	0.9274515	0.92800766	0.9426862	0.91008896	0.91833794	0.9195451	0.77845395	0.8427556	0.87768924	0.9428243	0.8776428	0.78967357	0.8770731	0.8269342	0.84224164	0.78511006	0.9179275	0.7856499	0.852799	0.9039825	0.86519456	0.79338956	0.9074851	0.815469
politiek/noun	0.528198	0.73879504	0.6045111	0.8939455	0.72463936	0.70349646	0.597583	0.7556975	0.79209846	0.6628397	0.9093054	0.8275156	0.7260232	0.9077273	0.9765457	0.8408629	0.82193446	0.95827484	0.67897296	0.64252853	0.8007109	0.6268823	0.6688981	0.7193892	0.7892164	0.7085626	0.8537873	0.75083864	0.72946644	0.7260232	0.78797984	0.76501757	0.90031374	0.48153692	0.6953132	0.700908	0.73223054	0.8443211	0.5593108	0.7769611	0.92074394	0.74078465	0.92589974	0.6652226	0.9239981	0.8035626	0.84550315	0.7970372	0.0	0.86987406	0.8371711	0.8904855	0.8666532	0.8583355	0.66296196	0.8167237	0.65883476	0.5952181	0.8510814	0.8838824	0.86491615	0.74108386	0.7681715	0.7731075	0.8415211	0.7873919	0.8838224	0.637421	0.6843363	0.76292825	0.94531834	0.9311038	0.8857815	0.7262858	0.75420266	0.81126344	0.6083431	0.71451354	0.8240887	0.6913805	0.8001268	0.96886015	0.7864398	0.74881566	0.85261804	0.72025144	0.8928528	0.9707725	0.64057744	0.75474393	0.7302534	0.7913928	0.7547722	0.7923472	0.847093	0.5969546	0.96879905	0.8120232	0.69147897	0.70002234	0.6580912	0.6356872	0.730901	0.8519259	0.7824094	0.8380385	0.8354367	0.70326185	0.8458888	0.7573821	0.71520364	0.91642785	0.7679506	0.91357046	0.65291256	0.92296773	0.8513752	0.7316456	0.7959405	0.6878258	0.90930814	0.95998925	0.88405037	0.835956	0.803934	0.6088083	0.7803897	0.37643886	0.67794204	0.6752595	0.9096725	0.72179925	0.6685345	0.5361553	0.75691247	0.86234105	0.65474427	0.86468506	0.93693936	0.7773921	0.86207867	0.73037124	0.702502	0.80263245	0.6023979	0.7068243	0.81564796	0.90737706	0.7135446	0.7802472	0.77652454	0.83363044	0.6132334	0.83356524	0.7527654	0.85743946	0.7371495	0.74478066	0.631309	0.84443784	0.8010652	0.5653652	0.7749933	0.8522109	0.92976683	0.66635966	0.972698	0.9466646	0.8960175	0.6549448	0.8324478	0.7554544	0.79349875	0.9548121	0.8790207	0.8536372	0.8477909	0.72737503	0.7483478	0.85414225	0.9039952	0.8349322	0.8466324	0.8205841	0.794908	0.8591758	0.63999283	0.6594182
super_held/noun	0.88623834	0.8618732	0.8975924	0.93868214	0.9454454	0.92088574	0.80350196	0.9585397	0.8497833	0.8323584	0.93934256	0.976518	0.7539972	0.870948	0.944567	0.8071407	0.8508152	0.9781511	0.88741755	0.85604113	0.77870196	0.8754568	0.7176595	0.8187758	0.92116785	0.96411175	0.9820717	0.7174284	0.93560344	0.85251933	0.784009	0.89849854	0.8742773	0.8145298	0.9320281	0.82500046	0.90010005	0.9231441	0.79034734	0.82167125	0.8395478	0.92719734	0.9500415	0.7417966	0.8684834	0.8583509	0.8695338	0.94461495	0.86987406	0.0	0.9281149	0.91407216	0.8365007	0.82679033	0.80184513	0.8559829	0.70125896	0.9134601	0.9589761	0.90711474	0.87835056	0.8926865	0.7379873	0.90423816	0.96250784	0.9259136	0.9409033	0.92262614	0.90315354	0.85234505	0.9164378	0.86988413	0.8814709	0.76440126	0.8497432	0.8976172	0.87046313	0.8311833	0.8742747	0.7712025	0.9042771	0.97467476	0.96483374	0.9731948	0.8747674	0.9018614	0.96042395	0.89270616	0.81917423	0.96022856	0.91571283	0.7737385	0.7203665	0.7430677	0.8192806	0.9391448	0.9324599	0.75749505	0.92938054	0.7971812	0.8343387	0.8650974	0.93650144	0.9273721	0.9150032	0.7898177	0.798618	0.8228163	0.79052293	0.93832356	0.9198972	0.9979599	0.9448839	0.47758073	0.7088963	0.8352485	0.78111553	0.81665117	0.8866755	0.9381344	0.92269236	0.97648627	0.8186181	0.9456327	0.74845153	0.8514275	0.7974274	0.83046824	0.89129657	0.7942756	0.79716456	0.78582287	0.8776677	0.8204103	0.8241938	0.9534996	0.9468938	0.8543866	0.9216601	0.9698733	0.7790005	0.8356834	0.83924794	0.86592275	0.7694768	0.90298355	0.8216678	0.7935754	0.69617176	0.8626207	0.8955446	0.941138	0.77760273	0.85340565	0.95747906	0.9161108	0.8623767	0.79392374	0.78675115	0.8179801	0.87473637	0.87397	0.7478021	0.8137772	0.89034307	0.93785214	0.9391618	0.8785562	0.95394874	0.9039553	0.9423845	0.8407729	0.85612535	0.8717121	0.8783875	0.8647026	0.81096214	0.82474947	0.8000968	0.7530044	0.8872434	0.77978957	0.91270167	0.770666	0.9188696	0.9336104	0.8145938	0.9081794
kind/noun	0.88112164	0.8225864	0.7617517	0.66323686	0.8109625	0.74704945	0.79566044	0.8095752	0.6479852	0.7474319	0.9233554	0.9550868	0.64380413	0.72426534	0.85225284	0.86963785	0.9127453	0.7203797	0.94351745	0.8579621	0.8867658	0.73134744	0.8957451	0.8481595	0.8126844	0.85358346	0.3643753	0.74495363	0.79032403	0.6039231	0.7800173	0.77919984	0.860052	0.71169704	0.93118143	0.794371	0.50612736	0.8561874	0.8911383	0.9369318	0.87810665	0.81205535	0.9208173	0.8422372	0.7921046	0.7538432	0.65572834	0.95112556	0.8371711	0.9281149	0.0	0.8864563	0.8852177	0.792791	0.8054985	0.7371259	0.88385123	0.81623876	0.7840021	0.73723805	0.7817364	0.680876	0.8642598	0.8586714	0.714277	0.8486811	0.8516385	0.8856113	0.76070935	0.89045024	0.86102164	0.88817245	0.8618822	0.88559926	0.7467952	0.77233404	0.8682048	0.78996986	0.820917	0.8337039	0.90612805	0.96987534	0.83010125	0.82329273	0.9175719	0.841016	0.80021214	0.84276897	0.6544495	0.8600117	0.84839153	0.7213745	0.83320755	0.84600276	0.87097436	0.9793156	0.8433151	0.74816537	0.72069037	0.6695708	0.89466965	0.72292995	0.7592677	0.945575	0.7676208	0.75510186	0.76780623	0.7154269	0.9015448	0.49681497	0.78182125	0.9337727	0.49153	0.8993719	0.88584256	0.7760502	0.7954899	0.7827605	0.7659057	0.95309275	0.7428106	0.9617325	0.8274769	0.83477914	0.8709791	0.72690374	0.90801954	0.8297201	0.93573743	0.7454188	0.8265648	0.747159	0.77568316	0.7387433	0.87584543	0.9716126	0.8884934	0.89056104	0.65885216	0.4007246	0.94347775	0.8178946	0.5802274	0.77481216	0.759693	0.85341275	0.785838	0.89871466	0.92663777	0.7330357	0.86189234	0.933383	0.80564415	0.7936985	0.84651333	0.70454395	0.7802319	0.766114	0.8315501	0.7797777	0.88473487	0.8147637	0.79073757	0.88160473	0.82427454	0.69510543	0.69228625	0.9366075	0.58042073	0.8564707	0.9243651	0.781175	0.6006385	0.7385677	0.7441001	0.8248179	0.8120564	0.93912256	0.77204525	0.9125214	0.89058346	0.8653232	0.6947283	0.79016626	0.7540922	0.73999155	0.8267496	0.97912276
luister/adj	0.9269959	0.95655125	0.8884324	0.8986311	0.9694644	0.870982	0.83762664	0.9642056	0.6586107	0.886721	0.8740894	0.8751503	0.8035192	0.9293721	0.9476412	0.86365163	0.8831456	0.9795133	0.9502055	0.9420974	0.86101127	0.8689329	0.9368262	0.93946314	0.9597757	0.8937533	0.8715155	0.8638575	0.93653685	0.6948197	0.8329585	0.7790187	0.8737119	0.9126369	0.9031422	0.9199074	0.735463	0.9710943	0.9187651	0.9200241	0.57695556	0.8572689	0.96999586	0.8396889	0.8870776	0.7131063	0.68107855	0.93131405	0.8904855	0.91407216	0.8864563	0.0	0.8075117	0.7681668	0.8963868	0.79637575	0.92684776	0.8908906	0.9166187	0.95234346	0.93994623	0.70125055	0.85684025	0.8987893	0.8433757	0.9325508	0.87372226	0.7253003	0.81110746	0.8022289	0.9638343	0.9578024	0.8536465	0.8808329	0.75940573	0.8027176	0.9213865	0.74197686	0.9516845	0.9067061	0.9401831	0.99295825	0.9418712	0.8251916	0.88999736	0.9899996	0.80737233	0.9478718	0.7356895	0.91292065	0.77106786	0.74156964	0.90148824	0.81104434	0.9647527	0.889279	0.94610506	0.8655225	0.9078647	0.876963	0.9397105	0.7698548	0.9251524	0.89810985	0.858784	0.9233457	0.8721866	0.9304268	0.9137784	0.8392588	0.95592946	0.9221275	0.8773508	0.94307333	0.8750569	0.9110256	0.9293019	0.88849354	0.8561358	0.823416	0.9105306	0.9669337	0.9132986	0.8319066	0.837023	0.95166767	0.82641375	0.8486509	0.98591137	0.8165954	0.8668916	0.77883476	0.87254095	0.824922	0.96864593	0.9821294	0.8916076	0.7222109	0.8798413	0.90373385	0.8858576	0.7479933	0.74476653	0.8629191	0.9050577	0.8351122	0.8522615	0.95095545	0.92887884	0.8715729	0.823514	0.68790185	0.8565221	0.9184569	0.9475053	0.72359633	0.7568835	0.8189883	0.8970231	0.91820604	0.9336823	0.81696755	0.8842559	0.83348686	0.82287323	0.9315462	0.9304797	0.98665273	0.88877	0.9305846	0.96584946	0.9052735	0.83302647	0.7698944	0.90259725	0.88092947	0.8923129	0.91583085	0.9107527	0.8683639	0.9122126	0.78694224	0.71575314	0.8917181	0.90580636	0.8818126	0.8543309	0.94712883
Syriër/noun	0.78398573	0.69644356	0.7900457	0.9000224	0.9614515	0.7953332	0.7273437	0.91948676	0.7127378	0.8933711	0.87124074	0.8174614	0.81097794	0.83852935	0.9713039	0.8663529	0.7927431	0.927431	0.8888765	0.7061807	0.913951	0.8493379	0.8571394	0.64398044	0.7420291	0.8998954	0.8868853	0.8992289	0.9776231	0.80892557	0.8967567	0.6797239	0.68040836	0.92788696	0.72653794	0.8031499	0.8657705	0.77709794	0.79027337	0.9405631	0.8336617	0.8273186	0.94194037	0.8507748	0.89164245	0.9571718	0.8806671	0.7889234	0.8666532	0.8365007	0.8852177	0.8075117	0.0	0.79325575	0.8022921	0.85385495	0.59991884	0.7326286	0.9023321	0.9062855	0.83890605	0.9116184	0.8414856	0.69150686	0.829182	0.87795687	0.72761345	0.8967431	0.82279104	0.81113344	0.92073536	0.8857028	0.8775261	0.719427	0.8019508	0.80135673	0.70894146	0.75132835	0.82325625	0.67324877	0.77585423	0.9705377	0.8480833	0.8296449	0.8583055	0.83191824	0.78537595	0.979006	0.8745125	0.9488286	0.7979779	0.7684152	0.7358719	0.8095909	0.8127049	0.79036415	0.94676554	0.8869333	0.84813833	0.8909992	0.7954361	0.8954281	0.7717178	0.82835007	0.8769113	0.787518	0.75533533	0.91095066	0.9446233	0.8716114	0.90286285	0.84393257	0.8870865	0.8918724	0.68646765	0.86617595	0.86970586	0.94513446	0.7512125	0.965293	0.8837345	0.9426948	0.8752164	0.73502016	0.8147547	0.79156387	0.7927232	0.74898577	0.8815869	0.837183	0.8266134	0.7262366	0.8188011	0.92114097	0.93157935	0.8385787	0.7882868	0.8221929	0.83994764	0.88615537	0.7585758	0.9195976	0.6981884	0.76046616	0.6937597	0.8803094	0.85815746	0.8474901	0.93876964	0.8449374	0.84408635	0.91592455	0.71056634	0.9162918	0.8143909	0.85947394	0.85739684	0.73863375	0.6833216	0.8708168	0.92275566	0.7416022	0.82032216	0.9471102	0.96432614	0.9211279	0.8510471	0.9036487	0.9229741	0.68822193	0.8313444	0.6800486	0.9149818	0.863142	0.83436716	0.788017	0.90496457	0.77343446	0.9201726	0.91975456	0.8476459	0.75045466	0.79304576	0.9771619	0.73087	0.89235044	0.7574402	0.72668594
ga/verb	0.9448327	0.8960161	0.85601324	0.46081007	0.8789064	0.9705461	0.8523903	0.92821234	0.6584971	0.8259244	0.90887254	0.9518791	0.8288609	0.8845327	0.876135	0.8885291	0.82725406	0.9539817	0.9314718	0.84520435	0.7152527	0.83778226	0.8285731	0.88906115	0.9812043	0.9392599	0.79658353	0.67408085	0.89015687	0.8341531	0.6877697	0.64415085	0.80949116	0.8785169	0.97410935	0.86645114	0.6429168	0.8801898	0.9199446	0.92538804	0.73525304	0.79244673	0.92289585	0.8048172	0.9072967	0.7988662	0.66189396	0.82413113	0.8583355	0.82679033	0.792791	0.7681668	0.79325575	0.0	0.898341	0.7920349	0.8826139	0.88250744	0.78852165	0.898863	0.873784	0.8541003	0.7364469	0.7582253	0.77641094	0.7248014	0.9298238	0.7121403	0.66638434	0.72691095	0.81404775	0.7894156	0.9389413	0.90788764	0.8748579	0.5599812	0.89138114	0.84145075	0.7057172	0.93886185	0.9235953	0.94439054	0.84331584	0.9411729	0.91184306	0.9447211	0.93628174	0.8295376	0.83807296	0.8560667	0.9467415	0.6233529	0.8933644	0.6061765	0.93583417	0.9746188	0.8792568	0.8563936	0.92423606	0.83306044	0.9641959	0.88729703	0.91578805	0.89710325	0.65942633	0.6687734	0.56924456	0.87952834	0.83390975	0.85531306	0.939473	0.95590127	0.81012785	0.85721195	0.8697703	0.8399543	0.8917069	0.8522157	0.68263495	0.85049576	0.6129993	0.98942006	0.79418564	0.565979	0.92265755	0.94344324	0.86672515	0.84474903	0.87194914	0.6473992	0.7647206	0.7184848	0.8782668	0.8818389	0.76430947	0.9823968	0.94805497	0.7994889	0.77397805	0.891104	0.90801996	0.85915565	0.529611	0.71203077	0.88791376	0.8789145	0.95411766	0.78854215	0.8526869	0.5443411	0.8629532	0.8826447	0.7589114	0.9826066	0.8928784	0.49569482	0.80764115	0.4942088	0.9124595	0.89334756	0.8420993	0.8301899	0.6655945	0.8314461	0.71233004	0.84111786	0.8903444	0.9209182	0.8679301	0.9373003	0.8858698	0.9012005	0.81615067	0.7694483	0.6383486	0.6586033	0.83217096	0.91877025	0.85221136	0.8594295	0.89966536	0.77423424	0.72960246	0.91245914	0.73355985	0.85946953	0.9462201	0.97611004
evenzeer/adv	0.78002036	0.80481315	0.7051534	0.9373326	0.8616433	0.79908115	0.642858	0.89643496	0.7554357	0.85415083	0.58135307	0.9155864	0.7228579	0.9039472	0.9871686	0.5879985	0.8562884	0.96926725	0.91240734	0.77850354	0.81143963	0.83512944	0.8398154	0.7123645	0.85478055	0.8594124	0.7671586	0.789307	0.7034824	0.6884726	0.7823779	0.8068669	0.7485248	0.676191	0.79173946	0.70279574	0.6810477	0.8372557	0.6888941	0.79308784	0.86850595	0.8853102	0.8612328	0.7773031	0.88483936	0.7147808	0.7433973	0.8210192	0.66296196	0.80184513	0.8054985	0.8963868	0.8022921	0.898341	0.0	0.6701724	0.67065656	0.73048717	0.86402893	0.6636889	0.9035286	0.7447245	0.7005742	0.87595814	0.79577005	0.92056257	0.875044	0.7453984	0.6566632	0.88147354	0.8721056	0.87977445	0.6907303	0.80247784	0.68323016	0.77713174	0.7623037	0.68058443	0.8814057	0.7085587	0.75709754	0.94563466	0.7632282	0.70106477	0.5938635	0.79856235	0.91573805	0.92544556	0.6707828	0.88809294	0.846785	0.79647446	0.62043595	0.74057853	0.74561155	0.7887411	0.79177934	0.69152236	0.69292957	0.77254075	0.8553314	0.8105265	0.73822737	0.88407403	0.9170259	0.8112706	0.77103	0.84287894	0.9049317	0.717293	0.8370603	0.99915284	0.6818247	0.8143984	0.7773859	0.8535929	0.75208706	0.8414679	0.8283274	0.77282923	0.9082099	0.8280482	0.9214332	0.8892803	0.713534	0.8184471	0.7973393	0.72783935	0.7208121	0.77478063	0.87888634	0.7596391	0.6307615	0.689385	0.8734925	0.8430293	0.84714866	0.86230606	0.6960261	0.85075355	0.881641	0.7911251	0.75749344	0.717775	0.699759	0.7950978	0.7864771	0.9292792	0.88433075	0.85256743	0.80128825	0.83136904	0.63035494	0.76067245	0.9489642	0.9242352	0.642268	0.77887076	0.72991246	0.68834245	0.8283333	0.71204734	0.72416675	0.7964441	0.95401824	0.72204727	0.91393596	0.94851226	0.8773116	0.86768705	0.72939473	0.650993	0.82911766	0.9404321	0.8674896	0.86542976	0.90509546	0.78464365	0.78336644	0.76876795	0.94245625	0.79330736	0.83398587	0.75575197	0.7183671	0.76379913	0.76291704	0.8292247
intens/adj	0.77836424	0.9274385	0.7293228	0.8877486	0.8888762	0.8598848	0.5336553	0.942132	0.69386566	0.88028616	0.6889429	0.875249	0.59311503	0.9064101	0.9440546	0.83426905	0.8527544	0.9536346	0.9269347	0.8105541	0.8868475	0.8551231	0.7344793	0.8440725	0.92006886	0.81326556	0.7047236	0.68156713	0.79554003	0.42630553	0.8454575	0.7992044	0.88465357	0.598318	0.84072006	0.7293124	0.64470875	0.86147785	0.81881887	0.9122029	0.92444116	0.8638606	0.96778935	0.697791	0.8149923	0.7171557	0.5546322	0.8539598	0.8167237	0.8559829	0.7371259	0.79637575	0.85385495	0.7920349	0.6701724	0.0	0.8168647	0.7098544	0.8630612	0.7306831	0.8521248	0.47227257	0.7939502	0.83335507	0.61558497	0.8753577	0.91234934	0.51489395	0.60213786	0.83403444	0.89268607	0.862009	0.74712247	0.7475972	0.42792654	0.76217127	0.86512566	0.67599404	0.8411597	0.7468227	0.92326295	0.91900265	0.90272087	0.90166503	0.7846435	0.9269009	0.83503264	0.9796366	0.4184562	0.7235631	0.86133343	0.65103054	0.6370671	0.690679	0.6435081	0.9180641	0.84964556	0.6014574	0.63350844	0.80275464	0.7740168	0.7282166	0.81263673	0.8899787	0.8197086	0.77565193	0.7674357	0.8980818	0.82396346	0.69370127	0.7201129	0.90209764	0.64011586	0.8061355	0.8316117	0.92890686	0.82658374	0.71700037	0.8426452	0.90064883	0.9068041	0.8870539	0.87513286	0.8084465	0.9327515	0.87314	0.62509644	0.83098507	0.81318074	0.73121214	0.7959976	0.5502074	0.74248433	0.8393082	0.80759877	0.98264754	0.93187904	0.92274034	0.71286166	0.7143773	0.928269	0.5813036	0.57970876	0.6740711	0.67890453	0.7457675	0.89655554	0.9207809	0.8184804	0.8701385	0.8588121	0.77596503	0.65429014	0.828132	0.8671494	0.89605355	0.4711097	0.7753063	0.8880259	0.8385971	0.8143712	0.8170754	0.73300785	0.93244183	0.8956707	0.509633	0.96701884	0.9263688	0.86997545	0.9237907	0.7483798	0.74653167	0.82478386	0.93037224	0.778968	0.8073998	0.8411551	0.8224668	0.7200316	0.8385241	0.68304884	0.85944	0.81767464	0.76478356	0.9014211	0.8401753	0.8693198	0.8981569
oorlog/noun	0.58081555	0.53429615	0.7663999	0.96462435	0.87951505	0.5513357	0.6107768	0.78981423	0.80575925	0.8474702	0.92093766	0.892109	0.4859873	0.8598558	0.93412936	0.8661008	0.9273156	0.91403615	0.7519217	0.57137024	0.86877203	0.792462	0.8388689	0.46452564	0.5771407	0.6493828	0.81264305	0.8782172	0.8093643	0.7137966	0.7543535	0.7668456	0.78934926	0.8192475	0.6589662	0.80967426	0.76627386	0.6199383	0.44266266	0.8847924	0.8549005	0.761172	0.8854562	0.6830193	0.89786124	0.88565314	0.8775512	0.77260315	0.65883476	0.70125896	0.88385123	0.92684776	0.59991884	0.8826139	0.67065656	0.8168647	0.0	0.62682015	0.8125634	0.7536725	0.81767976	0.8546373	0.7999117	0.69768995	0.889456	0.8984536	0.8229821	0.7592318	0.77818966	0.84760344	0.9008979	0.91744787	0.92385757	0.3685615	0.719761	0.8168612	0.44596696	0.742	0.8335336	0.5332998	0.6681697	0.95010895	0.8317645	0.88821435	0.8500271	0.6028209	0.797266	0.98478615	0.68691146	0.8692486	0.793515	0.851565	0.38214672	0.85927004	0.766844	0.785201	0.9552722	0.6105635	0.7044982	0.7596952	0.6683942	0.7271236	0.73946667	0.7723571	0.9381537	0.8192887	0.9026084	0.807634	0.81359994	0.8828204	0.7092552	0.86808145	0.8336494	0.82867455	0.72767776	0.9386604	0.7735263	0.76926494	0.681136	0.8558339	0.9478113	0.9829478	0.9319347	0.8709333	0.6942239	0.52550757	0.7846993	0.6896364	0.8832837	0.81207687	0.86375934	0.72399896	0.6194174	0.7650339	0.8591863	0.8278166	0.79046285	0.84551394	0.8177177	0.79443276	0.5479078	0.8867705	0.82820904	0.8374679	0.46252036	0.7390702	0.7480509	0.77663815	0.84162563	0.83588076	0.7521337	0.82057786	0.7453214	0.9116369	0.820071	0.85112	0.79677224	0.7566185	0.43545276	0.7796445	0.8115774	0.63810444	0.7520672	0.7544639	0.9459205	0.8857903	0.9070914	0.83852357	0.91116726	0.7484827	0.62409735	0.44002646	0.82426786	0.8961604	0.7804477	0.8714098	0.9295689	0.6696478	0.7515234	0.6994538	0.9714915	0.7726568	0.88940924	0.7419435	0.74590874	0.7694077	0.64525163	0.61993384
