	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
woord/noun	0.77625155	0.8550657	0.84423155	0.92339754	0.8707386	0.8625971	0.68867195	0.89158106	0.7667913	0.86091495	0.79121417	0.9474602	0.7490341	0.94222313	0.95297444	0.8225359	0.9250818	0.9890111	0.9214474	0.7570287	0.8952786	0.76028264	0.65968186	0.8019868	0.90296215	0.86463135	0.8612777	0.6062678	0.73409545	0.67279637	0.8064097	0.76231986	0.77513933	0.7315599	0.8587593	0.0	0.6338856	0.9114244	0.7893292	0.8756445	0.928589	0.9355857	0.8974923	0.6495701	0.9132401	0.8270857	0.78852004	0.7841686	0.700908	0.82500046	0.794371	0.9199074	0.8031499	0.86645114	0.70279574	0.7293124	0.80967426	0.7772071	0.87974864	0.84670365	0.8944882	0.737891	0.76378953	0.79018664	0.74153924	0.86446065	0.92796284	0.68117595	0.6842129	0.76947063	0.9437829	0.7835916	0.9374774	0.756149	0.6655661	0.7244587	0.825999	0.73132515	0.9074681	0.6480143	0.754746	0.8912379	0.61350274	0.90220875	0.74722195	0.8194053	0.8959614	0.9569143	0.63563156	0.6527809	0.9053091	0.6542635	0.74451363	0.80866885	0.92193544	0.7499813	0.9740265	0.7888498	0.757496	0.79514384	0.9118937	0.7844591	0.7603609	0.8157289	0.8900089	0.70776206	0.7652632	0.8924516	0.8573078	0.7995815	0.72436523	0.95294684	0.8167772	0.88530236	0.72055656	0.95615226	0.8672706	0.8355887	0.85093546	0.7659359	0.89887726	0.93626994	0.7935422	0.8193953	0.8742428	0.8395092	0.80252606	0.69475096	0.70827776	0.7466527	0.8703329	0.67388904	0.81155163	0.8119978	0.83079	0.9258069	0.78542167	0.88121724	0.876598	0.8450273	0.87097037	0.75934184	0.6347952	0.65417385	0.6981107	0.82581913	0.8923135	0.8900269	0.74816954	0.84918046	0.77374107	0.8532288	0.79842603	0.8533039	0.8709131	0.854864	0.7075974	0.7082168	0.8025938	0.9342654	0.8947967	0.6459078	0.78016037	0.87091297	0.89827204	0.5774756	0.9240599	0.9739324	0.8794987	0.8995236	0.8629124	0.7255225	0.88521093	0.8984521	0.88727105	0.8082622	0.9374364	0.8095323	0.63259697	0.88363934	0.886974	0.83822334	0.7840928	0.877253	0.86070156	0.9179269	0.8390323	0.79413235
leer/verb	0.7774342	0.8829595	0.7726133	0.8276068	0.8760549	0.7460055	0.64250267	0.76218486	0.48696607	0.7115706	0.8855178	0.8449919	0.62397456	0.89558035	0.92280227	0.7052746	0.9143241	0.8910904	0.89123315	0.7393328	0.80637884	0.76094294	0.8076556	0.7567789	0.86243844	0.7812649	0.594983	0.574209	0.74384654	0.46091574	0.7545379	0.62227	0.79292023	0.63462174	0.8997771	0.6338856	0.0	0.7496299	0.77809286	0.83847016	0.7961715	0.6001216	0.9367951	0.8193326	0.8167023	0.8095851	0.5303633	0.7959061	0.73223054	0.90010005	0.50612736	0.735463	0.8657705	0.6429168	0.6810477	0.64470875	0.76627386	0.7760043	0.8705542	0.6395214	0.8091109	0.5156324	0.76313984	0.7772345	0.55847096	0.8736753	0.8359324	0.7160746	0.66513366	0.7509221	0.8991332	0.8791802	0.899916	0.79212546	0.56864107	0.51417327	0.775181	0.71651345	0.80310404	0.74375254	0.6857048	0.9386533	0.75040823	0.81182516	0.8357237	0.89871085	0.8450225	0.90571433	0.57511705	0.71083784	0.98488057	0.615762	0.6738726	0.7089185	0.79746234	0.8857757	0.86069214	0.75300145	0.5480345	0.6635653	0.89057165	0.72271	0.7759387	0.83125377	0.8518903	0.6871176	0.72656894	0.7052124	0.82827413	0.6525787	0.7021271	0.9371616	0.6328842	0.9009713	0.870518	0.8762069	0.89654213	0.8009857	0.6412716	0.85452235	0.7414658	0.9728367	0.8188545	0.72914684	0.9074321	0.85325	0.80339044	0.71463495	0.85344446	0.60881054	0.84132206	0.69375086	0.66490054	0.70546865	0.8927698	0.96637625	0.9746894	0.91032034	0.6824711	0.63670397	0.91111076	0.8279422	0.51775396	0.6520822	0.6841627	0.86034423	0.8714773	0.8960013	0.8654748	0.6215383	0.69964164	0.7803688	0.711385	0.88243824	0.86164284	0.711194	0.63631266	0.61174953	0.8195755	0.85528713	0.8485167	0.6968986	0.617481	0.7013604	0.88198245	0.4957239	0.8154523	0.95406914	0.71681714	0.87257063	0.74038243	0.6821666	0.6823803	0.76884127	0.86166716	0.66532725	0.9338475	0.841671	0.72897434	0.90047157	0.90227103	0.80145943	0.60670066	0.80169284	0.72609174	0.85144377	0.8537979	0.9087383
Duitser/noun	0.7243309	0.83005965	0.8260312	0.8629229	0.84901774	0.72148824	0.7992535	0.7221345	0.79420984	0.8347399	0.8721278	0.9582074	0.6865045	0.9128525	0.8861894	0.82383424	0.94806755	0.9363355	0.86784565	0.37846565	0.9323963	0.76501375	0.89658326	0.68280673	0.8848681	0.8818064	0.8740991	0.8749898	0.9054483	0.7686751	0.81683546	0.7228855	0.73532534	0.8879384	0.9197017	0.9114244	0.7496299	0.0	0.7655432	0.9184538	0.84525394	0.8004222	0.93449664	0.77891773	0.9584434	0.85050696	0.82277244	0.7783237	0.8443211	0.9231441	0.8561874	0.9710943	0.77709794	0.8801898	0.8372557	0.86147785	0.6199383	0.8479804	0.91730314	0.67607343	0.7415466	0.76658916	0.898846	0.8219541	0.73281693	0.8563463	0.8116824	0.8916372	0.720407	0.7955969	0.8980473	0.80801475	0.7971924	0.75144494	0.7806482	0.8217978	0.69594365	0.6742488	0.7439587	0.7859917	0.51187426	0.9541125	0.80889744	0.96199423	0.69648594	0.8703011	0.8566538	0.9559923	0.86782306	0.84029186	0.86800885	0.8014514	0.7160463	0.8691995	0.867051	0.8774073	0.9502006	0.8136916	0.73222375	0.841024	0.70666933	0.79167247	0.7753191	0.87467647	0.9378594	0.74443865	0.86050785	0.83237225	0.84354246	0.875589	0.8537058	0.89328915	0.887313	0.9213289	0.847841	0.9666384	0.9509651	0.9139473	0.76104945	0.9122671	0.8210148	0.8602814	0.91676015	0.79795325	0.87594306	0.8408225	0.92566967	0.8105018	0.88649505	0.80189204	0.88006324	0.7600242	0.8144728	0.8916367	0.8270587	0.90899074	0.84736586	0.9017978	0.760209	0.82609236	0.77393997	0.841063	0.7860112	0.79701966	0.603129	0.85373807	0.8186008	0.8586479	0.9298581	0.79603636	0.8740204	0.9347863	0.7303641	0.75724125	0.8473219	0.7942398	0.8864187	0.718422	0.76437277	0.89196557	0.8047617	0.7725605	0.81069815	0.7159493	0.9089178	0.850773	0.902872	0.72335017	0.91144156	0.6844601	0.2612133	0.543916	0.858226	0.9280938	0.85980874	0.8764204	0.8683108	0.76263714	0.86554646	0.8496771	0.8799693	0.8896382	0.85139906	0.9061345	0.4004935	0.80708474	0.8642056	0.8355419
islam/noun	0.6309764	0.76742625	0.82692546	0.94672513	0.7890732	0.39685208	0.56781805	0.9386687	0.8345985	0.9170879	0.96761006	0.94714844	0.6175597	0.8774661	0.9473666	0.8587076	0.83373314	0.9767171	0.8740256	0.6809969	0.8564668	0.75808525	0.9117443	0.37476647	0.36242247	0.3347141	0.7906105	0.7970704	0.8317543	0.7362486	0.8596025	0.7749697	0.83794427	0.6778693	0.46168238	0.7893292	0.77809286	0.7655432	0.0	0.71515906	0.9210069	0.86047876	0.86469555	0.7884528	0.88517743	0.8369599	0.882099	0.8931147	0.5593108	0.79034734	0.8911383	0.9187651	0.79027337	0.9199446	0.6888941	0.81881887	0.44266266	0.34024864	0.76581925	0.92453074	0.8596232	0.86346245	0.78626513	0.8403652	0.921358	0.7727476	0.7696837	0.64019644	0.81212306	0.8371242	0.95239115	0.903273	0.92246777	0.5244225	0.8373953	0.8871733	0.37654442	0.6704501	0.8956938	0.61588013	0.78746736	0.92771775	0.8507242	0.72078615	0.89181733	0.75252813	0.82222694	0.9716947	0.7202935	0.6866598	0.80109787	0.83516514	0.5387994	0.8432274	0.7376693	0.70974135	0.95252794	0.7261888	0.81351084	0.84991395	0.7105781	0.77904886	0.829206	0.9063066	0.856687	0.8116264	0.889915	0.842626	0.83765423	0.83148897	0.7627011	0.9384716	0.7513293	0.85558903	0.62761104	0.93534184	0.86687887	0.83597904	0.74805707	0.72656125	0.9227086	0.9284804	0.9198823	0.9484441	0.75477654	0.55042255	0.7150849	0.6411639	0.7825867	0.76250243	0.84921086	0.79263526	0.5749725	0.6531749	0.8293565	0.93802917	0.839558	0.8393317	0.92731756	0.8397387	0.79129136	0.83808017	0.7874666	0.84587944	0.53722924	0.6680653	0.74244165	0.9145137	0.91521174	0.89327174	0.756849	0.7178601	0.7410041	0.90055865	0.9320342	0.8660284	0.74189997	0.7643795	0.39072847	0.7669929	0.87214196	0.66042376	0.7543923	0.7623278	0.9143511	0.7603862	0.9805021	0.9709037	0.89687717	0.87675005	0.8237432	0.64523077	0.7998935	0.96082014	0.83783305	0.8937448	0.8737931	0.7572737	0.6894716	0.79862404	0.95067203	0.7941705	0.85550386	0.81730336	0.8261795	0.8220002	0.5933311	0.7382536
systeem/noun	0.79551923	0.92198837	0.77922	0.8827689	0.87492895	0.78504884	0.7533505	0.80415875	0.790331	0.77564967	0.9505551	0.963279	0.88792837	0.95399046	0.81971043	0.94397366	0.8697294	0.9883695	0.95533127	0.8666706	0.9234478	0.7212342	0.8972512	0.75254405	0.89883304	0.87111545	0.9217011	0.7330334	0.6958528	0.8993198	0.6358986	0.8287227	0.94177043	0.82243943	0.7007291	0.8756445	0.83847016	0.9184538	0.71515906	0.0	0.9031389	0.7903425	0.9898884	0.8246906	0.97751737	0.7102485	0.94593453	0.82443774	0.7769611	0.82167125	0.9369318	0.9200241	0.9405631	0.92538804	0.79308784	0.9122029	0.8847924	0.81971884	0.7735369	0.93721175	0.90786016	0.9508584	0.73770857	0.8741554	0.84888196	0.7815322	0.6662645	0.82992303	0.8401171	0.83072615	0.89932334	0.9437291	0.92576844	0.8697047	0.927944	0.8244525	0.70250267	0.82429004	0.9270316	0.76214725	0.91786027	0.96267724	0.90610963	0.7223568	0.9280471	0.90991575	0.9530788	0.5453572	0.90130794	0.9161485	0.89618415	0.8477031	0.84585446	0.78777933	0.8514552	0.7941026	0.9618803	0.7619469	0.93095154	0.9188503	0.8454969	0.92686635	0.80334026	0.9572024	0.88846713	0.8606592	0.8561419	0.7842528	0.8622948	0.7788311	0.8705373	0.95265883	0.78399456	0.896156	0.791762	0.9699933	0.7695724	0.85753167	0.85767895	0.7090162	0.88449657	0.94576573	0.860894	0.87689525	0.7956676	0.8076473	0.79365325	0.758442	0.8713377	0.72594357	0.8235667	0.8426921	0.6433989	0.77936834	0.7533612	0.95490867	0.9167101	0.9097793	0.84434557	0.82788295	0.8947844	0.8317948	0.79738355	0.8029546	0.7914604	0.68044454	0.8423617	0.7980499	0.8641593	0.80795807	0.8062361	0.9566467	0.74248135	0.89227283	0.832018	0.8531674	0.7582646	0.82469636	0.79893374	0.7340051	0.9189224	0.88739336	0.7971899	0.93180215	0.89261144	0.88478446	0.77786356	0.99867386	0.98559725	0.9668561	0.9069669	0.84893095	0.80850035	0.8758198	0.9423989	0.68400925	0.9199968	0.884837	0.8822493	0.8816155	0.94543844	0.8499542	0.8670837	0.84253025	0.8395256	0.92995226	0.7974447	0.83208275
meute/noun	0.8853645	0.7624793	0.9078205	0.86734194	0.874775	0.82276654	0.9369102	0.90542245	0.8130934	0.86981416	0.97723556	0.9591698	0.8728862	0.8874747	0.74353105	0.9214698	0.9499764	0.9213805	0.9873321	0.88085496	0.8792055	0.7949024	0.9395788	0.8727603	0.92997104	0.97051823	0.8643713	0.9004366	0.92611337	0.8718182	0.854117	0.76044875	0.8666268	0.96146154	0.9420862	0.928589	0.7961715	0.84525394	0.9210069	0.9031389	0.0	0.8839499	0.9421734	0.9121299	0.91811866	0.80034834	0.6955815	0.92520064	0.92074394	0.8395478	0.87810665	0.57695556	0.8336617	0.73525304	0.86850595	0.92444116	0.8549005	0.9168862	0.8390386	0.9285209	0.91096497	0.86299944	0.94321954	0.8757272	0.83503133	0.8428982	0.82442725	0.8493134	0.90134376	0.85940266	0.85314023	0.9329717	0.7596061	0.8975302	0.90522474	0.75250816	0.8447964	0.8014329	0.8760995	0.81670684	0.92561585	0.98603827	0.8669237	0.92209476	0.92561835	0.9289069	0.7685103	0.9603753	0.8860079	0.9717538	0.8472949	0.8040546	0.90275335	0.83583915	0.93584335	0.9832812	0.9065877	0.86629665	0.8679271	0.9331747	0.94809484	0.8987821	0.8557902	0.81785446	0.89264256	0.87576276	0.7657387	0.9120584	0.9436631	0.8960055	0.8417019	0.95486253	0.842647	0.9426701	0.816165	0.88196033	0.9135641	0.92277676	0.765301	0.90968585	0.91904604	0.7721832	0.8841818	0.8170601	0.86686516	0.8443227	0.9532873	0.8523019	0.9598073	0.8143976	0.93519187	0.8819593	0.7610779	0.9332065	0.9857612	0.9828264	0.98226106	0.6090988	0.90991217	0.84381497	0.86279684	0.89533925	0.8238158	0.91323483	0.89720887	0.9016808	0.9287715	0.8797964	0.90041775	0.8107537	0.85726714	0.89704776	0.8619965	0.8313592	0.93428093	0.59006786	0.9089339	0.7969901	0.91259784	0.9066096	0.98908216	0.7721534	0.8585534	0.8734325	0.80385315	0.9564898	0.8828664	0.9204068	0.8549813	0.8483921	0.8745526	0.856972	0.8543975	0.7712118	0.7727313	0.88062996	0.7708692	0.9398572	0.8499087	0.92404205	0.9451287	0.7926605	0.6138883	0.9184427	0.7871977	0.8857131	0.87511045	0.9685259
dagelijks/adj	0.84265876	0.82114375	0.7942127	0.8383813	0.8367775	0.8947251	0.7908434	0.670403	0.71876657	0.52985555	0.93263346	0.8526635	0.72093964	0.8500379	0.88604605	0.83720905	0.90959376	0.864599	0.84567654	0.82175046	0.9015363	0.69321156	0.79657775	0.7876316	0.93385375	0.96815664	0.8443413	0.76173705	0.7762095	0.82735646	0.76430094	0.75544727	0.88362646	0.8421757	0.8254478	0.9355857	0.6001216	0.8004222	0.86047876	0.7903425	0.8839499	0.0	0.9409041	0.76738405	0.88366896	0.92275894	0.8368655	0.8671368	0.74078465	0.92719734	0.81205535	0.8572689	0.8273186	0.79244673	0.8853102	0.8638606	0.761172	0.8696054	0.82874095	0.7017467	0.84251875	0.9114397	0.70200694	0.8893774	0.7715578	0.8365912	0.7745254	0.8876017	0.7613435	0.77447313	0.96455956	0.95543927	0.8590424	0.9256424	0.9435501	0.76310885	0.7887236	0.7488631	0.8258234	0.8680396	0.9290863	0.9472495	0.87921035	0.8515078	0.92775804	0.94612664	0.89159715	0.8667743	0.87891865	0.80345124	0.8899476	0.7203708	0.84052587	0.7352315	0.838477	0.86614364	0.96128553	0.92249453	0.69960606	0.6041265	0.8277281	0.9275848	0.75019085	0.91584104	0.8184371	0.8366548	0.81436855	0.58761156	0.8534262	0.91609854	0.8015604	0.8260001	0.8442125	0.8336096	0.9091829	0.94507855	0.84403694	0.6820444	0.7675615	0.95004725	0.72881407	0.9138923	0.729771	0.7013999	0.86845917	0.7302687	0.8101807	0.6355357	0.9839915	0.63690996	0.84844214	0.57896423	0.754107	0.80812305	0.7811394	0.983386	0.9938506	0.8233129	0.7910896	0.8677577	0.9501958	0.797786	0.75324905	0.74253833	0.8729996	0.7254845	0.9132668	0.8949002	0.8644241	0.56058466	0.73668987	0.8721144	0.69907224	0.9221331	0.7976658	0.80021715	0.71712184	0.67068875	0.883788	0.9215993	0.76984304	0.8579601	0.7344005	0.77768826	0.8957373	0.83294785	0.7871586	0.91229534	0.6306388	0.7957948	0.7486112	0.8483835	0.8089113	0.77906215	0.83793676	0.60426855	0.9040718	0.9037918	0.8901075	0.7879803	0.8672448	0.9079094	0.7963488	0.82833815	0.8201792	0.8661355	0.8372595	0.90043706
varken/noun	0.96294755	0.9650507	0.87574536	0.90592843	0.9253952	0.9093628	0.9569745	0.94278073	0.9454603	0.94904256	0.98316455	0.9961219	0.9396541	0.93384707	0.9677403	0.9844369	0.95075667	0.9517045	0.9849897	0.91005975	0.91400915	0.9648043	0.9297333	0.7493285	0.91502017	0.9186619	0.95565814	0.9169659	0.6708243	0.96684945	0.8485488	0.92678463	0.7714062	0.94589835	0.90589845	0.8974923	0.9367951	0.93449664	0.86469555	0.9898884	0.9421734	0.9409041	0.0	0.78575784	0.97248393	0.9227155	0.8764138	0.89942926	0.92589974	0.9500415	0.9208173	0.96999586	0.94194037	0.92289585	0.8612328	0.96778935	0.8854562	0.90374506	0.82423085	0.96655583	0.81983876	0.83637583	0.8224946	0.9054128	0.8977388	0.941321	0.8796203	0.950283	0.8019028	0.9339246	0.90533173	0.94566286	0.9016885	0.9285213	0.9500754	0.90794104	0.84281754	0.87191665	0.941302	0.9072569	0.8266716	0.93406665	0.9519364	0.95952404	0.96414214	0.9198457	0.91810703	0.9222874	0.96702427	0.8964334	0.97825927	0.9038171	0.8773377	0.9243671	0.9782039	0.9737732	0.2709595	0.9018267	0.9436498	0.93858325	0.94363856	0.9240558	0.9082245	0.9539475	0.9571698	0.88503945	0.91675335	0.9070356	0.86456114	0.89351624	0.9332433	0.98202413	0.9203508	0.9727473	0.9335069	0.9300372	0.88162875	0.97901475	0.9184891	0.7907841	0.69301915	0.9741423	0.73046225	0.870532	0.8962089	0.9300715	0.9653207	0.9582697	0.9596269	0.80883723	0.9371722	0.92183256	0.92693716	0.84747744	0.9435931	0.7976738	0.95483863	0.9331151	0.75188804	0.94748	0.9899435	0.96298105	0.7976	0.8439393	0.9045296	0.9219842	0.7335824	0.89857197	0.95519406	0.8579689	0.8306964	0.98611677	0.9027785	0.9826765	0.84114873	0.8175419	0.95553005	0.7653605	0.95711094	0.90597343	0.95615256	0.862411	0.8819559	0.62214375	0.8446469	0.87853825	0.9138252	0.9692179	0.8562131	0.9862462	0.9783838	0.8392667	0.7630947	0.9506995	0.9046447	0.9010606	0.8683279	0.9565385	0.8411054	0.9701191	0.9584244	0.8590256	0.96388525	0.88948786	0.9147264	0.6921638	0.95426095	0.95768064
zelfs/adv	0.7246769	0.8261813	0.70405763	0.87660223	0.7659494	0.8066711	0.7944844	0.7468499	0.7611718	0.77009267	0.8486542	0.87233907	0.612823	0.926247	0.8651232	0.82093364	0.83142376	0.8970004	0.88324994	0.710533	0.8545996	0.7287178	0.69549876	0.76344836	0.9039974	0.927348	0.8574252	0.7570218	0.7504714	0.7559184	0.67297363	0.7257358	0.8645171	0.741876	0.83073556	0.6495701	0.8193326	0.77891773	0.7884528	0.8246906	0.9121299	0.76738405	0.78575784	0.0	0.7315487	0.786961	0.85744727	0.65307915	0.6652226	0.7417966	0.8422372	0.8396889	0.8507748	0.8048172	0.7773031	0.697791	0.6830193	0.86659336	0.8667835	0.77856576	0.6762057	0.8000877	0.7171933	0.69632083	0.6907369	0.78703064	0.8575842	0.6924565	0.6592699	0.7155459	0.9244243	0.7835481	0.75803006	0.73071015	0.68039757	0.7593413	0.76763576	0.6262958	0.8374376	0.72722137	0.72799194	0.90204716	0.75092757	0.9398608	0.7325932	0.78890276	0.8550812	0.9000854	0.7402011	0.68586826	0.83736545	0.64369595	0.60900104	0.6059576	0.7886786	0.7686302	0.85657	0.7312107	0.7717865	0.7282286	0.6499384	0.7258951	0.7533165	0.84838855	0.7881241	0.74613917	0.7994926	0.81682837	0.7530675	0.8212173	0.80985135	0.9589073	0.8343218	0.68285424	0.71190083	0.9403283	0.76853627	0.66475785	0.85011727	0.73940086	0.76491916	0.9350598	0.8023033	0.6688923	0.61910015	0.6885931	0.77120227	0.68666947	0.7911034	0.6108519	0.80840284	0.47557688	0.6846967	0.82526344	0.7057407	0.8800915	0.69545734	0.8645714	0.80824745	0.8295958	0.8312925	0.6924096	0.6901146	0.659105	0.71533555	0.74790716	0.85038656	0.7846427	0.57395494	0.64240885	0.74880433	0.8153266	0.6896857	0.89020896	0.6839429	0.76368517	0.70677507	0.6484331	0.8021109	0.8739705	0.66727865	0.7828571	0.6123445	0.86381704	0.800693	0.6913305	0.87865907	0.6639166	0.8573394	0.9044387	0.70488924	0.6454998	0.7694712	0.81725335	0.87018144	0.75677705	0.7624145	0.63920265	0.79922247	0.6822481	0.8595706	0.8100709	0.78801864	0.80159694	0.77769864	0.812723	0.8438988	0.70086145
grinnik/verb	0.9536626	0.97432166	0.9127852	0.8588478	0.7495771	0.90703034	0.9055182	0.87793213	0.8607281	0.8623464	0.8938443	0.7379556	0.875426	0.93429816	0.8841519	0.88704854	0.92158616	0.8568082	0.9754243	0.93502647	0.8739873	0.90241885	0.9249052	0.9252071	0.96314144	0.980686	0.85983115	0.8992935	0.9676189	0.85576415	0.923673	0.9195384	0.8832433	0.9069017	0.9362663	0.9132401	0.8167023	0.9584434	0.88517743	0.97751737	0.91811866	0.88366896	0.97248393	0.7315487	0.0	0.8440193	0.94454086	0.7256938	0.9239981	0.8684834	0.7921046	0.8870776	0.89164245	0.9072967	0.88483936	0.8149923	0.89786124	0.873803	0.87445366	0.9021364	0.8240428	0.8912989	0.85423493	0.87154937	0.6950382	0.797287	0.93675554	0.85203797	0.8490481	0.8949918	0.93222237	0.91063297	0.88184357	0.9359585	0.7149426	0.82502085	0.92880905	0.79302174	0.7344762	0.9673514	0.9186336	0.9613274	0.7989922	0.96700937	0.9117539	0.9586821	0.93765664	0.9728303	0.8932367	0.9147898	0.93205714	0.8398371	0.81633514	0.6926792	0.93745846	0.9729787	0.9713336	0.8763607	0.91881645	0.8934593	0.851079	0.8701741	0.78268635	0.76206654	0.6089585	0.7370232	0.84908086	0.85416293	0.96090627	0.91630185	0.9693424	0.9236987	0.8677264	0.8611875	0.8395784	0.8977257	0.9593786	0.86125976	0.8692583	0.94778836	0.8217569	0.65064716	0.89377683	0.8421719	0.86726075	0.9479977	0.8421005	0.8949531	0.9633985	0.65779626	0.822564	0.71756303	0.75682956	0.9077388	0.8619165	0.9817262	0.9464558	0.94645125	0.8162617	0.8734478	0.9144708	0.82724744	0.88183767	0.8604485	0.93195176	0.89538497	0.9092736	0.97829133	0.89932007	0.7020665	0.92576426	0.6772473	0.86583674	0.6177324	0.87489694	0.7764958	0.72933245	0.7349222	0.9483421	0.95888233	0.9617941	0.9151925	0.64617515	0.8971171	0.8834465	0.9557513	0.9728752	0.95291865	0.7256095	0.9822621	0.9308507	0.8687114	0.8225547	0.8070358	0.9030203	0.82442063	0.70822203	0.806703	0.88854843	0.87119246	0.76691425	0.9278451	0.8210136	0.915461	0.9596704	0.93122876	0.90598476	0.92432934
type/noun	0.9229496	0.8941416	0.8496807	0.8201733	0.7809551	0.8693983	0.72949064	0.9355724	0.82322896	0.87206984	0.9015991	0.8783758	0.7507429	0.927046	0.8792685	0.72132075	0.7968393	0.977103	0.9185713	0.8813514	0.8277894	0.745142	0.82188	0.8600496	0.9308366	0.9860513	0.83632016	0.81560594	0.854152	0.8031777	0.673144	0.8266049	0.9158267	0.73496044	0.893322	0.8270857	0.8095851	0.85050696	0.8369599	0.7102485	0.80034834	0.92275894	0.9227155	0.786961	0.8440193	0.0	0.67245686	0.9184874	0.8035626	0.8583509	0.7538432	0.7131063	0.9571718	0.7988662	0.7147808	0.7171557	0.88565314	0.8146484	0.78488624	0.858867	0.8375363	0.8251509	0.54027	0.89394164	0.8520103	0.8069325	0.9663509	0.8066412	0.78101516	0.8896511	0.7583756	0.81321764	0.8534845	0.8981432	0.7787632	0.75159967	0.83620447	0.7235559	0.8032549	0.8632939	0.9522459	0.92145514	0.80809164	0.73583335	0.7759755	0.8757468	0.8832943	0.77276564	0.7241354	0.83643705	0.7929188	0.7058171	0.85381246	0.78603166	0.87390953	0.9309816	0.89729947	0.5819627	0.92494816	0.8630417	0.8119298	0.83234626	0.8444822	0.8878731	0.78475535	0.8022513	0.7917907	0.83837676	0.8190988	0.7461523	0.8040811	0.99800324	0.7538796	0.81492746	0.8490468	0.8731882	0.83986235	0.80074793	0.75401163	0.689152	0.8231133	0.8875079	0.9043748	0.8220154	0.8601772	0.93052214	0.8670107	0.70957196	0.90662473	0.7190014	0.7787619	0.6943446	0.7360227	0.69292367	0.782164	0.9686455	0.9064871	0.69984484	0.76939636	0.78701496	0.9251536	0.681682	0.6311257	0.607528	0.78873044	0.62213236	0.7271793	0.7061136	0.85377276	0.666022	0.77382874	0.88080686	0.78415734	0.79946876	0.833205	0.6562823	0.8128402	0.7920766	0.87873435	0.66598356	0.83118784	0.86270285	0.7744288	0.8970563	0.7018267	0.8093883	0.93660074	0.9317818	0.8757773	0.9466908	0.8340707	0.9249952	0.6909636	0.72810054	0.88107556	0.7957444	0.7239008	0.9093713	0.7784181	0.93629175	0.86978805	0.7932041	0.846918	0.76181704	0.8266684	0.7863476	0.9573561	0.9499447
