	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
haar/pron	0.8257326	0.74535954	0.8025758	0.68174154	0.83784425	0.842358	0.7870402	0.9568908	0.69344115	0.8100163	0.75107294	0.89240265	0.8202382	0.7530407	0.9158642	0.89776194	0.7753081	0.93851477	0.86190635	0.9078404	0.7742299	0.7551898	0.8091297	0.887814	0.82791424	0.86701393	0.7304823	0.7042128	0.868033	0.720582	0.77035594	0.8756035	0.8801335	0.80795157	0.82030356	0.76261365	0.78923583	0.8035103	0.834497	0.72312635	0.71691173	0.87061584	0.52279294	0.81514925	0.7578974	0.66856134	0.8941513	0.85839665	0.80358773	0.5965685	0.8632774	0.8154445	0.88467205	0.81919104	0.9156572	0.8235042	0.7844041	0.660617	0.7786493	0.81016076	0.8578649	0.6246963	0.82925594	0.6845478	0.78969455	0.41680914	0.7326287	0.6654973	0.92634314	0.6922662	0.87377095	0.7178432	0.6136807	0.73950773	0.8289108	0.48421055	0.9089557	0.94910026	0.8178672	0.87295914	0.62996936	0.6997218	0.8214465	0.778857	0.0	0.6054004	0.87087476	0.74567306	0.72427654	0.6513502	0.88314784	0.9058211	0.6638912	0.8387701	0.83139056	0.7649988	0.874912	0.84891737	0.58487177	0.7895834	0.8928398	0.8425952	0.81697667	0.82933646	0.7253566	0.85953015	0.807884	0.73997366	0.8598813	0.9038415	0.62787557	0.42261845	0.8685676	0.6910549	0.91427547	0.76281166	0.48642606	0.7021754	0.8375134	0.43355644	0.8185598	0.48088026	0.7458119	0.8430091	0.90807605	0.8538003	0.8744167	0.8224324	0.87174785	0.6997793	0.7786373	0.8815752	0.9207829	0.94130874	0.93180573	0.7788583	0.8243226	0.81530917	0.9485368	0.7979698	0.8406211	0.68880117	0.7852043	0.8469827	0.8120187	0.16091561	0.6857382
meisje/noun	0.8396125	0.8583911	0.92921597	0.7694766	0.8825245	0.86702836	0.8773121	0.9538916	0.76017684	0.81952983	0.8431497	0.8836843	0.81405264	0.90230125	0.9290165	0.94510573	0.7891036	0.9111451	0.90865064	0.8004687	0.8851389	0.8830671	0.86763716	0.850184	0.88817644	0.8604745	0.80287033	0.7983185	0.7978312	0.7933407	0.92409796	0.9421657	0.92333627	0.9327095	0.8740923	0.9161522	0.8352817	0.8722544	0.89044094	0.841537	0.8193046	0.9418066	0.7226224	0.8173549	0.8338825	0.85445386	0.8843243	0.9199535	0.9110874	0.7778331	0.77805364	0.9126167	0.94002926	0.84819686	0.9103224	0.8868329	0.8357314	0.7275773	0.84562343	0.8560365	0.82691777	0.80325305	0.8166847	0.78060734	0.80717736	0.6292833	0.8198392	0.7326474	0.9593057	0.8868873	0.8222121	0.85779	0.41938937	0.8537284	0.8989529	0.80243254	0.8981376	0.95725256	0.8326242	0.8819657	0.82656693	0.86927915	0.8573553	0.73893166	0.6054004	0.0	0.8972841	0.8842257	0.83105814	0.74603647	0.86491	0.9295773	0.6395606	0.83291245	0.8163299	0.8679691	0.9197369	0.86117846	0.7840575	0.91339403	0.8668189	0.9261045	0.900915	0.8885399	0.91344327	0.91812325	0.901601	0.87380564	0.9125313	0.89689124	0.8302572	0.8236828	0.7822598	0.6677636	0.91103333	0.90788454	0.7012602	0.8547075	0.9151963	0.8188207	0.9110341	0.852651	0.83660394	0.8277473	0.9130222	0.78290707	0.90580684	0.7758849	0.90350467	0.7469113	0.8151501	0.8601694	0.8391769	0.96401286	0.94645786	0.91179615	0.89240384	0.8651817	0.91791445	0.8919434	0.8343955	0.8632785	0.72589314	0.86937505	0.793615	0.7478892	0.84551966
Croes/name	0.7906589	0.89673126	0.902147	0.9114052	0.88919604	0.79428643	0.87595564	0.90338856	0.8988317	0.8660527	0.9129011	0.9083272	0.9104589	0.9135189	0.6610398	0.9088463	0.8394767	0.64393693	0.91837996	0.909292	0.9275652	0.86885315	0.8852489	0.8068598	0.8835807	0.90178835	0.8687202	0.9043016	0.8394323	0.87486255	0.8950446	0.80074275	0.85726166	0.9142635	0.9043121	0.88142776	0.74489707	0.9096652	0.80469525	0.86607385	0.90636545	0.8228445	0.81516707	0.78387105	0.8842399	0.87384313	0.9206701	0.92278546	0.8682072	0.9051071	0.8483017	0.82414	0.85819405	0.88837963	0.90106237	0.8800175	0.904026	0.88074607	0.80990094	0.845449	0.8721231	0.8841042	0.8418669	0.8050831	0.8419309	0.84248394	0.8648194	0.8461921	0.7781637	0.8867448	0.91029954	0.89215255	0.8972728	0.8733414	0.887661	0.87550074	0.7079704	0.9337136	0.92174417	0.7206676	0.89731365	0.85686266	0.87731147	0.84566236	0.87087476	0.8972841	0.0	0.8890399	0.89786494	0.902928	0.7631712	0.8415021	0.9261053	0.91520554	0.9001003	0.90948063	0.73545855	0.9179549	0.858109	0.83063155	0.88415396	0.7273085	0.816792	0.7884549	0.89042616	0.8920172	0.7717376	0.8533979	0.90419525	0.9208121	0.88535327	0.8780604	0.88648504	0.8640784	0.79979753	0.8375625	0.77210134	0.8325841	0.78140134	0.89107704	0.86966765	0.8684664	0.8688265	0.9090716	0.7374308	0.89240474	0.87615216	0.80279106	0.8001156	0.8879725	0.8389983	0.86939234	0.8939456	0.7105011	0.7132131	0.9006813	0.8962716	0.88760257	0.81425506	0.9029912	0.9396421	0.8353146	0.8099203	0.9051718	0.92412484	0.85181296	0.90193886
zich/pron	0.87114525	0.74811447	0.80943954	0.8125367	0.8286539	0.79399043	0.8499035	0.9467632	0.7877901	0.8783604	0.8678093	0.8889951	0.8692412	0.81126934	0.9504686	0.7903006	0.8925321	0.9490372	0.8769107	0.89495003	0.8261572	0.76996917	0.8392751	0.86060053	0.858583	0.8553853	0.8043943	0.80743474	0.889721	0.8717366	0.8525614	0.86189276	0.8303047	0.7828124	0.758342	0.82302094	0.877596	0.82157904	0.9095932	0.7838836	0.7877645	0.8457098	0.64198434	0.8869445	0.80608207	0.76212305	0.8836852	0.85096174	0.8530005	0.7259847	0.90651906	0.7545325	0.8356594	0.8342091	0.9105344	0.85157996	0.8426902	0.8005459	0.84816957	0.87921154	0.9139156	0.7518985	0.8337745	0.8785353	0.8503751	0.71018076	0.7821526	0.83091223	0.86298037	0.7646482	0.8846396	0.82923514	0.8656472	0.8377506	0.843102	0.74826455	0.93762004	0.9626235	0.90924454	0.9332401	0.7508962	0.6861005	0.73219013	0.86882	0.74567306	0.8842257	0.8890399	0.0	0.744686	0.7957252	0.9078782	0.9083636	0.78218365	0.86254305	0.8638494	0.8550339	0.91774297	0.8963517	0.77735466	0.7614888	0.8994319	0.8227037	0.7904961	0.8692	0.84077275	0.8144679	0.8261979	0.80093485	0.82251394	0.9346284	0.7772214	0.64212966	0.9267339	0.8513145	0.9508374	0.80620277	0.688707	0.79393363	0.79177177	0.52179396	0.8207737	0.48854232	0.8432645	0.89397	0.9296957	0.9048292	0.84610415	0.8663127	0.8707643	0.7747215	0.7360036	0.84835905	0.91696525	0.9243769	0.94455874	0.88786817	0.840374	0.8209204	0.95488065	0.8473463	0.861439	0.7306801	0.9113799	0.8591905	0.88742316	0.71396244	0.8286999
duur_voort/adj	0.8678398	0.7440355	0.8751482	0.68687344	0.6896746	0.83221674	0.8164962	0.9584413	0.7901112	0.87995434	0.79570335	0.8637787	0.83089197	0.78048384	0.9601724	0.79981816	0.8810777	0.95233047	0.8501727	0.90488255	0.7878415	0.7664367	0.7745455	0.87883043	0.7719183	0.70509195	0.7685493	0.6672299	0.83198667	0.8509444	0.830226	0.8985357	0.8542133	0.8211175	0.811719	0.81135654	0.8919195	0.7130063	0.8755396	0.6829114	0.7753446	0.86833066	0.70560455	0.8770232	0.8121861	0.7474258	0.8447552	0.86191505	0.7974448	0.6799438	0.85422266	0.79693925	0.8426963	0.8646397	0.8583329	0.8110843	0.7636473	0.79614365	0.83227617	0.8708814	0.88292617	0.71910524	0.7980802	0.8507136	0.81629884	0.66804814	0.73153406	0.79818577	0.9265365	0.80598944	0.8847486	0.80043817	0.81652915	0.7400449	0.81763536	0.7529999	0.93338954	0.96098137	0.86573565	0.90547746	0.73376703	0.72930485	0.6902797	0.82255024	0.72427654	0.83105814	0.89786494	0.744686	0.0	0.64809483	0.89873123	0.9127242	0.74678195	0.76950604	0.8289318	0.8077817	0.933877	0.86961865	0.75219536	0.7965363	0.9162985	0.87497437	0.7755672	0.8431274	0.8122539	0.8296794	0.8073636	0.78694224	0.7939846	0.91852343	0.82836974	0.7676841	0.94694436	0.79251015	0.9457884	0.82515013	0.70329714	0.75696963	0.834446	0.74533033	0.7580756	0.73575276	0.82345164	0.79912114	0.95010376	0.8447927	0.83595645	0.8698315	0.8797258	0.5924528	0.76484275	0.82620907	0.9160437	0.96983314	0.9530751	0.8393806	0.7995634	0.7219111	0.94937617	0.86253595	0.79131305	0.7436541	0.90794194	0.8016171	0.85743773	0.73029506	0.7337176
opeens/adv	0.87439346	0.7578558	0.8384518	0.5326839	0.8670523	0.81901705	0.7428122	0.95911086	0.6925608	0.8287791	0.72139156	0.878861	0.77458256	0.71412146	0.94925165	0.8367156	0.8491639	0.95021904	0.88076663	0.9171994	0.76189166	0.71187043	0.79384595	0.86634517	0.7979783	0.81528914	0.6966178	0.6302417	0.8054963	0.79105496	0.7733396	0.92494446	0.8690211	0.86755973	0.8637969	0.7649449	0.85371983	0.7700136	0.85413516	0.68694884	0.7438176	0.9042667	0.7568001	0.86858016	0.65791845	0.7640424	0.79100734	0.8546392	0.7948565	0.54730093	0.82700926	0.8798813	0.89743114	0.8255334	0.8831822	0.7983016	0.7540138	0.7421166	0.82107854	0.8290549	0.8171976	0.62352604	0.8413094	0.8336453	0.8233177	0.5596863	0.7291253	0.5599776	0.94152725	0.7025514	0.88551867	0.6928567	0.75388837	0.57191855	0.87599754	0.7064363	0.92685884	0.94526345	0.744404	0.9040002	0.67845416	0.7351632	0.7948818	0.85415787	0.6513502	0.74603647	0.902928	0.7957252	0.64809483	0.0	0.890481	0.90893126	0.70975095	0.7458602	0.785119	0.6620945	0.91469014	0.77114284	0.59140897	0.8217577	0.86494523	0.8867494	0.8587323	0.87269676	0.7068342	0.8542924	0.81737816	0.7314824	0.8272853	0.89410543	0.74711204	0.64084315	0.8841247	0.6151049	0.904854	0.8888955	0.6512315	0.6989168	0.8394511	0.6368921	0.7850688	0.71874756	0.7054428	0.8103007	0.93988657	0.8068665	0.85507935	0.8823596	0.8722193	0.65430146	0.80090636	0.8464775	0.889621	0.96367675	0.9462866	0.7490698	0.8134923	0.7394824	0.9390839	0.848219	0.75724554	0.7490518	0.86638623	0.8026929	0.84154665	0.7005297	0.6573756
Grosjean/name	0.47841573	0.91479313	0.9310298	0.9148287	0.9210196	0.8624601	0.8626929	0.93108225	0.8988884	0.89000136	0.9097259	0.91050833	0.89538413	0.91894567	0.76324075	0.9434681	0.8586693	0.74581575	0.93278706	0.92218155	0.93749976	0.89497226	0.90309787	0.88983065	0.91414875	0.9095901	0.86910236	0.88067174	0.90082824	0.87484205	0.9365704	0.89115995	0.91321933	0.9313917	0.91900516	0.933337	0.8613955	0.9075182	0.8745764	0.87886816	0.88831335	0.92585266	0.85577226	0.8693807	0.9166718	0.9048708	0.90239096	0.94419414	0.88598233	0.8987215	0.8090309	0.90444386	0.9159136	0.8876352	0.9102303	0.93294626	0.8930395	0.8935314	0.82956076	0.89661723	0.8358111	0.8637478	0.9010144	0.89205843	0.881296	0.85245645	0.887249	0.8444753	0.91946435	0.89602435	0.9275261	0.91376406	0.8975665	0.85725874	0.92127633	0.8746172	0.762921	0.9259525	0.94713384	0.75656474	0.910672	0.89537495	0.88296217	0.9206542	0.88314784	0.86491	0.7631712	0.9078782	0.89873123	0.890481	0.0	0.80861557	0.92203796	0.89878446	0.9120454	0.88945687	0.82321423	0.9020362	0.87673444	0.9044696	0.8727749	0.87440854	0.8968367	0.8737038	0.91148883	0.9233279	0.7829638	0.86828965	0.9119812	0.9083985	0.87605846	0.89287156	0.90761656	0.8470626	0.9022056	0.8775287	0.8080081	0.8181971	0.8842927	0.8903499	0.89205307	0.86943203	0.87827605	0.9239328	0.79308045	0.89532006	0.9162896	0.8061615	0.8086668	0.90180475	0.9253261	0.8386883	0.8799458	0.8804155	0.83216655	0.91868603	0.922324	0.89645153	0.7486056	0.9062611	0.9360453	0.8432837	0.78900135	0.9232639	0.9413864	0.86068636	0.89953965
Tomislav/name	0.88717943	0.9202622	0.9311258	0.92875415	0.92637396	0.8510532	0.8799901	0.94271517	0.9093324	0.8992995	0.9131832	0.94116807	0.93858415	0.9143363	0.8163066	0.93776536	0.8866921	0.8544395	0.94906455	0.9276123	0.9287624	0.9046143	0.9323465	0.86712074	0.9152725	0.9261972	0.90561694	0.89035696	0.88777155	0.9119635	0.9474622	0.90240604	0.8957257	0.9398526	0.9316129	0.9332688	0.8727316	0.9062634	0.89299303	0.89825404	0.92470676	0.92143816	0.8850652	0.8830601	0.91161233	0.91954947	0.92892104	0.93450934	0.86916554	0.9118024	0.87373626	0.89632434	0.9350973	0.91175705	0.9172092	0.93219805	0.924887	0.9063673	0.8931104	0.90568954	0.8992657	0.90414125	0.9153966	0.8670373	0.90199435	0.8859272	0.89528936	0.8660551	0.9054568	0.8838608	0.9375701	0.9245958	0.9181336	0.86498576	0.92935896	0.8961333	0.83684635	0.94061357	0.93233734	0.8197589	0.8963775	0.9041944	0.92092496	0.90885997	0.9058211	0.9295773	0.8415021	0.9083636	0.9127242	0.90893126	0.80861557	0.0	0.9215643	0.93684655	0.9386252	0.900081	0.8390131	0.93332195	0.87373674	0.8853799	0.88567626	0.8611788	0.8842938	0.8533691	0.9086806	0.9404327	0.7745127	0.88313293	0.918926	0.91733664	0.8916012	0.8964893	0.9242314	0.86476785	0.92952335	0.8671749	0.8275622	0.89107645	0.89564025	0.89511245	0.91211414	0.90456367	0.85854566	0.93483514	0.82167625	0.90665853	0.8875514	0.8831663	0.8439442	0.9086108	0.89914024	0.8926676	0.91813445	0.8584474	0.8406736	0.92774516	0.9308843	0.89407796	0.8980992	0.9377048	0.9512687	0.8965148	0.87999135	0.94284064	0.9384411	0.8751338	0.9269147
mens/noun	0.9080482	0.72264063	0.8547241	0.74050474	0.78786105	0.8597662	0.7554861	0.9645955	0.7368448	0.8321442	0.7257787	0.91092616	0.76169926	0.78064746	0.96338147	0.87335545	0.86688864	0.95772594	0.87890524	0.5814815	0.7899989	0.7210848	0.8436855	0.9116434	0.85046077	0.6913286	0.76934665	0.67243326	0.85831237	0.86241305	0.8447244	0.941795	0.90803784	0.8179991	0.8488906	0.8416434	0.8709388	0.77148134	0.8662413	0.72626144	0.72477937	0.9173823	0.6039904	0.8503408	0.6946691	0.64763176	0.8480432	0.85817754	0.7843758	0.56414425	0.74642235	0.8552476	0.9168455	0.7285876	0.8510909	0.8634629	0.7984561	0.62813014	0.85492253	0.869102	0.87670004	0.59261024	0.7564856	0.78435415	0.83686084	0.54260767	0.77055764	0.75252646	0.95509154	0.7050863	0.84416646	0.75415653	0.577955	0.8101041	0.84535944	0.68444526	0.94298613	0.9900364	0.8747715	0.9429369	0.6267029	0.63582516	0.7745945	0.7139157	0.6638912	0.6395606	0.9261053	0.78218365	0.74678195	0.70975095	0.92203796	0.9215643	0.0	0.824641	0.7938445	0.7156074	0.9493116	0.8180649	0.60638165	0.87000024	0.90295553	0.90256906	0.83472717	0.89354575	0.75139904	0.8284387	0.86671996	0.77541316	0.6494367	0.87341654	0.6948355	0.65042365	0.7693864	0.7697831	0.94709295	0.89377904	0.6694331	0.66920644	0.8584151	0.652678	0.76969415	0.66550404	0.75612533	0.7879803	0.96978897	0.7412524	0.8766706	0.8562458	0.907555	0.64156246	0.7424107	0.8365244	0.7798392	0.9846691	0.97385997	0.8248028	0.8208064	0.68640304	0.96306074	0.8379765	0.8167864	0.64045894	0.8894363	0.83437836	0.7575678	0.67853725	0.7097354
levendig/adj	0.8988487	0.83994263	0.91125757	0.7602513	0.808126	0.8079151	0.84605914	0.9258382	0.7919154	0.8571163	0.8576412	0.7792499	0.7768328	0.859583	0.93542737	0.78639364	0.857496	0.92309713	0.83644056	0.8944228	0.79392266	0.7913623	0.7064026	0.86108434	0.74396795	0.83987564	0.80873096	0.71385604	0.8059635	0.7956574	0.9087304	0.91550094	0.8504079	0.88857335	0.87336	0.8685131	0.85489285	0.8026512	0.85063887	0.7579293	0.737944	0.9162093	0.85979074	0.8837783	0.74112594	0.75631654	0.85466236	0.8822631	0.78245485	0.8033546	0.9134236	0.8824996	0.8405306	0.84756136	0.8611798	0.71079206	0.7055223	0.86473763	0.82039595	0.86769223	0.90527946	0.8195661	0.8687527	0.89945114	0.8546577	0.82013595	0.85721755	0.87542015	0.9325446	0.8814439	0.86764234	0.8053006	0.8782573	0.8173025	0.8749021	0.84505916	0.9151354	0.90222466	0.86124057	0.89970475	0.8972937	0.84380853	0.7295836	0.86031544	0.8387701	0.83291245	0.91520554	0.86254305	0.76950604	0.7458602	0.89878446	0.93684655	0.824641	0.0	0.7087161	0.7953969	0.8999212	0.77412236	0.8386078	0.8511145	0.8031217	0.9090514	0.80128956	0.8660939	0.8273814	0.7711196	0.87559074	0.84081584	0.8298995	0.7948709	0.8689337	0.8386111	0.9473419	0.8912117	0.86296004	0.8983376	0.8358384	0.8577698	0.8790915	0.84646976	0.74692535	0.85823834	0.8180661	0.8661186	0.9102973	0.903131	0.80901295	0.8859376	0.9118491	0.73550475	0.8268037	0.78888524	0.89675546	0.92626816	0.93129086	0.89874864	0.7348	0.7325398	0.92211455	0.90578365	0.6401088	0.8638722	0.83841646	0.68349135	0.88754153	0.87244534	0.88763374
song/noun	0.8653425	0.83697045	0.9256034	0.77205676	0.8781784	0.79303503	0.84489	0.9145745	0.83162767	0.8656	0.8136409	0.69637537	0.79747707	0.82778096	0.9338249	0.8522687	0.81913215	0.91747564	0.78618467	0.8942386	0.724247	0.792859	0.6087174	0.8299272	0.8232318	0.87675947	0.79936355	0.7733584	0.8133906	0.66419464	0.89065874	0.9323215	0.870173	0.9120231	0.87762004	0.8859023	0.8770037	0.85273916	0.65247715	0.76857126	0.7595849	0.9234233	0.8346955	0.84212047	0.7614727	0.7844455	0.83471936	0.85817087	0.8078638	0.774196	0.852494	0.8935247	0.84799373	0.8407129	0.85429025	0.5678606	0.75752866	0.8546785	0.76757807	0.8762175	0.8488607	0.83276427	0.8646929	0.89495003	0.7554449	0.77276945	0.8722374	0.8463783	0.948396	0.8505821	0.8521414	0.7946401	0.84304196	0.83332914	0.9165895	0.8540787	0.8849432	0.6430014	0.8243988	0.80473363	0.8875863	0.83079743	0.8009566	0.86626184	0.83139056	0.8163299	0.9001003	0.8638494	0.8289318	0.785119	0.9120454	0.9386252	0.7938445	0.7087161	0.0	0.8059976	0.890428	0.37327933	0.80537933	0.8928268	0.5755129	0.9207096	0.8310651	0.9027505	0.82357967	0.84529096	0.87529224	0.85425556	0.85840935	0.6571156	0.8534143	0.82707137	0.86166763	0.8791936	0.85468966	0.8948679	0.7955919	0.83195627	0.90069497	0.8171403	0.81505686	0.86472094	0.8439008	0.867122	0.82994837	0.84554434	0.7920389	0.85793424	0.9024734	0.76047015	0.8352319	0.8279891	0.8742908	0.9515295	0.8996198	0.89086676	0.762613	0.812604	0.9288658	0.8595419	0.4655764	0.84200025	0.79604006	0.6878975	0.9011011	0.8517265	0.8518923
misschien/adv	0.8905501	0.7335024	0.82515264	0.6824523	0.8505469	0.8318459	0.648492	0.98462147	0.6729931	0.88912636	0.5635911	0.9163518	0.82884127	0.75242853	0.9651012	0.8738437	0.91213936	0.9679035	0.8941679	0.9365205	0.7554203	0.5724521	0.8075297	0.9348875	0.7911078	0.91651595	0.6732495	0.5634787	0.9310037	0.86659867	0.7485236	0.92994595	0.9259186	0.8351452	0.8536008	0.7515603	0.897117	0.7149471	0.8879653	0.66326773	0.83854103	0.911917	0.771772	0.8991251	0.60758734	0.72762877	0.8552165	0.8484143	0.7022564	0.5554898	0.8652344	0.8771919	0.9183129	0.8655152	0.8964494	0.85533285	0.7836635	0.67959577	0.8884	0.8564839	0.86948913	0.6634635	0.877629	0.8569524	0.8139913	0.65078425	0.7683662	0.7193357	0.9635323	0.5767969	0.8759629	0.6124661	0.87062067	0.710037	0.90163153	0.71479243	0.9440497	0.9776428	0.8945509	0.94374406	0.69011813	0.6843101	0.7896756	0.8757036	0.7649988	0.8679691	0.90948063	0.8550339	0.8077817	0.6620945	0.88945687	0.900081	0.7156074	0.7953969	0.8059976	0.0	0.9548404	0.82821393	0.52627575	0.84798574	0.8722567	0.9308178	0.8913058	0.8800141	0.5351951	0.8025913	0.8092576	0.6153757	0.7869085	0.940588	0.6405853	0.56911623	0.9277091	0.8515776	0.9697226	0.9097877	0.7209586	0.60821044	0.86333877	0.6111573	0.7264034	0.6490032	0.64072925	0.8541115	0.9721676	0.9111403	0.8636484	0.9076376	0.8933748	0.65739167	0.8318553	0.887989	0.9138412	0.9854297	0.968233	0.6799129	0.81053853	0.65434706	0.93717635	0.8038188	0.8429839	0.62932765	0.91801167	0.81358457	0.9055801	0.74921215	0.6369718
Gerard/name	0.8623047	0.9485176	0.9309613	0.93303555	0.9414449	0.7425776	0.95353925	0.8220209	0.9172122	0.87185806	0.96144557	0.7958605	0.9579869	0.9603842	0.5297999	0.94132334	0.78135663	0.6045558	0.8614107	0.90751266	0.9009305	0.92809194	0.8771329	0.69119453	0.92109346	0.9193172	0.9338126	0.9371881	0.8612227	0.8282888	0.95153844	0.80390036	0.7605793	0.9409409	0.9462252	0.92721593	0.578054	0.95433563	0.6920139	0.93811285	0.92507195	0.8481433	0.8862035	0.71485186	0.9320816	0.859568	0.93991256	0.9588528	0.92911667	0.94361484	0.9149051	0.84394	0.86581546	0.8709823	0.9558456	0.8264965	0.9020744	0.8776075	0.72739965	0.6988385	0.93493485	0.93879235	0.90116704	0.76036155	0.820395	0.90494347	0.8982977	0.8672223	0.7871295	0.95519394	0.93934864	0.95721024	0.9037264	0.95339	0.9194578	0.9232572	0.57271564	0.8357725	0.9555511	0.6196946	0.93894446	0.93606865	0.93612736	0.7808629	0.874912	0.9197369	0.73545855	0.91774297	0.933877	0.91469014	0.82321423	0.8390131	0.9493116	0.8999212	0.890428	0.9548404	0.0	0.9041173	0.91814804	0.7907086	0.8571073	0.6932058	0.84237593	0.812602	0.9446131	0.91803604	0.76202226	0.8912324	0.965387	0.8762976	0.90452665	0.91041774	0.89226156	0.8699988	0.77440476	0.8353374	0.82789886	0.9436388	0.7258839	0.92495495	0.94911367	0.94140613	0.9218708	0.9602355	0.4436391	0.9504906	0.88583004	0.84318274	0.7899855	0.9302374	0.85011196	0.90172243	0.9012876	0.577783	0.540003	0.9493219	0.9266504	0.95914704	0.80099905	0.9369387	0.8985295	0.92898697	0.6933851	0.86255825	0.9284642	0.854388	0.9342607
plaat/noun	0.87938607	0.85760576	0.9303249	0.7980624	0.9088098	0.8127017	0.84666514	0.9041167	0.8384879	0.8685426	0.83188367	0.7484354	0.7839637	0.8392173	0.93956363	0.89309186	0.85207003	0.9349128	0.83014995	0.8984893	0.82792187	0.81743824	0.70467067	0.85850227	0.8675436	0.87874806	0.822514	0.7988089	0.8234745	0.67208254	0.9017626	0.9427334	0.8905999	0.9250554	0.90709376	0.8979336	0.89308107	0.8541968	0.6603435	0.8013769	0.7851495	0.9391075	0.8658169	0.8610384	0.8006639	0.8344995	0.8234498	0.8839613	0.8301059	0.7973919	0.85997397	0.91912156	0.86662453	0.85311663	0.8352214	0.68706656	0.797682	0.8560578	0.8217591	0.8988437	0.85320055	0.84865177	0.872553	0.9111363	0.8103961	0.78319484	0.88402885	0.83713865	0.96976006	0.87336016	0.8987147	0.8246697	0.86919534	0.81919205	0.9147953	0.8773351	0.9109622	0.6907022	0.7652831	0.8347167	0.8992106	0.86560047	0.84655935	0.9039279	0.84891737	0.86117846	0.9179549	0.8963517	0.86961865	0.77114284	0.9020362	0.93332195	0.8180649	0.77412236	0.37327933	0.82821393	0.9041173	0.0	0.82560045	0.91789657	0.6593147	0.94385105	0.852029	0.91434526	0.8400806	0.8815847	0.89315516	0.87309015	0.87350225	0.66550374	0.870669	0.8522272	0.8424927	0.8769628	0.8458526	0.91165155	0.81626487	0.834539	0.9297035	0.8533967	0.8626978	0.87512684	0.86589026	0.86400414	0.8701309	0.81897044	0.79154766	0.85371745	0.90255517	0.82000846	0.8862368	0.8616824	0.8695998	0.963283	0.92154515	0.88454837	0.8183242	0.8436409	0.94005316	0.86319894	0.5737319	0.8513491	0.863649	0.760958	0.9156145	0.86444354	0.84962344
