	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
les/noun	0.91561174	0.83852446	0.90383255	0.8957812	0.87782735	0.85927975	0.877694	0.9152914	0.87011254	0.8684703	0.8713726	0.8329867	0.918512	0.8853761	0.9419634	0.8256242	0.9273435	0.93198764	0.88160765	0.88626194	0.82295185	0.79738426	0.8238573	0.9062994	0.9036542	0.81399155	0.8529767	0.8785602	0.88070303	0.89262223	0.9196577	0.91747713	0.8135568	0.88407195	0.9006719	0.8999791	0.89909893	0.8614077	0.91085964	0.8488226	0.8724653	0.92223454	0.8418348	0.7922802	0.8723155	0.8383761	0.9026185	0.93267417	0.8564171	0.83296484	0.87026495	0.90115136	0.8778654	0.8532779	0.87730217	0.8212656	0.85953295	0.85961795	0.8912967	0.88619	0.85412014	0.8449114	0.8458933	0.8665067	0.84000623	0.8156166	0.8640623	0.90754616	0.9471197	0.88264835	0.0	0.86495394	0.8789843	0.88165635	0.87067676	0.8404138	0.92885756	0.9418801	0.9005568	0.9270721	0.8909661	0.8382161	0.8147154	0.62355894	0.87377095	0.8222121	0.91029954	0.8846396	0.8847486	0.88551867	0.9275261	0.9375701	0.84416646	0.86764234	0.8521414	0.8759629	0.93934864	0.8987147	0.8421519	0.9073759	0.851181	0.93557775	0.8207849	0.8967829	0.8897216	0.8662015	0.9109049	0.89790106	0.85071003	0.7391448	0.8460923	0.8661599	0.9062257	0.8854474	0.9603407	0.9075873	0.8688903	0.8086625	0.9217424	0.8746386	0.85985065	0.8371844	0.8975612	0.8812495	0.9402728	0.8202491	0.8677514	0.8827552	0.9318495	0.80968094	0.8597454	0.8440162	0.8019754	0.9542411	0.94422317	0.90967906	0.86102766	0.8272493	0.9567883	0.91226256	0.8124316	0.8239004	0.8692603	0.87367874	0.94466877	0.8802967	0.8650528
iets/noun	0.9085701	0.75141585	0.82333267	0.7155843	0.8541617	0.8934418	0.67371166	0.9739753	0.7309668	0.8767384	0.669828	0.9091482	0.82113165	0.61495197	0.956941	0.8514017	0.9020456	0.9649766	0.8641058	0.9456744	0.7326405	0.6456914	0.8125808	0.9464575	0.8104217	0.9119295	0.75241315	0.6518831	0.94627184	0.8737694	0.45183188	0.9383786	0.8955179	0.80844724	0.85386693	0.62240016	0.9061377	0.7865426	0.8977307	0.7296983	0.81971335	0.92409754	0.7261034	0.9151191	0.6172173	0.7510291	0.86390805	0.88203096	0.7328079	0.53078675	0.8601389	0.8770288	0.90679604	0.8667463	0.8832026	0.8269577	0.80069447	0.761994	0.89326763	0.8708794	0.8726444	0.7033917	0.8783227	0.8539528	0.83508414	0.57712793	0.7972062	0.72566676	0.95119274	0.66675854	0.86495394	0.0	0.8842238	0.7126795	0.8898864	0.74938095	0.94786507	0.9823909	0.8862272	0.9459294	0.68887585	0.62408936	0.8365432	0.89464	0.7178432	0.85779	0.89215255	0.82923514	0.80043817	0.6928567	0.91376406	0.9245958	0.75415653	0.8053006	0.7946401	0.6124661	0.95721024	0.8246697	0.5661125	0.86731344	0.89764404	0.93668234	0.8548624	0.88074917	0.6158917	0.84868824	0.8641083	0.6894779	0.7680931	0.9232286	0.673455	0.6495354	0.92005706	0.8248234	0.95927566	0.902501	0.6736742	0.5970936	0.8988218	0.6701329	0.6747125	0.68367183	0.72214544	0.88483626	0.9802327	0.9007877	0.88094205	0.90913785	0.9213614	0.7099922	0.85670066	0.9102816	0.9052203	0.9732311	0.97573686	0.43392646	0.7685854	0.63634276	0.9674377	0.8607464	0.82090724	0.6288631	0.9315221	0.8543857	0.8876105	0.7169957	0.6209206
man/noun	0.8598803	0.85996276	0.926425	0.7935113	0.86459696	0.86968035	0.8751031	0.96024936	0.8058012	0.79462266	0.85661256	0.91717845	0.8246765	0.8946298	0.8988204	0.9427062	0.8180541	0.91060007	0.9189076	0.72997415	0.8699031	0.8969904	0.88570833	0.85632384	0.8832823	0.8526207	0.81327635	0.8037933	0.7918358	0.8062466	0.9152932	0.9273908	0.9291574	0.923863	0.80473316	0.9058387	0.82754165	0.8875249	0.88094884	0.8558544	0.849645	0.9228187	0.68295693	0.8198713	0.8401111	0.846406	0.8907166	0.93103576	0.9133634	0.79926354	0.7729274	0.89705193	0.9425411	0.842947	0.89559054	0.9089292	0.84890896	0.7320072	0.84378994	0.8487503	0.79409313	0.8085772	0.8012493	0.76369476	0.8299557	0.6273721	0.82490003	0.71805817	0.95020163	0.8815008	0.8789843	0.8842238	0.0	0.838886	0.8843951	0.79135865	0.90832114	0.97001296	0.8313548	0.871997	0.7847693	0.858583	0.8738004	0.7713394	0.6136807	0.41938937	0.8972728	0.8656472	0.81652915	0.75388837	0.8975665	0.9181336	0.577955	0.8782573	0.84304196	0.87062067	0.9037264	0.86919534	0.8010118	0.887098	0.914459	0.89654344	0.8985156	0.8477571	0.912163	0.8924949	0.88350636	0.8521624	0.83829147	0.9158724	0.8662589	0.8220857	0.7564693	0.61225605	0.9313296	0.86260986	0.62281555	0.8605639	0.8863493	0.8123635	0.9060048	0.84058654	0.83380544	0.8199698	0.906584	0.74720454	0.9003877	0.79699874	0.8923729	0.7622535	0.811439	0.84297657	0.844152	0.9595185	0.9373765	0.9124929	0.89485455	0.86334145	0.9267502	0.91577166	0.88986677	0.8567388	0.81548613	0.87528396	0.7462413	0.6719978	0.8316456
weer/adv	0.86340916	0.82509404	0.86879766	0.7035663	0.8773998	0.9010678	0.63024056	0.9642991	0.75704503	0.8415067	0.7100046	0.92838854	0.8127829	0.70012856	0.95020187	0.84832543	0.8830002	0.9410881	0.8880732	0.9382169	0.8732136	0.76272154	0.86802477	0.9327748	0.8652165	0.84611607	0.7569447	0.69738585	0.8466798	0.8672262	0.835809	0.94608307	0.8697831	0.8944703	0.90767926	0.82655346	0.90204364	0.8045929	0.9080589	0.75141	0.79361194	0.9246498	0.7970496	0.8987779	0.74814206	0.8430977	0.796618	0.88868904	0.78388065	0.65434456	0.81533384	0.8984953	0.90956354	0.8660134	0.8525986	0.89356035	0.8122797	0.82285476	0.8734587	0.86804426	0.74001205	0.6638218	0.8571943	0.87305325	0.8948889	0.6137295	0.78911555	0.6878936	0.9492429	0.75850224	0.88165635	0.7126795	0.838886	0.0	0.872285	0.75904936	0.92413926	0.9716518	0.77931064	0.9097469	0.7945757	0.78354216	0.8451303	0.9076759	0.73950773	0.8537284	0.8733414	0.8377506	0.7400449	0.57191855	0.85725874	0.86498576	0.8101041	0.8173025	0.83332914	0.710037	0.95339	0.81919205	0.64720356	0.85493284	0.857384	0.9343778	0.87877065	0.8749544	0.79126877	0.908092	0.81944823	0.8285262	0.8209958	0.9020606	0.7973389	0.7699385	0.87677795	0.69669574	0.9583743	0.9144447	0.67147756	0.62110615	0.8955525	0.7245687	0.83061415	0.75503564	0.73662806	0.8037643	0.9749667	0.74615955	0.87157476	0.87172604	0.8591347	0.7750881	0.9035218	0.8782506	0.8334596	0.9806417	0.9492958	0.80810726	0.88058937	0.7845762	0.9142738	0.8273913	0.8605146	0.7437161	0.9229387	0.86104584	0.8694445	0.74016005	0.6344327
aan/prep	0.9188152	0.8226023	0.56495535	0.8866098	0.7609004	0.8798641	0.87109613	0.9155416	0.86343074	0.8655993	0.9164264	0.9124129	0.8848657	0.90047956	0.95442754	0.8662759	0.914662	0.94517756	0.93271905	0.8804401	0.8999042	0.8423226	0.88494897	0.9164434	0.86559075	0.8466053	0.8789215	0.87625694	0.8704345	0.9000795	0.88670677	0.89816386	0.8860167	0.40442955	0.8508507	0.8470254	0.90253574	0.85760814	0.92470396	0.78659344	0.87412286	0.9272911	0.76353705	0.87813866	0.92536616	0.8117877	0.9190196	0.91518706	0.86709166	0.86923206	0.9024476	0.8491487	0.83816135	0.86625767	0.9236769	0.89069873	0.86826193	0.8422685	0.86742115	0.9075363	0.91873	0.86077106	0.822224	0.8352976	0.8976179	0.81406987	0.83253163	0.9128114	0.9296745	0.8593569	0.87067676	0.8898864	0.8843951	0.872285	0.0	0.8562983	0.9499293	0.9780024	0.8879831	0.94178456	0.8690197	0.84012765	0.79199797	0.83478725	0.8289108	0.8989529	0.887661	0.843102	0.81763536	0.87599754	0.92127633	0.92935896	0.84535944	0.8749021	0.9165895	0.90163153	0.9194578	0.9147953	0.86786956	0.8693738	0.9162689	0.8938939	0.79124063	0.8765068	0.8837998	0.8574158	0.8937936	0.8719539	0.8310224	0.91923547	0.86696726	0.8445586	0.945342	0.89354694	0.9366363	0.8787542	0.8236978	0.8665494	0.88452816	0.8579972	0.8151994	0.8388885	0.89564794	0.887559	0.9509118	0.89136815	0.91598356	0.87978715	0.90196586	0.85054874	0.8723247	0.8887373	0.89529514	0.9469293	0.96395785	0.9041476	0.8793956	0.8236923	0.9601331	0.8919714	0.90535873	0.82904446	0.90097785	0.91823006	0.9094234	0.80139244	0.90554726
ons/noun	0.86268574	0.7091414	0.805936	0.7213813	0.823321	0.86242056	0.7646418	0.9533236	0.7415517	0.8497286	0.7232388	0.91738045	0.8355508	0.7380779	0.9336403	0.868832	0.8550314	0.9311018	0.90521574	0.88231254	0.79755497	0.7338837	0.8399	0.9100213	0.8378239	0.83910257	0.7527485	0.7110473	0.8689625	0.86316	0.8020822	0.9118423	0.89767957	0.8173318	0.8426955	0.77983135	0.8487421	0.7300082	0.882724	0.7134366	0.73803556	0.88794065	0.6549946	0.8527973	0.7483455	0.6851245	0.85133874	0.8523638	0.7634377	0.6182487	0.82050586	0.843287	0.9026129	0.804087	0.894953	0.86444956	0.81004465	0.6968186	0.8417632	0.8544886	0.86957866	0.6370306	0.825668	0.7947163	0.80977035	0.5743358	0.7473475	0.7622758	0.9243162	0.6730891	0.8404138	0.74938095	0.79135865	0.75904936	0.8562983	0.0	0.9110582	0.96872735	0.8640172	0.9117346	0.6629195	0.7139081	0.79513955	0.83645046	0.48421055	0.80243254	0.87550074	0.74826455	0.7529999	0.7064363	0.8746172	0.8961333	0.68444526	0.84505916	0.8540787	0.71479243	0.9232572	0.8773351	0.66150665	0.8022148	0.88330925	0.88203144	0.82465315	0.8631174	0.6785569	0.83413607	0.81650126	0.7723897	0.80265796	0.9115921	0.6582823	0.4704305	0.92133987	0.7974267	0.9553271	0.8430794	0.68194425	0.6276906	0.8517221	0.52104354	0.7974779	0.36785203	0.7661991	0.84999835	0.94282055	0.8629183	0.84321755	0.8655701	0.8470003	0.74043006	0.7991954	0.861469	0.89054364	0.96115494	0.95234394	0.78528583	0.83784735	0.76338655	0.9171088	0.83407927	0.859443	0.596619	0.90564656	0.8623305	0.87204635	0.45658493	0.7082741
Bram/name	0.8104713	0.9417165	0.9392013	0.9418852	0.9415922	0.81255203	0.92500716	0.8877589	0.9317518	0.88257253	0.94811475	0.8489437	0.9527717	0.96731156	0.4579057	0.95250744	0.8043613	0.5102073	0.92428994	0.89722383	0.940936	0.9268393	0.90709746	0.7633676	0.926344	0.9339887	0.93212634	0.9359782	0.84272355	0.8480508	0.9631692	0.8509724	0.85818654	0.9484958	0.95240176	0.9422665	0.66679657	0.9315166	0.70965344	0.93551683	0.9369344	0.8841143	0.9057291	0.77100027	0.94212186	0.9253238	0.9446188	0.96120787	0.92814	0.9434246	0.8484844	0.8698005	0.88341755	0.91392994	0.9405037	0.8541008	0.9151962	0.9006981	0.7947086	0.7935715	0.9193447	0.9390894	0.8999909	0.7944776	0.83848614	0.9095229	0.9013455	0.8681397	0.8042055	0.94583225	0.92885756	0.94786507	0.90832114	0.92413926	0.9499293	0.9110582	0.0	0.88090724	0.9586876	0.5093061	0.9374879	0.9484	0.9301052	0.8321968	0.9089557	0.8981376	0.7079704	0.93762004	0.93338954	0.92685884	0.762921	0.83684635	0.94298613	0.9151354	0.8849432	0.9440497	0.57271564	0.9109622	0.9195995	0.830191	0.8550634	0.7198612	0.8716682	0.8409196	0.955554	0.9495284	0.81432694	0.89646953	0.9521528	0.8867992	0.9085896	0.92443234	0.9132912	0.8615286	0.7298125	0.89258426	0.8646995	0.92229617	0.77850014	0.92575556	0.94355637	0.9301502	0.9047194	0.9513427	0.5819553	0.93335354	0.8956799	0.8097583	0.76085687	0.92982274	0.89138776	0.9067005	0.8974968	0.6778703	0.5093327	0.9481667	0.9521337	0.9430696	0.7353252	0.94062746	0.9271924	0.9241839	0.6706879	0.8854532	0.9250214	0.89479333	0.93496764
The/name	0.8548063	0.96618897	0.9687448	0.9515521	0.96381295	0.8496728	0.9854155	0.8213931	0.9538038	0.8754445	0.9822227	0.6038784	0.96668315	0.9798457	0.8921901	0.9780263	0.79959	0.86678404	0.89665073	0.9633894	0.93232447	0.96054786	0.84569234	0.79351866	0.92645	0.9008687	0.92719	0.9711884	0.86400765	0.6158304	0.985933	0.9351409	0.87751335	0.97850955	0.96616066	0.96403646	0.88323194	0.96954364	0.60030067	0.95360947	0.9131659	0.93090963	0.96478707	0.86881363	0.9395261	0.875013	0.8972596	0.95623356	0.9471863	0.97739106	0.96369225	0.95555556	0.8967788	0.89952254	0.95904636	0.8179006	0.8654486	0.9583175	0.77432084	0.89820415	0.9173872	0.9837465	0.94287986	0.92559725	0.86701477	0.96898794	0.9424081	0.9257099	0.9464449	0.98938733	0.9418801	0.9823909	0.97001296	0.9716518	0.9780024	0.96872735	0.88090724	0.0	0.9532792	0.6832209	0.98340356	0.96610194	0.9442008	0.9580585	0.94910026	0.95725256	0.9337136	0.9626235	0.96098137	0.94526345	0.9259525	0.94061357	0.9900364	0.90222466	0.6430014	0.9776428	0.8357725	0.6907022	0.97846013	0.9406078	0.6443403	0.9378295	0.89127713	0.9323162	0.9736953	0.9518019	0.9389635	0.9642356	0.9808967	0.71464646	0.91388404	0.97869265	0.94571215	0.9078747	0.81013566	0.8196075	0.9242997	0.98539317	0.9451022	0.96861273	0.97147834	0.985901	0.98069614	0.9818025	0.6634299	0.94972783	0.8941192	0.9121789	0.93359274	0.9468118	0.946677	0.89608	0.92211604	0.90038073	0.79929996	0.98827	0.9451333	0.98014224	0.88398445	0.93312603	0.80238944	0.9842145	0.72990566	0.7515515	0.96686566	0.9604969	0.97435385
kast/noun	0.93063724	0.8875967	0.9271687	0.7969297	0.9291953	0.9151587	0.8596339	0.954921	0.8502481	0.89941037	0.8710657	0.91372013	0.77394503	0.80374527	0.96677417	0.91526145	0.92595327	0.9609699	0.8952442	0.9207773	0.89458454	0.88087094	0.83493114	0.95103705	0.9144736	0.8757509	0.8357634	0.82956636	0.77755237	0.85044605	0.90609694	0.96243495	0.93130183	0.94336104	0.9321122	0.9206302	0.90821594	0.8728034	0.91255826	0.8256032	0.8657337	0.9411375	0.89587593	0.92492616	0.88341105	0.88342285	0.84977365	0.9335209	0.91451466	0.8016648	0.88845646	0.9372632	0.9079007	0.90150666	0.92456675	0.8293587	0.8425653	0.8909684	0.89217156	0.9141007	0.9117312	0.8428092	0.8775319	0.9342028	0.9137461	0.75529903	0.84647465	0.86805266	0.9723399	0.91705954	0.9005568	0.8862272	0.8313548	0.77931064	0.8879831	0.8640172	0.9586876	0.9532792	0.0	0.94993174	0.91045004	0.8768079	0.9295868	0.9207131	0.8178672	0.8326242	0.92174417	0.90924454	0.86573565	0.744404	0.94713384	0.93233734	0.8747715	0.86124057	0.8243988	0.8945509	0.9555511	0.7652831	0.8552825	0.9278418	0.8663587	0.94720507	0.86834943	0.9340065	0.9130355	0.9154343	0.93191683	0.8919594	0.91836154	0.91608024	0.9099211	0.9015447	0.92840713	0.8573042	0.8361305	0.9528825	0.8521522	0.85480726	0.93649846	0.8949895	0.93211097	0.89592016	0.8932702	0.87096345	0.9617938	0.8671037	0.88562167	0.9090635	0.92543614	0.85953414	0.9326683	0.899495	0.92318296	0.98295003	0.96838033	0.8927013	0.85990256	0.9017286	0.96505547	0.9346569	0.8461178	0.8893634	0.91297233	0.8785455	0.8916937	0.869589	0.8538611
Mike/name	0.7553404	0.9496423	0.9339813	0.90917075	0.9411616	0.78817874	0.9330992	0.8819498	0.91756004	0.8564316	0.95293653	0.76958805	0.9368001	0.9506916	0.5287136	0.9590069	0.7680916	0.573811	0.9197617	0.90580046	0.9211085	0.9318163	0.90301675	0.74744344	0.9069486	0.9300898	0.90888107	0.9151921	0.8246428	0.7337641	0.95735586	0.8666822	0.8568277	0.9540892	0.9293864	0.9451211	0.7040297	0.94273865	0.5849261	0.92669755	0.9012431	0.8638906	0.8869526	0.73406136	0.92448163	0.92688656	0.919541	0.9544488	0.9162989	0.92526054	0.8707921	0.9168048	0.9249631	0.88718843	0.928185	0.852448	0.8838132	0.8839321	0.7326205	0.820976	0.90468925	0.92617804	0.88625395	0.7989114	0.8196587	0.87999916	0.8785088	0.8525812	0.831133	0.9544045	0.9270721	0.9459294	0.871997	0.9097469	0.94178456	0.9117346	0.5093061	0.6832209	0.94993174	0.0	0.9212606	0.9367677	0.9160738	0.8398528	0.87295914	0.8819657	0.7206676	0.9332401	0.90547746	0.9040002	0.75656474	0.8197589	0.9429369	0.89970475	0.80473363	0.94374406	0.6196946	0.8347167	0.9070066	0.881712	0.8042884	0.78900915	0.8697886	0.8292712	0.9534976	0.93397886	0.80801153	0.8990292	0.96030337	0.83105606	0.9000256	0.9242123	0.91988164	0.82606715	0.7489655	0.80955774	0.817424	0.91341907	0.83848774	0.92781246	0.93988305	0.92982554	0.90151155	0.94674855	0.43196934	0.9290988	0.8795835	0.7996814	0.7537579	0.9179467	0.89477634	0.87767124	0.9064168	0.72996867	0.53378826	0.94997716	0.9300873	0.9437501	0.7528502	0.9305265	0.86232686	0.91625214	0.6567434	0.7968134	0.9006698	0.866395	0.9307691
niemand/pron	0.88580894	0.6779723	0.77882016	0.73451114	0.8436764	0.92208964	0.727844	0.9769601	0.71493196	0.8678031	0.7043284	0.9454147	0.86219454	0.6960262	0.9403451	0.8799091	0.8937851	0.94156086	0.92106295	0.89271915	0.7771027	0.66850775	0.8724711	0.91655743	0.8364632	0.85870606	0.7275442	0.6384031	0.9209802	0.87702626	0.6134536	0.9126733	0.90660465	0.79746425	0.81860954	0.66203636	0.8871617	0.7225988	0.8994266	0.73791647	0.79541093	0.8634674	0.5738815	0.89372516	0.7612388	0.7162078	0.89134306	0.8702531	0.7867411	0.5264998	0.82447606	0.8181819	0.9120574	0.8174519	0.93819535	0.883979	0.8208216	0.5952928	0.8599143	0.87426305	0.89170974	0.48296577	0.85397357	0.7742178	0.8402383	0.49568462	0.71412706	0.69245857	0.9162704	0.4838341	0.8909661	0.68887585	0.7847693	0.7945757	0.8690197	0.6629195	0.9374879	0.98340356	0.91045004	0.9212606	0.0	0.52346516	0.84085107	0.8372968	0.62996936	0.82656693	0.89731365	0.7508962	0.73376703	0.67845416	0.910672	0.8963775	0.6267029	0.8972937	0.8875863	0.69011813	0.93894446	0.8992106	0.49663144	0.8119611	0.930072	0.8929728	0.8454702	0.8251309	0.6848762	0.8484161	0.817313	0.6804546	0.77380544	0.95077485	0.58430845	0.56773305	0.91545165	0.7614584	0.97575164	0.85302323	0.5603677	0.5983282	0.82923543	0.56940687	0.68416953	0.5996606	0.73225594	0.84881437	0.9720086	0.88062286	0.9114853	0.8736261	0.880918	0.7444711	0.7733542	0.90068704	0.90548307	0.9670789	0.9473208	0.6193252	0.81794596	0.7350087	0.9678283	0.84542173	0.90012896	0.5696264	0.9095961	0.8905209	0.8128936	0.59265244	0.67241454
men/pron	0.8745799	0.6266576	0.7903271	0.76664776	0.7890847	0.84817415	0.6700474	0.9460781	0.6894736	0.8594396	0.66117954	0.91062903	0.8311294	0.6796981	0.94094384	0.79025286	0.8907761	0.9448867	0.8644324	0.8543705	0.7390034	0.5914031	0.80979633	0.8911384	0.8055627	0.8465864	0.70067805	0.64060026	0.89161795	0.8642664	0.67598873	0.8615223	0.863715	0.7669478	0.75222254	0.7258531	0.87379825	0.7262162	0.87085056	0.6363892	0.7415977	0.8002417	0.44286513	0.87345827	0.6762558	0.64742833	0.86359036	0.83105314	0.73526156	0.41889662	0.86917245	0.73876214	0.80773646	0.79431677	0.90762216	0.82436347	0.782572	0.6407151	0.80835867	0.8651573	0.88504136	0.5029417	0.7664909	0.7587383	0.766457	0.4212575	0.718448	0.768757	0.86844444	0.52835083	0.8382161	0.62408936	0.858583	0.78354216	0.84012765	0.7139081	0.9484	0.96610194	0.8768079	0.9367677	0.52346516	0.0	0.76737213	0.8389284	0.6997218	0.86927915	0.85686266	0.6861005	0.72930485	0.7351632	0.89537495	0.9041944	0.63582516	0.84380853	0.83079743	0.6843101	0.93606865	0.86560047	0.48156834	0.7646434	0.88857996	0.86347353	0.7262521	0.8072183	0.6257678	0.6912057	0.78908676	0.62187624	0.70135266	0.9173597	0.5139512	0.63230014	0.9144037	0.86084986	0.9483692	0.8184713	0.52041614	0.39634627	0.78906494	0.64333135	0.6578072	0.5931143	0.7459756	0.81855345	0.96706754	0.87304246	0.8521656	0.8616151	0.8815088	0.66435564	0.7129402	0.8646412	0.85346586	0.9420146	0.94750017	0.6967986	0.7677121	0.6783651	0.9482248	0.79012984	0.8491813	0.40028912	0.9117384	0.8423868	0.8525911	0.6641879	0.68511486
vooral/adv	0.8778861	0.60193264	0.8695288	0.84053063	0.682893	0.75325364	0.8618364	0.95157003	0.7663781	0.88229895	0.8296046	0.85307264	0.85089266	0.8733027	0.95564467	0.80302	0.8918088	0.9410912	0.90818614	0.8238384	0.85121244	0.6170387	0.7816907	0.83230656	0.7889328	0.82234174	0.76544267	0.71294487	0.78909206	0.84427035	0.88817596	0.89347655	0.8832319	0.7978257	0.7971082	0.8391636	0.89647067	0.59369004	0.8535652	0.7282072	0.71703815	0.852667	0.7865285	0.8497435	0.7732896	0.7450981	0.8454382	0.8552772	0.7619993	0.80615884	0.8731572	0.82081693	0.8484261	0.8067348	0.8441351	0.833745	0.7809141	0.8106118	0.8359303	0.90132296	0.90832186	0.79689634	0.7979849	0.8853906	0.8416873	0.8084706	0.79842496	0.8738878	0.89468604	0.8295976	0.8147154	0.8365432	0.8738004	0.8451303	0.79199797	0.79513955	0.9301052	0.9442008	0.9295868	0.9160738	0.84085107	0.76737213	0.0	0.8165287	0.8214465	0.8573553	0.87731147	0.73219013	0.6902797	0.7948818	0.88296217	0.92092496	0.7745945	0.7295836	0.8009566	0.7896756	0.93612736	0.84655935	0.79259616	0.8384826	0.8391553	0.8898812	0.75077945	0.8814332	0.78172225	0.81836057	0.8406663	0.8497634	0.68452185	0.8813361	0.82081634	0.76243895	0.96507925	0.89138556	0.9442047	0.87259066	0.8208664	0.79489905	0.8407047	0.77324915	0.6573035	0.763913	0.84504575	0.88744175	0.9367045	0.91281456	0.8433383	0.8619022	0.8939918	0.6260521	0.7314207	0.8092631	0.90788466	0.9518168	0.9558894	0.8996932	0.7654459	0.5887507	0.9420268	0.81324005	0.7291639	0.7596809	0.89598954	0.7927214	0.88325614	0.8170444	0.86017495
leraar/noun	0.91063535	0.83778167	0.9038899	0.8851512	0.814764	0.77846915	0.89356166	0.9094509	0.86165994	0.87134176	0.8926116	0.8910067	0.8981207	0.9111573	0.80672514	0.88725406	0.85137874	0.8234906	0.8927224	0.805599	0.83658105	0.81998664	0.8582469	0.7951922	0.8904809	0.8421084	0.8291837	0.8450665	0.8393116	0.86714387	0.91744447	0.8476813	0.85690224	0.878381	0.8913872	0.8894184	0.7758937	0.8579867	0.77893007	0.83018154	0.84159756	0.8837357	0.7121726	0.6558906	0.85564303	0.7952311	0.91165495	0.90535116	0.8418132	0.82885116	0.88319457	0.8139019	0.8690856	0.8479951	0.9107784	0.82270515	0.86077094	0.7918445	0.8390788	0.8057124	0.92438644	0.8144424	0.81742835	0.69393075	0.82006276	0.74455476	0.83305216	0.84807795	0.8673283	0.86561143	0.62355894	0.89464	0.7713394	0.9076759	0.83478725	0.83645046	0.8321968	0.9580585	0.9207131	0.8398528	0.8372968	0.8389284	0.8165287	0.0	0.778857	0.73893166	0.84566236	0.86882	0.82255024	0.85415787	0.9206542	0.90885997	0.7139157	0.86031544	0.86626184	0.8757036	0.7808629	0.9039279	0.8184326	0.84961253	0.8893302	0.7908144	0.81393576	0.81959784	0.876726	0.8226138	0.8422738	0.85015786	0.83266765	0.89075226	0.85004205	0.8365639	0.9012646	0.8513247	0.88779783	0.8760653	0.7692538	0.85066646	0.8111073	0.84715587	0.8470095	0.8651497	0.8909564	0.9107817	0.8012531	0.8836103	0.88413936	0.8433857	0.8899979	0.7405273	0.7235439	0.87256765	0.8729079	0.7903633	0.83273214	0.9213576	0.88506895	0.83052135	0.9294096	0.9104352	0.84550583	0.82072663	0.81068635	0.8670725	0.89055645	0.7881483	0.8679712
