	riek/verb	word/verb	pijnlijk/adj	vroeger/adv	alleen/adj	carrière/noun	blijf/adj	hoe/adj	eiland/noun	nog/adv	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	bar/noun	lief/adj	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	versregel/noun	kunstenares/noun	inwoner/noun	plaquette/noun	hoofd_redactie/noun	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	niets/noun	gesprek/noun	feit/noun	niets/adv	er/noun	alleen/adv	producer/noun	zal/verb	gebeur/verb	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Merksemse/adj	iemand/noun	tv_kijker/noun	periode/noun	tekst/noun	schilderij/noun	vroeg/adj	Ten/adv	kan/verb	graag/adv	schoonheid/noun	niet/adv	iets/noun	man/noun	weer/adv	wanneer/adv	gras/noun	context/noun	onraad/noun	midden/noun	ons/noun	plaat_zaak/noun	visser_dorp/noun	kast/noun	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	zomer/noun	meisje/noun	duur_voort/adj	sarcastisch/adj	mens/noun	misschien/adv	vervallen/adj	plaat/noun	partij_genoot/noun	protestants/adj	voorts/adv	homeopathisch/adj	correct/adj	herkomst/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	aangrijpend/adj	vorig/adj	heroïsch/adj	weinig/adj	gelukkig/adj	lang/adj	dag/noun	kiezer/noun	atlete/noun	oud/adj	verleden/noun	vaak/adj	politicus/noun	veld_slag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	het/adj	kwaad/noun	eens/adv
altijd/adv	0.75993586	0.861929	0.78164864	0.77515984	0.624635	0.8626993	0.8206249	0.6664238	0.88346183	0.63344884	0.74815667	0.88362044	0.88593936	0.811232	0.93053913	0.8406949	0.6374011	0.7851769	0.8668319	0.6219631	0.77072227	0.6489037	0.8819882	0.88482064	0.9193547	0.9249574	0.86466336	0.58978325	0.7680117	0.9038693	0.8425199	0.6983427	0.0	0.75770164	0.8880933	0.853976	0.7632077	0.6624872	0.6350241	0.87236947	0.7467854	0.79932326	0.5554508	0.7162071	0.83950114	0.86806333	0.6968155	0.6425979	0.85421354	0.7420769	0.9069021	0.87030405	0.81232756	0.81336826	0.8486451	0.91756	0.619591	0.8354261	0.8686495	0.8246299	0.89306986	0.8085605	0.86205775	0.6827762	0.7137146	0.73824704	0.57827616	0.6518831	0.8037933	0.69738585	0.76067406	0.80198	0.82279086	0.87573683	0.8905942	0.7110473	0.85386837	0.87893707	0.82956636	0.70628077	0.80626714	0.76895565	0.725505	0.71294487	0.7364386	0.87343776	0.88305306	0.7983185	0.6672299	0.7962786	0.67243326	0.5634787	0.87684834	0.7988089	0.9083786	0.8734457	0.83192205	0.8398971	0.75240743	0.88824666	0.86755824	0.84552145	0.88438505	0.9175617	0.7584729	0.8163668	0.94433194	0.7947895	0.68644345	0.65814435	0.78711814	0.84293914	0.7881914	0.8824654	0.8520261	0.797235	0.5975685	0.7803836	0.8755724	0.98020107	0.73212874	0.72399104	0.7135875	0.72429216	0.8234886	0.6022017	0.8160322	0.796888	0.6613936
niets/noun	0.84723383	0.8699677	0.8568987	0.8483513	0.7128729	0.92579585	0.873715	0.768649	0.9507809	0.7546615	0.85759044	0.9185828	0.95341074	0.90111035	0.8949995	0.9470786	0.7785478	0.915652	0.92757905	0.72931224	0.9125291	0.6529523	0.919131	0.9293995	0.9437205	0.9284308	0.894407	0.7160878	0.7726737	0.90503395	0.91292286	0.83041406	0.75770164	0.0	0.88808024	0.86327845	0.3529231	0.7460963	0.7552222	0.92181903	0.77879447	0.83235204	0.7758063	0.8110188	0.90848315	0.87590164	0.8189862	0.67333746	0.8657309	0.88142866	0.896994	0.868844	0.8884132	0.91960216	0.89979076	0.9399963	0.74763453	0.8751603	0.9238779	0.8966968	0.9241862	0.9004226	0.88032573	0.73194635	0.79793715	0.8545487	0.6205202	0.45183188	0.9152932	0.835809	0.79063964	0.9014076	0.8608442	0.8855957	0.9639551	0.8020822	0.911303	0.9359056	0.90609694	0.879328	0.88629854	0.91472423	0.8536413	0.88817596	0.7662007	0.899271	0.9419059	0.92409796	0.830226	0.8960831	0.8447244	0.7485236	0.9279062	0.9017626	0.91986305	0.9300115	0.85415566	0.8979441	0.8578052	0.8859645	0.9284248	0.90303946	0.89172274	0.96761894	0.7745796	0.9121845	0.9193136	0.89932024	0.600057	0.7734541	0.9277343	0.94254315	0.8650772	0.9367718	0.95039934	0.8807721	0.7845643	0.87311596	0.896874	0.962889	0.8359997	0.8362478	0.14758962	0.85420597	0.78921264	0.722081	0.90383023	0.81486404	0.78606546
gesprek/noun	0.8778225	0.8370552	0.8552489	0.89046496	0.88289815	0.78945494	0.89290905	0.87801933	0.93199444	0.8664392	0.89269125	0.7869177	0.9462841	0.9051081	0.6491824	0.89378065	0.87383294	0.8067527	0.85941386	0.9131594	0.9176117	0.8894158	0.900039	0.8421801	0.9101608	0.8973918	0.7367557	0.85129666	0.8819874	0.90084136	0.84235156	0.87000835	0.8880933	0.88808024	0.0	0.8737312	0.8452404	0.9205479	0.9113629	0.78570855	0.79819256	0.88768846	0.8768068	0.790557	0.9183082	0.91078705	0.9087569	0.9370842	0.9297124	0.89200485	0.7216741	0.7980603	0.9141519	0.81792116	0.92488533	0.8951775	0.90166825	0.8430675	0.85589916	0.8384153	0.883548	0.90210617	0.86120164	0.8723378	0.8694628	0.9033513	0.902894	0.8955179	0.9291574	0.8697831	0.84730214	0.9476039	0.8847385	0.8820132	0.9363135	0.89767957	0.89185184	0.9378455	0.93130183	0.9348567	0.87382805	0.90965027	0.9014463	0.8832319	0.9162392	0.8737727	0.8350457	0.92333627	0.8542133	0.852222	0.90803784	0.9259186	0.90912426	0.8905999	0.73234296	0.85751367	0.7605245	0.9051788	0.86731976	0.8972054	0.89837813	0.91888887	0.7067231	0.7658818	0.9116831	0.8411009	0.82688296	0.87045	0.90535957	0.9084534	0.88026345	0.8463523	0.8571944	0.86763024	0.93099546	0.8670861	0.8596318	0.77168095	0.76190346	0.7992142	0.8021421	0.86559534	0.92272455	0.886472	0.8042164	0.9042955	0.94909656	0.91873276	0.8995632
feit/noun	0.8849243	0.75905246	0.7884315	0.8980061	0.806853	0.8918722	0.81865567	0.83974487	0.94958824	0.848491	0.9195794	0.86343247	0.91563076	0.8205686	0.8187648	0.9342263	0.9012926	0.87036943	0.89269173	0.87836915	0.8961522	0.8489582	0.9318381	0.9055392	0.90758264	0.9095646	0.8539115	0.81104267	0.858246	0.87609196	0.9016385	0.8536273	0.853976	0.86327845	0.8737312	0.0	0.8802949	0.81485105	0.86214185	0.9236638	0.8004687	0.84078526	0.8632678	0.8096092	0.93508995	0.8928157	0.90404695	0.9160621	0.9341919	0.85943186	0.8151627	0.78922796	0.889705	0.7971149	0.9101848	0.9286933	0.8192922	0.89334375	0.8659549	0.84409744	0.88882923	0.90158904	0.8571534	0.8270508	0.8528732	0.84895825	0.7986693	0.85386693	0.80473316	0.90767926	0.82779825	0.94048077	0.7724105	0.86728626	0.92752415	0.8426955	0.9269711	0.92524844	0.9321122	0.91479695	0.8889088	0.8836974	0.8811856	0.7971082	0.86617434	0.8767807	0.9129697	0.8740923	0.811719	0.8805263	0.8488906	0.8536008	0.8854399	0.90709376	0.8934349	0.88091683	0.8088865	0.8452482	0.81956816	0.77241635	0.9430939	0.7699629	0.8485364	0.9211617	0.8953147	0.8448472	0.8764355	0.86405754	0.8278596	0.90071857	0.9119992	0.9022348	0.8502886	0.8795383	0.9279725	0.7078514	0.77047294	0.81328815	0.84769255	0.960994	0.8898608	0.873484	0.89765704	0.92502236	0.78442943	0.87121177	0.9089966	0.8332239	0.87271553
niets/adv	0.8090178	0.88695264	0.84909904	0.8172089	0.72036266	0.92260736	0.8584596	0.7655354	0.9254545	0.7795179	0.85694164	0.8817771	0.9435915	0.8879982	0.85185015	0.9352067	0.74423254	0.8797694	0.9105999	0.75568134	0.9064055	0.7131033	0.90655464	0.91468245	0.9254968	0.9295955	0.8732779	0.74058855	0.7960057	0.9017898	0.89286673	0.8384599	0.7632077	0.3529231	0.8452404	0.8802949	0.0	0.75992066	0.7480626	0.9135007	0.7738559	0.8653145	0.7780509	0.7754972	0.87704134	0.8647255	0.82590806	0.6808387	0.9000342	0.8987659	0.85635483	0.8369352	0.88008773	0.9126952	0.8990446	0.95957977	0.76681215	0.86786145	0.9134417	0.88525254	0.90951043	0.90707034	0.88201725	0.77997756	0.77149427	0.837654	0.64896965	0.62240016	0.9058387	0.82655346	0.76806104	0.8836318	0.8723881	0.8894837	0.9416066	0.77983135	0.9086397	0.92294854	0.9206302	0.8667522	0.88010365	0.8953833	0.8270095	0.8391636	0.7732037	0.9036026	0.9218278	0.9161522	0.81135654	0.8886591	0.8416434	0.7515603	0.8952279	0.8979336	0.85634977	0.90019363	0.8558997	0.8926583	0.84657824	0.8776859	0.92347753	0.9163695	0.83583903	0.95416486	0.77810234	0.8762005	0.90642965	0.86797786	0.6443783	0.80489475	0.9156011	0.9313606	0.8294267	0.91464245	0.9104491	0.89146817	0.7784852	0.83157146	0.87650454	0.93702346	0.80592906	0.8268064	0.44265163	0.8139295	0.7877624	0.73406625	0.8625531	0.8199522	0.80373824
er/noun	0.838157	0.8775379	0.8577287	0.8190527	0.7576208	0.9047424	0.8552206	0.8008671	0.9475998	0.63650477	0.8293718	0.8995173	0.8982749	0.896525	0.9232449	0.90686446	0.7428596	0.8689966	0.89125115	0.66019017	0.89205915	0.73476195	0.908252	0.9352767	0.93336046	0.91922235	0.8834086	0.6952502	0.83411145	0.9175232	0.8927783	0.7457526	0.6624872	0.7460963	0.9205479	0.81485105	0.75992066	0.0	0.7958852	0.915789	0.7431259	0.79072785	0.7408261	0.78110164	0.84384537	0.88791203	0.7620162	0.6749679	0.8746893	0.8079272	0.91522384	0.8338838	0.78912544	0.8785937	0.8745864	0.9353524	0.689049	0.8704748	0.9338183	0.91707677	0.95002085	0.86607945	0.8854854	0.7225928	0.77886856	0.84767956	0.6018084	0.72277427	0.8916562	0.73834294	0.80222213	0.85389894	0.882423	0.87564087	0.92516154	0.7541749	0.89617777	0.92342246	0.8641356	0.8594846	0.8909356	0.8758909	0.7981167	0.8337278	0.72271633	0.8866178	0.9225552	0.9013072	0.8049211	0.859711	0.74710816	0.6970081	0.90947264	0.8799827	0.9087248	0.9249948	0.87646073	0.91186255	0.8716563	0.91574585	0.91786027	0.896997	0.87415224	0.9543417	0.76804924	0.91673124	0.9612904	0.8759045	0.7083912	0.7370657	0.85100234	0.9042545	0.82732177	0.9083368	0.922923	0.85873145	0.7916213	0.81936264	0.9168467	0.9820542	0.81728566	0.82853705	0.72927725	0.8385945	0.85079795	0.6952312	0.87214303	0.80154455	0.6851099
alleen/adv	0.7670847	0.8272835	0.8196224	0.818718	0.37046838	0.87602276	0.77630013	0.7708555	0.8646554	0.7409855	0.8667712	0.9055579	0.87341464	0.7407409	0.91527	0.8775121	0.7027877	0.8234184	0.90141785	0.6087314	0.8671488	0.79054224	0.89933735	0.8969098	0.87951106	0.8989509	0.8942116	0.60315627	0.7688182	0.86261344	0.81030566	0.6775714	0.6350241	0.7552222	0.9113629	0.86214185	0.7480626	0.7958852	0.0	0.9051013	0.7286316	0.8218579	0.76894367	0.8121681	0.8553152	0.8868891	0.75599825	0.73430616	0.82314	0.8710479	0.89150727	0.84732693	0.84123117	0.8468944	0.8339801	0.9276689	0.7400286	0.84104896	0.8993643	0.84011495	0.89431685	0.8474065	0.83786	0.6884123	0.73109066	0.7687087	0.6659569	0.7865426	0.8875249	0.8045929	0.8102289	0.8229751	0.81973577	0.8937765	0.9080359	0.7300082	0.8598367	0.88251466	0.8728034	0.78168064	0.8178426	0.8202669	0.7548992	0.59369004	0.69807565	0.86949956	0.8968853	0.8722544	0.7130063	0.86578995	0.77148134	0.7149471	0.8609719	0.8541968	0.92799836	0.8587419	0.8038506	0.7965642	0.7948978	0.8020706	0.8866031	0.89823216	0.8536576	0.90768474	0.7372062	0.8704623	0.92770493	0.82475996	0.69728935	0.74810505	0.8611816	0.88992846	0.8190274	0.87980217	0.8556995	0.85424566	0.6548064	0.8397827	0.8599181	0.9715039	0.8354012	0.81689966	0.75177205	0.7486383	0.8325738	0.6630268	0.8483813	0.77896696	0.74876964
producer/noun	0.8900937	0.8743334	0.930216	0.89531344	0.8871213	0.78096724	0.89860326	0.87630606	0.92340416	0.9168408	0.84519374	0.75614434	0.93505436	0.90878975	0.8453183	0.86811423	0.88117826	0.89027816	0.85197747	0.92080295	0.90517795	0.9077632	0.891868	0.71910584	0.9246144	0.8908294	0.84132963	0.854239	0.901578	0.9017103	0.8954245	0.88628095	0.87236947	0.92181903	0.78570855	0.9236638	0.9135007	0.915789	0.9051013	0.0	0.89077103	0.9386423	0.8862406	0.850205	0.8957183	0.94018257	0.85942465	0.9034569	0.92830855	0.93336713	0.90030384	0.896192	0.94322234	0.86829406	0.9059369	0.92396456	0.8460672	0.8455068	0.9393507	0.7582936	0.80804807	0.89793956	0.8680648	0.8899159	0.86397874	0.8670748	0.9028529	0.8977307	0.88094884	0.9080589	0.8889596	0.92345154	0.88577306	0.87180614	0.9113604	0.882724	0.8084251	0.9372257	0.91255826	0.8746465	0.9115922	0.8840834	0.8541415	0.8535652	0.9000277	0.91550934	0.90348965	0.89044094	0.8755396	0.8437327	0.8662413	0.8879653	0.888003	0.6603435	0.7659589	0.86014104	0.8135979	0.9159154	0.90557605	0.9086586	0.9217147	0.8788207	0.7753623	0.7272607	0.9131509	0.80678505	0.9151835	0.8376698	0.88877344	0.8933276	0.9332236	0.93260425	0.88870656	0.8203018	0.87572986	0.87241626	0.85918224	0.8092367	0.8810364	0.69789934	0.79633534	0.7156788	0.91898865	0.8646661	0.8890341	0.8917575	0.8986043	0.9299472	0.9076936
zal/verb	0.819931	0.56141293	0.80133307	0.8599156	0.6750319	0.8543969	0.6918282	0.71552086	0.8827566	0.6611366	0.85969394	0.8940237	0.92856485	0.73967284	0.770233	0.9232111	0.7909745	0.80604637	0.849399	0.73343575	0.8709776	0.74196064	0.9033263	0.9018668	0.8334353	0.8911488	0.7919811	0.5986583	0.84135014	0.7980127	0.81863016	0.71898764	0.7467854	0.77879447	0.79819256	0.8004687	0.7738559	0.7431259	0.7286316	0.89077103	0.0	0.73771036	0.7377254	0.8057515	0.8728914	0.88592255	0.77993345	0.7304908	0.8706535	0.80692375	0.78164107	0.8053242	0.8001225	0.82446414	0.8733131	0.87568843	0.68282413	0.8102844	0.8306109	0.8725731	0.9259056	0.8277153	0.72794044	0.5130123	0.769144	0.87264067	0.60315657	0.7339868	0.8710571	0.7196654	0.6626611	0.90392953	0.80767846	0.84239	0.91726184	0.7248945	0.87845117	0.88047093	0.9115059	0.87218094	0.78614753	0.87086284	0.84620845	0.81600785	0.716378	0.8223349	0.7502823	0.89050275	0.7876511	0.8657832	0.7340737	0.6709386	0.86152005	0.8668672	0.8331379	0.8381239	0.7223254	0.8040309	0.7514445	0.82867277	0.89459443	0.8639183	0.7924483	0.89288723	0.75784117	0.88615173	0.7723871	0.832374	0.7674415	0.76780736	0.83642334	0.822545	0.7365397	0.8542826	0.9004925	0.81867695	0.7564734	0.7735096	0.825297	0.9184601	0.8208462	0.7891128	0.7834364	0.807003	0.8059331	0.7285254	0.79908353	0.7971218	0.74298847
gebeur/verb	0.81236386	0.781464	0.8170208	0.8509376	0.8157779	0.9140781	0.8760635	0.7759719	0.94326264	0.7244167	0.85494626	0.9452461	0.9291214	0.8574688	0.9211712	0.9189169	0.85674566	0.8626712	0.8766021	0.7689783	0.85751927	0.81087214	0.9216605	0.92252785	0.9298967	0.940812	0.87687004	0.74643767	0.90855443	0.90831584	0.89665216	0.8603294	0.79932326	0.83235204	0.88768846	0.84078526	0.8653145	0.79072785	0.8218579	0.9386423	0.73771036	0.0	0.7839136	0.8871205	0.88465655	0.9108726	0.8603194	0.815273	0.92707825	0.8042446	0.9118699	0.8329327	0.87013245	0.84317654	0.90017366	0.9429312	0.7178663	0.874885	0.9053231	0.9053602	0.9311852	0.8507703	0.9140688	0.7367537	0.87944233	0.89186716	0.7804626	0.7420187	0.867277	0.8198635	0.7600037	0.90636253	0.87335074	0.8701103	0.9132973	0.85915357	0.901667	0.9164331	0.9046393	0.8669337	0.87961066	0.92969394	0.8856016	0.8987942	0.8453831	0.9057234	0.9095384	0.90016437	0.8781556	0.8755723	0.80937284	0.7751403	0.9039226	0.8957503	0.95094126	0.92663616	0.90826267	0.8962469	0.8355816	0.8916924	0.8794934	0.83541644	0.927485	0.87400025	0.86804914	0.86909044	0.90035534	0.8930301	0.843639	0.81003803	0.8967215	0.87245774	0.9047831	0.9373012	0.938608	0.85936975	0.80727804	0.8967838	0.8666148	0.98048943	0.87502205	0.89281297	0.8037562	0.88664436	0.8537023	0.84116113	0.895328	0.8545678	0.8124763
zo/adv	0.778712	0.79920053	0.7876705	0.8242318	0.7264876	0.869644	0.86647683	0.50494975	0.92029524	0.7352263	0.75025743	0.8281947	0.89474803	0.85591185	0.9026572	0.8900634	0.71001226	0.8280376	0.8711163	0.6695298	0.78262997	0.6838205	0.86131436	0.89029133	0.93160397	0.9234713	0.8670889	0.6927023	0.80868554	0.8936113	0.8816269	0.72734547	0.5554508	0.7758063	0.8768068	0.8632678	0.7780509	0.7408261	0.76894367	0.8862406	0.7377254	0.7839136	0.0	0.74056596	0.81370306	0.8884159	0.7429676	0.679772	0.9127137	0.7685828	0.8806766	0.84964144	0.8114321	0.8146671	0.8407263	0.93237877	0.6516994	0.8388288	0.8500421	0.80759346	0.8639896	0.8562173	0.8680487	0.6987395	0.8073291	0.7745625	0.6301255	0.6172173	0.8401111	0.74814206	0.767205	0.8085425	0.7857353	0.87468123	0.90246683	0.7483455	0.8992219	0.881626	0.88341105	0.73991543	0.77696615	0.8326774	0.74556434	0.7732896	0.808081	0.86850536	0.88868237	0.8338825	0.8121861	0.78352416	0.6946691	0.60758734	0.8847635	0.8006639	0.91473806	0.9144436	0.8085957	0.87278396	0.7367972	0.8809148	0.8974773	0.8667314	0.88816226	0.91663927	0.8478427	0.76637846	0.91299313	0.8233491	0.74281764	0.7147379	0.84675854	0.8807989	0.83834255	0.88629144	0.8978412	0.82028913	0.6749159	0.803627	0.8674756	0.962593	0.7636875	0.7491287	0.7660157	0.7861197	0.7684504	0.6219765	0.8404008	0.8078097	0.7166068
lezer/noun	0.8269262	0.8016274	0.7810379	0.85700136	0.75682646	0.8961502	0.813887	0.7294615	0.91335404	0.8184452	0.8666315	0.7154991	0.9259405	0.7862466	0.865017	0.8986909	0.7969034	0.8674121	0.88585806	0.7844393	0.82818925	0.81994534	0.80958325	0.83081496	0.8025371	0.91850495	0.66083515	0.6950073	0.80556256	0.89301175	0.74852264	0.7696395	0.7162071	0.8110188	0.790557	0.8096092	0.7754972	0.78110164	0.8121681	0.850205	0.8057515	0.8871205	0.74056596	0.0	0.8694589	0.8600539	0.82289225	0.7786868	0.88959736	0.8370564	0.79937595	0.8102091	0.8515709	0.8090579	0.89382607	0.9144277	0.67579085	0.70261216	0.9203333	0.67241865	0.85448974	0.8841365	0.8263857	0.7470634	0.8099062	0.7323711	0.74052036	0.7510291	0.846406	0.8430977	0.805706	0.89502555	0.73772836	0.8935528	0.9350254	0.6851245	0.8547253	0.9056768	0.88342285	0.8121011	0.83260596	0.760994	0.80300415	0.7450981	0.8107141	0.9041654	0.9188599	0.85445386	0.7474258	0.73475635	0.64763176	0.72762877	0.9023162	0.8344995	0.8300394	0.8599806	0.7769036	0.86178744	0.7649466	0.8308172	0.9284973	0.869791	0.8536109	0.8856259	0.7556785	0.7442409	0.9059751	0.8107225	0.74505913	0.8416826	0.88390434	0.8807559	0.6571859	0.87414765	0.86329645	0.8020034	0.7335365	0.7058247	0.8409015	0.94382197	0.76878023	0.804973	0.8240664	0.872114	0.73243004	0.75170046	0.8526943	0.8291208	0.753914
acht_baan/noun	0.86193204	0.85468626	0.8880507	0.8965388	0.8605104	0.86016417	0.9092002	0.86730665	0.8845654	0.84384495	0.88962543	0.93013114	0.83432525	0.86927885	0.9159539	0.81183773	0.8695184	0.86821085	0.8837066	0.8596708	0.82114017	0.86579514	0.9100782	0.8891737	0.9095778	0.90314806	0.90898716	0.8628576	0.9034341	0.89813983	0.8882973	0.8041966	0.83950114	0.90848315	0.9183082	0.93508995	0.87704134	0.84384537	0.8553152	0.8957183	0.8728914	0.88465655	0.81370306	0.8694589	0.0	0.93474257	0.867097	0.86774397	0.8559097	0.84668523	0.92472136	0.9149411	0.8439496	0.8517113	0.8494011	0.9301161	0.8664676	0.86200076	0.8656743	0.8962202	0.8839628	0.8894968	0.8791609	0.8639909	0.88133866	0.85282505	0.8735336	0.86390805	0.8907166	0.796618	0.9028559	0.82035136	0.890506	0.9243735	0.8594444	0.85133874	0.89268994	0.881221	0.84977365	0.8246478	0.8506516	0.86986756	0.8643811	0.8454382	0.88640493	0.8863352	0.85076064	0.8843243	0.8447552	0.8743672	0.8480432	0.8552165	0.8404233	0.8234498	0.93536866	0.8939913	0.8919879	0.9033552	0.91513884	0.91856575	0.874638	0.908124	0.94668627	0.8930509	0.87688696	0.874413	0.9083904	0.8568294	0.8927299	0.88118005	0.8364007	0.8317548	0.8944788	0.88017106	0.8497269	0.9122994	0.83355516	0.9013189	0.8482581	0.9641935	0.888482	0.8545689	0.90026474	0.85781515	0.8728324	0.84693736	0.9214563	0.9161272	0.87340903
geweeklaag/noun	0.8369721	0.88786465	0.8609051	0.89089996	0.8912785	0.9178568	0.89412063	0.8780851	0.9325074	0.8865945	0.90627253	0.9136722	0.9188657	0.8943375	0.91381824	0.93299925	0.87766296	0.87965983	0.9169174	0.8794399	0.90720534	0.8840066	0.911843	0.92786103	0.9414866	0.93382	0.91053	0.8819105	0.8560953	0.8970081	0.9125742	0.87777233	0.86806333	0.87590164	0.91078705	0.8928157	0.8647255	0.88791203	0.8868891	0.94018257	0.88592255	0.9108726	0.8884159	0.8600539	0.93474257	0.0	0.85994804	0.8654966	0.9298201	0.8861259	0.91676736	0.8610712	0.90251595	0.90292	0.8915495	0.9390689	0.8536794	0.89168817	0.9227302	0.88236535	0.9116724	0.91185176	0.9393833	0.868217	0.8769168	0.84767365	0.8486112	0.88203096	0.93103576	0.88868904	0.8736117	0.87805295	0.8738495	0.903097	0.9423077	0.8523638	0.89750594	0.92214453	0.9335209	0.8812102	0.90138197	0.8747355	0.87521136	0.8552772	0.90399075	0.9273271	0.92838484	0.9199535	0.86191505	0.8752505	0.85817754	0.8484143	0.90832174	0.8839613	0.9169302	0.8823491	0.91263413	0.9459166	0.8927409	0.9214024	0.9251867	0.9431736	0.9076414	0.9121014	0.9153649	0.8849303	0.94155836	0.8674648	0.8919699	0.8729561	0.89941376	0.91473234	0.88240457	0.92319214	0.9114859	0.9167758	0.8201138	0.8435584	0.88884693	0.9778179	0.9086119	0.87030303	0.8847532	0.9056919	0.8760975	0.8638426	0.9055727	0.9092746	0.87865466
goed/adj	0.8524559	0.8510217	0.8049533	0.8521099	0.7398288	0.81918436	0.8055339	0.7148626	0.9446111	0.7358352	0.84304464	0.89494824	0.93858516	0.7686887	0.94063824	0.90299326	0.74109125	0.81019884	0.8946761	0.7526117	0.88843024	0.7536888	0.8995552	0.9109223	0.92253196	0.92330134	0.8739696	0.70416236	0.8406997	0.86934257	0.85887814	0.8042735	0.6968155	0.8189862	0.9087569	0.90404695	0.82590806	0.7620162	0.75599825	0.85942465	0.77993345	0.8603194	0.7429676	0.82289225	0.867097	0.85994804	0.0	0.72067726	0.8285582	0.8505846	0.90438753	0.8819133	0.8385981	0.8462596	0.85829663	0.91357625	0.75078773	0.83844185	0.87816924	0.8551843	0.919369	0.7972455	0.87681174	0.7040043	0.8032282	0.83629704	0.68169487	0.7328079	0.9133634	0.78388065	0.82283646	0.85870266	0.8395368	0.90626466	0.9380845	0.7634377	0.89078826	0.9382927	0.91451466	0.64004314	0.87628603	0.80857533	0.7947974	0.7619993	0.7930603	0.88949764	0.9114908	0.9110874	0.7974448	0.8396723	0.7843758	0.7022564	0.9051455	0.8301059	0.9347281	0.9091447	0.83732116	0.874229	0.7320165	0.8765656	0.9032185	0.9222429	0.90489835	0.9062212	0.7319571	0.82614696	0.90387875	0.8157099	0.6923089	0.68331444	0.80906236	0.9071075	0.8323028	0.8541659	0.8454369	0.8495617	0.73920906	0.8469986	0.8898721	0.9681251	0.8522867	0.7773887	0.7760647	0.80374074	0.8330817	0.6889128	0.832317	0.83380616	0.77959406
echt/adv	0.8177874	0.87942576	0.89055634	0.8227518	0.6948036	0.9074936	0.905888	0.6877209	0.94449973	0.7383219	0.7842333	0.9266986	0.9429524	0.86639917	0.95206517	0.9108099	0.68783605	0.90156996	0.8880911	0.6478795	0.8922099	0.701219	0.90562457	0.94688135	0.94812804	0.9601257	0.90227455	0.6794462	0.87303454	0.94003356	0.89762855	0.7585068	0.6425979	0.67333746	0.9370842	0.9160621	0.6808387	0.6749679	0.73430616	0.9034569	0.7304908	0.815273	0.679772	0.7786868	0.86774397	0.8654966	0.72067726	0.0	0.86239785	0.7935379	0.93362397	0.87454784	0.826295	0.91010773	0.86091703	0.9355608	0.60672736	0.88563675	0.9305037	0.8996674	0.9381368	0.84256756	0.899699	0.6676785	0.71598387	0.8668375	0.40747094	0.66873264	0.8770347	0.765911	0.74566483	0.8589641	0.868672	0.8905673	0.9549211	0.7072705	0.9133781	0.9411043	0.89542204	0.81985843	0.92014164	0.86746806	0.78921074	0.82672286	0.66815305	0.8771299	0.91707563	0.86348593	0.8325796	0.87863684	0.72056615	0.6053713	0.9245062	0.8872537	0.9411788	0.94264925	0.89962006	0.928968	0.8686999	0.9225069	0.9150885	0.9177257	0.8917161	0.94639367	0.82139444	0.91461486	0.96307325	0.89208525	0.78869826	0.7036994	0.8303359	0.88787585	0.84432703	0.89178467	0.92274487	0.90770537	0.7504399	0.8442476	0.92977077	0.9730396	0.7432844	0.77743024	0.59502137	0.7912577	0.8370354	0.7244656	0.85693324	0.8545654	0.66467017
