	riek/verb	word/verb	pijnlijk/adj	vroeger/adv	alleen/adj	carrière/noun	blijf/adj	hoe/adj	eiland/noun	nog/adv	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	bar/noun	lief/adj	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	versregel/noun	kunstenares/noun	inwoner/noun	plaquette/noun	hoofd_redactie/noun	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	niets/noun	gesprek/noun	feit/noun	niets/adv	er/noun	alleen/adv	producer/noun	zal/verb	gebeur/verb	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Merksemse/adj	iemand/noun	tv_kijker/noun	periode/noun	tekst/noun	schilderij/noun	vroeg/adj	Ten/adv	kan/verb	graag/adv	schoonheid/noun	niet/adv	iets/noun	man/noun	weer/adv	wanneer/adv	gras/noun	context/noun	onraad/noun	midden/noun	ons/noun	plaat_zaak/noun	visser_dorp/noun	kast/noun	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	zomer/noun	meisje/noun	duur_voort/adj	sarcastisch/adj	mens/noun	misschien/adv	vervallen/adj	plaat/noun	partij_genoot/noun	protestants/adj	voorts/adv	homeopathisch/adj	correct/adj	herkomst/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	aangrijpend/adj	vorig/adj	heroïsch/adj	weinig/adj	gelukkig/adj	lang/adj	dag/noun	kiezer/noun	atlete/noun	oud/adj	verleden/noun	vaak/adj	politicus/noun	veld_slag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	het/adj	kwaad/noun	eens/adv
ingeslagen/adj	0.86948097	0.8331753	0.89848155	0.9140839	0.86167705	0.8757256	0.8757437	0.8984126	0.91097057	0.8467405	0.94240046	0.9118248	0.8629253	0.87991285	0.88000226	0.8925374	0.8957705	0.8970288	0.8803961	0.8770521	0.8954245	0.8841032	0.9252775	0.91126573	0.89289165	0.9034994	0.9026152	0.86352515	0.8730718	0.9074639	0.8873231	0.8697471	0.87343776	0.899271	0.8737727	0.8767807	0.9036026	0.8866178	0.86949956	0.91550934	0.8223349	0.9057234	0.86850536	0.9041654	0.8863352	0.9273271	0.88949764	0.8771299	0.90815526	0.924936	0.871024	0.89531744	0.9272906	0.90390545	0.89331746	0.9268992	0.85655594	0.90111226	0.92434716	0.92036617	0.8912613	0.92340845	0.850193	0.8260131	0.89812243	0.9257132	0.84942555	0.8780614	0.86183596	0.8285248	0.8994479	0.86096275	0.89924616	0.8698926	0.92164785	0.84597677	0.8997416	0.9235078	0.82823086	0.9168911	0.8667853	0.90071136	0.8852708	0.88059103	0.88199276	0.0	0.8919721	0.92017174	0.8451605	0.89988405	0.89574593	0.89346087	0.8471476	0.8991978	0.8730247	0.8937341	0.8586994	0.9084238	0.9119351	0.8747096	0.89582264	0.822286	0.8855082	0.9326972	0.88972074	0.929067	0.91191226	0.9023782	0.8901924	0.88660467	0.9062637	0.9001871	0.8711833	0.913881	0.89452815	0.8884145	0.88932246	0.87875503	0.8745411	0.92793006	0.8711456	0.8826167	0.9076442	0.85899615	0.9271757	0.8989711	0.9460226	0.91871715	0.8921479
zomer/noun	0.85536224	0.7821451	0.89603335	0.918743	0.9147308	0.783051	0.91373926	0.9219176	0.8056823	0.82471347	0.93190706	0.91509473	0.904942	0.9432423	0.7891565	0.8571263	0.8851654	0.9017173	0.78072095	0.92244524	0.8197859	0.89921904	0.92496455	0.8932401	0.9076102	0.92799926	0.8874353	0.8798021	0.88149357	0.9093848	0.8399925	0.8518758	0.88305306	0.9419059	0.8350457	0.9129697	0.9218278	0.9225552	0.8968853	0.90348965	0.7502823	0.9095384	0.88868237	0.9188599	0.85076064	0.92838484	0.9114908	0.91707563	0.8915535	0.8651493	0.8572874	0.8398342	0.79999185	0.8522722	0.91809803	0.9033392	0.91675127	0.85962987	0.6427114	0.93353325	0.91300315	0.86542267	0.87251043	0.86284465	0.87939554	0.89490557	0.9183913	0.9043236	0.93332034	0.7822491	0.8163017	0.8268367	0.9255879	0.9046948	0.8444397	0.90835476	0.8755517	0.86916596	0.91215736	0.8536456	0.83243155	0.83598375	0.87557006	0.8925046	0.92261523	0.8919721	0.0	0.91797256	0.90245265	0.9029716	0.90711224	0.9130887	0.87741214	0.82045126	0.92672753	0.91038144	0.8203387	0.92559063	0.94440484	0.9399693	0.7688376	0.9018297	0.9633733	0.7979653	0.9125557	0.89314044	0.6872393	0.8662921	0.9328437	0.8976441	0.8450977	0.67306876	0.9094598	0.8237896	0.89646244	0.92079914	0.8823353	0.9338231	0.8397121	0.9228581	0.90746546	0.83842206	0.92972374	0.83290875	0.89790803	0.89784205	0.79299486	0.9646684	0.8770669
meisje/noun	0.786443	0.7880292	0.8829652	0.87215114	0.8583911	0.90898347	0.8825245	0.82449305	0.82488513	0.8773121	0.8334195	0.9285693	0.8430901	0.90673524	0.8859746	0.7770441	0.76017684	0.8672119	0.81952983	0.8431497	0.81405264	0.90230125	0.90865064	0.76382697	0.8004687	0.90271616	0.91032875	0.8830671	0.88817644	0.9254053	0.8604745	0.80287033	0.7983185	0.92409796	0.92333627	0.8740923	0.9161522	0.9013072	0.8722544	0.89044094	0.89050275	0.90016437	0.8338825	0.85445386	0.8843243	0.9199535	0.9110874	0.86348593	0.77805364	0.88784784	0.94002926	0.8959193	0.89926636	0.89287174	0.8685696	0.90183955	0.663644	0.84819686	0.9103224	0.8868329	0.8532878	0.83950114	0.8166847	0.8692343	0.8198392	0.81284237	0.8868873	0.85779	0.41938937	0.8537284	0.8646604	0.85450304	0.90393484	0.8463038	0.9002701	0.80243254	0.90131783	0.86822784	0.8326242	0.81442463	0.8955092	0.7358602	0.8155082	0.8573553	0.91066456	0.92017174	0.91797256	0.0	0.83105814	0.8757251	0.6395606	0.8679691	0.84071994	0.86117846	0.9261045	0.8008145	0.900915	0.91988236	0.91812325	0.8320913	0.8649446	0.52621454	0.9602498	0.89689124	0.9125313	0.810432	0.9029332	0.8527618	0.9110341	0.83660394	0.8277473	0.78290707	0.86952233	0.7758849	0.7146178	0.8717351	0.7469113	0.8151501	0.8601694	0.96401286	0.800805	0.8013869	0.91179615	0.8112913	0.89240384	0.8651817	0.8919434	0.90954083	0.84551966
duur_voort/adj	0.7512145	0.76471937	0.75346744	0.8366716	0.7440355	0.88856095	0.6896746	0.77483505	0.8692335	0.8164962	0.8756572	0.8673881	0.8172706	0.7296191	0.8765049	0.85217994	0.7901112	0.75054634	0.87995434	0.79570335	0.83089197	0.78048384	0.8501727	0.8585954	0.90488255	0.9183967	0.80879843	0.7664367	0.7719183	0.8342235	0.70509195	0.7685493	0.6672299	0.830226	0.8542133	0.811719	0.81135654	0.8049211	0.7130063	0.8755396	0.7876511	0.8781556	0.8121861	0.7474258	0.8447552	0.86191505	0.7974448	0.8325796	0.85422266	0.8010041	0.8426963	0.8162558	0.81922185	0.81365895	0.81115	0.913793	0.68429226	0.8646397	0.8583329	0.8110843	0.8859746	0.871884	0.7980802	0.7418581	0.73153406	0.7644927	0.80598944	0.80043817	0.81652915	0.7400449	0.79494333	0.8272851	0.76672375	0.85054207	0.87212	0.7529999	0.8961128	0.873333	0.86573565	0.852778	0.74255407	0.8195311	0.78911567	0.6902797	0.7983756	0.8451605	0.90245265	0.83105814	0.0	0.83309186	0.74678195	0.8077817	0.8761397	0.86961865	0.87497437	0.84525526	0.7755672	0.84283453	0.8296794	0.8180659	0.8879249	0.8147412	0.88693875	0.91852343	0.7939846	0.81981915	0.91937846	0.7871143	0.7580756	0.82345164	0.79912114	0.8447927	0.812063	0.8698315	0.8777693	0.78400695	0.5924528	0.76484275	0.82620907	0.96983314	0.8389494	0.85453594	0.8393806	0.79313904	0.7995634	0.7219111	0.86253595	0.78664815	0.7337176
sarcastisch/adj	0.82453895	0.86972874	0.76682454	0.8309864	0.8683549	0.8836468	0.9067194	0.82146525	0.9240662	0.86030966	0.8789588	0.77480984	0.8998936	0.8654842	0.82694554	0.88204473	0.8331243	0.80364746	0.86996216	0.83219147	0.8813236	0.8808317	0.8222683	0.8787404	0.92143494	0.88489133	0.81380713	0.8051888	0.74507916	0.9017886	0.8782842	0.76734895	0.7962786	0.8960831	0.852222	0.8805263	0.8886591	0.859711	0.86578995	0.8437327	0.8657832	0.8755723	0.78352416	0.73475635	0.8743672	0.8752505	0.8396723	0.87863684	0.9319804	0.8884808	0.835332	0.8496754	0.91857314	0.85519344	0.8634876	0.9363049	0.79569936	0.82704103	0.8890331	0.73788786	0.85030353	0.8670649	0.8823035	0.856715	0.85036284	0.80478424	0.86890143	0.82764345	0.865253	0.8537524	0.86059827	0.88880026	0.7927952	0.90598255	0.915418	0.8437898	0.88649327	0.92157066	0.8872981	0.8022862	0.8472253	0.8758038	0.78490996	0.8241788	0.9138105	0.89988405	0.9029716	0.8757251	0.83309186	0.0	0.86571515	0.7877256	0.87053585	0.8069015	0.80096895	0.8884611	0.8222704	0.8988222	0.78956413	0.90822464	0.89807	0.8620406	0.8401202	0.8901553	0.8931537	0.6969337	0.8998248	0.77913195	0.84172744	0.8508753	0.9101046	0.90866905	0.8699936	0.8749692	0.8752182	0.8532545	0.78163874	0.78171456	0.8528974	0.88462305	0.77347285	0.8047309	0.88830507	0.8637099	0.8238294	0.84357977	0.9009949	0.8656125	0.8242328
mens/noun	0.77577394	0.75483066	0.8320588	0.8379936	0.72264063	0.90227544	0.78786105	0.6960495	0.8393383	0.7554861	0.78185725	0.92350733	0.89115894	0.7523719	0.9107163	0.8454074	0.7368448	0.8513098	0.8321442	0.7257787	0.76169926	0.78064746	0.87890524	0.8536592	0.5814815	0.93386614	0.8775379	0.7210848	0.85046077	0.8605578	0.6913286	0.76934665	0.67243326	0.8447244	0.90803784	0.8488906	0.8416434	0.74710816	0.77148134	0.8662413	0.7340737	0.80937284	0.6946691	0.64763176	0.8480432	0.85817754	0.7843758	0.72056615	0.74642235	0.7982141	0.9168455	0.8315058	0.7879169	0.83672595	0.84431356	0.91683877	0.48892367	0.7285876	0.8510909	0.8634629	0.8327637	0.8213324	0.7564856	0.71183693	0.77055764	0.7671484	0.7050863	0.75415653	0.577955	0.8101041	0.8020352	0.86060125	0.82501876	0.8638429	0.90282464	0.68444526	0.8656991	0.85357535	0.8747715	0.8346328	0.8117363	0.75197035	0.7696372	0.7745945	0.7854395	0.89574593	0.90711224	0.6395606	0.74678195	0.86571515	0.0	0.7156074	0.85147786	0.8180649	0.90256906	0.82464767	0.83472717	0.80764663	0.8284387	0.821414	0.89914	0.7231313	0.90809894	0.87341654	0.6494367	0.8408302	0.8853804	0.84322786	0.76969415	0.75612533	0.7879803	0.7412524	0.71813667	0.8562458	0.7500187	0.8252825	0.64156246	0.7424107	0.8365244	0.9846691	0.7704044	0.8124171	0.8248028	0.80773115	0.8208064	0.68640304	0.8379765	0.7957181	0.7097354
misschien/adv	0.777015	0.87188137	0.7734969	0.78126657	0.7335024	0.8812117	0.8505469	0.6391009	0.9334369	0.648492	0.7504653	0.88287616	0.9429809	0.83540946	0.9540664	0.9245873	0.6729931	0.8348341	0.88912636	0.5635911	0.82884127	0.75242853	0.8941679	0.9172761	0.9365205	0.9227336	0.87363964	0.5724521	0.7911078	0.902298	0.91651595	0.6732495	0.5634787	0.7485236	0.9259186	0.8536008	0.7515603	0.6970081	0.7149471	0.8879653	0.6709386	0.7751403	0.60758734	0.72762877	0.8552165	0.8484143	0.7022564	0.6053713	0.8652344	0.7195402	0.9183129	0.8566328	0.8114821	0.8698796	0.8697353	0.93749356	0.6273553	0.8655152	0.8964494	0.85533285	0.902842	0.80645245	0.877629	0.6637823	0.7683662	0.77109945	0.5767969	0.6124661	0.87062067	0.710037	0.7113544	0.8648348	0.7864711	0.90268576	0.9342705	0.71479243	0.8811944	0.904964	0.8945509	0.73361003	0.83911526	0.84519756	0.7450579	0.7896756	0.77437544	0.89346087	0.9130887	0.8679691	0.8077817	0.7877256	0.7156074	0.0	0.881962	0.82821393	0.9308178	0.92109144	0.8913058	0.8717346	0.8025913	0.89671457	0.9055542	0.9043468	0.8233235	0.940588	0.7869085	0.8105029	0.9401725	0.8178746	0.7264034	0.64072925	0.8541115	0.9111403	0.82803535	0.9076376	0.89983124	0.8483051	0.65739167	0.8318553	0.887989	0.9854297	0.72602797	0.73236406	0.6799129	0.7989808	0.81053853	0.65434706	0.8038188	0.78825223	0.6369718
vervallen/adj	0.8118361	0.80040616	0.8988319	0.8916019	0.86135674	0.9081938	0.83743685	0.89573485	0.7687926	0.86813223	0.9219535	0.8931897	0.6212587	0.8421485	0.88965917	0.6958327	0.88410085	0.8299205	0.83088917	0.89922434	0.7053498	0.8622578	0.91704947	0.84733665	0.8150325	0.833159	0.9017688	0.8683536	0.8586307	0.9034065	0.8589216	0.83548176	0.87684834	0.9279062	0.90912426	0.8854399	0.8952279	0.90947264	0.8609719	0.888003	0.86152005	0.9039226	0.8847635	0.9023162	0.8404233	0.90832174	0.9051455	0.9245062	0.88374466	0.9144556	0.894071	0.8714448	0.911122	0.8329365	0.78996736	0.8812333	0.8695802	0.8958168	0.89236367	0.858499	0.77021617	0.80951375	0.79518586	0.8725093	0.8650421	0.8397328	0.9081325	0.8955015	0.8358369	0.8455599	0.89035225	0.770682	0.8600063	0.8676342	0.7684205	0.86471474	0.83155566	0.8264425	0.731073	0.7474578	0.8196422	0.8453678	0.8417077	0.8448428	0.8937975	0.8471476	0.87741214	0.84071994	0.8761397	0.87053585	0.85147786	0.881962	0.0	0.82818174	0.9173925	0.8115017	0.80427605	0.8756788	0.8886647	0.86632204	0.8323576	0.81011665	0.92166924	0.87951344	0.88963705	0.83345044	0.9186255	0.86533517	0.89460164	0.8844175	0.88353485	0.89082026	0.9124201	0.8644393	0.6605829	0.8559042	0.8358196	0.8959896	0.8291966	0.9236981	0.8733336	0.85445267	0.92623055	0.8472027	0.880091	0.8808112	0.94764954	0.9167093	0.8961144
plaat/noun	0.8591548	0.8300508	0.8945308	0.85614	0.85760576	0.77661824	0.9088098	0.8424714	0.88866764	0.84666514	0.8177204	0.8355545	0.7847223	0.882159	0.9328475	0.8117571	0.8384879	0.87272644	0.8685426	0.83188367	0.7839637	0.8392173	0.83014995	0.84205246	0.8984893	0.8315038	0.90676206	0.81743824	0.8675436	0.90623474	0.87874806	0.822514	0.7988089	0.9017626	0.8905999	0.90709376	0.8979336	0.8799827	0.8541968	0.6603435	0.8668672	0.8957503	0.8006639	0.8344995	0.8234498	0.8839613	0.8301059	0.8872537	0.85997397	0.82117945	0.86662453	0.90382165	0.8647235	0.8156209	0.84693384	0.94709843	0.8310164	0.85311663	0.8352214	0.68706656	0.7222769	0.8811188	0.872553	0.8493316	0.88402885	0.8092487	0.87336016	0.8246697	0.86919534	0.81919205	0.86960053	0.8492923	0.8456396	0.90674305	0.82653594	0.8773351	0.7413124	0.8962934	0.7652831	0.72097343	0.8154421	0.885113	0.8215899	0.84655935	0.8947318	0.8991978	0.82045126	0.86117846	0.86961865	0.8069015	0.8180649	0.82821393	0.82818174	0.0	0.94385105	0.9016613	0.852029	0.9030532	0.8815847	0.9075008	0.87197375	0.89194965	0.95837975	0.66550374	0.87350225	0.7025827	0.8722006	0.83272713	0.8626978	0.86589026	0.86400414	0.81897044	0.89638937	0.85371745	0.8050621	0.85360396	0.82000846	0.8862368	0.8616824	0.963283	0.8631121	0.77903044	0.88454837	0.8168981	0.8183242	0.8436409	0.86319894	0.924025	0.84962344
partij_genoot/noun	0.8774874	0.8530287	0.8802176	0.9194486	0.9054313	0.9171444	0.90530676	0.91474044	0.9511171	0.93999577	0.9203581	0.7436741	0.95506316	0.9102631	0.5975591	0.9381819	0.8896375	0.8663403	0.8996668	0.93338954	0.93670166	0.9343341	0.9311797	0.8493947	0.89601386	0.8998407	0.7969142	0.8770468	0.86446977	0.917847	0.9360546	0.8669437	0.9083786	0.91986305	0.73234296	0.8934349	0.85634977	0.9087248	0.92799836	0.7659589	0.8331379	0.95094126	0.91473806	0.8300394	0.93536866	0.9169302	0.9347281	0.9411788	0.9529784	0.9438283	0.673714	0.7964841	0.95629317	0.90869737	0.9425556	0.9005727	0.8701134	0.8697325	0.9453577	0.8551782	0.88531864	0.9196627	0.8323623	0.911081	0.85332346	0.93296236	0.9085328	0.93668234	0.89654344	0.9343778	0.90558374	0.945615	0.9083213	0.88443303	0.9114668	0.88203144	0.94239664	0.9340359	0.94720507	0.9605953	0.92657584	0.88529545	0.9013902	0.8898812	0.94012105	0.8730247	0.92672753	0.9261045	0.87497437	0.80096895	0.90256906	0.9308178	0.9173925	0.94385105	0.0	0.81581813	0.75345016	0.91147965	0.8638698	0.92799234	0.94466645	0.9002837	0.5459369	0.9324215	0.93313384	0.8963214	0.84635764	0.88032454	0.90188473	0.9253942	0.9523493	0.95075166	0.6957787	0.8870435	0.9337989	0.88987553	0.9012394	0.6276665	0.886101	0.4982161	0.6726676	0.8792052	0.93748194	0.8967005	0.9259305	0.92583275	0.9438888	0.9146779	0.9193825
protestants/adj	0.84078026	0.8026748	0.9040173	0.9015555	0.8654422	0.91702497	0.8401145	0.910859	0.76671004	0.9331097	0.9234906	0.8571649	0.8694238	0.8158391	0.8274337	0.86692864	0.87593377	0.85045445	0.8414873	0.9292862	0.8705297	0.9204483	0.9286572	0.8333521	0.80482733	0.92675495	0.8461722	0.85588765	0.8796421	0.8597345	0.8835968	0.8429259	0.8734457	0.9300115	0.85751367	0.88091683	0.90019363	0.9249948	0.8587419	0.86014104	0.8381239	0.92663616	0.9144436	0.8599806	0.8939913	0.8823491	0.9091447	0.94264925	0.92491955	0.9354101	0.88063484	0.8213955	0.94406164	0.8451814	0.86676604	0.8970913	0.8558161	0.88905823	0.92212415	0.87639546	0.867774	0.8796262	0.8107009	0.8850462	0.8536773	0.8500602	0.9094825	0.93028885	0.80512214	0.9067443	0.8855827	0.8976148	0.8545269	0.8728776	0.82911736	0.85800564	0.8886961	0.79979646	0.9104745	0.89351696	0.85205215	0.8211945	0.8660847	0.7922196	0.9099263	0.8937341	0.91038144	0.8008145	0.84525526	0.8884611	0.82464767	0.92109144	0.8115017	0.9016613	0.81581813	0.0	0.83388376	0.8737196	0.86365354	0.81487423	0.9034019	0.8250385	0.8502784	0.8824556	0.8908183	0.8860248	0.8874916	0.8106401	0.90129066	0.9080692	0.9198759	0.92004627	0.7784474	0.85250765	0.8087189	0.82771945	0.8462625	0.72572434	0.77529883	0.88522416	0.8907398	0.8409535	0.9452731	0.87520593	0.90161365	0.88861936	0.9359171	0.8477113	0.9340527
voorts/adv	0.8465999	0.6791757	0.88844323	0.8865598	0.75103384	0.8881273	0.7649394	0.81531477	0.8575423	0.81443983	0.94550353	0.7473453	0.866244	0.75839084	0.68790185	0.84508824	0.8450638	0.83494157	0.85357916	0.8711705	0.8451826	0.8479156	0.87067485	0.80286634	0.7802976	0.8705638	0.77824175	0.67399013	0.86157775	0.8400707	0.749398	0.7919537	0.83192205	0.85415566	0.7605245	0.8088865	0.8558997	0.87646073	0.8038506	0.8135979	0.7223254	0.90826267	0.8085957	0.7769036	0.8919879	0.91263413	0.83732116	0.89962006	0.84366673	0.9073757	0.65956354	0.8296594	0.8843264	0.7714747	0.90797323	0.8619194	0.8515859	0.8090602	0.861409	0.76173	0.7839027	0.89374596	0.5719839	0.75871885	0.82624876	0.8506983	0.8474493	0.8548624	0.8985156	0.87877065	0.8099011	0.8815027	0.77239376	0.8766494	0.88222885	0.82465315	0.85280526	0.8759094	0.86834943	0.8566185	0.81434214	0.8136726	0.86424667	0.75077945	0.8109997	0.8586994	0.8203387	0.900915	0.7755672	0.8222704	0.83472717	0.8913058	0.80427605	0.852029	0.75345016	0.83388376	0.0	0.8296916	0.7670912	0.79213685	0.8908045	0.85404074	0.78981906	0.80170107	0.74594784	0.8166759	0.8280016	0.8501006	0.787024	0.8923465	0.8833891	0.85743284	0.80225146	0.8485464	0.8752148	0.8300277	0.7982936	0.7608926	0.8405336	0.78382546	0.8367088	0.84514165	0.8907381	0.85289764	0.731618	0.801001	0.87522095	0.9060164	0.83143544
homeopathisch/adj	0.84408	0.7905475	0.8725543	0.896456	0.7592552	0.93951416	0.8356284	0.84232986	0.94127953	0.88457954	0.9259504	0.88552004	0.9458427	0.728897	0.9216038	0.9401975	0.8887879	0.9130168	0.933764	0.8724079	0.91462386	0.8846733	0.9323955	0.9004333	0.8943311	0.94973356	0.8685019	0.8162905	0.87933695	0.8700186	0.8223791	0.849352	0.8398971	0.8979441	0.9051788	0.8452482	0.8926583	0.91186255	0.7965642	0.9159154	0.8040309	0.8962469	0.87278396	0.86178744	0.9033552	0.9459166	0.874229	0.928968	0.92621106	0.93066573	0.86068016	0.8655462	0.90868855	0.90670115	0.92569953	0.93022263	0.8356492	0.8878354	0.89632756	0.88827544	0.9091438	0.9244751	0.87132436	0.7700437	0.8734356	0.8765493	0.862396	0.9010382	0.9094291	0.89800966	0.8447644	0.90536267	0.8784898	0.90289515	0.93992573	0.8782491	0.87093586	0.9409009	0.91253346	0.91365933	0.86486644	0.9123968	0.882637	0.8357767	0.8550273	0.9084238	0.92559063	0.91988236	0.84283453	0.8988222	0.80764663	0.8717346	0.8756788	0.9030532	0.91147965	0.8737196	0.8296916	0.0	0.7832657	0.82483596	0.9282772	0.91105545	0.88891333	0.92315066	0.8518722	0.9178667	0.91573423	0.89476657	0.8669421	0.91029334	0.91221106	0.91360855	0.8620166	0.88948834	0.90692055	0.8828975	0.77907264	0.87499166	0.9134493	0.94103324	0.8982406	0.9147848	0.917275	0.90246844	0.8565316	0.8474444	0.9239043	0.8802396	0.89734584
correct/adj	0.84232235	0.7303789	0.7872877	0.8615253	0.7144561	0.8921898	0.81188536	0.7239659	0.9531548	0.8585857	0.8897888	0.8229782	0.9336354	0.6623083	0.8875389	0.92360747	0.8377846	0.8126209	0.92098105	0.8328332	0.9074912	0.8022838	0.87298787	0.88682944	0.901734	0.9095756	0.81840545	0.7633607	0.8370169	0.9095622	0.83180296	0.80669457	0.75240743	0.8578052	0.86731976	0.81956816	0.84657824	0.8716563	0.7948978	0.90557605	0.7514445	0.8355816	0.7367972	0.7649466	0.91513884	0.8927409	0.7320165	0.8686999	0.9248948	0.8799203	0.77363026	0.8413285	0.9313287	0.8074751	0.85958874	0.9212903	0.79963046	0.86928475	0.9136229	0.75958914	0.89845043	0.9054704	0.82494634	0.71089375	0.82664096	0.83588666	0.7527143	0.84868824	0.8924949	0.908092	0.7785598	0.9293334	0.69251204	0.8802968	0.9180877	0.83413607	0.9142078	0.9370364	0.9154343	0.8355545	0.8317282	0.888108	0.81189346	0.81836057	0.8252633	0.9119351	0.94440484	0.91812325	0.8296794	0.78956413	0.8284387	0.8025913	0.8886647	0.8815847	0.8638698	0.86365354	0.7670912	0.7832657	0.0	0.78083664	0.9341578	0.8909443	0.8462138	0.9231083	0.8408841	0.82255316	0.9367021	0.8341458	0.78141856	0.8185958	0.90513533	0.9331636	0.7891166	0.90918726	0.90960276	0.827957	0.7422476	0.7696856	0.86404073	0.93999165	0.83150494	0.88023853	0.88226396	0.87640476	0.7734012	0.7972408	0.88815403	0.8535245	0.87108886
herkomst/noun	0.8257102	0.7771524	0.90744984	0.90240264	0.79698694	0.92322755	0.7894514	0.79779524	0.8494423	0.8654289	0.945361	0.87661445	0.8922592	0.674471	0.8974151	0.90686476	0.86930406	0.8694468	0.92975825	0.89486355	0.84760565	0.88209116	0.9015659	0.8424166	0.8266777	0.9044651	0.892384	0.8365319	0.8802117	0.89237064	0.8588789	0.86429995	0.88824666	0.8859645	0.8972054	0.77241635	0.8776859	0.91574585	0.8020706	0.9086586	0.82867277	0.8916924	0.8809148	0.8308172	0.91856575	0.9214024	0.8765656	0.9225069	0.9260279	0.91674894	0.8197174	0.8983979	0.9296812	0.8570329	0.89047325	0.9635203	0.8271339	0.883446	0.9253005	0.78799045	0.81556785	0.9215469	0.80501354	0.80539966	0.86259073	0.823612	0.8546418	0.8877301	0.8465375	0.91745967	0.78562117	0.89964813	0.7556988	0.8803602	0.90094805	0.8712031	0.91592026	0.8844899	0.8818612	0.88268536	0.8397507	0.834084	0.8705081	0.8080457	0.84447443	0.8747096	0.9399693	0.8320913	0.8180659	0.90822464	0.821414	0.89671457	0.86632204	0.9075008	0.92799234	0.81487423	0.79213685	0.82483596	0.78083664	0.0	0.90260625	0.83999056	0.8897435	0.92177695	0.8486068	0.87278837	0.9541203	0.8774222	0.84494615	0.9356089	0.9112183	0.93498635	0.84017074	0.87149006	0.82129073	0.7793342	0.7677366	0.8251282	0.8607975	0.9550535	0.90085316	0.86324537	0.9264551	0.8740323	0.758222	0.85347503	0.94146353	0.8782208	0.910543
bloed_heet/adj	0.8179904	0.85476094	0.89897203	0.9193941	0.9057878	0.8961469	0.92139804	0.9241043	0.83061576	0.86345595	0.9059007	0.93219334	0.821315	0.90884703	0.87805843	0.77740836	0.8630177	0.8459945	0.8624984	0.9058398	0.83129036	0.90072656	0.9432675	0.90389895	0.87830395	0.89694947	0.9356559	0.9102215	0.87769586	0.92523956	0.87323177	0.8517435	0.86755824	0.9284248	0.89837813	0.9430939	0.92347753	0.91786027	0.8866031	0.9217147	0.89459443	0.8794934	0.8974773	0.9284973	0.874638	0.9251867	0.9032185	0.9150885	0.87447566	0.9104866	0.91543627	0.89274234	0.8904634	0.8796618	0.8894661	0.87694025	0.8762646	0.8790284	0.8481632	0.9237335	0.9079431	0.84403056	0.89191425	0.8776947	0.8866734	0.88565093	0.9126616	0.89578265	0.87475955	0.8193207	0.91229784	0.79825056	0.93977827	0.89782596	0.81779635	0.88201445	0.8702012	0.88912576	0.84520245	0.85990626	0.79060996	0.8821832	0.8450188	0.87359154	0.8972872	0.89582264	0.7688376	0.8649446	0.8879249	0.89807	0.89914	0.9055542	0.8323576	0.87197375	0.94466645	0.9034019	0.8908045	0.9282772	0.9341578	0.90260625	0.0	0.87448645	0.9303631	0.865631	0.91072476	0.9291239	0.8655676	0.8472183	0.90496945	0.90595645	0.83902454	0.8290727	0.91815364	0.84661335	0.8748565	0.932979	0.8735322	0.9134214	0.8587023	0.934164	0.90726364	0.9020733	0.9254766	0.84091216	0.93575656	0.8861022	0.92479676	0.93371385	0.9116449
