	bijzonder/adj	gelaat/noun	la/noun	uitspanning/noun	opgebouwd/adj	benadering/noun	eenzijdig/adj	hoofd/noun	lied_DIM/noun	verzorger/noun	achterkant/noun	gelaat_trek/noun	lichaam_taal/noun	elleboog/noun	kast_DIM/noun	speelstijl/noun	bocht/noun	fysiek/noun	bak/noun	mengsel/noun	zeer/adv	look/noun	persoonlijkheid/noun	die/det	zo/adv	jongen/noun	figuur/noun	glas/noun	snuit/noun	wolkenkrabber/noun	model/noun	hartstochtelijk/adj	handschrift/noun	koets_werk/noun	constructie/noun	viool/noun	trek/noun	dan_pas_DIM/noun	trouwring/noun	kant_DIM/noun	choreografie/noun	ietwat/adv	en/vg	Zwitser/noun	steen/noun	symbool/noun	rock/noun	body/noun	lied/noun	verfilming/noun	lijn/noun	blik/noun	one-liners/noun	ze/pron	ritme/noun	veelal/adv	carrosserie/noun	iets/noun	thema/noun	landschap/noun	kap_DIM/noun	breakdance/noun	vaas/noun	manier/noun	uitgestoken/adj	film/noun	klank/noun	gebouw/noun	Jong/name	grafiek/noun	zo/adj	begeleiding/noun	taal/noun	karakter/noun	mooi/adj	nogal/adv	vijver/noun	gitaar/noun	kaak/noun	geluid/noun	volume/noun	beeld_merk/noun	gezicht/noun	des/adv	grooves/noun	ritmiek/noun	tafel/noun	heup/noun	te/adv	letter/noun	even/adv	tamelijk/adj	gebaar/noun	steeds/adv	tred/noun	beweging/noun	weg_net/noun	kassei/noun	kop/noun	compositie/noun	arrangement/noun	korrel/noun	even/adj	slurf/noun	schouder/noun	raam/noun	stekel/noun	eerder/adj	opgetrokken/adj	ronding/noun	aanvankelijk/adj	patroon/noun	uitwerking/noun	wat/adv	generaal/noun	heftigheid/noun	lichaam/noun	pixels/noun	veel/adj	vorm/noun	snavel/noun	minder/adj	dance/noun	decolleté/noun	muziek/noun	stijl/noun	woonkamer/noun	motoriek/noun	interview/noun	lekker/adj
schouder/noun	0.9006259	0.70529974	0.9222635	0.9372207	0.8945743	0.92149246	0.9280138	0.6077729	0.8880795	0.8479976	0.7717136	0.86661154	0.8610011	0.5228609	0.8482215	0.92464423	0.833102	0.88305116	0.8103335	0.87716156	0.88439167	0.87756085	0.8869067	0.8475424	0.87059724	0.75612295	0.8842064	0.7624605	0.8321838	0.8506181	0.8592173	0.89020014	0.9288964	0.8348673	0.86779094	0.87761164	0.86743414	0.84944135	0.882223	0.9165135	0.8898148	0.78312415	0.73725116	0.8683594	0.7581963	0.87599075	0.9070314	0.8481287	0.91198444	0.94241273	0.8875046	0.72997475	0.9447931	0.74853945	0.845928	0.8667633	0.87174064	0.89805543	0.95161843	0.8809803	0.773314	0.95074546	0.8070463	0.929071	0.77510655	0.95246285	0.89552134	0.9117496	0.89244664	0.93319213	0.8648455	0.9359321	0.9386628	0.9140515	0.8732048	0.84410137	0.86204726	0.80142725	0.6145309	0.8639513	0.8743478	0.9308683	0.63783586	0.8558184	0.89293915	0.93079835	0.807985	0.4766248	0.8167051	0.8261359	0.8280003	0.85586524	0.79101634	0.85368264	0.82359856	0.826332	0.9527353	0.8150178	0.70860064	0.9044165	0.92668545	0.8686826	0.7632833	0.8207651	0.0	0.76947427	0.81681204	0.9473013	0.7813767	0.836712	0.8884728	0.8229846	0.94007725	0.7902397	0.92436934	0.94588244	0.7142184	0.9586752	0.8617232	0.9178103	0.79224026	0.86172473	0.91788095	0.7591122	0.93477046	0.9081278	0.84661007	0.8620748	0.9677535	0.8212034
raam/noun	0.92907983	0.7678783	0.89896214	0.8452339	0.8366357	0.92930794	0.9399921	0.71276605	0.9177587	0.8755354	0.52772343	0.88322824	0.90907824	0.78216743	0.64877105	0.9403196	0.810621	0.92189443	0.67896706	0.8672785	0.92506206	0.8706891	0.89520776	0.8720312	0.8903921	0.8301072	0.8540307	0.54780376	0.8511398	0.6885961	0.8348036	0.90011436	0.87997234	0.7866222	0.7309073	0.87660253	0.89291734	0.9006246	0.8431644	0.90107125	0.9091905	0.8207607	0.7062572	0.91324025	0.6010119	0.8505559	0.90955687	0.88478994	0.91099423	0.94820285	0.86575556	0.7167442	0.9557024	0.75067735	0.87852967	0.82393515	0.8056164	0.9087948	0.9324444	0.7840496	0.8060294	0.9689883	0.6989198	0.92857254	0.87975365	0.95357996	0.84852743	0.580943	0.95485383	0.8734369	0.88570744	0.9334322	0.9461952	0.9034223	0.8169744	0.8807267	0.7035096	0.81697106	0.7953869	0.7737175	0.8128169	0.9038477	0.7100721	0.89587617	0.9246449	0.92740184	0.68289673	0.79935527	0.893098	0.74490243	0.7993829	0.8562306	0.85987496	0.88906425	0.83760005	0.8784522	0.9164589	0.76961225	0.77724755	0.878847	0.91140664	0.8490512	0.78772503	0.817301	0.76947427	0.0	0.88170487	0.95067513	0.70421195	0.85563743	0.916976	0.7660171	0.9263608	0.83908176	0.93779045	0.95508415	0.75920653	0.9231091	0.9063527	0.8841845	0.79267657	0.9109704	0.92204666	0.8510234	0.9233445	0.8794487	0.49999028	0.93763804	0.96861345	0.8231626
stekel/noun	0.8956641	0.8303117	0.9400266	0.9400844	0.88911134	0.92482376	0.9291343	0.82688785	0.9194846	0.93568844	0.8618242	0.876048	0.92045325	0.85210705	0.87305903	0.9115754	0.90964013	0.9249578	0.84819895	0.8644756	0.89506865	0.8549073	0.8784964	0.86897576	0.8781463	0.8747311	0.8734487	0.8251354	0.8030163	0.9022517	0.8486016	0.91672975	0.9273429	0.8853364	0.8477514	0.91446406	0.88471496	0.91695756	0.9314343	0.89893115	0.9267207	0.84135413	0.83130735	0.945574	0.8384199	0.8951396	0.90146416	0.88511205	0.9373147	0.94082177	0.8817019	0.8358567	0.9512322	0.8553803	0.91899014	0.8869071	0.8743978	0.8811475	0.9448203	0.8624469	0.80474436	0.9518721	0.8521252	0.918988	0.91956794	0.9404483	0.87863624	0.9141151	0.9618251	0.92059124	0.908716	0.94574606	0.9293856	0.8957694	0.8643669	0.8628238	0.86900747	0.89678925	0.79284847	0.86928886	0.89413846	0.9164249	0.80294466	0.89376056	0.9256726	0.9189911	0.8700683	0.80775285	0.86186475	0.857158	0.8900402	0.88563454	0.8998912	0.8874614	0.88871753	0.8999646	0.9464879	0.869029	0.82355237	0.9072317	0.91376126	0.8320663	0.86210144	0.8566272	0.81681204	0.88170487	0.0	0.94159573	0.8429351	0.87224174	0.9142534	0.8599583	0.93040746	0.8362351	0.9636377	0.9298152	0.86402106	0.9483541	0.87541044	0.8858064	0.8351802	0.8910977	0.9427971	0.7950219	0.91980046	0.8869917	0.9002565	0.9138099	0.9563941	0.8681644
eerder/adj	0.84624356	0.889114	0.88704	0.95493406	0.8752308	0.8245411	0.72515297	0.944424	0.8840969	0.8774358	0.9285182	0.9187049	0.89011526	0.90839505	0.91489995	0.897659	0.91544175	0.92067766	0.940928	0.9264878	0.8263686	0.9369376	0.86943865	0.73675275	0.849894	0.88587314	0.8735084	0.9398253	0.9362021	0.9183354	0.8413769	0.8574828	0.84667856	0.9335646	0.84502053	0.9144797	0.882491	0.9272087	0.8797111	0.8670305	0.8845535	0.81690186	0.87640786	0.77032137	0.927068	0.9202002	0.91196615	0.9170677	0.8725451	0.8498384	0.88424253	0.92156816	0.92626816	0.79025114	0.9090107	0.777159	0.91366845	0.8593492	0.8885347	0.9052162	0.9549268	0.95261705	0.92100364	0.8654594	0.90777934	0.8331785	0.88924444	0.91964436	0.78754944	0.8566804	0.9139638	0.9098671	0.90469956	0.8638593	0.8850456	0.78198874	0.9322713	0.92474383	0.89666885	0.8846105	0.8599498	0.9456283	0.92330855	0.8469963	0.95551014	0.92402875	0.92708987	0.9147537	0.8669826	0.88311404	0.87674594	0.7877706	0.85210836	0.83537996	0.9048209	0.85856926	0.9110597	0.92884773	0.9388048	0.8649335	0.86704767	0.9076588	0.8925253	0.96755683	0.9473013	0.95067513	0.94159573	0.0	0.93608713	0.95352453	0.64972836	0.8470342	0.8136227	0.8757013	0.77030563	0.87723225	0.8911041	0.94810045	0.8592901	0.86372757	0.9497949	0.8592517	0.91007376	0.9510279	0.91363704	0.889137	0.9400758	0.9086709	0.74248755	0.9522113
opgetrokken/adj	0.845088	0.7520516	0.88249207	0.83729166	0.747573	0.8740461	0.89492345	0.8085621	0.8357464	0.88098943	0.683449	0.83914155	0.8538636	0.80711913	0.7938706	0.8853123	0.8561139	0.88281745	0.7575769	0.8049475	0.8512299	0.80867255	0.8495103	0.8186213	0.85666937	0.8530813	0.81050634	0.6544802	0.83996606	0.7357353	0.7779248	0.85913813	0.83707887	0.8000665	0.66187483	0.86517453	0.8333417	0.8469502	0.9050735	0.8594874	0.8267819	0.73727584	0.6899322	0.91016	0.65723836	0.8076866	0.83645296	0.8241157	0.8270596	0.87582797	0.8616147	0.7324623	0.92524236	0.8349415	0.8227771	0.7809404	0.8190785	0.88278735	0.89269084	0.74681395	0.8285278	0.92133135	0.7417864	0.8770611	0.8482121	0.8572456	0.7801996	0.66676056	0.93575066	0.85664743	0.869422	0.90822554	0.8828752	0.8223915	0.750419	0.81228375	0.7736732	0.8267744	0.7918349	0.79966676	0.77893406	0.90212727	0.7542452	0.84367514	0.8686107	0.8758135	0.80202204	0.7670328	0.83411294	0.79995847	0.79087377	0.7883579	0.8012133	0.88491946	0.8021911	0.83179694	0.9085958	0.7931852	0.8235182	0.78246975	0.8331444	0.80275923	0.8202331	0.83864874	0.7813767	0.70421195	0.8429351	0.93608713	0.0	0.8066565	0.86311245	0.7929489	0.8685987	0.80705476	0.9025432	0.9484026	0.8092072	0.94256216	0.857054	0.80996764	0.84852374	0.8692854	0.8757585	0.7990869	0.83785945	0.77524424	0.7436533	0.86828464	0.92469615	0.8231302
ronding/noun	0.85500944	0.77928835	0.9327342	0.923582	0.85486245	0.8552132	0.9358462	0.8663225	0.86061025	0.9275814	0.82003254	0.82127905	0.8420342	0.83167404	0.869928	0.86544293	0.86310375	0.9211426	0.89068615	0.86825085	0.8486497	0.80205685	0.8405109	0.8564955	0.8448715	0.88138753	0.82082605	0.79905415	0.81409335	0.8648466	0.7853417	0.8914008	0.8588378	0.79233193	0.81240916	0.8839587	0.8453239	0.8359097	0.91505235	0.8620629	0.8270875	0.79360646	0.7953967	0.93825614	0.8113225	0.86455953	0.88626283	0.82834315	0.87161875	0.89699924	0.8470142	0.81880033	0.9072397	0.8664725	0.81823564	0.86107427	0.7785568	0.8790272	0.873277	0.78392804	0.86193836	0.9271146	0.82310617	0.8528398	0.8940415	0.89144886	0.79992056	0.8674239	0.97029436	0.8652539	0.85291505	0.92010343	0.9005423	0.8502244	0.7819663	0.84992003	0.86848426	0.85342014	0.8329836	0.8179079	0.85577184	0.8921367	0.7597453	0.8898631	0.870672	0.8364526	0.89502406	0.79763746	0.8643163	0.83622813	0.8509891	0.8345214	0.85811687	0.8895902	0.8367572	0.8250016	0.9226545	0.86175555	0.8789286	0.8109447	0.86223453	0.8666326	0.8557325	0.898894	0.836712	0.85563743	0.87224174	0.95352453	0.8066565	0.0	0.9027296	0.7843716	0.90319806	0.8027578	0.96595985	0.9546125	0.8069901	0.90833104	0.8889616	0.8264228	0.84183156	0.8896764	0.8971766	0.783597	0.8664338	0.79230857	0.866682	0.85267174	0.9626702	0.83529854
aanvankelijk/adj	0.75640833	0.83769596	0.9009391	0.9277658	0.8290281	0.7719204	0.74352944	0.8954918	0.8659215	0.8400137	0.8751787	0.9085366	0.84642583	0.8711754	0.88990086	0.8243153	0.8514694	0.8562416	0.88256234	0.86192024	0.7212573	0.8932285	0.8236016	0.7250411	0.73457915	0.8341603	0.84214115	0.90657234	0.888578	0.8532735	0.8334175	0.79815865	0.8753014	0.8917429	0.80088496	0.8603336	0.8320403	0.89799684	0.9021609	0.8645866	0.8319312	0.7128238	0.77266437	0.7490562	0.9065317	0.84487766	0.8568702	0.88014627	0.8673069	0.8398701	0.8421272	0.82131183	0.87786925	0.7202804	0.8067667	0.7192975	0.8656744	0.8144142	0.8818959	0.84217465	0.94965595	0.91853714	0.89677614	0.83135843	0.8640581	0.8336702	0.8160737	0.87669796	0.8260249	0.858898	0.771261	0.8804158	0.8583135	0.8031758	0.8839324	0.6451422	0.8795671	0.863135	0.85946226	0.80546594	0.7996613	0.922921	0.824507	0.7471862	0.8897641	0.8638127	0.9109423	0.844427	0.7448871	0.8920623	0.747355	0.6985768	0.78506815	0.6743121	0.8046758	0.7973762	0.8871009	0.86285865	0.8834757	0.8329077	0.85411954	0.8904995	0.73498887	0.936014	0.8884728	0.916976	0.9142534	0.64972836	0.86311245	0.9027296	0.0	0.8199191	0.77216935	0.68330956	0.7987408	0.85572404	0.85393494	0.9367895	0.7185898	0.82596016	0.9222363	0.74910784	0.8652768	0.9103484	0.8535713	0.82048225	0.878384	0.86091876	0.86607456	0.8752677
patroon/noun	0.7702153	0.71697676	0.84686965	0.91158944	0.6614661	0.68783617	0.7936479	0.8205339	0.7361334	0.8420224	0.73919195	0.7364234	0.77228194	0.8454384	0.75151604	0.76659155	0.82405514	0.86538327	0.80027306	0.7211399	0.72102183	0.7497262	0.67812544	0.6975337	0.7479812	0.83310694	0.6382486	0.735477	0.84242046	0.8007313	0.6319765	0.82159686	0.7251179	0.78719884	0.6617805	0.7593161	0.7539414	0.8041918	0.8406798	0.76829433	0.6746005	0.70687324	0.6045164	0.86701936	0.71451217	0.72587514	0.77605695	0.8028346	0.7556767	0.8513632	0.6867054	0.72986776	0.8706103	0.76135814	0.61547494	0.6700983	0.7874212	0.809578	0.7048745	0.6349049	0.8338204	0.8669435	0.6932409	0.7131021	0.90438646	0.7764129	0.6127759	0.7845039	0.9152538	0.7150298	0.7892212	0.84529865	0.72567385	0.67011327	0.74025947	0.7071738	0.76792455	0.75122833	0.7968429	0.6236304	0.7420963	0.8420929	0.7137743	0.7688902	0.7903163	0.74034053	0.82308346	0.80435026	0.8000052	0.64740825	0.71699584	0.6643327	0.71264064	0.73133904	0.7950432	0.65606445	0.85618114	0.8051391	0.8321241	0.6007211	0.71110356	0.76591295	0.81187004	0.87234294	0.8229846	0.7660171	0.8599583	0.8470342	0.7929489	0.7843716	0.8199191	0.0	0.7625314	0.7618922	0.8998124	0.8719232	0.68131214	0.8167683	0.79343116	0.64717656	0.8215608	0.7916345	0.8175875	0.8072179	0.70802987	0.60697305	0.7671354	0.78573716	0.8783511	0.8353772
uitwerking/noun	0.71464515	0.8424363	0.86321414	0.95600873	0.75079983	0.66983116	0.74581385	0.9232248	0.822764	0.8806466	0.885686	0.88058245	0.8179339	0.9098359	0.88708586	0.78311956	0.88107234	0.84261245	0.9186666	0.8361391	0.68424916	0.8448272	0.7384061	0.72863865	0.7833974	0.91409856	0.79233897	0.90014493	0.9065999	0.8865186	0.7635727	0.8284069	0.8285933	0.87335443	0.75343764	0.8682022	0.83988434	0.879193	0.95309764	0.8035874	0.7307094	0.73278457	0.7302555	0.86118835	0.9067083	0.8048349	0.83117706	0.8626164	0.8131485	0.78925866	0.81430936	0.8445691	0.8656087	0.8640586	0.7785751	0.73038083	0.85046494	0.8426962	0.7164838	0.77436054	0.9501924	0.9354633	0.85930693	0.75723255	0.94177574	0.74091685	0.7393969	0.8619125	0.90248245	0.812619	0.7916484	0.74811256	0.79666823	0.68765104	0.7949546	0.68495995	0.8841551	0.8622939	0.9100904	0.7630214	0.7971417	0.9282122	0.8595667	0.7552013	0.8567384	0.8267908	0.8823934	0.8996367	0.80140626	0.8282665	0.7566348	0.69111365	0.77179205	0.8077016	0.85017973	0.7687692	0.85732424	0.9077021	0.91510105	0.71010244	0.76329994	0.89032245	0.8632947	0.9352726	0.94007725	0.9263608	0.93040746	0.8136227	0.8685987	0.90319806	0.77216935	0.7625314	0.0	0.7698988	0.89884055	0.895058	0.8452907	0.92802066	0.7797424	0.7004217	0.9185411	0.8162937	0.85125697	0.92104053	0.78778595	0.7128391	0.9042581	0.8220576	0.8851224	0.899956
wat/adv	0.6257093	0.7247797	0.8835982	0.88552195	0.7568042	0.7036669	0.8515011	0.8508265	0.75092834	0.8305384	0.81606466	0.8048104	0.76727325	0.81714505	0.8402705	0.72718775	0.7455882	0.79179144	0.80794257	0.77618533	0.5572321	0.7473042	0.7415417	0.7506182	0.52224755	0.7163757	0.74651957	0.7826636	0.8332566	0.8402225	0.7988044	0.82922655	0.8504551	0.7835548	0.7862523	0.80138946	0.7784557	0.8012651	0.92101157	0.75711495	0.74527764	0.41827923	0.66099644	0.8501569	0.8412026	0.8700635	0.77506346	0.81155586	0.813641	0.8189569	0.82902986	0.68064904	0.81488746	0.6750949	0.68126345	0.75938374	0.7730194	0.59421504	0.8491256	0.76656675	0.8607142	0.91427934	0.82401663	0.6999807	0.85953224	0.8059859	0.6767771	0.8660352	0.91007334	0.85460234	0.5909988	0.86376834	0.7904049	0.69178677	0.7546365	0.42219716	0.83753395	0.762393	0.7904203	0.70418	0.77578795	0.9295616	0.68863064	0.65267926	0.7893484	0.77208406	0.82475996	0.7539637	0.4619317	0.83154684	0.600504	0.5009646	0.7059157	0.6636816	0.76250666	0.77610326	0.893946	0.82921654	0.8025333	0.73762035	0.7552243	0.8096639	0.5558713	0.87722224	0.7902397	0.83908176	0.8362351	0.8757013	0.80705476	0.8027578	0.68330956	0.7618922	0.7698988	0.0	0.92601144	0.8726891	0.77915126	0.90996724	0.5381925	0.799173	0.870524	0.62071884	0.82410645	0.8131052	0.7692657	0.67085946	0.80843616	0.7662039	0.89465344	0.60710585
generaal/noun	0.9106936	0.8737168	0.90505326	0.95318997	0.9010573	0.8934355	0.7917896	0.86096245	0.92309284	0.8386611	0.939323	0.9274669	0.90819955	0.92253244	0.93855125	0.92723715	0.940776	0.9341024	0.93981546	0.9254512	0.8932258	0.94273686	0.87563944	0.88074106	0.8776877	0.85860026	0.81212014	0.93729323	0.9649485	0.9079269	0.89289063	0.8334196	0.91879106	0.95247304	0.9002945	0.9188535	0.9024542	0.94948095	0.930347	0.8808001	0.94007856	0.8613447	0.8202753	0.7979518	0.8958487	0.8071479	0.92303693	0.9300723	0.85404223	0.9131199	0.93427306	0.90571636	0.93127817	0.80965036	0.9229621	0.82181525	0.95175254	0.9459888	0.9148008	0.899364	0.9626518	0.9719175	0.92876595	0.888714	0.8846956	0.8928166	0.9028734	0.90563846	0.8384291	0.94528043	0.93367875	0.931841	0.8885694	0.8881409	0.9410242	0.8822284	0.93203855	0.9301865	0.8944095	0.9240476	0.93933094	0.96054876	0.918181	0.8875864	0.9555156	0.9539434	0.9262169	0.92025685	0.9178916	0.9268738	0.86197513	0.8646326	0.8305181	0.8697404	0.9224305	0.8128721	0.91719615	0.9265243	0.9314047	0.9187253	0.934977	0.93721074	0.9060633	0.95870614	0.92436934	0.93779045	0.9636377	0.77030563	0.9025432	0.96595985	0.7987408	0.8998124	0.89884055	0.92601144	0.0	0.93028283	0.8945353	0.96949524	0.9226899	0.9149287	0.951173	0.93821234	0.9417429	0.9393739	0.9296028	0.8954141	0.9176181	0.9397093	0.7734113	0.96567655
heftigheid/noun	0.86848265	0.8862025	0.9119367	0.9648919	0.8941744	0.85729855	0.8857297	0.95630413	0.88056225	0.93958974	0.93469226	0.92031807	0.8673271	0.9205806	0.93998736	0.87191826	0.9215589	0.8813113	0.94452083	0.9055772	0.86725706	0.9056821	0.8367438	0.83025175	0.88117623	0.92946464	0.87794244	0.9478306	0.9133505	0.9380865	0.9208353	0.86972725	0.8881021	0.93341887	0.9088432	0.9095549	0.87817997	0.92495155	0.96049887	0.8689295	0.86213833	0.87554705	0.86133206	0.95014167	0.94755	0.8968005	0.8797096	0.935003	0.88770455	0.9003476	0.93874854	0.90386945	0.9003186	0.8577281	0.8465409	0.8661099	0.9107823	0.8810512	0.8545851	0.8739028	0.9670443	0.908962	0.9138962	0.876227	0.93343264	0.8766498	0.845537	0.9503621	0.9530085	0.9035769	0.8941049	0.9402026	0.88293135	0.8352585	0.90951145	0.810321	0.94462776	0.9137853	0.9096198	0.8669041	0.88349056	0.93058765	0.8945005	0.846178	0.9300165	0.82673943	0.9547626	0.9254353	0.9014817	0.92516	0.8807916	0.855463	0.86100125	0.82072216	0.92215174	0.8557911	0.925947	0.92950386	0.9382074	0.8648389	0.9094614	0.9127212	0.8855151	0.9396422	0.94588244	0.95508415	0.9298152	0.87723225	0.9484026	0.9546125	0.85572404	0.8719232	0.895058	0.8726891	0.93028283	0.0	0.88925385	0.9619846	0.8412778	0.8470455	0.9194514	0.88202816	0.91692555	0.9247065	0.8522597	0.851268	0.9352132	0.8527859	0.91233176	0.9256495
lichaam/noun	0.8420125	0.6610268	0.8893098	0.917222	0.7963	0.8277702	0.86897266	0.74228156	0.85773516	0.79035807	0.77686906	0.8079877	0.78638494	0.7489189	0.80291647	0.8622125	0.8293728	0.79566145	0.78636956	0.7343477	0.809572	0.8148484	0.75230813	0.75177485	0.80351627	0.7733555	0.7821206	0.7524328	0.8237748	0.81572145	0.79037297	0.83707887	0.8048604	0.7832056	0.76344514	0.838387	0.816569	0.8531966	0.87302995	0.8313691	0.79432356	0.7923012	0.63649833	0.88640887	0.6745036	0.76816475	0.85445845	0.80709773	0.83578235	0.9199088	0.8550506	0.7457825	0.9411952	0.67130643	0.75694394	0.7539371	0.80861485	0.84590065	0.8637175	0.75345856	0.8413086	0.9238269	0.7861493	0.78960264	0.86899173	0.88062006	0.74357855	0.786942	0.9401661	0.85765404	0.8099802	0.8620117	0.8249502	0.80046314	0.82729006	0.79570585	0.7372322	0.8009781	0.7087064	0.7290402	0.7957711	0.92399967	0.6594051	0.7944854	0.88091975	0.827692	0.85651374	0.6838703	0.8018347	0.7726087	0.8053354	0.791683	0.7966903	0.78677666	0.8197147	0.7222166	0.88780713	0.81687653	0.8077953	0.79926175	0.8498243	0.77806246	0.82107896	0.8378316	0.7142184	0.75920653	0.86402106	0.8911041	0.8092072	0.8069901	0.85393494	0.68131214	0.8452907	0.77915126	0.8945353	0.88925385	0.0	0.8833569	0.7848999	0.76554906	0.82147497	0.792877	0.88602424	0.8133429	0.8196795	0.81825376	0.7383745	0.763347	0.9340524	0.81167924
pixels/noun	0.91332257	0.8621136	0.9417008	0.97292626	0.87399906	0.88822985	0.93259144	0.9454709	0.8990232	0.93880665	0.90362686	0.89913493	0.8971708	0.95995307	0.8565842	0.9087374	0.9468215	0.9272409	0.91543365	0.9030256	0.9184015	0.8858936	0.88156074	0.86347127	0.9195444	0.94588506	0.85554963	0.89238423	0.9394349	0.9210946	0.8388419	0.94138557	0.8850279	0.8992642	0.88142663	0.9424105	0.92043126	0.9176621	0.94373786	0.9301647	0.87972254	0.88193035	0.868567	0.9529189	0.9006181	0.8894098	0.92722154	0.9316948	0.91421896	0.94363505	0.89247215	0.8940666	0.9214678	0.9079733	0.86595106	0.88521606	0.91703916	0.9058694	0.9155252	0.8642177	0.9187894	0.946296	0.90735996	0.89695287	0.91363233	0.89856297	0.82900596	0.9217169	0.9736365	0.83781236	0.9410861	0.9487997	0.870854	0.8961078	0.8639648	0.89887047	0.9279627	0.9000338	0.9159421	0.82489586	0.85316265	0.92293346	0.8794387	0.9028461	0.93220115	0.9034667	0.93275136	0.9331138	0.9210964	0.7728824	0.9339017	0.8984518	0.9015908	0.92149806	0.9293375	0.8589751	0.91618156	0.928313	0.95441663	0.8511942	0.88763964	0.8735627	0.93079793	0.9332454	0.9586752	0.9231091	0.9483541	0.94810045	0.94256216	0.90833104	0.9367895	0.8167683	0.92802066	0.90996724	0.96949524	0.9619846	0.8833569	0.0	0.9095728	0.85272944	0.9283056	0.91134316	0.92479026	0.95182353	0.87873155	0.8720153	0.90740556	0.89378875	0.9452778	0.9483729
veel/adj	0.6325128	0.81281745	0.92276186	0.8859286	0.79571754	0.72200763	0.82548237	0.9124465	0.8340677	0.8395034	0.8771483	0.86019015	0.7973714	0.8520273	0.8641525	0.7404659	0.83550686	0.74130416	0.8079999	0.7935078	0.612772	0.83235216	0.714533	0.7075691	0.60483503	0.7842499	0.816004	0.8322369	0.8606939	0.86313033	0.8253273	0.79920506	0.8534016	0.8230982	0.8003388	0.86533535	0.7986639	0.8667484	0.9084877	0.81847465	0.7977133	0.7363188	0.6487502	0.847809	0.8577628	0.8412945	0.81972784	0.8235314	0.8616535	0.8660369	0.87062013	0.80304784	0.8774464	0.68473136	0.7608284	0.7249099	0.83672327	0.64448714	0.81108683	0.79829895	0.9208864	0.90758914	0.8797558	0.6956792	0.90960664	0.83557427	0.7615302	0.88054025	0.9103871	0.838801	0.69483596	0.79153806	0.80119884	0.724869	0.79071045	0.566491	0.86531013	0.8589525	0.8717314	0.7804551	0.7842748	0.9291314	0.83567804	0.62638557	0.8443324	0.8120284	0.90628594	0.8235637	0.5067411	0.88071966	0.73514223	0.702532	0.78383446	0.6024469	0.8303791	0.7995962	0.83977616	0.8566473	0.8831851	0.791416	0.7904409	0.842819	0.75197005	0.89875335	0.8617232	0.9063527	0.87541044	0.8592901	0.857054	0.8889616	0.7185898	0.79343116	0.7797424	0.5381925	0.9226899	0.8412778	0.7848999	0.9095728	0.0	0.7516954	0.9064402	0.4622028	0.8486313	0.8832649	0.78472286	0.76366645	0.8743098	0.8107171	0.9143371	0.73605573
vorm/noun	0.73745537	0.77755415	0.8473019	0.9464053	0.71434295	0.6254045	0.76684546	0.8791683	0.78536075	0.8741256	0.8436136	0.83982044	0.7939226	0.9082083	0.82788205	0.76354057	0.88502765	0.8456279	0.850417	0.7173371	0.7088717	0.7655356	0.70857525	0.7510843	0.7814559	0.8970353	0.70482993	0.8184294	0.86750484	0.8662015	0.6748508	0.81442773	0.77822036	0.8439702	0.6631607	0.8259866	0.7799957	0.8452774	0.9122977	0.7851138	0.7112465	0.7556947	0.5764179	0.8870009	0.8295432	0.6462128	0.7632867	0.80494565	0.7746693	0.834582	0.78909755	0.8058728	0.8861047	0.8435161	0.7060343	0.667803	0.8238634	0.8140278	0.635471	0.7295321	0.8911871	0.8946804	0.7958249	0.60576916	0.90486956	0.7602799	0.6420015	0.83739257	0.9443477	0.7878593	0.80080557	0.743016	0.6889868	0.6181313	0.7833113	0.74536407	0.85741	0.8100097	0.8722882	0.7092109	0.7426512	0.8800529	0.79185987	0.7410865	0.84248763	0.7721231	0.8853726	0.86013275	0.80306196	0.7640981	0.7493939	0.68722856	0.70362675	0.7504065	0.83644587	0.70851207	0.87860465	0.8796137	0.876728	0.65815926	0.74732876	0.82356185	0.8871534	0.9075663	0.9178103	0.8841845	0.8858064	0.86372757	0.80996764	0.8264228	0.82596016	0.64717656	0.7004217	0.799173	0.9149287	0.8470455	0.76554906	0.85272944	0.7516954	0.0	0.8707211	0.76037	0.79864943	0.8655617	0.7033698	0.58710206	0.8753766	0.79044944	0.9085479	0.87423444
