	bijzonder/adj	gelaat/noun	la/noun	uitspanning/noun	opgebouwd/adj	benadering/noun	eenzijdig/adj	hoofd/noun	lied_DIM/noun	verzorger/noun	achterkant/noun	gelaat_trek/noun	lichaam_taal/noun	elleboog/noun	kast_DIM/noun	speelstijl/noun	bocht/noun	fysiek/noun	bak/noun	mengsel/noun	zeer/adv	look/noun	persoonlijkheid/noun	die/det	zo/adv	jongen/noun	figuur/noun	glas/noun	snuit/noun	wolkenkrabber/noun	model/noun	hartstochtelijk/adj	handschrift/noun	koets_werk/noun	constructie/noun	viool/noun	trek/noun	dan_pas_DIM/noun	trouwring/noun	kant_DIM/noun	choreografie/noun	ietwat/adv	en/vg	Zwitser/noun	steen/noun	symbool/noun	rock/noun	body/noun	lied/noun	verfilming/noun	lijn/noun	blik/noun	one-liners/noun	ze/pron	ritme/noun	veelal/adv	carrosserie/noun	iets/noun	thema/noun	landschap/noun	kap_DIM/noun	breakdance/noun	vaas/noun	manier/noun	uitgestoken/adj	film/noun	klank/noun	gebouw/noun	Jong/name	grafiek/noun	zo/adj	begeleiding/noun	taal/noun	karakter/noun	mooi/adj	nogal/adv	vijver/noun	gitaar/noun	kaak/noun	geluid/noun	volume/noun	beeld_merk/noun	gezicht/noun	des/adv	grooves/noun	ritmiek/noun	tafel/noun	heup/noun	te/adv	letter/noun	even/adv	tamelijk/adj	gebaar/noun	steeds/adv	tred/noun	beweging/noun	weg_net/noun	kassei/noun	kop/noun	compositie/noun	arrangement/noun	korrel/noun	even/adj	slurf/noun	schouder/noun	raam/noun	stekel/noun	eerder/adj	opgetrokken/adj	ronding/noun	aanvankelijk/adj	patroon/noun	uitwerking/noun	wat/adv	generaal/noun	heftigheid/noun	lichaam/noun	pixels/noun	veel/adj	vorm/noun	snavel/noun	minder/adj	dance/noun	decolleté/noun	muziek/noun	stijl/noun	woonkamer/noun	motoriek/noun	interview/noun	lekker/adj
bocht/noun	0.86549485	0.8623661	0.9130943	0.91770744	0.8519858	0.88363886	0.90239173	0.847374	0.8963991	0.9001602	0.7368264	0.91911966	0.8969337	0.76754606	0.87066025	0.8874102	0.0	0.8802382	0.81735826	0.87273127	0.8327958	0.9060963	0.8748888	0.82203496	0.7858477	0.8608051	0.8708998	0.86202586	0.86079574	0.78636694	0.87790394	0.90768	0.90742487	0.79057646	0.8197566	0.90959316	0.87294304	0.8852545	0.90765977	0.8495793	0.8551943	0.7971109	0.774961	0.8517987	0.79731256	0.9202484	0.87681466	0.877023	0.9126505	0.92021775	0.80737	0.8316618	0.89691484	0.8289442	0.7892501	0.8644285	0.8221245	0.85254526	0.9185028	0.82078004	0.921898	0.9535512	0.87671095	0.881923	0.92128414	0.9145429	0.8334108	0.8729761	0.9417151	0.91481364	0.82374823	0.9239305	0.92074066	0.8837121	0.87083596	0.78554577	0.800257	0.8370456	0.8398403	0.8073918	0.85651827	0.9444992	0.8304585	0.8145976	0.8910608	0.8974153	0.8955234	0.7840056	0.7356038	0.882734	0.7286048	0.7822144	0.84263796	0.84749496	0.7698678	0.8180233	0.8677475	0.6482861	0.7969836	0.88397825	0.8922112	0.8640252	0.75042635	0.8363796	0.833102	0.810621	0.90964013	0.91544175	0.8561139	0.86310375	0.8514694	0.82405514	0.88107234	0.7455882	0.940776	0.9215589	0.8293728	0.9468215	0.83550686	0.88502765	0.847573	0.8432071	0.9011968	0.88062096	0.9165099	0.8611817	0.84457123	0.8802909	0.9485283	0.81165665
fysiek/noun	0.8066978	0.847677	0.92554724	0.9431115	0.86080605	0.80482346	0.8809549	0.9323707	0.8882252	0.84986055	0.923962	0.8728761	0.82624346	0.8509902	0.92230415	0.8050739	0.8802382	0.0	0.906006	0.8935508	0.7977078	0.8641055	0.7468222	0.8028899	0.82038176	0.82125306	0.8830294	0.90363324	0.937762	0.89259106	0.8705748	0.87550324	0.8879298	0.86390465	0.8702335	0.8910064	0.8590537	0.9095883	0.9505002	0.8554462	0.8364719	0.8379215	0.7804248	0.86380786	0.9081877	0.88361907	0.8718132	0.8406342	0.8983605	0.8958306	0.91142285	0.85494715	0.9101209	0.80741525	0.7748827	0.835431	0.8722693	0.8305928	0.8734845	0.88170743	0.9390129	0.89693624	0.9202185	0.8426493	0.9292981	0.8730777	0.82238364	0.91487485	0.9052144	0.9166637	0.84926033	0.817381	0.87256914	0.76438165	0.8851312	0.82251024	0.9066394	0.87852806	0.88158345	0.85356724	0.8470592	0.9344628	0.86707556	0.8219778	0.8850168	0.85393476	0.927335	0.85304517	0.8277414	0.9103708	0.84748286	0.8423594	0.8717971	0.8120024	0.85331124	0.8584799	0.90402013	0.8809478	0.9332931	0.86458266	0.88304067	0.89162445	0.8563273	0.9159484	0.88305116	0.92189443	0.9249578	0.92067766	0.88281745	0.9211426	0.8562416	0.86538327	0.84261245	0.79179144	0.9341024	0.8813113	0.79566145	0.9272409	0.74130416	0.8456279	0.9078263	0.7959727	0.88468915	0.91532356	0.8448181	0.8134966	0.92536306	0.76513755	0.9433895	0.8691032
bak/noun	0.88740057	0.8184816	0.8714159	0.85902464	0.8345239	0.9161941	0.92233634	0.77493453	0.86668533	0.85174656	0.75898653	0.9499741	0.90554637	0.8300228	0.702801	0.9003241	0.81735826	0.906006	0.0	0.62897384	0.8814886	0.77747697	0.91053957	0.82226306	0.8551265	0.8474263	0.89729995	0.50213397	0.8594928	0.8077585	0.8396507	0.8996278	0.9100175	0.8195291	0.7355617	0.84334123	0.8389227	0.88197094	0.90713596	0.8845349	0.9022666	0.8200247	0.6454712	0.8876165	0.61970365	0.8678048	0.8533012	0.8282834	0.8872183	0.9204417	0.8921037	0.7161274	0.9051852	0.76138556	0.83983517	0.808316	0.8029785	0.8824822	0.9232605	0.85009325	0.7545412	0.94698477	0.6875962	0.90347105	0.8919528	0.9265248	0.8163818	0.80740523	0.91991395	0.8849841	0.88891894	0.9061528	0.9193185	0.90222156	0.8313395	0.85102725	0.6947958	0.8200098	0.823639	0.81534725	0.7735972	0.9000102	0.81152487	0.8665378	0.9156402	0.9439959	0.6198443	0.80963814	0.82310826	0.7994336	0.8273871	0.836853	0.86202335	0.8651787	0.81603616	0.8831494	0.9204304	0.760425	0.7254029	0.8715886	0.8667975	0.6701423	0.80361784	0.8348238	0.8103335	0.67896706	0.84819895	0.940928	0.7575769	0.89068615	0.88256234	0.80027306	0.9186666	0.80794257	0.93981546	0.94452083	0.78636956	0.91543365	0.8079999	0.850417	0.8162622	0.80497015	0.88374525	0.859287	0.8784348	0.8865685	0.7003634	0.9128987	0.95014507	0.6602099
mengsel/noun	0.78808475	0.7984587	0.7881527	0.9124334	0.7778562	0.7895018	0.8803004	0.8480085	0.78897226	0.848148	0.82590806	0.8827381	0.86262345	0.88276994	0.8265173	0.82514787	0.87273127	0.8935508	0.62897384	0.0	0.75729626	0.69246876	0.7968093	0.79531735	0.8194847	0.870682	0.7935294	0.613227	0.86352795	0.8608804	0.7862286	0.839843	0.8276634	0.8514601	0.7914368	0.798664	0.8035618	0.87310153	0.91091937	0.8090577	0.79127157	0.74791586	0.56844515	0.8851045	0.75235784	0.7856386	0.716993	0.8314372	0.8007268	0.84471416	0.87745357	0.7555469	0.8761994	0.8193207	0.76065826	0.78440046	0.84306055	0.8480408	0.8081049	0.79966486	0.8014293	0.9159369	0.77528155	0.7924002	0.9193868	0.8167385	0.68115324	0.8698862	0.9371531	0.8481264	0.82589734	0.8898963	0.81717265	0.7563442	0.7975171	0.78354764	0.7989154	0.8047242	0.8169422	0.7434865	0.7744865	0.91717887	0.7954221	0.78467447	0.8295849	0.8074977	0.78662765	0.84157765	0.8140904	0.80396503	0.7629694	0.7481276	0.8194578	0.8506708	0.8658228	0.8135725	0.90659773	0.8211203	0.7896058	0.75422657	0.7675796	0.6263097	0.82473934	0.8724495	0.87716156	0.8672785	0.8644756	0.9264878	0.8049475	0.86825085	0.86192024	0.7211399	0.8361391	0.77618533	0.9254512	0.9055772	0.7343477	0.9030256	0.7935078	0.7173371	0.8604954	0.7825738	0.7708491	0.861095	0.73923063	0.7312213	0.81386006	0.86015594	0.91685003	0.66306293
zeer/adv	0.34420836	0.777613	0.89054805	0.91597736	0.7330193	0.60762584	0.7775399	0.9298159	0.77384514	0.8548545	0.8623327	0.83855754	0.7728007	0.8780404	0.8773817	0.71082616	0.8327958	0.7977078	0.8814886	0.75729626	0.0	0.77732074	0.64798874	0.7617401	0.49208224	0.8096158	0.67541397	0.84595525	0.88400054	0.8765072	0.7329233	0.7985101	0.75938404	0.81446123	0.7405878	0.80763066	0.77797115	0.86085343	0.9345393	0.7615096	0.71400344	0.571567	0.65229833	0.86269355	0.8835119	0.8298186	0.7849585	0.8407408	0.8049729	0.7411399	0.8167193	0.7120516	0.84226197	0.79178286	0.7521445	0.6560248	0.8208209	0.7621535	0.7406416	0.7393335	0.9331285	0.9218934	0.8424478	0.61626524	0.91675	0.74855816	0.6776011	0.85270107	0.88722736	0.8092146	0.50654566	0.79317975	0.7666541	0.6006367	0.7495867	0.5129454	0.8707139	0.8341006	0.8564911	0.6978227	0.7752558	0.9299294	0.7743673	0.5440763	0.81801194	0.7722163	0.89710563	0.84880424	0.5396414	0.86177456	0.5179005	0.41684616	0.7217055	0.5955677	0.81605047	0.748943	0.8450484	0.87533545	0.91209674	0.68004435	0.7193619	0.8252258	0.75126266	0.9423389	0.88439167	0.92506206	0.89506865	0.8263686	0.8512299	0.8486497	0.7212573	0.72102183	0.68424916	0.5572321	0.8932258	0.86725706	0.809572	0.9184015	0.612772	0.7088717	0.8729532	0.54103506	0.80578816	0.8486363	0.7614447	0.64252883	0.87273276	0.7910633	0.84783506	0.7942506
look/noun	0.7796968	0.7685691	0.85159194	0.88926595	0.8359029	0.7530681	0.87939614	0.88518006	0.7902134	0.87886024	0.81810915	0.8219831	0.8163943	0.89680046	0.82583493	0.77963436	0.9060963	0.8641055	0.77747697	0.69246876	0.77732074	0.0	0.7441194	0.81595176	0.78972316	0.8493103	0.7618878	0.7251576	0.8527475	0.8536649	0.6803427	0.877066	0.79430413	0.7775426	0.7962959	0.83101904	0.7988188	0.820186	0.89866257	0.8098904	0.76605976	0.71906346	0.6782956	0.89718574	0.8354177	0.7937337	0.73438585	0.7669226	0.81796205	0.84356606	0.84012693	0.7560625	0.8836469	0.8136694	0.77426857	0.7964076	0.7834165	0.8148257	0.8134126	0.7848182	0.80631506	0.89382774	0.7304174	0.78613734	0.90875715	0.8005497	0.7256854	0.81666595	0.94230217	0.8349122	0.85740656	0.86796623	0.80755514	0.6914817	0.7318802	0.78684723	0.84254944	0.80245626	0.8560833	0.74988973	0.82815653	0.846649	0.7723238	0.8331781	0.79841524	0.79413414	0.82028484	0.85415465	0.8486472	0.75960886	0.7733544	0.7590515	0.8027414	0.85071087	0.8639927	0.8210399	0.92596126	0.83156294	0.84574276	0.74545586	0.77355796	0.76988554	0.83789754	0.92809546	0.87756085	0.8706891	0.8549073	0.9369376	0.80867255	0.80205685	0.8932285	0.7497262	0.8448272	0.7473042	0.94273686	0.9056821	0.8148484	0.8858936	0.83235216	0.7655356	0.85533416	0.80122864	0.7845675	0.77974904	0.732943	0.611303	0.8296222	0.8246244	0.9185947	0.7335386
persoonlijkheid/noun	0.63064134	0.7285483	0.82485914	0.92300034	0.7378545	0.6482487	0.8024397	0.91269445	0.7421152	0.8554361	0.8205309	0.76461446	0.7051617	0.89225286	0.86185664	0.70166385	0.8748888	0.7468222	0.91053957	0.7968093	0.64798874	0.7441194	0.0	0.69816077	0.71175575	0.7952949	0.55680466	0.87340444	0.8715813	0.83157885	0.70990616	0.7506114	0.7436845	0.7978637	0.75021803	0.7767501	0.7572785	0.8442778	0.91025686	0.7371333	0.67469716	0.6609921	0.6515385	0.8470034	0.867904	0.7167474	0.7547636	0.7856257	0.74017	0.7802575	0.8311788	0.7396724	0.8638592	0.7694632	0.6834164	0.72438633	0.8246778	0.7671117	0.6928265	0.6706859	0.9338738	0.8654741	0.82608557	0.67032695	0.91418606	0.6972559	0.6260723	0.8451702	0.8552635	0.80574316	0.77831805	0.8061559	0.70605254	0.48667294	0.7437378	0.71647704	0.8665981	0.791461	0.8579101	0.72266036	0.79138887	0.89190316	0.7327014	0.71020776	0.8002231	0.7548482	0.916974	0.84508	0.79361993	0.8160768	0.6813821	0.67730457	0.702846	0.7485774	0.8152554	0.7156537	0.8980022	0.88426465	0.89521277	0.60375535	0.7339884	0.85393375	0.8251344	0.9299648	0.8869067	0.89520776	0.8784964	0.86943865	0.8495103	0.8405109	0.8236016	0.67812544	0.7384061	0.7415417	0.87563944	0.8367438	0.75230813	0.88156074	0.714533	0.70857525	0.8817457	0.7663278	0.7931284	0.8365407	0.67126286	0.54411405	0.8597178	0.72658056	0.8287608	0.866088
die/det	0.7219398	0.7786315	0.8569231	0.9084009	0.73488104	0.7178678	0.69912297	0.86123997	0.7801137	0.80686104	0.80562085	0.8448892	0.75799215	0.8449398	0.80120325	0.7703086	0.82203496	0.8028899	0.82226306	0.79531735	0.7617401	0.81595176	0.69816077	0.0	0.7058457	0.81088924	0.7857652	0.8378476	0.8592646	0.84825194	0.7532921	0.7941625	0.7792801	0.8483472	0.7313088	0.81079984	0.8121295	0.85461766	0.88655967	0.8031735	0.7878597	0.70141923	0.7086248	0.7885482	0.81431663	0.7521545	0.8134407	0.8259892	0.7993704	0.8659024	0.7897092	0.7937436	0.8691007	0.6427799	0.7489458	0.6917286	0.83197266	0.7578895	0.77884597	0.77711415	0.8906883	0.88104445	0.8151045	0.7407755	0.86898535	0.8102165	0.72526115	0.8359787	0.88417435	0.7812274	0.7888386	0.8485225	0.7474958	0.742341	0.7341662	0.6686583	0.83248943	0.8136239	0.85147005	0.73196137	0.74307126	0.8589784	0.7867106	0.7075018	0.87683547	0.82517856	0.8507556	0.8196471	0.76375616	0.7473947	0.7772809	0.7127838	0.7294501	0.7050855	0.8085705	0.7611387	0.8106021	0.8109678	0.8446022	0.754328	0.78332573	0.8125787	0.76817054	0.88371944	0.8475424	0.8720312	0.86897576	0.73675275	0.8186213	0.8564955	0.7250411	0.6975337	0.72863865	0.7506182	0.88074106	0.83025175	0.75177485	0.86347127	0.7075691	0.7510843	0.86816484	0.7996664	0.82455623	0.87560314	0.78347015	0.743721	0.8313053	0.790315	0.846789	0.8285433
zo/adv	0.5854292	0.7818525	0.88444346	0.8884086	0.7859917	0.70869225	0.8275926	0.8799466	0.71472776	0.83231586	0.84989643	0.8207102	0.7801006	0.8485255	0.87904954	0.72872615	0.7858477	0.82038176	0.8551265	0.8194847	0.49208224	0.78972316	0.71175575	0.7058457	0.0	0.70862764	0.7155918	0.8357056	0.8519401	0.86275756	0.78353065	0.80496615	0.80487496	0.82819474	0.76094073	0.8345471	0.8219889	0.8387516	0.8973207	0.75411636	0.77082217	0.6315125	0.7344121	0.838607	0.8741179	0.8368931	0.800655	0.8256601	0.80801713	0.8024086	0.83765197	0.7219572	0.81863916	0.6066388	0.75307155	0.7681575	0.8391818	0.63003004	0.796423	0.7590776	0.9006098	0.89913714	0.85903347	0.55746	0.8870142	0.7569037	0.7083699	0.8838642	0.88786006	0.8459158	0.40209943	0.8834299	0.7579682	0.71450305	0.7430091	0.5744272	0.85701436	0.8225764	0.83933866	0.7140858	0.8360249	0.8994719	0.7193429	0.58537555	0.7973967	0.81384766	0.8857437	0.8320919	0.5215517	0.83342224	0.5296818	0.5344301	0.71182424	0.6383034	0.8157208	0.80189997	0.8550834	0.8696073	0.82191026	0.75643826	0.7756442	0.8607926	0.6284292	0.89785504	0.87059724	0.8903921	0.8781463	0.849894	0.85666937	0.8448715	0.73457915	0.7479812	0.7833974	0.52224755	0.8776877	0.88117623	0.80351627	0.9195444	0.60483503	0.7814559	0.8457986	0.6401476	0.84057146	0.82636714	0.76455736	0.6993022	0.87108684	0.8224144	0.84864	0.67739445
jongen/noun	0.8069626	0.7781205	0.89934826	0.8940375	0.88200426	0.87300265	0.9007844	0.78395396	0.79858077	0.756821	0.8328552	0.8513005	0.85180783	0.8163615	0.8723719	0.8535957	0.8608051	0.82125306	0.8474263	0.870682	0.8096158	0.8493103	0.7952949	0.81088924	0.70862764	0.0	0.8019609	0.8404765	0.86859953	0.87638044	0.8401816	0.82573825	0.8888532	0.860885	0.89959025	0.8289461	0.8492894	0.8337587	0.877037	0.83668053	0.8787506	0.73915887	0.6785369	0.84484816	0.83385074	0.85210115	0.8397527	0.8569342	0.846769	0.8802407	0.9115327	0.7625421	0.9063182	0.50501466	0.8425718	0.7476803	0.89818764	0.7880072	0.8917863	0.8728956	0.8702377	0.88383335	0.83143955	0.80869305	0.83078516	0.8667208	0.84126055	0.91903514	0.8684567	0.91494924	0.7778834	0.84549576	0.83008766	0.8415108	0.7948108	0.78261447	0.85273486	0.79886335	0.7955584	0.856135	0.90617377	0.9224861	0.7149492	0.81960773	0.8774341	0.9007077	0.8462901	0.7817702	0.7731031	0.857412	0.7471447	0.7848444	0.81525755	0.7907493	0.86078984	0.8688555	0.9378289	0.86826336	0.8247665	0.87343144	0.87724274	0.88877606	0.7275019	0.88890153	0.75612295	0.8301072	0.8747311	0.88587314	0.8530813	0.88138753	0.8341603	0.83310694	0.91409856	0.7163757	0.85860026	0.92946464	0.7733555	0.94588506	0.7842499	0.8970353	0.8584271	0.83523947	0.88156515	0.83481085	0.84798187	0.85870457	0.8146126	0.8680548	0.93311924	0.7648405
figuur/noun	0.7032214	0.71737564	0.8069898	0.8979145	0.73399836	0.710716	0.83936465	0.8631252	0.7157493	0.87561697	0.8067499	0.7858198	0.7892349	0.90476173	0.855304	0.7839621	0.8708998	0.8830294	0.89729995	0.7935294	0.67541397	0.7618878	0.55680466	0.7857652	0.7155918	0.8019609	0.0	0.83216846	0.87824935	0.80346394	0.6742617	0.7861599	0.723531	0.81758904	0.68976736	0.7913612	0.75951517	0.81644773	0.9106429	0.736365	0.6967647	0.63481194	0.697941	0.84364843	0.80165154	0.62908924	0.76540804	0.8385612	0.7154207	0.715044	0.80907315	0.7249001	0.8469664	0.81487083	0.7479052	0.67292583	0.84618413	0.796278	0.63521504	0.612166	0.885131	0.89136326	0.69792604	0.6981083	0.88061225	0.66162765	0.6503812	0.8170675	0.89027154	0.75431436	0.76502025	0.9043352	0.73986363	0.613055	0.72572607	0.6776662	0.841711	0.7942731	0.860006	0.6902467	0.8285518	0.87342924	0.6804799	0.7241502	0.81024253	0.8046951	0.8704101	0.8663382	0.80692035	0.738103	0.6309744	0.62376547	0.7010428	0.75881624	0.8514285	0.68084615	0.9277562	0.8512294	0.84142447	0.60936064	0.7628284	0.86530495	0.82666504	0.91176677	0.8842064	0.8540307	0.8734487	0.8735084	0.81050634	0.82082605	0.84214115	0.6382486	0.79233897	0.74651957	0.81212014	0.87794244	0.7821206	0.85554963	0.816004	0.70482993	0.8608217	0.810508	0.7920642	0.8457687	0.69285375	0.6114721	0.83667797	0.81870985	0.8219172	0.872381
glas/noun	0.84331036	0.7372776	0.86665034	0.85199344	0.7870015	0.89676654	0.93650866	0.7276067	0.85591745	0.87208676	0.69341195	0.86533463	0.8806228	0.7790676	0.6944599	0.89814913	0.86202586	0.90363324	0.50213397	0.613227	0.84595525	0.7251576	0.87340444	0.8378476	0.8357056	0.8404765	0.83216846	0.0	0.8175956	0.7523329	0.7870588	0.88184094	0.8392977	0.77701116	0.7120502	0.83720696	0.8058188	0.8817565	0.88328487	0.8584472	0.8462355	0.76637435	0.5969528	0.887691	0.5616667	0.83013374	0.8438807	0.78712505	0.8748552	0.91614497	0.8502338	0.6495597	0.91657746	0.76231796	0.82913125	0.8049455	0.78865564	0.87213117	0.898797	0.7649216	0.75111175	0.9420598	0.5812197	0.89055467	0.8418055	0.9151852	0.7665031	0.72590786	0.94866014	0.8161449	0.8576023	0.9287576	0.9052998	0.85686713	0.7368827	0.85202956	0.72099376	0.7761183	0.7557845	0.74455667	0.7418747	0.89810324	0.71015275	0.85441864	0.87502605	0.87395394	0.5670266	0.7845243	0.82184803	0.7160704	0.7865689	0.8032878	0.8173334	0.88574153	0.8259815	0.8641182	0.91648936	0.72866416	0.7232102	0.80880165	0.8364351	0.6742097	0.7643161	0.8002568	0.7624605	0.54780376	0.8251354	0.9398253	0.6544802	0.79905415	0.90657234	0.735477	0.90014493	0.7826636	0.93729323	0.9478306	0.7524328	0.89238423	0.8322369	0.8184294	0.7769817	0.8263974	0.86769	0.7822434	0.8323257	0.8110264	0.6305962	0.88653094	0.95728296	0.61401594
snuit/noun	0.8766641	0.81896144	0.9449628	0.93105006	0.87975943	0.8854079	0.930687	0.85200155	0.8809918	0.87037814	0.8196888	0.8465078	0.85934955	0.8393798	0.8779985	0.8806427	0.86079574	0.937762	0.8594928	0.86352795	0.88400054	0.8527475	0.8715813	0.8592646	0.8519401	0.86859953	0.87824935	0.8175956	0.0	0.8874065	0.8741862	0.89972764	0.889997	0.83760786	0.84537137	0.92133754	0.863266	0.90023017	0.9205524	0.8809239	0.87596613	0.8426198	0.81209236	0.9182263	0.8399699	0.86153126	0.8943392	0.8953737	0.91281193	0.9352741	0.87394965	0.7996305	0.9097246	0.85516316	0.8857568	0.87196547	0.8430633	0.86856985	0.9321987	0.82782257	0.8401099	0.9313548	0.84038544	0.8984149	0.87971693	0.9243268	0.8474999	0.8878494	0.9584341	0.89447635	0.870651	0.9469856	0.9023763	0.8625535	0.8687118	0.8458816	0.882009	0.88774776	0.7936752	0.80221933	0.882407	0.9233694	0.7323718	0.86831564	0.9122071	0.86671585	0.8813392	0.80909395	0.8428172	0.8436179	0.87048775	0.8500043	0.86684483	0.8833227	0.8856723	0.8309189	0.92952645	0.87279296	0.77850956	0.878506	0.89518785	0.86360776	0.87263155	0.81611127	0.8321838	0.8511398	0.8030163	0.9362021	0.83996606	0.81409335	0.888578	0.84242046	0.9065999	0.8332566	0.9649485	0.9133505	0.8237748	0.9394349	0.8606939	0.86750484	0.7830076	0.88358223	0.9239514	0.83152944	0.9006565	0.8607939	0.8685311	0.8715853	0.96122754	0.8504961
wolkenkrabber/noun	0.86974984	0.8157275	0.87503654	0.8631763	0.8154455	0.88455945	0.8924964	0.8334398	0.8978908	0.9091379	0.7154382	0.894845	0.9073629	0.86314666	0.8077952	0.892291	0.78636694	0.89259106	0.8077585	0.8608804	0.8765072	0.8536649	0.83157885	0.84825194	0.86275756	0.87638044	0.80346394	0.7523329	0.8874065	0.0	0.79574907	0.8762311	0.8694757	0.83586216	0.69921434	0.85878295	0.88454294	0.8773017	0.88440365	0.8932916	0.82107836	0.82291245	0.75853777	0.8943809	0.7198732	0.8066174	0.88296187	0.8781903	0.88273406	0.8913486	0.8699672	0.81527376	0.9158196	0.83598685	0.8487865	0.8058976	0.8492009	0.8680138	0.87895715	0.7112693	0.8834249	0.9325812	0.77324903	0.89592284	0.92252594	0.88489413	0.8242395	0.58275294	0.9363662	0.8642464	0.87807935	0.9346295	0.8863614	0.8396542	0.797489	0.8548702	0.7356761	0.85740626	0.8221335	0.81611264	0.8299132	0.8805846	0.8134819	0.85730624	0.8906421	0.8822814	0.8311998	0.84892505	0.8745334	0.81667405	0.7950931	0.8275244	0.86395985	0.8276141	0.82526433	0.8522906	0.8738753	0.7991229	0.860785	0.82822514	0.8821034	0.8794061	0.84504604	0.84660745	0.8506181	0.6885961	0.9022517	0.9183354	0.7357353	0.8648466	0.8532735	0.8007313	0.8865186	0.8402225	0.9079269	0.9380865	0.81572145	0.9210946	0.86313033	0.8662015	0.8810184	0.88853234	0.89098257	0.8843337	0.8731557	0.8117348	0.7323607	0.89610726	0.9221523	0.87872136
model/noun	0.78698504	0.7581289	0.84446764	0.8713279	0.7652567	0.670398	0.82099426	0.8731691	0.77503264	0.86780095	0.78519624	0.804801	0.8186582	0.89554477	0.7805385	0.771905	0.87790394	0.8705748	0.8396507	0.7862286	0.7329233	0.6803427	0.70990616	0.7532921	0.78353065	0.8401816	0.6742617	0.7870588	0.8741862	0.79574907	0.0	0.844226	0.73871267	0.7434763	0.6489556	0.8128027	0.7884332	0.8129228	0.87134343	0.83036494	0.72020125	0.7325425	0.69046664	0.8869848	0.8245102	0.72456783	0.77730256	0.78710127	0.79282945	0.80885243	0.7875067	0.7938388	0.91228515	0.80424714	0.7654109	0.6788446	0.7226702	0.84297144	0.74207675	0.7087991	0.8407158	0.8831449	0.7001158	0.750311	0.90205467	0.74129164	0.71250767	0.7736864	0.91045284	0.7022165	0.8288285	0.84960043	0.75881094	0.7141311	0.74586153	0.77240735	0.84426546	0.7724856	0.8526065	0.75645	0.7468213	0.8412928	0.7575166	0.83585906	0.82321566	0.8229057	0.8546161	0.8224574	0.82354075	0.72305834	0.78786814	0.7002293	0.7969754	0.78165776	0.8338502	0.78140235	0.8498738	0.8387544	0.8725813	0.6744676	0.7100166	0.84152186	0.8695824	0.9113698	0.8592173	0.8348036	0.8486016	0.8413769	0.7779248	0.7853417	0.8334175	0.6319765	0.7635727	0.7988044	0.89289063	0.9208353	0.79037297	0.8388419	0.8253273	0.6748508	0.86442626	0.80037546	0.792483	0.78586984	0.73618174	0.60212374	0.8061676	0.83400786	0.8574069	0.85130477
hartstochtelijk/adj	0.794064	0.8265444	0.8201338	0.93775845	0.7876307	0.79146206	0.8152646	0.8991542	0.7487637	0.84872985	0.8831001	0.87592685	0.81717145	0.89826167	0.9011098	0.81540453	0.90768	0.87550324	0.8996278	0.839843	0.7985101	0.877066	0.7506114	0.7941625	0.80496615	0.82573825	0.7861599	0.88184094	0.89972764	0.8762311	0.844226	0.0	0.8492242	0.9039686	0.8669791	0.79658383	0.81046695	0.8474319	0.9157479	0.79915476	0.81154364	0.74548626	0.69550765	0.83636165	0.885559	0.76496994	0.79644334	0.837711	0.6970478	0.8262752	0.87651503	0.79199874	0.8668023	0.762806	0.78716874	0.76110864	0.91840816	0.84974897	0.77173924	0.8122963	0.9333052	0.88672984	0.8818841	0.80016303	0.87940836	0.7970116	0.75029594	0.9174291	0.85424286	0.8833843	0.8307252	0.8766483	0.7759153	0.7881298	0.7871208	0.7717092	0.87783533	0.8088647	0.8538587	0.7977071	0.8773286	0.92914605	0.8361052	0.7696673	0.8540325	0.8391894	0.91371596	0.8694431	0.84607273	0.8763552	0.7654702	0.7720585	0.7371508	0.77738386	0.8737986	0.7793111	0.9160802	0.8808361	0.8946014	0.77993953	0.8292713	0.9015867	0.8413968	0.9223521	0.89020014	0.90011436	0.91672975	0.8574828	0.85913813	0.8914008	0.79815865	0.82159686	0.8284069	0.82922655	0.8334196	0.86972725	0.83707887	0.94138557	0.79920506	0.81442773	0.9247721	0.8483678	0.83195686	0.88943493	0.74062586	0.76867366	0.8820658	0.8499118	0.8455927	0.86807895
