	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
jongen/noun	0.9149908	0.7387544	0.8811827	0.8431622	0.89397544	0.8752275	0.83277184	0.84286773	0.9003451	0.76361614	0.87467813	0.8946206	0.8170178	0.80803394	0.82287574	0.73957753	0.8765538	0.836907	0.8617368	0.7888211	0.79636866	0.8460221	0.84914225	0.87239516	0.7751323	0.870269	0.80864465	0.8828512	0.82955486	0.90161437	0.86490417	0.8912	0.8613728	0.89525026	0.8051092	0.9054065	0.73987126	0.7919947	0.880462	0.80338323	0.7672802	0.84898525	0.85532844	0.8549529	0.75024974	0.78627515	0.8421896	0.78177226	0.9147578	0.8404765	0.0	0.8900325	0.8937657	0.7647222	0.85980994	0.88388854	0.95897484	0.8599702	0.76773936	0.8241831	0.7956728	0.9214081	0.9295516	0.889126	0.761418	0.86503744	0.8052424	0.85043436	0.9174422	0.739981	0.9112176	0.8924061	0.9115327	0.91437256	0.84790754	0.86420834	0.72112465	0.83666474	0.86687726	0.838751	0.8764602	0.8917863	0.84288746	0.8726047	0.8817376	0.8399813	0.9031586	0.67226833	0.7590416	0.45388675	0.8488734	0.8097576	0.834261	0.84473455	0.72264314	0.7058335	0.82997286	0.8963313	0.893737	0.91765857	0.9145108	0.8432786	0.89600086	0.73737884	0.85808814	0.5576353	0.8728982	0.87717557	0.8801239	0.9314777	0.8852213	0.87253916	0.5853169	0.87353635	0.89534914	0.62221444	0.84938556	0.77098465	0.92239165	0.7848444	0.8625699	0.8779401	0.8951561	0.8498113	0.8215624	0.90874404	0.83267593	0.8406966	0.8741895	0.80773664	0.81021845	0.893452	0.7976176	0.92078197	0.87861484	0.891542	0.8515779	0.8760513	0.78631973	0.8523731	0.8458441	0.8598874	0.9582954	0.8039065	0.8330243	0.8908617	0.8272832	0.8823394	0.87535655	0.8242094	0.83802694	0.8701842	0.82208717	0.815578	0.86367494	0.87231255	0.9308335	0.8779603	0.866164	0.8807832	0.7965826	0.7733555	0.9287096	0.7842499	0.89101505	0.7989127	0.867372	0.8146955	0.8174015	0.9032405	0.8079174	0.80238307	0.8138262	0.93443775	0.9213047	0.86408144	0.8590132	0.7576124	0.71432287	0.7017839
sterk/adj	0.8181191	0.91073984	0.92141867	0.8550178	0.8908415	0.92140764	0.9262692	0.90157753	0.8768436	0.86361736	0.91146785	0.7192318	0.90154	0.93599916	0.9282774	0.90856	0.9405927	0.9102327	0.82081854	0.90772027	0.8867666	0.92853	0.90536255	0.94819087	0.93233615	0.92293525	0.8982816	0.7404012	0.8964958	0.9025367	0.8736747	0.8759765	0.8673475	0.8172498	0.8787487	0.8854116	0.94019157	0.77091277	0.9141137	0.9007819	0.87762964	0.9062991	0.91155165	0.91870046	0.8821618	0.9024851	0.853994	0.9014326	0.9085082	0.9074106	0.8900325	0.0	0.8683632	0.92270863	0.9293434	0.7936077	0.8626445	0.9270509	0.8539837	0.82096237	0.8796999	0.7672358	0.9169826	0.88816786	0.9001297	0.9068904	0.8593891	0.90953827	0.7543141	0.75728023	0.80417174	0.91757816	0.80239713	0.92711246	0.88607115	0.7928764	0.85067165	0.9281004	0.864303	0.83145046	0.92484957	0.81456465	0.9185522	0.8247088	0.95004416	0.8428525	0.8271262	0.8311546	0.91857564	0.89592624	0.8955234	0.92808914	0.88161993	0.94088054	0.87329	0.8863018	0.8674636	0.9031408	0.87215674	0.7937135	0.93647593	0.80579597	0.94299734	0.92879385	0.862643	0.91705936	0.9000288	0.9380593	0.872109	0.93044496	0.78716767	0.8394412	0.8483921	0.91337305	0.87917316	0.8855409	0.7505261	0.90755624	0.95460165	0.8116442	0.91533905	0.73955536	0.7986984	0.9176279	0.8811458	0.9187131	0.82439077	0.94651866	0.9092152	0.9615783	0.8722409	0.80742407	0.886376	0.8846525	0.9351452	0.9320411	0.8935125	0.92689925	0.875092	0.9030129	0.8343787	0.9205807	0.8066082	0.8881929	0.92234945	0.8255662	0.88669765	0.8017422	0.86156774	0.92080665	0.8123019	0.7339182	0.89540553	0.69330287	0.74800205	0.8879751	0.84168863	0.85918546	0.85599387	0.89851797	0.8898096	0.85593396	0.90785617	0.73726416	0.9076023	0.9320435	0.8464543	0.90596247	0.8835411	0.958888	0.836449	0.91175115	0.9420471	0.89372206	0.94235903	0.8843354	0.871426	0.8874005	0.77429545	0.8829005
bovenlaag/noun	0.8945543	0.8622004	0.91965	0.9010124	0.928152	0.8980972	0.9139513	0.8476537	0.8547083	0.88191044	0.8398622	0.8536505	0.8659384	0.8931983	0.88702387	0.8756674	0.91105926	0.7829644	0.8339118	0.8651444	0.8961692	0.88304645	0.8293752	0.90748805	0.88611937	0.95565563	0.91279393	0.79868066	0.880282	0.9490931	0.83074045	0.8935624	0.8668895	0.85133153	0.9107653	0.8457126	0.8847416	0.8693198	0.8012642	0.84960866	0.8730514	0.86944914	0.90341055	0.76017267	0.9143946	0.85797185	0.8935792	0.8711771	0.89449805	0.81122804	0.8937657	0.8683632	0.0	0.8567936	0.85569143	0.84861857	0.92341805	0.8879458	0.8413032	0.87145734	0.8868129	0.8564521	0.9177691	0.91786337	0.82354754	0.87080336	0.8736906	0.94111764	0.8330234	0.90016466	0.8529513	0.8944922	0.897898	0.9341705	0.8214261	0.8721923	0.8683476	0.849115	0.91482437	0.8548205	0.8930998	0.8748335	0.8916918	0.88161445	0.94230646	0.9065803	0.86953366	0.8995295	0.85501707	0.8707987	0.8352062	0.91919404	0.8568068	0.89450634	0.907975	0.8497318	0.90961033	0.9253225	0.8874614	0.86900675	0.8956319	0.8182337	0.8944055	0.85029095	0.8510368	0.88945925	0.8713933	0.8800374	0.8282248	0.8733415	0.8869483	0.86240757	0.86793506	0.84926426	0.8373953	0.880991	0.8688962	0.8294925	0.91493857	0.85676116	0.86561644	0.8327788	0.8632173	0.8801417	0.8292942	0.9077406	0.9019469	0.89423835	0.8880424	0.91461664	0.91319704	0.91928005	0.8953192	0.8645152	0.91315854	0.8550241	0.81884855	0.9006486	0.857393	0.9394309	0.9145986	0.83152014	0.90637034	0.8197182	0.8862943	0.9041798	0.90215605	0.87061626	0.8472641	0.89611065	0.87863106	0.90484214	0.909966	0.86669713	0.8475969	0.8862364	0.905822	0.8897457	0.8581279	0.838877	0.8828468	0.8680241	0.90573156	0.8466222	0.91483265	0.8940843	0.8566579	0.8452089	0.8594605	0.89258206	0.8818079	0.883685	0.8645607	0.92271847	0.878132	0.871342	0.86598784	0.8074999	0.9157426	0.8578467
overhemd/noun	0.86480606	0.4425496	0.89565974	0.7541268	0.8137159	0.82819325	0.6815855	0.8140548	0.83110845	0.8086122	0.7737801	0.91701776	0.73216295	0.73737323	0.8468846	0.47826725	0.7826004	0.69166875	0.9459352	0.77742004	0.7423694	0.83562124	0.77473116	0.7859492	0.7188657	0.9008816	0.66938466	0.921385	0.8408637	0.9043574	0.8118777	0.8867399	0.8206836	0.8239405	0.77197516	0.9532832	0.64949006	0.838855	0.81429344	0.78268766	0.85567415	0.68101585	0.785371	0.7522495	0.84907204	0.7197055	0.81048983	0.51133746	0.8797476	0.6949687	0.7647222	0.92270863	0.8567936	0.0	0.7559451	0.89823806	0.9779722	0.7547209	0.5690061	0.8450302	0.7993455	0.91310054	0.93229896	0.852309	0.5405402	0.74130464	0.72328305	0.92880577	0.9331872	0.8505084	0.86381286	0.85147023	0.8162397	0.861696	0.6489086	0.90273553	0.8549782	0.72525626	0.8723127	0.8178848	0.7802863	0.9034242	0.7882597	0.79907084	0.83514464	0.85529196	0.9422017	0.8885095	0.377607	0.8159923	0.72680056	0.94823456	0.7723823	0.8565591	0.7172536	0.5669025	0.8736135	0.9219416	0.82753396	0.91867197	0.8311126	0.93268657	0.77021873	0.49081904	0.9108761	0.7596749	0.7653888	0.72211516	0.7917705	0.9127997	0.88960737	0.89824927	0.8930451	0.76883847	0.8078917	0.75387424	0.8029455	0.42843682	0.8485187	0.8062936	0.6817907	0.90087384	0.8993768	0.78800845	0.6424114	0.8763329	0.8557323	0.79039097	0.78460616	0.84710217	0.8420836	0.8909129	0.8377329	0.8444564	0.91715014	0.7891743	0.73256874	0.7929412	0.79532874	0.9157309	0.84930915	0.7697711	0.949293	0.65327483	0.74187416	0.8986926	0.84990805	0.8742446	0.7743756	0.57165444	0.8978394	0.8315447	0.8231105	0.73739	0.83476543	0.79998845	0.92027366	0.8330753	0.82413477	0.7959977	0.7482888	0.77734476	0.90728074	0.8883018	0.92426217	0.8197926	0.81716335	0.60616136	0.89392024	0.6471412	0.69707286	0.8933271	0.80129623	0.9542472	0.84439546	0.7570469	0.8144989	0.5848216	0.90799636	0.91694003
gevel/noun	0.8556919	0.7092124	0.74430394	0.64402664	0.7882967	0.72534525	0.85618865	0.83591294	0.8704332	0.8267417	0.83787596	0.8818511	0.6938071	0.7347585	0.8511685	0.7076305	0.78784716	0.52894175	0.9242776	0.7781341	0.81043565	0.8627509	0.75725967	0.8822934	0.7778025	0.9098012	0.8120565	0.87916166	0.8142807	0.936388	0.7299081	0.84801733	0.6629096	0.8393874	0.762498	0.9404172	0.8100718	0.8467149	0.71423197	0.72999203	0.87148595	0.75160074	0.81508636	0.6813963	0.8882045	0.75755185	0.7749675	0.79342794	0.79402554	0.60183024	0.85980994	0.9293434	0.85569143	0.7559451	0.0	0.8242439	0.96597034	0.65220666	0.74136496	0.8475285	0.8353378	0.84714985	0.9224116	0.7726367	0.67402303	0.699281	0.76514626	0.9396545	0.9194911	0.8882893	0.7515601	0.73642635	0.8229767	0.8861598	0.6566944	0.89860237	0.8747317	0.7220118	0.8688506	0.82913023	0.8128297	0.88026637	0.8313588	0.7763644	0.8649522	0.88311964	0.92093986	0.9120156	0.73090917	0.87623084	0.7772473	0.8782071	0.8406295	0.6791242	0.76370513	0.7475332	0.8631994	0.9021048	0.81765974	0.87452596	0.7139288	0.91714984	0.8465783	0.75780535	0.85799325	0.86418986	0.759513	0.82321906	0.7702361	0.84076077	0.81305045	0.8412216	0.9025219	0.6458547	0.845089	0.82734907	0.77832925	0.7312679	0.9219631	0.8035657	0.59028924	0.876848	0.84979576	0.85095954	0.70274484	0.8078686	0.85574	0.63664037	0.7007499	0.5911469	0.83503664	0.8430536	0.81037617	0.83657515	0.80978376	0.7990288	0.52649117	0.7486093	0.8015339	0.930464	0.8261073	0.6827578	0.91737086	0.701857	0.6595063	0.8860449	0.9025665	0.8679885	0.70103776	0.85979366	0.87717754	0.8169755	0.7497267	0.76101786	0.77038896	0.76303303	0.93452525	0.7200841	0.82626706	0.781638	0.80849224	0.7562939	0.87644905	0.88015264	0.9011473	0.78281647	0.6662675	0.6839001	0.91279143	0.8427093	0.7456124	0.8892998	0.5359113	0.9461843	0.7566073	0.78758746	0.8161361	0.7050413	0.93500346	0.9191455
kunstmatig/adj	0.8393419	0.8503422	0.8788354	0.76832044	0.8466443	0.82468253	0.9013796	0.7412393	0.77470434	0.79960114	0.8213036	0.8274554	0.8628486	0.8551189	0.86259735	0.8624132	0.86969054	0.8090611	0.85544115	0.84475183	0.84401405	0.7814322	0.8182196	0.92505205	0.8488906	0.8948144	0.86688966	0.7780389	0.7804956	0.90048945	0.79924583	0.85020316	0.83427876	0.8004105	0.87965465	0.87894213	0.884574	0.77801305	0.71484005	0.79179275	0.86631113	0.87863153	0.8578762	0.74916255	0.8944799	0.8466517	0.8147737	0.8841507	0.82631814	0.80759823	0.88388854	0.7936077	0.84861857	0.89823806	0.8242439	0.0	0.9166986	0.84056044	0.7895583	0.8224837	0.8845807	0.79075825	0.8348965	0.84876186	0.7798251	0.83840984	0.80125105	0.897273	0.7900187	0.85395354	0.77185655	0.85316205	0.8646976	0.91042566	0.7547883	0.8243689	0.8161669	0.83392924	0.83442134	0.7646048	0.86392295	0.8156335	0.89996696	0.7636983	0.88693416	0.7508495	0.8050375	0.8803171	0.8769377	0.8313716	0.82358795	0.9331175	0.8299346	0.86854696	0.8300735	0.8382157	0.8282136	0.8543583	0.79266	0.8272276	0.8681911	0.8433865	0.88229406	0.82314825	0.8027729	0.8347663	0.8474585	0.8702914	0.7342688	0.83455527	0.7227253	0.8457483	0.8030623	0.847721	0.75891	0.8010906	0.77229923	0.86754704	0.93224293	0.7577292	0.81560856	0.75690776	0.795484	0.8843986	0.7839033	0.8746856	0.8403268	0.85858333	0.7746626	0.8581743	0.9007681	0.7859661	0.8254517	0.78012586	0.8274355	0.84200037	0.7850389	0.82714975	0.7231296	0.9203722	0.80309427	0.80328107	0.824973	0.7262368	0.80270916	0.82214916	0.92969185	0.8069847	0.7778667	0.88977176	0.8514519	0.80895674	0.8421683	0.8224237	0.74348897	0.86566883	0.86168987	0.7714858	0.88548577	0.8496719	0.8671898	0.68769383	0.8941567	0.797539	0.8997247	0.80622345	0.83813	0.81676567	0.83430326	0.9046185	0.8679364	0.8816193	0.78743845	0.8699482	0.87065715	0.81987214	0.8051212	0.80760777	0.9139526	0.8699314
unilateralisme/noun	0.89520645	0.9667263	0.962198	0.95527387	0.9683016	0.952771	0.9620842	0.950439	0.94389385	0.9517718	0.9572686	0.89148	0.9574532	0.9549782	0.9602288	0.966075	0.97413355	0.94858074	0.8716569	0.95731187	0.9488025	0.95697063	0.9467361	0.9558372	0.9467128	0.95359784	0.9550674	0.840374	0.93264204	0.9660865	0.9356379	0.93641424	0.9361173	0.9237149	0.9517329	0.9303417	0.9575875	0.9117311	0.956925	0.9436668	0.9190806	0.95415586	0.928905	0.9537495	0.9535426	0.9605679	0.94324297	0.9573559	0.96721643	0.9634634	0.95897484	0.8626445	0.92341805	0.9779722	0.96597034	0.9166986	0.0	0.96846956	0.9509845	0.89376	0.91978884	0.910704	0.942781	0.94677645	0.95795166	0.9510247	0.9342129	0.9234331	0.81905514	0.8993793	0.90906936	0.9445693	0.90965426	0.97077197	0.94310457	0.90924	0.9004543	0.9565721	0.90911126	0.89261883	0.960863	0.9316289	0.92996716	0.8869027	0.9675519	0.9250926	0.8796251	0.936117	0.96624625	0.9483548	0.9496836	0.92800283	0.97290087	0.9520235	0.9524278	0.93134147	0.9317725	0.8820646	0.9352703	0.83557105	0.9703448	0.8736603	0.9590559	0.97855484	0.9092601	0.90841126	0.94315773	0.9771059	0.94835085	0.96726185	0.88988054	0.8511296	0.90604293	0.96122587	0.95313334	0.93058026	0.93625355	0.94897467	0.9930603	0.88427633	0.94320536	0.8039025	0.8586543	0.97484696	0.93280137	0.9525774	0.91676533	0.9713605	0.9571072	0.97708845	0.942896	0.9505059	0.957876	0.96345836	0.94471973	0.9509478	0.95052564	0.96018684	0.9333677	0.93014574	0.92893994	0.96410996	0.8973676	0.96559286	0.9542389	0.9352852	0.949924	0.92626655	0.9201765	0.9527365	0.93527675	0.8428298	0.9641807	0.9047561	0.8910212	0.9542832	0.8300222	0.91269827	0.9392143	0.9231598	0.94974357	0.9348386	0.95665026	0.8800193	0.9324892	0.9670075	0.91244185	0.9726554	0.9009139	0.9694924	0.9181461	0.9237923	0.9698957	0.88210046	0.9555546	0.94267327	0.94656295	0.9385495	0.9229807	0.9205302
bord_DIM/noun	0.84136117	0.7627826	0.815697	0.7521955	0.79987895	0.76480913	0.8249756	0.7037969	0.8160259	0.76663435	0.7053859	0.91474384	0.7113537	0.66754615	0.85080135	0.6933806	0.8452258	0.6981539	0.9259136	0.711175	0.8263029	0.73463315	0.68318033	0.88067234	0.8475578	0.87058926	0.8234558	0.91187406	0.843631	0.9125211	0.78256005	0.86460274	0.75116724	0.7884726	0.81437534	0.9460563	0.7996928	0.8645812	0.7667506	0.77718747	0.86461127	0.80683386	0.80836356	0.7667096	0.9065614	0.6566957	0.7969141	0.79403645	0.83567584	0.6284065	0.8599702	0.9270509	0.8879458	0.7547209	0.65220666	0.84056044	0.96846956	0.0	0.76296794	0.8951691	0.81301117	0.8572477	0.89205843	0.79319364	0.64982647	0.7289177	0.7930947	0.9427475	0.9287058	0.8919439	0.8419204	0.8318924	0.834475	0.77378964	0.69753313	0.9080273	0.88381445	0.77656865	0.88721204	0.8290001	0.7975192	0.89299345	0.8429448	0.8197722	0.7581041	0.87978905	0.9107483	0.906504	0.7613688	0.89807785	0.71868336	0.93025184	0.68245447	0.78683347	0.76407564	0.76520514	0.8763177	0.91807276	0.8406856	0.9221623	0.7981763	0.91383797	0.8484972	0.7864673	0.8846464	0.8395809	0.7842795	0.7797683	0.7905325	0.88872087	0.83161336	0.8558381	0.8932072	0.38433963	0.71592796	0.80656385	0.84886944	0.72320235	0.7981999	0.831763	0.7193182	0.8955922	0.8767626	0.7187536	0.76317483	0.85614735	0.88330615	0.7608913	0.7975184	0.78279495	0.7745427	0.87102985	0.776567	0.8527354	0.8578355	0.78213626	0.7253329	0.8227575	0.80602014	0.8263249	0.88237244	0.7613417	0.9109949	0.8132468	0.7050352	0.89053214	0.87884265	0.8866761	0.8150375	0.8157833	0.88882303	0.85925233	0.8073844	0.8104334	0.83812	0.76101017	0.91794115	0.80613744	0.8600208	0.7908826	0.7903782	0.82764196	0.91575426	0.8751176	0.91206884	0.78685737	0.8170532	0.68269545	0.8788161	0.8693754	0.7318821	0.8606206	0.7215539	0.9298458	0.8184429	0.8099509	0.7914113	0.7421292	0.9104296	0.9116008
kleding/noun	0.7260406	0.4792667	0.85874426	0.70408475	0.7641517	0.8116894	0.7174899	0.74178433	0.77681553	0.7877806	0.73345613	0.8412849	0.7313039	0.7481983	0.8411628	0.48025662	0.81903374	0.6718129	0.90215206	0.79318404	0.72731936	0.76994145	0.7707227	0.8131841	0.803983	0.84195316	0.54018056	0.84801066	0.84543824	0.8823949	0.72919214	0.7786641	0.737592	0.7279134	0.8158095	0.92033625	0.72895336	0.78110445	0.7680113	0.77046263	0.82593125	0.8085822	0.7747621	0.74329907	0.83632535	0.7359308	0.79053974	0.62793624	0.7879799	0.6702307	0.76773936	0.8539837	0.8413032	0.5690061	0.74136496	0.7895583	0.9509845	0.76296794	0.0	0.76714647	0.729038	0.85200477	0.8145866	0.7667386	0.60561657	0.76838213	0.6895141	0.9151995	0.8828167	0.8091638	0.79094964	0.87129563	0.8464304	0.8443918	0.5942346	0.83554304	0.81691235	0.64158833	0.85660195	0.7313071	0.8097765	0.79335153	0.7823477	0.7646212	0.7619146	0.80464995	0.84989107	0.8488877	0.55989593	0.7650823	0.7377894	0.900896	0.71887946	0.8160609	0.69802773	0.55751383	0.82475394	0.9059363	0.7189108	0.83631474	0.79065776	0.8851857	0.8565723	0.6282081	0.8411075	0.76332474	0.6962576	0.7739474	0.7615291	0.85126543	0.7635591	0.8978189	0.81980443	0.7571306	0.67778975	0.7671658	0.739972	0.5456693	0.8159486	0.7450812	0.6750663	0.81655294	0.84484357	0.79504454	0.7261512	0.8134233	0.81506485	0.7367346	0.7831464	0.74859285	0.8730683	0.843329	0.83777094	0.840907	0.8811536	0.7944604	0.69076574	0.8261439	0.75960886	0.9159742	0.7817655	0.8020705	0.8877992	0.6672072	0.7501092	0.8651321	0.8364898	0.7794677	0.76730716	0.66320693	0.83447003	0.8483583	0.7747413	0.6846139	0.7830491	0.8654613	0.885543	0.7554227	0.74432933	0.7510227	0.74713284	0.70051455	0.9292159	0.7833945	0.87866545	0.8092407	0.79785776	0.6891048	0.85386235	0.72677886	0.7721331	0.82922816	0.7587285	0.9043852	0.84884036	0.7368202	0.7756642	0.6413882	0.8723707	0.8390535
imago/noun	0.807931	0.83194214	0.89420706	0.866735	0.86995655	0.8954962	0.9216255	0.8857862	0.8500981	0.85171556	0.8829396	0.7888626	0.8915819	0.89248025	0.897505	0.8279679	0.94313174	0.85062844	0.82424206	0.88505316	0.8566592	0.8976269	0.8829073	0.91640073	0.86565435	0.8980316	0.848663	0.7328346	0.8748542	0.94692594	0.85566545	0.8229594	0.81761587	0.8068173	0.8812029	0.8864888	0.8698767	0.80606973	0.8989326	0.88086796	0.83825797	0.89103246	0.9100476	0.9092934	0.8540623	0.86554277	0.8870163	0.85662824	0.8952827	0.8903128	0.8241831	0.82096237	0.87145734	0.8450302	0.8475285	0.8224837	0.89376	0.8951691	0.76714647	0.0	0.8407942	0.85519916	0.864197	0.8611115	0.85453856	0.84062076	0.8606418	0.91680646	0.78026015	0.74353135	0.81329083	0.85601705	0.85690737	0.91686136	0.87075967	0.81927365	0.79635715	0.8844353	0.85175264	0.76420414	0.89130676	0.8155702	0.90779054	0.82642555	0.9230098	0.8849608	0.8035196	0.8388201	0.8432399	0.8704419	0.9003829	0.9333009	0.8754499	0.9134014	0.8373062	0.7941276	0.83385456	0.8581482	0.85148937	0.7315005	0.9413661	0.82890916	0.9354589	0.8526372	0.79165137	0.82532656	0.90135986	0.925251	0.87770593	0.92058027	0.8679875	0.7950243	0.81052566	0.92473805	0.8524479	0.8181779	0.842135	0.79962206	0.94587183	0.7135184	0.87258095	0.76559526	0.80346453	0.8833469	0.8319451	0.93642896	0.83133066	0.9242745	0.8783765	0.91253877	0.9221208	0.83750355	0.89972055	0.88785356	0.9103525	0.9234201	0.85292923	0.9022789	0.80015683	0.9002663	0.7261429	0.8904802	0.8344723	0.80848837	0.8838901	0.8891687	0.90429395	0.8059861	0.84190464	0.898174	0.8508846	0.83122504	0.8333913	0.79361355	0.8323368	0.9186479	0.773448	0.75115347	0.77046585	0.8177717	0.8651608	0.82228065	0.93856573	0.78223294	0.870185	0.89359874	0.8271923	0.8959139	0.81773555	0.93482065	0.84654593	0.8666811	0.8727582	0.8179954	0.9131408	0.9007267	0.8300895	0.85400975	0.8974168	0.85994375
ding_DIM/noun	0.8305417	0.75857276	0.9071784	0.8054399	0.85687315	0.84984076	0.8371754	0.8190236	0.8357672	0.82386184	0.83899426	0.8748796	0.7996168	0.82823086	0.8997423	0.77874595	0.8998214	0.81384933	0.94072455	0.78816867	0.8591448	0.8573117	0.8062056	0.8762506	0.85421413	0.9091889	0.77666795	0.8902353	0.86897945	0.8862836	0.7981683	0.845713	0.8189369	0.8127778	0.8536898	0.9278086	0.82366276	0.8209083	0.8786822	0.83099973	0.82645816	0.87567717	0.8356011	0.8484925	0.8677713	0.79764366	0.8377581	0.8147784	0.86055523	0.80935913	0.7956728	0.8796999	0.8868129	0.7993455	0.8353378	0.8845807	0.91978884	0.81301117	0.729038	0.8407942	0.0	0.9051141	0.88670635	0.81659937	0.790572	0.88002074	0.8218062	0.87544924	0.9195984	0.79149187	0.86381876	0.8988101	0.88566977	0.8871809	0.8043762	0.8571551	0.8491628	0.80469304	0.8559281	0.7885875	0.83740944	0.84079254	0.8546702	0.83152914	0.85936177	0.8248739	0.89207137	0.879473	0.8163672	0.87349224	0.80318165	0.91501963	0.8193213	0.8626154	0.76619023	0.76142377	0.7757538	0.89613765	0.86391413	0.86760867	0.88251734	0.92399514	0.8949415	0.83558524	0.8651502	0.81459934	0.847976	0.8490043	0.82855517	0.93212825	0.85908556	0.9184375	0.8139983	0.82809013	0.84311116	0.80100334	0.86175686	0.7576313	0.8828832	0.80855525	0.8182844	0.8935776	0.8626065	0.81893516	0.8216189	0.8574	0.8387783	0.83808225	0.8515539	0.86157465	0.84232783	0.87498224	0.8447705	0.888047	0.89529943	0.86513734	0.82607156	0.8717053	0.8377445	0.9146771	0.82039744	0.8633857	0.9360417	0.8426495	0.83151644	0.90214443	0.896559	0.8107866	0.84815514	0.83870244	0.8549048	0.8961525	0.8447439	0.8384186	0.8372095	0.8471284	0.9111746	0.81365824	0.84157777	0.83170843	0.76638716	0.8519416	0.9197094	0.7844297	0.89751124	0.80508476	0.895015	0.8420936	0.8969708	0.8844102	0.8647437	0.8562908	0.803245	0.93472135	0.8994453	0.8221486	0.7974096	0.8517537	0.8831948	0.9115398
