	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
tatoeage/noun	0.90357965	0.78490347	0.9130355	0.8435279	0.89327514	0.85539657	0.9008428	0.8679805	0.89953756	0.8683155	0.89302075	0.9345331	0.87944853	0.8553185	0.9302535	0.765857	0.8686188	0.8361064	0.9236989	0.8849202	0.6857138	0.88203907	0.84869397	0.8679768	0.81551826	0.9369115	0.8540018	0.9147404	0.8858729	0.8715965	0.87937456	0.89459646	0.82868946	0.8747664	0.87974954	0.93992823	0.8540406	0.88636875	0.8965305	0.83467734	0.8609344	0.8277482	0.85505205	0.84926486	0.8708063	0.8632541	0.8604196	0.8267176	0.8671988	0.8433888	0.84288746	0.9185522	0.8916918	0.7882597	0.8313588	0.89996696	0.92996716	0.8429448	0.7823477	0.90779054	0.8546702	0.91900325	0.91961867	0.84290695	0.80394626	0.88606954	0.8434028	0.93167925	0.9183491	0.90150404	0.8892585	0.92117125	0.91761565	0.9029803	0.8440859	0.9001951	0.8875886	0.874825	0.88618386	0.875801	0.8608463	0.89431554	0.0	0.8626203	0.89996046	0.8558321	0.889312	0.8990285	0.8034289	0.8459281	0.84601784	0.9154043	0.88725305	0.90525126	0.8420329	0.78426546	0.8811938	0.91789347	0.8714318	0.9137449	0.8775361	0.92738086	0.8868698	0.7539901	0.90161026	0.7936877	0.8504313	0.86048645	0.88059574	0.9190304	0.85865253	0.9163737	0.88747126	0.827283	0.87836	0.8414558	0.88716	0.7865175	0.9443759	0.8833654	0.77535206	0.8975848	0.90012777	0.87798184	0.7565658	0.8556658	0.8901775	0.8898431	0.8873799	0.89188725	0.9117744	0.87035394	0.8981894	0.8825626	0.91865355	0.87844086	0.8641436	0.8647841	0.84379303	0.9442381	0.9227549	0.8812583	0.9371164	0.7777368	0.8455548	0.915871	0.92121714	0.86162907	0.83058226	0.88112485	0.87779063	0.9099499	0.8302797	0.84825456	0.8708453	0.90331376	0.9227792	0.82616186	0.869015	0.86484015	0.85679	0.81129515	0.9061557	0.90328896	0.89796877	0.90636194	0.8694113	0.82332915	0.88626164	0.88967854	0.85678786	0.90428513	0.8823822	0.9579738	0.8829386	0.82239056	0.87413484	0.78541744	0.9222218	0.88194525
helder/adj	0.68649644	0.76571965	0.9165203	0.57156456	0.78233254	0.79223573	0.8906441	0.8282808	0.7828064	0.838061	0.80790615	0.8030423	0.85047424	0.8443139	0.8769617	0.7925794	0.78428733	0.7688884	0.87943524	0.8329651	0.8558041	0.88908696	0.78579307	0.8750533	0.7588832	0.9269418	0.83317554	0.75242007	0.76789594	0.8688437	0.718834	0.76582825	0.8120803	0.7011261	0.8291184	0.9089899	0.81952846	0.63094956	0.7857257	0.7306019	0.81751645	0.8241919	0.81283104	0.8125787	0.83699334	0.7919502	0.7265183	0.83625597	0.7474986	0.7325916	0.8726047	0.8247088	0.88161445	0.79907084	0.7763644	0.7636983	0.8869027	0.8197722	0.7646212	0.82642555	0.83152914	0.8779006	0.8109273	0.6306331	0.7271037	0.825932	0.7522172	0.86543477	0.7207923	0.7419601	0.72787833	0.86221075	0.7650204	0.89101124	0.78606987	0.7687314	0.8191557	0.87159324	0.7509575	0.7510632	0.84534955	0.7276987	0.8626203	0.0	0.8992606	0.74344075	0.7412553	0.89948285	0.8093227	0.9002222	0.79835474	0.9179608	0.82603455	0.84195143	0.6481693	0.77708495	0.68037295	0.7895543	0.84268206	0.6435445	0.8200301	0.89025563	0.77200913	0.7707412	0.81867886	0.86012435	0.7774689	0.8257283	0.79585034	0.89396906	0.7297579	0.8557192	0.8640076	0.81603205	0.8277847	0.8329155	0.723323	0.76961637	0.91542166	0.6207648	0.6731224	0.69749594	0.70587814	0.8129374	0.73803765	0.79072523	0.6728656	0.84630215	0.66929007	0.9150379	0.87905854	0.78669184	0.86436707	0.8525387	0.8506037	0.85540277	0.77999294	0.70841885	0.7991232	0.9248849	0.7231302	0.8645494	0.86945415	0.7642398	0.79686785	0.8953359	0.8931753	0.73539746	0.656265	0.8738437	0.7891027	0.76910895	0.71422076	0.6598647	0.65880567	0.8173437	0.730345	0.6480852	0.79226685	0.78931445	0.8314616	0.804982	0.92646074	0.7745394	0.900994	0.8633846	0.8331344	0.7376242	0.8649811	0.8823191	0.86961573	0.7939291	0.8331172	0.8680626	0.80923176	0.7599985	0.68362075	0.7639754	0.90880394	0.895765
kaart_DIM/noun	0.84208405	0.8085941	0.7913422	0.85056555	0.8126266	0.82594097	0.87985545	0.85991836	0.9154058	0.84404385	0.8681195	0.93985933	0.80232954	0.75672656	0.90572846	0.67481923	0.91840214	0.8387998	0.94588375	0.84047735	0.9115136	0.87583923	0.8484509	0.9406182	0.92808574	0.8861771	0.8284261	0.95558465	0.9171995	0.9189985	0.7846226	0.8090711	0.8950314	0.8958714	0.8442582	0.95074344	0.82508	0.8923857	0.9117903	0.8593795	0.8200084	0.90003	0.810071	0.8849435	0.88636583	0.8185042	0.85305727	0.8050462	0.8660672	0.852095	0.8817376	0.95004416	0.94230646	0.83514464	0.8649522	0.88693416	0.9675519	0.7581041	0.7619146	0.9230098	0.85936177	0.9138374	0.73133826	0.77932346	0.8451596	0.84144014	0.84618205	0.93841517	0.955805	0.917164	0.8902641	0.88780415	0.896155	0.5298929	0.82398665	0.8979996	0.89364713	0.8613165	0.9092227	0.8713154	0.84774595	0.9041555	0.89996046	0.8992606	0.0	0.92022055	0.9355513	0.90267044	0.80987185	0.9140324	0.8288537	0.9343821	0.84388316	0.91315156	0.84032834	0.80378973	0.8978798	0.9401942	0.80170983	0.95232975	0.8953316	0.93794304	0.9331037	0.8660184	0.88568175	0.8227322	0.6957553	0.9294583	0.87751764	0.9454032	0.83180815	0.9380321	0.8639223	0.80746955	0.84963435	0.86865234	0.9274475	0.8069267	0.9008604	0.87998116	0.8088314	0.9318896	0.917618	0.8396842	0.87677896	0.8137388	0.9088215	0.8323709	0.89940935	0.82016426	0.8541565	0.88856506	0.84352803	0.92241776	0.8632184	0.88927424	0.86644685	0.8992041	0.85895085	0.8750672	0.8822418	0.8431883	0.9010786	0.88019496	0.7619136	0.89125067	0.89820623	0.8713018	0.8953649	0.8531219	0.8960205	0.9232957	0.8773348	0.87881035	0.8927201	0.8763342	0.9464754	0.86305714	0.8735072	0.7991601	0.7666815	0.8890346	0.96110034	0.87898	0.8975425	0.86189175	0.8799058	0.8439202	0.8811256	0.90450823	0.8317504	0.87220526	0.8392287	0.9342965	0.89811355	0.85368	0.8724529	0.86226743	0.873365	0.9376711
vreemd/adj	0.8529728	0.82150936	0.8994724	0.7215262	0.8273532	0.8472727	0.8930229	0.82672745	0.8306249	0.82616293	0.8833185	0.9067401	0.8975002	0.87700486	0.90472627	0.83622164	0.8699354	0.88399684	0.87902904	0.884921	0.83162206	0.85259134	0.8779928	0.90420264	0.8000591	0.86965674	0.85901964	0.8211997	0.7928378	0.85166323	0.8671895	0.87385166	0.8321314	0.8037449	0.8386533	0.9208491	0.8374932	0.7314768	0.8650995	0.7877911	0.81422466	0.9014291	0.8694155	0.8728803	0.87508917	0.86247385	0.75961244	0.8897917	0.8706457	0.85750014	0.8399813	0.8428525	0.9065803	0.85529196	0.88311964	0.7508495	0.9250926	0.87978905	0.80464995	0.8849608	0.8248739	0.8641496	0.8973622	0.8045398	0.7950785	0.9011326	0.7230122	0.7586356	0.8337536	0.803922	0.80315447	0.92019254	0.9099856	0.9324977	0.82686913	0.8356291	0.7947414	0.8700657	0.80942464	0.79845345	0.8768245	0.8167884	0.8558321	0.74344075	0.92022055	0.0	0.76454484	0.8674119	0.8494764	0.84406257	0.87532854	0.90784395	0.8626771	0.8592719	0.7001792	0.7902858	0.7440521	0.80495286	0.864655	0.85459954	0.86417246	0.88345003	0.8941689	0.82135165	0.7805625	0.7993193	0.8768126	0.88924366	0.8310346	0.9410337	0.7043294	0.87217605	0.7613888	0.90293705	0.85457575	0.794524	0.8181419	0.83773226	0.9398382	0.7212175	0.8191061	0.7969248	0.8119952	0.89265	0.79700214	0.8903733	0.73875517	0.8792912	0.80843556	0.9103149	0.9100899	0.7951158	0.88425493	0.8635165	0.8801518	0.88355106	0.8523737	0.8387303	0.728088	0.92589307	0.7907586	0.8683299	0.9151603	0.81079304	0.86094767	0.9132179	0.9366869	0.78446233	0.80262405	0.909323	0.84239507	0.85917246	0.8218992	0.72479784	0.7117326	0.89083433	0.89431596	0.7524208	0.86219275	0.87914294	0.86865216	0.7626932	0.9294807	0.80898654	0.9110723	0.88581055	0.8583066	0.84940106	0.85677683	0.9175563	0.87566656	0.80946004	0.881558	0.93508047	0.9030903	0.85606664	0.80186915	0.7996131	0.9098891	0.85247505
begrip/noun	0.7510804	0.8991615	0.9315197	0.8603866	0.87211466	0.9160708	0.9614937	0.91259336	0.88936555	0.8709288	0.91077834	0.75486124	0.93522394	0.9127215	0.9215103	0.9300656	0.9497184	0.9135998	0.7342387	0.91841155	0.8788913	0.91026783	0.91191953	0.94589967	0.866541	0.9008099	0.8835912	0.62753093	0.85170925	0.927973	0.86044	0.83756196	0.8498316	0.8090965	0.93673444	0.852385	0.9237071	0.7423118	0.92294574	0.804219	0.8092692	0.9291502	0.90536934	0.93188274	0.8988809	0.89431465	0.86063296	0.93967456	0.869143	0.92728233	0.9031586	0.8271262	0.86953366	0.9422017	0.92093986	0.8050375	0.8796251	0.9107483	0.84989107	0.8035196	0.89207137	0.79471433	0.82188046	0.7620112	0.9069028	0.91165835	0.8427837	0.8591887	0.6332296	0.8174572	0.7564504	0.8942232	0.8960426	0.9394337	0.90531653	0.7539092	0.7199091	0.9202161	0.80964816	0.75523376	0.92436564	0.6528231	0.889312	0.7412553	0.9355513	0.76454484	0.0	0.8701909	0.909327	0.8841406	0.9110745	0.8877821	0.90907496	0.92550087	0.86121845	0.86423135	0.75901276	0.7505963	0.88307893	0.63225293	0.94239414	0.7511227	0.92905235	0.9422054	0.7445198	0.8762882	0.90115786	0.9544412	0.8954326	0.93547887	0.75756097	0.7871561	0.790039	0.9309175	0.87712467	0.874151	0.87158537	0.8822639	0.9530978	0.7253579	0.8678793	0.6431713	0.7066288	0.93260014	0.8635043	0.87945706	0.8009512	0.93271446	0.89246476	0.94587433	0.9342577	0.81934804	0.9149542	0.9105297	0.9430457	0.95508873	0.87236893	0.90589213	0.8518249	0.9006364	0.78230804	0.9363115	0.8423065	0.9002078	0.9163958	0.8529003	0.91658545	0.73533976	0.8377101	0.9377377	0.84947014	0.84126616	0.82944334	0.81697655	0.8124403	0.93574136	0.6870764	0.7460629	0.82285	0.8674409	0.8983975	0.88197315	0.9499895	0.7209246	0.8776748	0.94409317	0.8855318	0.94747484	0.792015	0.96581477	0.9071741	0.80219257	0.9166161	0.81907713	0.9239798	0.89512265	0.8115511	0.8862151	0.8886061	0.8022026
voetballer/noun	0.92554075	0.83395463	0.8252319	0.84735715	0.8862403	0.9007259	0.92159086	0.89080244	0.90644205	0.81256485	0.90361214	0.8331763	0.8909958	0.84304494	0.91727436	0.8489562	0.9221221	0.8953013	0.8626223	0.86414516	0.8755779	0.9004068	0.91281724	0.9306954	0.89167726	0.89659256	0.8726952	0.8302717	0.85881555	0.92437005	0.88601947	0.83021617	0.87811023	0.8801508	0.82652	0.87603897	0.86141455	0.82209426	0.9418846	0.8859264	0.8254987	0.90691537	0.91495556	0.9254643	0.6424066	0.884929	0.8930017	0.86522603	0.8678686	0.918739	0.67226833	0.8311546	0.8995295	0.8885095	0.9120156	0.8803171	0.936117	0.906504	0.8488877	0.8388201	0.879473	0.87674415	0.92449844	0.9017355	0.88874465	0.9079681	0.8376251	0.87419736	0.8966279	0.8089088	0.89263105	0.88166726	0.91861475	0.8736883	0.91750234	0.83255976	0.7907099	0.91648036	0.83519626	0.78341955	0.91246146	0.9038335	0.8990285	0.89948285	0.90267044	0.8674119	0.8701909	0.0	0.8653656	0.74474514	0.9174887	0.8567047	0.8929105	0.92065185	0.84865206	0.8485811	0.87632346	0.9062816	0.865053	0.8791791	0.9528836	0.8460726	0.94070137	0.8869279	0.829321	0.80643624	0.8870641	0.9410558	0.9414663	0.9535608	0.8662385	0.89773214	0.7612384	0.92816705	0.9063617	0.8250744	0.9008305	0.8570472	0.94169825	0.8154778	0.8941954	0.88480675	0.8500665	0.90218556	0.91106856	0.89343697	0.8553666	0.91736025	0.9319434	0.919919	0.86007386	0.86643744	0.8769791	0.94983	0.92872196	0.9483383	0.8804771	0.9166271	0.8532123	0.73817736	0.84507155	0.9078892	0.9116906	0.8599234	0.9017973	0.8838289	0.8609058	0.81108636	0.87327766	0.89024216	0.7896147	0.89052606	0.793948	0.82668686	0.81937444	0.8954066	0.9085046	0.88145006	0.8592677	0.84565556	0.8289799	0.8806723	0.91825265	0.8006544	0.9054432	0.90393955	0.8815652	0.88641965	0.8184982	0.95448524	0.840309	0.85079616	0.8856051	0.90885866	0.9499981	0.9129397	0.8709284	0.84771883	0.45219606	0.7077851
hemd/noun	0.8680251	0.4265278	0.8902807	0.7480401	0.8142495	0.8086509	0.684762	0.8059559	0.840297	0.81950474	0.77995265	0.90897995	0.7439039	0.7153133	0.83048403	0.43558234	0.7667376	0.69327545	0.9404246	0.76715875	0.7276254	0.85242873	0.7759522	0.79865277	0.7548459	0.88834494	0.6618531	0.9144616	0.86538005	0.91982454	0.80872834	0.8447398	0.8046173	0.8161999	0.7899716	0.93718547	0.6700756	0.83614886	0.8049649	0.75332403	0.86675	0.6542109	0.770814	0.74177814	0.8490198	0.71716726	0.7794589	0.48796958	0.8613417	0.6896276	0.7590416	0.91857564	0.85501707	0.377607	0.73090917	0.8769377	0.96624625	0.7613688	0.55989593	0.8432399	0.8163672	0.901417	0.9004084	0.830227	0.538255	0.7574765	0.7111763	0.91806835	0.9106457	0.8690785	0.8616257	0.87027484	0.84930825	0.82756495	0.6628171	0.8806456	0.814638	0.73041946	0.88549167	0.822796	0.79102314	0.88513917	0.8034289	0.8093227	0.80987185	0.8494764	0.909327	0.8653656	0.0	0.8072837	0.72622883	0.9174334	0.77935493	0.8542363	0.71112067	0.57034266	0.8743267	0.92727435	0.773576	0.9255248	0.8411971	0.9248329	0.7721699	0.5419135	0.8825504	0.7725071	0.7627626	0.73255557	0.7901756	0.9096563	0.8734497	0.88321245	0.8798014	0.7554176	0.80796665	0.7833409	0.7907894	0.41352367	0.86901295	0.81547934	0.6574864	0.8785292	0.8905359	0.8186848	0.6385629	0.86576986	0.86474025	0.8065978	0.7757819	0.8384781	0.8399121	0.87263983	0.8306494	0.86233556	0.88722074	0.77630484	0.73764	0.78573143	0.7873476	0.89400405	0.8564688	0.75980914	0.93996763	0.65563935	0.733161	0.89719605	0.8751787	0.87051463	0.7802132	0.57850003	0.8855832	0.80164903	0.81430113	0.7454456	0.8163069	0.79158807	0.9234275	0.8228498	0.80667293	0.7686523	0.72700906	0.76817644	0.9039579	0.8722913	0.92065704	0.84094757	0.79826254	0.5775752	0.89430296	0.640754	0.6946715	0.88248223	0.7978897	0.94660825	0.84793544	0.74111086	0.82127213	0.5560285	0.89758325	0.88831747
vrouw/noun	0.90866256	0.74175835	0.9248591	0.87348044	0.90577304	0.8914565	0.86222345	0.8604551	0.8890249	0.80983377	0.9120652	0.9228668	0.886399	0.8639201	0.83239716	0.793723	0.8814605	0.8781787	0.7841099	0.8785652	0.8053472	0.86303866	0.90189534	0.87904036	0.81143814	0.8772291	0.75952524	0.8236344	0.84513646	0.92889225	0.9167463	0.87268716	0.8546188	0.9000883	0.8551708	0.8615805	0.8288847	0.822294	0.896628	0.81738424	0.8302089	0.8967281	0.8909596	0.88292515	0.7011834	0.8623456	0.86447096	0.84626055	0.9106984	0.8736341	0.45388675	0.89592624	0.8707987	0.8159923	0.87623084	0.8313716	0.9483548	0.89807785	0.7650823	0.8704419	0.87349224	0.92752695	0.938347	0.91383374	0.8014436	0.9064717	0.8203776	0.907086	0.8893931	0.85051346	0.8689561	0.92016673	0.9317787	0.94601476	0.85422176	0.8930324	0.6881569	0.8454386	0.8514219	0.81758803	0.89388746	0.87466186	0.8459281	0.9002222	0.9140324	0.84406257	0.8841406	0.74474514	0.8072837	0.0	0.8637523	0.81193817	0.85109776	0.8423792	0.7967042	0.7632357	0.852754	0.87251675	0.86344767	0.90515655	0.91786355	0.7613616	0.9402012	0.7597155	0.8312155	0.51855874	0.8974245	0.8963403	0.8901676	0.9088318	0.8681914	0.87634933	0.5806571	0.9113687	0.898923	0.60809577	0.8406324	0.825211	0.93694985	0.82509923	0.8466235	0.88506436	0.8694844	0.8911823	0.84243333	0.9107681	0.8458353	0.8389784	0.90893626	0.80726236	0.909874	0.9020631	0.8734096	0.929065	0.89036155	0.9112092	0.8806543	0.8835551	0.79083836	0.9000342	0.895911	0.88429105	0.92855895	0.7872558	0.8816988	0.88371104	0.86260724	0.87596357	0.87701327	0.84325117	0.8588145	0.88597906	0.7634779	0.8446443	0.87176675	0.9231819	0.9112394	0.85831267	0.87702537	0.88221097	0.8620695	0.6977817	0.9384967	0.8636997	0.8880409	0.83967865	0.8810205	0.85800916	0.772498	0.92457616	0.86899036	0.8388073	0.84284794	0.8844097	0.9316756	0.89547485	0.8903879	0.73419476	0.87236613	0.65854526
bol_DIM/noun	0.81176347	0.7281312	0.874434	0.8096442	0.8761255	0.79242104	0.8448308	0.6761651	0.6941588	0.80025434	0.65879136	0.8924997	0.77676135	0.7584058	0.8111768	0.7326939	0.7887218	0.70714813	0.92849255	0.6795581	0.8362756	0.71860564	0.61269337	0.83643854	0.8075455	0.909027	0.81914496	0.9111678	0.8317636	0.91440386	0.7723844	0.8814151	0.82222426	0.7481299	0.8441129	0.94115424	0.79983115	0.84751356	0.6937436	0.7542509	0.87480164	0.77117383	0.75874454	0.70159435	0.89794075	0.7074939	0.8273677	0.77162415	0.8518244	0.6303463	0.8488734	0.8955234	0.8352062	0.72680056	0.7772473	0.82358795	0.9496836	0.71868336	0.7377894	0.9003829	0.80318165	0.86544687	0.8839158	0.85307586	0.57228565	0.7755149	0.7960137	0.9233416	0.91157097	0.8839347	0.84109336	0.8711998	0.86230826	0.8218967	0.6299721	0.904464	0.87504715	0.7633556	0.88639355	0.8015532	0.76036406	0.89238226	0.84601784	0.79835474	0.8288537	0.87532854	0.9110745	0.9174887	0.72622883	0.8637523	0.0	0.931293	0.69706136	0.85322493	0.80193996	0.7543756	0.89615685	0.9132414	0.767382	0.9332235	0.8198375	0.9204786	0.77599204	0.715424	0.9037137	0.8284893	0.74955225	0.696252	0.66427517	0.8880021	0.8240783	0.8958507	0.86562407	0.6695496	0.6715766	0.810582	0.780608	0.7369733	0.796708	0.84260166	0.70715016	0.85970104	0.9123689	0.73810935	0.6679079	0.83825564	0.8854591	0.8262478	0.796215	0.8646073	0.8143654	0.8595078	0.81603396	0.8228967	0.8725936	0.71654177	0.70449996	0.80280674	0.76874214	0.9034764	0.8969542	0.75253767	0.92629665	0.67885506	0.70892406	0.8950985	0.8866125	0.88562536	0.78519106	0.7887954	0.8955934	0.8497678	0.8859597	0.8182069	0.8137431	0.7719911	0.91822815	0.83943117	0.87859476	0.7879832	0.791886	0.7308692	0.8874658	0.8673624	0.9244273	0.83425915	0.8146664	0.6376413	0.891972	0.78893983	0.81556165	0.8948946	0.80626523	0.95326126	0.8319163	0.7281913	0.7698163	0.7010058	0.9243998	0.9104112
Mechelaar/noun	0.90731	0.93488955	0.9100883	0.9166137	0.89568174	0.9311514	0.9338722	0.9449253	0.93042505	0.9164978	0.9471544	0.93448365	0.90426034	0.93614763	0.8900968	0.92243487	0.9433353	0.91357714	0.9272464	0.9166257	0.9032892	0.9413741	0.94033635	0.9449433	0.924747	0.92198557	0.90851474	0.8922862	0.9153308	0.9413643	0.9281132	0.9398583	0.90402347	0.9300758	0.8955865	0.9315477	0.93229324	0.8788541	0.9507409	0.917432	0.83180326	0.94356924	0.9316048	0.93991804	0.9006663	0.9283095	0.9197261	0.9295196	0.9282836	0.91880596	0.8097576	0.92808914	0.91919404	0.94823456	0.8782071	0.9331175	0.92800283	0.93025184	0.900896	0.9333009	0.91501963	0.9123052	0.9113557	0.9301975	0.9348867	0.93418324	0.91019857	0.91143507	0.90130526	0.8773759	0.899626	0.9159334	0.9344036	0.9159163	0.92630476	0.9374396	0.8511551	0.9055283	0.9242065	0.93624425	0.93912446	0.9020584	0.9154043	0.9179608	0.9343821	0.90784395	0.8877821	0.8567047	0.9174334	0.81193817	0.931293	0.0	0.93429416	0.9230612	0.92468786	0.908474	0.9053676	0.9112009	0.88933486	0.9077146	0.957152	0.8678812	0.94729894	0.94824463	0.9083394	0.8377588	0.93149936	0.95122415	0.94085294	0.9416569	0.8893446	0.92483693	0.80348325	0.91368985	0.9411637	0.9023675	0.8911173	0.9144874	0.96932137	0.90843815	0.9172847	0.90304387	0.93326366	0.9227527	0.91757053	0.9314958	0.9148195	0.8899199	0.92288166	0.87848485	0.9016454	0.90342677	0.91942614	0.94502175	0.92974687	0.9102702	0.9004737	0.9403724	0.9363658	0.92604595	0.9153911	0.88795936	0.9371004	0.9270803	0.91855574	0.92482907	0.89445144	0.93259525	0.9173166	0.92961013	0.9012449	0.9168268	0.93184906	0.91059697	0.9188005	0.92144686	0.91605836	0.90257347	0.9215672	0.94082326	0.9070932	0.90565336	0.9455352	0.8640975	0.93221664	0.92024446	0.9239249	0.9278485	0.8912345	0.9603477	0.8944032	0.9158441	0.8967385	0.94418633	0.9397861	0.9369659	0.91680664	0.92612934	0.8935865	0.84813243
thee/noun	0.8223889	0.7771795	0.88942343	0.8131297	0.7461982	0.8561327	0.7830004	0.57527137	0.7085278	0.7518947	0.46469778	0.9346445	0.769189	0.82108104	0.89136124	0.745342	0.81824976	0.7714265	0.92236865	0.70681703	0.8778072	0.6010834	0.60111624	0.8781595	0.86991537	0.8941529	0.80055493	0.90519476	0.8472162	0.9256568	0.79140246	0.85810566	0.8668268	0.58431554	0.8406399	0.9448678	0.84470856	0.82018125	0.6071825	0.8035553	0.8384756	0.87581265	0.8009967	0.72738624	0.87402713	0.41819674	0.84860003	0.8166665	0.8768284	0.4890557	0.834261	0.88161993	0.8568068	0.7723823	0.8406295	0.8299346	0.97290087	0.68245447	0.71887946	0.8754499	0.8193213	0.8913286	0.8930663	0.87081295	0.54086846	0.80542254	0.81628877	0.92922086	0.93810153	0.8674802	0.85103995	0.89810437	0.90579826	0.8325144	0.6548676	0.905201	0.8688232	0.75118464	0.9063138	0.7755413	0.80738634	0.90889597	0.88725305	0.82603455	0.84388316	0.8626771	0.90907496	0.8929105	0.77935493	0.85109776	0.69706136	0.93429416	0.0	0.8546454	0.75642645	0.7711224	0.8958756	0.9283594	0.8004186	0.94052494	0.8533281	0.8998511	0.87723076	0.7759695	0.8972661	0.8157388	0.79478294	0.69410574	0.6725874	0.87789255	0.8370891	0.9043354	0.8672708	0.62203264	0.46738768	0.7904074	0.7814334	0.7608464	0.6647551	0.8355583	0.8093641	0.90149903	0.9113317	0.4572485	0.77165097	0.8987609	0.87526727	0.77738297	0.8416952	0.83556914	0.86553586	0.86868185	0.80007416	0.8203716	0.88282603	0.80323154	0.77092284	0.842273	0.8001322	0.8991645	0.83485836	0.84213066	0.93163925	0.7858319	0.78174764	0.90825653	0.85499763	0.877339	0.84681696	0.82937074	0.881975	0.88729775	0.8728484	0.8474338	0.86313045	0.8883436	0.93454564	0.8828081	0.8300967	0.80436665	0.8295115	0.80608696	0.92302334	0.8359004	0.90828854	0.82627356	0.852775	0.67691565	0.8687027	0.8621121	0.82949626	0.860744	0.8105129	0.94141626	0.8847743	0.7427031	0.7073008	0.7516439	0.91234195	0.88254523
