	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
schuiver/noun	0.8406832	0.8857482	0.9084681	0.9101752	0.8320169	0.93210894	0.6775135	0.8980975	0.9096914	0.87329656	0.9078698	0.8405904	0.90381956	0.8277597	0.90822774	0.9021523	0.9230577	0.9258102	0.89455104	0.89872056	0.9184091	0.9313037	0.90693	0.92308	0.92054546	0.93481016	0.0	0.9218919	0.86562485	0.8361612	0.9452943	0.89483726	0.9227783	0.8642796	0.9512052	0.8602814	0.9168986	0.87723345	0.8752023	0.8255816	0.82952607	0.90759027	0.92400557	0.92286026	0.90473986	0.901273	0.8849418	0.8878161	0.8628205	0.9344775	0.9230114	0.8158425	0.86796796	0.8569376	0.85874337	0.7927853	0.864611	0.85245466	0.8706138	0.88792855	0.91224873	0.8936184	0.90873337	0.92830366	0.9565589	0.8733885	0.8894034	0.80492425	0.9019715	0.9108643	0.81070507	0.9468414	0.9067908	0.907557	0.9096383	0.724446	0.9117257	0.87921077	0.87246895	0.87016857	0.8911567	0.9107534	0.8971317	0.8606628	0.92233294	0.9069882	0.94181126	0.9222406	0.89780134	0.8788227	0.76199895	0.91378504	0.8289762	0.89578575	0.92552644	0.8159965	0.85449183	0.9140712	0.9078179	0.8911464	0.8440044	0.91521734	0.86384094	0.83741724	0.8830315	0.88787085	0.96268314	0.95350564	0.88576734	0.89439857	0.9067441	0.654459	0.897124	0.884569	0.91999054	0.82832146	0.88401186	0.92528987	0.86712515	0.94116503	0.90496075	0.88461727	0.875719	0.9455278	0.8621904	0.89579564	0.91646653	0.81517315	0.84895855
pleeg_ouder/noun	0.90781224	0.8881798	0.8331075	0.8692925	0.9019633	0.88550943	0.91489524	0.89522755	0.8526732	0.8835201	0.87171996	0.8981402	0.8735424	0.930277	0.8921308	0.8368706	0.86385274	0.8301488	0.87002766	0.8883692	0.8735851	0.8803439	0.8435945	0.89182	0.86103314	0.7850688	0.9218919	0.0	0.8743882	0.8809079	0.86004794	0.851523	0.87623316	0.9209044	0.85619307	0.86743575	0.89626515	0.8654685	0.9066902	0.88324666	0.8709081	0.8417079	0.86901724	0.8794312	0.84241784	0.838662	0.89794666	0.9324143	0.8867968	0.8997016	0.90779495	0.904216	0.87055707	0.87136346	0.8924042	0.87046957	0.70755947	0.8962927	0.8715256	0.8109073	0.89542925	0.8588329	0.867946	0.8552302	0.87524307	0.870816	0.8947545	0.8681178	0.92000675	0.85307205	0.88175964	0.89322805	0.8474823	0.8297041	0.8634132	0.8966249	0.8949141	0.8153023	0.8389701	0.8527966	0.9032292	0.8383912	0.8400606	0.8361943	0.9224639	0.7598641	0.8692843	0.787462	0.78460115	0.81338376	0.92584455	0.8400612	0.8876981	0.8780051	0.8559499	0.9307215	0.9310761	0.8520827	0.8420006	0.8647089	0.88058335	0.88086283	0.85450697	0.7556346	0.88841087	0.8947659	0.8126217	0.94998085	0.8552984	0.8700503	0.9016534	0.9151736	0.7437631	0.7806692	0.89098537	0.85373545	0.85771126	0.8752893	0.88921034	0.8891205	0.8537641	0.83406603	0.8455546	0.83718556	0.86329365	0.8526116	0.8586271	0.9045655	0.8692227
weide/noun	0.8271507	0.9022875	0.9183784	0.910833	0.6908674	0.8555247	0.88236034	0.88655233	0.91765344	0.9264931	0.9415872	0.76637423	0.8844038	0.91795295	0.9089781	0.8869628	0.8709398	0.9522482	0.8553903	0.63441396	0.88059014	0.93378675	0.90674174	0.9288491	0.8856919	0.8884118	0.86562485	0.8743882	0.0	0.8409162	0.8379524	0.8367157	0.7488986	0.9308049	0.87694484	0.88800234	0.924833	0.89777255	0.5929531	0.88322824	0.8223422	0.854466	0.9388901	0.90252256	0.8374394	0.900267	0.9231446	0.9069207	0.90104854	0.922542	0.8212245	0.9264967	0.8894765	0.6310054	0.88948566	0.8932462	0.78445315	0.9089285	0.8538612	0.8206574	0.8162895	0.8961022	0.8959373	0.9367426	0.93784374	0.9192678	0.84465015	0.9163168	0.76717377	0.88197184	0.89658254	0.90884745	0.94489455	0.8813551	0.7723372	0.8527174	0.807856	0.8830655	0.7650536	0.8973359	0.91208297	0.7446094	0.848043	0.8180002	0.9111038	0.8351893	0.8792893	0.8361051	0.87458754	0.8409562	0.9024797	0.935977	0.80814314	0.94652367	0.9033001	0.8955546	0.7647517	0.9385625	0.8982781	0.86074024	0.8339122	0.913645	0.8753269	0.85158896	0.8114712	0.7774952	0.9345697	0.93810046	0.84040374	0.82762694	0.86537486	0.77201074	0.8143804	0.8671037	0.8966378	0.8383921	0.84607196	0.8814262	0.91111284	0.9497225	0.87881637	0.8650106	0.8845611	0.8931379	0.8797493	0.86699	0.8699447	0.8999552	0.692436
rap/adj	0.8544717	0.8420864	0.8210678	0.847428	0.75023955	0.8908073	0.8580787	0.85840243	0.8160711	0.78191245	0.85334396	0.82149315	0.822133	0.8996229	0.8466355	0.79479706	0.80710137	0.8712356	0.8252824	0.8389878	0.8139676	0.8742213	0.83572894	0.9036072	0.8180884	0.85250115	0.8361612	0.8809079	0.8409162	0.0	0.83434767	0.7697089	0.8611862	0.8672891	0.86359465	0.7942578	0.8836648	0.8528691	0.8205168	0.8046193	0.78820914	0.8511213	0.869716	0.86836576	0.8019241	0.81465465	0.8397082	0.8741566	0.8577464	0.8682048	0.88077176	0.87626636	0.760183	0.8548941	0.84934056	0.8181753	0.73950243	0.8776643	0.7951754	0.8266274	0.8654431	0.82436335	0.8216656	0.83924866	0.8613812	0.84256566	0.7852454	0.8177643	0.8179009	0.77530324	0.85255826	0.89774513	0.88774705	0.84185654	0.77050626	0.78001535	0.79463303	0.7902357	0.8134824	0.8146857	0.889315	0.8180293	0.83628887	0.78890896	0.8401123	0.81537753	0.8552867	0.8504918	0.7557575	0.7729261	0.856712	0.7864754	0.7719207	0.87055516	0.8297089	0.8645946	0.81384325	0.8765073	0.85871	0.78245026	0.8339883	0.86762375	0.8144176	0.7626014	0.8444244	0.78837085	0.914748	0.90912235	0.77479565	0.84606284	0.8910337	0.82071394	0.8255905	0.7540713	0.87239814	0.7307408	0.76550543	0.8266121	0.84275335	0.8872618	0.84558547	0.7905158	0.85557926	0.88366854	0.7248789	0.7989779	0.8707632	0.8008179	0.83204687
soort/noun	0.8986713	0.7216059	0.7488545	0.8811453	0.8717729	0.77477896	0.93037736	0.8465153	0.80545706	0.80597776	0.8212081	0.8289667	0.6800488	0.9194219	0.7264193	0.73845136	0.6331011	0.8358064	0.7088138	0.83937657	0.7072785	0.9157623	0.7539041	0.85585415	0.84113955	0.7649636	0.9452943	0.86004794	0.8379524	0.83434767	0.0	0.809908	0.77324873	0.9736059	0.77909535	0.79439014	0.8739139	0.7999635	0.8639061	0.8906306	0.85623336	0.8184352	0.8307034	0.8308671	0.7394893	0.69637966	0.8403483	0.82899487	0.74907374	0.81889	0.78961074	0.85786444	0.8099986	0.87168366	0.8423749	0.8919591	0.77504444	0.83940065	0.8462099	0.8798487	0.87722284	0.8651152	0.6801268	0.81461555	0.82180333	0.8197845	0.6753475	0.92353153	0.7764256	0.7223052	0.9193254	0.9088437	0.79818535	0.87736833	0.74995595	0.8756959	0.7835938	0.77175677	0.7705571	0.70393544	0.92603046	0.76137125	0.81446606	0.74001336	0.874089	0.7148105	0.8086245	0.8810866	0.82387424	0.8395494	0.8894791	0.78793997	0.8122247	0.8047459	0.7211184	0.9432889	0.8818592	0.7663676	0.83134043	0.7743149	0.844918	0.8171738	0.7298864	0.83685195	0.84664696	0.71159554	0.8387368	0.8025873	0.7795649	0.69639504	0.9015338	0.91019213	0.8753124	0.65463126	0.8273369	0.8139049	0.77810496	0.79863155	0.78976846	0.89989305	0.7240398	0.7475045	0.9308415	0.83526254	0.8359254	0.82457554	0.89815915	0.7994662	0.84310776
door/adv	0.8464	0.81640106	0.75540674	0.83622265	0.82233167	0.88263947	0.8783163	0.86353076	0.7786261	0.7328513	0.83716804	0.814675	0.8009612	0.90502125	0.7741015	0.769747	0.78878284	0.81611466	0.7929327	0.7966745	0.76700443	0.8926699	0.80075824	0.8679855	0.8449756	0.8230401	0.89483726	0.851523	0.8367157	0.7697089	0.809908	0.0	0.82887346	0.92102534	0.79182386	0.69905555	0.8393097	0.8030273	0.78451324	0.8452702	0.8346802	0.83928216	0.858229	0.799517	0.787894	0.79884213	0.77329874	0.8459612	0.78305423	0.8874014	0.8757632	0.84623003	0.7554041	0.8439429	0.83310044	0.8089289	0.6679138	0.87597454	0.7860333	0.8079618	0.8363559	0.8332903	0.75112844	0.794914	0.8626745	0.82797784	0.74912345	0.85739595	0.7890467	0.76098084	0.87139845	0.87902814	0.8124293	0.83923066	0.77692986	0.83109814	0.7569017	0.7327186	0.82275826	0.7588109	0.8606253	0.8295544	0.8131963	0.7986398	0.8866968	0.7537201	0.8182058	0.84500843	0.73452085	0.8009351	0.8576416	0.76691633	0.84379834	0.83104265	0.75711703	0.8863195	0.80938834	0.8095416	0.8162689	0.79171824	0.83480686	0.83573776	0.71091074	0.7397157	0.8295104	0.81139654	0.8510632	0.8739304	0.7512704	0.8098074	0.8990969	0.8422384	0.80699944	0.72591096	0.8533226	0.700944	0.7156477	0.8487022	0.7961006	0.87761176	0.8038205	0.7496414	0.87955093	0.82943285	0.7146	0.8398429	0.8626704	0.7750701	0.8229689
streek/noun	0.8400529	0.817565	0.8809094	0.88079554	0.7613356	0.8734893	0.9247015	0.87965435	0.8977056	0.8679361	0.8803302	0.8567965	0.85246325	0.93963706	0.8763841	0.8198944	0.8265337	0.9130634	0.8281765	0.73385656	0.86713547	0.926413	0.8480168	0.884191	0.8799628	0.8734203	0.9227783	0.87623316	0.7488986	0.8611862	0.77324873	0.82887346	0.0	0.91577405	0.8831743	0.8526281	0.8716002	0.86217684	0.7945117	0.8811223	0.7761521	0.88636595	0.8973744	0.8835293	0.8742743	0.82704353	0.8883188	0.8943459	0.8414898	0.8937951	0.8457558	0.9048177	0.8648205	0.83177996	0.8887613	0.87494075	0.8458117	0.9020506	0.88133985	0.86984885	0.88480926	0.8696834	0.82457936	0.87267447	0.90249085	0.8774226	0.8012601	0.9062518	0.8524055	0.8505248	0.9269935	0.9070928	0.9214582	0.90187955	0.8535994	0.88184816	0.8143215	0.86167026	0.8201171	0.8317316	0.9022391	0.8256822	0.8494146	0.86441916	0.9198016	0.80023664	0.80734587	0.8640645	0.8870501	0.85644317	0.9181894	0.90741223	0.8444263	0.9201596	0.8538015	0.9268168	0.89688253	0.89407593	0.87673396	0.81169957	0.8852126	0.8932128	0.79540324	0.8742299	0.83360445	0.86265814	0.9055996	0.8996957	0.819442	0.8401809	0.84071136	0.9151282	0.83869267	0.81292444	0.8543842	0.83792853	0.8643717	0.86370385	0.84982234	0.90944713	0.8614016	0.8058703	0.9109942	0.83236647	0.86718416	0.8958254	0.89868844	0.87333775	0.87739104
Kim/name	0.9390037	0.9250922	0.95371103	0.8869389	0.8978403	0.97229904	0.84460956	0.9401047	0.9440947	0.9444131	0.9400514	0.9014426	0.89657015	0.85043573	0.91994214	0.9220787	0.9111315	0.94703054	0.913925	0.91721845	0.9346843	0.9032661	0.92648333	0.96471304	0.802562	0.9063437	0.8642796	0.9209044	0.9308049	0.8672891	0.9736059	0.92102534	0.91577405	0.0	0.93072236	0.9397183	0.91568637	0.8922037	0.93456495	0.8929878	0.84376335	0.8715944	0.96554524	0.9388006	0.9425969	0.9602724	0.9462044	0.9529621	0.9352591	0.8875716	0.91996115	0.8885061	0.91892594	0.9766464	0.8990193	0.7970865	0.8869019	0.9217229	0.8869727	0.8774396	0.9086779	0.8097635	0.95956767	0.8910173	0.9756937	0.9264822	0.93827367	0.76848257	0.9365315	0.90872926	0.7461518	0.93338716	0.94936115	0.7413677	0.95153517	0.8372452	0.9414591	0.9248107	0.90969956	0.9435258	0.90363085	0.9666523	0.85346234	0.8901426	0.90884507	0.9475479	0.925994	0.8141217	0.89775586	0.8270377	0.82540214	0.95125806	0.8494129	0.944853	0.9539819	0.9079155	0.9356493	0.90034044	0.9133483	0.83527577	0.90933263	0.9028092	0.9364133	0.8538586	0.90794694	0.94894534	0.9708633	0.9718516	0.93321645	0.9620807	0.9277686	0.90064603	0.8232312	0.9427632	0.8439009	0.9421514	0.93971145	0.9409733	0.9052522	0.85557526	0.8838067	0.9283554	0.66939145	0.9407873	0.95002854	0.9360535	0.875025	0.8747656	0.93929404
god/noun	0.93071294	0.8598516	0.77522665	0.8606055	0.9129427	0.8833008	0.8962907	0.83458835	0.8053869	0.87409484	0.8989355	0.9185947	0.8554965	0.9174997	0.8145985	0.8093694	0.7774339	0.77868384	0.824203	0.8042438	0.7396134	0.9256155	0.81201184	0.88260216	0.82435966	0.84868664	0.9512052	0.85619307	0.87694484	0.86359465	0.77909535	0.79182386	0.8831743	0.93072236	0.0	0.8036663	0.9168853	0.7979677	0.89391845	0.9110859	0.84831774	0.75173366	0.8984117	0.81411994	0.82150394	0.78191614	0.8683366	0.92282975	0.9030672	0.9355969	0.8667589	0.8982607	0.880564	0.89847785	0.85349184	0.86650795	0.6941036	0.90790963	0.7976712	0.80951923	0.8731792	0.86481583	0.82867146	0.7957499	0.8486911	0.8420122	0.7951949	0.8655941	0.9096824	0.7497394	0.9214236	0.86627394	0.9034454	0.82932	0.8344758	0.9124291	0.8691163	0.82267547	0.8241159	0.85045666	0.87135047	0.8823597	0.7700411	0.85159266	0.92089385	0.7345567	0.6750909	0.8307587	0.7190092	0.75238276	0.9123614	0.76505256	0.8525537	0.7363813	0.7713113	0.9297666	0.91272247	0.86875117	0.7658769	0.84797907	0.91306436	0.80580276	0.85417247	0.70799625	0.8775223	0.8736685	0.8043394	0.8759351	0.8378426	0.85486895	0.9505959	0.9150225	0.7992891	0.79222214	0.8543322	0.8391175	0.77926457	0.86632025	0.8694688	0.89712095	0.7506852	0.819015	0.90370166	0.709336	0.84952664	0.8946407	0.8929935	0.85341346	0.90580535
zo/adv	0.8740072	0.6407872	0.50494975	0.84403014	0.8741048	0.8622805	0.88281685	0.8343283	0.6231289	0.59730303	0.7880238	0.8802701	0.73444426	0.90725565	0.7641828	0.6927023	0.8140682	0.6759411	0.8373773	0.866573	0.7681427	0.8982986	0.8173412	0.8768398	0.8570057	0.8154085	0.8602814	0.86743575	0.88800234	0.7942578	0.79439014	0.69905555	0.8526281	0.9397183	0.8036663	0.0	0.86110085	0.83740836	0.8740773	0.8631668	0.827122	0.83571756	0.809994	0.8061134	0.7171407	0.5621859	0.50772667	0.80858254	0.6759873	0.91651595	0.8639896	0.8126489	0.74297786	0.89639854	0.8102455	0.8342132	0.61873907	0.88216186	0.77955896	0.8401111	0.8515788	0.82238317	0.62132645	0.78101474	0.80910385	0.77755356	0.74640083	0.9168181	0.838954	0.6307677	0.8812872	0.8825559	0.88996583	0.8670847	0.78695023	0.84995884	0.7159899	0.5153136	0.84643877	0.6117073	0.85580385	0.8088723	0.80282754	0.86686105	0.8490907	0.6946691	0.8443221	0.87784207	0.5853977	0.7886544	0.8491032	0.5848807	0.8183766	0.8370346	0.7203654	0.9183602	0.84492004	0.8632446	0.80294377	0.7326771	0.85255724	0.8575807	0.44423652	0.68370986	0.8619915	0.8274591	0.91034585	0.8779217	0.78009415	0.8263094	0.9388717	0.8797305	0.80848205	0.6749159	0.86458474	0.55872416	0.62804925	0.8956933	0.7145804	0.9144042	0.7702729	0.6219765	0.8995384	0.88947713	0.6151259	0.8628449	0.87431157	0.73423296	0.8757713
campagne/noun	0.91485053	0.8253317	0.8802478	0.79403025	0.92094773	0.89801395	0.9129503	0.9027197	0.8967309	0.8240268	0.7879423	0.8465104	0.80137193	0.9158355	0.84769803	0.82783234	0.8106223	0.83913416	0.82367194	0.8973189	0.8730979	0.6821768	0.86647844	0.9205293	0.8693288	0.88227004	0.9168986	0.89626515	0.924833	0.8836648	0.8739139	0.8393097	0.8716002	0.91568637	0.9168853	0.86110085	0.0	0.8136465	0.920829	0.90630436	0.85441935	0.8825353	0.82835996	0.8752574	0.8866356	0.88560015	0.8701313	0.91102356	0.8176043	0.87223506	0.90032935	0.91367203	0.82628894	0.9237936	0.908539	0.7809063	0.8663433	0.89525765	0.8808192	0.92872643	0.878751	0.8938271	0.79367435	0.80472124	0.8575348	0.8112582	0.8657563	0.7849496	0.92718714	0.8914908	0.8930161	0.8987099	0.88352656	0.90680015	0.8859006	0.9001568	0.87387556	0.8864149	0.8789479	0.8409517	0.91496396	0.8988954	0.83305144	0.8249515	0.91086185	0.8861487	0.8336978	0.90100646	0.9128723	0.9061736	0.8620578	0.89243704	0.85272425	0.80173147	0.8910766	0.8573103	0.8993782	0.88244027	0.84809065	0.86054146	0.8903845	0.7306371	0.84768814	0.83203167	0.8923022	0.86298335	0.89055943	0.8785207	0.88412994	0.8857395	0.8689367	0.9264999	0.9041592	0.8416949	0.85880595	0.86677825	0.91752344	0.8675179	0.8196312	0.8608629	0.87211716	0.83728004	0.88870645	0.877517	0.884616	0.87242377	0.8816451	0.7856578	0.9043153
vernedering/noun	0.90071654	0.8419187	0.82601064	0.8695601	0.87691605	0.8524089	0.84179574	0.85939336	0.8795141	0.84348065	0.80782586	0.8665496	0.80950326	0.845737	0.788507	0.8492279	0.8045962	0.8090624	0.7836745	0.80230165	0.7818083	0.8282597	0.74389124	0.8823486	0.83706635	0.8526334	0.87723345	0.8654685	0.89777255	0.8528691	0.7999635	0.8030273	0.86217684	0.8922037	0.7979677	0.83740836	0.8136465	0.0	0.90789795	0.88654923	0.80386865	0.85672194	0.87648106	0.8650261	0.86211175	0.83380663	0.87133235	0.8944927	0.82277524	0.90062493	0.89666724	0.8046254	0.82408077	0.92020154	0.80818594	0.7779512	0.7895512	0.8116357	0.81120455	0.8422279	0.8603165	0.8055644	0.8185024	0.81270385	0.8735194	0.7880227	0.8169037	0.7893251	0.8802049	0.8284537	0.8146187	0.8984111	0.8155531	0.86816776	0.8101215	0.78530234	0.86510146	0.8228992	0.82998794	0.807856	0.8600067	0.8823919	0.79526657	0.824673	0.94477814	0.8063376	0.7247257	0.8397618	0.8254036	0.8149686	0.82360137	0.8111724	0.82866913	0.7136584	0.77486527	0.7889434	0.9018907	0.8105532	0.78946054	0.82872236	0.85036325	0.7501072	0.82782507	0.7862908	0.8327996	0.8712232	0.85334015	0.89117455	0.8433664	0.84744793	0.8618709	0.8865549	0.8379555	0.7592884	0.8375072	0.8600762	0.8529479	0.8467716	0.8017663	0.85103655	0.8225008	0.78057677	0.87307006	0.71250546	0.86976075	0.8613492	0.8626884	0.8015906	0.89475936
dijk/noun	0.80029887	0.8807686	0.90884954	0.91982806	0.6354312	0.8934009	0.8780593	0.9148074	0.92032254	0.88525337	0.91812515	0.75382113	0.9084329	0.9213007	0.917976	0.8833761	0.87362474	0.9365603	0.8437532	0.70264137	0.904309	0.9209723	0.8961348	0.9365102	0.8946815	0.9167243	0.8752023	0.9066902	0.5929531	0.8205168	0.8639061	0.78451324	0.7945117	0.93456495	0.89391845	0.8740773	0.920829	0.90789795	0.0	0.8326953	0.78944224	0.89963996	0.9161371	0.9398407	0.87863284	0.9061443	0.90734226	0.9116398	0.90705955	0.93877095	0.8837213	0.8891842	0.86588657	0.6893308	0.8801946	0.89149815	0.82514334	0.90073687	0.8507384	0.87236035	0.8693981	0.9317221	0.91798407	0.91914076	0.940625	0.9227648	0.8644166	0.9171747	0.8689932	0.86567426	0.8845341	0.9164397	0.89728767	0.88779795	0.81598336	0.82033175	0.82253796	0.9036848	0.7790514	0.8808922	0.92803013	0.8479583	0.8687668	0.84337044	0.9443487	0.85927445	0.87942594	0.8915684	0.8969165	0.87872344	0.8928177	0.8914496	0.82005614	0.9374714	0.90398794	0.8738928	0.80713135	0.8844772	0.9183397	0.86681896	0.7837541	0.910159	0.874228	0.86148465	0.862833	0.8156952	0.9274096	0.91718173	0.83795077	0.84754485	0.905418	0.7549825	0.871145	0.8612509	0.9233347	0.8471217	0.88071895	0.88183856	0.89555687	0.9498976	0.8986789	0.8651602	0.9053972	0.91291046	0.85217863	0.7435066	0.89724976	0.90392154	0.67071867
tand_DIM/noun	0.87125725	0.8890165	0.89115506	0.87242573	0.82515526	0.9187516	0.83125335	0.8937142	0.84869945	0.85993	0.91558677	0.7999668	0.86457014	0.8832504	0.8729487	0.82956403	0.8997338	0.8801068	0.90978837	0.9128349	0.9021578	0.9062361	0.90220606	0.935919	0.8875596	0.90472585	0.8255816	0.88324666	0.88322824	0.8046193	0.8906306	0.8452702	0.8811223	0.8929878	0.9110859	0.8631668	0.90630436	0.88654923	0.8326953	0.0	0.81059444	0.88333005	0.90386516	0.90726966	0.8543681	0.87369674	0.85472333	0.90444195	0.8877386	0.91630626	0.9340924	0.8178268	0.85971236	0.8645706	0.8725674	0.80450475	0.78927875	0.8789233	0.8211081	0.8941771	0.84174085	0.86310744	0.9142171	0.9066463	0.91390693	0.8867383	0.8517142	0.8558859	0.87265146	0.8625832	0.8352428	0.9130297	0.92426723	0.8916676	0.8518558	0.83692205	0.87091553	0.85104597	0.8606632	0.8822218	0.87449145	0.8658839	0.87485677	0.8551973	0.9145868	0.8859366	0.9122127	0.85986865	0.8238587	0.842986	0.8245689	0.84935725	0.8314092	0.8806153	0.8899536	0.91314316	0.8265991	0.91550493	0.87467587	0.87649345	0.8493498	0.8969529	0.8529026	0.8335571	0.9061516	0.8534934	0.9127293	0.9149678	0.84878325	0.9123976	0.92336696	0.8189976	0.87828815	0.8803423	0.9395811	0.7423717	0.8145324	0.88179874	0.8909901	0.91714406	0.88849896	0.81566274	0.873747	0.93042254	0.7964877	0.8384782	0.90289915	0.7934006	0.8419321
Waal/noun	0.88963914	0.8409289	0.84881175	0.7891708	0.77071255	0.88976675	0.839407	0.84982556	0.8184984	0.80091214	0.85819393	0.772226	0.86067575	0.86314785	0.8656012	0.7862346	0.8365141	0.81836665	0.8300358	0.8341385	0.8696974	0.87507886	0.8387211	0.8812875	0.8566839	0.81974	0.82952607	0.8709081	0.8223422	0.78820914	0.85623336	0.8346802	0.7761521	0.84376335	0.84831774	0.827122	0.85441935	0.80386865	0.78944224	0.81059444	0.0	0.86722726	0.89403033	0.8695653	0.87843364	0.8571346	0.84399104	0.9102864	0.83863556	0.8816153	0.8904246	0.82801014	0.79940253	0.8767168	0.8755486	0.7430768	0.75397044	0.8477576	0.86046183	0.81578517	0.8657001	0.83600295	0.8528406	0.8293487	0.9087078	0.83443093	0.8495567	0.7956319	0.8732344	0.8254369	0.8692452	0.9103807	0.8822031	0.84637207	0.836132	0.81890225	0.8692173	0.8250242	0.8427044	0.7879891	0.89171654	0.8622154	0.84149903	0.8181812	0.906218	0.7855153	0.80300117	0.85226595	0.7988268	0.83318955	0.845728	0.8142485	0.78155243	0.88333434	0.86293256	0.90935934	0.87584627	0.8674114	0.7801293	0.8161999	0.8537325	0.84386593	0.8088486	0.780342	0.8494588	0.8449992	0.8568765	0.8801888	0.8434489	0.87872994	0.8915477	0.8276309	0.8289362	0.7850128	0.89820755	0.79540527	0.8215088	0.853882	0.8135562	0.85601985	0.85247386	0.7492645	0.84009606	0.8046934	0.81650776	0.86195135	0.8742968	0.8161342	0.847619
tovenaar/noun	0.92356765	0.8405855	0.85418326	0.8815224	0.90391386	0.8770363	0.88093746	0.82752264	0.88254625	0.8858648	0.90411687	0.8643916	0.8267469	0.9027876	0.8428732	0.8504343	0.78618056	0.8751312	0.8239063	0.8164869	0.7934743	0.91503835	0.83900136	0.91161644	0.7787696	0.8412321	0.90759027	0.8417079	0.854466	0.8511213	0.8184352	0.83928216	0.88636595	0.8715944	0.75173366	0.83571756	0.8825353	0.85672194	0.89963996	0.88333005	0.86722726	0.0	0.8816685	0.83190507	0.82922935	0.83365405	0.86902016	0.9016121	0.8700077	0.88320434	0.7921362	0.9121653	0.87675905	0.91464704	0.8744908	0.8330995	0.7740195	0.8981533	0.83611566	0.7820506	0.84771353	0.7734617	0.8480242	0.836372	0.92379516	0.85844326	0.81101924	0.82374054	0.8766891	0.806696	0.9022073	0.8659057	0.8979646	0.8111126	0.8387004	0.89170736	0.8643259	0.8324211	0.7960063	0.8545789	0.8746888	0.85591644	0.7227342	0.83712316	0.888176	0.805459	0.83315843	0.81173676	0.8380125	0.806611	0.8888996	0.86299324	0.85854864	0.8567393	0.8680533	0.9189517	0.8812046	0.8768932	0.794922	0.7628827	0.8803442	0.8311848	0.8528002	0.77841556	0.82815313	0.8529332	0.9141936	0.9170645	0.8609762	0.84448457	0.9104511	0.88178045	0.785167	0.8273768	0.76387686	0.8719442	0.8281818	0.8799513	0.82392716	0.8467071	0.711906	0.8623449	0.84242696	0.83230156	0.8959654	0.8873068	0.8117873	0.8215147	0.8920784
