	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
tackle/noun	0.85710883	0.85502267	0.88453406	0.8885702	0.86155	0.91799396	0.6636226	0.8806239	0.8920106	0.8636797	0.8567069	0.8372434	0.8481842	0.61751616	0.8799324	0.8809401	0.89848596	0.9100399	0.8728864	0.9232063	0.8859645	0.9167513	0.8734391	0.9345131	0.88333833	0.91722476	0.76199895	0.92584455	0.9024797	0.856712	0.8894791	0.8576416	0.9181894	0.82540214	0.9123614	0.8491032	0.8620578	0.82360137	0.8928177	0.8245689	0.845728	0.8888996	0.8954651	0.9224037	0.8784875	0.85309714	0.85998577	0.9145559	0.85779166	0.92813563	0.90244293	0.7331823	0.855425	0.8790771	0.8501607	0.7636653	0.84428555	0.68887746	0.8497281	0.8808144	0.8711581	0.77850765	0.8616358	0.8743962	0.9108734	0.82540506	0.87141144	0.85284275	0.90376997	0.8718892	0.71383905	0.91747385	0.87678283	0.8790738	0.8586092	0.72133744	0.9070886	0.84133756	0.86495864	0.82203877	0.87968916	0.88266504	0.834353	0.8621553	0.90136445	0.8976288	0.9079547	0.8783504	0.8570307	0.86629164	0.0	0.85849005	0.8285162	0.8427496	0.8884425	0.8121674	0.88614416	0.90571725	0.8691255	0.8567509	0.88097006	0.8765708	0.8498267	0.80844355	0.87737775	0.89810616	0.9304113	0.9422272	0.88794804	0.8982756	0.873788	0.7313461	0.8784449	0.8338238	0.89307547	0.8247222	0.8545599	0.89523613	0.8127826	0.9103588	0.89720625	0.8467258	0.85417545	0.9130126	0.8646012	0.9039637	0.8752287	0.78503907	0.8467644
dat/det	0.9039732	0.7544123	0.63653374	0.8709669	0.8878049	0.8601954	0.9002348	0.836924	0.50398725	0.7328915	0.80063283	0.91607106	0.77845675	0.9264126	0.80686057	0.56003875	0.85440606	0.558824	0.8279054	0.9087925	0.7808521	0.88607526	0.79595554	0.8527181	0.88394856	0.8565446	0.91378504	0.8400612	0.935977	0.7864754	0.78793997	0.76691633	0.90741223	0.95125806	0.76505256	0.5848807	0.89243704	0.8111724	0.8914496	0.84935725	0.8142485	0.86299324	0.8022264	0.8498529	0.7130991	0.5823282	0.7034255	0.889961	0.8162087	0.93304104	0.91350996	0.79866457	0.78906894	0.9286973	0.8460465	0.84955525	0.63533723	0.86133313	0.8269742	0.912163	0.9053082	0.83885396	0.74432504	0.8069244	0.80295694	0.7470496	0.8117341	0.92138845	0.8851185	0.6207324	0.8672651	0.88002306	0.83151567	0.86595005	0.7733908	0.8443654	0.8005532	0.6628624	0.8680738	0.67422175	0.893178	0.8255961	0.84819317	0.8758247	0.8879137	0.75139904	0.8561587	0.8882566	0.556652	0.8089921	0.85849005	0.0	0.8348496	0.81560296	0.744367	0.9214148	0.9276183	0.8441315	0.79739183	0.80502623	0.84393966	0.853117	0.6455523	0.7286055	0.8751308	0.8641693	0.8587878	0.8850104	0.8273742	0.83290684	0.9133694	0.92169636	0.8531058	0.68170387	0.9410329	0.6875628	0.65373445	0.83429426	0.74686825	0.9341376	0.81887174	0.6667869	0.9098052	0.8961481	0.7217945	0.8177231	0.8982267	0.78497076	0.8584893
kwasi/adj	0.8649082	0.79966295	0.8556397	0.87161684	0.8087491	0.8953235	0.8492137	0.8805649	0.8393514	0.8389964	0.86632544	0.79783523	0.81435966	0.8777736	0.8311063	0.78983486	0.7856176	0.83843344	0.8118329	0.8535628	0.8479121	0.8703531	0.8408757	0.9276614	0.84168124	0.8432082	0.8289762	0.8876981	0.80814314	0.7719207	0.8122247	0.84379834	0.8444263	0.8494129	0.8525537	0.8183766	0.85272425	0.82866913	0.82005614	0.8314092	0.78155243	0.85854864	0.84958047	0.8754066	0.84094226	0.83886606	0.85717154	0.88908064	0.8212409	0.8662468	0.83607924	0.8233366	0.8281733	0.84546715	0.85010433	0.78486323	0.7878891	0.857293	0.7984588	0.83781195	0.845935	0.8451459	0.8373414	0.87195337	0.87121195	0.83160776	0.79161495	0.82493454	0.8782452	0.8051084	0.8073642	0.9100747	0.88327247	0.83639634	0.8356824	0.8105649	0.7846467	0.83308005	0.8460611	0.78510326	0.8790567	0.8462237	0.8256818	0.8016997	0.89360267	0.8386531	0.87135273	0.8681992	0.82642424	0.8279842	0.8285162	0.8348496	0.0	0.8815999	0.8549223	0.8812004	0.85845494	0.8989005	0.86283255	0.7871283	0.81257385	0.84329355	0.8107388	0.7883019	0.8576722	0.7838429	0.8349254	0.907853	0.82022536	0.8627535	0.8676608	0.8520273	0.8510363	0.7856771	0.8634725	0.80404884	0.8243703	0.8233747	0.78886616	0.8815421	0.8100884	0.8288885	0.8615973	0.887211	0.8573719	0.84117717	0.8841591	0.7898486	0.8168199
daad/noun	0.92132753	0.84735537	0.804625	0.87842846	0.92978805	0.8984697	0.8887591	0.8549609	0.85181534	0.8531955	0.78666544	0.91827303	0.84773797	0.8809614	0.8179013	0.84268564	0.82107687	0.78584164	0.78122425	0.8916966	0.73391485	0.8934723	0.79396	0.8901985	0.8860897	0.8530664	0.89578575	0.8780051	0.94652367	0.87055516	0.8047459	0.83104265	0.9201596	0.944853	0.7363813	0.8370346	0.80173147	0.7136584	0.9374714	0.8806153	0.88333434	0.8567393	0.792324	0.81171227	0.86853796	0.7911254	0.8545329	0.9361863	0.8211877	0.91437423	0.9026667	0.7492981	0.85475755	0.9219581	0.8650609	0.83014625	0.7962951	0.7753037	0.8641826	0.82662016	0.90760505	0.860303	0.7702903	0.78708625	0.8519003	0.77430385	0.8100718	0.85705596	0.9398955	0.8366174	0.9194472	0.8850539	0.80787325	0.87533426	0.8592831	0.86593026	0.9131395	0.85219973	0.88199604	0.83459485	0.8921604	0.8931441	0.79464495	0.8681059	0.9223643	0.8150536	0.7784974	0.85861903	0.85223156	0.8628615	0.8427496	0.81560296	0.8815999	0.0	0.78918743	0.871309	0.93341374	0.8719693	0.7920989	0.8595956	0.88901275	0.74869496	0.85452044	0.75454795	0.87446547	0.8834618	0.8144031	0.89005256	0.8577063	0.8526952	0.8227655	0.9399133	0.8860081	0.7975556	0.87238866	0.8954333	0.87288284	0.87450904	0.81762624	0.89734066	0.8612123	0.84902656	0.90389085	0.75774044	0.8839702	0.89000016	0.85503083	0.82198435	0.9240724
gevoel/noun	0.9089302	0.788923	0.733518	0.80784976	0.90515316	0.89058745	0.8903462	0.88474715	0.7548183	0.81586206	0.76082766	0.8802847	0.8061757	0.9308988	0.6763755	0.7719692	0.7820991	0.80923903	0.81583667	0.86301404	0.6298229	0.9456805	0.7644547	0.89035463	0.88975954	0.8555739	0.92552644	0.8559499	0.9033001	0.8297089	0.7211184	0.75711703	0.8538015	0.9539819	0.7713113	0.7203654	0.8910766	0.77486527	0.90398794	0.8899536	0.86293256	0.8680533	0.8654379	0.80709136	0.77837676	0.673871	0.8042449	0.84424853	0.8277069	0.94859755	0.88728803	0.86688584	0.84191257	0.9032134	0.78506804	0.8790802	0.7167947	0.91953087	0.7363845	0.85445523	0.88781905	0.87315273	0.72123754	0.8441066	0.8068371	0.77913284	0.68315196	0.9197439	0.8627014	0.72500014	0.8804757	0.9186424	0.8687243	0.8939151	0.7934392	0.8522283	0.8326749	0.70024157	0.87512845	0.7471963	0.87661225	0.8107542	0.8488488	0.82074875	0.82377374	0.76600075	0.7879839	0.86323774	0.6882988	0.79557294	0.8884425	0.744367	0.8549223	0.78918743	0.0	0.9256826	0.8723952	0.85677344	0.8456907	0.80468524	0.9044133	0.88137215	0.6890534	0.7698171	0.9051473	0.8730692	0.8364733	0.87515604	0.7844409	0.85505927	0.9270198	0.9000297	0.86296546	0.7325659	0.8973395	0.7374187	0.66967845	0.8583229	0.7986556	0.92671394	0.78865147	0.73338294	0.92076147	0.8475159	0.78169453	0.8762171	0.9265281	0.77173555	0.91646415
val/noun	0.89607054	0.92538226	0.90649885	0.9254274	0.8381511	0.900386	0.8511174	0.92079276	0.96059304	0.90871954	0.8717052	0.8908606	0.90600634	0.85692143	0.91679615	0.93884385	0.89135945	0.8908586	0.8295898	0.84836173	0.927575	0.8549543	0.8860836	0.92079943	0.91377234	0.9339867	0.8159965	0.9307215	0.8955546	0.8645946	0.9432889	0.8863195	0.9268168	0.9079155	0.9297666	0.9183602	0.8573103	0.7889434	0.8738928	0.91314316	0.90935934	0.9189517	0.9433117	0.93123424	0.93600214	0.9243274	0.91789716	0.9538042	0.9044777	0.9527715	0.9262689	0.8328323	0.9037255	0.90037435	0.8861364	0.835851	0.8930879	0.89936846	0.9161763	0.84724265	0.92660916	0.9080975	0.91474414	0.88615394	0.92852825	0.867404	0.9398125	0.8539592	0.952618	0.9229395	0.79772586	0.935436	0.81097096	0.922064	0.8823471	0.5767195	0.943028	0.9166734	0.8680761	0.9131191	0.91651857	0.94150585	0.85002893	0.89879966	0.96630776	0.88013405	0.8337001	0.8845903	0.9170213	0.8901944	0.8121674	0.9214148	0.8812004	0.871309	0.9256826	0.0	0.8836757	0.8299707	0.9229698	0.92091507	0.8126797	0.8263669	0.91502786	0.832337	0.8904744	0.91446203	0.9526146	0.9654325	0.9011204	0.8568618	0.83677095	0.78972983	0.8692825	0.9037965	0.8791075	0.92473865	0.9261308	0.9128243	0.8796549	0.8993183	0.9052935	0.9207159	0.9073364	0.8738823	0.91630185	0.9055119	0.9080731	0.92247415	0.87050253
kop/noun	0.8289698	0.9264414	0.89606744	0.87491655	0.74597514	0.9170818	0.8532414	0.9069869	0.9009707	0.91114116	0.86738056	0.7999369	0.87565213	0.9241529	0.8743776	0.9112447	0.86380726	0.91712517	0.88196313	0.82353866	0.8648436	0.9441945	0.92438996	0.9296306	0.895344	0.90947455	0.85449183	0.9310761	0.7647517	0.81384325	0.8818592	0.80938834	0.89688253	0.9356493	0.91272247	0.84492004	0.8993782	0.9018907	0.80713135	0.8265991	0.87584627	0.8812046	0.9244669	0.9086598	0.8362854	0.86575174	0.89127725	0.8827348	0.9280272	0.93831456	0.88882905	0.9101366	0.9070241	0.7822653	0.83397496	0.8492585	0.8095373	0.918368	0.81519634	0.832724	0.8302915	0.90942025	0.93308043	0.88932645	0.91612124	0.8698521	0.84802777	0.86150956	0.7422044	0.89240086	0.9092703	0.9302989	0.9487888	0.9089976	0.82198626	0.830417	0.8400579	0.8405237	0.8230113	0.8702242	0.8940858	0.8569217	0.87953204	0.83295834	0.9244016	0.8991884	0.92714554	0.8980153	0.8559391	0.84438086	0.88614416	0.9276183	0.85845494	0.93341374	0.8723952	0.8836757	0.0	0.91661894	0.8974733	0.87535286	0.83628047	0.89007914	0.861683	0.8325216	0.90753615	0.834154	0.9570584	0.9545634	0.8503158	0.8966751	0.9352374	0.8162868	0.859957	0.88028646	0.89098585	0.79908055	0.82272315	0.9078696	0.88646454	0.91598517	0.8952719	0.88616824	0.9119532	0.92403555	0.84173036	0.8980493	0.8984347	0.8843455	0.8180663
kanker/noun	0.89717793	0.8891301	0.83237916	0.899187	0.93163437	0.74022156	0.9099273	0.8825896	0.8993697	0.84696484	0.8767288	0.9268626	0.88361526	0.91631556	0.8852336	0.8551817	0.86061454	0.81213677	0.8332494	0.8923771	0.8841351	0.93791604	0.80525345	0.7167934	0.8601331	0.81117666	0.9140712	0.8520827	0.9385625	0.8765073	0.7663676	0.8095416	0.89407593	0.90034044	0.86875117	0.8632446	0.88244027	0.8105532	0.8844772	0.91550493	0.8674114	0.8768932	0.8777537	0.9061752	0.88014376	0.8724799	0.90431577	0.93334997	0.86797875	0.88302916	0.91764146	0.8206151	0.8446605	0.9262509	0.9004002	0.89836276	0.7682383	0.84165204	0.89626914	0.81387174	0.92376965	0.90241474	0.82649374	0.88920784	0.8782575	0.8908204	0.8838876	0.88994277	0.91132903	0.8857991	0.82092136	0.91133744	0.70575523	0.8738246	0.86555904	0.7996629	0.918964	0.88904387	0.78923154	0.8640684	0.9233186	0.87185854	0.83679414	0.849274	0.9392823	0.75625044	0.90761197	0.8065781	0.8731054	0.83309156	0.90571725	0.8441315	0.8989005	0.8719693	0.85677344	0.8299707	0.91661894	0.0	0.8675609	0.8912155	0.8044521	0.87697846	0.883917	0.77725685	0.82758945	0.8772677	0.86415684	0.9285504	0.88556117	0.58835495	0.87446016	0.9205559	0.77503717	0.73506224	0.88622826	0.9063086	0.893857	0.8530684	0.90091556	0.9194927	0.89439964	0.8502871	0.88624847	0.8636379	0.8925681	0.8630202	0.8926736	0.90988475	0.9028293
racist/noun	0.9358979	0.8882424	0.8271876	0.848533	0.8920162	0.8767221	0.86912644	0.7815949	0.79544693	0.85524535	0.8188493	0.88907254	0.8102876	0.86224324	0.82989794	0.7873355	0.818236	0.74513745	0.830737	0.87570757	0.81023026	0.90611136	0.8370554	0.8887418	0.8348397	0.8488479	0.9078179	0.8420006	0.8982781	0.85871	0.83134043	0.8162689	0.87673396	0.9133483	0.7658769	0.80294377	0.84809065	0.78946054	0.9183397	0.87467587	0.7801293	0.794922	0.88715035	0.82775486	0.8535003	0.8155806	0.861297	0.9236606	0.87524766	0.91358787	0.8844968	0.8336052	0.86921096	0.90728426	0.8832606	0.8092896	0.7404264	0.8325424	0.8426312	0.7980808	0.84488946	0.8507432	0.85386187	0.7304325	0.86013716	0.76517856	0.87251097	0.82941794	0.88345814	0.8018953	0.9068093	0.8673584	0.8811624	0.8416561	0.78155804	0.8832217	0.87796044	0.8368307	0.8350576	0.7916461	0.86632085	0.85982764	0.73026776	0.879186	0.90046763	0.80373424	0.82480305	0.8368602	0.7683957	0.8248495	0.8691255	0.79739183	0.86283255	0.7920989	0.8456907	0.9229698	0.8974733	0.8675609	0.0	0.82238567	0.86991537	0.7551982	0.8506905	0.74327487	0.8152067	0.88589036	0.8405461	0.9029446	0.8769236	0.85020524	0.87650627	0.9296049	0.83763754	0.7621199	0.84718025	0.860642	0.813281	0.8650458	0.79600203	0.8535772	0.83850706	0.83707714	0.85052764	0.73607457	0.8584776	0.8823538	0.80787235	0.85668945	0.87710315
charmant/adj	0.9213545	0.6673933	0.80370736	0.8059251	0.87778443	0.93332005	0.84101665	0.84013313	0.79726547	0.77175546	0.85368824	0.8404125	0.76162285	0.8963084	0.7025638	0.79050934	0.71122324	0.8747709	0.7723684	0.83172894	0.7461846	0.8949307	0.7565867	0.92062956	0.7066902	0.8320575	0.8911464	0.8647089	0.86074024	0.78245026	0.7743149	0.79171824	0.81169957	0.83527577	0.84797907	0.7326771	0.86054146	0.82872236	0.86681896	0.87649345	0.8161999	0.7628827	0.8970005	0.80460334	0.7706936	0.7941418	0.7847846	0.8348809	0.7024691	0.86653054	0.7699986	0.91182303	0.8136067	0.9179922	0.81415915	0.85117775	0.7845279	0.9132219	0.69339156	0.79889274	0.78489226	0.7803259	0.7549548	0.8007156	0.9101686	0.77114296	0.7041494	0.82400584	0.8268732	0.7536208	0.8835273	0.87570125	0.88943166	0.7767689	0.8172919	0.8778398	0.7875457	0.7208649	0.84120524	0.72471225	0.88892174	0.84222126	0.7163638	0.7836171	0.774722	0.8233196	0.8549508	0.76987606	0.8213637	0.74822676	0.8567509	0.80502623	0.7871283	0.8595956	0.80468524	0.92091507	0.87535286	0.8912155	0.82238567	0.0	0.9084238	0.8428911	0.6861272	0.7880112	0.85511947	0.84502995	0.92010695	0.87814724	0.80335116	0.88916093	0.8965516	0.8508822	0.7610718	0.75477034	0.6631654	0.70363295	0.74859464	0.88126206	0.7280851	0.8206787	0.6778754	0.77687293	0.802047	0.8779149	0.754135	0.8902694	0.8099854	0.7595398	0.8670068
lek/noun	0.8129858	0.89624566	0.87004465	0.9280269	0.8017676	0.813957	0.84749824	0.83632016	0.8780882	0.8689828	0.83797526	0.8501643	0.8519743	0.84553826	0.9088498	0.84383804	0.8647084	0.77571154	0.7931266	0.81837434	0.89798987	0.85100377	0.849617	0.8843286	0.89320445	0.9098555	0.8440044	0.88058335	0.8339122	0.8339883	0.844918	0.83480686	0.8852126	0.90933263	0.91306436	0.85255724	0.8903845	0.85036325	0.7837541	0.8493498	0.8537325	0.8803442	0.84336007	0.9110026	0.8636459	0.90157765	0.879502	0.9203406	0.87700534	0.88835436	0.89561135	0.7471733	0.8604252	0.839472	0.88754106	0.8517309	0.79045224	0.7887987	0.8876613	0.84124047	0.8594508	0.9277769	0.86748123	0.853667	0.8904174	0.8532593	0.879694	0.8632635	0.8886559	0.8743809	0.78173405	0.91651773	0.76087874	0.900246	0.8174789	0.6728913	0.8772435	0.887578	0.8011925	0.8521541	0.8923731	0.8185999	0.85750484	0.8561366	0.9423925	0.8714901	0.92253697	0.88353145	0.85863495	0.8861793	0.88097006	0.84393966	0.81257385	0.88901275	0.9044133	0.8126797	0.83628047	0.8044521	0.86991537	0.9084238	0.0	0.7727366	0.89323646	0.7989949	0.83216447	0.77873504	0.9230952	0.91415876	0.8775371	0.70712376	0.8057674	0.8375285	0.9068436	0.81436443	0.9303433	0.8886679	0.8916952	0.86381745	0.8923264	0.87192214	0.91456276	0.85522115	0.887968	0.899781	0.88491464	0.8356472	0.8898146	0.89488375	0.77567583
complot/noun	0.92678314	0.8792658	0.8398408	0.881799	0.89961994	0.8881118	0.8732382	0.83639026	0.86561483	0.87047195	0.796071	0.83668303	0.7761637	0.8533347	0.83112895	0.85205764	0.7621379	0.72602725	0.7841556	0.84172416	0.80534506	0.78463924	0.8265054	0.87590843	0.8384836	0.8930483	0.91521734	0.88086283	0.913645	0.86762375	0.8171738	0.83573776	0.8932128	0.9028092	0.80580276	0.8575807	0.7306371	0.7501072	0.910159	0.8969529	0.84386593	0.8311848	0.7922534	0.81734556	0.8554044	0.838778	0.8998724	0.9055184	0.8066707	0.8588006	0.87267286	0.8730588	0.85554713	0.92372483	0.8887013	0.8119948	0.8317876	0.8361618	0.86911905	0.83173764	0.82806224	0.88320243	0.8322414	0.6955141	0.8669276	0.7936559	0.85000634	0.77635807	0.90515393	0.84627056	0.90419155	0.89637554	0.8103558	0.84876895	0.8276912	0.847092	0.8784085	0.89218307	0.8397217	0.80907303	0.8469528	0.88589907	0.7351649	0.8693958	0.94116205	0.8501494	0.786849	0.842661	0.87823874	0.8769754	0.8765708	0.853117	0.84329355	0.74869496	0.88137215	0.8263669	0.89007914	0.87697846	0.7551982	0.8428911	0.7727366	0.0	0.88928145	0.7955074	0.8297361	0.8619472	0.87384677	0.9026053	0.86627793	0.81871486	0.7744543	0.9103496	0.8703448	0.8150324	0.8156537	0.8945161	0.8889817	0.8514122	0.85107553	0.79788685	0.7941986	0.8730846	0.880334	0.74043465	0.88151675	0.8957473	0.81693363	0.843073	0.8969905
heel/adv	0.8642171	0.4684435	0.5887961	0.83370155	0.84609985	0.85826564	0.8918758	0.8641469	0.5277169	0.58529675	0.7713634	0.8741756	0.7258754	0.9273087	0.71649295	0.5845516	0.80221313	0.77308667	0.8053729	0.8590624	0.75548106	0.9002975	0.7805431	0.9055829	0.86876714	0.79556465	0.86384094	0.85450697	0.8753269	0.8144176	0.7298864	0.71091074	0.79540324	0.9364133	0.85417247	0.44423652	0.84768814	0.82782507	0.874228	0.8529026	0.8088486	0.8528002	0.8043233	0.7766852	0.6671623	0.57605964	0.516465	0.7881982	0.55266565	0.9177563	0.87780577	0.85422254	0.7182665	0.89807165	0.7870883	0.8413548	0.6702695	0.8959484	0.7486913	0.8527516	0.82616574	0.78953713	0.635712	0.86188525	0.8173729	0.7658093	0.6953095	0.9367808	0.8401798	0.62098664	0.84717655	0.88181883	0.87274456	0.893571	0.7896948	0.85124886	0.5656295	0.39321828	0.8381392	0.4742967	0.8645508	0.79404205	0.84122235	0.82236385	0.84113574	0.6792145	0.80682325	0.8616795	0.611756	0.78470695	0.8498267	0.6455523	0.8107388	0.85452044	0.6890534	0.91502786	0.861683	0.883917	0.8506905	0.6861272	0.89323646	0.88928145	0.0	0.7704406	0.8535368	0.8291708	0.92679423	0.8811629	0.74818003	0.8218221	0.93490994	0.8864655	0.81746703	0.63427305	0.8444972	0.472197	0.584255	0.8504751	0.6925599	0.9278407	0.78273773	0.44587672	0.91234756	0.910486	0.61829793	0.8526747	0.8854881	0.7076075	0.8844502
hij/pron	0.88383406	0.8291619	0.69309616	0.8324733	0.8660157	0.88052034	0.80183065	0.79253495	0.6602588	0.83392173	0.8019902	0.86003876	0.78224754	0.8094918	0.804355	0.6910801	0.7921432	0.5849217	0.861059	0.8017782	0.79563236	0.8527756	0.79712933	0.85116744	0.736263	0.8173865	0.83741724	0.7556346	0.85158896	0.7626014	0.83685195	0.7397157	0.8742299	0.8538586	0.70799625	0.68370986	0.83203167	0.7862908	0.86148465	0.8335571	0.780342	0.77841556	0.8065729	0.8393748	0.7736684	0.70731735	0.7911042	0.8685701	0.8568953	0.8959709	0.8757407	0.79673207	0.83266056	0.84126127	0.7521024	0.7545885	0.24600583	0.81429815	0.6889305	0.62281555	0.8151396	0.7761503	0.78951293	0.6849054	0.8234086	0.7432959	0.81824875	0.8117682	0.8628623	0.6961467	0.81319076	0.8361929	0.80512476	0.7692251	0.7666464	0.789295	0.80074596	0.7065403	0.77772486	0.7781036	0.864208	0.7875503	0.7621222	0.8011872	0.89512485	0.6694331	0.7826724	0.7397846	0.4063241	0.74496496	0.80844355	0.7286055	0.7883019	0.75454795	0.7698171	0.832337	0.8325216	0.77725685	0.74327487	0.7880112	0.7989949	0.7955074	0.7704406	0.0	0.79116964	0.84026647	0.8411227	0.91391253	0.7847258	0.8061321	0.8163601	0.8299981	0.6976932	0.68580806	0.8835081	0.75668406	0.712006	0.84494513	0.7758381	0.82020295	0.82009315	0.7620722	0.7942064	0.79030716	0.7656554	0.857697	0.778268	0.8195604	0.8256055
stroper/noun	0.893462	0.8772317	0.8706076	0.91081357	0.8753096	0.84656656	0.8883248	0.8117211	0.88011104	0.84555066	0.9255675	0.8884712	0.8518015	0.90245134	0.8770281	0.8301603	0.86350965	0.88193214	0.8457205	0.84288126	0.8608942	0.9252908	0.8709763	0.89405453	0.8762161	0.8759106	0.8830315	0.88841087	0.8114712	0.8444244	0.84664696	0.8295104	0.83360445	0.90794694	0.8775223	0.8619915	0.8923022	0.8327996	0.862833	0.9061516	0.8494588	0.82815313	0.8810718	0.8733008	0.8680017	0.88610107	0.9059906	0.9187681	0.85959685	0.8975779	0.88729286	0.88193405	0.851977	0.88796103	0.91156054	0.84609646	0.75855696	0.8261981	0.8967653	0.75793076	0.8414616	0.8664818	0.85369915	0.8525928	0.9267515	0.9060677	0.8808464	0.8235779	0.8953224	0.85893995	0.89341104	0.8829541	0.8503057	0.85533416	0.84917474	0.8585446	0.8727414	0.8835628	0.7234942	0.8630771	0.90142155	0.8273463	0.75525177	0.8750882	0.91331327	0.8002483	0.86699843	0.83865356	0.85899013	0.85895073	0.87737775	0.8751308	0.8576722	0.87446547	0.9051473	0.8904744	0.90753615	0.82758945	0.8152067	0.85511947	0.83216447	0.8297361	0.8535368	0.79116964	0.0	0.85928875	0.9125768	0.90750533	0.89932483	0.7638113	0.77418274	0.8904746	0.84703183	0.80913645	0.8902617	0.8735283	0.8840869	0.85530984	0.88978887	0.8780133	0.84530973	0.8467504	0.8656707	0.83106554	0.8958891	0.9144404	0.8155247	0.86275715	0.84851766
machine/noun	0.8274101	0.82081795	0.8184368	0.8516644	0.798858	0.8415612	0.8977317	0.8721578	0.87584025	0.817124	0.90432835	0.75252306	0.7440325	0.91478056	0.8737016	0.83569664	0.81954515	0.9105396	0.8204701	0.8205548	0.79248184	0.9103663	0.8715974	0.8998367	0.8673446	0.85318315	0.88787085	0.8947659	0.7774952	0.78837085	0.71159554	0.81139654	0.86265814	0.94894534	0.8736685	0.8274591	0.86298335	0.8712232	0.8156952	0.8534934	0.8449992	0.8529332	0.8369628	0.8840337	0.7842126	0.7997152	0.8319248	0.82213557	0.803875	0.723924	0.7784555	0.860744	0.7953029	0.7317401	0.88183403	0.8759023	0.76549214	0.8586993	0.87257606	0.8593679	0.8770954	0.87466425	0.760585	0.90761346	0.880651	0.878243	0.7251148	0.89497143	0.79587597	0.84225225	0.9140586	0.93228114	0.90901536	0.8903395	0.74213684	0.8568529	0.7974435	0.83807874	0.78325176	0.8374395	0.884362	0.63116395	0.8642772	0.7908994	0.90057874	0.7973298	0.8956625	0.8975553	0.8795744	0.8462763	0.89810616	0.8641693	0.7838429	0.8834618	0.8730692	0.91446203	0.834154	0.8772677	0.88589036	0.84502995	0.77873504	0.8619472	0.8291708	0.84026647	0.85928875	0.0	0.8928781	0.9052292	0.8501674	0.7238002	0.90852654	0.85618174	0.86746764	0.7877089	0.88964623	0.8058661	0.8523434	0.81334496	0.8672737	0.89979756	0.8499124	0.7922014	0.9186022	0.8945087	0.8169176	0.8376726	0.9027359	0.797975	0.7352774
