	middaguur/noun	boter/noun	vet/noun	kastanje/noun	hoe/adj	nog/adv	pasta/noun	min/adj	verschrikkelijk/adj	stoom/adj	behoorlijk/adj	drift/noun	dossier/noun	adem/noun	traan/noun	passage/noun	voorwerp/noun	brij/noun	verlangen/noun	album/noun	wind/noun	smelt/adj	lucht/noun	water/noun	drukkend/adj	die/det	nieuw_feit/noun	grill/noun	koffie/noun	middag/noun	zo/adv	glas/noun	as/noun	slotminuut/noun	zomer_dag/noun	kwestie/noun	vakantie/noun	genoeg/adv	erg/adj	gas/noun	zon/noun	klimaat/noun	mineraalwater/noun	chocolademelk/noun	grond/noun	kus/noun	stoom/noun	hang_ijzer/noun	ze/pron	kool/noun	gloeiend/adj	niet/adv	spotje/noun	latin/noun	verslag/noun	bad/noun	vlam/adj	thee/noun	hap/noun	het/det	zo/adj	gesteente/noun	atmosfeer/noun	mix/noun	ontzettend/adj	strijkijzer/noun	olijfolie/noun	trend/noun	stand_DIM/noun	zomer/noun	peper/noun	omstandigheid/noun	bord/noun	te/adv	soep/noun	kachel/noun	plaat/noun	herfst/noun	brandend/adj	auto/noun	vlek/noun	pan/noun	motor/noun	weer/noun	kop/noun	melk/noun	fusie_ploeg/noun	olie/noun	abnormaal/adj	dag/noun	bron/noun	koekepan/noun	woensdag_middag/noun	vuur/noun	kom/noun	matig/adj	marathon/noun	strand/noun	sector/noun	mes/noun	zomermaand/noun	wat/adv	rem/noun	beetje/noun	patat/noun	oven/noun	buis/noun	warm/adj	brok/noun	onderwerp/noun	aardappel/noun
ontzettend/adj	0.9094514	0.89565945	0.84534246	0.8962494	0.6479452	0.7788621	0.8331529	0.650226	0.49734044	0.90170515	0.573603	0.83608544	0.9124839	0.79751563	0.77502847	0.77573645	0.84426045	0.8578905	0.77920365	0.8359516	0.8298846	0.9058968	0.8697905	0.8702229	0.8674869	0.7215497	0.9152425	0.92038596	0.836506	0.83716047	0.52103996	0.85550314	0.87230426	0.8984395	0.8631379	0.8458422	0.80060923	0.6549451	0.40864694	0.8818512	0.8513035	0.81349224	0.9079874	0.8707682	0.8990387	0.8107397	0.855406	0.93848264	0.5966459	0.87679595	0.8576201	0.7322414	0.8563227	0.8839447	0.861107	0.840605	0.8561793	0.84135276	0.8269529	0.85096043	0.5564665	0.90274286	0.8159324	0.77468836	0.0	0.92483234	0.88743365	0.86376786	0.84358203	0.87336105	0.9003032	0.8124296	0.89227235	0.5938761	0.82672834	0.86239374	0.7946443	0.83922523	0.8748392	0.90106404	0.8479872	0.87625664	0.84808266	0.80207944	0.8361231	0.8666899	0.869603	0.8876102	0.8088539	0.8442615	0.8706078	0.92819387	0.8909497	0.9362721	0.8627828	0.7986751	0.89581823	0.8345705	0.87439406	0.8999029	0.85060865	0.5628306	0.84293234	0.5060798	0.8360885	0.9042429	0.8276782	0.79940796	0.7761847	0.79239947	0.860756
strijkijzer/noun	0.9183891	0.881194	0.8706189	0.88659847	0.9084504	0.9344861	0.85707694	0.9208063	0.908159	0.9026079	0.9129435	0.926122	0.9237229	0.9167734	0.9301075	0.9352491	0.7859916	0.89900994	0.8992551	0.9175353	0.91816634	0.91369224	0.9130232	0.8627844	0.9033261	0.87057734	0.93204314	0.84537524	0.87914836	0.92492247	0.90840614	0.8388377	0.8770942	0.9622347	0.89709777	0.9302617	0.9256025	0.9292797	0.9371271	0.839669	0.89671713	0.9475981	0.8627914	0.9039149	0.8797296	0.8821436	0.8581173	0.9177084	0.846257	0.83153665	0.84146607	0.9263539	0.8800787	0.931257	0.94083756	0.845714	0.90102655	0.87989193	0.9107864	0.8965554	0.9241729	0.8970682	0.9203254	0.91934216	0.92483234	0.0	0.8795946	0.91815215	0.87756795	0.9105647	0.90945053	0.94406706	0.87525856	0.9039035	0.8686644	0.7695911	0.87342393	0.8985868	0.8187692	0.8115575	0.896645	0.845689	0.82500756	0.9385166	0.9140222	0.8615347	0.94377506	0.86665165	0.9339413	0.91996944	0.94924355	0.88682485	0.9038888	0.84140134	0.88910055	0.9317655	0.9493063	0.9170685	0.92639947	0.82300955	0.91410637	0.926136	0.86821735	0.9342185	0.88861567	0.8179918	0.85238147	0.8922964	0.8995965	0.91232276	0.8560889
olijfolie/noun	0.90399003	0.2662294	0.4962362	0.66884345	0.9196339	0.8994677	0.34885818	0.87359095	0.9218153	0.8423612	0.85884094	0.9034379	0.9402702	0.88427705	0.8503168	0.88885087	0.85892814	0.700267	0.9125839	0.9027539	0.8456497	0.7866651	0.7666116	0.5356725	0.90654534	0.8844993	0.94396687	0.6050313	0.50779486	0.84577245	0.8643937	0.57032305	0.8338404	0.95084655	0.8689102	0.91776145	0.92343426	0.8888235	0.8891757	0.7853011	0.80413514	0.867089	0.6807031	0.652127	0.8362048	0.8416259	0.78304255	0.9375142	0.8228909	0.49464405	0.7316278	0.92644817	0.8747802	0.8795701	0.9553959	0.7765887	0.8960841	0.48044044	0.6718724	0.896591	0.8991697	0.83840454	0.85520697	0.8093262	0.88743365	0.8795946	0.0	0.9231276	0.8557925	0.9028792	0.25423175	0.93487227	0.62796944	0.828617	0.37736064	0.7947421	0.83318245	0.87145853	0.812026	0.9140296	0.78353167	0.41615885	0.87313426	0.86307704	0.7895159	0.4024799	0.92964196	0.4799773	0.8983694	0.86208326	0.9313592	0.46636033	0.9293097	0.72771764	0.49464047	0.7887417	0.9423925	0.8451479	0.9066014	0.8083003	0.87941384	0.7865342	0.91103935	0.80445987	0.6090765	0.555292	0.80920845	0.6191205	0.7572639	0.92505664	0.34448236
trend/noun	0.86461407	0.9414235	0.8888857	0.9485833	0.8224682	0.8594743	0.8932995	0.77895194	0.89789844	0.9289154	0.82940936	0.8578628	0.8847761	0.8965546	0.9156064	0.8356385	0.86383	0.9249546	0.8138686	0.8558497	0.8710307	0.9111137	0.8988737	0.91033787	0.8744458	0.773857	0.8466946	0.94145024	0.9063659	0.8793488	0.8104799	0.909454	0.9250458	0.9522207	0.9204846	0.8474648	0.9003408	0.83633274	0.8284041	0.8740143	0.8710176	0.71896446	0.90324616	0.931786	0.93587214	0.89483434	0.88000154	0.87936914	0.86063874	0.9029921	0.9240408	0.8572954	0.85515434	0.89861757	0.8896798	0.8761263	0.9056585	0.8911654	0.8795807	0.8402767	0.8613433	0.9028327	0.8033595	0.8035337	0.86376786	0.91815215	0.9231276	0.0	0.8800423	0.858425	0.95014113	0.85318094	0.9031431	0.860928	0.91017234	0.9136242	0.8591114	0.82334846	0.89506686	0.90853375	0.8478861	0.9121222	0.860365	0.83416986	0.9234549	0.8935206	0.9032806	0.8722834	0.8344109	0.90111697	0.8779123	0.9570244	0.90522283	0.94139546	0.9142256	0.8432615	0.9093552	0.9103493	0.7212383	0.93492603	0.8503025	0.8320509	0.82933307	0.8502053	0.9027924	0.9010031	0.86436844	0.8796705	0.88757944	0.8027313	0.88686544
stand_DIM/noun	0.89287144	0.88101816	0.8548994	0.8694745	0.8860687	0.8999883	0.7991007	0.8739607	0.873133	0.8346255	0.8559269	0.86792886	0.8970169	0.8580817	0.8682494	0.83312595	0.81628764	0.8465129	0.8722029	0.86414087	0.87700707	0.9067963	0.85351956	0.8342575	0.8737318	0.83101904	0.88826925	0.8775803	0.77033496	0.8418541	0.8394214	0.7880208	0.88346195	0.9011502	0.83978343	0.8910457	0.8953651	0.8591747	0.8607745	0.8763871	0.8553857	0.8652639	0.8490738	0.8068576	0.8741266	0.8068054	0.84664446	0.88520837	0.81229705	0.85297173	0.8443151	0.88726467	0.82443047	0.85073376	0.89087653	0.80459803	0.8756313	0.76458836	0.79160863	0.85215455	0.8995907	0.8976008	0.85895103	0.7837682	0.84358203	0.87756795	0.8557925	0.8800423	0.0	0.8616369	0.87203056	0.8838376	0.78392917	0.86308205	0.7735189	0.8452405	0.8216809	0.8726072	0.84751433	0.8953879	0.8330296	0.8649724	0.87845397	0.8582136	0.8650233	0.8416015	0.8966268	0.8853694	0.8979152	0.87542903	0.9003864	0.90814984	0.8697119	0.90509266	0.8543693	0.8817001	0.88695633	0.81905466	0.8850195	0.8760469	0.8048761	0.8243258	0.8755193	0.8607795	0.81519526	0.837908	0.8302	0.7866394	0.84705496	0.81154585	0.8036584
zomer/noun	0.8039719	0.90898865	0.9037841	0.88209516	0.90543747	0.8150206	0.8602106	0.8900966	0.86177254	0.8477715	0.8411548	0.89611435	0.8753377	0.8351616	0.88609594	0.8710004	0.9069509	0.88346595	0.9043475	0.8269573	0.7834369	0.84823716	0.8053207	0.81044567	0.8404372	0.8542046	0.9217815	0.9208682	0.8643958	0.66515136	0.86202705	0.86704564	0.88684994	0.9316874	0.69306177	0.9216645	0.6546362	0.90635055	0.87878376	0.88115275	0.68893325	0.79387516	0.91395533	0.88148165	0.88206047	0.8549124	0.83506906	0.89121544	0.8028035	0.85814273	0.8599141	0.9164128	0.8686575	0.9124049	0.8676892	0.76991487	0.89193624	0.8579476	0.86998147	0.79805624	0.9006121	0.90818053	0.8336127	0.8789923	0.87336105	0.9105647	0.9028792	0.858425	0.8616369	0.0	0.91217864	0.83889747	0.902825	0.88196874	0.8596076	0.8416469	0.82795185	0.47073168	0.8582848	0.91837615	0.8812424	0.88718647	0.89021915	0.6201124	0.91242796	0.903322	0.85147035	0.8891001	0.8444537	0.58693755	0.93943334	0.90597576	0.76877314	0.88319796	0.869205	0.826485	0.7675272	0.70855576	0.8976693	0.9411254	0.5592687	0.83438045	0.90090406	0.8751446	0.8581076	0.82753307	0.8285384	0.7349522	0.8691838	0.89501286	0.8313689
peper/noun	0.92123395	0.27226	0.52216387	0.66581583	0.9231008	0.8943145	0.39779335	0.90192735	0.93444	0.8581387	0.86036426	0.92795295	0.9387669	0.90055597	0.86129594	0.9071472	0.8755781	0.7011237	0.91670173	0.9196245	0.86505216	0.79554963	0.8119961	0.59991723	0.9085462	0.8996224	0.96162206	0.62199223	0.5716176	0.8700212	0.8775931	0.62307817	0.8259205	0.95385724	0.89788634	0.93616563	0.9380455	0.9112656	0.90602624	0.84406626	0.8195659	0.9069306	0.8025079	0.72958314	0.8511771	0.8461146	0.79710406	0.9483726	0.8380249	0.5006034	0.7351528	0.9477033	0.91128993	0.8827513	0.9605042	0.79027796	0.89030665	0.5158826	0.7205013	0.9198787	0.9153065	0.83541286	0.864466	0.81220603	0.9003032	0.90945053	0.25423175	0.95014113	0.87203056	0.91217864	0.0	0.9533876	0.6414657	0.8504305	0.42108965	0.82929075	0.8559172	0.893172	0.8355088	0.9363657	0.7726385	0.42879122	0.88803923	0.8909378	0.7771979	0.4704401	0.9319907	0.5572553	0.92365897	0.8842765	0.9483664	0.49674457	0.92166686	0.7250707	0.4728781	0.82198226	0.9518339	0.845317	0.9529171	0.81630623	0.89460915	0.7981096	0.923844	0.79162645	0.65001196	0.5560348	0.84299636	0.6573951	0.79236054	0.9445446	0.3736735
omstandigheid/noun	0.90617764	0.9438323	0.8768011	0.9512269	0.73856556	0.83374536	0.89979005	0.76041317	0.7941226	0.93367815	0.7770902	0.86791456	0.8292401	0.8967071	0.91134083	0.81675786	0.8332523	0.88032746	0.82096326	0.90930533	0.82105625	0.89754575	0.87540036	0.8796983	0.86975616	0.78248525	0.89720124	0.9437297	0.9361881	0.8639436	0.7536944	0.9269534	0.9132595	0.90771425	0.8494946	0.8087555	0.86850387	0.7915361	0.7444579	0.8711655	0.87024355	0.60999465	0.9146308	0.9646381	0.8789972	0.8922355	0.89762115	0.91020393	0.80578136	0.90857416	0.91244525	0.7582477	0.9041494	0.93710476	0.86340296	0.8643056	0.9297482	0.9129737	0.91039574	0.84982383	0.7966244	0.8534705	0.7527101	0.82499325	0.8124296	0.94406706	0.93487227	0.85318094	0.8838376	0.83889747	0.9533876	0.0	0.9246539	0.81662345	0.91245306	0.88578665	0.90724856	0.8440051	0.88452595	0.9073941	0.86984426	0.9331804	0.87064207	0.6997427	0.9438227	0.9052428	0.89225966	0.89911246	0.8026326	0.8336445	0.85276884	0.9569035	0.8927682	0.9156234	0.91756225	0.82401365	0.90528667	0.88216114	0.83093154	0.91681105	0.84055626	0.77920115	0.85167116	0.80799365	0.9139825	0.8875245	0.89791495	0.8479499	0.88583326	0.8045778	0.8931332
bord/noun	0.85875195	0.6196555	0.70980185	0.7693792	0.90748674	0.882596	0.60543585	0.9074959	0.91151583	0.85040176	0.85410434	0.90982777	0.892375	0.86941075	0.8474213	0.8704366	0.7442425	0.78177035	0.90033096	0.89161384	0.86292034	0.8691356	0.77705956	0.69290113	0.9056085	0.82407	0.93957484	0.69964725	0.63381237	0.82215035	0.85996914	0.5692885	0.8044622	0.8368645	0.86201143	0.936647	0.9338399	0.90014577	0.9068057	0.86485684	0.78728914	0.9094643	0.8073594	0.74568945	0.7827289	0.8231476	0.8404546	0.9361988	0.7896332	0.67748296	0.76869565	0.9158436	0.8396081	0.9172685	0.9325288	0.7191518	0.8513442	0.62203264	0.7181391	0.8672526	0.9089415	0.8778391	0.8489936	0.86815226	0.89227235	0.87525856	0.62796944	0.9031431	0.78392917	0.902825	0.6414657	0.9246539	0.0	0.8597907	0.5879748	0.77822596	0.796918	0.87084854	0.7721059	0.789178	0.72226244	0.5970715	0.84806645	0.86470246	0.74204636	0.68094754	0.84591776	0.77919394	0.88897383	0.86862814	0.9277644	0.71056664	0.8644222	0.81180435	0.5747597	0.85629344	0.9333897	0.77796805	0.9406872	0.7739799	0.8594134	0.82038194	0.85546875	0.83723015	0.6983597	0.6602781	0.71638775	0.70892173	0.7515777	0.91307485	0.6053935
te/adv	0.8622276	0.8471394	0.80395085	0.88986456	0.6997559	0.7836112	0.8048425	0.550562	0.7037394	0.91481227	0.57970285	0.87414134	0.8656459	0.81676906	0.85273594	0.7818074	0.8612422	0.81869286	0.8272762	0.89714205	0.8098263	0.8776914	0.83111656	0.80937886	0.8313211	0.76375616	0.9198489	0.890917	0.824509	0.83960676	0.5215517	0.82184803	0.8790335	0.8862702	0.840494	0.8409132	0.87551355	0.57790494	0.49046987	0.8348099	0.82243305	0.780121	0.89450145	0.88845277	0.8492938	0.83504987	0.8567609	0.92973757	0.74115086	0.8464195	0.8696004	0.7617768	0.8546437	0.9064702	0.90403974	0.8453813	0.8936465	0.83918166	0.7857544	0.8679104	0.5296327	0.84733343	0.7834394	0.83376276	0.5938761	0.9039035	0.828617	0.860928	0.86308205	0.88196874	0.8504305	0.81662345	0.8597907	0.0	0.81317294	0.84645116	0.845037	0.84683627	0.87186646	0.86208963	0.8129391	0.8417385	0.83452994	0.78563887	0.83900714	0.8231437	0.8609268	0.84371704	0.75799894	0.8643571	0.89598614	0.83952194	0.89219385	0.87820905	0.8025327	0.78052044	0.9233909	0.8670369	0.8414201	0.9042892	0.8541892	0.4619317	0.77881247	0.627141	0.85045886	0.8681048	0.81956756	0.81648993	0.80801934	0.82360774	0.824335
soep/noun	0.8552288	0.3822738	0.56065714	0.7044144	0.8759359	0.8824974	0.34392172	0.8674918	0.86897576	0.7810683	0.8138241	0.8902266	0.9158635	0.84149796	0.83267415	0.8802615	0.8355428	0.69310236	0.8903357	0.8787372	0.8240485	0.79956704	0.7500584	0.59470993	0.87712884	0.83570904	0.9354217	0.62540853	0.39129698	0.75961643	0.82390773	0.5509988	0.82739866	0.941437	0.821843	0.91041005	0.87694407	0.8620901	0.85785824	0.8257332	0.78558725	0.86057115	0.6815552	0.5172303	0.8331514	0.7913942	0.7913529	0.9209354	0.7392044	0.5491053	0.7308619	0.90333664	0.85891247	0.87557715	0.93318003	0.7249361	0.8658961	0.38561457	0.5643658	0.87100506	0.86990064	0.84978634	0.8227584	0.7794751	0.82672834	0.8686644	0.37736064	0.91017234	0.7735189	0.8596076	0.42108965	0.91245306	0.5879748	0.81317294	0.0	0.7775381	0.8178614	0.8411082	0.79915047	0.88856757	0.7900195	0.4711951	0.8471428	0.8057538	0.7208086	0.42622626	0.9115899	0.63375616	0.87499577	0.8095865	0.92107564	0.63176405	0.87186813	0.74067354	0.5099579	0.807933	0.91825265	0.82121485	0.9316847	0.7939806	0.8497573	0.77637297	0.88489705	0.7687744	0.517829	0.562835	0.80504394	0.51166105	0.7218871	0.88751733	0.40316778
kachel/noun	0.8407258	0.83495873	0.7732354	0.86299634	0.8971601	0.8651136	0.80001247	0.87331426	0.8559824	0.84913254	0.86869174	0.8890271	0.920394	0.85019684	0.8514253	0.87200373	0.75418735	0.8424475	0.8537023	0.88590217	0.8137584	0.84290135	0.751701	0.69631517	0.8743254	0.84066105	0.947064	0.78321964	0.7645576	0.7949792	0.85924697	0.71600294	0.75290316	0.93821925	0.82131225	0.92732716	0.879115	0.9053344	0.88534606	0.70230126	0.7523228	0.8747023	0.84802413	0.8408748	0.7733599	0.8273747	0.73309475	0.9153258	0.771894	0.7591929	0.7381506	0.8936645	0.857402	0.9112712	0.9298175	0.7035395	0.9111762	0.76198494	0.8411557	0.8586187	0.8801378	0.8659756	0.78127736	0.8728412	0.86239374	0.7695911	0.7947421	0.9136242	0.8452405	0.8416469	0.82929075	0.88578665	0.77822596	0.84645116	0.7775381	0.0	0.81557834	0.8366285	0.6479552	0.76375055	0.81743056	0.70192087	0.7261795	0.820004	0.8538735	0.8139858	0.91840243	0.775685	0.8566093	0.8438747	0.90513694	0.8278743	0.83625424	0.64352477	0.8003518	0.8692117	0.9266874	0.80691725	0.9345647	0.82907534	0.8266369	0.82714146	0.8162066	0.8646836	0.8266225	0.64969814	0.71799386	0.72212946	0.82965004	0.898763	0.79883426
plaat/noun	0.91846216	0.8517425	0.81880516	0.8840417	0.8480496	0.87821215	0.80975574	0.8177572	0.8710061	0.77460325	0.81406546	0.8803134	0.8775676	0.83769757	0.82416594	0.69834167	0.70745295	0.82809436	0.8372208	0.35190248	0.86341584	0.85882914	0.8528273	0.8175531	0.8910589	0.80821246	0.8935751	0.868194	0.8488935	0.8733612	0.76997435	0.72681427	0.82529724	0.9277595	0.85203975	0.909918	0.8918517	0.80782723	0.79344845	0.8680909	0.81857085	0.87447786	0.88802207	0.9075671	0.8372698	0.81913435	0.8253064	0.91530645	0.8077123	0.8291127	0.76504046	0.89363754	0.7945422	0.7286142	0.81249714	0.7746888	0.8633034	0.8445271	0.86636525	0.84231156	0.8267769	0.83710384	0.7949599	0.6466486	0.7946443	0.87342393	0.83318245	0.8591114	0.8216809	0.82795185	0.8559172	0.90724856	0.796918	0.845037	0.8178614	0.81557834	0.0	0.81357366	0.83999443	0.8733958	0.8041459	0.8138546	0.83070135	0.85199744	0.8389473	0.82089996	0.9120319	0.8359424	0.8980306	0.8737697	0.9038857	0.8866921	0.91244817	0.8927551	0.81868464	0.8456621	0.8847484	0.84681416	0.90737236	0.8725039	0.8463442	0.7786635	0.8665491	0.8296608	0.8551954	0.833597	0.7105262	0.7810327	0.77795815	0.7977448	0.81611764
herfst/noun	0.829152	0.87703586	0.863641	0.8118652	0.8872222	0.82247466	0.8409419	0.86306	0.84413445	0.89783895	0.82697594	0.8590592	0.87127024	0.82874084	0.8554179	0.8302841	0.8653031	0.871381	0.84215635	0.80118173	0.7592925	0.8490299	0.7896125	0.8054816	0.85660684	0.8114213	0.9229809	0.8936499	0.8573588	0.7433702	0.85030717	0.83510125	0.84473926	0.9295691	0.7695012	0.89585495	0.81071603	0.888525	0.86128706	0.8490287	0.7238624	0.7678541	0.90437126	0.88941175	0.84971666	0.81787395	0.83537483	0.88916475	0.81787395	0.8271873	0.84471774	0.90077066	0.8665486	0.9103834	0.85219705	0.81767285	0.8815347	0.83091646	0.8383649	0.81036586	0.8806523	0.8730254	0.79971534	0.86119366	0.83922523	0.8985868	0.87145853	0.82334846	0.8726072	0.47073168	0.893172	0.8440051	0.87084854	0.84683627	0.8411082	0.8366285	0.81357366	0.0	0.8270728	0.89497554	0.83300185	0.8680037	0.86635894	0.68373597	0.8875652	0.8696406	0.8982217	0.8569321	0.84003234	0.7263115	0.89904296	0.904006	0.8199519	0.86942065	0.85390437	0.8050306	0.83609116	0.78301793	0.8694391	0.91688234	0.73759985	0.811	0.8820679	0.82930386	0.86581206	0.82680607	0.8184632	0.75013876	0.825973	0.8612684	0.7948815
brandend/adj	0.8046412	0.82258624	0.77078795	0.8258986	0.8632227	0.88180625	0.82168776	0.8853112	0.8190788	0.8385343	0.8519886	0.81315935	0.90743595	0.77404326	0.78887856	0.8541257	0.704774	0.83216095	0.76574045	0.8945739	0.7564283	0.77831346	0.6627898	0.6285778	0.8318251	0.8050864	0.9173718	0.8359077	0.7967434	0.755409	0.8725951	0.67188823	0.6567001	0.92547226	0.83686566	0.88454354	0.8831736	0.8992535	0.9008742	0.71124125	0.71970236	0.8703058	0.86246437	0.8679074	0.7200217	0.7681527	0.7547854	0.9009104	0.73945844	0.74977577	0.61539745	0.90527743	0.8497422	0.93736804	0.9002412	0.7389599	0.8188341	0.7727014	0.810745	0.78484994	0.8742855	0.8209578	0.7859576	0.87232924	0.8748392	0.8187692	0.812026	0.89506686	0.84751433	0.8582848	0.8355088	0.88452595	0.7721059	0.87186646	0.79915047	0.6479552	0.83999443	0.8270728	0.0	0.67143595	0.7162534	0.7159848	0.7292328	0.8236977	0.79127353	0.7694545	0.90618414	0.729113	0.8464696	0.8367432	0.888523	0.8614701	0.78503716	0.5298312	0.7808459	0.8685092	0.9048317	0.71061957	0.9404376	0.7218416	0.8116325	0.84977007	0.8190892	0.86142135	0.8077363	0.73922014	0.7036532	0.7409867	0.724543	0.8713404	0.7889149
auto/noun	0.8071071	0.91643703	0.86487985	0.9016034	0.933954	0.9152884	0.9013632	0.8950734	0.8994426	0.9185108	0.86202097	0.90301454	0.92269856	0.90898156	0.9092297	0.9131331	0.71547824	0.91019833	0.91588706	0.9163912	0.861199	0.8958668	0.79480207	0.78302693	0.9447961	0.8698473	0.9566947	0.9127931	0.8598242	0.80806017	0.90714824	0.7897948	0.81026936	0.9330613	0.89290047	0.95102346	0.8677512	0.9171238	0.92630315	0.7140223	0.8590675	0.9355613	0.8664039	0.92564976	0.7689671	0.88743657	0.84474933	0.9492143	0.73648775	0.8318447	0.84466517	0.9120044	0.9020365	0.94780606	0.9587489	0.8114908	0.9235205	0.87396735	0.870204	0.86154574	0.9102596	0.88271594	0.86258197	0.9172769	0.90106404	0.8115575	0.9140296	0.90853375	0.8953879	0.91837615	0.9363657	0.9073941	0.789178	0.86208963	0.88856757	0.76375055	0.8733958	0.89497554	0.67143595	0.0	0.86928034	0.8707002	0.44696313	0.8853399	0.8381459	0.8556123	0.9330734	0.80808944	0.91129845	0.8625483	0.9291603	0.90644026	0.69965637	0.7513992	0.78664714	0.9181051	0.9341066	0.76973987	0.9341698	0.76341426	0.83800554	0.87073886	0.69356155	0.9065394	0.8892421	0.839116	0.74435306	0.8877525	0.82655555	0.95182365	0.86587036
vlek/noun	0.8875414	0.774055	0.7253149	0.8149677	0.8073441	0.8723779	0.789183	0.8572408	0.83921504	0.9003081	0.82776403	0.8344439	0.8975007	0.81014276	0.78678703	0.8053008	0.7122251	0.7330925	0.7926788	0.8858772	0.79069716	0.8005573	0.7027048	0.6968913	0.84815013	0.77483296	0.9199597	0.8573509	0.81540376	0.85328215	0.8017114	0.6550372	0.77444434	0.92097855	0.8386791	0.8816277	0.9121342	0.85270774	0.839487	0.80211055	0.7083628	0.8373304	0.85844964	0.88193464	0.78684497	0.75652796	0.8184792	0.89639777	0.7683825	0.7598843	0.6978847	0.8716495	0.8309151	0.9197874	0.9225974	0.77216727	0.82565594	0.77165097	0.78356266	0.7927128	0.8333444	0.76617175	0.7549294	0.8366799	0.8479872	0.896645	0.78353167	0.8478861	0.8330296	0.8812424	0.7726385	0.86984426	0.72226244	0.8129391	0.7900195	0.81743056	0.8041459	0.83300185	0.7162534	0.86928034	0.0	0.7783931	0.8793244	0.8251116	0.7684612	0.7805199	0.8932649	0.7891495	0.81609553	0.8786324	0.86388034	0.8466215	0.88725585	0.83740646	0.7772053	0.8832863	0.938469	0.7624609	0.8900321	0.7962928	0.85028887	0.78810304	0.87310225	0.7953072	0.8061714	0.82486653	0.7297101	0.7609863	0.75832164	0.8373991	0.7418034
pan/noun	0.8459179	0.3805105	0.55427235	0.69570386	0.9182255	0.9113619	0.47490734	0.8936147	0.8854088	0.8279713	0.83954906	0.9110546	0.9061347	0.8514943	0.8461921	0.90155977	0.813449	0.6665665	0.9007	0.8957217	0.78978163	0.819276	0.72869813	0.54248595	0.89008087	0.88104093	0.94434506	0.6115147	0.6198786	0.8113799	0.8787603	0.5904582	0.7693832	0.9427946	0.865817	0.9224661	0.92309463	0.8953674	0.89979315	0.7637626	0.77795553	0.88794947	0.7713747	0.75940055	0.77149755	0.8326845	0.74318576	0.9164404	0.784916	0.5369139	0.6733475	0.92828226	0.87907076	0.9029227	0.94286025	0.70603347	0.8975124	0.5962243	0.7015144	0.8643767	0.90074456	0.85215443	0.83254874	0.8470248	0.87625664	0.845689	0.41615885	0.9121222	0.8649724	0.88718647	0.42879122	0.9331804	0.5970715	0.8417385	0.4711951	0.70192087	0.8138546	0.8680037	0.7159848	0.8707002	0.7783931	0.0	0.83456796	0.8569572	0.74143875	0.53993464	0.8987725	0.54732823	0.8797934	0.86610377	0.9208311	0.43375236	0.8847706	0.578999	0.46915168	0.7850356	0.9447473	0.8145226	0.92125344	0.76485723	0.8766944	0.81786877	0.8606827	0.8154421	0.6712464	0.48846167	0.73955715	0.63629663	0.75893974	0.9116909	0.46317106
motor/noun	0.84451777	0.87380207	0.8056808	0.91372424	0.8986146	0.8714707	0.85663563	0.8069615	0.8737573	0.8733811	0.765726	0.8686892	0.92033786	0.85380113	0.9100977	0.894849	0.7998189	0.89338976	0.86425215	0.8727769	0.7659824	0.86449385	0.7539507	0.7603816	0.8916265	0.8377599	0.9418277	0.8829435	0.85045034	0.8424678	0.8488644	0.8166017	0.76700866	0.9243878	0.86769485	0.91542506	0.88687456	0.842191	0.86906016	0.6423807	0.81380904	0.85001147	0.8579001	0.8974866	0.8173088	0.8834382	0.73238975	0.92841274	0.82388747	0.78728503	0.8127333	0.89367026	0.88871807	0.9067268	0.93910664	0.78759336	0.9040994	0.8542962	0.8674753	0.8285025	0.8633415	0.8641231	0.793036	0.838542	0.84808266	0.82500756	0.87313426	0.860365	0.87845397	0.89021915	0.88803923	0.87064207	0.84806645	0.83452994	0.8471428	0.7261795	0.83070135	0.86635894	0.7292328	0.44696313	0.8793244	0.83456796	0.0	0.82764184	0.84579694	0.8303354	0.90540195	0.7473268	0.87128925	0.8770662	0.88583297	0.88765097	0.8195051	0.76531035	0.80579203	0.81869	0.88341486	0.80832136	0.85812646	0.8804283	0.8357202	0.7736529	0.59385455	0.83760697	0.87501115	0.7494179	0.74022096	0.8240781	0.8052378	0.9116972	0.84102285
