	eind/adv	verhouding/noun	evengoed/adv	dan/adv	daarom/pp	nog/adv	uzelf/pron	daar/adv	gips/noun	mentaal/adj	wel/adv	binnen/adv	ziel/noun	voor/comp	verschrikkelijk/adj	maar/adv	behoorlijk/adj	ertegen/pp	twijfel/noun	net/adv	om/comp	bijna/adv	Amsterdammer/noun	al/adv	overigens/adv	Chris/name	kind/noun	sinds/comp	lucht/noun	tegenslag/noun	alleen/adv	weekend/noun	zo/adv	eenmaal/noun	amper/adv	snel/adj	plots/adj	meestal/adv	hitte/noun	andapos;s/adv	simpelweg/adv	anders/adj	bloem/noun	Lelièvre/name	makkelijk/adj	's/adv	ze/pron	wereld_DIM/noun	niet/adv	stank/noun	zeeman/noun	tijdens/prep	weer/adv	bovendien/adv	als/comp	thuis/adv	tot/adv	student/noun	toch/adv	karakter/noun	men/pron	soms/adv	haar/pron	intussen/adv	zich/pron	golfplaat/noun	door/prep	Verhaegen/name	Schneider/name	zodra/comp	pupil/noun	verdriet/noun	ik/pron	geur/noun	tegen/prep	kaas/noun	gewoon/adj	dat/det	werk/noun	pijn/noun	hier/adv	mij/pron	toen/comp	zonder/prep	hen/pron	hij/pron	we/pron	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	evenwel/adv	wanneer/comp	dag/noun	huid/noun	concurrentie/noun	leven/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	wat/pron	beetje/noun	eerst/adv	zolang/comp	Ronaldo/name	wieler_sport/noun	spier_pijn/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	ondanks/prep	speler/noun	er/adv
beetje/noun	0.95431334	0.86134386	0.7764884	0.6312145	0.75290656	0.7932782	0.8132645	0.7922792	0.87395525	0.83020616	0.6054548	0.8249856	0.7858225	0.83900774	0.59931	0.6749997	0.5519509	0.88935393	0.8843465	0.8055601	0.7981093	0.8344722	0.7712454	0.8521042	0.808653	0.9184245	0.8180862	0.8706053	0.8347752	0.7938609	0.7286855	0.89532125	0.61089796	0.8138194	0.87706006	0.8089934	0.7207549	0.70061344	0.8012033	0.8378839	0.77571	0.7653552	0.8195857	0.9194402	0.84507483	0.8353862	0.61182714	0.7697196	0.6878778	0.8157662	0.8482133	0.929863	0.71605885	0.73051846	0.59724146	0.8128432	0.8833171	0.8895359	0.53400767	0.79233414	0.70518863	0.4850521	0.7452055	0.7955098	0.83733994	0.90289134	0.8458979	0.8616629	0.8785623	0.78447235	0.8387972	0.7683134	0.55833524	0.7462832	0.91601187	0.7962518	0.6493956	0.70030177	0.8719621	0.79556936	0.73953074	0.6857166	0.8134603	0.81132483	0.8242292	0.69407237	0.6875531	0.6122856	0.77074516	0.6571388	0.96154916	0.7707416	0.67268556	0.8621915	0.7892131	0.86706686	0.7933964	0.9378518	0.6678719	0.9182806	0.6573434	0.77562135	0.0	0.81051433	0.8115928	0.8263571	0.8537546	0.8639852	0.8275256	0.7901908	0.83651197	0.7794436	0.7869455	0.8045012	0.84959006	0.83449876
eerst/adv	0.78993714	0.88741386	0.79556584	0.63080263	0.7037367	0.7075141	0.8061341	0.70566124	0.8367551	0.8639821	0.7617349	0.7256016	0.85824275	0.55223274	0.846552	0.7319011	0.8026817	0.8458918	0.8934046	0.7748769	0.64973676	0.8839759	0.82220435	0.7673902	0.8178915	0.8906578	0.8436333	0.832652	0.8080427	0.8427288	0.79800975	0.79316133	0.8130595	0.69743776	0.8187179	0.7073232	0.75504977	0.71535194	0.8245853	0.75214136	0.7510887	0.8429266	0.8441645	0.8709601	0.73964787	0.7494167	0.57920814	0.8638191	0.80968964	0.8344104	0.883781	0.8151338	0.7369203	0.76471764	0.696507	0.72897047	0.7979342	0.7981736	0.7683356	0.9012022	0.66476536	0.76910734	0.74404514	0.65405583	0.84072995	0.86815715	0.7648225	0.8113158	0.8392131	0.6415539	0.83828026	0.8866048	0.70425284	0.83669657	0.84676564	0.82145405	0.72370464	0.8174485	0.85103774	0.89168465	0.74372685	0.81874955	0.70237106	0.76307786	0.7471113	0.6592871	0.6127219	0.6309519	0.6415438	0.7986982	0.89602387	0.7430233	0.6795361	0.7719411	0.8127958	0.89031905	0.87572473	0.85405385	0.80625796	0.75790226	0.7732496	0.7891794	0.81051433	0.0	0.7566515	0.8050715	0.85188943	0.91110486	0.7786566	0.81556475	0.82716286	0.74136865	0.8903481	0.87267125	0.8463628	0.7338114
zolang/comp	0.80608404	0.735075	0.7291802	0.70650005	0.6238308	0.687908	0.8073822	0.79491436	0.8917275	0.81585366	0.70513237	0.8759477	0.83234406	0.7028508	0.7909634	0.74614733	0.76864946	0.7912576	0.7933938	0.87163234	0.6112801	0.84186983	0.7914635	0.8204061	0.65943944	0.9277483	0.8325503	0.7052973	0.8616713	0.82763475	0.66950095	0.8922099	0.7688048	0.77884126	0.81776047	0.75652677	0.814693	0.7163689	0.814732	0.8597398	0.6752051	0.82512164	0.89337075	0.8802047	0.7800924	0.86720115	0.7205111	0.8075986	0.648718	0.8243501	0.8581214	0.8722385	0.7721168	0.5788437	0.5568888	0.86540794	0.680243	0.84259456	0.71517205	0.79151475	0.6986229	0.7580379	0.81699365	0.6762983	0.80703735	0.9286275	0.7440093	0.88037324	0.86698174	0.58528817	0.84992087	0.8240289	0.7793106	0.8346216	0.72814155	0.8858681	0.73819506	0.69760656	0.84151524	0.83538544	0.7611786	0.7771354	0.85795194	0.6569486	0.72476983	0.7628387	0.7481314	0.79189247	0.6422411	0.8046335	0.9057596	0.64368904	0.60247785	0.83598924	0.85602975	0.8124418	0.81633973	0.7084536	0.713312	0.8217408	0.7362065	0.7762747	0.8115928	0.7566515	0.0	0.84706813	0.810626	0.8774811	0.84253013	0.700328	0.8826644	0.7799465	0.7397717	0.7155612	0.8304777	0.6939548
Ronaldo/name	0.86030096	0.90002936	0.8269387	0.8053888	0.8467479	0.8128739	0.86383986	0.84224236	0.85708463	0.8381746	0.8631071	0.8457726	0.8591821	0.82142836	0.8454137	0.85751104	0.81655097	0.88987905	0.8802011	0.7532935	0.83416307	0.8434688	0.76771104	0.81795263	0.830081	0.7997614	0.87902075	0.79566777	0.8859925	0.82034564	0.8232112	0.8129121	0.8441747	0.7687915	0.7860101	0.81123376	0.76842636	0.82645166	0.8473733	0.86725944	0.8237938	0.9094415	0.8875682	0.91661924	0.8669093	0.8755524	0.7615242	0.8702719	0.8394993	0.9112341	0.8694793	0.83117807	0.7713685	0.80974925	0.80709255	0.8626883	0.80164784	0.89314127	0.8003955	0.8849218	0.8644008	0.7996364	0.7999149	0.79429126	0.8771537	0.94427633	0.78547484	0.78316367	0.80181843	0.8002251	0.76242733	0.8491427	0.79191965	0.89533883	0.80950415	0.92458993	0.8288253	0.87704563	0.89005953	0.8304812	0.85007626	0.8323102	0.74622154	0.80834407	0.84963703	0.6665025	0.81736636	0.78088814	0.80937713	0.8333284	0.92977005	0.7582766	0.78060436	0.856266	0.8613988	0.8913956	0.8645816	0.91136515	0.84133977	0.792517	0.8124885	0.8888307	0.8263571	0.8050715	0.84706813	0.0	0.8235104	0.8944221	0.8949884	0.8303335	0.75008357	0.7832146	0.875363	0.7954367	0.6662483	0.8766837
wieler_sport/noun	0.89606386	0.85388523	0.80897063	0.815606	0.75686824	0.84552115	0.8316109	0.8663166	0.8824524	0.8297194	0.82939464	0.89078224	0.8244082	0.8486073	0.84194505	0.8424272	0.82771707	0.8925768	0.8771063	0.88792807	0.78799427	0.88157946	0.842252	0.8520147	0.78285575	0.8899927	0.8907457	0.794677	0.8895034	0.84427994	0.7893139	0.85852164	0.81660414	0.82541287	0.89173126	0.8626303	0.8201541	0.8386331	0.86160874	0.91564435	0.80470294	0.87540036	0.87867004	0.91037583	0.87222487	0.9216824	0.8021325	0.78383225	0.83390474	0.8944993	0.8643682	0.8878604	0.824926	0.7529305	0.813585	0.9183807	0.82073575	0.84921587	0.79913497	0.80669117	0.7894467	0.8244646	0.8313638	0.81942725	0.84307104	0.94582033	0.81484056	0.87238353	0.8735954	0.8336639	0.82478195	0.8494361	0.8216903	0.85516083	0.9057387	0.8852147	0.8672228	0.7935827	0.8531194	0.84958243	0.8416219	0.81237453	0.87620467	0.8285037	0.8320609	0.77567005	0.81868404	0.8596492	0.81937665	0.8412024	0.9383941	0.8192799	0.8074421	0.8944002	0.8653238	0.84667885	0.7925481	0.87594503	0.8080148	0.89908975	0.8269676	0.83658254	0.8537546	0.85188943	0.810626	0.8235104	0.0	0.891125	0.8607629	0.8267607	0.7836594	0.8201981	0.8440771	0.8319565	0.84466565	0.8641571
spier_pijn/noun	0.9569805	0.93578035	0.9125515	0.84255105	0.89138615	0.8633086	0.91721404	0.9034307	0.8460644	0.83941686	0.87105453	0.89869094	0.90200025	0.88431835	0.8498455	0.8915725	0.8614485	0.934502	0.8923437	0.9038494	0.8871135	0.9326339	0.87452286	0.89288116	0.8752279	0.95570725	0.8901161	0.8979802	0.849727	0.8493048	0.8710427	0.907125	0.85794127	0.8745439	0.87242913	0.8944919	0.8523556	0.8268608	0.7614075	0.8771637	0.89633036	0.92794216	0.92546433	0.9369704	0.9339767	0.86717254	0.8345964	0.9050454	0.8633157	0.8084445	0.9342049	0.900152	0.87511975	0.8406794	0.8378597	0.9182353	0.88679385	0.94565165	0.8417524	0.9183918	0.8771767	0.81409615	0.86333376	0.9121335	0.92704195	0.94313043	0.85218805	0.94428146	0.93668085	0.8504727	0.89184207	0.8841445	0.82183707	0.87229156	0.91515934	0.94747853	0.9004674	0.8603348	0.9388644	0.63472646	0.89616317	0.8730956	0.89443874	0.8904207	0.87989384	0.85154444	0.86375374	0.8826929	0.8510542	0.85525006	0.92834926	0.86624867	0.8305863	0.90387505	0.83653975	0.876515	0.93676794	0.9499101	0.84936744	0.9079078	0.8248956	0.8921067	0.8639852	0.91110486	0.8774811	0.8944221	0.891125	0.0	0.9142444	0.8643502	0.9056166	0.8687475	0.8393021	0.8421984	0.8942903	0.88816094
beton/noun	0.89340466	0.8853136	0.81339216	0.8364252	0.8489748	0.87329215	0.890597	0.78017783	0.677428	0.88908595	0.92204446	0.70087117	0.8061423	0.81809443	0.85829115	0.8619706	0.8194966	0.87299454	0.9161427	0.86365926	0.82423574	0.8255822	0.8686424	0.91197616	0.89237976	0.94954157	0.9233263	0.86838967	0.68783426	0.87872314	0.81693006	0.9016069	0.848872	0.79410714	0.8126702	0.83949107	0.73878103	0.7811423	0.6771255	0.83831984	0.8038212	0.92763096	0.7102289	0.9338676	0.84428495	0.83496106	0.80981433	0.87748426	0.90967697	0.7659651	0.84249043	0.9279227	0.82306945	0.79123735	0.87121856	0.884009	0.8599014	0.9072294	0.8773415	0.82726526	0.8328525	0.76950073	0.8561102	0.8127702	0.87761855	0.6328814	0.7482761	0.8956964	0.90798956	0.7560614	0.88652724	0.8516453	0.9076335	0.7253009	0.8832001	0.76223147	0.83489764	0.8890192	0.85522866	0.86946785	0.8135035	0.90649015	0.84888273	0.8430635	0.8905874	0.87040627	0.8877733	0.83659244	0.61159253	0.8963559	0.95898813	0.8386563	0.7850655	0.8713388	0.65648174	0.88749206	0.8698906	0.91910195	0.8573191	0.93453896	0.83700883	0.92503643	0.8275256	0.7786566	0.84253013	0.8949884	0.8607629	0.9142444	0.0	0.8423378	0.9031988	0.8910693	0.8879238	0.87842274	0.92163783	0.8330759
nauwelijks/adv	0.93100697	0.79419434	0.7503761	0.7413032	0.7329989	0.7171744	0.81414276	0.8155043	0.9032252	0.8019459	0.676105	0.87670034	0.83166283	0.79928166	0.8158982	0.7272126	0.6691159	0.8547007	0.841853	0.8416356	0.7340886	0.7857342	0.7679358	0.8108833	0.68663955	0.92258424	0.86588526	0.8250386	0.8488492	0.8202164	0.632913	0.89776844	0.77008104	0.7941114	0.46782267	0.7678834	0.7731067	0.7086743	0.7870908	0.8460646	0.70452213	0.8156132	0.89360344	0.90168107	0.70439506	0.8704896	0.712033	0.82736534	0.56669843	0.8214335	0.8667439	0.8809033	0.7838497	0.5955255	0.71477467	0.8757281	0.7516742	0.8230896	0.70501035	0.82110304	0.7021863	0.7013991	0.7922041	0.8015697	0.8017316	0.91172016	0.78302324	0.89486206	0.8669094	0.7133101	0.8204314	0.8004711	0.7530875	0.80881137	0.8666083	0.8871973	0.7738729	0.71991324	0.8354652	0.7998009	0.7692816	0.73960114	0.841282	0.7344651	0.76127756	0.754686	0.72674334	0.799682	0.6922322	0.76987815	0.94295096	0.697366	0.6849482	0.84153944	0.81919396	0.78852624	0.84852743	0.85204655	0.65007615	0.8742128	0.6707779	0.6989638	0.7901908	0.81556475	0.700328	0.8303335	0.8267607	0.8643502	0.8423378	0.0	0.85074615	0.77284837	0.7764035	0.76064277	0.80428946	0.7127645
Lance/name	0.9118091	0.9221283	0.83714056	0.8224262	0.8329803	0.84797347	0.86798847	0.8504408	0.9187779	0.8119017	0.84908617	0.8930665	0.8760309	0.8429861	0.83578277	0.8490181	0.82843465	0.90579873	0.8831624	0.8068646	0.81286067	0.88210166	0.7825856	0.843773	0.8338185	0.79587436	0.88143045	0.8240519	0.8916652	0.80168235	0.8382402	0.8168411	0.82932	0.78843546	0.8265592	0.8178245	0.78453225	0.85612184	0.8556026	0.86447334	0.829179	0.9026219	0.86978984	0.8975707	0.8691567	0.8689717	0.7447263	0.86420643	0.8487687	0.9025695	0.885528	0.8480458	0.80615747	0.8318635	0.7995471	0.87096775	0.8601375	0.8737757	0.7890631	0.88045216	0.82985413	0.8237523	0.7781834	0.8225136	0.8828989	0.9575733	0.81387043	0.77989113	0.82072824	0.8234646	0.78222626	0.85180515	0.74004287	0.8853576	0.85086834	0.91248524	0.8563875	0.8602435	0.8917751	0.85329485	0.83495414	0.8059882	0.77948487	0.84687996	0.8046644	0.67469704	0.7716581	0.7927953	0.8345963	0.80829024	0.93521106	0.8121095	0.7698594	0.8400772	0.8924552	0.8465973	0.8670284	0.92948866	0.8167044	0.8489274	0.837405	0.86706126	0.83651197	0.82716286	0.8826644	0.75008357	0.7836594	0.9056166	0.9031988	0.85074615	0.0	0.7573026	0.85706973	0.83443505	0.81148124	0.88839865
hem/pron	0.8916861	0.91041523	0.79900306	0.67909133	0.6763067	0.8192361	0.7230016	0.7769897	0.8880234	0.8700335	0.73601127	0.8519219	0.79784405	0.7469882	0.7644428	0.7561848	0.8360894	0.8455571	0.8524397	0.8449415	0.72817874	0.8666241	0.7489835	0.82333267	0.73304605	0.8442405	0.7237133	0.81042135	0.87592363	0.8311832	0.78842306	0.8977197	0.7743004	0.7572596	0.8480522	0.8092872	0.7508948	0.7693478	0.85197794	0.8330621	0.7530802	0.8356455	0.835659	0.78764516	0.797297	0.83860433	0.4593193	0.8275697	0.67799556	0.8311548	0.8121587	0.86860883	0.7821058	0.7615792	0.66477656	0.7722366	0.7898096	0.81986856	0.72847044	0.8790878	0.69658375	0.71398485	0.17719251	0.766521	0.7908869	0.9242054	0.6584389	0.81890094	0.8253758	0.7432717	0.7418942	0.79735017	0.62142366	0.84701663	0.855481	0.91366935	0.7783631	0.7279359	0.8504128	0.79929084	0.79902995	0.38813943	0.6956167	0.8418658	0.23528242	0.4445842	0.73696226	0.73911744	0.80122745	0.42203724	0.88104147	0.76704675	0.6742567	0.8517443	0.85000116	0.86655045	0.82243276	0.8474698	0.69645673	0.85363954	0.72708356	0.7057002	0.7794436	0.74136865	0.7799465	0.7832146	0.8201981	0.8687475	0.8910693	0.77284837	0.7573026	0.0	0.800416	0.87883294	0.76636153	0.87114835
angst/noun	0.9445255	0.79540205	0.74966705	0.824565	0.8128752	0.8670005	0.82448286	0.85665166	0.92027295	0.8042363	0.86360085	0.8934176	0.73217964	0.8467759	0.6789746	0.80627644	0.81835246	0.82609546	0.5964149	0.8834349	0.7972921	0.8595512	0.8108119	0.8896717	0.80626607	0.938712	0.8144368	0.7722374	0.85754704	0.7249785	0.713374	0.9327912	0.8163813	0.80151093	0.886259	0.8329339	0.7671878	0.76122504	0.7523207	0.89575267	0.7808573	0.8832388	0.8986792	0.91224337	0.8488868	0.8981768	0.752118	0.82472366	0.8347888	0.76121104	0.83085716	0.88576746	0.8277204	0.75419724	0.7605977	0.89324594	0.8071677	0.894479	0.792167	0.8026952	0.8104123	0.6673703	0.7715082	0.8320111	0.8317641	0.9336127	0.66807824	0.9181682	0.8799814	0.7680969	0.8671466	0.4778496	0.80813444	0.7822734	0.77154815	0.92318344	0.86600983	0.78216463	0.91910577	0.58898395	0.8142545	0.81017685	0.80487853	0.7850962	0.7725677	0.79150367	0.86393523	0.84974694	0.82849	0.8240727	0.9619054	0.7752413	0.6996401	0.89236814	0.81974256	0.8195971	0.7616816	0.8425394	0.7621462	0.91955304	0.66615045	0.82115984	0.7869455	0.8903481	0.7397717	0.875363	0.8440771	0.8393021	0.8879238	0.7764035	0.85706973	0.800416	0.0	0.72590244	0.90197694	0.82057095
ondanks/prep	0.89456856	0.7649293	0.7821701	0.8682294	0.7990661	0.8141359	0.8908148	0.8989978	0.91432285	0.74320424	0.81928563	0.8813132	0.8913487	0.8882876	0.76928675	0.8430511	0.66096723	0.8668234	0.7744942	0.88187075	0.76740444	0.82435924	0.79613763	0.79518735	0.6758193	0.9022464	0.91215724	0.7754358	0.8559161	0.6667736	0.75458646	0.84525824	0.7903385	0.8609754	0.8316953	0.7608215	0.7639662	0.7675163	0.76260257	0.90639186	0.8014188	0.92040116	0.905823	0.90560025	0.8717695	0.9196107	0.8807913	0.84441733	0.8594278	0.831789	0.8766863	0.8238355	0.8258677	0.68873477	0.80439377	0.9105664	0.7029108	0.863519	0.6971619	0.75408965	0.8614915	0.71340644	0.8978045	0.7722972	0.8827785	0.92164403	0.6681436	0.8586749	0.85304224	0.79652524	0.8374409	0.777776	0.88130426	0.84668434	0.7112946	0.9126274	0.8846153	0.82132584	0.87988085	0.79126465	0.88524675	0.90427357	0.8546829	0.70117986	0.88366044	0.82914495	0.82287335	0.8417413	0.77031493	0.90296656	0.92688155	0.6117515	0.78814125	0.8255509	0.87690043	0.7752609	0.8409847	0.84936225	0.7780465	0.81120056	0.75935304	0.91959846	0.8045012	0.87267125	0.7155612	0.7954367	0.8319565	0.8421984	0.87842274	0.76064277	0.83443505	0.87883294	0.72590244	0.0	0.81350344	0.7614037
speler/noun	0.8950926	0.89731777	0.8447151	0.7945871	0.77837074	0.7751068	0.8274671	0.8544073	0.89153606	0.73195624	0.8060051	0.9201009	0.9045276	0.8420733	0.8565086	0.8442841	0.76033396	0.9101199	0.88168925	0.8433003	0.78819543	0.9048148	0.73860157	0.8249622	0.8415614	0.80094504	0.85655975	0.8563906	0.9408857	0.8001892	0.8124114	0.8430778	0.8330443	0.81717885	0.7979065	0.84610057	0.84339637	0.8193655	0.87522054	0.8964235	0.8161896	0.88048524	0.9067389	0.93581593	0.85754853	0.912018	0.7498005	0.85342467	0.8018991	0.93121123	0.8920672	0.8755644	0.77188176	0.71856177	0.80167234	0.86587316	0.82076013	0.7846901	0.7615499	0.8492937	0.82148886	0.8206763	0.81769407	0.8091976	0.874977	0.95435625	0.8309114	0.8100233	0.8749077	0.82464874	0.71787477	0.89542407	0.73464006	0.9117474	0.8225027	0.92161775	0.8350662	0.8492899	0.8727946	0.88221085	0.8571982	0.7981888	0.842363	0.8325398	0.7671041	0.70557415	0.69698745	0.83590055	0.7824398	0.7957132	0.9183185	0.7930435	0.81757635	0.88172424	0.9130814	0.8347417	0.9077022	0.93098027	0.7662979	0.806358	0.7997364	0.8592924	0.84959006	0.8463628	0.8304777	0.6662483	0.84466565	0.8942903	0.92163783	0.80428946	0.81148124	0.76636153	0.90197694	0.81350344	0.0	0.8616899
er/adv	0.8379849	0.8717786	0.81799215	0.6407074	0.7701364	0.64462173	0.8505927	0.5302668	0.90672994	0.86627257	0.6844288	0.8096183	0.88300484	0.72156906	0.805108	0.74363875	0.8044356	0.8774367	0.81755036	0.8634998	0.74076265	0.83282065	0.83662874	0.7108995	0.7279374	0.94929755	0.86679107	0.82448983	0.8172581	0.8665532	0.74092287	0.8017553	0.8024602	0.78732777	0.7822247	0.77659774	0.7129418	0.7229617	0.7881616	0.7299988	0.7830854	0.82064533	0.8554284	0.87553537	0.8348993	0.7656234	0.7609698	0.82989275	0.7939278	0.80016994	0.89533734	0.8274292	0.76320106	0.69106907	0.6914441	0.8337731	0.81988174	0.8539735	0.69857115	0.8664855	0.71740365	0.75220746	0.869652	0.72840893	0.9048074	0.8868662	0.83927906	0.88585943	0.90333796	0.67843556	0.88520604	0.83420527	0.7675512	0.82041144	0.8901094	0.88406277	0.7838142	0.77342325	0.88777256	0.87959653	0.6003623	0.8150695	0.7636063	0.7467071	0.8369056	0.81935745	0.7053208	0.7851689	0.6943333	0.8674955	0.92504615	0.6739079	0.6716904	0.7711781	0.8912773	0.8639128	0.89103174	0.84667534	0.7430481	0.81062114	0.76385367	0.7344612	0.83449876	0.7338114	0.6939548	0.8766837	0.8641571	0.88816094	0.8330759	0.7127645	0.88839865	0.87114835	0.82057095	0.7614037	0.8616899	0.0
