	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
volgens/prep	0.83349717	0.7128414	0.7630448	0.9240749	0.9215104	0.9419749	0.8795057	0.90054226	0.9000448	0.9045167	0.52613163	0.9380725	0.7939005	0.85308224	0.74346566	0.8836677	0.74583685	0.77781844	0.8908247	0.8387208	0.9353795	0.9397988	0.90751135	0.87646604	0.7919925	0.6729834	0.8448898	0.7937458	0.82885593	0.84602046	0.8947203	0.9104	0.81368375	0.93865204	0.9191632	0.69151235	0.8885783	0.77249455	0.9523017	0.8271376	0.740205	0.8209186	0.84519917	0.9161259	0.92278326	0.8928684	0.8678223	0.8186799	0.90431005	0.9028508	0.914897	0.86283946	0.8999695	0.8362579	0.6928456	0.93185925	0.9238198	0.9154601	0.9364949	0.82590735	0.905893	0.83112967	0.935871	0.87344885	0.970322	0.8927665	0.9113355	0.859521	0.8385807	0.8616486	0.7053356	0.8953607	0.9204558	0.91433233	0.77723277	0.8584	0.7450441	0.91847837	0.8689351	0.91300106	0.9197517	0.8275261	0.88399893	0.8948189	0.76662815	0.73020506	0.9019971	0.6793704	0.8798329	0.8890254	0.8947207	0.9240519	0.84164745	0.90188956	0.9120385	0.902306	0.8111512	0.7018259	0.8009223	0.69732976	0.83795226	0.91205204	0.8146991	0.7692886	0.7791133	0.8775238	0.90294653	0.90388596	0.88837767	0.85383147	0.79763275	0.8129135	0.90141094	0.76021945	0.89711463	0.93044937	0.83733296	0.8535268	0.93517935	0.9422641	0.85948306	0.67271566	0.83985806	0.8485129	0.86492336	0.959356	0.9278506	0.8420909	0.8967553	0.8609368	0.81011546	0.77738667	0.80897975	0.8683634	0.8278552	0.69657445	0.8387908	0.94599366	0.82423794	0.8496002	0.5832188	0.9220009	0.9238225	0.92684746	0.7700654	0.0	0.7431596	0.8297992	0.89339143	0.87673527	0.89788455	0.9040168	0.76552373	0.77638835	0.8639754	0.89639276	0.6796397	0.7576126	0.82264996	0.88978666	0.84592366	0.89976895	0.8510724	0.7949107	0.91427326
aanvankelijk/adj	0.8388152	0.7366288	0.798143	0.8172165	0.852624	0.8613465	0.84331703	0.8843685	0.84959733	0.8806722	0.6840383	0.79531324	0.6970917	0.83166254	0.75585675	0.8096927	0.71165144	0.7033877	0.8464306	0.7617557	0.8253691	0.9242511	0.814159	0.72915024	0.80254996	0.5253841	0.7617179	0.7929908	0.7569109	0.830425	0.8801034	0.87584496	0.66942644	0.8910918	0.90755075	0.8330064	0.89443165	0.7002217	0.8356929	0.86229444	0.83938044	0.876572	0.8147537	0.9054382	0.77662134	0.8325943	0.8599969	0.852306	0.814284	0.8667367	0.9127691	0.87438935	0.8562594	0.84331346	0.8522093	0.7302605	0.88002336	0.90776956	0.8680848	0.8161608	0.8612856	0.8514946	0.80241454	0.8701777	0.9204527	0.73997563	0.7350968	0.7203672	0.87228334	0.7535359	0.732036	0.86459756	0.81613624	0.8623477	0.6999823	0.7617552	0.6640685	0.9198333	0.77355987	0.68550825	0.78772664	0.85652184	0.722381	0.839439	0.7317197	0.73404384	0.79697275	0.7142278	0.81941533	0.8827156	0.86562204	0.90024066	0.7624887	0.8434665	0.843161	0.73747444	0.828282	0.7131395	0.81998664	0.757962	0.83700985	0.82919836	0.84008753	0.7531799	0.7629244	0.74066335	0.7803531	0.9059676	0.86935836	0.8635973	0.8839317	0.7890686	0.84534603	0.8323518	0.9001912	0.91948444	0.6892512	0.892867	0.943402	0.9195584	0.83360267	0.87388474	0.81481206	0.7607454	0.791611	0.9090323	0.8622525	0.774999	0.70148313	0.83278203	0.8098207	0.8501169	0.7761175	0.85075694	0.9104018	0.81829387	0.78401107	0.86752015	0.8804289	0.73616374	0.6489779	0.830475	0.85490775	0.85784376	0.79786193	0.7431596	0.0	0.8252964	0.88617414	0.86435115	0.80065715	0.81820595	0.6655868	0.79285	0.7267009	0.8446598	0.7553446	0.9360164	0.8408566	0.80841595	0.7803427	0.8573573	0.74976194	0.7896961	0.8707584
sector/noun	0.91952515	0.80853003	0.83381563	0.91686773	0.9282983	0.9187288	0.935887	0.89085233	0.922184	0.94466835	0.8915404	0.91090286	0.8970957	0.76584727	0.8242842	0.8436313	0.747457	0.8770374	0.8489581	0.77471864	0.8714471	0.94289666	0.86695755	0.8732258	0.80443996	0.7831177	0.8806857	0.8559415	0.79125667	0.910882	0.948935	0.9129277	0.7923331	0.9025044	0.9629685	0.8330631	0.7002039	0.8197941	0.9067582	0.9022476	0.79407626	0.91000813	0.90428144	0.9685072	0.9086663	0.8572515	0.8230559	0.915615	0.90192217	0.8684002	0.9676721	0.9503652	0.9217283	0.87406117	0.89696884	0.8370183	0.90270746	0.90718156	0.9400463	0.66827	0.81386137	0.9566622	0.8890985	0.93183154	0.9684431	0.8888581	0.8885963	0.92605394	0.79455286	0.8969987	0.8918183	0.9286459	0.85711217	0.91297966	0.7336745	0.88348943	0.75171167	0.9642318	0.7314535	0.88572264	0.8996105	0.7813826	0.8223805	0.88413244	0.87957203	0.81883836	0.94213176	0.9293319	0.8422477	0.8023051	0.8943798	0.95753866	0.86611784	0.8874099	0.9173601	0.92466974	0.84798163	0.7595401	0.87670493	0.7782617	0.90638393	0.81630015	0.94275177	0.87056553	0.84180206	0.8164479	0.9104134	0.9388997	0.8734679	0.9255575	0.96621674	0.8373382	0.8633549	0.91148084	0.93594944	0.9230407	0.64199054	0.9199735	0.95050955	0.98389244	0.81000006	0.8873801	0.71784925	0.9170264	0.95770025	0.98159057	0.9324589	0.8736631	0.9143197	0.89178926	0.9098528	0.9220762	0.79360795	0.9514151	0.90175563	0.82702124	0.90228105	0.9096136	0.94878095	0.8767152	0.8393469	0.9250645	0.8474295	0.88038373	0.63655233	0.8297992	0.8252964	0.0	0.9162414	0.8052602	0.8935183	0.8613458	0.86866707	0.83195394	0.88247883	0.79773736	0.91983247	0.98895687	0.83468604	0.87853956	0.86915565	0.91347104	0.9321135	0.9269949	0.92533755
boek/noun	0.8689947	0.80897355	0.81106365	0.910346	0.88854885	0.91559404	0.92732775	0.89820445	0.88780457	0.8931686	0.8874426	0.87879467	0.8695509	0.9377453	0.8604388	0.84888273	0.80200547	0.9189234	0.890631	0.8799709	0.6514566	0.76102614	0.8719009	0.89405495	0.92584336	0.89708173	0.839818	0.92417973	0.8143209	0.8789018	0.8147496	0.92637277	0.8397637	0.89881897	0.9324807	0.81174463	0.9031172	0.8482828	0.8285853	0.8234868	0.86611116	0.8927991	0.89878654	0.9448832	0.8939808	0.90489393	0.931957	0.86741984	0.9057712	0.9325216	0.90331775	0.84646326	0.8752311	0.87275076	0.9412976	0.842691	0.9090407	0.9112147	0.8861116	0.86298054	0.9039404	0.91709983	0.87223303	0.8819859	0.94269997	0.9280683	0.8261287	0.89023733	0.86113966	0.89834404	0.92449003	0.8988607	0.912958	0.90033364	0.8960767	0.88843006	0.876764	0.93207824	0.8652935	0.8752892	0.8395312	0.8791239	0.86628693	0.863961	0.87047136	0.8053973	0.84029114	0.91858184	0.80895907	0.7777466	0.910589	0.9267342	0.8593314	0.9242387	0.9215587	0.87741125	0.9167998	0.8873127	0.9464842	0.85870403	0.9650712	0.85498524	0.9077265	0.8760481	0.92368376	0.829373	0.85164744	0.82706374	0.89520264	0.8230029	0.80836856	0.81716853	0.8763794	0.8696826	0.9147582	0.9029143	0.91243476	0.9178242	0.9573251	0.9423019	0.89340585	0.90817875	0.86517984	0.8848506	0.9153413	0.9592783	0.93131775	0.89593494	0.81353426	0.7895296	0.925965	0.8000847	0.89592963	0.9589528	0.95238304	0.85694385	0.8768307	0.89764905	0.86362433	0.89984894	0.9004615	0.9261934	0.9185479	0.9011396	0.8950772	0.89339143	0.88617414	0.9162414	0.0	0.820603	0.9086784	0.88772035	0.92040074	0.9060628	0.8897016	0.9360816	0.90857583	0.95124495	0.8742019	0.8500382	0.8441168	0.9147717	0.84724706	0.90010387	0.91053677
mensheid/noun	0.84108484	0.8500617	0.7805266	0.9062645	0.8899239	0.8757076	0.8636153	0.9071069	0.8602662	0.9244308	0.9137086	0.8422558	0.854106	0.8635067	0.8822348	0.7570195	0.7451967	0.85009557	0.85979736	0.77003103	0.8618633	0.9278617	0.8689665	0.83341885	0.8752327	0.7729577	0.81058204	0.8297786	0.7504897	0.8554493	0.9023695	0.91206557	0.70499575	0.90884525	0.9363605	0.8224827	0.80799824	0.7689685	0.7786878	0.8579325	0.8924409	0.9146005	0.8859325	0.92220855	0.85096014	0.8552612	0.8279059	0.9054334	0.8633028	0.9049654	0.9354391	0.904516	0.87228274	0.91012514	0.9498428	0.81891054	0.91110975	0.92471164	0.91265386	0.72260547	0.8863486	0.9613502	0.7931105	0.86950743	0.9432137	0.8396156	0.75867	0.8495474	0.77249706	0.7962528	0.88960546	0.91202927	0.8863481	0.8591873	0.77829486	0.7930809	0.80872005	0.9387897	0.73155594	0.81036574	0.76700836	0.8676346	0.75312287	0.78598976	0.881346	0.7684815	0.7665829	0.9154941	0.79347336	0.7355149	0.871059	0.89897364	0.808473	0.9143593	0.9049055	0.8752905	0.8673434	0.7985404	0.79744864	0.78555	0.9275501	0.72561896	0.9531775	0.839193	0.8438945	0.82621664	0.8002891	0.91863567	0.85638773	0.87352765	0.9192021	0.8058815	0.85033345	0.847943	0.90975684	0.91834235	0.8182989	0.9298675	0.97446305	0.9684566	0.8546059	0.929117	0.8333131	0.8416639	0.87603915	0.964241	0.90410006	0.7378996	0.7505846	0.85660994	0.89823604	0.87859976	0.8651584	0.92166185	0.94628334	0.89129686	0.8380867	0.89399785	0.900329	0.8234416	0.9201711	0.8768532	0.8709849	0.8945683	0.84254783	0.87673527	0.86435115	0.8052602	0.820603	0.0	0.86733335	0.8342929	0.89466864	0.84218204	0.88532966	0.9006579	0.9060921	0.9649959	0.8077666	0.7038182	0.84148735	0.8991121	0.7476153	0.9149527	0.8878923
Deen/noun	0.8510245	0.7975732	0.7996166	0.7749659	0.78823286	0.77696735	0.8977941	0.87125045	0.8543605	0.78660107	0.7957451	0.8602876	0.7640362	0.8737943	0.8669303	0.7332921	0.80880034	0.76122314	0.7801521	0.83951914	0.8757936	0.84375674	0.8247584	0.8336672	0.8480862	0.7908125	0.78179604	0.84486884	0.81599844	0.5888495	0.8471566	0.7557864	0.77182925	0.8111602	0.7623391	0.8662416	0.91029465	0.8009009	0.8336682	0.8319285	0.89128256	0.88420117	0.8346858	0.67322683	0.7897126	0.77209175	0.91006327	0.82303226	0.7342465	0.7628493	0.8518962	0.753022	0.75977856	0.84121954	0.90583336	0.84795153	0.7189448	0.8479284	0.8130391	0.83463377	0.9182897	0.8674619	0.8110123	0.5806229	0.9060466	0.6788163	0.77703667	0.7562186	0.88441944	0.8452081	0.76596	0.8612979	0.67262256	0.77238953	0.8012373	0.8251817	0.81922585	0.7753824	0.79366624	0.81890637	0.8560223	0.7939	0.8339356	0.89323497	0.8472149	0.8585361	0.81796604	0.7312517	0.853147	0.8659267	0.60372293	0.7816894	0.8411599	0.8811132	0.70152056	0.7716787	0.8502529	0.84731376	0.7667423	0.7613418	0.9242966	0.8255311	0.894119	0.83398145	0.837157	0.8202257	0.86346865	0.9146839	0.8614118	0.81156135	0.80958074	0.8603549	0.6980177	0.89718604	0.7322427	0.90087974	0.8238102	0.9227725	0.88266754	0.85563403	0.8643068	0.8556943	0.8307477	0.836746	0.7711045	0.8429651	0.72476155	0.8172917	0.73603094	0.7400489	0.8708294	0.79253423	0.8439145	0.74765027	0.89745253	0.89014137	0.596259	0.8781951	0.7595598	0.6576872	0.8582132	0.5181112	0.8750213	0.7188684	0.86973846	0.89788455	0.80065715	0.8935183	0.9086784	0.86733335	0.0	0.754191	0.8493597	0.84324884	0.8212583	0.7549703	0.76388097	0.80394894	0.92733943	0.8404802	0.75485486	0.7751367	0.7889834	0.8936622	0.81565046
Mexicaan/noun	0.8530237	0.7982316	0.8539122	0.84277815	0.86603385	0.8612025	0.9070626	0.83072996	0.85169005	0.8671206	0.83740354	0.8621382	0.80951846	0.8439487	0.8695218	0.68440515	0.8311918	0.82034564	0.83179736	0.8193798	0.8478771	0.8820994	0.84006137	0.8901256	0.83346486	0.8280087	0.81015384	0.83611465	0.8103223	0.74238026	0.8442428	0.81732774	0.7486342	0.8278333	0.87226856	0.87101537	0.90417427	0.83977056	0.8332161	0.84680885	0.90604824	0.90415734	0.8901399	0.85176694	0.8363732	0.8411195	0.8852684	0.8570229	0.7790338	0.83181465	0.8845757	0.8378377	0.86793447	0.87073624	0.9370927	0.844692	0.80636317	0.9030033	0.8907583	0.77900517	0.90986025	0.905329	0.81582534	0.7420839	0.9123549	0.82276	0.74813473	0.8155767	0.8673658	0.8653415	0.7960361	0.87226945	0.84798354	0.8404971	0.84908044	0.84238666	0.77901256	0.8748196	0.78461343	0.8329525	0.86953413	0.8241608	0.8073319	0.87682396	0.8532286	0.81742704	0.785083	0.83921003	0.8511399	0.866892	0.71669734	0.8721796	0.8445227	0.9103954	0.87337387	0.8368377	0.8340773	0.8643764	0.8212682	0.7741256	0.9076385	0.7256081	0.9045079	0.86344117	0.84964985	0.8524974	0.86914194	0.876179	0.8625379	0.8832865	0.85656214	0.857162	0.8106989	0.87433934	0.8656727	0.9016198	0.8467718	0.9081301	0.9077258	0.9126145	0.87538886	0.8966278	0.84488964	0.8524641	0.8078196	0.9159222	0.8798885	0.78127587	0.7612994	0.8273443	0.88713914	0.84921455	0.862359	0.87210774	0.9166229	0.8897299	0.70046055	0.83583355	0.8544996	0.8153147	0.88946515	0.6986966	0.90263826	0.829505	0.8662364	0.9040168	0.81820595	0.8613458	0.88772035	0.8342929	0.754191	0.0	0.88294077	0.803576	0.8419167	0.8400063	0.8400947	0.92037946	0.8739391	0.8454258	0.8186198	0.82340145	0.79004496	0.9072506	0.8854001
voorlopig/adj	0.8186107	0.7453114	0.8472459	0.8204381	0.8777582	0.8643158	0.8621287	0.8839866	0.7696199	0.9000454	0.70921046	0.79981834	0.7687661	0.8978357	0.79274005	0.87950325	0.75126743	0.64774954	0.8495053	0.72987473	0.9143065	0.9115621	0.8329592	0.7918773	0.8548374	0.59679884	0.7728525	0.7278477	0.7543659	0.8524532	0.94983983	0.89429194	0.7339988	0.8993069	0.9207935	0.82776356	0.8819324	0.7586699	0.85761756	0.85052854	0.84035176	0.86541533	0.5594484	0.9109643	0.77017593	0.845569	0.8992793	0.84861904	0.85643923	0.8963542	0.9328971	0.89420545	0.8696692	0.83224374	0.8733051	0.8911659	0.8983968	0.87792015	0.8728271	0.8798385	0.9057101	0.8425821	0.84076035	0.8900577	0.91406703	0.88424945	0.7960419	0.79588175	0.8542799	0.7370784	0.735039	0.8690206	0.83804303	0.866949	0.75501126	0.77554744	0.66461223	0.92175066	0.8002772	0.7718	0.82173777	0.8721614	0.7508787	0.91898334	0.73660034	0.782256	0.8453564	0.74695444	0.89676386	0.8896957	0.8852035	0.9272917	0.83656204	0.83285797	0.8442223	0.7482408	0.7867123	0.75478566	0.8399037	0.81626767	0.8599807	0.8907763	0.82824874	0.8475648	0.82664454	0.74855494	0.8368047	0.9626843	0.8936388	0.894673	0.9420723	0.8315399	0.8359823	0.83341205	0.8956228	0.8903804	0.76375383	0.9261972	0.9586318	0.9131879	0.7595391	0.8707756	0.7546017	0.81926954	0.8736892	0.8947548	0.88235813	0.77480555	0.7737772	0.8573851	0.8664982	0.9071785	0.83584416	0.8603687	0.88738275	0.7666096	0.8645726	0.8340244	0.9200667	0.858135	0.7571513	0.87635016	0.84966797	0.85832584	0.805513	0.76552373	0.6655868	0.86866707	0.92040074	0.89466864	0.8493597	0.88294077	0.0	0.7902849	0.74355394	0.8937799	0.78357846	0.9270804	0.82648945	0.85992473	0.7825259	0.8286531	0.7785443	0.8919562	0.8835317
Libië/name	0.8531155	0.7508842	0.8099332	0.8289113	0.9030347	0.8792218	0.88330317	0.8650366	0.8395058	0.89965284	0.7092553	0.9211348	0.78340393	0.80761933	0.786018	0.7755135	0.8345498	0.7466506	0.82369816	0.7758846	0.91596836	0.9335732	0.8200808	0.8798238	0.5633371	0.8065747	0.7795537	0.74442333	0.83067	0.8005636	0.87626773	0.6644867	0.7034869	0.88785577	0.89189404	0.83520395	0.8957097	0.81451344	0.90638256	0.87334234	0.8016217	0.9018854	0.7919864	0.8456553	0.8417926	0.8689767	0.8395647	0.76850533	0.80618954	0.65494514	0.90237045	0.8712209	0.8486046	0.8389401	0.85770434	0.9392899	0.73178923	0.9042188	0.88280773	0.7923068	0.9323398	0.84134483	0.87433475	0.83894765	0.9239551	0.84491825	0.80093575	0.8384783	0.84212863	0.88101995	0.70131683	0.8085056	0.91403353	0.8670647	0.79078037	0.8633314	0.7668516	0.9175818	0.78390193	0.91009176	0.92254615	0.72983444	0.82985234	0.8772499	0.79529256	0.72769463	0.841262	0.7700844	0.8774497	0.84632295	0.8564971	0.88079196	0.8622547	0.9146498	0.87349015	0.8511113	0.755285	0.8031769	0.58240485	0.7609469	0.79890877	0.86923325	0.83387303	0.8090873	0.83363044	0.8737265	0.929659	0.8930464	0.8927572	0.89152133	0.87106615	0.8607266	0.8456258	0.8106166	0.8867583	0.8678235	0.86243784	0.91572165	0.938636	0.91301215	0.81370914	0.87444425	0.833781	0.87341505	0.8057111	0.9133036	0.8815155	0.78003055	0.74512744	0.8321053	0.8490671	0.84921557	0.8055341	0.9017189	0.830487	0.78752697	0.73698413	0.85618997	0.870771	0.8332833	0.7866764	0.83579206	0.8509492	0.8698545	0.8198148	0.77638835	0.79285	0.83195394	0.9060628	0.84218204	0.84324884	0.803576	0.7902849	0.0	0.8375689	0.6866393	0.78587604	0.9497286	0.8365581	0.84941554	0.77830017	0.84241045	0.81179714	0.8515775	0.89068186
eerst/adv	0.797974	0.8039455	0.87131596	0.80946565	0.82248324	0.85717285	0.7617103	0.91635454	0.5879872	0.9158107	0.8072194	0.72053385	0.7259231	0.9370823	0.8507979	0.82017016	0.77555126	0.68374103	0.87950736	0.6504889	0.86005765	0.9207899	0.7804535	0.8588706	0.9128852	0.7325878	0.5151699	0.87694836	0.7536229	0.84382856	0.93693215	0.892643	0.6636151	0.8990187	0.9296431	0.8234644	0.8565552	0.8166959	0.66146606	0.8560375	0.8895566	0.88974625	0.7261909	0.9274841	0.5297182	0.8523478	0.8901503	0.8988355	0.8462073	0.9131381	0.9333748	0.8999947	0.86411715	0.85769683	0.86649036	0.87347555	0.88337505	0.86884046	0.78581774	0.87690866	0.91026825	0.86708295	0.7618114	0.8975354	0.8060738	0.82904136	0.5837774	0.7376864	0.84151495	0.7809539	0.7550419	0.8480558	0.86038303	0.8640369	0.8045489	0.6980598	0.77062887	0.9229662	0.70553625	0.7418449	0.78568757	0.9102507	0.6686566	0.904894	0.7137413	0.83507293	0.73946804	0.81541413	0.86613417	0.92003477	0.89075655	0.9161223	0.81234133	0.8630797	0.8823825	0.6646273	0.8340497	0.7862267	0.8873168	0.8050068	0.87398833	0.8144733	0.8555835	0.8126708	0.8568553	0.7858426	0.80471885	0.9502494	0.893641	0.88967395	0.9294807	0.84331197	0.8399223	0.8548455	0.9436096	0.81947255	0.84023416	0.919689	0.97176	0.91991484	0.78456485	0.91492933	0.8375001	0.7577246	0.7538781	0.91007906	0.8810878	0.7494956	0.64934343	0.88579375	0.8383549	0.8978349	0.8399073	0.8595425	0.91804296	0.7595113	0.8811623	0.8007774	0.9172544	0.8013543	0.83448935	0.8580937	0.8482878	0.86018026	0.82939696	0.8639754	0.7267009	0.88247883	0.8897016	0.88532966	0.8212583	0.8419167	0.74355394	0.8375689	0.0	0.9113671	0.81074	0.94624376	0.87547994	0.81775236	0.7883494	0.8111908	0.7345643	0.83208764	0.89139915
Duitsland/name	0.9148629	0.7966659	0.8363832	0.81855166	0.90697914	0.8335846	0.93125254	0.91607565	0.9218578	0.9183719	0.8216422	0.95296365	0.85689336	0.78192496	0.8819533	0.82263625	0.8699713	0.838727	0.853694	0.90106714	0.93355876	0.9038737	0.8615763	0.91274095	0.5680994	0.8948886	0.8714171	0.8732966	0.9043739	0.81492245	0.91821533	0.3857622	0.862987	0.89754343	0.85105807	0.9199708	0.9250555	0.894001	0.95887303	0.9442688	0.89033836	0.9273428	0.88792896	0.70652586	0.8731278	0.88228196	0.90513766	0.7856219	0.7947958	0.2081886	0.9129704	0.8820601	0.82742226	0.8797152	0.94238186	0.9352562	0.3180424	0.865836	0.8845278	0.80254775	0.87548095	0.8640488	0.9544442	0.8106224	0.948801	0.78678596	0.9100958	0.86869466	0.89495176	0.95410633	0.81874055	0.80086803	0.828974	0.8502934	0.8151553	0.9165235	0.85411066	0.9123152	0.861818	0.94538754	0.9545377	0.39580345	0.91124076	0.87402314	0.90213954	0.8598837	0.94476426	0.8053113	0.9232053	0.8625422	0.7861105	0.8605365	0.90615815	0.9204134	0.76037776	0.918561	0.86370134	0.85492635	0.55241704	0.8259157	0.8981101	0.9220252	0.89855576	0.9096843	0.8691013	0.9295023	0.9468384	0.9392844	0.89877594	0.87782	0.9246424	0.9000927	0.8555329	0.9484908	0.8006593	0.91993475	0.83413905	0.9324609	0.8978763	0.87869996	0.8871514	0.93363374	0.87031096	0.9589692	0.8769157	0.8968508	0.80579925	0.91787785	0.8809188	0.85491824	0.93477607	0.8919786	0.865331	0.90436506	0.82679945	0.9220711	0.7715244	0.92566735	0.85949653	0.78552365	0.84575427	0.75565964	0.8419361	0.8946516	0.8818742	0.89639276	0.8446598	0.79773736	0.9360816	0.9006579	0.7549703	0.8400063	0.8937799	0.6866393	0.9113671	0.0	0.85214484	0.94300747	0.905894	0.9232855	0.8634027	0.8822917	0.93582624	0.8415392	0.8721762
gistermiddag/adv	0.79634035	0.6899191	0.8337017	0.6698512	0.84586513	0.8447609	0.8743992	0.8515663	0.7958239	0.8175598	0.33068478	0.9259926	0.68630135	0.84526086	0.8072094	0.80417633	0.8602394	0.7042093	0.836313	0.87508035	0.90332294	0.882401	0.82848054	0.89071995	0.85779834	0.8053211	0.70561165	0.7846787	0.88757604	0.7611511	0.8525441	0.83983785	0.7788515	0.85170007	0.8652419	0.84102404	0.94060564	0.83211803	0.92725563	0.84701246	0.78642684	0.871287	0.7909019	0.8239815	0.74704695	0.82146466	0.8630564	0.7336403	0.80634904	0.8499782	0.88358635	0.84040904	0.82832885	0.8277451	0.7628729	0.93939257	0.8229391	0.86235344	0.7638701	0.8866061	0.9130049	0.57464486	0.90652657	0.7659253	0.7392968	0.8145275	0.8263487	0.73302054	0.91526353	0.91478777	0.5088736	0.69251573	0.80846703	0.8412912	0.8055558	0.8572817	0.82252514	0.855297	0.85273373	0.90846986	0.9115145	0.81568706	0.8940331	0.9196315	0.6771718	0.824716	0.8365655	0.2801854	0.90852004	0.87320834	0.7946548	0.87125075	0.8231127	0.8959515	0.7999782	0.78530955	0.82139826	0.78183275	0.800863	0.7180078	0.830621	0.84070843	0.574353	0.7595907	0.84482193	0.9097158	0.94078684	0.9293209	0.8771408	0.8372742	0.8078701	0.8392949	0.7878052	0.70146704	0.8049075	0.74114156	0.8401395	0.8938532	0.8709726	0.69814146	0.864648	0.7279749	0.8504125	0.83016866	0.62467563	0.74150527	0.8205836	0.8078741	0.7505559	0.80043775	0.80835545	0.8264763	0.83787423	0.79132295	0.74256754	0.8009349	0.77988064	0.7611208	0.8247578	0.7758153	0.41591305	0.7856312	0.9040589	0.8089814	0.8679365	0.6796397	0.7553446	0.91983247	0.90857583	0.9060921	0.76388097	0.8400947	0.78357846	0.78587604	0.81074	0.85214484	0.0	0.8039139	0.91074514	0.8675636	0.72445434	0.70028454	0.80074024	0.7682415	0.8404362
