	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
die/det	0.7958205	0.8126734	0.7960657	0.8144592	0.7994142	0.82939976	0.83589125	0.8610666	0.77588886	0.9095887	0.8986262	0.70654786	0.7856998	0.8321421	0.8089647	0.7648517	0.5969413	0.73441744	0.84779865	0.6229845	0.8188262	0.9028274	0.82315737	0.795858	0.90092397	0.64044034	0.73243976	0.8418775	0.0	0.8508487	0.89432645	0.922369	0.6576076	0.9032794	0.93799907	0.809801	0.76040286	0.66759604	0.5963714	0.8359921	0.87941736	0.8755952	0.77160025	0.9122895	0.76671195	0.83752126	0.8332366	0.9101743	0.84367496	0.9157485	0.92207813	0.887548	0.8345028	0.87819016	0.9070913	0.7428404	0.9066839	0.84297943	0.7881267	0.7571192	0.8506001	0.94327694	0.69415677	0.8947157	0.878295	0.83269656	0.62281394	0.75716555	0.7299019	0.64639086	0.8564636	0.8718264	0.84870845	0.8388001	0.7007635	0.64395213	0.6627801	0.90891886	0.6530981	0.6473526	0.6845731	0.877854	0.6363892	0.7926762	0.78352493	0.6853968	0.72312635	0.9049147	0.7113473	0.8058983	0.8652804	0.90435857	0.7838836	0.8136491	0.8743969	0.7230661	0.81674385	0.7227974	0.8702321	0.75498676	0.88615686	0.72626144	0.9344786	0.76317096	0.80540746	0.657773	0.66326773	0.92207146	0.82500315	0.84114194	0.91988313	0.79877406	0.8172556	0.8574111	0.91009533	0.8576083	0.6918543	0.90698457	0.973404	0.95370924	0.7267164	0.92576814	0.73651975	0.6900133	0.84034777	0.9437492	0.8589454	0.7354444	0.7087689	0.82127106	0.81638575	0.88239974	0.8588314	0.8789204	0.9482743	0.8246548	0.8611879	0.8731097	0.889984	0.81311494	0.90099734	0.85494024	0.7980887	0.85014516	0.7643944	0.82885593	0.7569109	0.79125667	0.8143209	0.7504897	0.81599844	0.8103223	0.7543659	0.83067	0.7536229	0.9043739	0.88757604	0.97718793	0.76035225	0.73703516	0.784829	0.8186796	0.7111635	0.9057132	0.8476017
Canadees/noun	0.831439	0.78330415	0.7978528	0.80600446	0.7851642	0.7683969	0.9108195	0.8563775	0.8575295	0.7465013	0.76565695	0.8857879	0.752314	0.87527937	0.8615272	0.7117899	0.8504223	0.79167414	0.7069441	0.8660774	0.88543284	0.81843126	0.8244397	0.86167383	0.76196736	0.8531815	0.7903938	0.8322881	0.8508487	0.0	0.755851	0.75020677	0.75924015	0.8013124	0.73909426	0.8199191	0.9354918	0.8075968	0.87582016	0.84058845	0.88037324	0.8707212	0.8630662	0.61188316	0.81338525	0.7368535	0.8909702	0.72898924	0.7360927	0.78276396	0.76877683	0.6978153	0.73459303	0.8305687	0.887017	0.8910039	0.7696818	0.88065857	0.8330206	0.84252995	0.92452747	0.8615808	0.8567453	0.5543083	0.91145885	0.7880701	0.7869081	0.778072	0.88087773	0.8764087	0.7409576	0.8388015	0.7670852	0.71827376	0.8380928	0.8610829	0.83580655	0.78994036	0.8144244	0.87530404	0.886502	0.8289792	0.8593597	0.91070557	0.84822816	0.8573065	0.8035415	0.75267816	0.88684124	0.84333915	0.60117817	0.76325315	0.8510853	0.90682876	0.7850975	0.806458	0.8012444	0.86445093	0.79243803	0.7366003	0.915163	0.816484	0.8629739	0.8526837	0.8320899	0.8659671	0.9003187	0.82953507	0.8502784	0.7603568	0.69980526	0.85453665	0.6996068	0.8557849	0.7275076	0.86847603	0.8662281	0.9181504	0.8772162	0.84295756	0.83308077	0.8129674	0.85325485	0.8672753	0.7498353	0.8381492	0.70392543	0.7904676	0.72756946	0.7068899	0.8838422	0.7013843	0.8739211	0.7974526	0.88231975	0.8985958	0.5098659	0.85474783	0.7231122	0.70581096	0.86074907	0.57514906	0.8897188	0.7629494	0.8878158	0.84602046	0.830425	0.910882	0.8789018	0.8554493	0.5888495	0.74238026	0.8524532	0.8005636	0.84382856	0.81492245	0.7611511	0.79052204	0.9130381	0.8326438	0.7460687	0.75690776	0.7879065	0.8919777	0.7716036
zangeres/noun	0.8947002	0.7591178	0.78327024	0.90257835	0.8527615	0.8617933	0.93514097	0.8742122	0.8931856	0.66010785	0.85938466	0.93331546	0.83532655	0.9155127	0.8984171	0.82205236	0.8812567	0.9145893	0.7412803	0.93099827	0.8750872	0.64386994	0.89254403	0.9367324	0.88510334	0.94139874	0.8888515	0.9380796	0.89432645	0.755851	0.0	0.8611373	0.8390649	0.79328454	0.7631797	0.8421601	0.9515074	0.87228	0.896543	0.8534091	0.8906008	0.8637675	0.92448103	0.8036887	0.8893192	0.80541986	0.9273331	0.83602583	0.83957005	0.91655666	0.76858914	0.6862991	0.83061725	0.86984336	0.91598	0.9019872	0.8482615	0.9500604	0.8864652	0.8916238	0.9283556	0.9017026	0.8969133	0.7555578	0.94167686	0.8916013	0.8318376	0.86386573	0.9398616	0.93754846	0.8525914	0.8690031	0.85876733	0.8601716	0.9302569	0.9100367	0.92433316	0.85417485	0.9078367	0.91443384	0.8457513	0.8814812	0.9217724	0.93113196	0.89168185	0.90114707	0.7889048	0.84547436	0.8763164	0.8855275	0.8014611	0.77770334	0.9029549	0.93461925	0.82347584	0.89734524	0.8958954	0.9187458	0.9199669	0.8146614	0.9106656	0.8927603	0.9015159	0.87868303	0.89565986	0.8865497	0.91894513	0.82768047	0.8485011	0.6760285	0.64759314	0.8697041	0.74782836	0.8901441	0.8457445	0.9421681	0.94422674	0.8948581	0.84560144	0.8954046	0.93966895	0.8475614	0.91898215	0.91743565	0.8515303	0.9160222	0.8530197	0.8918484	0.8123839	0.6062404	0.9059051	0.664284	0.92958415	0.8569603	0.9070053	0.92773765	0.76294553	0.92902446	0.7727075	0.8331047	0.890898	0.84487164	0.92120653	0.79956484	0.90484226	0.8947203	0.8801034	0.948935	0.8147496	0.9023695	0.8471566	0.8442428	0.94983983	0.87626773	0.93693215	0.91821533	0.8525441	0.83454895	0.9164987	0.86318976	0.75794715	0.86676204	0.8621603	0.95812917	0.8725393
Australië/name	0.8902951	0.8156074	0.8172958	0.79515684	0.85384095	0.79765886	0.91901475	0.92185485	0.88505584	0.8751385	0.8049716	0.95888233	0.8345159	0.8177504	0.89982563	0.790961	0.89201176	0.8050126	0.7619416	0.90598154	0.93325	0.8491533	0.8464369	0.90852505	0.59075433	0.9182222	0.8382664	0.8889107	0.922369	0.75020677	0.8611373	0.0	0.8674698	0.8397808	0.73705053	0.9021527	0.94808316	0.8884814	0.9357289	0.91958475	0.92679304	0.9214763	0.8702188	0.6236751	0.8464613	0.79096615	0.92808485	0.7217042	0.7690226	0.3629498	0.8585033	0.81335306	0.7926895	0.8796877	0.95735675	0.9508843	0.35029286	0.8143611	0.84698904	0.84207827	0.9095208	0.8466177	0.92932814	0.7351853	0.9116076	0.8055392	0.87009907	0.84556246	0.9013535	0.95253	0.7805249	0.76283634	0.7769316	0.7135819	0.87031424	0.9081157	0.89690894	0.887291	0.8770621	0.93348944	0.93564093	0.5391884	0.9193016	0.9194597	0.89408827	0.8837745	0.9041397	0.79158187	0.9258588	0.87809795	0.7698953	0.77082133	0.90971774	0.9100839	0.7440526	0.8744178	0.8239938	0.9068312	0.6223841	0.8464538	0.87984174	0.91938007	0.876123	0.9240324	0.91672766	0.9081074	0.9461138	0.8934486	0.9025025	0.86231446	0.8858667	0.8928249	0.7984503	0.9391373	0.73484886	0.914116	0.88762605	0.9396404	0.87964725	0.8456476	0.896087	0.93157697	0.86196285	0.9440249	0.82934266	0.84575	0.7403246	0.90997714	0.83762395	0.7777657	0.92663693	0.85420996	0.9068735	0.90189385	0.8343866	0.93828994	0.74355733	0.876998	0.81250656	0.794393	0.85394955	0.75796175	0.831316	0.8432071	0.9216448	0.9104	0.87584496	0.9129277	0.92637277	0.91206557	0.7557864	0.81732774	0.89429194	0.6644867	0.892643	0.3857622	0.83983785	0.922248	0.91386527	0.9307141	0.81511176	0.8312686	0.9166183	0.89212954	0.8182089
zij/pron	0.7444037	0.7044068	0.7652799	0.8864982	0.8096095	0.8102854	0.7308141	0.8311311	0.7280824	0.8346109	0.7498325	0.7536978	0.6765956	0.8910359	0.78616667	0.697707	0.62837875	0.6517278	0.7802088	0.59583884	0.88114536	0.91509014	0.7534785	0.7853795	0.82166713	0.6048923	0.601405	0.74652094	0.6576076	0.75924015	0.8390649	0.8674698	0.0	0.85618114	0.88977826	0.6977049	0.78352076	0.68976414	0.5860903	0.7182672	0.7381742	0.82542545	0.7841861	0.9168427	0.7126373	0.785105	0.7851452	0.81418	0.78057826	0.8674039	0.9080119	0.8575922	0.8207804	0.77641547	0.8004334	0.81250584	0.8743099	0.9111096	0.8444296	0.72697353	0.8561532	0.8780352	0.58945596	0.8282081	0.875089	0.779618	0.27400452	0.68534446	0.77598387	0.61155844	0.72669315	0.8559884	0.8456527	0.8255175	0.66490227	0.64900637	0.54649633	0.9012051	0.5681437	0.7204175	0.76127225	0.81710005	0.44286513	0.7791198	0.66709125	0.6584376	0.52279294	0.79613805	0.8107841	0.84077287	0.8162699	0.86548054	0.64198434	0.8543753	0.8756907	0.6993574	0.71103454	0.6556642	0.7611089	0.7189492	0.81928056	0.6039904	0.8637837	0.6562387	0.70550287	0.72942626	0.771772	0.9036792	0.7515041	0.8356586	0.8852259	0.79084724	0.78134435	0.7330469	0.8956647	0.8295934	0.73045623	0.85996324	0.9778707	0.931314	0.7184906	0.8379716	0.76990145	0.66114193	0.75355434	0.92570543	0.8497187	0.4498626	0.3037839	0.8034935	0.7427517	0.8443191	0.72829974	0.8422849	0.92431617	0.6656477	0.7118107	0.84218323	0.8863675	0.7867124	0.7970655	0.7946021	0.83455443	0.81683606	0.7313705	0.81368375	0.66942644	0.7923331	0.8397637	0.70499575	0.77182925	0.7486342	0.7339988	0.7034869	0.6636151	0.862987	0.7788515	0.94882613	0.7881696	0.61902016	0.6956077	0.80924845	0.5120481	0.78807425	0.80861694
deelnemer/noun	0.9108503	0.7460925	0.8804075	0.8058387	0.8659308	0.81466395	0.95037866	0.61249554	0.8993169	0.7956171	0.87527996	0.89586943	0.884583	0.84507835	0.92407954	0.77204615	0.88296455	0.87992465	0.55153185	0.8892114	0.8202784	0.6574223	0.80662966	0.9021158	0.93098307	0.9125146	0.8926907	0.9198659	0.9032794	0.8013124	0.79328454	0.8397808	0.85618114	0.0	0.7806169	0.88604784	0.9177225	0.8879355	0.8953855	0.8107036	0.88818336	0.89019775	0.91184163	0.7774534	0.89675325	0.6483549	0.936372	0.84464705	0.80237174	0.89153504	0.8186063	0.8288076	0.8456059	0.6453649	0.9406414	0.9400037	0.89354575	0.85154724	0.835403	0.85217285	0.8755253	0.8500105	0.88022316	0.7425189	0.9069567	0.86932856	0.87602824	0.9091661	0.90902764	0.9215973	0.91506314	0.7722332	0.76462275	0.79406244	0.8999257	0.92945814	0.9178351	0.7474785	0.8850941	0.9120589	0.92519873	0.8509629	0.88048035	0.9401542	0.9220039	0.91301435	0.9310196	0.8612033	0.9218271	0.92141616	0.65375006	0.85026497	0.8995437	0.90227395	0.86232436	0.8792669	0.84907395	0.89886457	0.91804206	0.88049525	0.9408035	0.7100687	0.85535204	0.9190926	0.90582234	0.8386215	0.9420306	0.9049335	0.8988904	0.84717494	0.8895962	0.8953213	0.71420205	0.85054964	0.66599584	0.8935739	0.9033514	0.860517	0.6565918	0.79549205	0.8808011	0.8311987	0.7952023	0.9130273	0.90762883	0.7578985	0.78538144	0.85152197	0.8876261	0.8021336	0.9073928	0.84804016	0.8687145	0.86280215	0.85216296	0.9160484	0.7971584	0.7268944	0.8183709	0.84133047	0.9025416	0.8169035	0.9130515	0.51099503	0.9088133	0.93865204	0.8910918	0.9025044	0.89881897	0.90884525	0.8111602	0.8278333	0.8993069	0.88785577	0.8990187	0.89754343	0.85170007	0.77542806	0.93917745	0.92669564	0.7726331	0.82737046	0.93018705	0.93350583	0.8463359
Kim/name	0.9172363	0.8857224	0.85367835	0.83447963	0.8167995	0.7927629	0.9546799	0.9294957	0.93256587	0.7993643	0.8335223	0.9536016	0.84655917	0.9180966	0.92828244	0.87783873	0.9429779	0.8729826	0.76479864	0.9447206	0.93848675	0.7677132	0.90729046	0.92225367	0.80639976	0.9234743	0.9120123	0.9052794	0.93799907	0.73909426	0.7631797	0.73705053	0.88977826	0.7806169	0.0	0.9369768	0.97361016	0.8721408	0.9447809	0.9047133	0.94109416	0.84489995	0.91252565	0.69002306	0.89081895	0.77756035	0.9673902	0.826239	0.7827883	0.8300318	0.78477013	0.7360172	0.79249066	0.88542783	0.914073	0.9303069	0.8194996	0.8250205	0.88268435	0.9395061	0.95043045	0.8589912	0.92133605	0.57944584	0.95790184	0.7970865	0.8869019	0.8599901	0.9672076	0.93907243	0.83867353	0.8557303	0.7516784	0.7448249	0.9080594	0.9326164	0.92875344	0.76908076	0.9118785	0.9171686	0.90872926	0.8937866	0.9407751	0.96781194	0.92685056	0.92727464	0.85434747	0.8149771	0.9320051	0.9122977	0.71046925	0.4980669	0.938206	0.9112933	0.7984713	0.8749136	0.8567908	0.93277836	0.8445586	0.8670206	0.9665706	0.9475479	0.86626184	0.91051334	0.9081555	0.8666852	0.9403339	0.8484647	0.91747284	0.7896444	0.74831986	0.92067486	0.8186338	0.9461273	0.71597654	0.9556335	0.92377627	0.9202344	0.71387637	0.7999346	0.9289373	0.8322657	0.8967576	0.8967105	0.85869753	0.77930427	0.7129191	0.92348856	0.8538586	0.7641846	0.9171739	0.7131411	0.905582	0.8374819	0.8082595	0.95183957	0.81236947	0.91979414	0.6741154	0.7426487	0.9140176	0.7848822	0.94923425	0.78061366	0.9372624	0.9191632	0.90755075	0.9629685	0.9324807	0.9363605	0.7623391	0.87226856	0.9207935	0.89189404	0.9296431	0.85105807	0.8652419	0.6085167	0.9633307	0.9102703	0.8198426	0.8393954	0.88615805	0.9561464	0.7731368
onderzoeker/noun	0.8678121	0.7965272	0.83162934	0.92366314	0.9114877	0.9280107	0.91306674	0.9139422	0.9008133	0.8825851	0.77761835	0.88696766	0.87859166	0.87333965	0.8659531	0.8364921	0.7367733	0.8759101	0.8100164	0.8166394	0.8879078	0.91410565	0.8650316	0.8775845	0.86533785	0.7375634	0.78588444	0.8972065	0.809801	0.8199191	0.8421601	0.9021527	0.6977049	0.88604784	0.9369768	0.0	0.83404094	0.7931317	0.86388814	0.7603263	0.7242102	0.89887744	0.89202386	0.88285446	0.90913385	0.8162864	0.84218466	0.8580033	0.89256114	0.92970693	0.9050429	0.8422199	0.8597664	0.8547774	0.8299103	0.9020441	0.90123206	0.93229157	0.92457503	0.8062775	0.8582063	0.90640056	0.877899	0.87075007	0.96437615	0.8758204	0.8148948	0.8743938	0.6369808	0.86398065	0.85257715	0.90504855	0.8894913	0.8562283	0.84842694	0.88233405	0.84826607	0.9314598	0.79108346	0.883569	0.89011306	0.8647965	0.7140324	0.8716596	0.85360444	0.78407747	0.8560897	0.83996296	0.8506856	0.866122	0.88376623	0.90092164	0.83840305	0.89749926	0.88052976	0.87769455	0.7897056	0.8081662	0.9042222	0.776212	0.81774026	0.8167128	0.9040827	0.8059696	0.8562662	0.87675273	0.874601	0.9008441	0.8587359	0.8336713	0.83598876	0.8178968	0.8256427	0.7742469	0.8991822	0.92352426	0.8549843	0.9016819	0.94319844	0.9447887	0.8540327	0.7546693	0.8712041	0.8019412	0.91279936	0.96690774	0.91180587	0.84300566	0.7642458	0.8066892	0.8539198	0.7728101	0.8975963	0.8522641	0.90732193	0.66464055	0.8231926	0.9344719	0.83036137	0.8433343	0.7906046	0.90486187	0.90666276	0.88768595	0.7638519	0.69151235	0.8330064	0.8330631	0.81174463	0.8224827	0.8662416	0.87101537	0.82776356	0.83520395	0.8234644	0.9199708	0.84102404	0.87118316	0.82215726	0.84666365	0.8214561	0.9098504	0.84085274	0.90467453	0.8736055
behoefte/noun	0.8591404	0.87009734	0.8316495	0.94528043	0.9121159	0.92373544	0.90231353	0.9180051	0.8896856	0.95279086	0.9499492	0.85089105	0.916452	0.86441606	0.9029309	0.8357414	0.7404357	0.904342	0.88557726	0.749645	0.89455205	0.9489871	0.9078237	0.90298617	0.91047466	0.7953002	0.8863223	0.92128545	0.76040286	0.9354918	0.9515074	0.94808316	0.78352076	0.9177225	0.97361016	0.83404094	0.0	0.8118356	0.78043664	0.89546233	0.8749322	0.9248001	0.9349561	0.9749378	0.9026645	0.89125127	0.8673748	0.9685967	0.9183183	0.9467814	0.960639	0.9359458	0.94303423	0.8830334	0.93257666	0.8242188	0.95571446	0.9013552	0.94920874	0.7272746	0.8708098	0.9821326	0.83675253	0.9372857	0.94162583	0.89352757	0.8277028	0.9095356	0.75585014	0.82404244	0.9396446	0.9381508	0.90619195	0.91513324	0.79745066	0.8123103	0.7482279	0.95750237	0.752274	0.84000564	0.8191272	0.87882215	0.77314734	0.8830076	0.8920063	0.7920242	0.8868352	0.94711137	0.7900145	0.83229166	0.9240214	0.9603518	0.8188125	0.89429003	0.9251035	0.9037428	0.9009645	0.7750129	0.91157335	0.84328616	0.9454514	0.7627902	0.9793907	0.8681791	0.8778464	0.81904	0.84511924	0.95797396	0.8473924	0.9249402	0.9558624	0.84617686	0.89188325	0.90737945	0.9561405	0.9222028	0.7439786	0.9162249	0.9880109	0.9944569	0.82966053	0.9408764	0.73715204	0.85455364	0.9401398	0.98820585	0.95308304	0.84610856	0.87210864	0.90712327	0.9074223	0.94196975	0.85529613	0.95177835	0.9570632	0.8740243	0.9149798	0.93466485	0.94930935	0.89192826	0.9328736	0.93552846	0.8632008	0.913285	0.79005283	0.8885783	0.89443165	0.7002039	0.9031172	0.80799824	0.91029465	0.90417427	0.8819324	0.8957097	0.8565552	0.9250555	0.94060564	0.9896332	0.8097316	0.8421127	0.87854034	0.93281347	0.89373374	0.93008053	0.92879343
geenszins/adv	0.8317877	0.81401217	0.77949005	0.83059084	0.84859496	0.87282866	0.8477963	0.89333665	0.8417809	0.8768036	0.80937296	0.8248401	0.8007708	0.8391644	0.8200345	0.7950032	0.7084521	0.7609353	0.82779115	0.74225503	0.84705627	0.9141886	0.8480797	0.7285494	0.85654986	0.5945912	0.79531586	0.82101655	0.66759604	0.8075968	0.87228	0.8884814	0.68976414	0.8879355	0.8721408	0.7931317	0.8118356	0.0	0.7960113	0.82183605	0.86381996	0.8397298	0.78565633	0.873112	0.830968	0.8224994	0.8478241	0.90082234	0.81699264	0.89150596	0.9026096	0.8673967	0.84684825	0.8451306	0.8782389	0.7592384	0.8929529	0.8805861	0.89656776	0.7706667	0.88247526	0.9058081	0.7487221	0.86215836	0.9311298	0.75705445	0.7495058	0.81459725	0.80551267	0.5912955	0.8341589	0.8798832	0.7722247	0.8461765	0.7074586	0.7602061	0.7303704	0.90361935	0.70752585	0.70604604	0.6976974	0.8740362	0.70086884	0.82106435	0.8428013	0.69921076	0.7969179	0.7910336	0.7712543	0.80565405	0.8451709	0.8644489	0.78608793	0.83588946	0.8332723	0.74348533	0.8220042	0.7057611	0.8243818	0.77505046	0.8916551	0.82411563	0.90769166	0.752523	0.75982225	0.6645768	0.7323653	0.9211666	0.8796371	0.82854843	0.870136	0.7620811	0.8328315	0.85618967	0.8798664	0.90337473	0.7567844	0.9035504	0.955394	0.9153763	0.8010193	0.85747033	0.7701835	0.7375921	0.8485697	0.9000453	0.85274243	0.76289946	0.7276683	0.8138318	0.84262407	0.8621281	0.787413	0.8431461	0.911626	0.8128368	0.8404399	0.91730535	0.8553685	0.7068033	0.8324497	0.8387544	0.88924193	0.8610966	0.7865661	0.77249455	0.7002217	0.8197941	0.8482828	0.7689685	0.8009009	0.83977056	0.7586699	0.81451344	0.8166959	0.894001	0.83211803	0.8964292	0.77960855	0.7847405	0.790485	0.8904333	0.77241504	0.89412564	0.8472276
je/pron	0.8212552	0.88717115	0.85716265	0.933824	0.7165946	0.8425939	0.706002	0.8535731	0.70796204	0.93856055	0.95870763	0.5239779	0.8243807	0.9594707	0.85997057	0.75069666	0.6588954	0.85936683	0.8437164	0.6896474	0.79640365	0.907797	0.7737838	0.8232099	0.97081995	0.76058036	0.70877844	0.9476084	0.5963714	0.87582016	0.896543	0.9357289	0.5860903	0.8953855	0.9447809	0.86388814	0.78043664	0.7960113	0.0	0.88038963	0.9508544	0.91923594	0.9017237	0.9436545	0.68996036	0.8225641	0.87400424	0.96233004	0.8689842	0.95434606	0.9388115	0.9083123	0.87077695	0.914358	0.95978206	0.6796641	0.9245004	0.90730405	0.8742175	0.83543956	0.8574058	0.9684123	0.44395483	0.92104614	0.7659396	0.8290544	0.3177796	0.6935056	0.8492167	0.52603126	0.91714597	0.92162514	0.88066417	0.8515898	0.83464605	0.44248664	0.7045574	0.91876096	0.6879432	0.4843676	0.52907443	0.921105	0.41889662	0.8486868	0.8483596	0.8445381	0.5965685	0.95280313	0.7761098	0.8675599	0.85455215	0.90142083	0.7259847	0.8745264	0.91140103	0.72098124	0.9176063	0.8499402	0.9454002	0.87451994	0.92662513	0.56414425	0.96744937	0.82250124	0.87456155	0.6959052	0.5554898	0.9293332	0.8321745	0.841306	0.9227005	0.7936549	0.7955949	0.8832427	0.95323515	0.8104519	0.76790464	0.91329986	0.98147786	0.9657369	0.7806512	0.9616339	0.86968887	0.629014	0.7901071	0.9497776	0.88448614	0.6728014	0.5178753	0.8688194	0.86521125	0.9021288	0.91905713	0.89963	0.9725104	0.9302913	0.88699067	0.8262884	0.9174186	0.8286911	0.9424388	0.86580145	0.8365613	0.85122633	0.890227	0.9523017	0.8356929	0.9067582	0.8285853	0.7786878	0.8336682	0.8332161	0.85761756	0.90638256	0.66146606	0.95887303	0.92725563	0.9863287	0.8364469	0.6840148	0.8532668	0.8992253	0.6090553	0.9537119	0.87383306
jury/noun	0.87525356	0.8667994	0.7900372	0.90622187	0.88073105	0.88897246	0.9247354	0.91172594	0.8809419	0.85313416	0.7830745	0.90477747	0.81327784	0.9264284	0.885729	0.8644433	0.8373932	0.81565785	0.8182869	0.84649193	0.8951146	0.8823476	0.9056911	0.88808024	0.9173452	0.80547816	0.8246628	0.85083747	0.8359921	0.84058845	0.8534091	0.91958475	0.7182672	0.8107036	0.9047133	0.7603263	0.89546233	0.82183605	0.88038963	0.0	0.81954443	0.8561884	0.80895495	0.9050561	0.8923787	0.86136043	0.9126405	0.8781692	0.8845394	0.93387675	0.8929805	0.84657353	0.8760142	0.7403834	0.85579723	0.8747733	0.93355554	0.91122514	0.89172035	0.8600279	0.910484	0.900641	0.86212194	0.84520656	0.9525666	0.8768224	0.80997795	0.8806369	0.8896059	0.85887134	0.8594392	0.86945444	0.8473478	0.87264204	0.87032247	0.88748324	0.8136054	0.90824854	0.8555584	0.8612954	0.87145257	0.9198917	0.7927029	0.891642	0.8108708	0.7905804	0.8108715	0.8304006	0.87575567	0.8993639	0.862162	0.9006061	0.8188191	0.91957766	0.87871176	0.87262	0.7756282	0.8517817	0.8771291	0.78264445	0.8958572	0.88769764	0.8920225	0.79156613	0.809587	0.8423532	0.8966609	0.92037946	0.89519405	0.8469119	0.8625584	0.861088	0.83446753	0.81099	0.7466664	0.9515218	0.91303	0.9082074	0.959159	0.92964005	0.86942303	0.82551783	0.8045641	0.8008525	0.9104822	0.93226075	0.8951695	0.7962449	0.76020217	0.7902783	0.8413855	0.82577646	0.8219924	0.8166103	0.89400506	0.6227188	0.84448314	0.9202504	0.87182224	0.8557473	0.85434145	0.8590681	0.91880345	0.83948475	0.8130164	0.8271376	0.86229444	0.9022476	0.8234868	0.8579325	0.8319285	0.84680885	0.85052854	0.87334234	0.8560375	0.9442688	0.84701246	0.9104519	0.9006315	0.7887163	0.7909894	0.86703634	0.7654008	0.8724229	0.8870528
