	om_kade_ring/noun	bijzonder/adj	commentaar/noun	hoe/adj	onnavolgbaar/adj	toneelstuk/noun	variatie/noun	min/adj	reactie/noun	behoorlijk/adj	waanzinnig/adj	combinatie/noun	film_DIM/noun	presentator/noun	Rowan/name	ook/adv	passage/noun	speel_film_debuut/noun	gesprekspartner/noun	zelfs/adv	stuk/noun	antwoord/noun	zeer/adv	anekdote/noun	onwaarschijnlijk/adj	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	buitengewoon/adj	zo/adv	oneliner/noun	aflevering/noun	typering/noun	onbedaarlijk/adj	moment/noun	script/noun	sketch/noun	vondst/noun	debuut/noun	uitval/noun	werk_DIM/noun	trailer/noun	en/vg	cynisme/noun	draai/noun	genoeg/adv	erg/adj	lied/noun	contrasteer/adj	ze/pron	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	man/noun	zelden/adj	weerzinwekkend/adj	gedicht/noun	heerlijk/adj	manier/noun	verslag/noun	opmerking/noun	performance/noun	film/noun	duivel_DIM/noun	The/name	bedoeld/adj	toch/adv	verhaal/noun	zo/adj	aankondiging/noun	echt/adj	onweerstaanbaar/adj	heel/adj	mix/noun	scène/noun	soms/adv	vooral/adv	bloes_DIM/noun	vooruitzicht/noun	mengeling/noun	nogal/adv	af/adv	ongelooflijk/adj	voorstelling/noun	gezicht/noun	Self/name	geweldig/adj	Risseeuw/name	aria/noun	even/adv	plaat/noun	rol/noun	gewoon/adj	dat/det	Hot/name	voordracht/noun	ongekend/adj	dandy/noun	lady/noun	musical/noun	heel/adv	hij/pron	kwartet/noun	even/adj	rap/noun	effect/noun	bijdrage/noun	cast/noun	portret/noun	boek/noun	vaak/adj	vers/noun	opvallend/adj	vervolg/noun	wat/pron	beeld/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	beschrijving/noun	dialoog/noun	roman/noun	stoutmoedig/adj	karikatuur/noun	satire/noun	of/vg	actie_film/noun
heel/adj	0.8708526	0.69883215	0.86812097	0.7627178	0.8299962	0.850465	0.7812973	0.78995913	0.8700663	0.72730625	0.74732447	0.8330794	0.81166065	0.8530005	0.9377564	0.77861595	0.80446523	0.9380574	0.8584968	0.7880483	0.74481046	0.8646759	0.69852257	0.789609	0.7924769	0.80592906	0.8742691	0.8764073	0.8407354	0.7441442	0.69862354	0.8339032	0.85474914	0.83455163	0.86997116	0.83081585	0.8190362	0.8062085	0.8065456	0.8780173	0.8819499	0.8221022	0.8962633	0.725069	0.84681785	0.827033	0.7433641	0.70476747	0.8126006	0.84610057	0.7342862	0.8813029	0.87602854	0.82338345	0.83729446	0.85507065	0.7911924	0.86013246	0.8382234	0.76322746	0.8084866	0.875747	0.8548749	0.81243086	0.8236067	0.89387095	0.91879034	0.81267583	0.747289	0.7929665	0.7566305	0.8640363	0.77590567	0.8056563	0.0	0.80799484	0.78157425	0.7053522	0.7720103	0.87531316	0.8658458	0.81049645	0.75356513	0.78794336	0.69554335	0.78041345	0.8180555	0.9256901	0.7374402	0.921525	0.83997416	0.752115	0.8020227	0.8982509	0.71714544	0.7884731	0.8940506	0.863737	0.792897	0.9143509	0.91068053	0.8499494	0.5826224	0.7979514	0.8419532	0.7648284	0.82670546	0.88664436	0.86838794	0.84748876	0.83405256	0.8223015	0.769889	0.8271426	0.8096717	0.8340489	0.8508745	0.80071664	0.80926186	0.7532958	0.8147678	0.76396614	0.78854424	0.7924406	0.8072137	0.84237933	0.9007445	0.8348385	0.8289948	0.80955386	0.8527692
mix/noun	0.77831906	0.66096044	0.8321811	0.8092096	0.69343394	0.7372227	0.5991006	0.7512016	0.8745544	0.75836736	0.7036174	0.40551525	0.6970298	0.78091294	0.89175224	0.7462244	0.73024356	0.831504	0.82431597	0.77362406	0.72213936	0.86155695	0.6840338	0.6939631	0.74671596	0.8047641	0.8218497	0.86943775	0.78131056	0.6929052	0.746949	0.7624771	0.7823656	0.79072857	0.8709168	0.8235601	0.741527	0.69029975	0.73624706	0.71173227	0.871602	0.7735349	0.8984332	0.5634668	0.7582582	0.73948145	0.73180455	0.7502003	0.66758645	0.74762	0.8613251	0.8118434	0.79515094	0.67361426	0.623863	0.8803536	0.7067653	0.8358616	0.7243203	0.6390232	0.6890987	0.8256037	0.8524895	0.6570995	0.62626576	0.90887773	0.7467135	0.717172	0.801644	0.67284214	0.79946935	0.86390185	0.7441209	0.6430103	0.80799484	0.0	0.6742498	0.65890634	0.6524297	0.8771216	0.8759292	0.37857807	0.72085214	0.78663975	0.6909112	0.6199701	0.8156011	0.8878011	0.7113248	0.94172215	0.7534136	0.6634466	0.6466486	0.8303605	0.83070785	0.8438486	0.81877273	0.7490883	0.7203357	0.8634206	0.81267715	0.6398239	0.68724376	0.8826421	0.71595854	0.8285166	0.6091818	0.7707505	0.81290185	0.6976304	0.71601975	0.73284125	0.73637164	0.7400876	0.72018516	0.79693496	0.86801183	0.6755044	0.717813	0.62299776	0.76852643	0.73340464	0.7875485	0.7085899	0.656662	0.69644547	0.9184897	0.78589773	0.65313494	0.716617	0.71643794
scène/noun	0.8887249	0.6997098	0.7608359	0.7302798	0.67129254	0.5936481	0.65054023	0.78814054	0.82133126	0.7727709	0.69529736	0.7072127	0.5580651	0.7616655	0.86019886	0.80166936	0.5060061	0.76050305	0.819638	0.7230822	0.6755338	0.8368765	0.725317	0.56845474	0.69255507	0.83527726	0.7627921	0.815817	0.7114331	0.70458007	0.70168924	0.6917808	0.6806866	0.7450009	0.83701384	0.7128384	0.64148843	0.5646408	0.6717039	0.73752284	0.8545767	0.73031837	0.8346967	0.68903565	0.76404494	0.7674714	0.7752845	0.74301517	0.6278986	0.7753832	0.7738277	0.8172095	0.7273061	0.62072456	0.7147311	0.81159556	0.67057544	0.74067104	0.6126426	0.73409325	0.68959916	0.7501448	0.75279075	0.6673369	0.46024758	0.8879462	0.73922896	0.7063298	0.7927643	0.450929	0.7436975	0.8408214	0.7718987	0.6594385	0.78157425	0.6742498	0.0	0.5394727	0.76118743	0.8618005	0.88307524	0.67844474	0.6616262	0.7253827	0.6928657	0.5221231	0.7455063	0.8839692	0.75119805	0.9321556	0.6348395	0.62019813	0.6769123	0.77214164	0.8290987	0.8133304	0.85511065	0.7788328	0.77903557	0.8361477	0.7964858	0.6314634	0.71629393	0.77768046	0.7304885	0.77738845	0.7125187	0.7864285	0.86727035	0.6576412	0.58087957	0.6566945	0.6427479	0.6625442	0.7620501	0.7668667	0.81673694	0.5038313	0.64215046	0.6251875	0.6031088	0.82924336	0.8082833	0.5645951	0.5731067	0.57592463	0.8942746	0.7093078	0.63179815	0.7742854	0.6222005
soms/adv	0.86401516	0.5959234	0.7249682	0.59668154	0.65188354	0.7531989	0.64958155	0.6370408	0.7129133	0.5693169	0.6186851	0.6243789	0.6773138	0.74222004	0.8748452	0.6659148	0.56472266	0.85831374	0.7396657	0.5157347	0.68221056	0.7786935	0.5759927	0.61379266	0.67130214	0.877978	0.7392741	0.81608415	0.6894734	0.58737135	0.5204554	0.6800386	0.8207734	0.71744597	0.7558225	0.6725825	0.71596706	0.6890557	0.68399864	0.7756076	0.7627388	0.7138796	0.87822825	0.5688001	0.63809454	0.71861005	0.6152456	0.5213104	0.6822939	0.75895214	0.5763466	0.69996476	0.79318345	0.60362923	0.6961417	0.73869354	0.5418462	0.73778534	0.68429005	0.6252954	0.6313257	0.7780357	0.61990917	0.7267077	0.6905643	0.8850599	0.8834848	0.6772804	0.5599884	0.56769115	0.5517212	0.8111482	0.6280079	0.6234062	0.7053522	0.65890634	0.5394727	0.0	0.6667652	0.8551077	0.8303361	0.60733104	0.406399	0.45598918	0.54069686	0.6731646	0.6255193	0.89409	0.68445015	0.9101909	0.7034209	0.5068428	0.7261058	0.8354222	0.6594254	0.6513168	0.86886287	0.76343596	0.7031884	0.84185493	0.839321	0.79439545	0.5066197	0.64837104	0.7544476	0.60091305	0.6801091	0.7304748	0.86030674	0.75081044	0.7069473	0.7393284	0.31621748	0.6908574	0.6990763	0.7529368	0.72421205	0.604242	0.60629916	0.5951159	0.66213644	0.5899364	0.7572682	0.6028348	0.6383048	0.695727	0.87724465	0.70032334	0.648522	0.6228494	0.7242633
vooral/adv	0.7737932	0.5847567	0.8238667	0.76351976	0.7714652	0.8192484	0.69452894	0.6152084	0.7532574	0.65376186	0.7393596	0.634179	0.7776172	0.7806512	0.89285874	0.5374422	0.7567495	0.85880154	0.7657224	0.74538183	0.79277337	0.8661553	0.6041807	0.7633183	0.76210356	0.80594385	0.8312074	0.8741244	0.74545	0.6218423	0.74476916	0.7972727	0.8638606	0.7938463	0.8651215	0.8406195	0.80585456	0.809472	0.7657679	0.8091383	0.7633596	0.80176324	0.9090597	0.5578284	0.74292207	0.7882437	0.751679	0.6267228	0.7811152	0.82531095	0.7989752	0.7180829	0.80927515	0.74907845	0.73234063	0.8693303	0.6858523	0.81997	0.82312894	0.7742959	0.7308983	0.86792445	0.77102274	0.75457746	0.7299558	0.907375	0.87240106	0.6886485	0.73526895	0.7720215	0.76250374	0.81172836	0.69943035	0.74409294	0.7720103	0.6524297	0.76118743	0.6667652	0.0	0.91338235	0.739709	0.647948	0.6217967	0.77984124	0.6766212	0.77038294	0.8283741	0.91608787	0.67566705	0.88871694	0.8210032	0.7366723	0.79876935	0.7760322	0.7960794	0.77689683	0.8591614	0.79153854	0.668581	0.84312654	0.8525781	0.78676236	0.63834614	0.8034763	0.784475	0.83183706	0.7618722	0.69320047	0.7627834	0.764147	0.77433383	0.7899469	0.59085774	0.7874812	0.66492045	0.79712284	0.78578115	0.7860245	0.7635369	0.7071724	0.74363154	0.562799	0.80729663	0.7573563	0.72291124	0.78889436	0.8839724	0.7891302	0.7725454	0.7316196	0.7940099
bloes_DIM/noun	0.9467344	0.92163	0.9505887	0.9155952	0.8860609	0.9263836	0.89060557	0.9060927	0.9623487	0.90343845	0.8861931	0.873675	0.86834353	0.91590166	0.9768991	0.91536003	0.9056039	0.9748946	0.93448526	0.88991284	0.8719394	0.9535219	0.8967207	0.89130366	0.90720344	0.9437254	0.9371015	0.94801164	0.9221236	0.93539864	0.8494011	0.8888911	0.92769814	0.90806794	0.9264523	0.9492149	0.9245412	0.89106023	0.9247269	0.939976	0.9305841	0.8516054	0.92268175	0.8068725	0.9378263	0.889118	0.9084756	0.87456304	0.90913665	0.8168023	0.84624726	0.93803537	0.92807955	0.9185401	0.84813446	0.85064834	0.92200565	0.9410418	0.905413	0.8503729	0.90842193	0.94942576	0.9338804	0.932641	0.9047177	0.9352155	0.97046256	0.92356825	0.88520986	0.9049304	0.8924928	0.952876	0.917991	0.8836839	0.87531316	0.8771216	0.8618005	0.8551077	0.91338235	0.0	0.94245774	0.90328145	0.88945377	0.893708	0.9072066	0.9190667	0.7849886	0.9727524	0.9139055	0.95884556	0.92866826	0.9005138	0.8683563	0.96502906	0.8512004	0.93272007	0.93398637	0.9365114	0.9430973	0.8809012	0.9110107	0.90866876	0.8478473	0.9085221	0.92000157	0.8722988	0.88022107	0.96564645	0.9677691	0.9424657	0.8859839	0.9211565	0.9075833	0.90454704	0.8077503	0.94565177	0.93307614	0.8964685	0.92292607	0.8535811	0.9133008	0.90105736	0.875669	0.9236179	0.9169602	0.9285924	0.9505292	0.9314924	0.9122693	0.8346678	0.91016614
vooruitzicht/noun	0.849313	0.7892002	0.88195217	0.87449783	0.9162935	0.9190872	0.88351214	0.7255502	0.82780623	0.77250606	0.86348045	0.8260695	0.9012489	0.9101589	0.9560238	0.8377594	0.855798	0.92289025	0.86343575	0.77876645	0.86082107	0.86353254	0.7318441	0.8902718	0.8236464	0.85843635	0.91977304	0.8813667	0.8858257	0.76560944	0.8054193	0.8873125	0.9009733	0.9156185	0.9384686	0.8494777	0.8951904	0.91957754	0.8645095	0.8431366	0.87177503	0.91417897	0.95926315	0.81234425	0.87933856	0.84809285	0.851147	0.7686696	0.90715206	0.94451374	0.90156686	0.88216805	0.8828357	0.84915566	0.86507195	0.9501233	0.8660387	0.92423195	0.91068995	0.8802477	0.88748777	0.8803805	0.8890952	0.90265244	0.8936986	0.9460718	0.95402294	0.81931293	0.7833053	0.88124275	0.8370577	0.74106103	0.8503751	0.9031466	0.8658458	0.8759292	0.88307524	0.8303361	0.739709	0.94245774	0.0	0.8798862	0.81675386	0.8598964	0.8768767	0.88628554	0.8867305	0.98337495	0.88236	0.91910917	0.93237936	0.833724	0.8953941	0.8856258	0.90454584	0.836962	0.92313725	0.9035369	0.75888115	0.9450064	0.93440753	0.9184351	0.8152267	0.8964475	0.89051855	0.871142	0.9245108	0.6985935	0.7934141	0.8738823	0.9060604	0.9080167	0.8611798	0.8926863	0.8444284	0.770761	0.9124428	0.83838177	0.8775576	0.8570656	0.87060785	0.8363692	0.90697366	0.86710054	0.8640815	0.8996579	0.91169316	0.9255285	0.89722276	0.86300504	0.8842761
mengeling/noun	0.8504944	0.6857163	0.81121886	0.79147553	0.68582344	0.72802055	0.632478	0.7721802	0.81361234	0.77356064	0.69590735	0.4649915	0.7594862	0.78583354	0.8975191	0.77703786	0.7039013	0.8696321	0.80427784	0.73987347	0.75300586	0.8704037	0.7093179	0.6783551	0.72173464	0.8431044	0.7748905	0.8829943	0.71135676	0.69196016	0.7699962	0.7623538	0.8212428	0.77339876	0.86195755	0.8183844	0.7753344	0.7260598	0.73242664	0.7652321	0.8719224	0.79534596	0.90746886	0.561229	0.67717075	0.77214414	0.7609997	0.7628628	0.66576016	0.770053	0.8450023	0.7169242	0.8015071	0.6867503	0.6534835	0.8688365	0.6765465	0.8029194	0.7188454	0.63025093	0.71769136	0.80428517	0.79002076	0.70652395	0.65342915	0.9192147	0.79755825	0.7342601	0.7960249	0.6568036	0.793481	0.8605205	0.76411974	0.64934564	0.81049645	0.37857807	0.67844474	0.60733104	0.647948	0.90328145	0.8798862	0.0	0.68689245	0.776599	0.673288	0.6697366	0.7475294	0.9031954	0.72743165	0.94144917	0.7709852	0.6614969	0.73093057	0.8421796	0.84297025	0.84313864	0.840263	0.76206416	0.69795954	0.8327515	0.8251797	0.70294315	0.72180074	0.842147	0.7602721	0.81891584	0.66729075	0.80361605	0.84520954	0.7432009	0.70761	0.7413174	0.70288336	0.7183749	0.7188629	0.80494606	0.8661003	0.6797985	0.7060449	0.62603635	0.7570889	0.7211351	0.80959165	0.6877736	0.6872157	0.6763658	0.9020229	0.76670396	0.65062785	0.7086201	0.7652248
nogal/adv	0.8279298	0.58284867	0.725706	0.6972405	0.7301438	0.78872764	0.71448326	0.5880462	0.6558119	0.49614078	0.7252154	0.7089137	0.7418482	0.7876269	0.9033967	0.662727	0.650622	0.8727998	0.7651919	0.6573657	0.7294041	0.77701664	0.5129454	0.70729816	0.7007952	0.8689966	0.773899	0.8458947	0.7719123	0.58509624	0.5744272	0.7263018	0.84844375	0.76113105	0.8340139	0.79524875	0.7463786	0.7645745	0.7436364	0.8052455	0.78360647	0.77912927	0.90035766	0.6984601	0.71980953	0.7556089	0.67923534	0.46409857	0.77787375	0.7906288	0.7503549	0.7430688	0.82727957	0.67645323	0.70670366	0.8260818	0.6414858	0.7958304	0.7744521	0.765534	0.7031929	0.82161784	0.6195663	0.7894378	0.7246486	0.9256554	0.87300384	0.69393164	0.6177833	0.6727011	0.60444	0.7901939	0.7326694	0.7293206	0.75356513	0.72085214	0.6616262	0.406399	0.6217967	0.88945377	0.81675386	0.68689245	0.0	0.6824961	0.64874196	0.7487469	0.7380203	0.9084554	0.7471092	0.90397406	0.7937169	0.58309925	0.78074217	0.8176292	0.7817944	0.6874021	0.87896323	0.81466335	0.7486832	0.82774055	0.85014045	0.81432074	0.49794358	0.76745737	0.79376185	0.7375328	0.75141776	0.7823453	0.85416085	0.7705595	0.7682406	0.7740727	0.4737271	0.75594443	0.6634265	0.7511281	0.7721509	0.70863634	0.6950748	0.69139624	0.73442614	0.566491	0.81005865	0.6836125	0.70680285	0.7448425	0.8926417	0.71219766	0.69024134	0.7523516	0.7167735
af/adv	0.92889863	0.80328035	0.8443345	0.80569744	0.7923263	0.84685385	0.7772343	0.7960875	0.86638045	0.7038638	0.7573457	0.77923083	0.77156514	0.777681	0.9110039	0.73962784	0.7305582	0.9301058	0.8107683	0.6298339	0.7704846	0.8841245	0.8084209	0.75745714	0.8023774	0.9354815	0.82078767	0.86485153	0.85391116	0.8091166	0.74261326	0.7638154	0.85111415	0.8022077	0.78371584	0.75004405	0.8125276	0.7863834	0.8177928	0.8431647	0.836545	0.80599403	0.8796281	0.64280534	0.78779197	0.8154211	0.7919125	0.7478117	0.7752675	0.8721036	0.6032863	0.82734454	0.8441377	0.8157594	0.8231591	0.77479994	0.64502287	0.8617107	0.8228566	0.6356789	0.8162252	0.8876153	0.7735338	0.81894344	0.8284017	0.8829802	0.9038236	0.8299538	0.66217446	0.7915573	0.7858937	0.8563128	0.7323086	0.73998535	0.78794336	0.78663975	0.7253827	0.45598918	0.77984124	0.893708	0.8598964	0.776599	0.6824961	0.0	0.7133305	0.8032291	0.698236	0.9203708	0.7558857	0.92603016	0.80354655	0.6869953	0.78981113	0.8953249	0.6745404	0.8191907	0.88144416	0.83872205	0.8352046	0.9022392	0.8964113	0.8335852	0.71754867	0.65382373	0.80159736	0.53269696	0.7824935	0.860998	0.9235541	0.8092146	0.8534174	0.8672261	0.6070503	0.7870506	0.7972566	0.84545314	0.8331575	0.798254	0.80901206	0.6809036	0.8384357	0.7283548	0.73146516	0.79704446	0.78942937	0.8495563	0.9110823	0.81469846	0.8005755	0.66851294	0.84011626
ongelooflijk/adj	0.8725078	0.5600344	0.8335387	0.67999756	0.67998904	0.8114674	0.70057774	0.7012501	0.8001148	0.593537	0.5792348	0.6874943	0.76352346	0.79463345	0.89183736	0.72463036	0.73830974	0.8875804	0.81693375	0.70070386	0.76857233	0.8452423	0.6278664	0.7076669	0.58969444	0.8812519	0.8372398	0.89644235	0.79237354	0.56759787	0.5906382	0.7677671	0.87633866	0.7983789	0.8138314	0.7592858	0.7557078	0.7723765	0.7302881	0.7797397	0.84403545	0.7979608	0.9101685	0.6478611	0.7406664	0.7751536	0.666446	0.565265	0.7588186	0.8184843	0.69232404	0.77258134	0.81838346	0.73480475	0.80049455	0.8143619	0.66785544	0.781994	0.78758824	0.648567	0.7287994	0.853407	0.75826776	0.7760831	0.7244415	0.891006	0.8888821	0.76293707	0.61796975	0.69474506	0.6125145	0.85316956	0.59327364	0.65486944	0.69554335	0.6909112	0.6928657	0.54069686	0.6766212	0.9072066	0.8768767	0.673288	0.64874196	0.7133305	0.0	0.7483196	0.75460255	0.9178388	0.45818424	0.931326	0.77346414	0.62271833	0.7517621	0.87580603	0.7037673	0.7115055	0.8908374	0.8180424	0.6085706	0.8580407	0.8389876	0.7988942	0.5089113	0.7192925	0.76744115	0.72607344	0.7525177	0.8334912	0.8791536	0.77678216	0.7919811	0.79454446	0.68375766	0.7769908	0.7385379	0.8172828	0.766925	0.7350989	0.74713254	0.7030324	0.75920033	0.5939238	0.76869977	0.74567753	0.72707397	0.7861074	0.90790814	0.78627306	0.7648974	0.79270184	0.78445923
voorstelling/noun	0.82640046	0.7041348	0.8068658	0.8279339	0.70035815	0.5227567	0.6797335	0.8088411	0.8773811	0.81406724	0.75431246	0.7142494	0.613006	0.7695206	0.8951868	0.77203554	0.6582928	0.77187335	0.8446099	0.7872278	0.6636818	0.87084365	0.737489	0.6975306	0.7921458	0.8160575	0.805224	0.7860689	0.81359804	0.7351745	0.7692739	0.7790673	0.68094385	0.8095629	0.86062014	0.7852986	0.67997485	0.60642695	0.7428242	0.70891	0.9001989	0.7230338	0.87358224	0.7141896	0.8149964	0.8014748	0.8125638	0.7786255	0.6345372	0.79721886	0.8573159	0.85885787	0.7794117	0.7037792	0.76734537	0.9221152	0.7202641	0.8527937	0.6516865	0.7416118	0.7490808	0.7717242	0.8148599	0.56953716	0.45746005	0.88733894	0.73674524	0.728925	0.82599443	0.5813718	0.7961982	0.8271872	0.8093206	0.71384656	0.78041345	0.6199701	0.5221231	0.6731646	0.77038294	0.9190667	0.88628554	0.6697366	0.7487469	0.8032291	0.7483196	0.0	0.8209977	0.8513206	0.7716054	0.9405649	0.6963066	0.70401585	0.68354475	0.8390226	0.8558189	0.8482417	0.8456403	0.6713234	0.7874844	0.88601047	0.84381044	0.46138674	0.7404722	0.8546575	0.692815	0.8298148	0.72225666	0.8435259	0.8311689	0.64385843	0.6848835	0.6706939	0.7419891	0.73313564	0.7523592	0.8080414	0.87482107	0.6308674	0.7496688	0.641873	0.73761255	0.8358629	0.7809109	0.6840453	0.67064035	0.6270397	0.9113413	0.77166516	0.71281356	0.8167919	0.70636755
gezicht/noun	0.92484504	0.78278404	0.86045694	0.7697935	0.803117	0.87339586	0.8076669	0.79732525	0.8491427	0.782126	0.7761198	0.8099865	0.7915432	0.79410446	0.9149654	0.8523504	0.7982204	0.91722214	0.8166811	0.75487494	0.79067045	0.87244207	0.7743673	0.7685007	0.81112885	0.9298811	0.87966514	0.92466146	0.7935351	0.7927455	0.7193429	0.78923965	0.88388854	0.8166181	0.791299	0.8543254	0.84156203	0.8550523	0.8185059	0.870187	0.88348055	0.8228788	0.9069042	0.69649076	0.7928376	0.8313122	0.8114975	0.7237295	0.8089553	0.83013606	0.6887859	0.80902356	0.85108846	0.8046637	0.79863733	0.7142829	0.749709	0.84387195	0.8248213	0.77649456	0.80702263	0.9079925	0.76347506	0.8555839	0.8342451	0.9005469	0.9515894	0.82825744	0.75637186	0.7701865	0.7400547	0.8861802	0.79467183	0.7594011	0.8180555	0.8156011	0.7455063	0.6255193	0.8283741	0.7849886	0.8867305	0.7475294	0.7380203	0.698236	0.75460255	0.8209977	0.0	0.9497781	0.82837534	0.96552414	0.8645873	0.7008221	0.8006236	0.91083103	0.80944014	0.85716623	0.89783806	0.90464455	0.8520843	0.846843	0.8655417	0.8801126	0.7262857	0.731612	0.86567444	0.73252285	0.84753096	0.88498515	0.9394388	0.83468425	0.7207467	0.8565619	0.75201815	0.8019713	0.7411174	0.8794263	0.8501897	0.6905579	0.80940956	0.7219908	0.78401685	0.83567804	0.8053088	0.78285193	0.8455698	0.83916765	0.9332641	0.79619455	0.8232296	0.7633141	0.8589463
Self/name	0.9495995	0.91920555	0.9127395	0.9184138	0.87308824	0.8643043	0.89384305	0.92539555	0.95180196	0.9276793	0.9058361	0.924338	0.89896995	0.8854991	0.94446254	0.9126585	0.8971842	0.93718493	0.95485955	0.93552655	0.8923939	0.9390117	0.92809397	0.9033363	0.8942877	0.91969985	0.87695724	0.9260303	0.93887746	0.93354	0.91030586	0.92149794	0.88788825	0.89449877	0.9399717	0.9577035	0.88475686	0.86323273	0.93994546	0.88622683	0.9498792	0.9145363	0.9407622	0.8959835	0.91622114	0.9451342	0.94025105	0.9391898	0.86300045	0.9133638	0.911454	0.9384114	0.91522914	0.9173659	0.92732465	0.94273096	0.89276654	0.916095	0.86112714	0.8842246	0.9299962	0.8977413	0.94132334	0.85836625	0.8578056	0.96235985	0.8140279	0.9271858	0.9402965	0.87256646	0.9419081	0.9383929	0.90912324	0.90201145	0.9256901	0.8878011	0.8839692	0.89409	0.91608787	0.9727524	0.98337495	0.9031954	0.9084554	0.9203708	0.9178388	0.8513206	0.9497781	0.0	0.8999881	0.9405022	0.86620194	0.8959351	0.87498057	0.9421227	0.93174756	0.9202942	0.89042675	0.9165192	0.95750296	0.9293123	0.9218414	0.85968834	0.93157375	0.8998529	0.8965688	0.9115803	0.89499825	0.9532155	0.9364737	0.86794066	0.87936074	0.8140739	0.89913857	0.9050673	0.93361723	0.9398069	0.9180125	0.8905101	0.90305126	0.8772715	0.92627525	0.93846154	0.9046985	0.8829545	0.889107	0.8481078	0.94965506	0.91514325	0.8740624	0.90957326	0.93198156
geweldig/adj	0.8654922	0.6583668	0.8747836	0.7974565	0.7068206	0.8160721	0.7187336	0.8011673	0.8799702	0.6507591	0.6306442	0.7220489	0.77987236	0.77789843	0.8976122	0.73696613	0.7982805	0.90215683	0.85456777	0.7685264	0.83460534	0.89974606	0.7804452	0.76583254	0.6751499	0.8719326	0.84995985	0.916211	0.82960504	0.71380514	0.7636452	0.7794911	0.861709	0.8157098	0.8279144	0.810613	0.7895225	0.7609392	0.7813477	0.7823105	0.88729715	0.8543174	0.90707743	0.6951342	0.7858433	0.80373865	0.8071362	0.7523281	0.7540412	0.8386026	0.7582358	0.81136996	0.8137897	0.84408695	0.8435527	0.86270475	0.707499	0.823544	0.8304703	0.6373818	0.82721514	0.885819	0.853569	0.7710036	0.77235246	0.893858	0.82444596	0.7696758	0.7124002	0.78073096	0.7712984	0.8527203	0.62016577	0.66729665	0.7374402	0.7113248	0.75119805	0.68445015	0.67566705	0.9139055	0.88236	0.72743165	0.7471092	0.7558857	0.45818424	0.7716054	0.82837534	0.8999881	0.0	0.92454386	0.7922482	0.7626223	0.77552843	0.8741393	0.7818102	0.7564825	0.8495624	0.846057	0.6469536	0.8973365	0.85169125	0.7758719	0.70438427	0.75506663	0.7638027	0.79290885	0.7790111	0.84184676	0.8743677	0.7666604	0.83109665	0.83467567	0.77303356	0.81529784	0.74527913	0.84113985	0.8024614	0.8202922	0.82204914	0.7151589	0.83906215	0.70366466	0.7670131	0.79901874	0.7794896	0.8312758	0.8907369	0.8225914	0.79167086	0.81868273	0.8083999
Risseeuw/name	0.9202738	0.8965876	0.90561825	0.8914355	0.9258823	0.96387523	0.9293901	0.911623	0.906028	0.90058976	0.91089296	0.91083723	0.9268956	0.90964437	0.9369297	0.8626329	0.9179965	0.9704286	0.86837614	0.9306381	0.9435649	0.90342975	0.893438	0.9213785	0.93062687	0.9177831	0.9248298	0.88565767	0.94879603	0.87207025	0.8729807	0.9139529	0.9563484	0.9366357	0.9572748	0.9061272	0.93053985	0.9494125	0.9186236	0.94267255	0.9064322	0.9328498	0.9663977	0.91183215	0.91087186	0.92816633	0.90160656	0.91858006	0.9488825	0.92809683	0.86242545	0.9328151	0.9418095	0.9027583	0.9378354	0.93550307	0.90870905	0.9501056	0.94628054	0.94628	0.90347254	0.90108025	0.890664	0.9351868	0.95185757	0.96460354	0.97526807	0.9289084	0.8906799	0.93585664	0.9395705	0.874741	0.9282093	0.93728995	0.921525	0.94172215	0.9321556	0.9101909	0.88871694	0.95884556	0.91910917	0.94144917	0.90397406	0.92603016	0.931326	0.9405649	0.96552414	0.9405022	0.92454386	0.0	0.9261309	0.9165326	0.9605198	0.9267662	0.9148484	0.86242306	0.95114523	0.89399034	0.9133917	0.93003577	0.92921466	0.9599733	0.87958205	0.8154346	0.93020654	0.89373004	0.936129	0.9385812	0.928795	0.9310788	0.9506434	0.94079334	0.8958533	0.942271	0.9337806	0.9324558	0.8846207	0.9408575	0.91152185	0.9137802	0.8771791	0.8993121	0.93264234	0.92346454	0.9306489	0.94980055	0.92816305	0.93588823	0.93801636	0.9359031	0.95821136
