	ketting/noun	immers/adv	langzaam/adj	deur/noun	alsof/comp	Claeys/name	dan/adv	touw_DIM/noun	leverancier/noun	nog/adv	Ruth/name	wielertoeristen/noun	onderaan/adv	onhandig/adj	alles/noun	pyjama/noun	beneden/adv	alweer/adv	wetswijziging/noun	poot_DIM/noun	achter/prep	hand/noun	oog/noun	ineen/pp	systeem/noun	of/comp	naar/prep	kwartier/noun	Cliteur/name	minuut/noun	schrijver/noun	component/noun	Hugo/name	White/name	achter/adv	echter/adv	energiek/adj	naam/noun	vervolgens/adv	bijvoorbeeld/adv	die/det	fiets/noun	Dirk/name	demonstratief/adj	ideaal/adj	zondag_avond/noun	arm/adj	outfit/noun	zo/adv	harnas/noun	je/pron	Koller/name	gaandeweg/adv	snel/adj	tijd/noun	De/name	en/vg	punt/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	Ma/name	wagen_DIM/noun	gedachte/noun	tas/noun	design/noun	om/prep	Rossi/name	laat/adj	blik/noun	Kristof/name	iedereen/pron	in/prep	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	ze/pron	toen/adv	h/noun	sluimer/adj	ergens/adv	beugel/noun	aan/prep	graag/adj	rechter_been/noun	gek/noun	door/comp	Mike/name	Pasanen/name	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	soms/adv	daarop/pp	halfweg/prep	af/adv	zich/pron	geluid/noun	met/prep	rugzak/noun	daarin/pp	Thomas/name	meteen/adv	door/prep	donderdag_morgen/noun	Adriaens/name	telkens/adv	zodra/comp	duim/noun	Gino/name	vinger/noun	song/noun	getrokken/adj	ter/prep	oma/noun	volk/noun	licht/adj	ik/pron	klassieker/noun	voet/noun	terwijl/comp	Baouf/name	Vermant/name	al/comp	auto/noun	daardoor/pp	gewoon/adj	regisseur/noun	stuk/adv	dimensie/noun	zweet/adj	Kanu/name	voertuig/noun	zuiver/adj	arm/noun	mij/pron	toen/comp	Armstrong/name	hij/pron	Stijn/name	zakdoek/noun	me/pron	zodat/comp	stuur/noun	kar/noun	naar/adj	Crasson/noun	Mutavdzic/name	uitblinker/noun	Vereecke/name	Bouma/name	trein/noun	dief/noun	renner/noun	traditioneel/adj	Mpenza/name	wolk/noun	lijf_DIM/noun	beeld/noun	beetje/noun	wagon_DIM/noun	fietser/noun	Penders/name	trein_DIM/noun	Van/name	eindeloos/adj	Mestdagh/name	sjaal_DIM/noun	brom_fietser/noun	twee/num	er/adv	beide/pron	of/vg	Marion/name
h/noun	0.8512254	0.85194904	0.8845555	0.9088515	0.8654948	0.73012453	0.866286	0.9111718	0.9099304	0.8594564	0.88618326	0.88806343	0.8361413	0.8643373	0.89094317	0.9135591	0.9033584	0.7886567	0.9355887	0.90790725	0.88677275	0.8894261	0.9105425	0.90928435	0.911851	0.9185933	0.8879557	0.84589565	0.9418359	0.8315706	0.887232	0.91004753	0.86766267	0.7986411	0.8564007	0.85868233	0.8482233	0.8933669	0.82924604	0.86264724	0.8675321	0.86456335	0.8271553	0.88799053	0.86420053	0.8385636	0.9270301	0.88062954	0.8859273	0.9058639	0.86561894	0.784985	0.86690414	0.8629669	0.9105653	0.7908182	0.7991433	0.8904703	0.875177	0.9231925	0.85487735	0.8682612	0.89785486	0.89897656	0.8687852	0.8687312	0.8860221	0.8313204	0.8630515	0.87831295	0.6579819	0.863513	0.8440633	0.8422789	0.8746934	0.8837226	0.86064386	0.84519017	0.0	0.9283209	0.884222	0.89960116	0.88554555	0.88794017	0.8642788	0.88483405	0.8527709	0.7938807	0.8737368	0.90741235	0.8845531	0.8944994	0.7920263	0.85859394	0.8547883	0.7789784	0.87672675	0.90737367	0.87940395	0.84051406	0.87299234	0.8751756	0.76570904	0.8247206	0.8610852	0.90770197	0.8484631	0.8015684	0.83490235	0.8408514	0.69822025	0.89867866	0.85508263	0.88654023	0.8861393	0.8637471	0.92010045	0.8700156	0.8600665	0.8326952	0.86338055	0.834809	0.8392615	0.7949679	0.86597115	0.9037943	0.85145134	0.87827086	0.8763746	0.8491912	0.8884036	0.9188871	0.820698	0.9186226	0.86656314	0.8801014	0.89268935	0.8537892	0.7893512	0.8129702	0.701648	0.91493285	0.89680874	0.81487614	0.8974669	0.90166205	0.85365254	0.8989546	0.8540181	0.81381726	0.81116587	0.805115	0.9110939	0.9148631	0.776186	0.8661013	0.7297733	0.9012806	0.9596726	0.88962775	0.8739375	0.94521475	0.897758	0.8476718	0.91106766	0.73034537	0.86963403	0.81416035	0.9109727	0.9168902	0.80601454	0.907325	0.8082659	0.8307991	0.8113203
sluimer/adj	0.89429027	0.80764467	0.7941623	0.95593315	0.83326143	0.9274436	0.9051438	0.9160799	0.8992989	0.88631165	0.929903	0.92786026	0.90928245	0.8563876	0.8920203	0.92129135	0.9122854	0.85453844	0.8802804	0.91737455	0.89006394	0.8938202	0.8558816	0.89793336	0.8527066	0.9199022	0.87601995	0.9206913	0.8694768	0.937909	0.8714882	0.81828845	0.932816	0.9187567	0.8724952	0.8120395	0.84658086	0.9215397	0.8733413	0.84385484	0.7637743	0.9321865	0.9604747	0.89453644	0.8993398	0.913848	0.8332412	0.90962213	0.88652223	0.8751377	0.8698422	0.9016202	0.74933994	0.85168433	0.88832074	0.96130353	0.77183515	0.92814225	0.86788785	0.9235044	0.89548707	0.9095982	0.90231955	0.7874527	0.91554946	0.8772264	0.90020424	0.91760516	0.91349334	0.8723357	0.94912237	0.8903074	0.8450074	0.92416596	0.8639801	0.808326	0.8645674	0.8702961	0.9283209	0.0	0.8655879	0.90856403	0.8757751	0.91234255	0.9185757	0.8733862	0.7786347	0.9010453	0.9444188	0.94284433	0.92712337	0.8359904	0.8466947	0.7840249	0.8912445	0.90281254	0.8675797	0.8699254	0.8677042	0.8467715	0.89362794	0.8772712	0.92970717	0.86937404	0.7948233	0.92600244	0.9465483	0.88025117	0.8041278	0.8874501	0.9453821	0.90587294	0.86464965	0.8934964	0.94878614	0.90730524	0.7992689	0.8564883	0.89860284	0.9206816	0.9101684	0.83214974	0.946502	0.9171012	0.8686892	0.94169635	0.801899	0.9079175	0.9082848	0.88165987	0.8013275	0.9007706	0.9196955	0.93342274	0.8079053	0.89567727	0.8962227	0.8625974	0.9081886	0.8713756	0.9428811	0.9045005	0.9115311	0.8577654	0.9352005	0.90406644	0.84232426	0.9486648	0.9411706	0.9142741	0.9552611	0.9069579	0.93521786	0.9280983	0.92436755	0.8194537	0.88827103	0.82858765	0.93005633	0.84258246	0.8917428	0.9594023	0.9326101	0.94437224	0.9244255	0.9680941	0.8314793	0.92093027	0.93379843	0.9582466	0.92193365	0.8373468	0.8502471	0.8239191	0.8927945
ergens/adv	0.7888443	0.8229801	0.75189614	0.7602482	0.666335	0.92194134	0.70660794	0.8237654	0.8837291	0.80805844	0.8767377	0.88777995	0.78489995	0.8064624	0.8056239	0.80778563	0.71448976	0.7553956	0.94559187	0.79592156	0.74037004	0.84277177	0.8424457	0.87401026	0.90255016	0.88042223	0.77264714	0.8685279	0.9199427	0.88501436	0.8751888	0.8889718	0.9043492	0.8839876	0.7362679	0.85961896	0.8705467	0.8636222	0.690835	0.80973613	0.7723079	0.7777197	0.9414326	0.839044	0.84201866	0.78191453	0.83273804	0.85041416	0.8310658	0.87355655	0.6789284	0.8875619	0.80651647	0.82478184	0.8785571	0.94911665	0.7460834	0.92803115	0.7010808	0.8767682	0.8772317	0.8694974	0.7955706	0.82140994	0.7247586	0.87465143	0.83951557	0.8985277	0.820566	0.78240335	0.9389037	0.7783358	0.65120786	0.91502047	0.9201908	0.877691	0.6671177	0.7603501	0.884222	0.8655879	0.0	0.8630906	0.85882974	0.80585	0.8892586	0.74540854	0.82521236	0.8824022	0.93757504	0.7931376	0.77819437	0.76600176	0.7980117	0.7328676	0.82279104	0.8349631	0.7072133	0.8583049	0.7812892	0.8287312	0.74276197	0.8014698	0.92234504	0.78307015	0.83143127	0.818479	0.906308	0.7673373	0.67942643	0.8667717	0.8753097	0.8342208	0.8332616	0.7950555	0.83755827	0.70958644	0.8740066	0.8614696	0.7255608	0.8779885	0.80522287	0.72653985	0.9650898	0.90857077	0.80832446	0.77459484	0.8289305	0.72604287	0.91450775	0.82217854	0.8746422	0.84111875	0.9215897	0.8224846	0.8733616	0.8102693	0.8257306	0.7364475	0.865538	0.7493874	0.91814274	0.8274313	0.8313342	0.73729616	0.8398403	0.8043717	0.8218341	0.95633507	0.96277153	0.91011935	0.9106643	0.9129041	0.79282635	0.80011576	0.8781376	0.86955667	0.8840472	0.70900404	0.87482715	0.828677	0.7936871	0.9188338	0.86081284	0.9419609	0.82421696	0.9737638	0.7231238	0.95107955	0.8652638	0.91462517	0.8324041	0.7035415	0.84141517	0.6934422	0.8735456
beugel/noun	0.7191926	0.885647	0.8738341	0.8473823	0.8250672	0.9151506	0.85658896	0.80644804	0.8982606	0.8834309	0.91958976	0.8849547	0.8537242	0.808958	0.89189094	0.8342632	0.80023706	0.8838207	0.91576135	0.79541826	0.84475	0.7744324	0.80821496	0.89000076	0.8568102	0.9022854	0.91100395	0.8925136	0.94426143	0.89284205	0.9550867	0.8614328	0.9297576	0.92549837	0.78309524	0.8605305	0.8701044	0.93851566	0.81419843	0.84219253	0.8446935	0.7991192	0.9185537	0.8548752	0.92058945	0.909446	0.8908534	0.83164966	0.85406923	0.81591237	0.8336701	0.8847301	0.86366034	0.8683237	0.90264314	0.94255567	0.79087055	0.9365247	0.843679	0.9055427	0.9088041	0.92330945	0.8466848	0.90819824	0.8016672	0.87690294	0.89624786	0.9247125	0.92433935	0.8155065	0.9109141	0.86022884	0.88495654	0.8934456	0.92232364	0.9039485	0.8153686	0.8968978	0.89960116	0.90856403	0.8630906	0.0	0.8682469	0.9005185	0.863172	0.8760647	0.8248384	0.9145864	0.89734304	0.8321766	0.83958143	0.88035697	0.889479	0.82363147	0.86973333	0.8826357	0.8604211	0.9039598	0.849638	0.8054337	0.7889683	0.88452876	0.95108855	0.85827726	0.85061836	0.91254306	0.91729146	0.86660886	0.8395879	0.80126274	0.9154924	0.80644476	0.9237633	0.81814766	0.90986276	0.8572292	0.9472545	0.8346693	0.8844209	0.92383397	0.7993141	0.79295933	0.93998533	0.92348474	0.8709539	0.8279076	0.85012627	0.8436725	0.93231535	0.8717138	0.88911855	0.8255153	0.9231183	0.8366263	0.90798765	0.75334334	0.8927352	0.8877056	0.91667503	0.85415995	0.9072962	0.8054042	0.8812261	0.7740048	0.80625033	0.8591263	0.8591225	0.94377977	0.9276409	0.90361696	0.94965005	0.881885	0.8735143	0.8753741	0.9241047	0.9186146	0.89227724	0.88825935	0.85543907	0.8653392	0.8541187	0.9286392	0.8989444	0.9088923	0.90503603	0.93119246	0.87711644	0.91357046	0.8421123	0.89765775	0.85559654	0.9006022	0.8901848	0.8229849	0.93483907
aan/prep	0.8228234	0.7809765	0.85672915	0.85937846	0.8727783	0.8909457	0.88654476	0.85483116	0.82629824	0.88152075	0.8773791	0.88986963	0.87916225	0.8563985	0.88980985	0.900272	0.8523258	0.88340175	0.86751354	0.89150375	0.8236599	0.8474425	0.8996238	0.8809911	0.84677875	0.8847938	0.8467316	0.9216404	0.9003575	0.9236949	0.89475006	0.8494392	0.88632447	0.91720164	0.84688836	0.8243035	0.8933575	0.86749816	0.79358137	0.7479644	0.75841975	0.83588266	0.92531276	0.853436	0.8891123	0.8684553	0.8541397	0.91046506	0.91386276	0.9053603	0.8576163	0.9058229	0.83286107	0.87126267	0.8969165	0.9313264	0.74467313	0.92950153	0.80358875	0.8452542	0.85103595	0.8978743	0.8890346	0.8952571	0.85066575	0.8540739	0.845725	0.9030184	0.90636545	0.88127506	0.928546	0.85491455	0.8607856	0.9258149	0.90548056	0.82243305	0.80234694	0.90144545	0.88554555	0.8757751	0.85882974	0.8682469	0.0	0.8519554	0.887554	0.89369166	0.762696	0.9029508	0.92364484	0.8638898	0.8706427	0.82830715	0.8528093	0.8497202	0.864177	0.88596517	0.8923132	0.84708	0.8850946	0.8299237	0.86954534	0.86108595	0.9518412	0.84655046	0.830021	0.89680916	0.92540133	0.8536105	0.80351484	0.87832975	0.9033877	0.87087315	0.8829924	0.85757697	0.82208323	0.8547499	0.8576468	0.868893	0.85591304	0.9087757	0.8471972	0.81963867	0.96111155	0.9272023	0.86603284	0.8631592	0.8120737	0.86585975	0.9205523	0.8743034	0.86170816	0.8979913	0.8983106	0.86068344	0.84733784	0.850954	0.8448529	0.88422006	0.8841897	0.8027538	0.92173934	0.87861097	0.8637605	0.7498673	0.88141596	0.8739666	0.88032675	0.9528746	0.9266431	0.90618134	0.916149	0.8810442	0.8909215	0.8696471	0.8829851	0.83507746	0.8997298	0.90401244	0.91846997	0.90036273	0.88413894	0.9471093	0.87763876	0.9177633	0.8841068	0.94628936	0.8291805	0.88081664	0.89432716	0.91539776	0.8738728	0.85485303	0.81806314	0.7659819	0.905236
graag/adj	0.89094365	0.8263737	0.87673706	0.9230166	0.7600491	0.87698895	0.72716737	0.8862738	0.883773	0.7762605	0.82714164	0.8710544	0.8709574	0.8145614	0.7838117	0.85076195	0.9015646	0.8243414	0.914168	0.85978234	0.8878246	0.8779154	0.8674754	0.88579637	0.9002413	0.83819556	0.8470572	0.8739418	0.84987175	0.89565825	0.8025203	0.9038768	0.8170373	0.8552569	0.85766673	0.8751061	0.828332	0.8472884	0.76183164	0.77539575	0.7680062	0.83254194	0.85190046	0.8828604	0.8176558	0.8521831	0.87024724	0.8317494	0.7952362	0.88234234	0.6167742	0.85242045	0.8155524	0.84093964	0.8357263	0.90092266	0.7522242	0.9339285	0.71386385	0.8935199	0.9058286	0.8465093	0.8853546	0.8425945	0.8428143	0.8346031	0.90927815	0.86464286	0.88061404	0.8473783	0.88835156	0.6901002	0.8827295	0.92663	0.870494	0.7400315	0.61063963	0.81428987	0.88794017	0.91234255	0.80585	0.9005185	0.8519554	0.0	0.948959	0.7897086	0.7199216	0.8582405	0.93336815	0.92772377	0.86358774	0.72060704	0.84109694	0.7665204	0.8372056	0.8911035	0.6903796	0.79550016	0.85417557	0.77005005	0.8394623	0.8027995	0.8861108	0.79401284	0.8605175	0.9149607	0.90935326	0.8113957	0.818116	0.87082595	0.8606693	0.8795222	0.83575714	0.88818413	0.9298761	0.73946726	0.8549411	0.9259171	0.61690605	0.8311174	0.90955603	0.7638718	0.9408087	0.8933854	0.7508931	0.90471995	0.89259136	0.67093295	0.8213482	0.78224945	0.8507267	0.8490909	0.9065408	0.94494575	0.84956735	0.8850077	0.7296327	0.863412	0.80520475	0.63779074	0.86067283	0.88061976	0.7574984	0.8240611	0.8994446	0.86817676	0.8241321	0.9512467	0.945601	0.8745391	0.8879135	0.896217	0.90969867	0.93326414	0.86967564	0.8085143	0.8476874	0.89245063	0.9264211	0.86271274	0.8088782	0.9549662	0.9153539	0.9093603	0.8740633	0.89436847	0.793136	0.88759166	0.8980922	0.9603777	0.8823547	0.8401381	0.81092465	0.7514285	0.85147864
rechter_been/noun	0.79333925	0.8794171	0.8281594	0.8705257	0.85194635	0.8897228	0.84326226	0.879709	0.93603504	0.8798941	0.930478	0.89953625	0.8243733	0.8587955	0.9054642	0.91652244	0.8060509	0.8401849	0.922925	0.8217288	0.86609066	0.78772473	0.8492289	0.9051872	0.9315273	0.94269735	0.8658439	0.8729726	0.9454098	0.890023	0.95989937	0.93252164	0.9409816	0.92918825	0.8278117	0.85943484	0.91192764	0.9384005	0.78877246	0.92493844	0.8565923	0.8601934	0.93610376	0.87761927	0.9203303	0.8858721	0.8956857	0.8980154	0.87947446	0.8878426	0.8561032	0.8624392	0.879795	0.8666478	0.92817616	0.93878424	0.84340614	0.92727536	0.8845585	0.9410104	0.9077189	0.9275208	0.8628616	0.9269807	0.8535303	0.9460862	0.9241406	0.87403166	0.8887287	0.8771918	0.869655	0.8938607	0.909077	0.8836414	0.8628605	0.91695595	0.8303519	0.8614305	0.8642788	0.9185757	0.8892586	0.863172	0.887554	0.948959	0.0	0.8737812	0.82728887	0.894053	0.8469353	0.83597034	0.89995396	0.88815844	0.82881725	0.8425793	0.8330751	0.84271455	0.8559669	0.9063294	0.9001813	0.8379613	0.8598548	0.9190463	0.92820704	0.85678387	0.84195995	0.8888123	0.90682745	0.86282855	0.8371522	0.788294	0.8874235	0.7470452	0.9204033	0.86373484	0.9165476	0.9150456	0.95080084	0.8085464	0.87235886	0.94423914	0.69163644	0.82079214	0.9007085	0.86489844	0.8918425	0.8439566	0.794338	0.9033236	0.95666635	0.9054207	0.91238004	0.8861252	0.83697104	0.85442764	0.9312799	0.67695075	0.90642023	0.8459523	0.889323	0.81531817	0.86712456	0.86566985	0.87234914	0.77983594	0.8289139	0.89123565	0.886077	0.87970406	0.85150695	0.8822981	0.9149694	0.8219175	0.89315206	0.8927203	0.8929796	0.926851	0.82579625	0.86701536	0.904397	0.9088062	0.8836579	0.9531795	0.84050655	0.8632138	0.8895192	0.9109633	0.88744533	0.88772327	0.88286847	0.84447813	0.83672047	0.9084958	0.81138706	0.8729512	0.89381987
gek/noun	0.7849585	0.8301552	0.79785806	0.83020973	0.6668275	0.89568484	0.74838257	0.8239005	0.89059985	0.8789813	0.88095117	0.86297977	0.8527081	0.7883105	0.83754164	0.8388002	0.8034718	0.7912632	0.9322244	0.8358096	0.78969896	0.82235223	0.8429334	0.8682631	0.8802413	0.86674	0.836129	0.8541622	0.88766444	0.87018025	0.8089628	0.8773742	0.87061787	0.8650019	0.7535122	0.84212697	0.8140112	0.8957808	0.70966625	0.839611	0.7981314	0.8261714	0.9032195	0.82089853	0.88207114	0.8394172	0.81687486	0.8250641	0.77508664	0.8308011	0.6901122	0.87376744	0.80951416	0.8346198	0.88008523	0.9523514	0.7187422	0.93208396	0.67168766	0.91022927	0.8896923	0.8752037	0.8256552	0.7841067	0.832635	0.8662486	0.8508478	0.8849707	0.89113593	0.8170462	0.9027303	0.76262593	0.8513943	0.91062844	0.81627244	0.87481344	0.6528957	0.75627774	0.88483405	0.8733862	0.74540854	0.8760647	0.89369166	0.7897086	0.8737812	0.0	0.75786495	0.8356868	0.92308384	0.822509	0.8628986	0.7950933	0.8388043	0.6870947	0.8099862	0.8558024	0.73455834	0.82607764	0.80607855	0.796697	0.80207735	0.8517317	0.89432335	0.79334027	0.7463082	0.8480879	0.9253024	0.7928765	0.7650171	0.8031487	0.8793494	0.84401983	0.85528386	0.8241838	0.8982233	0.7915209	0.8155613	0.8794366	0.7450366	0.8655961	0.8340316	0.7145412	0.93590105	0.9067929	0.8220736	0.80108166	0.8269896	0.72564757	0.8579725	0.82911426	0.8775443	0.8350555	0.91587883	0.8412136	0.85287714	0.7909318	0.7845708	0.78407526	0.8385935	0.6811948	0.8904104	0.8393047	0.77326715	0.8018935	0.80778915	0.8288317	0.8161904	0.95743656	0.9364021	0.88029534	0.927686	0.9047989	0.8393314	0.8222084	0.86098766	0.84479135	0.8734659	0.81303596	0.9073352	0.8319734	0.772311	0.9489637	0.8445575	0.93178844	0.86925375	0.938552	0.7782671	0.90916157	0.882165	0.893982	0.84522796	0.84584665	0.8159832	0.72263587	0.8559779
door/comp	0.74982584	0.63924754	0.7321973	0.8472445	0.7459524	0.835916	0.7136698	0.80881494	0.72777116	0.8140924	0.8537945	0.88254935	0.7986785	0.7392843	0.7653036	0.8761967	0.79888344	0.7801787	0.770561	0.81550634	0.8432002	0.8082156	0.82373077	0.83952177	0.6822589	0.8066749	0.83232236	0.8052554	0.83696187	0.83219844	0.873638	0.7433901	0.8455169	0.81874675	0.77248347	0.6810454	0.7925762	0.84866154	0.5745067	0.5906073	0.6119138	0.8076104	0.9144021	0.81305647	0.83859384	0.83541644	0.7778675	0.8500432	0.7106487	0.8123192	0.67001164	0.81832504	0.70012844	0.71209323	0.83742136	0.9365043	0.61812145	0.8283688	0.7011044	0.8022052	0.7595818	0.8704638	0.8211527	0.7789053	0.8092441	0.7973379	0.82917786	0.8256907	0.8386707	0.7822549	0.8528571	0.7399523	0.8155823	0.8798532	0.7163018	0.7040319	0.5991301	0.7924409	0.8527709	0.7786347	0.82521236	0.8248384	0.762696	0.7199216	0.82728887	0.75786495	0.0	0.842075	0.8824754	0.831166	0.762868	0.63829637	0.70669824	0.7007297	0.7107384	0.79889303	0.75398946	0.7330687	0.7492945	0.7039298	0.8080315	0.71881425	0.90297765	0.7113637	0.65403605	0.8693857	0.8714268	0.71110225	0.6362008	0.79531664	0.82045496	0.78248084	0.8123151	0.82271004	0.86341375	0.83258486	0.7612626	0.8139515	0.8001815	0.8617554	0.835981	0.68110454	0.9041068	0.85213995	0.74257034	0.81552243	0.5677496	0.7544216	0.85963064	0.80403143	0.76827323	0.87030077	0.8660282	0.81988937	0.7193759	0.79342926	0.7800492	0.79579115	0.7722196	0.6490418	0.85660756	0.84274757	0.76456994	0.51449084	0.83638597	0.819863	0.77040786	0.91451186	0.93186325	0.81674385	0.8498827	0.8212737	0.82627857	0.8239889	0.8288801	0.78355384	0.8218212	0.8154584	0.900965	0.78027207	0.75703824	0.90026987	0.82349014	0.86631423	0.8609712	0.90673375	0.7277913	0.87474865	0.86826533	0.88744605	0.8318336	0.80802995	0.73587996	0.6464122	0.82753074
Mike/name	0.8583586	0.87738156	0.8783643	0.909575	0.81689036	0.74053067	0.8723792	0.8867264	0.8971861	0.901189	0.7526066	0.92020446	0.8735228	0.7895333	0.91202635	0.8970144	0.9144606	0.80994916	0.9309225	0.89498085	0.88065046	0.8893424	0.8817177	0.8793591	0.90690094	0.9300334	0.896512	0.81260806	0.930457	0.79704136	0.76634544	0.89866173	0.73371184	0.68194276	0.85036474	0.8552129	0.7670144	0.88474476	0.78013206	0.8907391	0.8632422	0.9160859	0.67416453	0.85922563	0.87112135	0.82683665	0.9054764	0.86513484	0.86181265	0.9040126	0.8711786	0.7633872	0.83660877	0.85370064	0.8930633	0.7289004	0.7344726	0.8988664	0.8328987	0.9230866	0.8696231	0.8168076	0.9123733	0.8749927	0.8913413	0.8809945	0.8911821	0.7862185	0.8510522	0.8510431	0.6931493	0.8626223	0.8715945	0.867406	0.8170274	0.8354484	0.7747594	0.7943699	0.7938807	0.9010453	0.8824022	0.9145864	0.9029508	0.8582405	0.894053	0.8356868	0.842075	0.0	0.8793426	0.91765445	0.875625	0.89457226	0.79467654	0.7929211	0.8333229	0.808892	0.816856	0.8849793	0.8429006	0.7889196	0.8924187	0.8424574	0.5970093	0.79888415	0.7508442	0.8998637	0.8735004	0.81496644	0.8155296	0.8306302	0.6517168	0.8837944	0.7964602	0.88689214	0.90605104	0.82250184	0.88881344	0.8754701	0.8465686	0.813338	0.9009995	0.7768104	0.877384	0.8007221	0.85877717	0.9165389	0.87204933	0.88834685	0.6741644	0.79022557	0.85469294	0.86615676	0.77515024	0.91457856	0.8692595	0.86464345	0.86851394	0.78383213	0.7927892	0.6960349	0.6332847	0.9083536	0.87228006	0.8443958	0.90362656	0.89882475	0.88429826	0.87021065	0.87322927	0.7816429	0.8179352	0.7914443	0.89826	0.91368836	0.853765	0.86092913	0.7277718	0.8954233	0.9550254	0.868104	0.8670368	0.9680015	0.9103701	0.83653086	0.93161994	0.6709181	0.84325784	0.7745323	0.93305457	0.92598474	0.7460648	0.93283856	0.7517379	0.8299727	0.7191
Pasanen/name	0.90921545	0.91727847	0.91619974	0.94971395	0.916749	0.8406956	0.88224113	0.9203761	0.94828653	0.8632218	0.91777676	0.93489945	0.9305881	0.9361626	0.93045384	0.94391155	0.9325454	0.84753793	0.95489854	0.92193866	0.915496	0.89813817	0.9511272	0.9453839	0.9247107	0.9254659	0.9204362	0.8445567	0.9521832	0.8509887	0.9597241	0.9434552	0.93075496	0.90502924	0.90130866	0.86908895	0.87832403	0.9660462	0.8864443	0.949848	0.89877236	0.92147464	0.90994054	0.9236507	0.9072438	0.9190357	0.9219225	0.9242227	0.8962296	0.95677435	0.8811847	0.7769263	0.9072403	0.85067236	0.9146066	0.83205813	0.8897066	0.9268255	0.87537944	0.9204372	0.9108497	0.947987	0.9310372	0.9324973	0.94688994	0.94332916	0.92511195	0.8786725	0.87898034	0.93887025	0.7587869	0.8694513	0.9328916	0.78239274	0.86150765	0.92965865	0.875011	0.87263095	0.8737368	0.9444188	0.93757504	0.89734304	0.92364484	0.93336815	0.8469353	0.92308384	0.8824754	0.8793426	0.0	0.9475459	0.9621505	0.9198015	0.8379196	0.8963276	0.9193978	0.8353406	0.9028367	0.9110295	0.939564	0.877989	0.9277085	0.9265156	0.89641494	0.85400987	0.87783134	0.9260412	0.85713977	0.8724637	0.8761147	0.89044756	0.8279801	0.89392096	0.9224625	0.9409259	0.96282375	0.93103564	0.9499887	0.90028286	0.8801153	0.94787264	0.85355854	0.86149144	0.8463974	0.7905055	0.87876487	0.94991946	0.8929335	0.9322643	0.9263659	0.9227371	0.9480684	0.94179595	0.7884847	0.9521473	0.9228024	0.8682378	0.8863615	0.8667182	0.8988432	0.8536315	0.79411453	0.94425446	0.87481713	0.86914146	0.9274754	0.9220127	0.921042	0.82433414	0.84981257	0.82341117	0.8336339	0.69815934	0.9448991	0.9368105	0.8952987	0.9464108	0.710173	0.94456124	0.91601455	0.93768334	0.92009604	0.9579013	0.96003723	0.8010092	0.95183	0.7737098	0.9343748	0.8359602	0.9628312	0.9535917	0.88599527	0.94579035	0.8667875	0.9381162	0.8815037
wagen/noun	0.76797485	0.859912	0.8176946	0.6947561	0.87622106	0.90872014	0.85346425	0.88545877	0.8459025	0.9067828	0.9228099	0.78916407	0.85994875	0.84575653	0.8809844	0.86074764	0.73780584	0.8389816	0.9442509	0.8641685	0.8002119	0.8728447	0.89884615	0.8860123	0.8336866	0.9341604	0.8218998	0.8440329	0.9739026	0.8869523	0.968633	0.90588903	0.9270999	0.9233484	0.7198329	0.88606274	0.9209735	0.928533	0.63204134	0.86671704	0.8788353	0.46280938	0.9392617	0.87048787	0.9169079	0.6527077	0.93407124	0.8898201	0.91880745	0.8964541	0.85901964	0.9057658	0.8879688	0.78897476	0.93097365	0.9700368	0.75821376	0.94528407	0.82956874	0.8858352	0.84479964	0.94073355	0.6549423	0.9446168	0.68262684	0.9054051	0.871283	0.8637376	0.86952615	0.88638586	0.90022343	0.9014525	0.8297006	0.91682976	0.91579026	0.9238428	0.75162953	0.8109354	0.90741235	0.94284433	0.7931376	0.8321766	0.8638898	0.92772377	0.83597034	0.822509	0.831166	0.91765445	0.9475459	0.0	0.79969794	0.88742757	0.82113373	0.8824349	0.7505804	0.8281369	0.83772516	0.9087964	0.863726	0.83282954	0.69017303	0.8812535	0.95516276	0.7904888	0.75869656	0.6241492	0.9237627	0.7428199	0.7746753	0.9176828	0.8904481	0.9066144	0.92876583	0.8004124	0.65418875	0.8604393	0.94596905	0.7459857	0.9085058	0.9396505	0.80320966	0.7777438	0.9477234	0.92763656	0.9373873	0.11539084	0.7751231	0.83893406	0.96458936	0.8792359	0.9368992	0.87135947	0.92062235	0.13951153	0.9195404	0.8505213	0.9294176	0.68152094	0.8783426	0.80645436	0.9248153	0.88942385	0.90229833	0.69629586	0.5368628	0.68230987	0.8870919	0.94038635	0.94824	0.9267695	0.92002374	0.9035853	0.54399437	0.5178962	0.7990404	0.92235315	0.89648646	0.84816414	0.936298	0.9017734	0.9226817	0.93583333	0.52318025	0.9226648	0.7656606	0.9747125	0.8660207	0.9236114	0.91738206	0.4703567	0.662344	0.856218	0.80568963	0.77161336	0.9229394
