	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
Sparta/name	0.9207989	0.91933036	0.9360382	0.92733157	0.8930193	0.90702784	0.9086925	0.9197805	0.9426162	0.8445179	0.8890549	0.92559105	0.9388069	0.9269662	0.9475445	0.88263756	0.907464	0.9222746	0.9169234	0.9288096	0.95024145	0.8975634	0.85821193	0.84564817	0.9497084	0.79831076	0.94830406	0.88971597	0.8624102	0.94138724	0.92625165	0.93049586	0.8860268	0.9227392	0.9012272	0.94455034	0.9357007	0.0	0.89612746	0.88847727	0.957192	0.94773495	0.9252046	0.946488	0.93393266	0.89552075	0.9126408	0.9392948	0.82461035	0.8137809	0.84708107	0.9378857	0.90788686	0.9039099	0.95371115	0.90686595	0.9090426	0.9135405	0.92352545	0.9033031	0.9316804	0.8624705	0.9224524	0.936975	0.9354233	0.8838821	0.85934466	0.7365954	0.92301655	0.95026606	0.9276336	0.90193117	0.7307491	0.92880684	0.9106069	0.8742696	0.9284351	0.9059496	0.86102057	0.8613272	0.8900685	0.91804487	0.9337401	0.9116935	0.8213473	0.91804385	0.9296497	0.9244393	0.9466095	0.93274766	0.9482532	0.9295792	0.8385187	0.93987	0.9000193	0.8975926	0.9033943	0.9372826	0.87865245	0.9466701	0.93576026	0.823551	0.94245106	0.9125686	0.87932414	0.9124727	0.92804796	0.6180284	0.93709236	0.88322926	0.9256894	0.940448	0.9375452	0.91386634	0.9303607	0.92969495	0.84977496	0.9226419	0.9348954	0.85720617	0.7939437	0.81879056	0.93983006	0.93225193	0.9018536	0.93381435	0.8706683	0.8828493	0.8006236	0.91634595	0.6830447	0.93854755	0.8736766	0.88495046	0.93113947	0.92301834	0.87515646	0.9312124	0.90286124	0.93522966	0.9359064	0.9450184	0.8709178	0.9095836	0.92268187	0.93442434	0.9007288	0.8967749	0.91775316	0.93078583	0.929073
cursist/noun	0.73285294	0.8359838	0.8532625	0.80149347	0.86067533	0.83581936	0.876079	0.90037686	0.8169886	0.90226126	0.83540136	0.84579206	0.9048697	0.8200276	0.8515946	0.7909277	0.7594275	0.8903815	0.843319	0.83507115	0.8708898	0.76141715	0.79830253	0.82366264	0.70935154	0.81715554	0.8971	0.8270954	0.7807112	0.87711036	0.83658576	0.8149446	0.7703654	0.81858194	0.72677046	0.8930631	0.84750617	0.89612746	0.0	0.7422249	0.7874591	0.73602104	0.8652265	0.8667157	0.77939326	0.84583884	0.8886197	0.80839086	0.88571167	0.8350026	0.8587073	0.87922984	0.7060378	0.81732893	0.896586	0.81306267	0.72209823	0.8347979	0.84132653	0.8272178	0.90985906	0.8427092	0.6516117	0.87475264	0.7804953	0.7512378	0.8658169	0.8238907	0.81132996	0.8514296	0.7772356	0.8159336	0.92204356	0.7568175	0.83644074	0.8022888	0.8198724	0.72368014	0.7838737	0.84018433	0.81446207	0.85484004	0.8425915	0.8485589	0.70975256	0.79835504	0.884314	0.8525503	0.8609684	0.8193194	0.81019306	0.8521569	0.7883922	0.894254	0.7887243	0.81752115	0.8685623	0.7984866	0.8326721	0.6541584	0.7024926	0.8720578	0.9067561	0.8649402	0.8807901	0.81304973	0.81030285	0.90888447	0.8288648	0.8435753	0.72198975	0.8637301	0.7079691	0.78508717	0.8588569	0.8710903	0.85970867	0.7258675	0.77128595	0.7806804	0.8987913	0.7533049	0.81343687	0.8321893	0.82829666	0.84636956	0.8077198	0.8582066	0.82443595	0.8693843	0.8316991	0.6504028	0.8651327	0.82614225	0.8223693	0.87061715	0.77836144	0.9034733	0.8044193	0.8591378	0.8053751	0.81910026	0.7935742	0.8644512	0.85568583	0.88848996	0.8516369	0.82470846	0.7784647	0.93544483	0.75743896
jongen/noun	0.75634444	0.8763491	0.7212832	0.82377404	0.88823223	0.76390904	0.8950591	0.8763719	0.9170809	0.93348396	0.77144396	0.78218853	0.8908094	0.76888126	0.8861061	0.7973912	0.81430507	0.90678304	0.76852906	0.9238229	0.8694067	0.828823	0.78197426	0.8166046	0.64650047	0.78978556	0.8978106	0.67298853	0.77573395	0.92265534	0.7565013	0.8857001	0.8256273	0.801999	0.73051274	0.82081705	0.73840415	0.88847727	0.7422249	0.0	0.86715835	0.8232137	0.9346103	0.9521038	0.6831993	0.8581628	0.84444404	0.6021527	0.7166279	0.75873506	0.9375988	0.9234451	0.7973586	0.9479368	0.840924	0.8094053	0.58386624	0.8959153	0.818894	0.83895576	0.86650854	0.77711487	0.8440924	0.86251885	0.47687	0.8269768	0.93337464	0.8555902	0.9008426	0.93887424	0.78717524	0.7806407	0.9333466	0.70408607	0.7285626	0.76060414	0.8334056	0.73493993	0.82540214	0.7328373	0.8254377	0.9065891	0.77723825	0.76011574	0.8585547	0.6861277	0.910173	0.75311553	0.8482291	0.65423846	0.87785834	0.76184267	0.7932096	0.8618183	0.87787724	0.9330034	0.64681	0.5858758	0.8036751	0.58416855	0.8360343	0.81814545	0.9181748	0.76890016	0.82726926	0.6600005	0.8752665	0.8883182	0.8906844	0.7895104	0.7977642	0.8299017	0.7841788	0.78690463	0.738732	0.76666224	0.68562883	0.6849935	0.8249447	0.6482119	0.8744033	0.7422148	0.88902223	0.8612484	0.7570307	0.72737074	0.776749	0.7732311	0.88083625	0.9289135	0.8257678	0.7301078	0.8763231	0.813321	0.7852946	0.7176305	0.9084931	0.8524352	0.7805474	0.76762474	0.81675243	0.94271505	0.8309762	0.9325904	0.8191895	0.91489255	0.94680995	0.7151657	0.71500707	0.9178574	0.7411541
computer/noun	0.8434474	0.83916783	0.87055486	0.785245	0.9292508	0.86739445	0.90524644	0.91596264	0.7097039	0.9216072	0.90508956	0.90053236	0.8667971	0.88591474	0.8853822	0.8769134	0.8107665	0.9158379	0.9297862	0.61362904	0.86702824	0.76579165	0.8452835	0.85805374	0.83169353	0.8717645	0.92196375	0.87679875	0.77405083	0.8811453	0.8166635	0.81801367	0.7486621	0.6915178	0.7942453	0.89967364	0.8668401	0.957192	0.7874591	0.86715835	0.0	0.8246455	0.88133717	0.86795217	0.77459633	0.789774	0.8939403	0.8030345	0.94398546	0.8627281	0.8808512	0.8548273	0.80499923	0.8643884	0.9300604	0.89437157	0.7457299	0.88289857	0.87619025	0.8029269	0.9364609	0.86668414	0.86095154	0.88268596	0.88340044	0.7340348	0.8549076	0.8717737	0.83429945	0.8761264	0.8557277	0.85188854	0.95555824	0.8437554	0.8524449	0.8595704	0.7854135	0.84103096	0.73688984	0.91191584	0.8378527	0.8600639	0.8997761	0.89610064	0.88484174	0.83152413	0.8786032	0.8869103	0.84350616	0.8529844	0.8523616	0.88885707	0.7833394	0.9152948	0.8132342	0.81585014	0.9150154	0.870367	0.8137257	0.79019684	0.6832111	0.89634585	0.92841554	0.9000924	0.8992764	0.8803877	0.8833663	0.94309574	0.87808734	0.91172826	0.78980684	0.8792463	0.85111654	0.85220623	0.8958819	0.8836186	0.933817	0.82202834	0.85077727	0.8515602	0.93790793	0.83598894	0.8909316	0.8647111	0.8742943	0.90075815	0.86754483	0.89816093	0.8726914	0.8406887	0.91542387	0.8163125	0.93703437	0.84706813	0.84883666	0.90225786	0.83423066	0.91627324	0.8529733	0.88429064	0.8167772	0.8898649	0.8575474	0.9032525	0.8491713	0.9075023	0.8533975	0.8547325	0.8336853	0.96175617	0.7147072
lezer/noun	0.874942	0.8354635	0.75776744	0.75682646	0.8961502	0.7630676	0.87714505	0.90343654	0.8385331	0.93754107	0.79562503	0.7241577	0.9155962	0.7844393	0.8501025	0.7191614	0.6950073	0.89448863	0.8610339	0.86055136	0.7919107	0.76320684	0.7696395	0.8612905	0.72426665	0.8300943	0.8110188	0.7979878	0.8108086	0.8177798	0.81216866	0.77596736	0.7380116	0.88512534	0.65490043	0.75581026	0.74056596	0.94773495	0.73602104	0.8232137	0.8246455	0.0	0.89484125	0.9615883	0.6404369	0.8436681	0.8323345	0.67579085	0.91894996	0.8123794	0.8545214	0.86315817	0.72065544	0.84551644	0.8054056	0.82856584	0.6478013	0.7560415	0.74052036	0.77908444	0.9295947	0.8430977	0.8745619	0.9004151	0.81712353	0.7479995	0.82241774	0.87558067	0.8117877	0.8864801	0.8597156	0.7630795	0.94945204	0.79418105	0.7844372	0.6851245	0.8470353	0.7887348	0.76613873	0.7240349	0.76268053	0.87517655	0.7162078	0.7585538	0.90505004	0.6855421	0.85959506	0.8650168	0.818188	0.66856134	0.8710407	0.808756	0.8298459	0.85367966	0.77341783	0.9228474	0.8676723	0.79197854	0.84162605	0.64763176	0.65030754	0.8545246	0.9283814	0.72762877	0.88695365	0.6792811	0.8429616	0.94988495	0.82933164	0.7230058	0.7728782	0.75388426	0.7867409	0.5761195	0.65222013	0.77147955	0.8963613	0.67944825	0.79461443	0.6766741	0.9085381	0.73238766	0.9061961	0.81201994	0.78611577	0.6828768	0.66413116	0.8416826	0.8615333	0.88103956	0.88389564	0.8189292	0.85629904	0.8561857	0.8242407	0.78427213	0.87276673	0.8240664	0.75170046	0.734574	0.81430495	0.92137456	0.794471	0.9143762	0.72869706	0.93056494	0.8963256	0.6600149	0.8377855	0.9077349	0.82959056
Europa/name	0.8973749	0.8899155	0.89451194	0.8197622	0.87115926	0.9003631	0.73296607	0.9104733	0.855222	0.92451847	0.7586261	0.9115754	0.86926585	0.89607	0.81944704	0.8534169	0.803755	0.9102041	0.92408735	0.7636949	0.9122728	0.8056156	0.81328875	0.8061187	0.89012164	0.8543222	0.9269534	0.9153774	0.8151257	0.88207036	0.89252484	0.846606	0.8118793	0.909319	0.8199717	0.86544126	0.8763391	0.9252046	0.8652265	0.9346103	0.88133717	0.89484125	0.0	0.86599123	0.9069264	0.8033037	0.7985885	0.9171255	0.9529261	0.8934238	0.7744237	0.71998715	0.7571657	0.88465583	0.93208313	0.9405939	0.881202	0.83907133	0.8931138	0.85357153	0.83130395	0.84205437	0.81461644	0.91595304	0.8782734	0.73299325	0.72971535	0.8513186	0.8893803	0.7962991	0.8490056	0.8946725	0.924142	0.8830972	0.8612523	0.84633744	0.78394926	0.71719545	0.78979486	0.88790166	0.8398004	0.8182279	0.90365237	0.87014556	0.8712361	0.9088241	0.66191715	0.8492293	0.6211618	0.91354764	0.8253511	0.92262936	0.83511734	0.44085813	0.85086215	0.8281768	0.93711674	0.9349317	0.7789021	0.85523486	0.82420975	0.8409105	0.7200432	0.89027905	0.84816796	0.925184	0.8820244	0.8248051	0.81761885	0.87790924	0.8982158	0.8727649	0.7410412	0.9378783	0.9158367	0.8978506	0.9474585	0.8764845	0.8688343	0.88924295	0.90035594	0.86511123	0.90057254	0.77380353	0.91145754	0.9229165	0.87406904	0.9269797	0.89844537	0.85008013	0.881041	0.8879944	0.8933735	0.8527209	0.8045557	0.9134742	0.8255789	0.9435607	0.8335893	0.89652747	0.83721304	0.8263467	0.8073903	0.7378122	0.8534708	0.9202369	0.7617632	0.9109951	0.9107152	0.8102027	0.8438649
bouw/noun	0.8524753	0.9315969	0.9672543	0.89170533	0.89574295	0.93707997	0.8713978	0.9553297	0.70877004	0.94594353	0.92089224	0.93725675	0.8454934	0.957512	0.88631374	0.90896046	0.8838539	0.9196622	0.9210311	0.81592727	0.9380777	0.8017789	0.92232996	0.89270395	0.9094612	0.8946751	0.9638642	0.9600651	0.8594159	0.8976403	0.95553666	0.9267321	0.837832	0.8814555	0.8723881	0.964944	0.9559729	0.946488	0.8667157	0.9521038	0.86795217	0.9615883	0.86599123	0.0	0.96313405	0.90340865	0.9019648	0.9507959	0.97379345	0.8871408	0.8692893	0.8844799	0.8746154	0.65397274	0.97836894	0.9211125	0.92408085	0.91330564	0.93980384	0.9053855	0.93126965	0.9099048	0.8815145	0.94636905	0.9513397	0.79947233	0.8513526	0.84470236	0.8085573	0.7601098	0.8657243	0.943927	0.97677904	0.9056958	0.910439	0.9278357	0.88462836	0.8889825	0.85338026	0.9434939	0.91368896	0.7618457	0.9477705	0.94831246	0.87277853	0.94787216	0.920779	0.9176851	0.92935324	0.943279	0.8420538	0.9658457	0.847079	0.94156635	0.9024648	0.7105767	0.9602952	0.93976355	0.85857046	0.90636504	0.8801389	0.87860984	0.90869	0.9637334	0.9461452	0.9629829	0.9265613	0.88107336	0.8544904	0.95326626	0.894112	0.9316365	0.8923135	0.95158535	0.95438087	0.9513356	0.9689044	0.9102113	0.9363504	0.9288159	0.9440995	0.9051791	0.7981115	0.87280244	0.9400668	0.95743835	0.9367386	0.97324926	0.917503	0.87194574	0.9062566	0.8732977	0.939262	0.8997078	0.8535853	0.96556747	0.6598735	0.9704018	0.91288394	0.9635684	0.88342434	0.81618184	0.8700639	0.9310299	0.95200324	0.9485465	0.85928494	0.9330497	0.89813894	0.9226983	0.8377259
je/pron	0.87267226	0.8475573	0.38994586	0.62947625	0.8702863	0.39748144	0.8192595	0.8887214	0.8481206	0.9372842	0.84131944	0.5019795	0.8327586	0.5239779	0.8103676	0.6369881	0.6010369	0.8727551	0.9160281	0.81340724	0.66246355	0.6896474	0.6904177	0.90896934	0.7420175	0.7082877	0.6803255	0.7789985	0.7703312	0.80363387	0.69238126	0.7379091	0.61152804	0.7639109	0.5860903	0.69812715	0.57880706	0.93393266	0.77939326	0.6831993	0.77459633	0.6404369	0.9069264	0.96313405	0.0	0.7550801	0.83501756	0.37434787	0.9234463	0.7881048	0.92848307	0.8613969	0.7814994	0.9171192	0.6817126	0.79276454	0.3177796	0.74685895	0.52603126	0.82480264	0.934134	0.65434456	0.8960855	0.8468391	0.79836464	0.72488153	0.83464605	0.8729633	0.86923206	0.8779516	0.8651117	0.613291	0.93009233	0.849704	0.44248664	0.6182487	0.8686918	0.7996118	0.6879432	0.4843676	0.5650681	0.8697037	0.5264998	0.52907443	0.88716847	0.5134574	0.86525726	0.87108624	0.7826547	0.5965685	0.8841464	0.62798274	0.8135015	0.8526379	0.75793606	0.9047061	0.8433372	0.7719687	0.87451994	0.56414425	0.7424196	0.79577434	0.9374558	0.5554898	0.7771392	0.2875092	0.84904456	0.9287459	0.8416728	0.5945324	0.7433729	0.5493887	0.8264828	0.4326151	0.4741528	0.5103921	0.91026133	0.6728014	0.7854897	0.5178753	0.8838997	0.39218837	0.8646867	0.87094194	0.5673981	0.4425258	0.5291747	0.6562129	0.849985	0.87134	0.8570731	0.86734617	0.80087245	0.70812386	0.83249605	0.5378677	0.916249	0.595266	0.6550573	0.4946174	0.823442	0.9122268	0.84401137	0.9246392	0.6840148	0.9089933	0.9118309	0.6090553	0.8248056	0.9613046	0.70943385
snel/adj	0.89441156	0.87044764	0.7891337	0.81567997	0.8777297	0.71207833	0.6778532	0.92754835	0.8503462	0.926037	0.86650205	0.7883979	0.78066236	0.79829943	0.8268465	0.8231998	0.8012732	0.8725052	0.94128984	0.7737534	0.8396874	0.7058407	0.7828685	0.86123514	0.8860689	0.789713	0.84465027	0.90954065	0.7900461	0.8623644	0.7959783	0.78040165	0.67049265	0.7814948	0.7785819	0.90646476	0.7468746	0.89552075	0.84583884	0.8581628	0.789774	0.8436681	0.8033037	0.90340865	0.7550801	0.0	0.85604644	0.8095408	0.9456877	0.87184405	0.7804007	0.80986804	0.7969673	0.85871935	0.8540936	0.8746311	0.71350265	0.80509615	0.7704128	0.8053286	0.92386484	0.65043724	0.8561436	0.89185643	0.8861962	0.6786017	0.747871	0.8408335	0.8783932	0.826802	0.86220825	0.82603467	0.90785253	0.8950668	0.7294805	0.81829524	0.85658294	0.8363342	0.7220668	0.73050755	0.74750936	0.8400922	0.8148845	0.7931179	0.9094668	0.75964355	0.8620293	0.93282616	0.8501007	0.81715596	0.8621826	0.82697254	0.8251382	0.8529683	0.83558047	0.80554986	0.9177538	0.8831098	0.79026484	0.8180424	0.8073646	0.83684695	0.89122856	0.80495375	0.7847819	0.7775096	0.88185984	0.88042265	0.87505054	0.78549606	0.8512778	0.7863327	0.837382	0.8531765	0.83231336	0.821222	0.9406295	0.80454195	0.8899782	0.7502935	0.8436934	0.69940126	0.8761802	0.8936145	0.71828735	0.8100415	0.8008552	0.747659	0.8335125	0.86370367	0.89813316	0.8919134	0.86237276	0.800909	0.8820518	0.80603266	0.88156986	0.85965717	0.7227808	0.83679795	0.81158817	0.83451325	0.867691	0.82974446	0.83382714	0.9161167	0.83288723	0.7949429	0.7663087	0.9502609	0.84090126
imago/noun	0.8885777	0.88522047	0.82391936	0.7931547	0.82127863	0.8709178	0.87399274	0.9337539	0.85492265	0.93389595	0.87920773	0.8352309	0.87950057	0.84368116	0.8214884	0.8328448	0.77633846	0.9008615	0.9029779	0.7959835	0.8846941	0.80310607	0.80501145	0.89215183	0.86420786	0.8459015	0.86940867	0.8864486	0.7867563	0.8366155	0.8751006	0.8168037	0.7792811	0.88766515	0.80991304	0.87442744	0.76638544	0.9126408	0.8886197	0.84444404	0.8939403	0.8323345	0.7985885	0.9019648	0.83501756	0.85604644	0.0	0.84557	0.93003786	0.88025194	0.7904933	0.79874945	0.8282994	0.87662804	0.88582194	0.8941791	0.81554353	0.8245276	0.8412327	0.7672325	0.9111255	0.8573344	0.88964033	0.9073612	0.87164176	0.70461226	0.7831171	0.89628035	0.85848665	0.8417798	0.8917411	0.8408978	0.9412134	0.8989456	0.84215003	0.84875906	0.85766494	0.83601725	0.7469499	0.8034683	0.7919397	0.8448742	0.8945673	0.8229188	0.89429617	0.7849727	0.7473926	0.8744129	0.8344681	0.8444836	0.87758106	0.88221455	0.8373225	0.8274678	0.7795715	0.894644	0.8969029	0.84683824	0.8194579	0.8293101	0.82319415	0.8553839	0.8998093	0.8067415	0.8743713	0.8600433	0.9116879	0.89788175	0.9032308	0.81140584	0.8555873	0.81825316	0.80245084	0.88889515	0.8565264	0.8161921	0.9173546	0.8494915	0.8000507	0.83754957	0.87703395	0.81587803	0.9163334	0.81536055	0.8762027	0.8611042	0.8296762	0.8613338	0.8477202	0.91624236	0.9177759	0.88811547	0.8787863	0.8595498	0.8321421	0.80713314	0.86574966	0.87102664	0.76263976	0.83096117	0.829333	0.8346578	0.851457	0.8826433	0.77761996	0.9292829	0.85938436	0.8396989	0.87284243	0.88328034	0.8246727
iemand/noun	0.8333576	0.8293155	0.5602585	0.68350434	0.8854958	0.5379234	0.84852093	0.90125287	0.8592612	0.93824774	0.775089	0.5975288	0.8713451	0.64548063	0.8381808	0.6849962	0.6712873	0.8777017	0.8375842	0.8514051	0.6562332	0.69232863	0.6815523	0.89449215	0.6714226	0.7483804	0.74763453	0.6898208	0.73664105	0.809743	0.7112274	0.76178825	0.64637077	0.799757	0.5226581	0.6634433	0.6516994	0.9392948	0.80839086	0.6021527	0.8030345	0.67579085	0.9171255	0.9507959	0.37434787	0.8095408	0.84557	0.0	0.83110595	0.70659196	0.89060086	0.87329286	0.8016517	0.87746906	0.7159956	0.70920575	0.36446452	0.78523785	0.5962425	0.8106122	0.90963197	0.69525516	0.8647859	0.8380351	0.6586821	0.75000405	0.8605442	0.86567837	0.84037775	0.86993676	0.81316566	0.68754256	0.94323355	0.7259309	0.506371	0.6244856	0.8428161	0.733956	0.7219007	0.59547454	0.67720795	0.8783065	0.4876418	0.61006737	0.9072326	0.5684484	0.8537962	0.7860954	0.83708787	0.48190278	0.82748824	0.6545607	0.82097983	0.8465787	0.79770374	0.8677965	0.7135438	0.7119622	0.8107932	0.48892367	0.7391537	0.8044414	0.9033759	0.6273553	0.81282663	0.42933077	0.81948423	0.91036487	0.8369412	0.67308825	0.71554804	0.65848255	0.7935504	0.5452269	0.5241331	0.6347336	0.8161056	0.5671669	0.7964698	0.46384966	0.8623554	0.5883684	0.8728198	0.81352484	0.6364604	0.5259725	0.62456	0.7176717	0.8867427	0.89303434	0.86414164	0.74680376	0.8176995	0.78342664	0.79829067	0.6367785	0.8936869	0.7087706	0.7277887	0.5762173	0.79211617	0.91494393	0.824502	0.934433	0.6516248	0.9229511	0.9267579	0.49078512	0.7450527	0.89680696	0.6800688
broer/noun	0.82936275	0.85218376	0.9288618	0.9314938	0.8702695	0.93880016	0.9429295	0.8608211	0.9511982	0.8845803	0.7572516	0.9582144	0.94814277	0.95099115	0.9604603	0.9127917	0.9336926	0.94580215	0.5817753	0.96728265	0.94501877	0.93228704	0.9101562	0.8626677	0.68111587	0.8694949	0.9596977	0.43028545	0.84577537	0.96447885	0.86673635	0.9635591	0.90325344	0.90346384	0.78844523	0.86015725	0.94287765	0.82461035	0.88571167	0.7166279	0.94398546	0.91894996	0.9529261	0.97379345	0.9234463	0.9456877	0.93003786	0.83110595	0.0	0.7775836	0.93801004	0.9575848	0.8927635	0.9477735	0.9792718	0.683661	0.8024006	0.963543	0.9466404	0.9159073	0.9053884	0.92722744	0.90234977	0.90400475	0.64991003	0.94276	0.9482006	0.87787867	0.93589956	0.9748858	0.86436605	0.88617885	0.94832766	0.6487281	0.8993336	0.8839968	0.891052	0.8733251	0.9198025	0.95085776	0.94895273	0.9519357	0.9162168	0.9382231	0.8928038	0.91777796	0.9548675	0.6446825	0.9330025	0.7610594	0.89837384	0.92047834	0.87252975	0.89019334	0.93140984	0.9229272	0.34507036	0.8269075	0.7845503	0.8518894	0.90746033	0.88858855	0.92685115	0.949874	0.9205923	0.8925122	0.84598726	0.9320464	0.95493406	0.9417493	0.8291891	0.9665084	0.91254675	0.9205699	0.9116146	0.939358	0.22950351	0.81549233	0.9396536	0.78286386	0.7052815	0.9167622	0.95006406	0.797592	0.92057323	0.9180154	0.9289896	0.8683586	0.881197	0.9587781	0.91114044	0.841627	0.94220257	0.91478604	0.8662339	0.9279528	0.93851537	0.9575092	0.9456458	0.93380797	0.9025102	0.97188854	0.88974935	0.96384835	0.8869715	0.91801333	0.94428015	0.80738366	0.81156117	0.79544157	0.8551599
buur/noun	0.8136687	0.8533905	0.82588434	0.855493	0.9175348	0.81807184	0.8925716	0.9392214	0.9100667	0.9295555	0.82957584	0.8570049	0.8540647	0.87746215	0.87869376	0.8013842	0.8159529	0.89201593	0.78291786	0.92348444	0.8885518	0.8212528	0.80860865	0.76612574	0.6446129	0.7892669	0.885069	0.59828424	0.76341784	0.9133494	0.75955105	0.9041842	0.791801	0.80988884	0.7242167	0.8368987	0.84494007	0.8137809	0.8350026	0.75873506	0.8627281	0.8123794	0.8934238	0.8871408	0.7881048	0.87184405	0.88025194	0.70659196	0.7775836	0.0	0.9220156	0.9259867	0.7817551	0.7823889	0.90348715	0.7981243	0.6716006	0.8675447	0.8451376	0.8835186	0.87808496	0.8406031	0.8860972	0.86979514	0.7221773	0.83032095	0.87949294	0.7636491	0.8632196	0.91506135	0.8201639	0.824954	0.8346792	0.6209973	0.7843195	0.74803025	0.8096116	0.8074095	0.8055879	0.8329593	0.8533375	0.87803227	0.75937927	0.8279476	0.8694308	0.799388	0.8880557	0.60643315	0.8602415	0.7009559	0.81356233	0.8002572	0.7857285	0.8573898	0.88398564	0.86099553	0.75492054	0.7520279	0.78445345	0.76480186	0.7713014	0.84909	0.86271137	0.87017584	0.88287103	0.7792771	0.8593419	0.7335341	0.8537237	0.83842057	0.8022033	0.8777078	0.8544642	0.78163975	0.7823223	0.85587406	0.7982196	0.71191	0.8760861	0.75889575	0.89091367	0.74878114	0.9000285	0.7987066	0.7798512	0.7918405	0.77331465	0.7923431	0.86478037	0.9154084	0.85187256	0.8537458	0.91428065	0.83338845	0.7437397	0.8331562	0.80780596	0.86232364	0.8174437	0.85300404	0.84024304	0.92049086	0.813547	0.94451874	0.85953766	0.94367874	0.929137	0.7278063	0.74059	0.8669455	0.7669716
mede/adv	0.86651766	0.87974477	0.91144603	0.77541625	0.8342295	0.8987728	0.83191323	0.9129785	0.82594407	0.9323375	0.861274	0.90571225	0.9285017	0.9005979	0.78338104	0.8730049	0.8068296	0.9209788	0.91064894	0.7791474	0.8756498	0.7882276	0.8340651	0.88598216	0.86515117	0.8658132	0.92538905	0.924385	0.8146837	0.80793375	0.92499435	0.78497326	0.79921615	0.9433085	0.7877312	0.87809074	0.8694453	0.84708107	0.8587073	0.9375988	0.8808512	0.8545214	0.7744237	0.8692893	0.92848307	0.7804007	0.7904933	0.89060086	0.93801004	0.9220156	0.0	0.79885423	0.82602787	0.83144534	0.903781	0.9029711	0.9009473	0.78364694	0.87981534	0.7912766	0.901405	0.87998104	0.8422679	0.9279808	0.91382825	0.72425413	0.74428654	0.81001616	0.8094138	0.75475955	0.85243344	0.9245257	0.90882707	0.8922559	0.87231314	0.88460934	0.8625346	0.8272637	0.7707679	0.8653783	0.8405482	0.8142055	0.91345537	0.8921356	0.89275026	0.82964474	0.79965156	0.910735	0.9012597	0.9024582	0.82804084	0.9400559	0.79218495	0.83447176	0.77198035	0.79507875	0.91429245	0.9316939	0.6771309	0.87748295	0.84639627	0.8211127	0.8546815	0.8585308	0.8804343	0.92399305	0.88296765	0.839566	0.808095	0.8393264	0.8605346	0.813252	0.79043114	0.9056766	0.9144483	0.8556107	0.94823945	0.8655307	0.7932233	0.8614148	0.8873428	0.8772013	0.84621036	0.83191156	0.92505544	0.9198152	0.8934027	0.8891806	0.7972666	0.8790167	0.8626334	0.8681421	0.8740194	0.8267246	0.8577697	0.89966536	0.8045039	0.9459165	0.79074955	0.9074677	0.8314069	0.7474145	0.8476943	0.80477047	0.8480072	0.95246845	0.7891182	0.86280555	0.9007222	0.86627114	0.8661857
