	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
markt_economie/noun	0.87480336	0.8755284	0.8697723	0.81066763	0.88144416	0.88455206	0.86020637	0.92941916	0.8510219	0.9329611	0.8443907	0.8680362	0.8711406	0.88032776	0.81835204	0.85187393	0.81154823	0.9047	0.92861384	0.6398479	0.8984524	0.76843494	0.86624575	0.8892256	0.89569235	0.8664193	0.8913418	0.9384032	0.81964815	0.8581675	0.88433164	0.77928424	0.7806685	0.9287288	0.7799869	0.8509629	0.8588756	0.9378857	0.87922984	0.9234451	0.8548273	0.86315817	0.71998715	0.8844799	0.8613969	0.80986804	0.79874945	0.87329286	0.9575848	0.9259867	0.79885423	0.0	0.8446866	0.87942266	0.8929869	0.8979323	0.8370794	0.8086524	0.8405323	0.79000664	0.91329145	0.8563764	0.85656226	0.9242677	0.8924918	0.7321786	0.7711545	0.89835817	0.8778134	0.7491944	0.8396752	0.905212	0.947296	0.9149153	0.8521703	0.8450905	0.8628252	0.8199408	0.7772347	0.8633127	0.8194535	0.8411118	0.8891954	0.8459899	0.92146945	0.8565449	0.53853035	0.90547025	0.8036633	0.88804513	0.8292231	0.9324305	0.8571538	0.7862308	0.76893765	0.84196985	0.9309774	0.9282923	0.81464225	0.83916587	0.86953866	0.8656068	0.8171955	0.90922	0.8783745	0.88741064	0.8944742	0.8778211	0.8617679	0.839805	0.84954596	0.80112773	0.7770935	0.9003786	0.8871888	0.86425066	0.9458579	0.8490108	0.8736221	0.83871114	0.9084153	0.8479955	0.89825374	0.81785434	0.9246256	0.8919764	0.8474473	0.8811967	0.8677682	0.847203	0.8919622	0.8721422	0.88644993	0.8887707	0.82793367	0.8887751	0.8623508	0.89651036	0.8355175	0.87410545	0.8254929	0.83272564	0.8464292	0.8703553	0.82565767	0.9526785	0.8639374	0.8714399	0.9151439	0.83441037	0.8659517
vakantieganger/noun	0.7858031	0.80294573	0.84078217	0.78669256	0.88190234	0.81339294	0.8029313	0.8906934	0.7697682	0.9212954	0.7723531	0.84093857	0.80818796	0.8370807	0.8368321	0.8118841	0.7703725	0.8343637	0.82916033	0.8214506	0.8734938	0.7515154	0.78018856	0.78234375	0.74951386	0.7839104	0.8810616	0.7968569	0.75096726	0.8548931	0.8550447	0.8346325	0.7462045	0.7663467	0.72988176	0.87781775	0.830356	0.90788686	0.7060378	0.7973586	0.80499923	0.72065544	0.7571657	0.8746154	0.7814994	0.7969673	0.8282994	0.8016517	0.8927635	0.7817551	0.82602787	0.8446866	0.0	0.8362624	0.8799007	0.8175377	0.73189306	0.8087471	0.8289226	0.8344931	0.8586908	0.7908505	0.73430824	0.85190475	0.762092	0.7180674	0.80682737	0.82433176	0.836146	0.8181836	0.7552456	0.8318775	0.9141869	0.7306458	0.79972994	0.78043854	0.7084768	0.65226734	0.76176816	0.81844467	0.76302105	0.80119216	0.8290739	0.8495048	0.7817754	0.7872533	0.8437722	0.7966916	0.84008	0.7859634	0.7974737	0.8328273	0.79922134	0.7455975	0.8454751	0.7748065	0.8627924	0.7859249	0.75260466	0.62706953	0.62406945	0.848884	0.8260814	0.8469008	0.8634624	0.82032585	0.811864	0.8712786	0.7460365	0.82113385	0.78107303	0.8284251	0.76425683	0.78289425	0.8299167	0.8550535	0.87499636	0.7285558	0.83834445	0.7821721	0.85508156	0.7781643	0.8191544	0.8070393	0.8074681	0.8327619	0.79551667	0.8565019	0.8598324	0.84112585	0.8492876	0.7228799	0.86353076	0.7997774	0.6944367	0.85029924	0.79402745	0.89072067	0.7713995	0.8677509	0.7878626	0.81980705	0.7601627	0.8448077	0.84390485	0.9155578	0.8387162	0.7895859	0.70920897	0.8947493	0.7396754
gemeente_bestuur/noun	0.8251567	0.8443099	0.9453736	0.84335065	0.92832613	0.8886962	0.83380693	0.9326024	0.8191336	0.94468635	0.8715201	0.87544954	0.8543964	0.92357343	0.8637938	0.78889716	0.8017407	0.88361514	0.8577848	0.8142476	0.84600294	0.6488695	0.90063494	0.859189	0.7817907	0.86072004	0.90136135	0.90658134	0.7937735	0.8500086	0.911309	0.8518328	0.65700996	0.8584691	0.69503593	0.9104314	0.9070107	0.9039099	0.81732893	0.9479368	0.8643884	0.84551644	0.88465583	0.65397274	0.9171192	0.85871935	0.87662804	0.87746906	0.9477735	0.7823889	0.83144534	0.87942266	0.8362624	0.0	0.93415827	0.8285377	0.817276	0.8729066	0.8764289	0.8742862	0.8974224	0.9138074	0.8579677	0.9193615	0.94039035	0.7442662	0.8255949	0.80047804	0.777327	0.6755998	0.83367217	0.85776603	0.92960846	0.83222556	0.88079107	0.85917914	0.87639236	0.8719827	0.77244896	0.89954233	0.8544668	0.80322134	0.87757033	0.93383545	0.8707677	0.9397217	0.898278	0.8461708	0.94389117	0.84815425	0.7754599	0.95133	0.83543456	0.92386264	0.87221175	0.7004796	0.9360775	0.90917116	0.8103822	0.88857543	0.78641105	0.9273725	0.8750472	0.9401491	0.9243723	0.89175504	0.840906	0.83363104	0.83974737	0.91015774	0.8190138	0.87900984	0.84803474	0.82081103	0.87882274	0.938181	0.9430863	0.7684674	0.91150516	0.81755644	0.91288805	0.7496755	0.8685436	0.7945431	0.91852224	0.8875743	0.8169298	0.9234181	0.8778444	0.8491236	0.8529857	0.84766054	0.936115	0.8547379	0.7874897	0.95322984	0.29341328	0.9114734	0.8851501	0.8914842	0.83356416	0.84183717	0.8729834	0.9303131	0.8859521	0.9217781	0.83848304	0.81502575	0.8099278	0.83801246	0.87891614
het/noun	0.940007	0.8894982	0.62731695	0.73379374	0.90802175	0.6844717	0.90730923	0.90814245	0.89831674	0.9484066	0.894764	0.56845856	0.9248418	0.7169482	0.8775737	0.61248344	0.6321231	0.8899836	0.9595946	0.8813665	0.718676	0.7646357	0.7548677	0.9736819	0.89382464	0.80633885	0.76004964	0.91482735	0.8534002	0.8545576	0.8767316	0.8097714	0.8305139	0.9308339	0.80771565	0.8553108	0.6235383	0.95371115	0.896586	0.840924	0.9300604	0.8054056	0.93208313	0.97836894	0.6817126	0.8540936	0.88582194	0.7159956	0.9792718	0.90348715	0.903781	0.8929869	0.8799007	0.93415827	0.0	0.9045335	0.7375715	0.807603	0.5911664	0.82590616	0.96894425	0.82762104	0.93158275	0.9112103	0.93256956	0.74963987	0.8911455	0.942999	0.9329107	0.8645496	0.91961265	0.84983814	0.9454576	0.9439853	0.67476726	0.76856136	0.93349737	0.85989094	0.8672713	0.56032413	0.6142825	0.87635225	0.73568887	0.66981304	0.9452642	0.6394963	0.8904616	0.95085907	0.8795793	0.80917966	0.9387273	0.8206613	0.94264734	0.914142	0.86161643	0.9480224	0.9565199	0.8822492	0.9483725	0.7902957	0.8962855	0.85336363	0.96180063	0.6125635	0.88533306	0.65405273	0.923625	0.96882117	0.8985171	0.5740472	0.85941476	0.48984635	0.8789248	0.78112507	0.59832895	0.5767611	0.98185164	0.8165667	0.80192757	0.8059142	0.9237166	0.703267	0.93465626	0.91277665	0.7766896	0.63940954	0.67429566	0.7289174	0.88205415	0.86953866	0.89897484	0.9294551	0.7979724	0.91140777	0.9331305	0.6877396	0.9473959	0.73292434	0.70762336	0.73302513	0.85476947	0.9382781	0.89500725	0.9311039	0.8153967	0.94106245	0.9379368	0.7839497	0.95166653	0.98091894	0.89270455
dokter/noun	0.7974658	0.77505094	0.8391279	0.81273484	0.902425	0.7963784	0.8917487	0.9130914	0.8745063	0.90482116	0.82510203	0.8429198	0.92614144	0.8624446	0.88350713	0.8285311	0.83925235	0.90748465	0.7316225	0.8861967	0.7996473	0.8029466	0.82800967	0.8776823	0.6979021	0.8364955	0.86864924	0.6870179	0.7822075	0.8706068	0.8724044	0.85972667	0.77327657	0.880864	0.6788262	0.8155776	0.85045415	0.90686595	0.81306267	0.8094053	0.89437157	0.82856584	0.9405939	0.9211125	0.79276454	0.8746311	0.8941791	0.70920575	0.683661	0.7981243	0.9029711	0.8979323	0.8175377	0.8285377	0.9045335	0.0	0.69000703	0.8799901	0.82503575	0.8769472	0.90441275	0.87305325	0.86551684	0.886375	0.7242218	0.81615835	0.9156401	0.83625716	0.8352976	0.87744546	0.8004854	0.8427726	0.9386873	0.6931311	0.78873825	0.7947163	0.88569957	0.85020405	0.849137	0.83373564	0.84203464	0.8855165	0.7742178	0.85248166	0.8622542	0.8184625	0.9198434	0.7699154	0.91621906	0.6845478	0.7778391	0.8647156	0.86190355	0.9065519	0.89714587	0.87311506	0.65516526	0.79195815	0.7810166	0.78435415	0.82299626	0.89113724	0.89568275	0.8569524	0.8867476	0.7473317	0.66116256	0.89111406	0.9022153	0.84970295	0.64385605	0.85461235	0.8861565	0.75653845	0.7843139	0.8647414	0.6804185	0.72501284	0.88821894	0.6844889	0.8253993	0.7931208	0.9330585	0.83802605	0.82359743	0.7810602	0.8095219	0.84837544	0.8883912	0.909436	0.9146575	0.84607023	0.92125255	0.8751538	0.82826513	0.8583218	0.8615234	0.86157274	0.86546504	0.83456784	0.84964716	0.8526076	0.8467062	0.95482004	0.8482244	0.9501846	0.8797649	0.705954	0.7876513	0.839391	0.80184424
ze/pron	0.8049123	0.7910883	0.5059266	0.6311734	0.85923326	0.48996627	0.7762599	0.87070596	0.8337584	0.9286108	0.7208853	0.5712275	0.80619586	0.60592985	0.8093763	0.65028083	0.63154626	0.8642161	0.79519266	0.8022778	0.6881961	0.62329435	0.6602236	0.85803807	0.5933225	0.6753726	0.6784245	0.6731324	0.6927042	0.7861387	0.6404735	0.7426878	0.47275108	0.7148699	0.27400452	0.6941036	0.61873907	0.9090426	0.72209823	0.58386624	0.7457299	0.6478013	0.881202	0.92408085	0.3177796	0.71350265	0.81554353	0.36446452	0.8024006	0.6716006	0.9009473	0.8370794	0.73189306	0.817276	0.7375715	0.69000703	0.0	0.7545104	0.5472445	0.7602514	0.85525525	0.6137295	0.84924525	0.8077086	0.62241507	0.67367744	0.7697393	0.84473765	0.81406987	0.84262276	0.7981126	0.585045	0.9005784	0.6954526	0.5085058	0.5743358	0.79400885	0.73451006	0.61183	0.5642663	0.62732303	0.8588666	0.49568462	0.60529226	0.8495747	0.5718056	0.8454027	0.7381551	0.80001056	0.41680914	0.8173841	0.64945793	0.76958966	0.796011	0.7922693	0.83412194	0.68790895	0.6635403	0.7984156	0.54260767	0.6831796	0.78810316	0.85361826	0.65078425	0.7677825	0.32076526	0.79684305	0.88852054	0.82334185	0.5748481	0.7017572	0.63533723	0.7972194	0.4857586	0.5442066	0.6451712	0.78871125	0.47726893	0.80390716	0.24600583	0.84949493	0.3794402	0.8595848	0.7902558	0.5511743	0.5074731	0.5457624	0.6608	0.8275188	0.8679625	0.8510326	0.8022189	0.81148624	0.6660671	0.7434232	0.6027086	0.8332511	0.6589876	0.6789234	0.529701	0.7594839	0.8897574	0.78043103	0.8961525	0.62959313	0.8947617	0.8708918	0.45404422	0.6909485	0.8825122	0.6957927
weinig/det	0.86164606	0.8571123	0.78753525	0.697526	0.89657867	0.8142014	0.8530899	0.9130431	0.8225633	0.9451488	0.82405657	0.74264205	0.9166894	0.77669525	0.8105509	0.74794245	0.6730722	0.89310133	0.93506634	0.8393269	0.8269477	0.7482972	0.80712235	0.8826366	0.8245719	0.8440603	0.6008047	0.91038156	0.82812464	0.77167016	0.86085856	0.760133	0.77694184	0.9253385	0.7146821	0.8368906	0.82323974	0.9135405	0.8347979	0.8959153	0.88289857	0.7560415	0.83907133	0.91330564	0.74685895	0.80509615	0.8245276	0.78523785	0.963543	0.8675447	0.78364694	0.8086524	0.8087471	0.8729066	0.807603	0.8799901	0.7545104	0.0	0.7576601	0.84414995	0.9423396	0.84760785	0.8489893	0.90752417	0.8895568	0.66196644	0.7996603	0.8486866	0.78564906	0.8174948	0.85477465	0.77435184	0.9310211	0.86938524	0.8050674	0.8245181	0.8245586	0.8232357	0.7743759	0.74776316	0.73192394	0.8201585	0.72565335	0.73695946	0.9111278	0.73423666	0.8075447	0.8931584	0.8516325	0.82306284	0.8294165	0.8532829	0.8271734	0.85568714	0.72898793	0.8563068	0.9340143	0.90698147	0.8544911	0.7781587	0.82441664	0.82160634	0.90072924	0.78508526	0.87924993	0.76532936	0.86806613	0.8913261	0.828734	0.7243947	0.806065	0.724609	0.75977284	0.80165064	0.77289855	0.7723088	0.95634854	0.80704963	0.7817942	0.7870246	0.90450066	0.77234304	0.87447095	0.86877024	0.87647164	0.82080996	0.8046178	0.8087561	0.800863	0.90075696	0.88738924	0.8847611	0.7962676	0.8961926	0.8283969	0.7798111	0.846943	0.6632961	0.48327845	0.8223532	0.79402936	0.80340123	0.7684673	0.881351	0.8198813	0.92463213	0.8722077	0.79573023	0.89606494	0.9206808	0.8134686
niet/adv	0.89511245	0.8870641	0.52610415	0.5624279	0.90510195	0.5211723	0.8251308	0.93647534	0.8804547	0.9371375	0.8284348	0.47890973	0.90702647	0.61443615	0.7881055	0.5757023	0.58662003	0.8915392	0.9312002	0.7993922	0.62302995	0.68952584	0.7121713	0.95143324	0.8100898	0.7584268	0.6205202	0.87703896	0.78467524	0.7530648	0.8072983	0.77546203	0.6336732	0.8747667	0.61155844	0.7631241	0.6301255	0.92352545	0.84132653	0.818894	0.87619025	0.74052036	0.8931138	0.93980384	0.52603126	0.7704128	0.8412327	0.5962425	0.9466404	0.8451376	0.87981534	0.8405323	0.8289226	0.8764289	0.5911664	0.82503575	0.5472445	0.7576601	0.0	0.81752753	0.93385	0.75850224	0.8988462	0.896901	0.8763483	0.6577866	0.7756288	0.87719876	0.8593569	0.8119769	0.8707388	0.72841245	0.9172681	0.88839066	0.52896476	0.6730891	0.89864355	0.7969774	0.74531555	0.47945994	0.4723469	0.8802145	0.4838341	0.6004479	0.91359895	0.6707649	0.82436043	0.91211706	0.86441886	0.6922662	0.8704217	0.8045316	0.87881154	0.8766984	0.80575633	0.88740003	0.91091275	0.8702139	0.89921343	0.7050863	0.81186396	0.8409283	0.9176437	0.5767969	0.8280731	0.48716813	0.8656187	0.9281827	0.84935224	0.502451	0.8196728	0.48342288	0.8239096	0.6284771	0.52450013	0.62768424	0.9359765	0.6767952	0.83352727	0.6386773	0.8718717	0.52845764	0.91209555	0.8758537	0.691573	0.56906843	0.5490043	0.63566005	0.82210493	0.8753334	0.8844214	0.8770824	0.73208153	0.8283576	0.8614924	0.68083113	0.8893101	0.6070463	0.7035854	0.62084305	0.8082838	0.90503365	0.84708416	0.9258605	0.7371272	0.9405437	0.91602224	0.64746475	0.8675986	0.93855244	0.84413755
wijze/noun	0.8455379	0.8749012	0.8651186	0.7708155	0.79787403	0.8699119	0.89609617	0.9123351	0.8571054	0.9286171	0.8398266	0.8209148	0.87925506	0.8791171	0.82699853	0.83017343	0.78527105	0.9236404	0.8751483	0.6841538	0.8467709	0.73739934	0.8007877	0.8940268	0.8535205	0.8173744	0.8933269	0.8992872	0.7700303	0.8345494	0.80816853	0.78271115	0.66833353	0.9004392	0.7040745	0.8443315	0.6974603	0.9033031	0.8272178	0.83895576	0.8029269	0.77908444	0.85357153	0.9053855	0.82480264	0.8053286	0.7672325	0.8106122	0.9159073	0.8835186	0.7912766	0.79000664	0.8344931	0.8742862	0.82590616	0.8769472	0.7602514	0.84414995	0.81752753	0.0	0.8850365	0.87800306	0.9276003	0.9090502	0.83235323	0.6975461	0.7526028	0.8786181	0.87118113	0.7873787	0.84298676	0.84404594	0.9292564	0.8098438	0.8189054	0.81251204	0.84094304	0.84570944	0.6327646	0.80321157	0.8184938	0.84981936	0.88282573	0.8239955	0.90710235	0.6820444	0.78265893	0.8679076	0.7985926	0.8149563	0.8600565	0.87399566	0.7803474	0.85783297	0.7797719	0.8840824	0.87977946	0.8544028	0.74860144	0.7721737	0.8313165	0.8384342	0.8734391	0.83244	0.91541743	0.89195615	0.89162695	0.874527	0.8918446	0.80368495	0.7687809	0.7982834	0.8511489	0.8659792	0.84137523	0.81808895	0.9134608	0.78206563	0.7541369	0.774267	0.8835451	0.8285706	0.91605884	0.8453561	0.81884813	0.8490912	0.8233359	0.8484622	0.8404465	0.90326333	0.8878671	0.80625784	0.8767373	0.87578434	0.8259849	0.83725697	0.8581643	0.9162643	0.7959959	0.87279356	0.7393862	0.86933357	0.8326955	0.89232427	0.76924825	0.9279698	0.90600127	0.81093967	0.8636491	0.8930832	0.80893064
regeringstroepen/noun	0.91709083	0.9390102	0.9607746	0.9095769	0.91570204	0.93908143	0.90254617	0.94786686	0.9294731	0.96154433	0.7267456	0.95713866	0.8912357	0.9556695	0.92888135	0.9368449	0.92496634	0.94391304	0.8703004	0.90575767	0.93582296	0.84479964	0.91086066	0.84444135	0.90433246	0.89056313	0.9555891	0.8895446	0.8572795	0.9233488	0.8887849	0.9283036	0.8294868	0.93517894	0.78260833	0.9145267	0.9247797	0.9316804	0.90985906	0.86650854	0.9364609	0.9295947	0.83130395	0.93126965	0.934134	0.92386484	0.9111255	0.90963197	0.9053884	0.87808496	0.901405	0.91329145	0.8586908	0.8974224	0.96894425	0.90441275	0.85525525	0.9423396	0.93385	0.8850365	0.0	0.91019464	0.9146005	0.9036174	0.8379934	0.878483	0.88809365	0.8718791	0.91041136	0.90328693	0.8781177	0.9430818	0.92747676	0.8124238	0.91134834	0.9042983	0.7639705	0.8140393	0.84707046	0.94952905	0.9280037	0.860975	0.9153246	0.94873387	0.9126172	0.9209402	0.84156	0.86560225	0.88789994	0.89351964	0.8463875	0.9346087	0.8850511	0.80357885	0.92652637	0.8736633	0.8948664	0.9232901	0.7764069	0.8715512	0.91257447	0.9149605	0.5861369	0.9676785	0.94769144	0.9424331	0.9059719	0.8244157	0.916031	0.93032074	0.9026698	0.9429623	0.87529004	0.94233525	0.94341165	0.9593997	0.89056873	0.8351706	0.9384368	0.83260334	0.9262585	0.881668	0.9372635	0.89920497	0.93818384	0.93266666	0.9014775	0.943405	0.93462485	0.9323787	0.913476	0.8710086	0.9016192	0.9089232	0.8090828	0.9681542	0.88568354	0.96378696	0.9442575	0.91865474	0.8083526	0.92918307	0.83168674	0.92289984	0.8882695	0.93503636	0.90183043	0.88136077	0.85023546	0.7681134	0.89916694
weer/adv	0.9101667	0.8707591	0.636572	0.82509404	0.85507494	0.5402019	0.74553055	0.9180182	0.8961388	0.90449494	0.8943144	0.6904428	0.77429724	0.7100046	0.8881675	0.78583926	0.76272154	0.8440019	0.922681	0.87693226	0.82711643	0.7292347	0.7569447	0.8466798	0.89793205	0.7333349	0.835809	0.86921823	0.80333674	0.8944703	0.7579033	0.82196873	0.6996174	0.752496	0.7970496	0.870499	0.74814206	0.8624705	0.8427092	0.77711487	0.86668414	0.8430977	0.84205437	0.9099048	0.65434456	0.65043724	0.8573344	0.69525516	0.92722744	0.8406031	0.87998104	0.8563764	0.7908505	0.9138074	0.82762104	0.87305325	0.6137295	0.84760785	0.75850224	0.87800306	0.91019464	0.0	0.883528	0.8625466	0.88440174	0.79169387	0.7978771	0.8391932	0.872285	0.90096885	0.9031435	0.7836595	0.9081578	0.88564974	0.61127394	0.75904936	0.8569377	0.84765244	0.7488359	0.62097996	0.6910082	0.8401202	0.7945757	0.7130196	0.861431	0.704609	0.88645667	0.90591544	0.8461785	0.73950773	0.91246253	0.6556159	0.8179588	0.8547504	0.8530841	0.8427163	0.8964574	0.80905163	0.85404813	0.8101041	0.8616411	0.77021575	0.89430416	0.710037	0.7177366	0.64720356	0.90094364	0.8771108	0.8632419	0.7439462	0.8673116	0.79126877	0.8960304	0.7973389	0.7699385	0.77605915	0.9210776	0.79469526	0.88796777	0.67147756	0.8456268	0.62110615	0.8301442	0.9203378	0.5675993	0.7245687	0.75503564	0.73662806	0.8522675	0.8836518	0.8608719	0.9247726	0.82599914	0.6588208	0.87118816	0.6891645	0.93171453	0.80810726	0.7845762	0.7633822	0.864088	0.89485157	0.8469137	0.7896071	0.8249058	0.9025351	0.83772814	0.74016005	0.82188237	0.94777036	0.83057976
werkloos/adj	0.6413854	0.88273466	0.90654576	0.82684636	0.9070189	0.90118295	0.85695755	0.9380947	0.86256033	0.9383585	0.85566956	0.9251971	0.9191312	0.85765135	0.8006929	0.86943305	0.84018874	0.91172165	0.82120657	0.83709204	0.91184545	0.7971871	0.81914884	0.8392313	0.7343421	0.86113274	0.9327815	0.8863307	0.80031586	0.88685906	0.90428203	0.85364383	0.8335299	0.8721582	0.78610724	0.90996295	0.90512305	0.9224524	0.6516117	0.8440924	0.86095154	0.8745619	0.81461644	0.8815145	0.8960855	0.8561436	0.88964033	0.8647859	0.90234977	0.8860972	0.8422679	0.85656226	0.73430824	0.8579677	0.93158275	0.86551684	0.84924525	0.8489893	0.8988462	0.9276003	0.9146005	0.883528	0.0	0.92192614	0.7345594	0.7355102	0.8382468	0.83821833	0.87336683	0.81400806	0.7056183	0.90149164	0.941307	0.77340096	0.8708017	0.8814049	0.7579045	0.68021595	0.8170286	0.9141733	0.8246467	0.8865721	0.8918286	0.91932213	0.8003148	0.8827405	0.8993578	0.8729709	0.89548266	0.9000121	0.7717469	0.95083827	0.84360516	0.9006091	0.873961	0.7167077	0.8708691	0.87442714	0.82290816	0.65747833	0.7671786	0.8861763	0.8804431	0.90340847	0.8964511	0.9153512	0.83515775	0.9115547	0.75393534	0.902993	0.8216129	0.891515	0.53086793	0.91224843	0.9223394	0.9255885	0.8851065	0.78678674	0.85352224	0.8907974	0.9189773	0.8695307	0.7634252	0.79166865	0.92691255	0.930274	0.9003944	0.9016682	0.8879193	0.8349713	0.84992135	0.73699075	0.8835087	0.88692087	0.7310556	0.9321299	0.7580219	0.9380653	0.82040817	0.91264105	0.8276445	0.72956526	0.8164202	0.82774794	0.88253343	0.920907	0.837399	0.9111284	0.8262618	0.9468512	0.76844376
valk/noun	0.9169291	0.9036652	0.86137086	0.8766157	0.92942464	0.873474	0.923137	0.9167584	0.89787483	0.9292971	0.8999357	0.8927994	0.8961297	0.9005174	0.9395406	0.8758744	0.8476742	0.93731624	0.92315483	0.90810007	0.92110115	0.86863995	0.86302173	0.89247286	0.8984169	0.8719363	0.90943563	0.8893603	0.83043426	0.9443687	0.8949535	0.92875904	0.84948736	0.85982275	0.8443049	0.8731727	0.8801246	0.936975	0.87475264	0.86251885	0.88268596	0.9004151	0.91595304	0.94636905	0.8468391	0.89185643	0.9073612	0.8380351	0.90400475	0.86979514	0.9279808	0.9242677	0.85190475	0.9193615	0.9112103	0.886375	0.8077086	0.90752417	0.896901	0.9090502	0.9036174	0.8625466	0.92192614	0.0	0.8689985	0.8700223	0.93032306	0.9171275	0.9436287	0.9367751	0.91015106	0.89264053	0.9637228	0.8916177	0.87676907	0.87463063	0.86391616	0.87356526	0.87042344	0.8949086	0.88368315	0.90455115	0.88713896	0.8814959	0.9120384	0.86522	0.9077357	0.8809566	0.9074691	0.8346148	0.92331976	0.8675891	0.8856378	0.8860364	0.8851428	0.907806	0.8992257	0.84346604	0.8677943	0.8421241	0.8819303	0.9039044	0.91982144	0.8806511	0.9038094	0.86558294	0.92056775	0.9348083	0.91903675	0.8918258	0.91599995	0.89501464	0.93074614	0.8817811	0.8888639	0.876304	0.8987184	0.86850595	0.9290839	0.82449734	0.93118745	0.85714924	0.90331817	0.93149054	0.8767321	0.89150023	0.8818485	0.893769	0.93037033	0.9419533	0.94415146	0.8841958	0.9079836	0.88483334	0.86119425	0.87375444	0.9145355	0.9165325	0.8834983	0.91129106	0.87230116	0.94331396	0.89353615	0.9167757	0.89223313	0.9434464	0.91172576	0.85243404	0.8822342	0.954488	0.83694744
vrouw/noun	0.67153925	0.8622594	0.83628684	0.82636464	0.8744315	0.8661314	0.91321844	0.88191223	0.8928284	0.9301915	0.7280773	0.89528114	0.8935635	0.8790793	0.88998014	0.86223406	0.87586457	0.9076961	0.57896584	0.91324645	0.8905661	0.850063	0.82122815	0.7992674	0.5371268	0.8439339	0.9263938	0.6165682	0.74854374	0.9183637	0.793148	0.88835144	0.82610846	0.8257939	0.64722705	0.7722951	0.85417974	0.9354233	0.7804953	0.47687	0.88340044	0.81712353	0.8782734	0.9513397	0.79836464	0.8861962	0.87164176	0.6586821	0.64991003	0.7221773	0.91382825	0.8924918	0.762092	0.94039035	0.93256956	0.7242218	0.62241507	0.8895568	0.8763483	0.83235323	0.8379934	0.88440174	0.7345594	0.8689985	0.0	0.8460773	0.91723806	0.83526176	0.8859304	0.9414655	0.75536525	0.84543425	0.94124186	0.5809696	0.800629	0.77847785	0.7865419	0.69679403	0.8312142	0.8758147	0.88681984	0.892768	0.8233901	0.85444325	0.88662165	0.7823075	0.84432364	0.64322585	0.83160937	0.574539	0.82427907	0.84505576	0.7895353	0.82214653	0.88909864	0.8941194	0.5226631	0.5091307	0.75389796	0.5914935	0.81377363	0.87445027	0.8771063	0.8844285	0.88654065	0.8029675	0.8319473	0.88614833	0.8416151	0.8720324	0.77689344	0.9023856	0.69126225	0.84582794	0.80749303	0.8757125	0.6154805	0.6664555	0.87232876	0.6889696	0.8934287	0.8643737	0.8954784	0.7008009	0.85783076	0.8105519	0.8308448	0.81213725	0.8969134	0.92688924	0.8626765	0.6747444	0.89496756	0.8649904	0.7308925	0.8476014	0.91139966	0.91943675	0.8486005	0.84626484	0.79141676	0.913878	0.8148472	0.93679845	0.8094823	0.925987	0.9251237	0.7041104	0.66536754	0.8618649	0.7117513
